model,bin_id,delta_sv,n_years,hos_year,component,dln
IPSL-CM6A-LR,-3.5,-3.0615,1,27,precip_mj,-0.00846192143260141
IPSL-CM6A-LR,-2.5,-2.3161,1,28,precip_mj,-0.0262046061466932
IPSL-CM6A-LR,-3.5,-3.3374,1,29,precip_mj,-0.0691596400134013
IPSL-CM6A-LR,-4.5,-4.2179,1,30,precip_mj,-0.0799246082597486
IPSL-CM6A-LR,-5.5,-5.2566,1,31,precip_mj,-0.0248996413756914
IPSL-CM6A-LR,-3.5,-3.6201,1,32,precip_mj,0.00571422828825968
IPSL-CM6A-LR,-4.5,-4.2133,1,33,precip_mj,-0.00103076032577342
IPSL-CM6A-LR,-4.5,-4.3351,1,34,precip_mj,-0.0262415777420668
IPSL-CM6A-LR,-4.5,-4.2314,1,35,precip_mj,-0.00587753728938939
IPSL-CM6A-LR,-4.5,-4.229,1,36,precip_mj,-0.0226068538188697
IPSL-CM6A-LR,-3.5,-3.7165,1,37,precip_mj,-0.0382448118392712
IPSL-CM6A-LR,-5.5,-5.1443,1,38,precip_mj,-0.0149991149235445
IPSL-CM6A-LR,-4.5,-4.9696,1,39,precip_mj,-0.00681678750699747
IPSL-CM6A-LR,-3.5,-3.7356,1,40,precip_mj,-0.00787802497479862
IPSL-CM6A-LR,-4.5,-4.1062,1,41,precip_mj,-0.0183021343992787
IPSL-CM6A-LR,-4.5,-4.777,1,42,precip_mj,-0.0308808709227728
IPSL-CM6A-LR,-5.5,-5.5255,1,43,precip_mj,-0.0124036806075839
IPSL-CM6A-LR,-5.5,-5.6091,1,44,precip_mj,-0.0306138996748711
IPSL-CM6A-LR,-5.5,-5.0614,1,45,precip_mj,-0.0130064154958924
IPSL-CM6A-LR,-4.5,-4.0228,1,46,precip_mj,-0.00195545423936744
IPSL-CM6A-LR,-3.5,-3.5681,1,47,precip_mj,-0.0116227972182777
IPSL-CM6A-LR,-4.5,-4.7253,1,48,precip_mj,-0.0359515776268447
IPSL-CM6A-LR,-5.5,-5.7852,1,49,precip_mj,-0.0835012421937072
IPSL-CM6A-LR,-5.5,-5.6439,1,50,precip_mj,-0.0652629635083958
IPSL-CM6A-LR,-5.5,-5.7916,1,51,precip_mj,-0.0376042460872011
IPSL-CM6A-LR,-7.5,-7.5335,1,52,precip_mj,-0.0540020327791823
IPSL-CM6A-LR,-6.5,-6.8874,1,53,precip_mj,-0.0504748593833394
IPSL-CM6A-LR,-5.5,-5.5267,1,54,precip_mj,0.0156661160453869
IPSL-CM6A-LR,-5.5,-5.319,1,55,precip_mj,-0.0575858334885631
IPSL-CM6A-LR,-5.5,-5.9791,1,56,precip_mj,-0.0472964941198535
IPSL-CM6A-LR,-8.5,-8.0124,1,57,precip_mj,-0.0174674289755618
IPSL-CM6A-LR,-6.5,-6.674,1,58,precip_mj,-0.0324988076906839
IPSL-CM6A-LR,-5.5,-5.697,1,59,precip_mj,-0.0704560414586085
IPSL-CM6A-LR,-7.5,-7.0038,1,60,precip_mj,-0.0511040076267904
IPSL-CM6A-LR,-7.5,-7.4198,1,61,precip_mj,-0.0517310991188801
IPSL-CM6A-LR,-6.5,-6.1575,1,62,precip_mj,-0.0877282832471796
IPSL-CM6A-LR,-7.5,-7.0646,1,63,precip_mj,-0.0493231231310188
IPSL-CM6A-LR,-5.5,-5.9699,1,64,precip_mj,-0.0446464302541889
IPSL-CM6A-LR,-6.5,-6.6177,1,65,precip_mj,-0.0072139213644804
IPSL-CM6A-LR,-6.5,-6.4034,1,66,precip_mj,-0.0389289156520296
IPSL-CM6A-LR,-7.5,-7.4208,1,67,precip_mj,-0.0468412721986303
IPSL-CM6A-LR,-6.5,-6.7989,1,68,precip_mj,-0.0328536794011549
IPSL-CM6A-LR,-7.5,-7.6028,1,69,precip_mj,-0.0690011813053964
IPSL-CM6A-LR,-7.5,-7.1661,1,70,precip_mj,-0.053142289863171
IPSL-CM6A-LR,-7.5,-7.4013,1,71,precip_mj,-0.034745162207599
IPSL-CM6A-LR,-7.5,-7.6406,1,72,precip_mj,-0.0379573660023824
IPSL-CM6A-LR,-6.5,-6.5805,1,73,precip_mj,-0.049788882083287
IPSL-CM6A-LR,-7.5,-7.7579,1,74,precip_mj,-0.0486757967795032
IPSL-CM6A-LR,-7.5,-7.9349,1,75,precip_mj,-0.0660576764674489
IPSL-CM6A-LR,-7.5,-7.941,1,76,precip_mj,-0.0464398241053358
IPSL-CM6A-LR,-8.5,-8.2695,1,77,precip_mj,-0.0392512021295187
IPSL-CM6A-LR,-7.5,-7.5299,1,78,precip_mj,-0.0255657704867423
IPSL-CM6A-LR,-6.5,-6.2088,1,79,precip_mj,-0.0597666249035421
IPSL-CM6A-LR,-7.5,-7.6756,1,80,precip_mj,-0.0799113797832179
IPSL-CM6A-LR,-6.5,-6.6415,1,81,precip_mj,-0.07050645200198
IPSL-CM6A-LR,-8.5,-8.0555,1,82,precip_mj,-0.0624999407757042
IPSL-CM6A-LR,-7.5,-7.3084,1,84,precip_mj,-0.0048893591018113
IPSL-CM6A-LR,-9.5,-9.384,1,85,precip_mj,-0.0217994117367032
IPSL-CM6A-LR,-7.5,-7.4004,1,86,precip_mj,-0.0355366270009887
IPSL-CM6A-LR,-8.5,-8.3239,1,87,precip_mj,-0.0520524962279679
IPSL-CM6A-LR,-7.5,-7.7418,1,88,precip_mj,-0.0458366529667776
IPSL-CM6A-LR,-9.5,-9.1721,1,89,precip_mj,-0.071981607181644
IPSL-CM6A-LR,-8.5,-8.5532,1,90,precip_mj,-0.0473024105279828
IPSL-CM6A-LR,-9.5,-9.0631,1,91,precip_mj,-0.0622546173650948
IPSL-CM6A-LR,-9.5,-9.9064,1,92,precip_mj,0.0102688328143975
IPSL-CM6A-LR,-7.5,-7.5646,1,93,precip_mj,-0.0594262944668532
IPSL-CM6A-LR,-8.5,-8.6305,1,94,precip_mj,-0.0320167972666254
IPSL-CM6A-LR,-9.5,-9.1749,1,95,precip_mj,-0.0678892338206618
IPSL-CM6A-LR,-7.5,-7.8759,1,96,precip_mj,-0.064555680230878
IPSL-CM6A-LR,-6.5,-6.2615,1,97,precip_mj,-0.0799675268470974
IPSL-CM6A-LR,-8.5,-8.9677,1,98,precip_mj,-0.0422803447415084
IPSL-CM6A-LR,-8.5,-8.8657,1,99,precip_mj,-0.0442790952443245
IPSL-CM6A-LR,-6.5,-6.9036,1,100,precip_mj,-0.0981627469929925
IPSL-CM6A-LR,-0.5,-0.7613,1,1,precip_mj2,-0.045419870647991
IPSL-CM6A-LR,-0.5,-0.9061,1,2,precip_mj2,0.0264318996398638
IPSL-CM6A-LR,-2.5,-2.1752,1,3,precip_mj2,-0.0261164075288855
IPSL-CM6A-LR,-0.5,-0.979,1,5,precip_mj2,-0.0255045736662502
IPSL-CM6A-LR,-1.5,-1.6221,1,6,precip_mj2,-0.0344063240921271
IPSL-CM6A-LR,-1.5,-1.1701,1,7,precip_mj2,-0.0150274458003199
IPSL-CM6A-LR,-0.5,-0.5998,1,8,precip_mj2,-0.0130277844334711
IPSL-CM6A-LR,-0.5,-0.1997,1,9,precip_mj2,0.00888132338750947
IPSL-CM6A-LR,-0.5,-0.7418,1,10,precip_mj2,0.0458068324704573
IPSL-CM6A-LR,-2.5,-2.713,1,11,precip_mj2,0.00721116768844034
IPSL-CM6A-LR,-1.5,-1.3383,1,12,precip_mj2,0.0232168879150163
IPSL-CM6A-LR,-0.5,-0.4327,1,13,precip_mj2,-0.0176968873410012
IPSL-CM6A-LR,-0.5,-0.4569,1,14,precip_mj2,0.0404137873475746
IPSL-CM6A-LR,-1.5,-1.3271,1,15,precip_mj2,0.0153633094493773
IPSL-CM6A-LR,-1.5,-1.1959,1,16,precip_mj2,0.0250671174521149
IPSL-CM6A-LR,-2.5,-2.5833,1,17,precip_mj2,0.0542082744702326
IPSL-CM6A-LR,-2.5,-2.8658,1,18,precip_mj2,0.00776955138944491
IPSL-CM6A-LR,-1.5,-1.0916,1,19,precip_mj2,-0.012875608163134
IPSL-CM6A-LR,-3.5,-3.2099,1,20,precip_mj2,0.0120055737066867
IPSL-CM6A-LR,-2.5,-2.3795,1,21,precip_mj2,0.0354124319712539
IPSL-CM6A-LR,-3.5,-3.4662,1,22,precip_mj2,0.0163641602847066
IPSL-CM6A-LR,-2.5,-2.7286,1,23,precip_mj2,0.0185460640449937
IPSL-CM6A-LR,-4.5,-4.0303,1,24,precip_mj2,0.00576604861624233
IPSL-CM6A-LR,-2.5,-2.8085,1,25,precip_mj2,0.00969826116428233
IPSL-CM6A-LR,-2.5,-2.5323,1,26,precip_mj2,0.0209679126784137
IPSL-CM6A-LR,-3.5,-3.0615,1,27,precip_mj2,-0.00440875544230613
IPSL-CM6A-LR,-2.5,-2.3161,1,28,precip_mj2,0.0174227034690241
IPSL-CM6A-LR,-3.5,-3.3374,1,29,precip_mj2,0.0502070919956783
IPSL-CM6A-LR,-4.5,-4.2179,1,30,precip_mj2,0.0567157061178105
IPSL-CM6A-LR,-5.5,-5.2566,1,31,precip_mj2,0.0161239681903916
IPSL-CM6A-LR,-3.5,-3.6201,1,32,precip_mj2,-0.0125358939178506
IPSL-CM6A-LR,-4.5,-4.2133,1,33,precip_mj2,-0.00586054722499121
IPSL-CM6A-LR,-4.5,-4.3351,1,34,precip_mj2,0.0188323749925481
IPSL-CM6A-LR,-4.5,-4.2314,1,35,precip_mj2,-0.0125726585713868
IPSL-CM6A-LR,-4.5,-4.229,1,36,precip_mj2,0.0153539510642497
IPSL-CM6A-LR,-3.5,-3.7165,1,37,precip_mj2,0.0258066507612233
IPSL-CM6A-LR,-5.5,-5.1443,1,38,precip_mj2,0.0103599641728807
IPSL-CM6A-LR,-4.5,-4.9696,1,39,precip_mj2,-0.008145607357004
IPSL-CM6A-LR,-3.5,-3.7356,1,40,precip_mj2,0.00134198704164717
IPSL-CM6A-LR,-4.5,-4.1062,1,41,precip_mj2,0.0110969512028688
IPSL-CM6A-LR,-4.5,-4.777,1,42,precip_mj2,0.0246656802101015
IPSL-CM6A-LR,-5.5,-5.5255,1,43,precip_mj2,0.000314653807430374
IPSL-CM6A-LR,-5.5,-5.6091,1,44,precip_mj2,0.0217434599418213
IPSL-CM6A-LR,-5.5,-5.0614,1,45,precip_mj2,0.00313330104751802
IPSL-CM6A-LR,-4.5,-4.0228,1,46,precip_mj2,-0.00174963619972664
IPSL-CM6A-LR,-3.5,-3.5681,1,47,precip_mj2,-0.000713514686514074
IPSL-CM6A-LR,-4.5,-4.7253,1,48,precip_mj2,0.0274461588861702
IPSL-CM6A-LR,-5.5,-5.7852,1,49,precip_mj2,0.058739794524703
IPSL-CM6A-LR,-5.5,-5.6439,1,50,precip_mj2,0.0462891983795598
IPSL-CM6A-LR,-5.5,-5.7916,1,51,precip_mj2,0.0239499278788178
IPSL-CM6A-LR,-7.5,-7.5335,1,52,precip_mj2,0.0340716053005499
IPSL-CM6A-LR,-6.5,-6.8874,1,53,precip_mj2,0.0314981406089578
IPSL-CM6A-LR,-5.5,-5.5267,1,54,precip_mj2,-0.0272004755197509
IPSL-CM6A-LR,-5.5,-5.319,1,55,precip_mj2,0.0423395575830512
IPSL-CM6A-LR,-5.5,-5.9791,1,56,precip_mj2,0.0353629058982716
IPSL-CM6A-LR,-8.5,-8.0124,1,57,precip_mj2,0.0107766700030262
IPSL-CM6A-LR,-6.5,-6.674,1,58,precip_mj2,0.0171979803226081
IPSL-CM6A-LR,-5.5,-5.697,1,59,precip_mj2,0.0490401889329025
IPSL-CM6A-LR,-7.5,-7.0038,1,60,precip_mj2,0.0377388992236317
IPSL-CM6A-LR,-7.5,-7.4198,1,61,precip_mj2,0.0385649596315998
IPSL-CM6A-LR,-6.5,-6.1575,1,62,precip_mj2,0.064642156273986
IPSL-CM6A-LR,-7.5,-7.0646,1,63,precip_mj2,0.0297001839075354
IPSL-CM6A-LR,-5.5,-5.9699,1,64,precip_mj2,0.0305847673823069
IPSL-CM6A-LR,-6.5,-6.6177,1,65,precip_mj2,-0.00367197994329636
IPSL-CM6A-LR,-6.5,-6.4034,1,66,precip_mj2,0.0272893317284461
IPSL-CM6A-LR,-7.5,-7.4208,1,67,precip_mj2,0.0354819726355246
IPSL-CM6A-LR,-6.5,-6.7989,1,68,precip_mj2,0.0229404803925642
IPSL-CM6A-LR,-7.5,-7.6028,1,69,precip_mj2,0.0509487749777521
IPSL-CM6A-LR,-7.5,-7.1661,1,70,precip_mj2,0.0369644874980131
IPSL-CM6A-LR,-7.5,-7.4013,1,71,precip_mj2,0.02613437987045
IPSL-CM6A-LR,-7.5,-7.6406,1,72,precip_mj2,0.0241273540540119
IPSL-CM6A-LR,-6.5,-6.5805,1,73,precip_mj2,0.0354043669898873
IPSL-CM6A-LR,-7.5,-7.7579,1,74,precip_mj2,0.0364495804011749
IPSL-CM6A-LR,-7.5,-7.9349,1,75,precip_mj2,0.0439122702085929
IPSL-CM6A-LR,-7.5,-7.941,1,76,precip_mj2,0.0252676290415757
IPSL-CM6A-LR,-8.5,-8.2695,1,77,precip_mj2,0.0265339874370831
IPSL-CM6A-LR,-7.5,-7.5299,1,78,precip_mj2,0.0195531337948207
IPSL-CM6A-LR,-6.5,-6.2088,1,79,precip_mj2,0.0391801061948349
IPSL-CM6A-LR,-7.5,-7.6756,1,80,precip_mj2,0.0572682515635421
IPSL-CM6A-LR,-6.5,-6.6415,1,81,precip_mj2,0.0488777275331307
IPSL-CM6A-LR,-8.5,-8.0555,1,82,precip_mj2,0.0454010540759015
IPSL-CM6A-LR,-7.5,-7.3084,1,84,precip_mj2,-0.00695738754666385
IPSL-CM6A-LR,-9.5,-9.384,1,85,precip_mj2,0.0135203692401187
IPSL-CM6A-LR,-7.5,-7.4004,1,86,precip_mj2,0.0250604006105108
IPSL-CM6A-LR,-8.5,-8.3239,1,87,precip_mj2,0.0391596225514489
IPSL-CM6A-LR,-7.5,-7.7418,1,88,precip_mj2,0.0288533546679546
IPSL-CM6A-LR,-9.5,-9.1721,1,89,precip_mj2,0.0525618826922707
IPSL-CM6A-LR,-8.5,-8.5532,1,90,precip_mj2,0.0349550169436746
IPSL-CM6A-LR,-9.5,-9.0631,1,91,precip_mj2,0.0446577094195438
IPSL-CM6A-LR,-9.5,-9.9064,1,92,precip_mj2,-0.0164088306807838
IPSL-CM6A-LR,-7.5,-7.5646,1,93,precip_mj2,0.0402831854115242
IPSL-CM6A-LR,-8.5,-8.6305,1,94,precip_mj2,0.0165790492330081
IPSL-CM6A-LR,-9.5,-9.1749,1,95,precip_mj2,0.0505680319054891
IPSL-CM6A-LR,-7.5,-7.8759,1,96,precip_mj2,0.0473007907483962
IPSL-CM6A-LR,-6.5,-6.2615,1,97,precip_mj2,0.0588541770142206
IPSL-CM6A-LR,-8.5,-8.9677,1,98,precip_mj2,0.0244688387446723
IPSL-CM6A-LR,-8.5,-8.8657,1,99,precip_mj2,0.0289249939652886
IPSL-CM6A-LR,-6.5,-6.9036,1,100,precip_mj2,0.0692176993677698
EC-Earth3,-1.5,-1.0275,1,1,gdd_mj,0.0239637755635499
EC-Earth3,-0.5,-0.427,1,2,gdd_mj,0.0159036546244617
EC-Earth3,-1.5,-1.3474,1,3,gdd_mj,-0.00709651641917392
EC-Earth3,-0.5,-0.6618,1,4,gdd_mj,-0.0425269945104531
EC-Earth3,-1.5,-1.6418,1,5,gdd_mj,-0.00920747338847194
EC-Earth3,-1.5,-1.4487,1,6,gdd_mj,-0.0167439479442344
EC-Earth3,-0.5,-0.8901,1,8,gdd_mj,0.00382437655060571
EC-Earth3,-1.5,-1.2916,1,9,gdd_mj,0.0779394488242205
EC-Earth3,-2.5,-2.6913,1,10,gdd_mj,0.0935634184743838
EC-Earth3,-1.5,-1.5274,1,11,gdd_mj,0.0458848002077113
EC-Earth3,-2.5,-2.1055,1,12,gdd_mj,0.0215639867147722
EC-Earth3,-3.5,-3.4794,1,13,gdd_mj,0.038540507103945
EC-Earth3,-2.5,-2.0746,1,14,gdd_mj,0.0160231922976724
EC-Earth3,-3.5,-3.1651,1,15,gdd_mj,-0.0537841502959386
EC-Earth3,-3.5,-3.1261,1,16,gdd_mj,0.0974983533697238
EC-Earth3,-2.5,-2.9432,1,17,gdd_mj,-0.0126826359420533
EC-Earth3,-3.5,-3.0673,1,18,gdd_mj,0.0979807606354759
EC-Earth3,-3.5,-3.5498,1,19,gdd_mj,0.104963494294653
EC-Earth3,-4.5,-4.0869,1,20,gdd_mj,0.12597569239302
EC-Earth3,-2.5,-2.4319,1,21,gdd_mj,0.0819729009230006
EC-Earth3,-3.5,-3.1533,1,22,gdd_mj,0.172206893497184
EC-Earth3,-4.5,-4.2706,1,23,gdd_mj,0.079820300626303
EC-Earth3,-5.5,-5.0118,1,24,gdd_mj,0.012078546682425
EC-Earth3,-4.5,-4.5954,1,25,gdd_mj,0.138214230346403
EC-Earth3,-3.5,-3.0837,1,26,gdd_mj,0.110767934591213
EC-Earth3,-3.5,-3.583,1,27,gdd_mj,0.069470049573084
EC-Earth3,-5.5,-5.0621,1,28,gdd_mj,0.0741913473874832
EC-Earth3,-6.5,-6.0801,1,29,gdd_mj,0.0708060200183848
EC-Earth3,-5.5,-5.4695,1,30,gdd_mj,0.108457270301223
EC-Earth3,-4.5,-4.6618,1,31,gdd_mj,0.0514630791591426
EC-Earth3,-4.5,-4.6709,1,32,gdd_mj,0.107045454234679
EC-Earth3,-6.5,-6.3408,1,33,gdd_mj,0.00958432762767661
EC-Earth3,-5.5,-5.064,1,34,gdd_mj,0.0803250073520575
EC-Earth3,-3.5,-3.9051,1,35,gdd_mj,-0.00697869073706736
EC-Earth3,-5.5,-5.2512,1,36,gdd_mj,0.0505539867038246
EC-Earth3,-4.5,-4.7716,1,37,gdd_mj,-0.0393739814520882
EC-Earth3,-4.5,-4.4358,1,38,gdd_mj,0.0613302221681631
EC-Earth3,-4.5,-4.9035,1,39,gdd_mj,0.0172895106958219
EC-Earth3,-6.5,-6.18,1,40,gdd_mj,0.0444418752701614
EC-Earth3,-6.5,-6.008,1,41,gdd_mj,0.12614267671246
EC-Earth3,-6.5,-6.2364,1,42,gdd_mj,0.0819227016782538
EC-Earth3,-6.5,-6.8341,1,43,gdd_mj,0.0413253654615109
EC-Earth3,-6.5,-6.675,1,44,gdd_mj,-0.0197750155690575
EC-Earth3,-6.5,-6.8501,1,45,gdd_mj,-0.016833605673795
EC-Earth3,-6.5,-6.7223,1,46,gdd_mj,0.0509226016634371
EC-Earth3,-5.5,-5.7248,1,47,gdd_mj,0.0524977831527032
EC-Earth3,-6.5,-6.2241,1,48,gdd_mj,0.0534518621152712
EC-Earth3,-5.5,-5.8453,1,49,gdd_mj,0.000260922991470537
EC-Earth3,-6.5,-6.8563,1,50,gdd_mj,0.0708174838706101
EC-Earth3,-7.5,-7.5461,1,51,gdd_mj,0.078659308810578
EC-Earth3,-6.5,-6.3315,1,52,gdd_mj,0.0762856495930207
EC-Earth3,-6.5,-6.7481,1,53,gdd_mj,-0.0563898988814435
EC-Earth3,-6.5,-6.1066,1,54,gdd_mj,0.0757346301468743
EC-Earth3,-6.5,-6.0168,1,55,gdd_mj,0.100790109038252
EC-Earth3,-5.5,-5.2452,1,56,gdd_mj,0.122884208657314
EC-Earth3,-7.5,-7.1289,1,57,gdd_mj,0.0098819572615344
EC-Earth3,-7.5,-7.2115,1,58,gdd_mj,0.130183011602653
EC-Earth3,-7.5,-7.9509,1,59,gdd_mj,0.00674367508784787
EC-Earth3,-8.5,-8.2102,1,60,gdd_mj,0.0327296311612296
EC-Earth3,-6.5,-6.4442,1,61,gdd_mj,0.154125106394312
EC-Earth3,-7.5,-7.1806,1,62,gdd_mj,0.142000681467008
EC-Earth3,-7.5,-7.7831,1,63,gdd_mj,0.117456235117871
EC-Earth3,-7.5,-7.286,1,64,gdd_mj,0.0310254297973404
EC-Earth3,-6.5,-6.7982,1,65,gdd_mj,0.0352550898600721
EC-Earth3,-7.5,-7.5499,1,66,gdd_mj,0.00704158054268227
EC-Earth3,-7.5,-7.3663,1,67,gdd_mj,0.0451207974821501
EC-Earth3,-7.5,-7.4385,1,68,gdd_mj,0.140040335287032
EC-Earth3,-7.5,-7.9514,1,69,gdd_mj,0.115911127404592
EC-Earth3,-7.5,-7.4094,1,70,gdd_mj,0.139349864963463
EC-Earth3,-7.5,-7.3154,1,71,gdd_mj,0.145606556685644
EC-Earth3,-7.5,-7.6278,1,72,gdd_mj,0.0692220701665012
EC-Earth3,-9.5,-9.1196,1,73,gdd_mj,0.113821412561352
EC-Earth3,-8.5,-8.8784,1,74,gdd_mj,-0.00128908047257918
EC-Earth3,-8.5,-8.3663,1,75,gdd_mj,0.0373776789126878
EC-Earth3,-6.5,-6.7767,1,76,gdd_mj,0.119044614350797
EC-Earth3,-7.5,-7.9209,1,77,gdd_mj,0.116308508055729
EC-Earth3,-7.5,-7.5061,1,78,gdd_mj,0.0633434802129232
EC-Earth3,-8.5,-8.0807,1,79,gdd_mj,0.116786821245843
EC-Earth3,-9.5,-9.0422,1,80,gdd_mj,0.114342894800363
EC-Earth3,-8.5,-8.9544,1,81,gdd_mj,0.0677453507752579
EC-Earth3,-9.5,-9.0564,1,82,gdd_mj,0.117992800685709
EC-Earth3,-7.5,-7.7863,1,83,gdd_mj,0.114051360355848
EC-Earth3,-8.5,-8.1585,1,84,gdd_mj,0.0675520806798584
EC-Earth3,-8.5,-8.7355,1,85,gdd_mj,0.14298066617143
EC-Earth3,-8.5,-8.4153,1,86,gdd_mj,0.130946324378146
EC-Earth3,-8.5,-8.2917,1,87,gdd_mj,0.122573289145208
EC-Earth3,-7.5,-7.7779,1,88,gdd_mj,0.164844533793644
EC-Earth3,-6.5,-6.3297,1,89,gdd_mj,0.0539861979249788
EC-Earth3,-6.5,-6.6027,1,90,gdd_mj,0.0703201955494331
EC-Earth3,-6.5,-6.8486,1,91,gdd_mj,0.0179423093451874
EC-Earth3,-8.5,-8.4349,1,92,gdd_mj,0.104201296082599
EC-Earth3,-8.5,-8.8942,1,93,gdd_mj,0.129438238387215
EC-Earth3,-7.5,-7.973,1,94,gdd_mj,0.140573085774875
EC-Earth3,-9.5,-9.4034,1,95,gdd_mj,0.0813056657303171
EC-Earth3,-8.5,-8.7768,1,96,gdd_mj,0.182814407218872
EC-Earth3,-8.5,-8.4777,1,97,gdd_mj,0.182794304247468
EC-Earth3,-8.5,-8.3893,1,98,gdd_mj,0.18966738198577
EC-Earth3,-7.5,-7.4134,1,99,gdd_mj,0.161912614109741
EC-Earth3,-8.5,-8.0258,1,100,gdd_mj,0.124184618873562
EC-Earth3,-1.5,-1.0275,1,1,heat_mj,-0.00106093823469557
EC-Earth3,-0.5,-0.427,1,2,heat_mj,-0.00212208777207846
EC-Earth3,-1.5,-1.3474,1,3,heat_mj,0.00220746386973595
EC-Earth3,-0.5,-0.6618,1,4,heat_mj,-0.0136608277383295
EC-Earth3,-1.5,-1.6418,1,5,heat_mj,1.530483758402e-05
EC-Earth3,-1.5,-1.4487,1,6,heat_mj,0.0011747964517222
EC-Earth3,-0.5,-0.8901,1,8,heat_mj,-0.00863994085629188
EC-Earth3,-1.5,-1.2916,1,9,heat_mj,0.00559757997494543
EC-Earth3,-2.5,-2.6913,1,10,heat_mj,0.00306752814270198
EC-Earth3,-1.5,-1.5274,1,11,heat_mj,0.000308959952997504
EC-Earth3,-2.5,-2.1055,1,12,heat_mj,-0.00386582847972389
EC-Earth3,-3.5,-3.4794,1,13,heat_mj,-0.00336177788799968
EC-Earth3,-2.5,-2.0746,1,14,heat_mj,0.00352967212207706
EC-Earth3,-3.5,-3.1651,1,15,heat_mj,-0.0274516950226753
EC-Earth3,-3.5,-3.1261,1,16,heat_mj,0.00938164979884102
EC-Earth3,-2.5,-2.9432,1,17,heat_mj,-0.0102391301893881
EC-Earth3,-3.5,-3.0673,1,18,heat_mj,0.00575731440007016
EC-Earth3,-3.5,-3.5498,1,19,heat_mj,0.0120735064950357
EC-Earth3,-4.5,-4.0869,1,20,heat_mj,0.0110218436235675
EC-Earth3,-2.5,-2.4319,1,21,heat_mj,0.00218426822439083
EC-Earth3,-3.5,-3.1533,1,22,heat_mj,0.0116020298539084
EC-Earth3,-4.5,-4.2706,1,23,heat_mj,0.0076092716086031
EC-Earth3,-5.5,-5.0118,1,24,heat_mj,-0.0101528285482684
EC-Earth3,-4.5,-4.5954,1,25,heat_mj,0.0110133655017645
EC-Earth3,-3.5,-3.0837,1,26,heat_mj,0.00835988509514946
EC-Earth3,-3.5,-3.583,1,27,heat_mj,0.00536036665629896
EC-Earth3,-5.5,-5.0621,1,28,heat_mj,0.00350041975146844
EC-Earth3,-6.5,-6.0801,1,29,heat_mj,0.00272338137004558
EC-Earth3,-5.5,-5.4695,1,30,heat_mj,0.00985518805659161
EC-Earth3,-4.5,-4.6618,1,31,heat_mj,0.000146193890841539
EC-Earth3,-4.5,-4.6709,1,32,heat_mj,0.0132536813495386
EC-Earth3,-6.5,-6.3408,1,33,heat_mj,-0.00733577836330414
EC-Earth3,-5.5,-5.064,1,34,heat_mj,0.00591885401914075
EC-Earth3,-3.5,-3.9051,1,35,heat_mj,-0.0267997146217486
EC-Earth3,-5.5,-5.2512,1,36,heat_mj,4.18744930419797e-05
EC-Earth3,-4.5,-4.7716,1,37,heat_mj,-0.0359360180957536
EC-Earth3,-4.5,-4.4358,1,38,heat_mj,-0.0043788885968544
EC-Earth3,-4.5,-4.9035,1,39,heat_mj,-0.0133719946014435
EC-Earth3,-6.5,-6.18,1,40,heat_mj,-0.00797854936111545
EC-Earth3,-6.5,-6.008,1,41,heat_mj,0.0063511527172001
EC-Earth3,-6.5,-6.2364,1,42,heat_mj,0.00411636629006366
EC-Earth3,-6.5,-6.8341,1,43,heat_mj,-0.00544978220564064
EC-Earth3,-6.5,-6.675,1,44,heat_mj,-0.0147239397222159
EC-Earth3,-6.5,-6.8501,1,45,heat_mj,-0.0133415065666823
EC-Earth3,-6.5,-6.7223,1,46,heat_mj,-0.00515404839046542
EC-Earth3,-5.5,-5.7248,1,47,heat_mj,-0.00752358760420706
EC-Earth3,-6.5,-6.2241,1,48,heat_mj,0.000763469046088871
EC-Earth3,-5.5,-5.8453,1,49,heat_mj,-0.00465388688910716
EC-Earth3,-6.5,-6.8563,1,50,heat_mj,0.00634433337974794
EC-Earth3,-7.5,-7.5461,1,51,heat_mj,0.00721227968252949
EC-Earth3,-6.5,-6.3315,1,52,heat_mj,0.00532303448271526
EC-Earth3,-6.5,-6.7481,1,53,heat_mj,-0.00753667259653255
EC-Earth3,-6.5,-6.1066,1,54,heat_mj,0.00287221834225716
EC-Earth3,-6.5,-6.0168,1,55,heat_mj,0.00442267275564846
EC-Earth3,-5.5,-5.2452,1,56,heat_mj,0.0122057691504194
EC-Earth3,-7.5,-7.1289,1,57,heat_mj,-0.0113648175396812
EC-Earth3,-7.5,-7.2115,1,58,heat_mj,0.00652764466628392
EC-Earth3,-7.5,-7.9509,1,59,heat_mj,-0.00470094534137585
EC-Earth3,-8.5,-8.2102,1,60,heat_mj,0.00466886301418852
EC-Earth3,-6.5,-6.4442,1,61,heat_mj,0.0160574911646026
EC-Earth3,-7.5,-7.1806,1,62,heat_mj,0.0144050389343758
EC-Earth3,-7.5,-7.7831,1,63,heat_mj,0.011255353907366
EC-Earth3,-7.5,-7.286,1,64,heat_mj,-0.00536823377311911
EC-Earth3,-6.5,-6.7982,1,65,heat_mj,-0.00231483654194729
EC-Earth3,-7.5,-7.5499,1,66,heat_mj,-0.00314329618686329
EC-Earth3,-7.5,-7.3663,1,67,heat_mj,-0.00292277838647153
EC-Earth3,-7.5,-7.4385,1,68,heat_mj,0.0085966728138371
EC-Earth3,-7.5,-7.9514,1,69,heat_mj,0.00152030537469739
