model,NUTS_ID,year,window,gdd,heat,frost,precip
ec-earth3,HR04B,2008,Apr-Aug,2915.489,831.156,0,191.599
ec-earth3,HR04B,2008,Mar-Jul,2402.106,531.96,0,235.108
ec-earth3,HR04B,2009,Apr-Aug,2968.128,874.146,0,143.105
ec-earth3,HR04B,2009,Mar-Jul,2427.204,559.316,0,142.71
ec-earth3,HR04B,2010,Apr-Aug,2837.919,739.755,0,344.89
ec-earth3,HR04B,2010,Mar-Jul,2321.65,482.263,2.025,331.921
ec-earth3,HR04B,2011,Apr-Aug,2908.323,844.134,0,121.981
ec-earth3,HR04B,2011,Mar-Jul,2377.016,520.796,4.152,135.795
ec-earth3,HR04B,2012,Apr-Aug,2924.508,1071.135,0.888,152.953
ec-earth3,HR04B,2012,Mar-Jul,2450.614,678.73,3.458,149.05
ec-earth3,HR04B,2013,Apr-Aug,2863.777,857.21,0,199.803
ec-earth3,HR04B,2013,Mar-Jul,2289.229,539.471,3.389,273.165
ec-earth3,HR04B,2014,Apr-Aug,2858.461,694.564,0,297.57
ec-earth3,HR04B,2014,Mar-Jul,2419.922,472.255,0,278.569
ec-earth3,HR04B,2015,Apr-Aug,2909.329,940.299,0.044,167.862
ec-earth3,HR04B,2015,Mar-Jul,2387.679,600.683,0.248,148.85
ec-earth3,HR04B,2016,Apr-Aug,2897.771,768.432,0,241.169
ec-earth3,HR04B,2016,Mar-Jul,2393.638,539.106,0,244.154
ec-earth3,HR04B,2017,Apr-Aug,2915.479,1007.99,0,137.335
ec-earth3,HR04B,2017,Mar-Jul,2469.955,638.096,0,169.913
ec-earth3,HR04B,2018,Apr-Aug,3123.063,931.647,0,175.55
ec-earth3,HR04B,2018,Mar-Jul,2547.202,593.68,3.274,250.823
ec-earth3,HR04B,2019,Apr-Aug,2859.925,888.223,0,298.235
ec-earth3,HR04B,2019,Mar-Jul,2394.938,555.099,0.115,254.835
ec-earth3,HR04B,2020,Apr-Aug,2842.229,799.814,1.185,199.406
ec-earth3,HR04B,2020,Mar-Jul,2318.119,477.61,1.92,171.122
ec-earth3,HR04B,2021,Apr-Aug,2760.142,912.695,0.261,186.622
ec-earth3,HR04B,2021,Mar-Jul,2220.597,636.554,3.267,166.377
ec-earth3,HR04B,2022,Apr-Aug,2965.498,1019.841,0,132.715
ec-earth3,HR04B,2022,Mar-Jul,2399.353,692.978,7.675,113.171
ec-earth3,HR04B,2023,Apr-Aug,2856.634,864.518,0,245.571
ec-earth3,HR04B,2023,Mar-Jul,2385.07,543.649,0.098,256.244
ec-earth3,HR04C,1989,Apr-Aug,2786.862,628.502,0,276.406
ec-earth3,HR04C,1989,Mar-Jul,2374.638,393.535,0,252.211
ec-earth3,HR04C,1990,Apr-Aug,2838.572,785.314,0,154.006
ec-earth3,HR04C,1990,Mar-Jul,2385.985,479.418,0.037,159.934
ec-earth3,HR04C,1991,Apr-Aug,2653.287,650.71,0,264.871
ec-earth3,HR04C,1991,Mar-Jul,2197.126,442.454,0,254.357
ec-earth3,HR04C,1992,Apr-Aug,2914.067,917.642,0,148.89
ec-earth3,HR04C,1992,Mar-Jul,2374.86,484.649,2.54,153.33
ec-earth3,HR04C,1993,Apr-Aug,2900.907,850.117,0,163.639
ec-earth3,HR04C,1993,Mar-Jul,2341.885,549.715,3.695,207.53
ec-earth3,HR04C,1994,Apr-Aug,2853.662,869.762,0,212.25
ec-earth3,HR04C,1994,Mar-Jul,2397.619,577.106,0,195.382
ec-earth3,HR04C,1995,Apr-Aug,2798.205,728.576,0,214.408
ec-earth3,HR04C,1995,Mar-Jul,2253.375,498.309,0.146,204.362
ec-earth3,HR04C,1996,Apr-Aug,2868.224,705.383,0,168.02
ec-earth3,HR04C,1996,Mar-Jul,2231.842,478.345,6.225,159.423
ec-earth3,HR04C,1997,Apr-Aug,2785.307,725.844,2.313,202.153
ec-earth3,HR04C,1997,Mar-Jul,2233.927,488.309,2.352,178.722
ec-earth3,HR04C,1998,Apr-Aug,2864.617,860.676,0,204.253
ec-earth3,HR04C,1998,Mar-Jul,2295.367,569.667,8.424,168.892
ec-earth3,HR04C,1999,Apr-Aug,2915.448,742.229,0,251.139
ec-earth3,HR04C,1999,Mar-Jul,2435.775,474.166,0,246.056
ec-earth3,HR04C,2000,Apr-Aug,3016.807,1064.525,0,76.181
ec-earth3,HR04C,2000,Mar-Jul,2485.058,669.439,0,113.759
ec-earth3,HR04C,2001,Apr-Aug,2830.24,760.209,0,312.412
ec-earth3,HR04C,2001,Mar-Jul,2416.091,452.63,0,385.856
ec-earth3,HR04C,2002,Apr-Aug,2940.385,858.417,1,226.106
ec-earth3,HR04C,2002,Mar-Jul,2457.895,612.636,1,195.639
ec-earth3,HR04C,2003,Apr-Aug,3030.151,1193.423,1.855,107.15
ec-earth3,HR04C,2003,Mar-Jul,2473.505,792.637,4.578,86.537
ec-earth3,HR04C,2004,Apr-Aug,2790.842,719.546,0,321.702
ec-earth3,HR04C,2004,Mar-Jul,2255.333,444.685,2.145,302.562
ec-earth3,HR04C,2005,Apr-Aug,2811.608,666.016,0,337.811
ec-earth3,HR04C,2005,Mar-Jul,2282.285,487.812,8.085,282.411
ec-earth3,HR04C,2006,Apr-Aug,2811.214,777.17,0,300.461
ec-earth3,HR04C,2006,Mar-Jul,2290.226,586.558,3.537,267.486
ec-earth3,HR04C,2007,Apr-Aug,3000.094,1052.852,0,135.85
ec-earth3,HR04C,2007,Mar-Jul,2532.795,729.543,0,168.821
ec-earth3,HR04C,2008,Apr-Aug,2948.517,887.089,0,176.858
ec-earth3,HR04C,2008,Mar-Jul,2447.703,571.992,0,238.739
ec-earth3,HR04C,2009,Apr-Aug,2995.043,929.953,0,138.726
ec-earth3,HR04C,2009,Mar-Jul,2463.29,602.799,0,153.218
ec-earth3,HR04C,2010,Apr-Aug,2867.068,790.579,0,332.26
ec-earth3,HR04C,2010,Mar-Jul,2356.6,513.864,2.366,332.691
ec-earth3,HR04C,2011,Apr-Aug,2922.828,893.374,0,127.088
ec-earth3,HR04C,2011,Mar-Jul,2398.638,545.486,4.372,146.223
ec-earth3,HR04C,2012,Apr-Aug,2953.16,1153.516,0.311,158.031
ec-earth3,HR04C,2012,Mar-Jul,2478.527,737.661,2.868,158.075
ec-earth3,HR04C,2013,Apr-Aug,2902.858,917.435,0,187.252
ec-earth3,HR04C,2013,Mar-Jul,2347.102,581.866,2.389,271.557
ec-earth3,HR04C,2014,Apr-Aug,2877.327,727.48,0,343.844
ec-earth3,HR04C,2014,Mar-Jul,2435.525,489.822,0,344.721
ec-earth3,HR04C,2015,Apr-Aug,2939.746,1005.95,0,164.196
ec-earth3,HR04C,2015,Mar-Jul,2417.81,646.243,0,180.751
ec-earth3,HR04C,2016,Apr-Aug,2930.873,819.144,0,237.497
ec-earth3,HR04C,2016,Mar-Jul,2436.981,578.034,0,264.76
ec-earth3,HR04C,2017,Apr-Aug,2936.26,1054.821,0,142.492
ec-earth3,HR04C,2017,Mar-Jul,2499.937,666.129,0,189.067
ec-earth3,HR04C,2018,Apr-Aug,3146.608,960.073,0,185.217
ec-earth3,HR04C,2018,Mar-Jul,2582.911,616.004,2.855,271.537
ec-earth3,HR04C,2019,Apr-Aug,2892.902,934.583,0,282.13
ec-earth3,HR04C,2019,Mar-Jul,2432.352,577.764,0,248.014
ec-earth3,HR04C,2020,Apr-Aug,2865.046,819.271,1.036,244.581
ec-earth3,HR04C,2020,Mar-Jul,2349.076,490.038,1.299,216.498
ec-earth3,HR04C,2021,Apr-Aug,2789.075,961.93,0,174.412
ec-earth3,HR04C,2021,Mar-Jul,2248.063,666.906,3,171.282
ec-earth3,HR04C,2022,Apr-Aug,2999.791,1070.365,0,141.364
ec-earth3,HR04C,2022,Mar-Jul,2445.537,734.141,4.453,106.864
ec-earth3,HR04C,2023,Apr-Aug,2895.037,919.912,0,239.226
ec-earth3,HR04C,2023,Mar-Jul,2441.228,575.191,0,261.776
ec-earth3,HR04D,1989,Apr-Aug,2529.08,375.503,0,494.527
ec-earth3,HR04D,1989,Mar-Jul,2098.427,222.181,0,447.504
ec-earth3,HR04D,1990,Apr-Aug,2571.661,526.399,0.003,247.37
ec-earth3,HR04D,1990,Mar-Jul,2125.305,305.189,1.706,301.481
ec-earth3,HR04D,1991,Apr-Aug,2438.513,516.681,0.395,343.784
ec-earth3,HR04D,1991,Mar-Jul,1981.259,335.033,0.395,363.368
ec-earth3,HR04D,1992,Apr-Aug,2707.127,657.661,0,185.08
ec-earth3,HR04D,1992,Mar-Jul,2131.339,307.215,3.321,302.827
ec-earth3,HR04D,1993,Apr-Aug,2704.23,613.499,0,266.51
ec-earth3,HR04D,1993,Mar-Jul,2160.359,362.836,6.936,267.998
ec-earth3,HR04D,1994,Apr-Aug,2686.481,675.363,0,427.35
ec-earth3,HR04D,1994,Mar-Jul,2258.828,408.673,0.114,375.89
ec-earth3,HR04D,1995,Apr-Aug,2610.587,506.902,0.257,387.198
ec-earth3,HR04D,1995,Mar-Jul,2066.334,350.3,3.427,392.629
ec-earth3,HR04D,1996,Apr-Aug,2644.861,484.081,0.056,352.433
ec-earth3,HR04D,1996,Mar-Jul,2029.19,317.346,9.523,315.235
ec-earth3,HR04D,1997,Apr-Aug,2590.321,526.813,2.066,309.892
ec-earth3,HR04D,1997,Mar-Jul,2059.863,345.28,3.186,307.691
ec-earth3,HR04D,1998,Apr-Aug,2719.346,667.98,0,343.847
ec-earth3,HR04D,1998,Mar-Jul,2148.653,411.563,7.024,316.044
ec-earth3,HR04D,1999,Apr-Aug,2699.954,516.727,0,392.896
ec-earth3,HR04D,1999,Mar-Jul,2218.565,332.412,0.219,415.552
ec-earth3,HR04D,2000,Apr-Aug,2810.804,761.082,0,194.428
ec-earth3,HR04D,2000,Mar-Jul,2286.705,448.81,2.907,264.938
ec-earth3,HR04D,2001,Apr-Aug,2693.548,698.403,0.781,269.493
ec-earth3,HR04D,2001,Mar-Jul,2253.217,394.107,1.668,397.209
ec-earth3,HR04D,2002,Apr-Aug,2710.075,603.044,0,450.644
ec-earth3,HR04D,2002,Mar-Jul,2235.772,421.125,0.45,361.343
ec-earth3,HR04D,2003,Apr-Aug,2865.728,1004.315,1.884,166.5
ec-earth3,HR04D,2003,Mar-Jul,2310.091,621.837,5.027,159.708
ec-earth3,HR04D,2004,Apr-Aug,2592.848,582.639,0.003,387.679
ec-earth3,HR04D,2004,Mar-Jul,2014.309,350.678,7.917,422.605
ec-earth3,HR04D,2005,Apr-Aug,2619.918,507.297,0.064,432.036
ec-earth3,HR04D,2005,Mar-Jul,2133.205,400.426,11.079,347.044
ec-earth3,HR04D,2006,Apr-Aug,2623.218,620.094,0.014,459.351
ec-earth3,HR04D,2006,Mar-Jul,2118.259,491.591,7.585,384.722
ec-earth3,HR04D,2007,Apr-Aug,2826.358,729.963,0,251.181
ec-earth3,HR04D,2007,Mar-Jul,2340.844,519,0,276.396
ec-earth3,HR04D,2008,Apr-Aug,2726.314,663.975,0,281.941
ec-earth3,HR04D,2008,Mar-Jul,2188.025,423.365,2.099,404.979
ec-earth3,HR04D,2009,Apr-Aug,2836.78,729.116,0,284.24
ec-earth3,HR04D,2009,Mar-Jul,2287.151,453.578,1.808,333.835
ec-earth3,HR04D,2010,Apr-Aug,2677.474,620.347,0,355.158
ec-earth3,HR04D,2010,Mar-Jul,2157.312,413.698,8.004,374.179
ec-earth3,HR04D,2011,Apr-Aug,2751.84,702.778,0,243.917
ec-earth3,HR04D,2011,Mar-Jul,2217.941,407.888,6.043,284.058
ec-earth3,HR04D,2012,Apr-Aug,2786.169,892.696,0.355,276.963
ec-earth3,HR04D,2012,Mar-Jul,2300.046,539.793,3.23,235.958
ec-earth3,HR04D,2013,Apr-Aug,2703.679,709.664,0,253
ec-earth3,HR04D,2013,Mar-Jul,2103.603,436.265,8.475,379.044
ec-earth3,HR04D,2014,Apr-Aug,2682.035,508.628,0,535.841
ec-earth3,HR04D,2014,Mar-Jul,2246.409,347.235,0,434.511
ec-earth3,HR04D,2015,Apr-Aug,2765.668,770.847,0,299.003
ec-earth3,HR04D,2015,Mar-Jul,2227.168,503.573,0.342,284.743
ec-earth3,HR04D,2016,Apr-Aug,2732.24,618.993,0,341.673
ec-earth3,HR04D,2016,Mar-Jul,2212.536,431.564,0.259,377.015
ec-earth3,HR04D,2017,Apr-Aug,2806.126,899.766,0.158,212.039
ec-earth3,HR04D,2017,Mar-Jul,2347.818,563.027,0.473,217.301
ec-earth3,HR04D,2018,Apr-Aug,2933.601,715.675,0,223.092
ec-earth3,HR04D,2018,Mar-Jul,2348.027,437.669,5.104,285.918
ec-earth3,HR04D,2019,Apr-Aug,2717.968,750.587,0,417.344
ec-earth3,HR04D,2019,Mar-Jul,2237.018,493.562,0.056,441.285
ec-earth3,HR04D,2020,Apr-Aug,2708.46,630.426,2.411,288.853
ec-earth3,HR04D,2020,Mar-Jul,2177.478,362.932,3.999,246.346
ec-earth3,HR04D,2021,Apr-Aug,2635.558,780.322,2.635,305.865
ec-earth3,HR04D,2021,Mar-Jul,2104.398,531.43,7.708,300.62
ec-earth3,HR04D,2022,Apr-Aug,2843.102,847.744,0.341,234.052
ec-earth3,HR04D,2022,Mar-Jul,2268.023,580.632,10.051,252.53
ec-earth3,HR04D,2023,Apr-Aug,2684.63,679.055,0.677,471.573
ec-earth3,HR04D,2023,Mar-Jul,2203.654,443.607,1.519,475.215
ec-earth3,HR04E,1989,Apr-Aug,2730.885,523.437,0,409.868
ec-earth3,HR04E,1989,Mar-Jul,2329.49,324.475,0,345.201
ec-earth3,HR04E,1990,Apr-Aug,2793.019,693.832,0,174.317
ec-earth3,HR04E,1990,Mar-Jul,2368.018,411.113,0,215.686
ec-earth3,HR04E,1991,Apr-Aug,2625.619,633.569,0,268.411
ec-earth3,HR04E,1991,Mar-Jul,2181.445,415.197,0,269.536
ec-earth3,HR04E,1992,Apr-Aug,2890.321,819.366,0,140.026
ec-earth3,HR04E,1992,Mar-Jul,2358.097,409.802,0.285,237.075
ec-earth3,HR04E,1993,Apr-Aug,2903.033,785.49,0,214.891
ec-earth3,HR04E,1993,Mar-Jul,2361.609,493.655,2.797,191.995
ec-earth3,HR04E,1994,Apr-Aug,2861.763,826.427,0,351.506
ec-earth3,HR04E,1994,Mar-Jul,2449.662,521.938,0,300.275
ec-earth3,HR04E,1995,Apr-Aug,2784.597,661.697,0,301.674
ec-earth3,HR04E,1995,Mar-Jul,2246.55,455.914,0.083,315.561
ec-earth3,HR04E,1996,Apr-Aug,2859.23,647.949,0,274.127
ec-earth3,HR04E,1996,Mar-Jul,2242.108,426.89,4.199,219.247
ec-earth3,HR04E,1997,Apr-Aug,2777.932,684.292,0.122,245.165
ec-earth3,HR04E,1997,Mar-Jul,2263.131,447.154,0.122,235.172
ec-earth3,HR04E,1998,Apr-Aug,2870.692,793.166,0,311.463
ec-earth3,HR04E,1998,Mar-Jul,2315.619,502.054,1.795,282.193
ec-earth3,HR04E,1999,Apr-Aug,2887.23,661.875,0,322.738
ec-earth3,HR04E,1999,Mar-Jul,2413.91,425.125,0,329.315
ec-earth3,HR04E,2000,Apr-Aug,2974.621,944.73,0,167.744
ec-earth3,HR04E,2000,Mar-Jul,2466.107,578.525,0.17,218.941
ec-earth3,HR04E,2001,Apr-Aug,2838.722,803.951,0.083,216.808
ec-earth3,HR04E,2001,Mar-Jul,2421.325,470.63,0.093,315.913
ec-earth3,HR04E,2002,Apr-Aug,2862.917,751.607,0,342.03
ec-earth3,HR04E,2002,Mar-Jul,2402.746,529.053,0,270.37
ec-earth3,HR04E,2003,Apr-Aug,2984.775,1142.93,0.229,108.009
ec-earth3,HR04E,2003,Mar-Jul,2457.949,729.975,1.647,98.408
ec-earth3,HR04E,2004,Apr-Aug,2749.226,691.585,0,311.158
ec-earth3,HR04E,2004,Mar-Jul,2183.445,419.749,4.069,345.189
ec-earth3,HR04E,2005,Apr-Aug,2789.532,629.817,0,373.507
ec-earth3,HR04E,2005,Mar-Jul,2284.261,481.898,8.901,306.056
ec-earth3,HR04E,2006,Apr-Aug,2781.168,731.041,0,374.541
ec-earth3,HR04E,2006,Mar-Jul,2260.13,561.116,3.974,308.878
ec-earth3,HR04E,2007,Apr-Aug,2974.912,937.431,0,202.036
ec-earth3,HR04E,2007,Mar-Jul,2499.188,666.746,0,230.137
ec-earth3,HR04E,2008,Apr-Aug,2884.892,827.775,0,199.782
ec-earth3,HR04E,2008,Mar-Jul,2360.362,525.909,0,306.442
ec-earth3,HR04E,2009,Apr-Aug,2962.303,880.453,0,216.427
ec-earth3,HR04E,2009,Mar-Jul,2439.411,560.795,0,219.149
ec-earth3,HR04E,2010,Apr-Aug,2821.128,754.169,0,362.889
ec-earth3,HR04E,2010,Mar-Jul,2310.969,497.386,2.074,356.453
ec-earth3,HR04E,2011,Apr-Aug,2908.532,889.009,0,163.225
ec-earth3,HR04E,2011,Mar-Jul,2388.204,544.462,3.533,191.056
ec-earth3,HR04E,2012,Apr-Aug,2912.801,1068.535,0.122,214.639
ec-earth3,HR04E,2012,Mar-Jul,2457.813,664.56,0.443,201.417
ec-earth3,HR04E,2013,Apr-Aug,2852.163,856.931,0,219.93
ec-earth3,HR04E,2013,Mar-Jul,2273.617,534.711,3.056,326.845
ec-earth3,HR04E,2014,Apr-Aug,2832.83,661.101,0,396
ec-earth3,HR04E,2014,Mar-Jul,2409.727,446.612,0,320.781
ec-earth3,HR04E,2015,Apr-Aug,2897.761,936.022,0,226.24
ec-earth3,HR04E,2015,Mar-Jul,2382.193,612.852,0,206.506
ec-earth3,HR04E,2016,Apr-Aug,2875.361,764.522,0,265.999
ec-earth3,HR04E,2016,Mar-Jul,2370.173,533.026,0,278.42
ec-earth3,HR04E,2017,Apr-Aug,2937.517,1062.328,0,139.989
ec-earth3,HR04E,2017,Mar-Jul,2506.829,676.289,0,171.422
ec-earth3,HR04E,2018,Apr-Aug,3079.478,907.684,0,196.287
ec-earth3,HR04E,2018,Mar-Jul,2515.814,572.799,2.665,271.935
ec-earth3,HR04E,2019,Apr-Aug,2845.136,937.513,0,324.48
ec-earth3,HR04E,2019,Mar-Jul,2394.608,608.86,0,343.012
ec-earth3,HR04E,2020,Apr-Aug,2817.399,790.716,1.981,274.22
ec-earth3,HR04E,2020,Mar-Jul,2304.454,465.876,1.981,236.019
ec-earth3,HR04E,2021,Apr-Aug,2771.441,968.001,0.826,240.591
ec-earth3,HR04E,2021,Mar-Jul,2250.62,658.287,2.993,218.696
ec-earth3,HR04E,2022,Apr-Aug,2966.152,1032.592,0,188.229
ec-earth3,HR04E,2022,Mar-Jul,2415.853,714.51,5.288,197.844
ec-earth3,HR04E,2023,Apr-Aug,2809.11,812.382,0,353.836
ec-earth3,HR04E,2023,Mar-Jul,2348.47,522.494,0,371.084
ec-earth3,HU110,1989,Apr-Aug,2758.74,476.749,0,257.327
ec-earth3,HU110,1989,Mar-Jul,2348.878,290.269,0,226.192
ec-earth3,HU110,1990,Apr-Aug,2791.965,625.135,0,102.113
ec-earth3,HU110,1990,Mar-Jul,2375.244,346.977,0,95.49
ec-earth3,HU110,1991,Apr-Aug,2637.964,572.145,0,202.964
ec-earth3,HU110,1991,Mar-Jul,2163.112,384.773,0,178.385
ec-earth3,HU110,1992,Apr-Aug,2888.848,818.323,0,83.713
ec-earth3,HU110,1992,Mar-Jul,2351.625,414.46,0,128.826
ec-earth3,HU110,1993,Apr-Aug,2869.08,675.743,0,77.945
ec-earth3,HU110,1993,Mar-Jul,2331.205,423.394,2.092,75.515
ec-earth3,HU110,1994,Apr-Aug,2809.638,769.209,0,168.248
ec-earth3,HU110,1994,Mar-Jul,2350.319,504.697,0,144.16
ec-earth3,HU110,1995,Apr-Aug,2762.359,678.794,0,191.081
ec-earth3,HU110,1995,Mar-Jul,2224.17,460.484,0,166.717
ec-earth3,HU110,1996,Apr-Aug,2849.688,564.171,0,146.933
ec-earth3,HU110,1996,Mar-Jul,2227.651,359.127,4.768,126.421
ec-earth3,HU110,1997,Apr-Aug,2732.92,607.024,0.078,129.443
ec-earth3,HU110,1997,Mar-Jul,2204.758,360.069,0.078,121.619
ec-earth3,HU110,1998,Apr-Aug,2822.547,678.31,0,201.38
ec-earth3,HU110,1998,Mar-Jul,2284.03,421.495,1.157,184.355
ec-earth3,HU110,1999,Apr-Aug,2857.446,549.157,0,327.39
ec-earth3,HU110,1999,Mar-Jul,2390.561,374.025,0,284.287
ec-earth3,HU110,2000,Apr-Aug,2952.09,789.151,0,98.359
ec-earth3,HU110,2000,Mar-Jul,2419.286,484.018,0,138.854
ec-earth3,HU110,2001,Apr-Aug,2819.748,659.43,0,141.979
ec-earth3,HU110,2001,Mar-Jul,2334.033,381.462,0,178.708
ec-earth3,HU110,2002,Apr-Aug,2880.944,736.037,0.939,211.603
ec-earth3,HU110,2002,Mar-Jul,2393.569,528.33,1.019,154.53
ec-earth3,HU110,2003,Apr-Aug,2944.527,992.758,0.38,94.38
ec-earth3,HU110,2003,Mar-Jul,2378.006,645.63,3.93,79.263
ec-earth3,HU110,2004,Apr-Aug,2713.043,571.045,0,176.375
ec-earth3,HU110,2004,Mar-Jul,2163.203,332.948,2.939,210.497
ec-earth3,HU110,2005,Apr-Aug,2749.366,553.812,0,339.533
ec-earth3,HU110,2005,Mar-Jul,2219.07,412.251,6.911,210.554
ec-earth3,HU110,2006,Apr-Aug,2757.402,643.062,0,247.532
ec-earth3,HU110,2006,Mar-Jul,2215.765,504.888,4.632,193.236
ec-earth3,HU110,2007,Apr-Aug,2962.871,923.584,0,164.461
ec-earth3,HU110,2007,Mar-Jul,2498.476,649.568,0,120.518
ec-earth3,HU110,2008,Apr-Aug,2846.249,694.28,0,207.404
ec-earth3,HU110,2008,Mar-Jul,2329.808,438.623,0,250.6
ec-earth3,HU110,2009,Apr-Aug,2917.399,752.678,0,128.402
ec-earth3,HU110,2009,Mar-Jul,2366.05,481.405,0.066,128.824
ec-earth3,HU110,2010,Apr-Aug,2759.885,622.491,0,341.993
ec-earth3,HU110,2010,Mar-Jul,2256.964,423.26,3.168,288.043
ec-earth3,HU110,2011,Apr-Aug,2835.573,705.943,0,123.165
ec-earth3,HU110,2011,Mar-Jul,2312.628,423.164,3.296,143.676
ec-earth3,HU110,2012,Apr-Aug,2889.275,927.97,0.137,129.924
ec-earth3,HU110,2012,Mar-Jul,2423.189,602.966,2.838,128.903
ec-earth3,HU110,2013,Apr-Aug,2832.964,819.789,0,137.758
ec-earth3,HU110,2013,Mar-Jul,2237.184,514.535,2.576,207.917
ec-earth3,HU110,2014,Apr-Aug,2805.894,640.093,0,272.863
ec-earth3,HU110,2014,Mar-Jul,2414.855,459.007,0,179.98
ec-earth3,HU110,2015,Apr-Aug,2815.082,839.685,0,162.09
ec-earth3,HU110,2015,Mar-Jul,2302.792,517.032,0.092,109.252
ec-earth3,HU110,2016,Apr-Aug,2859.33,681.293,0,223.725
ec-earth3,HU110,2016,Mar-Jul,2363.413,471.269,0,208.816
ec-earth3,HU110,2017,Apr-Aug,2862.157,858.433,0,174.586
ec-earth3,HU110,2017,Mar-Jul,2431.475,538.727,0,166.544
ec-earth3,HU110,2018,Apr-Aug,3099.315,892.38,0,161.841
ec-earth3,HU110,2018,Mar-Jul,2512.716,559.547,4.777,193.102
ec-earth3,HU110,2019,Apr-Aug,2869.425,840.11,0,235.153
ec-earth3,HU110,2019,Mar-Jul,2415.874,526.404,0,223.971
ec-earth3,HU110,2020,Apr-Aug,2804.725,698.556,0.904,187.337
ec-earth3,HU110,2020,Mar-Jul,2292.098,399.703,0.982,145.815
ec-earth3,HU110,2021,Apr-Aug,2694.511,805.525,0.742,190.438
ec-earth3,HU110,2021,Mar-Jul,2181.814,584.14,3.464,148.526
ec-earth3,HU110,2022,Apr-Aug,2896.852,978.07,0,144.154
ec-earth3,HU110,2022,Mar-Jul,2344.524,637.547,4.65,118.881
ec-earth3,HU110,2023,Apr-Aug,2794.695,775.431,0.215,219.127
ec-earth3,HU110,2023,Mar-Jul,2324.328,491.178,0.215,161.025
ec-earth3,HU120,1989,Apr-Aug,2724.531,468.387,0,233.336
ec-earth3,HU120,1989,Mar-Jul,2303.099,284.195,0,207.192
ec-earth3,HU120,1990,Apr-Aug,2752.334,592.161,0,95.653
ec-earth3,HU120,1990,Mar-Jul,2324.456,331.308,0,88.605
ec-earth3,HU120,1991,Apr-Aug,2600.578,536.821,0,168.313
ec-earth3,HU120,1991,Mar-Jul,2119.016,361.097,0.028,151.779
ec-earth3,HU120,1992,Apr-Aug,2860.082,796.255,0,89.661
ec-earth3,HU120,1992,Mar-Jul,2307.859,399.248,0.137,122.664
ec-earth3,HU120,1993,Apr-Aug,2832.93,664.565,0,74.742
ec-earth3,HU120,1993,Mar-Jul,2283.572,415.938,3.081,72.746
ec-earth3,HU120,1994,Apr-Aug,2780.638,759.924,0,172.128
ec-earth3,HU120,1994,Mar-Jul,2308.267,498.505,0,136.98
ec-earth3,HU120,1995,Apr-Aug,2737.079,655.11,0,193.447
ec-earth3,HU120,1995,Mar-Jul,2190.938,443.047,0,165.008
ec-earth3,HU120,1996,Apr-Aug,2820.566,522.593,0.01,162.098
ec-earth3,HU120,1996,Mar-Jul,2193.922,332.956,5.999,133.411
ec-earth3,HU120,1997,Apr-Aug,2697.264,565.881,0.513,136.845
ec-earth3,HU120,1997,Mar-Jul,2149.999,335.001,0.569,124.704
ec-earth3,HU120,1998,Apr-Aug,2784.825,636.965,0,207.448
ec-earth3,HU120,1998,Mar-Jul,2230.861,395.745,2.138,183.385
ec-earth3,HU120,1999,Apr-Aug,2820.181,535.315,0,309.523
ec-earth3,HU120,1999,Mar-Jul,2342.696,361.98,0,262.495
ec-earth3,HU120,2000,Apr-Aug,2922.149,786.076,0,100.411
ec-earth3,HU120,2000,Mar-Jul,2377.119,480.122,0,135.763
ec-earth3,HU120,2001,Apr-Aug,2790.821,635.104,0.01,139.034
ec-earth3,HU120,2001,Mar-Jul,2299.715,365.634,0.01,181.582
ec-earth3,HU120,2002,Apr-Aug,2833.149,723.833,1.82,197.808
ec-earth3,HU120,2002,Mar-Jul,2328.479,520.76,3.45,152.82
ec-earth3,HU120,2003,Apr-Aug,2900.128,965.063,2.147,97.129
ec-earth3,HU120,2003,Mar-Jul,2311.267,632.472,8.303,81.75
ec-earth3,HU120,2004,Apr-Aug,2656.42,555.748,0,197.374
ec-earth3,HU120,2004,Mar-Jul,2106.632,326.485,3.366,214.761
ec-earth3,HU120,2005,Apr-Aug,2696.616,539.974,0.232,320.198
ec-earth3,HU120,2005,Mar-Jul,2161.987,400.984,10.041,208.561
ec-earth3,HU120,2006,Apr-Aug,2701.343,616.127,0,241.242
ec-earth3,HU120,2006,Mar-Jul,2164.522,481.141,6.841,202.494
ec-earth3,HU120,2007,Apr-Aug,2903.805,908.325,0,159.416
ec-earth3,HU120,2007,Mar-Jul,2426.277,633.659,0.123,123.552
ec-earth3,HU120,2008,Apr-Aug,2789.653,687.216,0,200.921
ec-earth3,HU120,2008,Mar-Jul,2269.419,430.824,0.107,238.689
ec-earth3,HU120,2009,Apr-Aug,2865.919,746.764,0,137.938
ec-earth3,HU120,2009,Mar-Jul,2308.321,477.99,1.339,130.783
ec-earth3,HU120,2010,Apr-Aug,2713.034,607.309,0,360.539
ec-earth3,HU120,2010,Mar-Jul,2206.219,408.056,4.553,311.108
ec-earth3,HU120,2011,Apr-Aug,2787.835,695.244,0,129.464
ec-earth3,HU120,2011,Mar-Jul,2251.858,412.184,5.184,153.222
ec-earth3,HU120,2012,Apr-Aug,2842.484,918.469,0.712,128.678
ec-earth3,HU120,2012,Mar-Jul,2362.018,592.372,6.027,126.872
ec-earth3,HU120,2013,Apr-Aug,2789.114,798.532,0,157.287
ec-earth3,HU120,2013,Mar-Jul,2191.132,499.852,4.372,210.38
