model,NUTS_ID,year,window,gdd,heat,frost,precip
ec-earth3,UKF24,1999,Mar-Jul,1660.173,54.773,0.261,234.245
ec-earth3,UKF24,2000,Apr-Aug,1901.607,52.295,0.205,279.862
ec-earth3,UKF24,2000,Mar-Jul,1536.055,27.918,0.205,259.271
ec-earth3,UKF24,2001,Apr-Aug,1972.368,98.308,0,266.136
ec-earth3,UKF24,2001,Mar-Jul,1545.584,63.26,2.753,289.273
ec-earth3,UKF24,2002,Apr-Aug,1974.452,62.078,0,238.566
ec-earth3,UKF24,2002,Mar-Jul,1606.35,26.672,0.056,229.841
ec-earth3,UKF24,2003,Apr-Aug,2133.247,159.282,0.065,181.397
ec-earth3,UKF24,2003,Mar-Jul,1719.764,55.122,0.382,200.531
ec-earth3,UKF24,2004,Apr-Aug,2059.465,70.493,0,319.787
ec-earth3,UKF24,2004,Mar-Jul,1636.99,25.882,2,246.782
ec-earth3,UKF24,2005,Apr-Aug,2004.472,91.492,0,211.908
ec-earth3,UKF24,2005,Mar-Jul,1646.696,55.339,0.595,203.226
ec-earth3,UKF24,2006,Apr-Aug,2154.713,157.79,0.056,245.362
ec-earth3,UKF24,2006,Mar-Jul,1737.875,146.479,4.206,235.2
ec-earth3,UKF24,2007,Apr-Aug,2010.18,17.694,0,332.61
ec-earth3,UKF24,2007,Mar-Jul,1671.967,0.117,0,344.944
ec-earth3,UKF24,2008,Apr-Aug,1978.294,31.474,0,313.288
ec-earth3,UKF24,2008,Mar-Jul,1584.667,26.442,0.36,302.66
ec-earth3,UKF24,2009,Apr-Aug,2065.277,45.759,0,232.629
ec-earth3,UKF24,2009,Mar-Jul,1689.372,22.34,0,212.854
ec-earth3,UKF24,2010,Apr-Aug,2008.647,58.577,0,206.873
ec-earth3,UKF24,2010,Mar-Jul,1652.976,51.146,3,137.567
ec-earth3,UKF24,2011,Apr-Aug,2014.824,33.501,0,137.714
ec-earth3,UKF24,2011,Mar-Jul,1683.143,20.088,0.8,104.922
ec-earth3,UKF24,2012,Apr-Aug,1916.469,53.345,0,428.719
ec-earth3,UKF24,2012,Mar-Jul,1555.953,19.434,0,402.818
ec-earth3,UKF24,2013,Apr-Aug,1943.128,109.273,0.2,188.792
ec-earth3,UKF24,2013,Mar-Jul,1431.164,86.232,1.92,213.42
ec-earth3,UKF24,2014,Apr-Aug,2030.275,67.366,0,280.174
ec-earth3,UKF24,2014,Mar-Jul,1724.305,59.009,0,241.375
ec-earth3,UKF24,2015,Apr-Aug,1922.235,55.307,0,200.765
ec-earth3,UKF24,2015,Mar-Jul,1548.674,30.987,0,180.139
ec-earth3,UKF24,2016,Apr-Aug,1999.28,77.554,0,214.94
ec-earth3,UKF24,2016,Mar-Jul,1554.494,34.009,0.776,254.233
ec-earth3,UKF24,2017,Apr-Aug,2047.97,63.754,0,231.823
ec-earth3,UKF24,2017,Mar-Jul,1760.469,53.287,0,219.19
ec-earth3,UKF24,2018,Apr-Aug,2186.736,191.516,0,194.407
ec-earth3,UKF24,2018,Mar-Jul,1754.317,137.385,2,232.45
ec-earth3,UKF24,2019,Apr-Aug,1988.851,114.239,1.423,232.023
ec-earth3,UKF24,2019,Mar-Jul,1618.919,58.921,1.423,238.437
ec-earth3,UKF24,2020,Apr-Aug,2087.134,109.158,0.012,242.116
ec-earth3,UKF24,2020,Mar-Jul,1666.211,43.413,0.024,188.963
ec-earth3,UKF24,2021,Apr-Aug,1893.909,61.199,1.211,232.486
ec-earth3,UKF24,2021,Mar-Jul,1543.635,54.677,1.223,235.973
ec-earth3,UKF24,2022,Apr-Aug,2165.067,217.242,1.009,130.406
ec-earth3,UKF24,2022,Mar-Jul,1743.774,107.931,1.009,141.964
ec-earth3,UKF24,2023,Apr-Aug,2013.79,72.627,0,274.594
ec-earth3,UKF24,2023,Mar-Jul,1648.924,43.328,1.425,339.69
ec-earth3,UKF25,1989,Apr-Aug,1938.29,132.977,0,215.192
ec-earth3,UKF25,1989,Mar-Jul,1581.289,82.359,0,232.718
ec-earth3,UKF25,1990,Apr-Aug,1947.065,158.054,3.041,121.143
ec-earth3,UKF25,1990,Mar-Jul,1566.943,59.493,3.041,110.486
ec-earth3,UKF25,1991,Apr-Aug,1840.65,79.386,0,169.125
ec-earth3,UKF25,1991,Mar-Jul,1489.142,31.12,0,186.155
ec-earth3,UKF25,1992,Apr-Aug,1999.756,27.386,0,274.516
ec-earth3,UKF25,1992,Mar-Jul,1670.131,21.927,0,247.178
ec-earth3,UKF25,1993,Apr-Aug,1865.921,14.727,0,291.987
ec-earth3,UKF25,1993,Mar-Jul,1545.257,9.42,0.192,277.995
ec-earth3,UKF25,1994,Apr-Aug,1951.002,86.622,0,175.55
ec-earth3,UKF25,1994,Mar-Jul,1621.52,71.805,0,188.352
ec-earth3,UKF25,1995,Apr-Aug,2051.554,225.82,0.018,74.69
ec-earth3,UKF25,1995,Mar-Jul,1572.995,109.887,1.018,101.808
ec-earth3,UKF25,1996,Apr-Aug,1840.202,96.748,2,132.524
ec-earth3,UKF25,1996,Mar-Jul,1386.455,57.058,3.018,118.111
ec-earth3,UKF25,1997,Apr-Aug,1997.503,129.501,0.881,264.817
ec-earth3,UKF25,1997,Mar-Jul,1589.806,19.253,0.881,226.994
ec-earth3,UKF25,1998,Apr-Aug,1900.512,43.951,0,280.284
ec-earth3,UKF25,1998,Mar-Jul,1572.201,4.161,0.967,304.961
ec-earth3,UKF25,1999,Apr-Aug,2020.61,81.514,0.018,241.035
ec-earth3,UKF25,1999,Mar-Jul,1678.207,52.049,0.018,211.84
ec-earth3,UKF25,2000,Apr-Aug,1906.616,52.134,0,279.373
ec-earth3,UKF25,2000,Mar-Jul,1543.15,24.972,0,261.379
ec-earth3,UKF25,2001,Apr-Aug,1987.492,100.223,0,249.454
ec-earth3,UKF25,2001,Mar-Jul,1554.212,60.968,1.846,277.614
ec-earth3,UKF25,2002,Apr-Aug,2005.984,67.579,0,233.571
ec-earth3,UKF25,2002,Mar-Jul,1634.192,28.785,0,221.75
ec-earth3,UKF25,2003,Apr-Aug,2154.297,155.878,0,179.48
ec-earth3,UKF25,2003,Mar-Jul,1744.808,53.625,0,193.249
ec-earth3,UKF25,2004,Apr-Aug,2075.392,76.017,0,334.443
ec-earth3,UKF25,2004,Mar-Jul,1651.117,25.497,2,259.349
ec-earth3,UKF25,2005,Apr-Aug,2021.386,90.746,0,197.697
ec-earth3,UKF25,2005,Mar-Jul,1668.734,54.544,0.151,179.975
ec-earth3,UKF25,2006,Apr-Aug,2169.989,162.926,0,223.068
ec-earth3,UKF25,2006,Mar-Jul,1751.143,151.061,3.67,208.4
ec-earth3,UKF25,2007,Apr-Aug,2031.513,17.625,0,302.844
ec-earth3,UKF25,2007,Mar-Jul,1696.623,0.012,0,311.179
ec-earth3,UKF25,2008,Apr-Aug,2013.634,36.679,0,255.769
ec-earth3,UKF25,2008,Mar-Jul,1617.539,30.773,0,258.346
ec-earth3,UKF25,2009,Apr-Aug,2094.364,50.929,0,204.021
ec-earth3,UKF25,2009,Mar-Jul,1715.05,20.792,0,185.059
ec-earth3,UKF25,2010,Apr-Aug,2019.799,59.85,0,190.463
ec-earth3,UKF25,2010,Mar-Jul,1666.635,53.636,2.863,125.636
ec-earth3,UKF25,2011,Apr-Aug,2044.929,37.462,0,127.419
ec-earth3,UKF25,2011,Mar-Jul,1704.283,21.45,0.151,97.019
ec-earth3,UKF25,2012,Apr-Aug,1939.566,52.99,0,397.299
ec-earth3,UKF25,2012,Mar-Jul,1577.87,19.314,0,379.874
ec-earth3,UKF25,2013,Apr-Aug,1938.685,113.265,0.901,180.933
ec-earth3,UKF25,2013,Mar-Jul,1423.365,84.295,3.433,196.415
ec-earth3,UKF25,2014,Apr-Aug,2041.329,66.986,0,261.252
ec-earth3,UKF25,2014,Mar-Jul,1736.678,57.848,0,218.7
ec-earth3,UKF25,2015,Apr-Aug,1928.931,60.208,0,182.491
ec-earth3,UKF25,2015,Mar-Jul,1552.068,31.845,0,162.183
ec-earth3,UKF25,2016,Apr-Aug,1997.378,83.06,0,217.493
ec-earth3,UKF25,2016,Mar-Jul,1553.822,34.514,0.206,263.431
ec-earth3,UKF25,2017,Apr-Aug,2006.559,51.673,0,229.731
ec-earth3,UKF25,2017,Mar-Jul,1720.397,39.987,0,214.804
ec-earth3,UKF25,2018,Apr-Aug,2188.906,194.029,0,188.164
ec-earth3,UKF25,2018,Mar-Jul,1748.059,130.469,2,226.081
ec-earth3,UKF25,2019,Apr-Aug,1994.872,117.773,1.475,239.79
ec-earth3,UKF25,2019,Mar-Jul,1628.661,58.444,1.475,249.22
ec-earth3,UKF25,2020,Apr-Aug,2080.203,109.594,0.031,224.414
ec-earth3,UKF25,2020,Mar-Jul,1659.949,44.674,0.062,172.03
ec-earth3,UKF25,2021,Apr-Aug,1886.917,57.187,0.901,205.742
ec-earth3,UKF25,2021,Mar-Jul,1538.841,48.934,0.932,216.701
ec-earth3,UKF25,2022,Apr-Aug,2169.934,228.564,1.649,125.894
ec-earth3,UKF25,2022,Mar-Jul,1749.885,114.24,1.649,127.897
ec-earth3,UKF25,2023,Apr-Aug,2019.098,78.601,0,253.354
ec-earth3,UKF25,2023,Mar-Jul,1653.044,46.397,1.982,302.217
ec-earth3,UKF30,1989,Apr-Aug,1869.877,72.248,0.01,185.363
ec-earth3,UKF30,1989,Mar-Jul,1512.797,40.085,0.02,205.73
ec-earth3,UKF30,1990,Apr-Aug,1909.309,109.366,1.34,141.654
ec-earth3,UKF30,1990,Mar-Jul,1539.143,29.986,1.35,123.545
ec-earth3,UKF30,1991,Apr-Aug,1830.857,54.709,0,115.484
ec-earth3,UKF30,1991,Mar-Jul,1476.281,23.78,0,134.474
ec-earth3,UKF30,1992,Apr-Aug,1963.967,14.037,0,234.543
ec-earth3,UKF30,1992,Mar-Jul,1631.874,11.222,0,230.147
ec-earth3,UKF30,1993,Apr-Aug,1811.246,5.888,0,271.042
ec-earth3,UKF30,1993,Mar-Jul,1499.808,4.43,0.043,246.522
ec-earth3,UKF30,1994,Apr-Aug,1911.776,57.368,0,173.448
ec-earth3,UKF30,1994,Mar-Jul,1581.24,47.334,0,188.097
ec-earth3,UKF30,1995,Apr-Aug,1958.729,140.128,0,85.915
ec-earth3,UKF30,1995,Mar-Jul,1503.35,70.848,0.282,119.988
ec-earth3,UKF30,1996,Apr-Aug,1795.78,66.533,0.907,133.937
ec-earth3,UKF30,1996,Mar-Jul,1347.768,34.771,1.055,111.676
ec-earth3,UKF30,1997,Apr-Aug,1926.092,84.174,0.12,289.931
ec-earth3,UKF30,1997,Mar-Jul,1538.189,7.548,0.12,247.527
ec-earth3,UKF30,1998,Apr-Aug,1852.869,24.668,0,236.551
ec-earth3,UKF30,1998,Mar-Jul,1536.103,2.275,0.218,260.543
ec-earth3,UKF30,1999,Apr-Aug,1977.295,49.595,0,249.082
ec-earth3,UKF30,1999,Mar-Jul,1648.701,26.26,0,250.859
ec-earth3,UKF30,2000,Apr-Aug,1847.175,31.515,0,303.71
ec-earth3,UKF30,2000,Mar-Jul,1491.988,12.724,0,291.56
ec-earth3,UKF30,2001,Apr-Aug,1925.703,53.164,0,251.232
ec-earth3,UKF30,2001,Mar-Jul,1491.531,29.286,0.773,248.402
ec-earth3,UKF30,2002,Apr-Aug,1986.162,45.166,0,252.031
ec-earth3,UKF30,2002,Mar-Jul,1616.067,17.457,0,237.112
ec-earth3,UKF30,2003,Apr-Aug,2105.332,82.76,0.011,221.582
ec-earth3,UKF30,2003,Mar-Jul,1715.947,28.995,0.011,232.832
ec-earth3,UKF30,2004,Apr-Aug,2009.834,44.08,0,321.973
ec-earth3,UKF30,2004,Mar-Jul,1604.979,14.022,0.358,269.327
ec-earth3,UKF30,2005,Apr-Aug,1959.457,50.853,0,224.879
ec-earth3,UKF30,2005,Mar-Jul,1615.999,30.998,0.331,194.322
ec-earth3,UKF30,2006,Apr-Aug,2097.306,103.407,0,225.806
ec-earth3,UKF30,2006,Mar-Jul,1681.06,96.503,3.322,201.912
ec-earth3,UKF30,2007,Apr-Aug,1990.285,13.337,0,339.297
ec-earth3,UKF30,2007,Mar-Jul,1661.765,0.008,0,349.766
ec-earth3,UKF30,2008,Apr-Aug,1976.25,22.412,0,245.319
ec-earth3,UKF30,2008,Mar-Jul,1582.289,18.892,0.161,248.083
ec-earth3,UKF30,2009,Apr-Aug,2041.517,31.612,0,228.802
ec-earth3,UKF30,2009,Mar-Jul,1662.946,9.437,0,210.647
ec-earth3,UKF30,2010,Apr-Aug,1971.787,40.443,0,177.787
ec-earth3,UKF30,2010,Mar-Jul,1625.12,36.201,1.951,139.46
ec-earth3,UKF30,2011,Apr-Aug,2001.725,23.368,0,137.84
ec-earth3,UKF30,2011,Mar-Jul,1658.486,13.437,0.322,103.991
ec-earth3,UKF30,2012,Apr-Aug,1867.106,26.442,0.085,389.908
ec-earth3,UKF30,2012,Mar-Jul,1515.339,9.469,0.085,373.388
ec-earth3,UKF30,2013,Apr-Aug,1907.823,58.518,0.002,161.911
ec-earth3,UKF30,2013,Mar-Jul,1393.242,38.555,0.264,176.577
ec-earth3,UKF30,2014,Apr-Aug,2013.364,33.772,0,271.571
ec-earth3,UKF30,2014,Mar-Jul,1711.784,26.297,0,230.312
ec-earth3,UKF30,2015,Apr-Aug,1894.958,41.528,0,196.785
ec-earth3,UKF30,2015,Mar-Jul,1525.431,20.664,0,175.846
ec-earth3,UKF30,2016,Apr-Aug,1956.683,48.502,0,253.771
ec-earth3,UKF30,2016,Mar-Jul,1530.819,23.004,0.238,286.826
ec-earth3,UKF30,2017,Apr-Aug,2016.666,28.69,0,246.604
ec-earth3,UKF30,2017,Mar-Jul,1726.749,21.762,0,245.347
ec-earth3,UKF30,2018,Apr-Aug,2144.969,128.117,0,197.96
ec-earth3,UKF30,2018,Mar-Jul,1707.251,79.013,1.482,226.896
ec-earth3,UKF30,2019,Apr-Aug,1992.777,86.768,0,271.957
ec-earth3,UKF30,2019,Mar-Jul,1633.187,41.434,0,271.137
ec-earth3,UKF30,2020,Apr-Aug,2048.039,75.445,0,190.441
ec-earth3,UKF30,2020,Mar-Jul,1648.117,29.51,0,140.554
ec-earth3,UKF30,2021,Apr-Aug,1869.501,32.151,0.509,202.002
ec-earth3,UKF30,2021,Mar-Jul,1528.297,28.228,0.509,207.811
ec-earth3,UKF30,2022,Apr-Aug,2158.55,170.175,0.247,130.828
ec-earth3,UKF30,2022,Mar-Jul,1750.136,88.344,0.247,137.145
ec-earth3,UKF30,2023,Apr-Aug,2006.945,48.575,0,248.137
ec-earth3,UKF30,2023,Mar-Jul,1646.829,26.911,0.492,282.321
ec-earth3,UKG11,1989,Apr-Aug,1945.32,97.537,0.003,233.836
ec-earth3,UKG11,1989,Mar-Jul,1601.375,79.482,0.132,264.773
ec-earth3,UKG11,1990,Apr-Aug,1957.412,102.033,1.597,183.516
ec-earth3,UKG11,1990,Mar-Jul,1597.011,56.466,1.598,176.986
ec-earth3,UKG11,1991,Apr-Aug,1818.168,26.644,0,293.631
ec-earth3,UKG11,1991,Mar-Jul,1482.272,8.944,0,347.207
ec-earth3,UKG11,1992,Apr-Aug,1934.191,8.403,0,390.166
ec-earth3,UKG11,1992,Mar-Jul,1642.139,8.36,0,329.25
ec-earth3,UKG11,1993,Apr-Aug,1830.933,4.485,0,342.632
ec-earth3,UKG11,1993,Mar-Jul,1525.656,2.318,0.233,330.72
ec-earth3,UKG11,1994,Apr-Aug,1858.028,30.14,0,261.975
ec-earth3,UKG11,1994,Mar-Jul,1554.203,26.38,0,287.234
ec-earth3,UKG11,1995,Apr-Aug,2049.769,173.118,0.023,140.308
ec-earth3,UKG11,1995,Mar-Jul,1572.968,73.241,1.441,194.151
ec-earth3,UKG11,1996,Apr-Aug,1819.316,53.249,0.001,241.317
ec-earth3,UKG11,1996,Mar-Jul,1394.51,31.58,0.099,244.13
ec-earth3,UKG11,1997,Apr-Aug,1969.446,84.719,0,352.154
ec-earth3,UKG11,1997,Mar-Jul,1586.013,14.831,0,296.769
ec-earth3,UKG11,1998,Apr-Aug,1855.949,16.336,0.003,366.938
ec-earth3,UKG11,1998,Mar-Jul,1555.264,0.103,0.003,424.016
ec-earth3,UKG11,1999,Apr-Aug,1962.725,46.409,0,308.177
ec-earth3,UKG11,1999,Mar-Jul,1628.982,37.009,0,296.728
ec-earth3,UKG11,2000,Apr-Aug,1865.68,23.31,0,348.948
ec-earth3,UKG11,2000,Mar-Jul,1534.346,14.142,0,339.84
ec-earth3,UKG11,2001,Apr-Aug,1904.174,51.136,0,314.533
ec-earth3,UKG11,2001,Mar-Jul,1496.669,40.267,3.609,328.447
ec-earth3,UKG11,2002,Apr-Aug,1886.766,18.806,0,274.671
ec-earth3,UKG11,2002,Mar-Jul,1545.86,7.88,0,261.02
ec-earth3,UKG11,2003,Apr-Aug,2033.541,92.453,0.001,232.111
ec-earth3,UKG11,2003,Mar-Jul,1646.181,30.393,0.001,247.159
ec-earth3,UKG11,2004,Apr-Aug,1969.028,30.764,0,315.276
ec-earth3,UKG11,2004,Mar-Jul,1581.758,11.545,2,283.072
ec-earth3,UKG11,2005,Apr-Aug,1936.701,52.888,0,231.979
ec-earth3,UKG11,2005,Mar-Jul,1597.818,36.456,0,273.128
ec-earth3,UKG11,2006,Apr-Aug,2072.554,120.176,0.199,206.06
ec-earth3,UKG11,2006,Mar-Jul,1667.453,106.891,2.671,230.12
ec-earth3,UKG11,2007,Apr-Aug,1928.293,10.873,0,467.137
ec-earth3,UKG11,2007,Mar-Jul,1599.947,0.281,0.001,511.24
ec-earth3,UKG11,2008,Apr-Aug,1890.966,18.184,0.086,352.934
ec-earth3,UKG11,2008,Mar-Jul,1527.373,16.435,0.205,358.635
ec-earth3,UKG11,2009,Apr-Aug,1881.252,14.982,0,314.128
ec-earth3,UKG11,2009,Mar-Jul,1537.519,11.982,0.001,317.733
ec-earth3,UKG11,2010,Apr-Aug,1858.175,7.087,0,252.538
ec-earth3,UKG11,2010,Mar-Jul,1510.232,6.404,3.749,206.64
ec-earth3,UKG11,2011,Apr-Aug,1884.84,11.566,0,188.212
ec-earth3,UKG11,2011,Mar-Jul,1552.379,5.951,1.744,167.87
ec-earth3,UKG11,2012,Apr-Aug,1735.79,15.702,0.001,515.001
ec-earth3,UKG11,2012,Mar-Jul,1425.565,9.068,0.001,467.358
ec-earth3,UKG11,2013,Apr-Aug,1831.193,73.849,1.667,226.058
ec-earth3,UKG11,2013,Mar-Jul,1360.589,66.901,6.306,238.079
ec-earth3,UKG11,2014,Apr-Aug,1940.082,26.063,0,329.45
ec-earth3,UKG11,2014,Mar-Jul,1649.79,25.016,0.222,293.482
ec-earth3,UKG11,2015,Apr-Aug,1785.142,16.045,0.001,273.947
ec-earth3,UKG11,2015,Mar-Jul,1438.889,11.535,0.001,237.354
ec-earth3,UKG11,2016,Apr-Aug,1889.44,30.994,0,276.938
ec-earth3,UKG11,2016,Mar-Jul,1476.813,17.095,0.046,307.606
ec-earth3,UKG11,2017,Apr-Aug,1937.802,32.648,0,247.848
ec-earth3,UKG11,2017,Mar-Jul,1658.886,29.164,0,270.542
ec-earth3,UKG11,2018,Apr-Aug,2074.491,109.041,0,254.318
ec-earth3,UKG11,2018,Mar-Jul,1660.884,89.398,2.799,308.326
ec-earth3,UKG11,2019,Apr-Aug,1890.809,45.85,0.001,364.26
ec-earth3,UKG11,2019,Mar-Jul,1542.214,26.775,0.001,376.956
ec-earth3,UKG11,2020,Apr-Aug,1968.628,57.412,0,293.705
ec-earth3,UKG11,2020,Mar-Jul,1568.103,21.647,0.19,233.114
ec-earth3,UKG11,2021,Apr-Aug,1782.853,38.653,0.097,281.033
ec-earth3,UKG11,2021,Mar-Jul,1456.856,38.555,1.286,285.916
ec-earth3,UKG11,2022,Apr-Aug,2008.687,119.63,0.453,163.918
ec-earth3,UKG11,2022,Mar-Jul,1613.755,52.629,0.453,187.977
ec-earth3,UKG11,2023,Apr-Aug,1938.683,25.137,0,300.316
ec-earth3,UKG11,2023,Mar-Jul,1600.375,18.19,0.222,371.737
ec-earth3,UKG12,1989,Apr-Aug,1997.234,133.976,0,240.627
ec-earth3,UKG12,1989,Mar-Jul,1641.673,103.034,0.039,257.834
ec-earth3,UKG12,1990,Apr-Aug,2017.613,152.171,2.517,159.685
ec-earth3,UKG12,1990,Mar-Jul,1649.775,78.885,2.517,154.069
ec-earth3,UKG12,1991,Apr-Aug,1871.945,58.317,0,256.872
ec-earth3,UKG12,1991,Mar-Jul,1523.57,23.463,0,309.365
ec-earth3,UKG12,1992,Apr-Aug,2001.984,20.785,0,347.451
ec-earth3,UKG12,1992,Mar-Jul,1695.2,20.293,0,301.561
ec-earth3,UKG12,1993,Apr-Aug,1876.749,15.283,0,305.211
ec-earth3,UKG12,1993,Mar-Jul,1570.668,7.881,0.11,302.088
ec-earth3,UKG12,1994,Apr-Aug,1922.867,68.263,0,199.341
ec-earth3,UKG12,1994,Mar-Jul,1607.256,57.815,0,215.399
ec-earth3,UKG12,1995,Apr-Aug,2100.357,227.605,0.466,113.548
ec-earth3,UKG12,1995,Mar-Jul,1612.927,102.163,1.466,154.794
ec-earth3,UKG12,1996,Apr-Aug,1875.931,86.782,0.322,218.471
ec-earth3,UKG12,1996,Mar-Jul,1439.611,53.92,0.322,196.135
ec-earth3,UKG12,1997,Apr-Aug,2022.112,116.83,0.072,312.317
ec-earth3,UKG12,1997,Mar-Jul,1632.838,26.424,0.072,268.114
ec-earth3,UKG12,1998,Apr-Aug,1908.18,29.358,0,320.623
ec-earth3,UKG12,1998,Mar-Jul,1597.472,1.154,0,357.281
ec-earth3,UKG12,1999,Apr-Aug,2011.935,77.566,0.195,288.147
ec-earth3,UKG12,1999,Mar-Jul,1675.208,55.855,0.195,259.308
ec-earth3,UKG12,2000,Apr-Aug,1907.138,40.504,0,295.96
ec-earth3,UKG12,2000,Mar-Jul,1567.047,21.75,0,285.724
ec-earth3,UKG12,2001,Apr-Aug,1965.822,74.709,0,274.47
ec-earth3,UKG12,2001,Mar-Jul,1543.038,55.525,3.039,298.236
ec-earth3,UKG12,2002,Apr-Aug,1957.823,40.795,0,250.765
ec-earth3,UKG12,2002,Mar-Jul,1604.141,18.166,0,244.47
ec-earth3,UKG12,2003,Apr-Aug,2105.345,133.917,0.197,221.098
ec-earth3,UKG12,2003,Mar-Jul,1705.705,49.879,0.197,233.453
ec-earth3,UKG12,2004,Apr-Aug,2019.571,55.315,0,352.09
ec-earth3,UKG12,2004,Mar-Jul,1623.331,21.308,2,280.391
ec-earth3,UKG12,2005,Apr-Aug,1973.901,72.798,0,237.12
ec-earth3,UKG12,2005,Mar-Jul,1626.504,45.816,0,273.179
ec-earth3,UKG12,2006,Apr-Aug,2125.978,138.367,0.195,225.026
ec-earth3,UKG12,2006,Mar-Jul,1720.467,124.112,3.898,235.287
ec-earth3,UKG12,2007,Apr-Aug,1967.012,12.119,0,468.126
ec-earth3,UKG12,2007,Mar-Jul,1638.382,0.489,0,498.582
ec-earth3,UKG12,2008,Apr-Aug,1931.207,24.92,0,339.568
ec-earth3,UKG12,2008,Mar-Jul,1559.633,21.379,0.234,340.031
ec-earth3,UKG12,2009,Apr-Aug,1934.104,18.207,0,339.759
ec-earth3,UKG12,2009,Mar-Jul,1583.426,12.598,0,330.916
ec-earth3,UKG12,2010,Apr-Aug,1892.48,15.372,0,233.25
ec-earth3,UKG12,2010,Mar-Jul,1545.567,13.983,3.039,182.375
ec-earth3,UKG12,2011,Apr-Aug,1921.576,15.847,0,157.088
ec-earth3,UKG12,2011,Mar-Jul,1586.653,8.825,1.039,137.579
ec-earth3,UKG12,2012,Apr-Aug,1782.649,21.26,0,471.156
ec-earth3,UKG12,2012,Mar-Jul,1463.018,10.631,0,426.549
ec-earth3,UKG12,2013,Apr-Aug,1885.628,85.516,0.226,224.378
ec-earth3,UKG12,2013,Mar-Jul,1398.527,75.019,3.237,241.764
ec-earth3,UKG12,2014,Apr-Aug,1988.004,34.418,0,335.089
ec-earth3,UKG12,2014,Mar-Jul,1698.67,32.195,0.039,303.325
ec-earth3,UKG12,2015,Apr-Aug,1850.931,26.424,0,240.809
ec-earth3,UKG12,2015,Mar-Jul,1500.036,17.214,0,211.504
ec-earth3,UKG12,2016,Apr-Aug,1952.837,46.564,0,280.995
ec-earth3,UKG12,2016,Mar-Jul,1537.765,24.512,0.162,315.946
ec-earth3,UKG12,2017,Apr-Aug,2006.025,46.483,0,231.242
ec-earth3,UKG12,2017,Mar-Jul,1728.661,40.854,0,242.631
ec-earth3,UKG12,2018,Apr-Aug,2139.597,142.739,0,234.456
ec-earth3,UKG12,2018,Mar-Jul,1724.043,112.006,2.052,285.308
ec-earth3,UKG12,2019,Apr-Aug,1942.229,65.505,0,343.973
ec-earth3,UKG12,2019,Mar-Jul,1593.019,36.688,0,343.653
ec-earth3,UKG12,2020,Apr-Aug,2032.793,76.718,0,261.807
ec-earth3,UKG12,2020,Mar-Jul,1630.118,28.656,0,203.463
ec-earth3,UKG12,2021,Apr-Aug,1850.853,46.609,0.072,258.427
ec-earth3,UKG12,2021,Mar-Jul,1520.35,45.533,0.52,259.456
ec-earth3,UKG12,2022,Apr-Aug,2082.837,145.941,0.721,162.376
ec-earth3,UKG12,2022,Mar-Jul,1686.665,66.281,0.721,179.52
ec-earth3,UKG12,2023,Apr-Aug,1979.022,37.38,0,298.956
ec-earth3,UKG12,2023,Mar-Jul,1636.842,26.185,0.162,362.463
ec-earth3,UKG13,1989,Apr-Aug,1936.898,125.943,0,243.47
ec-earth3,UKG13,1989,Mar-Jul,1585.13,89.061,0.123,261.374
ec-earth3,UKG13,1990,Apr-Aug,1956.234,150.829,3.886,135.436
ec-earth3,UKG13,1990,Mar-Jul,1583.534,68.704,4.618,124.979
ec-earth3,UKG13,1991,Apr-Aug,1825.651,63.507,0,231.57
ec-earth3,UKG13,1991,Mar-Jul,1479.557,26.425,0,265.13
ec-earth3,UKG13,1992,Apr-Aug,1963.237,20.741,0,306.618
ec-earth3,UKG13,1992,Mar-Jul,1645.044,18.937,0,282.629
ec-earth3,UKG13,1993,Apr-Aug,1841.168,15.299,0,281.128
ec-earth3,UKG13,1993,Mar-Jul,1531.178,8.792,0.905,277.555
ec-earth3,UKG13,1994,Apr-Aug,1901.011,70.3,0,178.8
ec-earth3,UKG13,1994,Mar-Jul,1579.126,61.426,0,208.868
ec-earth3,UKG13,1995,Apr-Aug,2051.95,223.452,1.543,84.004
ec-earth3,UKG13,1995,Mar-Jul,1568.196,103.303,2.543,123.571
ec-earth3,UKG13,1996,Apr-Aug,1824.341,87.251,1.934,177.033
ec-earth3,UKG13,1996,Mar-Jul,1385.815,51.301,2.674,152.54
ec-earth3,UKG13,1997,Apr-Aug,1980.756,119.829,1.29,285.949
ec-earth3,UKG13,1997,Mar-Jul,1577.878,19.696,1.29,243.517
ec-earth3,UKG13,1998,Apr-Aug,1878.255,31.145,0,286.602
ec-earth3,UKG13,1998,Mar-Jul,1559.638,1.602,0.524,316.021
ec-earth3,UKG13,1999,Apr-Aug,1990.203,69.102,1.018,311.267
ec-earth3,UKG13,1999,Mar-Jul,1649.623,47.476,1.018,271.441
ec-earth3,UKG13,2000,Apr-Aug,1888.91,40.241,0.023,280.116
ec-earth3,UKG13,2000,Mar-Jul,1536.154,21.958,0.023,263.138
ec-earth3,UKG13,2001,Apr-Aug,1951.929,78.857,0,281.141
ec-earth3,UKG13,2001,Mar-Jul,1529.664,54.498,3.123,306.435
ec-earth3,UKG13,2002,Apr-Aug,1948.57,47.484,0,241.302
ec-earth3,UKG13,2002,Mar-Jul,1586.222,20.742,0.319,235.379
ec-earth3,UKG13,2003,Apr-Aug,2109.219,137.676,0.841,192.979
