model,bin_id,delta_sv,n_years,hos_year,fuel,component,dln,branch
IPSL-CM6A-LR,-4.5,-4.0228,1,46,Natural gas,hdd_octmar,0.0548219494319738,energy Natural gas
IPSL-CM6A-LR,-3.5,-3.5681,1,47,Natural gas,hdd_octmar,0.0516578855731871,energy Natural gas
IPSL-CM6A-LR,-4.5,-4.7253,1,48,Natural gas,hdd_octmar,0.044956926820334,energy Natural gas
IPSL-CM6A-LR,-5.5,-5.7852,1,49,Natural gas,hdd_octmar,0.0295039983476051,energy Natural gas
IPSL-CM6A-LR,-5.5,-5.6439,1,50,Natural gas,hdd_octmar,0.0402934954110583,energy Natural gas
IPSL-CM6A-LR,-5.5,-5.7916,1,51,Natural gas,hdd_octmar,0.0610852756346276,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.5335,1,52,Natural gas,hdd_octmar,0.0874678848840563,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.8874,1,53,Natural gas,hdd_octmar,0.0431864568085676,energy Natural gas
IPSL-CM6A-LR,-5.5,-5.5267,1,54,Natural gas,hdd_octmar,0.0570184653035834,energy Natural gas
IPSL-CM6A-LR,-5.5,-5.319,1,55,Natural gas,hdd_octmar,0.072085106659501,energy Natural gas
IPSL-CM6A-LR,-5.5,-5.9791,1,56,Natural gas,hdd_octmar,0.0444042928711094,energy Natural gas
IPSL-CM6A-LR,-8.5,-8.0124,1,57,Natural gas,hdd_octmar,0.0179605359885227,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.674,1,58,Natural gas,hdd_octmar,0.0873291172820045,energy Natural gas
IPSL-CM6A-LR,-5.5,-5.697,1,59,Natural gas,hdd_octmar,0.0338373463551694,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.0038,1,60,Natural gas,hdd_octmar,0.0588775799691708,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.4198,1,61,Natural gas,hdd_octmar,0.0184755363884309,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.1575,1,62,Natural gas,hdd_octmar,0.0315460132665591,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.0646,1,63,Natural gas,hdd_octmar,0.0581231667285396,energy Natural gas
IPSL-CM6A-LR,-5.5,-5.9699,1,64,Natural gas,hdd_octmar,0.0798374297728076,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.6177,1,65,Natural gas,hdd_octmar,0.123006969337175,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.4034,1,66,Natural gas,hdd_octmar,0.120374384710173,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.4208,1,67,Natural gas,hdd_octmar,0.118886298696024,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.7989,1,68,Natural gas,hdd_octmar,0.100650153050103,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.6028,1,69,Natural gas,hdd_octmar,0.064661160493882,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.1661,1,70,Natural gas,hdd_octmar,0.090460560456299,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.4013,1,71,Natural gas,hdd_octmar,0.0622522238461749,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.6406,1,72,Natural gas,hdd_octmar,0.0715344122787305,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.5805,1,73,Natural gas,hdd_octmar,0.102441861116499,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.7579,1,74,Natural gas,hdd_octmar,0.0903161138861952,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.9349,1,75,Natural gas,hdd_octmar,0.0931430037364302,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.941,1,76,Natural gas,hdd_octmar,0.0722785876948336,energy Natural gas
IPSL-CM6A-LR,-8.5,-8.2695,1,77,Natural gas,hdd_octmar,0.0756723699994428,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.5299,1,78,Natural gas,hdd_octmar,0.0588867972108629,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.2088,1,79,Natural gas,hdd_octmar,0.0690953129029283,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.6756,1,80,Natural gas,hdd_octmar,0.0575063372717615,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.6415,1,81,Natural gas,hdd_octmar,0.0976932553813984,energy Natural gas
IPSL-CM6A-LR,-8.5,-8.0555,1,82,Natural gas,hdd_octmar,0.0961989665338568,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.3084,1,84,Natural gas,hdd_octmar,0.0556524224478079,energy Natural gas
IPSL-CM6A-LR,-9.5,-9.384,1,85,Natural gas,hdd_octmar,0.115133200717132,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.4004,1,86,Natural gas,hdd_octmar,0.0567444737345871,energy Natural gas
IPSL-CM6A-LR,-8.5,-8.3239,1,87,Natural gas,hdd_octmar,0.0837726128684745,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.7418,1,88,Natural gas,hdd_octmar,0.0930984267438781,energy Natural gas
IPSL-CM6A-LR,-9.5,-9.1721,1,89,Natural gas,hdd_octmar,0.085171496530654,energy Natural gas
IPSL-CM6A-LR,-8.5,-8.5532,1,90,Natural gas,hdd_octmar,0.0717459037526917,energy Natural gas
IPSL-CM6A-LR,-9.5,-9.0631,1,91,Natural gas,hdd_octmar,0.0345805882494728,energy Natural gas
IPSL-CM6A-LR,-9.5,-9.9064,1,92,Natural gas,hdd_octmar,0.0825839712633631,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.5646,1,93,Natural gas,hdd_octmar,0.108810742835569,energy Natural gas
IPSL-CM6A-LR,-8.5,-8.6305,1,94,Natural gas,hdd_octmar,0.155437918342104,energy Natural gas
IPSL-CM6A-LR,-9.5,-9.1749,1,95,Natural gas,hdd_octmar,0.162634263524717,energy Natural gas
IPSL-CM6A-LR,-7.5,-7.8759,1,96,Natural gas,hdd_octmar,0.129833552672858,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.2615,1,97,Natural gas,hdd_octmar,0.119783922941667,energy Natural gas
IPSL-CM6A-LR,-8.5,-8.9677,1,98,Natural gas,hdd_octmar,0.1369054585627,energy Natural gas
IPSL-CM6A-LR,-8.5,-8.8657,1,99,Natural gas,hdd_octmar,0.137318090334836,energy Natural gas
IPSL-CM6A-LR,-6.5,-6.9036,1,100,Natural gas,hdd_octmar,0.155297968816143,energy Natural gas
