model,bin_id,delta_sv,n_years,cntr,crop,component,dln
EC-Earth3,-9.5,-9.1554,4,LV,Spring barley,gdd,0.00103824151069507
EC-Earth3,-8.5,-8.4726,15,LV,Spring barley,gdd,0.000585720287284231
EC-Earth3,-7.5,-7.5562,20,LV,Spring barley,gdd,0.000837566185300159
EC-Earth3,-6.5,-6.4767,21,LV,Spring barley,gdd,0.000761843470058848
EC-Earth3,-5.5,-5.3342,8,LV,Spring barley,gdd,0.000617023041559697
EC-Earth3,-4.5,-4.5495,8,LV,Spring barley,gdd,0.00070168450148082
EC-Earth3,-3.5,-3.3459,9,LV,Spring barley,gdd,0.000630306524751371
EC-Earth3,-2.5,-2.4493,5,LV,Spring barley,gdd,0.000888430149496786
EC-Earth3,-1.5,-1.3807,6,LV,Spring barley,gdd,-1.9285487124562e-06
EC-Earth3,-0.5,-0.6596,3,LV,Spring barley,gdd,-0.000413396375318534
HadGEM3-GC3-1LL,-8.5,-8.3848,12,LV,Spring barley,gdd,0.000725614933613941
HadGEM3-GC3-1LL,-7.5,-7.5599,19,LV,Spring barley,gdd,0.000861831436832023
HadGEM3-GC3-1LL,-6.5,-6.5442,24,LV,Spring barley,gdd,0.0008872383938742
HadGEM3-GC3-1LL,-5.5,-5.5797,10,LV,Spring barley,gdd,0.000552828019380771
HadGEM3-GC3-1LL,-4.5,-4.5263,6,LV,Spring barley,gdd,0.000864595830576907
HadGEM3-GC3-1LL,-3.5,-3.7835,7,LV,Spring barley,gdd,0.000461806507195654
HadGEM3-GC3-1LL,-2.5,-2.4504,6,LV,Spring barley,gdd,0.000594430089495917
HadGEM3-GC3-1LL,-1.5,-1.3098,8,LV,Spring barley,gdd,0.000252149134714447
HadGEM3-GC3-1LL,-0.5,-0.331,6,LV,Spring barley,gdd,0.000297078102745001
HadGEM3-GC3-1MM,-14.5,-14.3032,4,LV,Spring barley,gdd,-0.0184421510446923
HadGEM3-GC3-1MM,-13.5,-13.3931,8,LV,Spring barley,gdd,-0.0437069735269435
HadGEM3-GC3-1MM,-12.5,-12.588,13,LV,Spring barley,gdd,-0.0555888681849713
HadGEM3-GC3-1MM,-11.5,-11.5321,21,LV,Spring barley,gdd,-0.0257717381240614
HadGEM3-GC3-1MM,-10.5,-10.4803,10,LV,Spring barley,gdd,-0.0370664206506945
HadGEM3-GC3-1MM,-9.5,-9.6161,7,LV,Spring barley,gdd,-0.00163090317871734
HadGEM3-GC3-1MM,-8.5,-8.6582,7,LV,Spring barley,gdd,-0.000131607406027384
HadGEM3-GC3-1MM,-7.5,-7.6345,8,LV,Spring barley,gdd,-0.000166899558874137
HadGEM3-GC3-1MM,-6.5,-6.4299,4,LV,Spring barley,gdd,0.00118772101261162
HadGEM3-GC3-1MM,-5.5,-5.3528,4,LV,Spring barley,gdd,0.00104953238462401
HadGEM3-GC3-1MM,-4.5,-4.3969,4,LV,Spring barley,gdd,0.000488194143012501
IPSL-CM6A-LR,-9.5,-9.3401,5,LV,Spring barley,gdd,-0.000776275009298388
IPSL-CM6A-LR,-8.5,-8.4598,8,LV,Spring barley,gdd,-0.00356410787578738
IPSL-CM6A-LR,-7.5,-7.5255,19,LV,Spring barley,gdd,0.00058102709977011
IPSL-CM6A-LR,-6.5,-6.5577,11,LV,Spring barley,gdd,-8.18546592303737e-06
IPSL-CM6A-LR,-5.5,-5.5623,13,LV,Spring barley,gdd,0.000869628444982933
IPSL-CM6A-LR,-4.5,-4.3507,11,LV,Spring barley,gdd,0.000725443284332033
IPSL-CM6A-LR,-3.5,-3.4644,8,LV,Spring barley,gdd,0.000545306066074432
IPSL-CM6A-LR,-2.5,-2.5669,9,LV,Spring barley,gdd,0.000710988404823998
IPSL-CM6A-LR,-1.5,-1.2909,6,LV,Spring barley,gdd,0.000807038866111431
IPSL-CM6A-LR,-0.5,-0.6347,8,LV,Spring barley,gdd,0.000521067900931886
EC-Earth3,-9.5,-9.1554,4,SE,Spring barley,gdd,0.000600259367332595
EC-Earth3,-8.5,-8.4726,15,SE,Spring barley,gdd,-0.000260268791414902
EC-Earth3,-7.5,-7.5562,20,SE,Spring barley,gdd,0.000702885185194735
EC-Earth3,-6.5,-6.4767,21,SE,Spring barley,gdd,0.000529241895734948
EC-Earth3,-5.5,-5.3342,8,SE,Spring barley,gdd,0.000475440899150186
EC-Earth3,-4.5,-4.5495,8,SE,Spring barley,gdd,-3.80232068843411e-06
EC-Earth3,-3.5,-3.3459,9,SE,Spring barley,gdd,0.000286677864891407
EC-Earth3,-2.5,-2.4493,5,SE,Spring barley,gdd,-0.000100173671977931
EC-Earth3,-1.5,-1.3807,6,SE,Spring barley,gdd,0.000284070875180311
EC-Earth3,-0.5,-0.6596,3,SE,Spring barley,gdd,0.000107679832247379
HadGEM3-GC3-1LL,-8.5,-8.3848,12,SE,Spring barley,gdd,0.000663853719149701
HadGEM3-GC3-1LL,-7.5,-7.5599,19,SE,Spring barley,gdd,0.000649535756100075
HadGEM3-GC3-1LL,-6.5,-6.5442,24,SE,Spring barley,gdd,0.000731934267028119
HadGEM3-GC3-1LL,-5.5,-5.5797,10,SE,Spring barley,gdd,0.000559704216512803
HadGEM3-GC3-1LL,-4.5,-4.5263,6,SE,Spring barley,gdd,0.000426851448604571
HadGEM3-GC3-1LL,-3.5,-3.7835,7,SE,Spring barley,gdd,0.000692692555178153
HadGEM3-GC3-1LL,-2.5,-2.4504,6,SE,Spring barley,gdd,0.000596705547485081
HadGEM3-GC3-1LL,-1.5,-1.3098,8,SE,Spring barley,gdd,0.00015878157287297
HadGEM3-GC3-1LL,-0.5,-0.331,6,SE,Spring barley,gdd,0.000280942868286986
HadGEM3-GC3-1MM,-14.5,-14.3032,4,SE,Spring barley,gdd,-0.0756742914537362
HadGEM3-GC3-1MM,-13.5,-13.3931,8,SE,Spring barley,gdd,-0.083014611213913
HadGEM3-GC3-1MM,-12.5,-12.588,13,SE,Spring barley,gdd,-0.0785967231410185
HadGEM3-GC3-1MM,-11.5,-11.5321,21,SE,Spring barley,gdd,-0.0611571680580546
HadGEM3-GC3-1MM,-10.5,-10.4803,10,SE,Spring barley,gdd,-0.05167071938999
HadGEM3-GC3-1MM,-9.5,-9.6161,7,SE,Spring barley,gdd,-0.00849551325971836
HadGEM3-GC3-1MM,-8.5,-8.6582,7,SE,Spring barley,gdd,-0.00898596507527045
HadGEM3-GC3-1MM,-7.5,-7.6345,8,SE,Spring barley,gdd,-0.00372347530766185
HadGEM3-GC3-1MM,-6.5,-6.4299,4,SE,Spring barley,gdd,0.000384618500362676
HadGEM3-GC3-1MM,-5.5,-5.3528,4,SE,Spring barley,gdd,0.000371540699752429
HadGEM3-GC3-1MM,-4.5,-4.3969,4,SE,Spring barley,gdd,0.000360304365152909
IPSL-CM6A-LR,-9.5,-9.3401,5,SE,Spring barley,gdd,-0.00702930516255128
IPSL-CM6A-LR,-8.5,-8.4598,8,SE,Spring barley,gdd,-0.0185792298385042
IPSL-CM6A-LR,-7.5,-7.5255,19,SE,Spring barley,gdd,-0.00612766031030109
IPSL-CM6A-LR,-6.5,-6.5577,11,SE,Spring barley,gdd,-0.00665863706757675
IPSL-CM6A-LR,-5.5,-5.5623,13,SE,Spring barley,gdd,0.000627459720629247
IPSL-CM6A-LR,-4.5,-4.3507,11,SE,Spring barley,gdd,0.000465069452972699
IPSL-CM6A-LR,-3.5,-3.4644,8,SE,Spring barley,gdd,0.000777046231434578
IPSL-CM6A-LR,-2.5,-2.5669,9,SE,Spring barley,gdd,0.000414717690158863
IPSL-CM6A-LR,-1.5,-1.2909,6,SE,Spring barley,gdd,0.000536869312667397
IPSL-CM6A-LR,-0.5,-0.6347,8,SE,Spring barley,gdd,0.000232255766170534
EC-Earth3,-9.5,-9.1554,4,SK,Spring barley,gdd,0.0004982892736161
EC-Earth3,-8.5,-8.4726,15,SK,Spring barley,gdd,0.000354138462522049
EC-Earth3,-7.5,-7.5562,20,SK,Spring barley,gdd,0.000477244881660035
EC-Earth3,-6.5,-6.4767,21,SK,Spring barley,gdd,-6.3816227363299e-05
EC-Earth3,-5.5,-5.3342,8,SK,Spring barley,gdd,-0.000304080323525709
EC-Earth3,-4.5,-4.5495,8,SK,Spring barley,gdd,-0.000246192686148515
EC-Earth3,-3.5,-3.3459,9,SK,Spring barley,gdd,7.43619040313813e-05
EC-Earth3,-2.5,-2.4493,5,SK,Spring barley,gdd,-5.47005938737635e-05
EC-Earth3,-1.5,-1.3807,6,SK,Spring barley,gdd,6.6550956994178e-05
EC-Earth3,-0.5,-0.6596,3,SK,Spring barley,gdd,-0.000601147873659197
HadGEM3-GC3-1LL,-8.5,-8.3848,12,SK,Spring barley,gdd,0.000186017604004379
HadGEM3-GC3-1LL,-7.5,-7.5599,19,SK,Spring barley,gdd,1.62737557597876e-06
HadGEM3-GC3-1LL,-6.5,-6.5442,24,SK,Spring barley,gdd,0.00010589397763319
HadGEM3-GC3-1LL,-5.5,-5.5797,10,SK,Spring barley,gdd,0.000153484161006118
HadGEM3-GC3-1LL,-4.5,-4.5263,6,SK,Spring barley,gdd,0.000211470561725361
HadGEM3-GC3-1LL,-3.5,-3.7835,7,SK,Spring barley,gdd,-4.1705426705371e-05
HadGEM3-GC3-1LL,-2.5,-2.4504,6,SK,Spring barley,gdd,-0.000114129842036035
HadGEM3-GC3-1LL,-1.5,-1.3098,8,SK,Spring barley,gdd,-0.000106540621652115
HadGEM3-GC3-1LL,-0.5,-0.331,6,SK,Spring barley,gdd,7.04969900005151e-05
HadGEM3-GC3-1MM,-14.5,-14.3032,4,SK,Spring barley,gdd,0.000426124215117869
HadGEM3-GC3-1MM,-13.5,-13.3931,8,SK,Spring barley,gdd,0.000332923847575487
HadGEM3-GC3-1MM,-12.5,-12.588,13,SK,Spring barley,gdd,0.000415710096894485
HadGEM3-GC3-1MM,-11.5,-11.5321,21,SK,Spring barley,gdd,0.000782944159868506
HadGEM3-GC3-1MM,-10.5,-10.4803,10,SK,Spring barley,gdd,0.000104424079967077
HadGEM3-GC3-1MM,-9.5,-9.6161,7,SK,Spring barley,gdd,0.000258547796500361
HadGEM3-GC3-1MM,-8.5,-8.6582,7,SK,Spring barley,gdd,0.000309149431497171
HadGEM3-GC3-1MM,-7.5,-7.6345,8,SK,Spring barley,gdd,0.000442836015714678
HadGEM3-GC3-1MM,-6.5,-6.4299,4,SK,Spring barley,gdd,1.89838564766249e-05
HadGEM3-GC3-1MM,-5.5,-5.3528,4,SK,Spring barley,gdd,9.9127404054394e-05
HadGEM3-GC3-1MM,-4.5,-4.3969,4,SK,Spring barley,gdd,-4.60948597804065e-05
IPSL-CM6A-LR,-9.5,-9.3401,5,SK,Spring barley,gdd,0.000353736978941096
IPSL-CM6A-LR,-8.5,-8.4598,8,SK,Spring barley,gdd,0.00027677325476606
IPSL-CM6A-LR,-7.5,-7.5255,19,SK,Spring barley,gdd,-6.39198253010833e-06
IPSL-CM6A-LR,-6.5,-6.5577,11,SK,Spring barley,gdd,0.000254141155617171
IPSL-CM6A-LR,-5.5,-5.5623,13,SK,Spring barley,gdd,2.01224595656843e-05
IPSL-CM6A-LR,-4.5,-4.3507,11,SK,Spring barley,gdd,0.000230418663243099
IPSL-CM6A-LR,-3.5,-3.4644,8,SK,Spring barley,gdd,-9.61289538685468e-06
IPSL-CM6A-LR,-2.5,-2.5669,9,SK,Spring barley,gdd,-0.000374453238449194
IPSL-CM6A-LR,-1.5,-1.2909,6,SK,Spring barley,gdd,-3.83660629489577e-05
IPSL-CM6A-LR,-0.5,-0.6347,8,SK,Spring barley,gdd,-9.95543589964625e-06
EC-Earth3,-9.5,-9.1554,4,CZ,Winter barley,gdd,-0.000252885512980127
EC-Earth3,-8.5,-8.4726,15,CZ,Winter barley,gdd,-0.000228039289208403
EC-Earth3,-7.5,-7.5562,20,CZ,Winter barley,gdd,-0.000145280689544908
EC-Earth3,-6.5,-6.4767,21,CZ,Winter barley,gdd,-0.000102871860253197
EC-Earth3,-5.5,-5.3342,8,CZ,Winter barley,gdd,-8.91387042798901e-05
EC-Earth3,-4.5,-4.5495,8,CZ,Winter barley,gdd,-2.18214811694975e-05
EC-Earth3,-3.5,-3.3459,9,CZ,Winter barley,gdd,-2.41471423932751e-05
EC-Earth3,-2.5,-2.4493,5,CZ,Winter barley,gdd,-4.83711520502687e-05
EC-Earth3,-1.5,-1.3807,6,CZ,Winter barley,gdd,-3.38063525695163e-05
EC-Earth3,-0.5,-0.6596,3,CZ,Winter barley,gdd,0.000105928019734176
HadGEM3-GC3-1LL,-8.5,-8.3848,12,CZ,Winter barley,gdd,-0.000188181671021223
HadGEM3-GC3-1LL,-7.5,-7.5599,19,CZ,Winter barley,gdd,-9.93455858482614e-05
HadGEM3-GC3-1LL,-6.5,-6.5442,24,CZ,Winter barley,gdd,-0.000108029528514707
HadGEM3-GC3-1LL,-5.5,-5.5797,10,CZ,Winter barley,gdd,-5.29863156938439e-05
HadGEM3-GC3-1LL,-4.5,-4.5263,6,CZ,Winter barley,gdd,-0.000175543593647477
HadGEM3-GC3-1LL,-3.5,-3.7835,7,CZ,Winter barley,gdd,-0.000124723952158475
HadGEM3-GC3-1LL,-2.5,-2.4504,6,CZ,Winter barley,gdd,-9.78098592110021e-05
HadGEM3-GC3-1LL,-1.5,-1.3098,8,CZ,Winter barley,gdd,1.75405581247046e-05
HadGEM3-GC3-1LL,-0.5,-0.331,6,CZ,Winter barley,gdd,-7.49804608801497e-06
HadGEM3-GC3-1MM,-14.5,-14.3032,4,CZ,Winter barley,gdd,0.000218495968844743
HadGEM3-GC3-1MM,-13.5,-13.3931,8,CZ,Winter barley,gdd,0.000946677030957867
HadGEM3-GC3-1MM,-12.5,-12.588,13,CZ,Winter barley,gdd,0.000405374660631778
HadGEM3-GC3-1MM,-11.5,-11.5321,21,CZ,Winter barley,gdd,7.98516403940405e-05
HadGEM3-GC3-1MM,-10.5,-10.4803,10,CZ,Winter barley,gdd,0.000573563728423902
HadGEM3-GC3-1MM,-9.5,-9.6161,7,CZ,Winter barley,gdd,-0.000133725645180788
HadGEM3-GC3-1MM,-8.5,-8.6582,7,CZ,Winter barley,gdd,-0.000224379074348706
HadGEM3-GC3-1MM,-7.5,-7.6345,8,CZ,Winter barley,gdd,-0.000282469746042039
HadGEM3-GC3-1MM,-6.5,-6.4299,4,CZ,Winter barley,gdd,-0.000120328036688799
HadGEM3-GC3-1MM,-5.5,-5.3528,4,CZ,Winter barley,gdd,-2.71523190174223e-05
HadGEM3-GC3-1MM,-4.5,-4.3969,4,CZ,Winter barley,gdd,-6.77533422303234e-05
IPSL-CM6A-LR,-9.5,-9.3401,5,CZ,Winter barley,gdd,-0.000244129411846502
IPSL-CM6A-LR,-8.5,-8.4598,8,CZ,Winter barley,gdd,-0.000248164021281492
IPSL-CM6A-LR,-7.5,-7.5255,19,CZ,Winter barley,gdd,-0.000251132711529674
IPSL-CM6A-LR,-6.5,-6.5577,11,CZ,Winter barley,gdd,-0.000179488721327316
IPSL-CM6A-LR,-5.5,-5.5623,13,CZ,Winter barley,gdd,-9.48687849526661e-05
IPSL-CM6A-LR,-4.5,-4.3507,11,CZ,Winter barley,gdd,-2.64093602438807e-05
IPSL-CM6A-LR,-3.5,-3.4644,8,CZ,Winter barley,gdd,-6.56874507977987e-05
IPSL-CM6A-LR,-2.5,-2.5669,9,CZ,Winter barley,gdd,-9.1719938795109e-05
IPSL-CM6A-LR,-1.5,-1.2909,6,CZ,Winter barley,gdd,-5.69792419369864e-05
IPSL-CM6A-LR,-0.5,-0.6347,8,CZ,Winter barley,gdd,4.72139884309112e-06
EC-Earth3,-9.5,-9.1554,4,DE,Winter barley,gdd,-0.000256091736367733
EC-Earth3,-8.5,-8.4726,15,DE,Winter barley,gdd,-0.000341938263941116
EC-Earth3,-7.5,-7.5562,20,DE,Winter barley,gdd,-0.000214098542459891
EC-Earth3,-6.5,-6.4767,21,DE,Winter barley,gdd,-0.000131241741645185
EC-Earth3,-5.5,-5.3342,8,DE,Winter barley,gdd,-0.000112736191663309
EC-Earth3,-4.5,-4.5495,8,DE,Winter barley,gdd,-0.000185696878557262
EC-Earth3,-3.5,-3.3459,9,DE,Winter barley,gdd,-9.44538050705595e-05
EC-Earth3,-2.5,-2.4493,5,DE,Winter barley,gdd,-0.000130607250740114
EC-Earth3,-1.5,-1.3807,6,DE,Winter barley,gdd,-4.17254930277181e-05
EC-Earth3,-0.5,-0.6596,3,DE,Winter barley,gdd,1.92709119261413e-05
HadGEM3-GC3-1LL,-8.5,-8.3848,12,DE,Winter barley,gdd,-0.00025428723501486
HadGEM3-GC3-1LL,-7.5,-7.5599,19,DE,Winter barley,gdd,-0.000184068923704779
HadGEM3-GC3-1LL,-6.5,-6.5442,24,DE,Winter barley,gdd,-0.000171952168051597
HadGEM3-GC3-1LL,-5.5,-5.5797,10,DE,Winter barley,gdd,-0.000126410029071245
HadGEM3-GC3-1LL,-4.5,-4.5263,6,DE,Winter barley,gdd,-0.000146794006900949
HadGEM3-GC3-1LL,-3.5,-3.7835,7,DE,Winter barley,gdd,-0.000202420440697448
HadGEM3-GC3-1LL,-2.5,-2.4504,6,DE,Winter barley,gdd,-8.30572192244882e-05
HadGEM3-GC3-1LL,-1.5,-1.3098,8,DE,Winter barley,gdd,-2.27859006432794e-05
HadGEM3-GC3-1LL,-0.5,-0.331,6,DE,Winter barley,gdd,-6.51920957025573e-05
HadGEM3-GC3-1MM,-14.5,-14.3032,4,DE,Winter barley,gdd,0.00600710108087052
HadGEM3-GC3-1MM,-13.5,-13.3931,8,DE,Winter barley,gdd,0.00872074700509162
HadGEM3-GC3-1MM,-12.5,-12.588,13,DE,Winter barley,gdd,0.00549019888381854
HadGEM3-GC3-1MM,-11.5,-11.5321,21,DE,Winter barley,gdd,0.00323981836911136
HadGEM3-GC3-1MM,-10.5,-10.4803,10,DE,Winter barley,gdd,0.0019276662386814
HadGEM3-GC3-1MM,-9.5,-9.6161,7,DE,Winter barley,gdd,-0.000231004112579192
HadGEM3-GC3-1MM,-8.5,-8.6582,7,DE,Winter barley,gdd,-0.000262245081222298
HadGEM3-GC3-1MM,-7.5,-7.6345,8,DE,Winter barley,gdd,-0.000302175559923217
HadGEM3-GC3-1MM,-6.5,-6.4299,4,DE,Winter barley,gdd,-0.000138405848997206
HadGEM3-GC3-1MM,-5.5,-5.3528,4,DE,Winter barley,gdd,-0.000147322729878213
HadGEM3-GC3-1MM,-4.5,-4.3969,4,DE,Winter barley,gdd,-0.000131362841757497
IPSL-CM6A-LR,-9.5,-9.3401,5,DE,Winter barley,gdd,-0.000254844762513734
IPSL-CM6A-LR,-8.5,-8.4598,8,DE,Winter barley,gdd,1.93529476665005e-05
IPSL-CM6A-LR,-7.5,-7.5255,19,DE,Winter barley,gdd,-0.00027684937785171
IPSL-CM6A-LR,-6.5,-6.5577,11,DE,Winter barley,gdd,-0.000246305126433632
IPSL-CM6A-LR,-5.5,-5.5623,13,DE,Winter barley,gdd,-0.000180667832796204
IPSL-CM6A-LR,-4.5,-4.3507,11,DE,Winter barley,gdd,-0.000145305873745136
IPSL-CM6A-LR,-3.5,-3.4644,8,DE,Winter barley,gdd,-0.000183931100011159
IPSL-CM6A-LR,-2.5,-2.5669,9,DE,Winter barley,gdd,-8.65818674423565e-05
IPSL-CM6A-LR,-1.5,-1.2909,6,DE,Winter barley,gdd,-0.000133838051997809
IPSL-CM6A-LR,-0.5,-0.6347,8,DE,Winter barley,gdd,-2.38532532451318e-05
EC-Earth3,-9.5,-9.1554,4,DK,Winter barley,gdd,-0.000213925584839119
EC-Earth3,-8.5,-8.4726,15,DK,Winter barley,gdd,-0.000325451564993115
EC-Earth3,-7.5,-7.5562,20,DK,Winter barley,gdd,-0.000246665558927312
EC-Earth3,-6.5,-6.4767,21,DK,Winter barley,gdd,-0.000179544945816826
EC-Earth3,-5.5,-5.3342,8,DK,Winter barley,gdd,-8.43100110492358e-05
EC-Earth3,-4.5,-4.5495,8,DK,Winter barley,gdd,-0.000259265714280153
EC-Earth3,-3.5,-3.3459,9,DK,Winter barley,gdd,-0.000129090614730232
EC-Earth3,-2.5,-2.4493,5,DK,Winter barley,gdd,-0.000148372252974991
EC-Earth3,-1.5,-1.3807,6,DK,Winter barley,gdd,-8.10119528379805e-05
EC-Earth3,-0.5,-0.6596,3,DK,Winter barley,gdd,3.14748625066271e-05
HadGEM3-GC3-1LL,-8.5,-8.3848,12,DK,Winter barley,gdd,-0.000302064758915242
HadGEM3-GC3-1LL,-7.5,-7.5599,19,DK,Winter barley,gdd,-0.000235657092614471
HadGEM3-GC3-1LL,-6.5,-6.5442,24,DK,Winter barley,gdd,-0.0002075273384393
HadGEM3-GC3-1LL,-5.5,-5.5797,10,DK,Winter barley,gdd,-0.000169369772887573
HadGEM3-GC3-1LL,-4.5,-4.5263,6,DK,Winter barley,gdd,-0.000102574028621576
HadGEM3-GC3-1LL,-3.5,-3.7835,7,DK,Winter barley,gdd,-0.000274803903154668
HadGEM3-GC3-1LL,-2.5,-2.4504,6,DK,Winter barley,gdd,-0.000112657071721212
HadGEM3-GC3-1LL,-1.5,-1.3098,8,DK,Winter barley,gdd,5.99595478589251e-05
HadGEM3-GC3-1LL,-0.5,-0.331,6,DK,Winter barley,gdd,9.47019793547353e-06
HadGEM3-GC3-1MM,-14.5,-14.3032,4,DK,Winter barley,gdd,0.0250279868721483
HadGEM3-GC3-1MM,-13.5,-13.3931,8,DK,Winter barley,gdd,0.028461482722125
HadGEM3-GC3-1MM,-12.5,-12.588,13,DK,Winter barley,gdd,0.0290463536376273
HadGEM3-GC3-1MM,-11.5,-11.5321,21,DK,Winter barley,gdd,0.0214168227660865
HadGEM3-GC3-1MM,-10.5,-10.4803,10,DK,Winter barley,gdd,0.0146433586018432
HadGEM3-GC3-1MM,-9.5,-9.6161,7,DK,Winter barley,gdd,0.0008311222623873
HadGEM3-GC3-1MM,-8.5,-8.6582,7,DK,Winter barley,gdd,0.000555180978834479
HadGEM3-GC3-1MM,-7.5,-7.6345,8,DK,Winter barley,gdd,-0.000161670588182929
HadGEM3-GC3-1MM,-6.5,-6.4299,4,DK,Winter barley,gdd,-4.41977839168175e-05
HadGEM3-GC3-1MM,-5.5,-5.3528,4,DK,Winter barley,gdd,-0.000155321214150863
HadGEM3-GC3-1MM,-4.5,-4.3969,4,DK,Winter barley,gdd,-9.80628690999666e-05
IPSL-CM6A-LR,-9.5,-9.3401,5,DK,Winter barley,gdd,0.00161040358402799
IPSL-CM6A-LR,-8.5,-8.4598,8,DK,Winter barley,gdd,0.00486686389475149
IPSL-CM6A-LR,-7.5,-7.5255,19,DK,Winter barley,gdd,0.000582046132807202
IPSL-CM6A-LR,-6.5,-6.5577,11,DK,Winter barley,gdd,0.00183735389190155
IPSL-CM6A-LR,-5.5,-5.5623,13,DK,Winter barley,gdd,-0.000294911503362921
IPSL-CM6A-LR,-4.5,-4.3507,11,DK,Winter barley,gdd,-0.000211362024975799
IPSL-CM6A-LR,-3.5,-3.4644,8,DK,Winter barley,gdd,-0.000246667390237772
IPSL-CM6A-LR,-2.5,-2.5669,9,DK,Winter barley,gdd,-0.000128406333179799
IPSL-CM6A-LR,-1.5,-1.2909,6,DK,Winter barley,gdd,-0.000159637591270414
IPSL-CM6A-LR,-0.5,-0.6347,8,DK,Winter barley,gdd,-1.91226974759054e-05
EC-Earth3,-9.5,-9.1554,4,EE,Winter barley,gdd,-0.00023466814594707
EC-Earth3,-8.5,-8.4726,15,EE,Winter barley,gdd,-0.000174877192544857
EC-Earth3,-7.5,-7.5562,20,EE,Winter barley,gdd,-0.000178090743948186
EC-Earth3,-6.5,-6.4767,21,EE,Winter barley,gdd,-0.000134197250812083
EC-Earth3,-5.5,-5.3342,8,EE,Winter barley,gdd,-3.35481410392667e-05
EC-Earth3,-4.5,-4.5495,8,EE,Winter barley,gdd,-0.000179097729823651
EC-Earth3,-3.5,-3.3459,9,EE,Winter barley,gdd,-0.000185198510112119
EC-Earth3,-2.5,-2.4493,5,EE,Winter barley,gdd,-0.000132423220743747
EC-Earth3,-1.5,-1.3807,6,EE,Winter barley,gdd,-8.73419536556513e-06
EC-Earth3,-0.5,-0.6596,3,EE,Winter barley,gdd,6.38473635097144e-05
HadGEM3-GC3-1LL,-8.5,-8.3848,12,EE,Winter barley,gdd,-0.000236038415033453
HadGEM3-GC3-1LL,-7.5,-7.5599,19,EE,Winter barley,gdd,-0.000178693924780709
HadGEM3-GC3-1LL,-6.5,-6.5442,24,EE,Winter barley,gdd,-0.000210445827124273
HadGEM3-GC3-1LL,-5.5,-5.5797,10,EE,Winter barley,gdd,-0.000161425116962522
HadGEM3-GC3-1LL,-4.5,-4.5263,6,EE,Winter barley,gdd,-0.000141365680671999
HadGEM3-GC3-1LL,-3.5,-3.7835,7,EE,Winter barley,gdd,-0.000136155070365419
HadGEM3-GC3-1LL,-2.5,-2.4504,6,EE,Winter barley,gdd,-0.000220794608412946
HadGEM3-GC3-1LL,-1.5,-1.3098,8,EE,Winter barley,gdd,7.01390582225151e-06
HadGEM3-GC3-1LL,-0.5,-0.331,6,EE,Winter barley,gdd,-6.37389670455983e-05
HadGEM3-GC3-1MM,-14.5,-14.3032,4,EE,Winter barley,gdd,0.0089500937777199
HadGEM3-GC3-1MM,-13.5,-13.3931,8,EE,Winter barley,gdd,0.0155743701430657
HadGEM3-GC3-1MM,-12.5,-12.588,13,EE,Winter barley,gdd,0.0184662660961621
HadGEM3-GC3-1MM,-11.5,-11.5321,21,EE,Winter barley,gdd,0.0114985728553884
HadGEM3-GC3-1MM,-10.5,-10.4803,10,EE,Winter barley,gdd,0.0132794579781784
HadGEM3-GC3-1MM,-9.5,-9.6161,7,EE,Winter barley,gdd,0.00237225224579064
HadGEM3-GC3-1MM,-8.5,-8.6582,7,EE,Winter barley,gdd,0.00140296957965645
HadGEM3-GC3-1MM,-7.5,-7.6345,8,EE,Winter barley,gdd,0.000972050125443106
HadGEM3-GC3-1MM,-6.5,-6.4299,4,EE,Winter barley,gdd,-0.000234993967831984
HadGEM3-GC3-1MM,-5.5,-5.3528,4,EE,Winter barley,gdd,-0.000247281024481784
HadGEM3-GC3-1MM,-4.5,-4.3969,4,EE,Winter barley,gdd,-0.000148242133324416
IPSL-CM6A-LR,-9.5,-9.3401,5,EE,Winter barley,gdd,0.00170934836186974
IPSL-CM6A-LR,-8.5,-8.4598,8,EE,Winter barley,gdd,0.00385497987663702
IPSL-CM6A-LR,-7.5,-7.5255,19,EE,Winter barley,gdd,0.0010886943067638
IPSL-CM6A-LR,-6.5,-6.5577,11,EE,Winter barley,gdd,0.00153133644019873
IPSL-CM6A-LR,-5.5,-5.5623,13,EE,Winter barley,gdd,-0.000177984936554811
IPSL-CM6A-LR,-4.5,-4.3507,11,EE,Winter barley,gdd,-0.000186680865079299
IPSL-CM6A-LR,-3.5,-3.4644,8,EE,Winter barley,gdd,-0.00013169107833123
IPSL-CM6A-LR,-2.5,-2.5669,9,EE,Winter barley,gdd,-0.000148504288591103
IPSL-CM6A-LR,-1.5,-1.2909,6,EE,Winter barley,gdd,-0.000107342951740072
IPSL-CM6A-LR,-0.5,-0.6347,8,EE,Winter barley,gdd,-5.77812979766319e-05
EC-Earth3,-9.5,-9.1554,4,EL,Winter barley,gdd,-8.3376376437626e-05
EC-Earth3,-8.5,-8.4726,15,EL,Winter barley,gdd,-9.52144002360084e-05
EC-Earth3,-7.5,-7.5562,20,EL,Winter barley,gdd,-0.000176714748849057
EC-Earth3,-6.5,-6.4767,21,EL,Winter barley,gdd,-0.000104911852065496
EC-Earth3,-5.5,-5.3342,8,EL,Winter barley,gdd,-9.00517681188102e-05
EC-Earth3,-4.5,-4.5495,8,EL,Winter barley,gdd,-0.000102915228850755
