model,cntr,year,hdd_calendar,hdd_octmar,cdd_jja
ec-earth3,RS,2022,1437.39,1438.13,922.27
ec-earth3,RS,2023,1252.53,1090.81,828.61
ec-earth3,RS,2024,1235.02,995.99,1058.15
ec-earth3,SE,1990,2229.84,1826.17,82.53
ec-earth3,SE,1991,2610,2119.22,110.76
ec-earth3,SE,1992,2526.31,1902.28,124.01
ec-earth3,SE,1993,2715.97,2153.53,29.78
ec-earth3,SE,1994,2725.2,2414.1,189.78
ec-earth3,SE,1995,2807.7,2034.52,149.27
ec-earth3,SE,1996,3096.12,2608.74,108.57
ec-earth3,SE,1997,2745.27,2173.87,217.46
ec-earth3,SE,1998,2701.9,2140.4,28.72
ec-earth3,SE,1999,2572.27,2314.76,127.92
ec-earth3,SE,2000,2215.93,2022.29,55.49
ec-earth3,SE,2001,2710.54,1979.39,130.19
ec-earth3,SE,2002,2666.59,1986.93,206.41
ec-earth3,SE,2003,2705.93,2521.4,161.46
ec-earth3,SE,2004,2631.85,2228.23,96.51
ec-earth3,SE,2005,2550.97,2162.48,113.2
ec-earth3,SE,2006,2531.16,2331.77,207.98
ec-earth3,SE,2007,2377.07,1733.86,117.36
ec-earth3,SE,2008,2319,1903.31,116.86
ec-earth3,SE,2009,2651.23,2142.29,122.2
ec-earth3,SE,2010,3326.88,2563.2,151.01
ec-earth3,SE,2011,2411.61,2631.21,127.43
ec-earth3,SE,2012,2703.23,1936.02,74.05
ec-earth3,SE,2013,2645.68,2452.79,123.97
ec-earth3,SE,2014,2226.55,1784.95,170.54
ec-earth3,SE,2015,2193.71,1803.22,98.93
ec-earth3,SE,2016,2513.32,1969.59,113.48
ec-earth3,SE,2017,2421.09,2010.83,74
ec-earth3,SE,2018,2531.54,2203.17,256.03
ec-earth3,SE,2019,2351.29,1950.83,156.61
ec-earth3,SE,2020,1975.33,1733.99,162.82
ec-earth3,SE,2021,2583.91,1876.52,172.74
ec-earth3,SE,2022,2290.18,1939.58,176.9
ec-earth3,SE,2023,2542.26,1929.9,113.66
ec-earth3,SE,2024,2336.66,2225.22,130.14
ec-earth3,SI,1990,1964.13,1687.26,384.2
ec-earth3,SI,1991,2365.86,1920.04,445.11
ec-earth3,SI,1992,2010.21,1933.9,517.47
ec-earth3,SI,1993,2145.6,1871.6,433.55
ec-earth3,SI,1994,1812.36,1690.93,528.33
ec-earth3,SI,1995,2098.07,1757.26,393.86
ec-earth3,SI,1996,2340.76,2113.23,363.37
ec-earth3,SI,1997,2137.43,1800.53,379.36
ec-earth3,SI,1998,2082.89,1739.21,492.79
ec-earth3,SI,1999,2067.7,1969.14,412.1
ec-earth3,SI,2000,1745.57,1907.85,490.2
ec-earth3,SI,2001,1992.98,1397.64,488.67
ec-earth3,SI,2002,1767,1784.45,474.24
ec-earth3,SI,2003,2192.98,1832.44,683.49
ec-earth3,SI,2004,2152.14,1923.35,420.88
ec-earth3,SI,2005,2253.12,1928.87,391.73
ec-earth3,SI,2006,2065.38,2061.22,478.12
ec-earth3,SI,2007,1796.57,1350.14,499.5
ec-earth3,SI,2008,1863.87,1791.51,478.53
ec-earth3,SI,2009,1961.05,1810.43,481.95
ec-earth3,SI,2010,2167.45,1877.56,500.59
ec-earth3,SI,2011,2014.1,1839.28,496.63
ec-earth3,SI,2012,1989.42,1876.71,592.71
ec-earth3,SI,2013,2016.58,1845.22,560.83
ec-earth3,SI,2014,1539.16,1427.79,413.36
ec-earth3,SI,2015,1823.06,1547.64,593.24
ec-earth3,SI,2016,1897.98,1588.47,493.13
ec-earth3,SI,2017,1966.51,1792.39,612.76
ec-earth3,SI,2018,1850.76,1831.62,540.71
ec-earth3,SI,2019,1755.82,1576.01,618.25
ec-earth3,SI,2020,1819.5,1467.06,487.35
ec-earth3,SI,2021,2072.86,1701.62,572.67
ec-earth3,SI,2022,1803.09,1764.95,640.2
ec-earth3,SI,2023,1671.39,1484.04,535.3
ec-earth3,SI,2024,1526.94,1277.71,707.04
ec-earth3,SK,1990,2146.96,1816.31,355.59
ec-earth3,SK,1991,2556.25,2020.88,382.17
ec-earth3,SK,1992,2329.2,2072.89,523.81
ec-earth3,SK,1993,2444.58,2173.74,355.86
ec-earth3,SK,1994,2102.78,1817,489.21
ec-earth3,SK,1995,2361.54,1903.82,406.57
ec-earth3,SK,1996,2615.52,2371.81,330.5
ec-earth3,SK,1997,2481.32,2050.5,347
ec-earth3,SK,1998,2284.03,1876.12,419.1
ec-earth3,SK,1999,2259.63,2114.22,375.6
ec-earth3,SK,2000,2028.4,2064.35,420.25
ec-earth3,SK,2001,2335.87,1636.99,408.12
ec-earth3,SK,2002,2142.44,1997.62,459.4
ec-earth3,SK,2003,2460.96,2174.85,517.84
ec-earth3,SK,2004,2336.95,2091.24,351.61
ec-earth3,SK,2005,2481.65,2087.78,353.83
ec-earth3,SK,2006,2360.65,2283.6,428.76
ec-earth3,SK,2007,2024.76,1485.2,494.35
ec-earth3,SK,2008,1965.58,1927.25,413.86
ec-earth3,SK,2009,2199.26,1873.74,436.42
ec-earth3,SK,2010,2377.83,2002.34,436.89
ec-earth3,SK,2011,2249.86,2035.29,402.17
ec-earth3,SK,2012,2281.56,2067.87,508.94
ec-earth3,SK,2013,2200.36,2014.98,484.77
ec-earth3,SK,2014,1715.24,1514.47,400.59
ec-earth3,SK,2015,2002.22,1659.91,574.48
ec-earth3,SK,2016,2124.98,1683.26,434.17
ec-earth3,SK,2017,2209.64,2029.31,521.52
ec-earth3,SK,2018,2011.01,1916.17,523.51
ec-earth3,SK,2019,1885.46,1725.32,559.79
ec-earth3,SK,2020,1974.34,1573.64,450.37
ec-earth3,SK,2021,2259.87,1776.62,496.71
ec-earth3,SK,2022,1967.09,1795.23,555.09
ec-earth3,SK,2023,1848.05,1552.13,485.24
ec-earth3,SK,2024,1662.18,1402.66,610.24
ec-earth3,UK,1990,2099.74,1533.42,33.16
ec-earth3,UK,1991,2276.46,1711.16,26.42
ec-earth3,UK,1992,2261.98,1589.41,7.29
ec-earth3,UK,1993,2266.04,1670.33,3.34
ec-earth3,UK,1994,2176.39,1789.54,8.09
ec-earth3,UK,1995,2147.58,1537.11,100.34
ec-earth3,UK,1996,2342.37,1649.69,20.19
ec-earth3,UK,1997,1964.73,1598.76,42.67
ec-earth3,UK,1998,1997.83,1378.11,9.42
ec-earth3,UK,1999,2040.55,1560.41,28.15
ec-earth3,UK,2000,2189.48,1537.98,29.07
ec-earth3,UK,2001,2198.17,1791.22,14.22
ec-earth3,UK,2002,2060.66,1433.66,14.19
ec-earth3,UK,2003,2103.56,1628.65,41.8
ec-earth3,UK,2004,2047.79,1632.69,22.6
ec-earth3,UK,2005,1975.3,1498.66,25.33
ec-earth3,UK,2006,2035.17,1599.53,61.93
ec-earth3,UK,2007,1872.17,1478.6,10.98
ec-earth3,UK,2008,2192.24,1473.24,10.65
ec-earth3,UK,2009,2154.08,1717.86,10.11
ec-earth3,UK,2010,2556.32,1829.65,6.86
ec-earth3,UK,2011,1926.32,1865.48,3.44
ec-earth3,UK,2012,2149.09,1296.58,16.44
ec-earth3,UK,2013,2225.46,1794.92,48.85
ec-earth3,UK,2014,1995.71,1537.25,21.32
ec-earth3,UK,2015,2169.67,1632,7.08
ec-earth3,UK,2016,2098.35,1486.5,20.91
ec-earth3,UK,2017,1890.98,1482.08,11.11
ec-earth3,UK,2018,2130.18,1637.31,46.13
ec-earth3,UK,2019,2043.88,1425.71,28.42
ec-earth3,UK,2020,2060.48,1616.17,18.51
ec-earth3,UK,2021,2025.98,1591.66,43.96
ec-earth3,UK,2022,1900.21,1375.66,42.9
ec-earth3,UK,2023,1827.39,1472.61,27.71
ec-earth3,UK,2024,1897.64,1447.54,10.71
ipsl-cm6a-lr,AL,1990,1396.78,1283.42,532.21
ipsl-cm6a-lr,AL,1991,1680.99,1287.39,483.41
ipsl-cm6a-lr,AL,1992,1660.57,1579.15,549.34
ipsl-cm6a-lr,AL,1993,1627.4,1487.02,582.1
ipsl-cm6a-lr,AL,1994,1402.55,1184.72,592.16
ipsl-cm6a-lr,AL,1995,1573.89,1335.44,513.4
ipsl-cm6a-lr,AL,1996,1534.04,1424.06,551.38
ipsl-cm6a-lr,AL,1997,1486.14,1202.19,523.76
ipsl-cm6a-lr,AL,1998,1476.64,1260.06,729.07
ipsl-cm6a-lr,AL,1999,1431.08,1448.74,684.21
ipsl-cm6a-lr,AL,2000,1469.46,1397.59,692.53
ipsl-cm6a-lr,AL,2001,1397.71,1019.73,722.54
ipsl-cm6a-lr,AL,2002,1278.53,1321.9,641.28
ipsl-cm6a-lr,AL,2003,1448.75,1312.57,797.59
ipsl-cm6a-lr,AL,2004,1410.75,1273.65,618.22
ipsl-cm6a-lr,AL,2005,1537.83,1333.49,569.07
ipsl-cm6a-lr,AL,2006,1525.34,1388.71,587.57
ipsl-cm6a-lr,AL,2007,1318.55,1165.48,713.31
ipsl-cm6a-lr,AL,2008,1308.58,1272.89,689.65
ipsl-cm6a-lr,AL,2009,1314.91,1252.54,581.15
ipsl-cm6a-lr,AL,2010,1246.25,1141.95,626.98
ipsl-cm6a-lr,AL,2011,1525.15,1106.44,617.63
ipsl-cm6a-lr,AL,2012,1625.78,1627.8,784.15
ipsl-cm6a-lr,AL,2013,1398.8,1261.86,643.6
ipsl-cm6a-lr,AL,2014,1323.38,1159.2,552.31
ipsl-cm6a-lr,AL,2015,1605.59,1380.46,630.37
ipsl-cm6a-lr,AL,2016,1449.51,1244.32,625.53
ipsl-cm6a-lr,AL,2017,1599.57,1468.15,713.46
ipsl-cm6a-lr,AL,2018,1373.83,1341.57,547.32
ipsl-cm6a-lr,AL,2019,1419.87,1354.39,699.51
ipsl-cm6a-lr,AL,2020,1509.58,1224.2,599.16
ipsl-cm6a-lr,AL,2021,1457.46,1250.34,753.13
ipsl-cm6a-lr,AL,2022,1508.78,1423.79,695.96
ipsl-cm6a-lr,AL,2023,1377.99,1185.59,654.29
ipsl-cm6a-lr,AL,2024,1280.5,1057.7,849.48
ipsl-cm6a-lr,AT,1990,2204.39,1791.66,307.26
ipsl-cm6a-lr,AT,1991,2607.88,2062.06,310.67
ipsl-cm6a-lr,AT,1992,2277.23,2040.09,440
ipsl-cm6a-lr,AT,1993,2426.36,2085.64,298.79
ipsl-cm6a-lr,AT,1994,2083.54,1884.44,425.76
ipsl-cm6a-lr,AT,1995,2393.86,1880.54,322.41
ipsl-cm6a-lr,AT,1996,2715.3,2350.1,264.15
ipsl-cm6a-lr,AT,1997,2398.53,1996.19,283.53
ipsl-cm6a-lr,AT,1998,2285.68,1884.49,358.93
ipsl-cm6a-lr,AT,1999,2291.31,2079.1,289.92
ipsl-cm6a-lr,AT,2000,2054.35,2017.02,355.5
ipsl-cm6a-lr,AT,2001,2330.3,1733.61,344.73
ipsl-cm6a-lr,AT,2002,2100.1,1880.93,377.19
ipsl-cm6a-lr,AT,2003,2453.91,2058.81,516.89
ipsl-cm6a-lr,AT,2004,2381.07,2109.94,308.06
ipsl-cm6a-lr,AT,2005,2511.99,2084.33,293.21
ipsl-cm6a-lr,AT,2006,2373.83,2299.15,360.87
ipsl-cm6a-lr,AT,2007,2067.35,1515.26,387.05
ipsl-cm6a-lr,AT,2008,2123.14,1953.22,348.47
ipsl-cm6a-lr,AT,2009,2294.83,2023.7,354.3
ipsl-cm6a-lr,AT,2010,2553.29,2098.13,365.25
ipsl-cm6a-lr,AT,2011,2186.44,2073.81,344.91
ipsl-cm6a-lr,AT,2012,2301.79,1982.8,420.27
ipsl-cm6a-lr,AT,2013,2343.82,2077.81,416.59
ipsl-cm6a-lr,AT,2014,1836.45,1662.12,316.6
ipsl-cm6a-lr,AT,2015,2025.39,1703.21,500.67
ipsl-cm6a-lr,AT,2016,2146.7,1675.86,370.29
ipsl-cm6a-lr,AT,2017,2224.7,1947.6,467.17
ipsl-cm6a-lr,AT,2018,2057.31,1970.29,465.16
ipsl-cm6a-lr,AT,2019,2007.09,1711.99,506.44
ipsl-cm6a-lr,AT,2020,2023.58,1645.11,376.72
ipsl-cm6a-lr,AT,2021,2308.17,1869.68,402.02
ipsl-cm6a-lr,AT,2022,1995.55,1805.68,467.96
ipsl-cm6a-lr,AT,2023,1938.5,1631.66,436.89
ipsl-cm6a-lr,AT,2024,1805.31,1484.29,529.79
ipsl-cm6a-lr,BE,1990,1764.76,1296.8,212
ipsl-cm6a-lr,BE,1991,2148.48,1608.5,175.1
ipsl-cm6a-lr,BE,1992,1922.97,1629.95,192.52
ipsl-cm6a-lr,BE,1993,1972.76,1606.86,126.59
ipsl-cm6a-lr,BE,1994,1742.94,1645.01,268.36
ipsl-cm6a-lr,BE,1995,1908.93,1340.16,295.35
ipsl-cm6a-lr,BE,1996,2355.8,1832.4,176.4
ipsl-cm6a-lr,BE,1997,1930.9,1661.13,234.45
ipsl-cm6a-lr,BE,1998,1862.49,1444.09,141.19
ipsl-cm6a-lr,BE,1999,1695.89,1569.29,209.69
ipsl-cm6a-lr,BE,2000,1627.1,1464.08,159.8
ipsl-cm6a-lr,BE,2001,1877.86,1410.98,223.64
ipsl-cm6a-lr,BE,2002,1625.35,1353,196.94
ipsl-cm6a-lr,BE,2003,1914.79,1510.85,319.09
ipsl-cm6a-lr,BE,2004,1829.39,1560.75,205.63
ipsl-cm6a-lr,BE,2005,1783.42,1526.5,208.82
ipsl-cm6a-lr,BE,2006,1765.95,1633.96,280.22
ipsl-cm6a-lr,BE,2007,1489.95,1071.83,160.89
ipsl-cm6a-lr,BE,2008,1800.67,1420.85,163.02
ipsl-cm6a-lr,BE,2009,1851.45,1731.84,219.89
ipsl-cm6a-lr,BE,2010,2292.05,1655.54,235.03
ipsl-cm6a-lr,BE,2011,1572.38,1669.27,141.41
ipsl-cm6a-lr,BE,2012,1907.07,1436.2,185.85
ipsl-cm6a-lr,BE,2013,2136.1,1742.22,236.54
ipsl-cm6a-lr,BE,2014,1482.19,1274.08,178.4
ipsl-cm6a-lr,BE,2015,1685.36,1432.3,254.59
ipsl-cm6a-lr,BE,2016,1834.55,1248.73,216.69
ipsl-cm6a-lr,BE,2017,1727.54,1496.11,258.51
ipsl-cm6a-lr,BE,2018,1747.58,1507.91,334.97
ipsl-cm6a-lr,BE,2019,1693.09,1350.71,300.51
ipsl-cm6a-lr,BE,2020,1494.93,1260.19,291.05
ipsl-cm6a-lr,BE,2021,1870.56,1355.33,203.63
ipsl-cm6a-lr,BE,2022,1591.92,1332.29,347.09
ipsl-cm6a-lr,BE,2023,1523.42,1268.36,281.21
ipsl-cm6a-lr,BE,2024,1493.42,1145.93,259.85
ipsl-cm6a-lr,BG,1990,1924.49,1843.29,528.38
ipsl-cm6a-lr,BG,1991,2336.31,1876.2,475.55
ipsl-cm6a-lr,BG,1992,2157.36,2028.67,534.42
ipsl-cm6a-lr,BG,1993,2234.05,2017.52,560.19
ipsl-cm6a-lr,BG,1994,1891.85,1747.04,570.4
ipsl-cm6a-lr,BG,1995,2180.06,1813.69,500.38
ipsl-cm6a-lr,BG,1996,2323.62,2291.63,565.99
ipsl-cm6a-lr,BG,1997,2297.66,1815.27,453.13
ipsl-cm6a-lr,BG,1998,2114.64,1904.26,612.8
ipsl-cm6a-lr,BG,1999,1930.82,1969.28,589.25
ipsl-cm6a-lr,BG,2000,1963.4,1908.88,652.79
ipsl-cm6a-lr,BG,2001,2041.85,1503.71,606.64
ipsl-cm6a-lr,BG,2002,1921.57,1886.99,551.44
ipsl-cm6a-lr,BG,2003,2288.88,2046.4,654.03
ipsl-cm6a-lr,BG,2004,2004.42,1912.98,478.96
ipsl-cm6a-lr,BG,2005,2128.98,1816.2,465.04
ipsl-cm6a-lr,BG,2006,2112.77,1995.7,539.63
ipsl-cm6a-lr,BG,2007,1846.17,1522.72,714.62
ipsl-cm6a-lr,BG,2008,1908.95,1892.5,621.4
ipsl-cm6a-lr,BG,2009,1908.1,1765.4,582.63
ipsl-cm6a-lr,BG,2010,1929.17,1740.39,607.31
ipsl-cm6a-lr,BG,2011,2198.35,1783.15,570.56
ipsl-cm6a-lr,BG,2012,2138.37,2132.94,761.15
ipsl-cm6a-lr,BG,2013,1866.24,1707.15,599
ipsl-cm6a-lr,BG,2014,1747.22,1548.65,532.29
ipsl-cm6a-lr,BG,2015,1800.91,1737.6,618.16
ipsl-cm6a-lr,BG,2016,1854.76,1485.14,642.75
ipsl-cm6a-lr,BG,2017,1954.97,1899.86,659.99
ipsl-cm6a-lr,BG,2018,1835.1,1667.99,583.28
ipsl-cm6a-lr,BG,2019,1642.7,1679.27,642.45
ipsl-cm6a-lr,BG,2020,1706.22,1405.32,600.91
ipsl-cm6a-lr,BG,2021,1875.16,1568.35,674.66
ipsl-cm6a-lr,BG,2022,1762.06,1716.41,681.42
ipsl-cm6a-lr,BG,2023,1544.67,1341.75,705.77
ipsl-cm6a-lr,BG,2024,1476.38,1261,865.01
ipsl-cm6a-lr,CH,1990,2280.06,1785.48,261.92
ipsl-cm6a-lr,CH,1991,2626.17,2030.17,294.03
ipsl-cm6a-lr,CH,1992,2404.86,2124.18,299.01
ipsl-cm6a-lr,CH,1993,2436.79,1987.37,236.64
ipsl-cm6a-lr,CH,1994,2120.44,1888.11,355.42
ipsl-cm6a-lr,CH,1995,2436.13,1842.01,267.69
ipsl-cm6a-lr,CH,1996,2651.18,2098.56,216.63
ipsl-cm6a-lr,CH,1997,2314.77,1935.21,235.77
ipsl-cm6a-lr,CH,1998,2424.83,1897.51,286.08
ipsl-cm6a-lr,CH,1999,2404.81,2113.33,230.11
ipsl-cm6a-lr,CH,2000,2172.96,2020.48,262.35
ipsl-cm6a-lr,CH,2001,2379.4,1739.62,268.26
ipsl-cm6a-lr,CH,2002,2159.38,1886.6,270.48
ipsl-cm6a-lr,CH,2003,2466.11,1928.9,510.53
ipsl-cm6a-lr,CH,2004,2449.89,2089.53,252.63
ipsl-cm6a-lr,CH,2005,2560.28,2094.22,259.58
ipsl-cm6a-lr,CH,2006,2371.4,2235.45,314.73
ipsl-cm6a-lr,CH,2007,2202.23,1609.31,230.64
ipsl-cm6a-lr,CH,2008,2365.63,1997.76,261.17
ipsl-cm6a-lr,CH,2009,2381.1,2173.38,294.68
ipsl-cm6a-lr,CH,2010,2660.85,2096.02,279.94
ipsl-cm6a-lr,CH,2011,2113.18,2008.36,255.93
ipsl-cm6a-lr,CH,2012,2394.39,1958.37,295.56
ipsl-cm6a-lr,CH,2013,2569.7,2113.25,311.17
ipsl-cm6a-lr,CH,2014,1994.3,1777.68,219.29
ipsl-cm6a-lr,CH,2015,2192.83,1797.98,408.19
ipsl-cm6a-lr,CH,2016,2309.86,1757.07,290.49
ipsl-cm6a-lr,CH,2017,2339.47,1940.64,368.08
ipsl-cm6a-lr,CH,2018,2134.49,2006.82,391.34
ipsl-cm6a-lr,CH,2019,2208.57,1800.88,383.13
ipsl-cm6a-lr,CH,2020,2064.42,1670.24,315.51
ipsl-cm6a-lr,CH,2021,2397.25,1875.66,253.88
ipsl-cm6a-lr,CH,2022,1997.09,1866.13,427.18
ipsl-cm6a-lr,CH,2023,2034.96,1638.45,399.07
ipsl-cm6a-lr,CH,2024,2007.17,1566.47,361.95
ipsl-cm6a-lr,CY,1990,712.22,672.59,729.98
ipsl-cm6a-lr,CY,1991,690.66,555.78,701.74
ipsl-cm6a-lr,CY,1992,1035.14,928.63,672
ipsl-cm6a-lr,CY,1993,812.22,852.56,760.79
ipsl-cm6a-lr,CY,1994,650.32,532.48,771.78
ipsl-cm6a-lr,CY,1995,726.41,637.88,788.33
ipsl-cm6a-lr,CY,1996,620.72,691.3,807.33
ipsl-cm6a-lr,CY,1997,725.1,606.23,740.48
ipsl-cm6a-lr,CY,1998,618.35,606.72,860.51
ipsl-cm6a-lr,CY,1999,519.56,474.71,819.49
ipsl-cm6a-lr,CY,2000,707.44,652.69,883.9
ipsl-cm6a-lr,CY,2001,530.3,475.11,835.65
ipsl-cm6a-lr,CY,2002,622.86,574.57,845.26
ipsl-cm6a-lr,CY,2003,687.97,645.3,817.08
ipsl-cm6a-lr,CY,2004,660.85,591.74,790.4
ipsl-cm6a-lr,CY,2005,636.16,608.44,773.86
ipsl-cm6a-lr,CY,2006,665.26,592.52,818.96
ipsl-cm6a-lr,CY,2007,576.38,603.69,947.51
ipsl-cm6a-lr,CY,2008,547.02,537.46,978.84
ipsl-cm6a-lr,CY,2009,481.5,470.37,938.77
ipsl-cm6a-lr,CY,2010,358.57,364.06,932.01
ipsl-cm6a-lr,CY,2011,539.76,393.5,898.22
ipsl-cm6a-lr,CY,2012,568.17,622.38,1025.71
ipsl-cm6a-lr,CY,2013,462.28,385.42,929.78
ipsl-cm6a-lr,CY,2014,232.71,303.92,883.1
ipsl-cm6a-lr,CY,2015,398.58,348.59,878.79
ipsl-cm6a-lr,CY,2016,454.92,362.99,918.82
ipsl-cm6a-lr,CY,2017,397.89,505.71,946.88
ipsl-cm6a-lr,CY,2018,246.43,216.33,908.66
ipsl-cm6a-lr,CY,2019,360.5,352.87,926.52
ipsl-cm6a-lr,CY,2020,322.39,346.42,900.54
ipsl-cm6a-lr,CY,2021,255.96,208.15,1019.13
ipsl-cm6a-lr,CY,2022,356.93,382.48,999.64
ipsl-cm6a-lr,CY,2023,205.84,199.37,1011.22
ipsl-cm6a-lr,CY,2024,151.62,110.36,1080.47
ipsl-cm6a-lr,CZ,1990,2175.49,1787.76,293.4
ipsl-cm6a-lr,CZ,1991,2627.59,2040.35,288.48
ipsl-cm6a-lr,CZ,1992,2350.58,2056.77,434.46
ipsl-cm6a-lr,CZ,1993,2486.55,2174.57,256.18
ipsl-cm6a-lr,CZ,1994,2187,1926.62,423.37
ipsl-cm6a-lr,CZ,1995,2444.36,1911.84,334.09
ipsl-cm6a-lr,CZ,1996,2875.43,2481.77,238.29
ipsl-cm6a-lr,CZ,1997,2556.41,2120.18,286.45
ipsl-cm6a-lr,CZ,1998,2307.84,1932.98,303.93
ipsl-cm6a-lr,CZ,1999,2280.59,2099.46,285.88
ipsl-cm6a-lr,CZ,2000,2053.06,1990.73,315.8
ipsl-cm6a-lr,CZ,2001,2428.73,1810.88,293.95
ipsl-cm6a-lr,CZ,2002,2246.75,1927.82,358.66
ipsl-cm6a-lr,CZ,2003,2510.99,2206.63,455.85
ipsl-cm6a-lr,CZ,2004,2407.22,2130.65,293.13
ipsl-cm6a-lr,CZ,2005,2495.1,2089.08,273.15
ipsl-cm6a-lr,CZ,2006,2429.06,2350.96,366.76
ipsl-cm6a-lr,CZ,2007,2082.31,1503.31,365.95
ipsl-cm6a-lr,CZ,2008,2127.63,1942.08,331.15
ipsl-cm6a-lr,CZ,2009,2300.2,2005.92,314.7
ipsl-cm6a-lr,CZ,2010,2663.35,2140.24,356.83
ipsl-cm6a-lr,CZ,2011,2238.31,2152.12,298.59
ipsl-cm6a-lr,CZ,2012,2378.8,2010.52,365.72
ipsl-cm6a-lr,CZ,2013,2413.71,2162.8,372.72
ipsl-cm6a-lr,CZ,2014,1854.32,1660.99,315.51
ipsl-cm6a-lr,CZ,2015,2010.72,1670.01,490.66
ipsl-cm6a-lr,CZ,2016,2218.47,1691.21,342.51
ipsl-cm6a-lr,CZ,2017,2233.14,2015.41,410.71
ipsl-cm6a-lr,CZ,2018,2088.18,1940.31,481.35
ipsl-cm6a-lr,CZ,2019,1977.69,1729.7,478.62
ipsl-cm6a-lr,CZ,2020,2015.7,1602.24,340.28
ipsl-cm6a-lr,CZ,2021,2392.42,1894.88,349.09
ipsl-cm6a-lr,CZ,2022,2064.08,1787.76,428.92
ipsl-cm6a-lr,CZ,2023,1940.91,1667.38,410.57
ipsl-cm6a-lr,CZ,2024,1822.14,1494.17,463.72
ipsl-cm6a-lr,DE,1990,1869.17,1481.33,245.71
ipsl-cm6a-lr,DE,1991,2299.21,1765.22,263.9
ipsl-cm6a-lr,DE,1992,2065.55,1780.7,321
ipsl-cm6a-lr,DE,1993,2171.8,1813.79,186.59
ipsl-cm6a-lr,DE,1994,1887.68,1767.44,357.88
ipsl-cm6a-lr,DE,1995,2158.15,1587.07,315.75
ipsl-cm6a-lr,DE,1996,2605.1,2137.77,210.2
ipsl-cm6a-lr,DE,1997,2173.56,1837.51,281.22
ipsl-cm6a-lr,DE,1998,1999.41,1635.15,217.35
ipsl-cm6a-lr,DE,1999,1955.55,1783.04,256.53
ipsl-cm6a-lr,DE,2000,1758.63,1656.29,230
ipsl-cm6a-lr,DE,2001,2069.83,1555.33,280.32
ipsl-cm6a-lr,DE,2002,1907.48,1581.3,280.7
ipsl-cm6a-lr,DE,2003,2165.74,1823.02,435.86
ipsl-cm6a-lr,DE,2004,2098.4,1785.91,242.64
ipsl-cm6a-lr,DE,2005,2105.47,1793.29,239.84
ipsl-cm6a-lr,DE,2006,2048.85,1960.08,338.04
ipsl-cm6a-lr,DE,2007,1787.31,1242.76,239.85
ipsl-cm6a-lr,DE,2008,1972.28,1654.91,267.84
ipsl-cm6a-lr,DE,2009,2079.31,1879.22,272.68
ipsl-cm6a-lr,DE,2010,2520.18,1901.96,307.91
ipsl-cm6a-lr,DE,2011,1893.88,1904.97,228.44
ipsl-cm6a-lr,DE,2012,2101.05,1684.81,260.72
ipsl-cm6a-lr,DE,2013,2240.1,1945.45,310.62
ipsl-cm6a-lr,DE,2014,1646.5,1431.69,255.44
ipsl-cm6a-lr,DE,2015,1834.77,1542.86,363.75
ipsl-cm6a-lr,DE,2016,2022.75,1466.6,285.67
ipsl-cm6a-lr,DE,2017,1952.03,1717.87,301.01
ipsl-cm6a-lr,DE,2018,1883.28,1694.69,416.86
ipsl-cm6a-lr,DE,2019,1838.68,1500.16,402.02
ipsl-cm6a-lr,DE,2020,1711.03,1409.4,339.12
ipsl-cm6a-lr,DE,2021,2095.7,1595.16,273.71
ipsl-cm6a-lr,DE,2022,1761.85,1520.12,415.21
ipsl-cm6a-lr,DE,2023,1700.83,1413.57,343.95
ipsl-cm6a-lr,DE,2024,1622.96,1303.04,341.29
ipsl-cm6a-lr,DK,1990,1831.88,1446.31,93.24
ipsl-cm6a-lr,DK,1991,2252.16,1761.6,105.43
ipsl-cm6a-lr,DK,1992,2123.07,1634.31,147.52
ipsl-cm6a-lr,DK,1993,2321.28,1826.22,24.49
ipsl-cm6a-lr,DK,1994,2152.18,1952.43,182.15
ipsl-cm6a-lr,DK,1995,2374.35,1695.31,170.84
ipsl-cm6a-lr,DK,1996,2750.55,2253.35,100.03
ipsl-cm6a-lr,DK,1997,2377.61,1890.37,203.42
ipsl-cm6a-lr,DK,1998,2215.28,1727.28,27.7
ipsl-cm6a-lr,DK,1999,2155.59,1943.76,97.28
ipsl-cm6a-lr,DK,2000,1860.02,1669.39,49.05
ipsl-cm6a-lr,DK,2001,2264.28,1696.8,117.26
ipsl-cm6a-lr,DK,2002,2129.09,1592.63,183.63
ipsl-cm6a-lr,DK,2003,2251.64,2061.77,160.7
ipsl-cm6a-lr,DK,2004,2112.68,1819.08,93.09
ipsl-cm6a-lr,DK,2005,2097.8,1748.5,87.04
ipsl-cm6a-lr,DK,2006,2059.38,1887.08,188.99
ipsl-cm6a-lr,DK,2007,1820.21,1232.6,100.28
ipsl-cm6a-lr,DK,2008,1916.92,1580.92,117.66
ipsl-cm6a-lr,DK,2009,2108.99,1727.89,139.44
ipsl-cm6a-lr,DK,2010,2733.64,2039.37,144.15
ipsl-cm6a-lr,DK,2011,2125.26,2145.97,87.12
ipsl-cm6a-lr,DK,2012,2331.09,1670.34,82.64
ipsl-cm6a-lr,DK,2013,2350.24,2082.26,129.22
ipsl-cm6a-lr,DK,2014,1831.45,1490.91,160.67
ipsl-cm6a-lr,DK,2015,1991.29,1519.46,99.55
ipsl-cm6a-lr,DK,2016,2193.38,1603.14,105.16
ipsl-cm6a-lr,DK,2017,2077.98,1740.5,62.4
