model,cntr,year,hdd_calendar,hdd_octmar,cdd_jja
ipsl-cm6a-lr,DK,2018,2148.1,1814.75,229.51
ipsl-cm6a-lr,DK,2019,1975.94,1551.31,151.17
ipsl-cm6a-lr,DK,2020,1838.88,1465.46,147.66
ipsl-cm6a-lr,DK,2021,2257.05,1674.12,134.61
ipsl-cm6a-lr,DK,2022,1963.68,1561.4,156.85
ipsl-cm6a-lr,DK,2023,2067.74,1543.6,109.94
ipsl-cm6a-lr,DK,2024,1897.05,1685.82,113.77
ipsl-cm6a-lr,EE,1990,2511.88,2063.24,111.84
ipsl-cm6a-lr,EE,1991,2712.48,2262.42,147.98
ipsl-cm6a-lr,EE,1992,2727.79,1962.62,183.42
ipsl-cm6a-lr,EE,1993,3052.22,2309.2,73.14
ipsl-cm6a-lr,EE,1994,3115.83,2824.52,195.46
ipsl-cm6a-lr,EE,1995,2825.01,2193.81,172.72
ipsl-cm6a-lr,EE,1996,3309.37,2822.54,144.54
ipsl-cm6a-lr,EE,1997,3017.48,2218.65,259.09
ipsl-cm6a-lr,EE,1998,3012.62,2430.57,79.36
ipsl-cm6a-lr,EE,1999,2792.84,2577.59,239.06
ipsl-cm6a-lr,EE,2000,2463.66,2149.07,115.46
ipsl-cm6a-lr,EE,2001,2936.97,2113.35,228.84
ipsl-cm6a-lr,EE,2002,2978.86,2247.42,268.42
ipsl-cm6a-lr,EE,2003,3036.68,2933.63,202.16
ipsl-cm6a-lr,EE,2004,2870.23,2388.52,142.29
ipsl-cm6a-lr,EE,2005,2900.43,2426.6,177
ipsl-cm6a-lr,EE,2006,2791.02,2572.22,256.06
ipsl-cm6a-lr,EE,2007,2645.49,1994.05,201.27
ipsl-cm6a-lr,EE,2008,2374.48,1975.19,116.51
ipsl-cm6a-lr,EE,2009,2872.72,2139.79,140.59
ipsl-cm6a-lr,EE,2010,3457.84,2838.07,322.76
ipsl-cm6a-lr,EE,2011,2704.24,2791.48,269.39
ipsl-cm6a-lr,EE,2012,3099.25,2256.46,133
ipsl-cm6a-lr,EE,2013,2784.74,2642.72,222.92
ipsl-cm6a-lr,EE,2014,2711.37,2013.33,232.37
ipsl-cm6a-lr,EE,2015,2327.96,2033.69,140.06
ipsl-cm6a-lr,EE,2016,2799.16,2148.3,164.34
ipsl-cm6a-lr,EE,2017,2705.33,2263.32,117.02
ipsl-cm6a-lr,EE,2018,2751.21,2367.56,292.16
ipsl-cm6a-lr,EE,2019,2470.6,2143.14,199.05
ipsl-cm6a-lr,EE,2020,2148.95,1730.37,178.72
ipsl-cm6a-lr,EE,2021,2876.47,2132.66,317.83
ipsl-cm6a-lr,EE,2022,2652.11,2158.44,293.05
ipsl-cm6a-lr,EE,2023,2684.48,2122.04,214.41
ipsl-cm6a-lr,EE,2024,2441.17,2388.79,245.69
ipsl-cm6a-lr,EL,1990,929.55,931.99,781.02
ipsl-cm6a-lr,EL,1991,1186.38,916.23,746.73
ipsl-cm6a-lr,EL,1992,1153.7,1150.05,750.99
ipsl-cm6a-lr,EL,1993,1114.62,1080.38,810.49
ipsl-cm6a-lr,EL,1994,904.48,796.49,840.51
ipsl-cm6a-lr,EL,1995,1005.81,879.33,815.68
ipsl-cm6a-lr,EL,1996,1083.22,1069.98,798.13
ipsl-cm6a-lr,EL,1997,1051.76,844.94,780.9
ipsl-cm6a-lr,EL,1998,1039.35,931.86,950.86
ipsl-cm6a-lr,EL,1999,936.82,969.08,924.75
ipsl-cm6a-lr,EL,2000,1043.61,1005.78,901.9
ipsl-cm6a-lr,EL,2001,984.54,689.55,926.91
ipsl-cm6a-lr,EL,2002,954.37,1038.35,871.68
ipsl-cm6a-lr,EL,2003,1127.79,1021.82,960.16
ipsl-cm6a-lr,EL,2004,1051.36,973.42,802.95
ipsl-cm6a-lr,EL,2005,1095.9,962.64,764.01
ipsl-cm6a-lr,EL,2006,1157.63,1052.98,805.48
ipsl-cm6a-lr,EL,2007,971.16,890.04,908.92
ipsl-cm6a-lr,EL,2008,961.76,975.38,864.49
ipsl-cm6a-lr,EL,2009,914.43,880.28,802.66
ipsl-cm6a-lr,EL,2010,846.07,769.58,861.12
ipsl-cm6a-lr,EL,2011,1127.05,859.4,795.11
ipsl-cm6a-lr,EL,2012,1102.73,1173.3,954.19
ipsl-cm6a-lr,EL,2013,892.68,789.88,813.37
ipsl-cm6a-lr,EL,2014,798.03,766.53,773.89
ipsl-cm6a-lr,EL,2015,1045.71,912.4,786.42
ipsl-cm6a-lr,EL,2016,944.85,798.42,858.61
ipsl-cm6a-lr,EL,2017,1041.53,1031.63,849.76
ipsl-cm6a-lr,EL,2018,856.22,799.87,799.45
ipsl-cm6a-lr,EL,2019,914.86,935.32,865.04
ipsl-cm6a-lr,EL,2020,928.93,798.42,782.63
ipsl-cm6a-lr,EL,2021,939.42,783.37,908.05
ipsl-cm6a-lr,EL,2022,1009.2,1006.05,863.91
ipsl-cm6a-lr,EL,2023,837.39,736.28,877.83
ipsl-cm6a-lr,EL,2024,740.58,650.64,1038.89
ipsl-cm6a-lr,ES,1990,960.1,622.44,630.84
ipsl-cm6a-lr,ES,1991,1141.6,965.92,631.06
ipsl-cm6a-lr,ES,1992,1057.62,981.57,515.88
ipsl-cm6a-lr,ES,1993,1108.44,884.38,547.11
ipsl-cm6a-lr,ES,1994,926.66,873.07,675.13
ipsl-cm6a-lr,ES,1995,828.72,738.59,598.1
ipsl-cm6a-lr,ES,1996,956.56,748.37,558.16
ipsl-cm6a-lr,ES,1997,786.26,729.34,515.39
ipsl-cm6a-lr,ES,1998,931.64,689.67,623.98
ipsl-cm6a-lr,ES,1999,1019.39,911.57,621.32
ipsl-cm6a-lr,ES,2000,945.98,893.5,588.16
ipsl-cm6a-lr,ES,2001,948.76,706.35,625.68
ipsl-cm6a-lr,ES,2002,837.11,852.09,552.37
ipsl-cm6a-lr,ES,2003,934.7,766.23,759.43
ipsl-cm6a-lr,ES,2004,1013.87,830.35,646.84
ipsl-cm6a-lr,ES,2005,1122.92,980.84,668.94
ipsl-cm6a-lr,ES,2006,922.18,941.17,655.55
ipsl-cm6a-lr,ES,2007,963.3,747.26,557.29
ipsl-cm6a-lr,ES,2008,978.01,817.82,586.87
ipsl-cm6a-lr,ES,2009,967.01,954.61,686.44
ipsl-cm6a-lr,ES,2010,1088.1,865.32,646.16
ipsl-cm6a-lr,ES,2011,852.6,891.68,602.28
ipsl-cm6a-lr,ES,2012,1038.73,862.69,681.98
ipsl-cm6a-lr,ES,2013,1038.53,836.29,614.81
ipsl-cm6a-lr,ES,2014,825.33,809.9,577.84
ipsl-cm6a-lr,ES,2015,878.18,826.67,719.58
ipsl-cm6a-lr,ES,2016,880.96,701.88,680.48
ipsl-cm6a-lr,ES,2017,919.86,765.95,717.43
ipsl-cm6a-lr,ES,2018,958.87,894.68,645.21
ipsl-cm6a-lr,ES,2019,880.08,764.31,667.54
ipsl-cm6a-lr,ES,2020,801.3,690.89,676.56
ipsl-cm6a-lr,ES,2021,889.04,774.85,645.35
ipsl-cm6a-lr,ES,2022,774.72,761.04,798.71
ipsl-cm6a-lr,ES,2023,819.2,684.96,755.48
ipsl-cm6a-lr,ES,2024,729.7,628.64,721.96
ipsl-cm6a-lr,FI,1990,2966.13,2451.98,108.87
ipsl-cm6a-lr,FI,1991,3148.93,2636.47,126.5
ipsl-cm6a-lr,FI,1992,3131.07,2214.14,124.53
ipsl-cm6a-lr,FI,1993,3365.12,2576.9,64.07
ipsl-cm6a-lr,FI,1994,3514.38,3074.51,176.88
ipsl-cm6a-lr,FI,1995,3228.43,2365.91,147.99
ipsl-cm6a-lr,FI,1996,3573.57,3050.82,115.22
ipsl-cm6a-lr,FI,1997,3390.44,2537.52,241.54
ipsl-cm6a-lr,FI,1998,3425.52,2762.33,69.11
ipsl-cm6a-lr,FI,1999,3272.83,2845.38,192.94
ipsl-cm6a-lr,FI,2000,2768.8,2431.96,103.93
ipsl-cm6a-lr,FI,2001,3356,2376.19,174.64
ipsl-cm6a-lr,FI,2002,3441.47,2563.37,228.5
ipsl-cm6a-lr,FI,2003,3379.4,3235.42,201.42
ipsl-cm6a-lr,FI,2004,3188.25,2630,107.1
ipsl-cm6a-lr,FI,2005,3074.23,2595.56,164.82
ipsl-cm6a-lr,FI,2006,3151.96,2757.9,238.6
ipsl-cm6a-lr,FI,2007,2968.03,2342.73,164.42
ipsl-cm6a-lr,FI,2008,2729.65,2176.54,90.79
ipsl-cm6a-lr,FI,2009,3270.69,2387.37,137.28
ipsl-cm6a-lr,FI,2010,3860.83,3099.11,268.79
ipsl-cm6a-lr,FI,2011,2960.25,3150.02,232.62
ipsl-cm6a-lr,FI,2012,3356.04,2368.38,109.22
ipsl-cm6a-lr,FI,2013,3012.23,2795.87,182.17
ipsl-cm6a-lr,FI,2014,2897.4,2200.62,227.37
ipsl-cm6a-lr,FI,2015,2556.42,2202.97,102.26
ipsl-cm6a-lr,FI,2016,3088.94,2353.88,129.39
ipsl-cm6a-lr,FI,2017,2981.73,2442.36,90.72
ipsl-cm6a-lr,FI,2018,3091.39,2603.1,269.93
ipsl-cm6a-lr,FI,2019,2950.84,2401.74,168.61
ipsl-cm6a-lr,FI,2020,2422.8,2064.82,173.67
ipsl-cm6a-lr,FI,2021,3264.42,2352.17,271.4
ipsl-cm6a-lr,FI,2022,2962.54,2460.33,232.58
ipsl-cm6a-lr,FI,2023,3130.38,2351.29,181.89
ipsl-cm6a-lr,FI,2024,2961.18,2846.49,211.87
ipsl-cm6a-lr,FR,1990,1552.56,1194.2,363.36
ipsl-cm6a-lr,FR,1991,1894.14,1474.83,335.95
ipsl-cm6a-lr,FR,1992,1710.89,1547.02,320.24
ipsl-cm6a-lr,FR,1993,1746.01,1397.92,277.46
ipsl-cm6a-lr,FR,1994,1459.24,1384.66,398.58
ipsl-cm6a-lr,FR,1995,1631.77,1189.63,384.7
ipsl-cm6a-lr,FR,1996,1889.54,1479.67,302.2
ipsl-cm6a-lr,FR,1997,1589.3,1420.22,344.28
ipsl-cm6a-lr,FR,1998,1687.15,1295.52,314.45
ipsl-cm6a-lr,FR,1999,1589.92,1430.52,334.16
ipsl-cm6a-lr,FR,2000,1484.25,1401.23,307.59
ipsl-cm6a-lr,FR,2001,1656,1179.21,348.8
ipsl-cm6a-lr,FR,2002,1407.55,1315.59,295.59
ipsl-cm6a-lr,FR,2003,1674.51,1308.64,550.14
ipsl-cm6a-lr,FR,2004,1719.11,1437.9,338.21
ipsl-cm6a-lr,FR,2005,1772.01,1484.93,362.96
ipsl-cm6a-lr,FR,2006,1636.3,1577.01,406.77
ipsl-cm6a-lr,FR,2007,1488.82,1103.05,258.39
ipsl-cm6a-lr,FR,2008,1641.86,1385.77,296.67
ipsl-cm6a-lr,FR,2009,1655.33,1567.78,376.3
ipsl-cm6a-lr,FR,2010,1982.53,1497.55,351.51
ipsl-cm6a-lr,FR,2011,1379.57,1481.55,286.08
ipsl-cm6a-lr,FR,2012,1661.38,1293.87,334.31
ipsl-cm6a-lr,FR,2013,1822.22,1489.53,362.99
ipsl-cm6a-lr,FR,2014,1313.52,1194.12,294.16
ipsl-cm6a-lr,FR,2015,1456.37,1280.34,433.51
ipsl-cm6a-lr,FR,2016,1610.21,1149.63,361.48
ipsl-cm6a-lr,FR,2017,1577.22,1358.11,416.15
ipsl-cm6a-lr,FR,2018,1494.64,1381.53,456.99
ipsl-cm6a-lr,FR,2019,1483.81,1233.68,459.64
ipsl-cm6a-lr,FR,2020,1304.76,1110.83,412.17
ipsl-cm6a-lr,FR,2021,1638.76,1247.26,322.93
ipsl-cm6a-lr,FR,2022,1377,1286.75,534.27
ipsl-cm6a-lr,FR,2023,1345.08,1142.39,440.69
ipsl-cm6a-lr,FR,2024,1334.18,1052.39,400.73
ipsl-cm6a-lr,HR,1990,1537.05,1377.31,487.17
ipsl-cm6a-lr,HR,1991,1930.61,1563.4,532.03
ipsl-cm6a-lr,HR,1992,1596.51,1620.22,615.57
ipsl-cm6a-lr,HR,1993,1795.26,1580.36,554.6
ipsl-cm6a-lr,HR,1994,1443.89,1386.3,655.17
ipsl-cm6a-lr,HR,1995,1693.22,1429.14,500.77
ipsl-cm6a-lr,HR,1996,1929.87,1795.43,478.36
ipsl-cm6a-lr,HR,1997,1759.67,1491.77,489.44
ipsl-cm6a-lr,HR,1998,1718.95,1439.61,609.32
ipsl-cm6a-lr,HR,1999,1680.58,1683.66,535.27
ipsl-cm6a-lr,HR,2000,1418.48,1593.5,641.9
ipsl-cm6a-lr,HR,2001,1621.21,1097.03,579.57
ipsl-cm6a-lr,HR,2002,1432.88,1520.76,564.7
ipsl-cm6a-lr,HR,2003,1845.72,1597.62,789.59
ipsl-cm6a-lr,HR,2004,1739.2,1609.89,511.62
ipsl-cm6a-lr,HR,2005,1913.13,1662.36,476.08
ipsl-cm6a-lr,HR,2006,1697.61,1714.1,554.53
ipsl-cm6a-lr,HR,2007,1454.86,1082.78,639.84
ipsl-cm6a-lr,HR,2008,1472.52,1530.15,590.42
ipsl-cm6a-lr,HR,2009,1585.63,1480.72,589.16
ipsl-cm6a-lr,HR,2010,1758.75,1532.45,581.75
ipsl-cm6a-lr,HR,2011,1682.51,1543.49,615.06
ipsl-cm6a-lr,HR,2012,1661.53,1620.39,751.54
ipsl-cm6a-lr,HR,2013,1613.13,1494.27,633.1
ipsl-cm6a-lr,HR,2014,1198.52,1133.02,504.65
ipsl-cm6a-lr,HR,2015,1494.25,1284.93,694.69
ipsl-cm6a-lr,HR,2016,1544.76,1283.88,582.26
ipsl-cm6a-lr,HR,2017,1607.56,1559.02,736.61
ipsl-cm6a-lr,HR,2018,1509.02,1468.67,648.36
ipsl-cm6a-lr,HR,2019,1371.11,1316.72,718.9
ipsl-cm6a-lr,HR,2020,1448.71,1162.17,591.69
ipsl-cm6a-lr,HR,2021,1621.88,1349.14,706.03
ipsl-cm6a-lr,HR,2022,1385.06,1399.26,754.54
ipsl-cm6a-lr,HR,2023,1257.4,1127.97,661.64
ipsl-cm6a-lr,HR,2024,1172.32,960.95,841.62
ipsl-cm6a-lr,HU,1990,1724.47,1549.94,497.84
ipsl-cm6a-lr,HU,1991,2163.7,1807.96,532.98
ipsl-cm6a-lr,HU,1992,1886.72,1829.1,690.6
ipsl-cm6a-lr,HU,1993,2077.45,1918.88,520.35
ipsl-cm6a-lr,HU,1994,1724.76,1607.88,656.59
ipsl-cm6a-lr,HU,1995,1964.95,1670.14,557.91
ipsl-cm6a-lr,HU,1996,2176.44,2131.79,485.5
ipsl-cm6a-lr,HU,1997,2043.66,1755.73,496.23
ipsl-cm6a-lr,HU,1998,1892.73,1600.34,577.97
ipsl-cm6a-lr,HU,1999,1918.15,1907.19,512.72
ipsl-cm6a-lr,HU,2000,1664.51,1813.78,613.82
ipsl-cm6a-lr,HU,2001,1928.65,1405.53,552.61
ipsl-cm6a-lr,HU,2002,1804.21,1781.07,602.05
ipsl-cm6a-lr,HU,2003,2273.1,2060.67,705.33
ipsl-cm6a-lr,HU,2004,2020.55,1914.91,480.73
ipsl-cm6a-lr,HU,2005,2175.93,1918.56,455.68
ipsl-cm6a-lr,HU,2006,2023.46,2035.63,532
ipsl-cm6a-lr,HU,2007,1701.99,1331.09,670.95
ipsl-cm6a-lr,HU,2008,1708.93,1754.83,549.32
ipsl-cm6a-lr,HU,2009,1883.13,1718.96,573.37
ipsl-cm6a-lr,HU,2010,2057.58,1787.11,553.14
ipsl-cm6a-lr,HU,2011,2021.17,1870.34,556.2
ipsl-cm6a-lr,HU,2012,1972.53,1892.85,697.19
ipsl-cm6a-lr,HU,2013,1871.65,1790.21,624.7
ipsl-cm6a-lr,HU,2014,1486.88,1383.83,524.88
ipsl-cm6a-lr,HU,2015,1735.69,1505.93,694.87
ipsl-cm6a-lr,HU,2016,1857.16,1541.63,561.19
ipsl-cm6a-lr,HU,2017,1911.99,1881.16,677.55
ipsl-cm6a-lr,HU,2018,1772.05,1707.87,665.11
ipsl-cm6a-lr,HU,2019,1585.16,1542.75,702.32
ipsl-cm6a-lr,HU,2020,1705.48,1427.28,590.58
ipsl-cm6a-lr,HU,2021,1938.2,1573.51,682.62
ipsl-cm6a-lr,HU,2022,1708.39,1650.55,753.31
ipsl-cm6a-lr,HU,2023,1567.28,1385.58,640.73
ipsl-cm6a-lr,HU,2024,1464.3,1253.73,816.03
ipsl-cm6a-lr,IE,1990,1914.77,1377.08,58.79
ipsl-cm6a-lr,IE,1991,2105.22,1601.53,38.97
ipsl-cm6a-lr,IE,1992,2072.75,1484.85,20.83
ipsl-cm6a-lr,IE,1993,2099.29,1555,14.3
ipsl-cm6a-lr,IE,1994,1968.56,1639.29,14.43
ipsl-cm6a-lr,IE,1995,1968.7,1407.26,125.79
ipsl-cm6a-lr,IE,1996,2192.87,1546.93,30.68
ipsl-cm6a-lr,IE,1997,1789.99,1504.04,50.62
ipsl-cm6a-lr,IE,1998,1820.18,1276.41,19.64
ipsl-cm6a-lr,IE,1999,1862.54,1419.76,41.15
ipsl-cm6a-lr,IE,2000,2031.7,1451.88,42.45
ipsl-cm6a-lr,IE,2001,2036.4,1663.58,34.81
ipsl-cm6a-lr,IE,2002,1830.67,1314.74,23.34
ipsl-cm6a-lr,IE,2003,1894.98,1443.73,61.38
ipsl-cm6a-lr,IE,2004,1899.56,1497.99,35.56
ipsl-cm6a-lr,IE,2005,1841.72,1399.41,47.93
ipsl-cm6a-lr,IE,2006,1877.14,1491.81,73.6
ipsl-cm6a-lr,IE,2007,1725.27,1359.02,17.03
ipsl-cm6a-lr,IE,2008,2023.15,1363.24,17.6
ipsl-cm6a-lr,IE,2009,2020.72,1610.48,26.88
ipsl-cm6a-lr,IE,2010,2410.78,1747.77,18.89
ipsl-cm6a-lr,IE,2011,1776.7,1721.97,9.71
ipsl-cm6a-lr,IE,2012,1977.17,1195.63,20.15
ipsl-cm6a-lr,IE,2013,2106.42,1683.41,72.1
ipsl-cm6a-lr,IE,2014,1867.56,1450.39,38.36
ipsl-cm6a-lr,IE,2015,1968.68,1549.53,14.2
ipsl-cm6a-lr,IE,2016,1979.98,1369.46,36.4
ipsl-cm6a-lr,IE,2017,1819.37,1407.21,29.83
ipsl-cm6a-lr,IE,2018,1994.9,1599.39,84.75
ipsl-cm6a-lr,IE,2019,1921.05,1328.8,41.51
ipsl-cm6a-lr,IE,2020,1928.23,1534.8,29.23
ipsl-cm6a-lr,IE,2021,1917.39,1518.15,59.04
ipsl-cm6a-lr,IE,2022,1786.17,1314.12,75.68
ipsl-cm6a-lr,IE,2023,1695.2,1361.74,37.7
ipsl-cm6a-lr,IE,2024,1760.04,1359.95,29.33
ipsl-cm6a-lr,IT,1990,1245.31,1080.22,610.96
ipsl-cm6a-lr,IT,1991,1486.7,1213.82,647.47
ipsl-cm6a-lr,IT,1992,1299.18,1304.48,607.7
ipsl-cm6a-lr,IT,1993,1388.29,1221.73,636.95
ipsl-cm6a-lr,IT,1994,1141.05,1072.42,720.84
ipsl-cm6a-lr,IT,1995,1335.29,1116.89,584.83
ipsl-cm6a-lr,IT,1996,1327.5,1219.01,584.54
ipsl-cm6a-lr,IT,1997,1215.13,1034.26,608.53
ipsl-cm6a-lr,IT,1998,1319.75,1089.67,733.82
ipsl-cm6a-lr,IT,1999,1299.1,1273.01,659.66
ipsl-cm6a-lr,IT,2000,1152.21,1182.98,673.72
ipsl-cm6a-lr,IT,2001,1198.59,910.95,679.11
ipsl-cm6a-lr,IT,2002,1075.05,1126.8,645.54
ipsl-cm6a-lr,IT,2003,1253.03,1065.59,910.51
ipsl-cm6a-lr,IT,2004,1235.45,1139.89,648.27
ipsl-cm6a-lr,IT,2005,1391.12,1163.32,636.03
ipsl-cm6a-lr,IT,2006,1217.11,1250.09,673.56
ipsl-cm6a-lr,IT,2007,1071.44,848.87,672.1
ipsl-cm6a-lr,IT,2008,1155.46,1103.05,669.13
ipsl-cm6a-lr,IT,2009,1237.81,1132.82,700.84
ipsl-cm6a-lr,IT,2010,1337.5,1176.87,651.09
ipsl-cm6a-lr,IT,2011,1192.28,1164.96,640.84
ipsl-cm6a-lr,IT,2012,1295.54,1173.33,782.02
ipsl-cm6a-lr,IT,2013,1247.7,1170.78,664.43
ipsl-cm6a-lr,IT,2014,948.15,913.69,563.73
ipsl-cm6a-lr,IT,2015,1153.16,966.93,768.91
ipsl-cm6a-lr,IT,2016,1140.17,1002.04,630.81
ipsl-cm6a-lr,IT,2017,1268.85,1101.04,783.83
ipsl-cm6a-lr,IT,2018,1155.47,1182.56,691.01
ipsl-cm6a-lr,IT,2019,1138.59,1056.33,790.63
ipsl-cm6a-lr,IT,2020,1105.79,919,660.64
ipsl-cm6a-lr,IT,2021,1252.61,1067.77,727.31
ipsl-cm6a-lr,IT,2022,1150.7,1123.38,816.35
ipsl-cm6a-lr,IT,2023,1066.56,929.59,715.05
ipsl-cm6a-lr,IT,2024,1014.25,844.59,793.49
ipsl-cm6a-lr,LI,1990,2674.15,1911.51,154.19
ipsl-cm6a-lr,LI,1991,3081.95,2302.35,176.06
ipsl-cm6a-lr,LI,1992,2814.46,2403.72,210.76
ipsl-cm6a-lr,LI,1993,2894.95,2284.7,141.24
ipsl-cm6a-lr,LI,1994,2548.87,2219.03,234.29
ipsl-cm6a-lr,LI,1995,2901.72,2154.14,151.79
ipsl-cm6a-lr,LI,1996,3058.59,2324.52,123.74
ipsl-cm6a-lr,LI,1997,2654.49,2148.48,143.31
ipsl-cm6a-lr,LI,1998,2849.46,2120.82,192.9
ipsl-cm6a-lr,LI,1999,2830.03,2414.34,128.88
ipsl-cm6a-lr,LI,2000,2590.14,2361.02,180.87
ipsl-cm6a-lr,LI,2001,2876.12,1988.55,173.44
ipsl-cm6a-lr,LI,2002,2569.92,2198.33,175.57
ipsl-cm6a-lr,LI,2003,2819.82,2258.86,365.93
ipsl-cm6a-lr,LI,2004,2905.49,2326.83,162.04
ipsl-cm6a-lr,LI,2005,3062.13,2428.48,156.02
ipsl-cm6a-lr,LI,2006,2771.7,2577.37,223.63
ipsl-cm6a-lr,LI,2007,2641.08,1857.17,165.39
ipsl-cm6a-lr,LI,2008,2732.84,2290.54,180.08
ipsl-cm6a-lr,LI,2009,2788.93,2436.17,188.67
ipsl-cm6a-lr,LI,2010,3148.17,2417.71,193.83
ipsl-cm6a-lr,LI,2011,2452.07,2267.01,177.36
ipsl-cm6a-lr,LI,2012,2845,2273.24,207.92
ipsl-cm6a-lr,LI,2013,2969.65,2384.67,215.04
ipsl-cm6a-lr,LI,2014,2310.93,1987.34,137.84
ipsl-cm6a-lr,LI,2015,2565.16,2040.06,301.12
ipsl-cm6a-lr,LI,2016,2639.39,2001.09,180.91
ipsl-cm6a-lr,LI,2017,2772.66,2121.51,265.94
ipsl-cm6a-lr,LI,2018,2474.02,2331.35,261.47
ipsl-cm6a-lr,LI,2019,2630.1,2099.53,273.06
ipsl-cm6a-lr,LI,2020,2461.77,1940.45,193.36
ipsl-cm6a-lr,LI,2021,2850.54,2180.04,178.2
ipsl-cm6a-lr,LI,2022,2451.56,2189.01,281.33
ipsl-cm6a-lr,LI,2023,2499.13,1946,278.14
ipsl-cm6a-lr,LI,2024,2394.58,1853.34,261.39
ipsl-cm6a-lr,LT,1990,2149.2,1836.7,154.17
ipsl-cm6a-lr,LT,1991,2587.05,2126.53,234.53
ipsl-cm6a-lr,LT,1992,2562.39,2011.9,322.63
ipsl-cm6a-lr,LT,1993,2795.83,2266.68,112.57
ipsl-cm6a-lr,LT,1994,2733.73,2480.06,304.53
ipsl-cm6a-lr,LT,1995,2729.37,2152.52,268.16
ipsl-cm6a-lr,LT,1996,3178.6,2877.65,216.31
ipsl-cm6a-lr,LT,1997,2823.68,2244.84,300.73
ipsl-cm6a-lr,LT,1998,2704.25,2187.54,154.31
ipsl-cm6a-lr,LT,1999,2552.74,2467.91,340.04
ipsl-cm6a-lr,LT,2000,2197.16,2082.79,158.34
ipsl-cm6a-lr,LT,2001,2665.84,1947.79,298.58
ipsl-cm6a-lr,LT,2002,2596.68,2069.39,383.56
ipsl-cm6a-lr,LT,2003,2762.37,2665.87,267.77
ipsl-cm6a-lr,LT,2004,2659.24,2300.53,198.18
ipsl-cm6a-lr,LT,2005,2702.67,2262.05,238.97
ipsl-cm6a-lr,LT,2006,2632.22,2545.71,341.61
ipsl-cm6a-lr,LT,2007,2409.54,1760.59,274.13
ipsl-cm6a-lr,LT,2008,2213.92,1941.45,240.81
ipsl-cm6a-lr,LT,2009,2620.21,2106.76,225.6
ipsl-cm6a-lr,LT,2010,3091.48,2587.03,398.9
ipsl-cm6a-lr,LT,2011,2557.91,2600.06,311.21
ipsl-cm6a-lr,LT,2012,2794.63,2256.21,248.12
ipsl-cm6a-lr,LT,2013,2646.35,2507.95,306.23
ipsl-cm6a-lr,LT,2014,2452.95,1880.87,298.16
ipsl-cm6a-lr,LT,2015,2230.07,1959.91,296.71
ipsl-cm6a-lr,LT,2016,2581.26,2056.86,279.79
ipsl-cm6a-lr,LT,2017,2459.02,2188.4,219.39
ipsl-cm6a-lr,LT,2018,2550.01,2242.84,401.34
ipsl-cm6a-lr,LT,2019,2188,2040.58,341.76
ipsl-cm6a-lr,LT,2020,2023.2,1580.22,316.71
ipsl-cm6a-lr,LT,2021,2737.31,2076.19,393.99
ipsl-cm6a-lr,LT,2022,2430.36,2006.27,362.65
ipsl-cm6a-lr,LT,2023,2278.31,1936.39,342.29
ipsl-cm6a-lr,LT,2024,2100.29,1966.02,378.46
ipsl-cm6a-lr,LU,1990,1969.13,1520.78,265.17
ipsl-cm6a-lr,LU,1991,2326.37,1780.33,270.99
ipsl-cm6a-lr,LU,1992,2081.98,1808.9,271.9
ipsl-cm6a-lr,LU,1993,2150.26,1787.17,205.24
ipsl-cm6a-lr,LU,1994,1870.76,1751.27,357.4
ipsl-cm6a-lr,LU,1995,2078.53,1528.64,335.54
ipsl-cm6a-lr,LU,1996,2515.18,1965.64,226.23
ipsl-cm6a-lr,LU,1997,2106.04,1830.8,279.3
ipsl-cm6a-lr,LU,1998,2091.94,1642.32,211.32
ipsl-cm6a-lr,LU,1999,1999.24,1804.34,256.15
ipsl-cm6a-lr,LU,2000,1784.33,1710.76,244.14
ipsl-cm6a-lr,LU,2001,1968.26,1450.78,301.54
ipsl-cm6a-lr,LU,2002,1745.94,1539.41,293.82
ipsl-cm6a-lr,LU,2003,2059.86,1598.97,571.64
ipsl-cm6a-lr,LU,2004,2085.48,1753.66,320.45
ipsl-cm6a-lr,LU,2005,2030.9,1764.88,298.56
ipsl-cm6a-lr,LU,2006,1960.25,1815.71,358.41
ipsl-cm6a-lr,LU,2007,1741.14,1273.16,243.07
ipsl-cm6a-lr,LU,2008,1950.29,1628.85,272.15
ipsl-cm6a-lr,LU,2009,1983.52,1841.17,310.77
ipsl-cm6a-lr,LU,2010,2378.93,1776.12,321.63
ipsl-cm6a-lr,LU,2011,1755.58,1768.16,241.43
ipsl-cm6a-lr,LU,2012,2109,1611.17,235.04
ipsl-cm6a-lr,LU,2013,2324.23,1918.66,300.67
ipsl-cm6a-lr,LU,2014,1730.97,1493.25,245.01
ipsl-cm6a-lr,LU,2015,1947.14,1629.43,381.35
ipsl-cm6a-lr,LU,2016,2139.26,1511.09,269.54
ipsl-cm6a-lr,LU,2017,2085.27,1774.63,309.5
ipsl-cm6a-lr,LU,2018,2021.62,1761.55,392.45
ipsl-cm6a-lr,LU,2019,2015.81,1626.98,373.87
ipsl-cm6a-lr,LU,2020,1813.27,1507.87,344
ipsl-cm6a-lr,LU,2021,2170.24,1606.83,232.25
ipsl-cm6a-lr,LU,2022,1907.73,1633.72,397.78
ipsl-cm6a-lr,LU,2023,1854.83,1500.94,300.64
ipsl-cm6a-lr,LU,2024,1772.25,1418.77,308.61
