model,exp,cntr,year,hdd_calendar,hdd_octmar,cdd_jja
EC-Earth3,u03,CH,1996,4785.14,3256.41,7.65
EC-Earth3,u03,CH,1997,4330.06,3122.08,8.15
EC-Earth3,u03,CH,1998,4442.06,3054.28,27.63
EC-Earth3,u03,CH,1999,4406.49,3295.84,8.11
EC-Earth3,u03,CH,2000,4195.48,3205.77,16.94
EC-Earth3,u03,CH,2001,4409.23,2929.48,17.73
EC-Earth3,u03,CH,2002,4196.77,3036.87,20.9
EC-Earth3,u03,CH,2003,4299.8,3107.72,85.56
EC-Earth3,u03,CH,2004,4468.21,3274.35,14.47
EC-Earth3,u03,CH,2005,4563.06,3258.26,23.95
EC-Earth3,u03,CH,2006,4317.24,3401.91,38.1
EC-Earth3,u03,CH,2007,4213.08,2772.73,11.16
EC-Earth3,u03,CH,2008,4399.45,3167.96,14.1
EC-Earth3,u03,CH,2009,4306.87,3342.92,18.43
EC-Earth3,u03,CH,2010,4697.27,3265.32,26.98
EC-Earth3,u03,CH,2011,4065.42,3181.63,20.38
EC-Earth3,u03,CH,2012,4365.63,3130.27,23.19
EC-Earth3,u03,CH,2013,4574.34,3279.11,30.96
EC-Earth3,u03,CH,2014,4015.23,2945.01,13.42
EC-Earth3,u03,CH,2015,4128.52,2952.03,65.55
EC-Earth3,u03,CH,2016,4294.57,2943.49,23.76
EC-Earth3,u03,CH,2017,4259.36,3124.39,37.11
EC-Earth3,u03,CH,2018,3959.5,3163.47,44
EC-Earth3,u03,CH,2019,4139.66,2956.27,49.3
EC-Earth3,u03,CH,2020,4011.24,2846.35,30.59
EC-Earth3,u03,CH,2021,4408.54,3056.46,15.02
EC-Earth3,u03,CH,2022,3834.81,3043.16,57.65
EC-Earth3,u03,CH,2023,3873.88,2786.27,49.24
EC-Earth3,u03,CH,2024,3930.94,2719.39,33.35
EC-Earth3,u03,CY,1990,1417.73,1293.98,326.04
EC-Earth3,u03,CY,1991,1440.42,1113.3,297.23
EC-Earth3,u03,CY,1992,1836.74,1561.62,283.96
EC-Earth3,u03,CY,1993,1556.55,1471.67,350.33
EC-Earth3,u03,CY,1994,1361.26,1110.69,347.1
EC-Earth3,u03,CY,1995,1486.43,1234.87,360.83
EC-Earth3,u03,CY,1996,1362.52,1344.13,374.62
EC-Earth3,u03,CY,1997,1475.71,1198.83,327.53
EC-Earth3,u03,CY,1998,1313.69,1213.95,419.36
EC-Earth3,u03,CY,1999,1169.18,1044.68,371.15
EC-Earth3,u03,CY,2000,1434.96,1218.65,431.44
EC-Earth3,u03,CY,2001,1219.94,1042.71,394.77
EC-Earth3,u03,CY,2002,1322.14,1175.81,400.61
EC-Earth3,u03,CY,2003,1398.47,1234.88,383.63
EC-Earth3,u03,CY,2004,1358.94,1171.99,361.51
EC-Earth3,u03,CY,2005,1366.68,1172.45,347.02
EC-Earth3,u03,CY,2006,1380.33,1201.35,372.18
EC-Earth3,u03,CY,2007,1216.24,1187.67,485.96
EC-Earth3,u03,CY,2008,1152.2,1060.29,503.35
EC-Earth3,u03,CY,2009,1129.85,1005.19,470.79
EC-Earth3,u03,CY,2010,904.81,855.66,476.05
EC-Earth3,u03,CY,2011,1243.63,880.73,443.25
EC-Earth3,u03,CY,2012,1192.07,1231.4,544.69
EC-Earth3,u03,CY,2013,1057.82,871.19,465.12
EC-Earth3,u03,CY,2014,768.23,817.97,399.69
EC-Earth3,u03,CY,2015,964.55,837.34,398.17
EC-Earth3,u03,CY,2016,1019.27,838.58,424.25
EC-Earth3,u03,CY,2017,973.27,1030.4,466.05
EC-Earth3,u03,CY,2018,758.02,673.99,408.86
EC-Earth3,u03,CY,2019,944.85,882.73,437.24
EC-Earth3,u03,CY,2020,839,825.82,418.07
EC-Earth3,u03,CY,2021,733.33,608.43,546.23
EC-Earth3,u03,CY,2022,855.68,862.04,506.11
EC-Earth3,u03,CY,2023,657.3,596.54,534.35
EC-Earth3,u03,CY,2024,623.39,494.45,593.76
EC-Earth3,u03,CZ,1990,4377.93,3097.59,33.93
EC-Earth3,u03,CZ,1991,4791.35,3345.04,21.59
EC-Earth3,u03,CZ,1992,4400.34,3369.36,65.51
EC-Earth3,u03,CZ,1993,4660.44,3494.55,25.36
EC-Earth3,u03,CZ,1994,4270.08,3233.67,81.15
EC-Earth3,u03,CZ,1995,4595.82,3237.51,40.37
EC-Earth3,u03,CZ,1996,5152.62,3792.62,16.7
EC-Earth3,u03,CZ,1997,4696.28,3446.76,16.79
EC-Earth3,u03,CZ,1998,4483.96,3244.51,40.15
EC-Earth3,u03,CZ,1999,4379.58,3419.83,20.63
EC-Earth3,u03,CZ,2000,4169.05,3320.15,44.86
EC-Earth3,u03,CZ,2001,4594.19,3111.71,26.87
EC-Earth3,u03,CZ,2002,4325.3,3227.17,33.5
EC-Earth3,u03,CZ,2003,4516.92,3526.13,75.83
EC-Earth3,u03,CZ,2004,4578.93,3459.14,27.69
EC-Earth3,u03,CZ,2005,4626.44,3399.22,25.05
EC-Earth3,u03,CZ,2006,4481.61,3656.25,61.44
EC-Earth3,u03,CZ,2007,4183.93,2810.17,48.49
EC-Earth3,u03,CZ,2008,4252.91,3269.37,33.22
EC-Earth3,u03,CZ,2009,4362.01,3321.15,26.47
EC-Earth3,u03,CZ,2010,4832.81,3450.95,52.3
EC-Earth3,u03,CZ,2011,4314.1,3480.35,26.49
EC-Earth3,u03,CZ,2012,4436.84,3319.88,47.79
EC-Earth3,u03,CZ,2013,4556.78,3475.43,58.44
EC-Earth3,u03,CZ,2014,3960.14,2970.44,36.18
EC-Earth3,u03,CZ,2015,4067.41,2978.56,106.71
EC-Earth3,u03,CZ,2016,4282.18,3021.95,33
EC-Earth3,u03,CZ,2017,4309.41,3338.51,55.36
EC-Earth3,u03,CZ,2018,3977.98,3253.62,80.59
EC-Earth3,u03,CZ,2019,3968.26,3021.83,71.64
EC-Earth3,u03,CZ,2020,4109.85,2908.12,33.3
EC-Earth3,u03,CZ,2021,4486.08,3207.46,34.1
EC-Earth3,u03,CZ,2022,4094.61,3100.75,62.56
EC-Earth3,u03,CZ,2023,3930.67,2977.21,59.94
EC-Earth3,u03,CZ,2024,3774.75,2791.31,67.49
EC-Earth3,u03,DE,1990,3956.47,2732.34,29.3
EC-Earth3,u03,DE,1991,4349.31,3009.38,29.27
EC-Earth3,u03,DE,1992,4055.64,3041.09,40.83
EC-Earth3,u03,DE,1993,4286.69,3085.06,14.38
EC-Earth3,u03,DE,1994,3905.19,3022.69,62.43
EC-Earth3,u03,DE,1995,4189.38,2857.61,48.62
EC-Earth3,u03,DE,1996,4767.36,3376.44,16.82
EC-Earth3,u03,DE,1997,4173.49,3107.05,24.58
EC-Earth3,u03,DE,1998,4098.35,2882.99,27.05
EC-Earth3,u03,DE,1999,3938.86,3048.72,23.89
EC-Earth3,u03,DE,2000,3826.25,2928.28,25.03
EC-Earth3,u03,DE,2001,4109.21,2825.37,33.67
EC-Earth3,u03,DE,2002,3918.09,2817.19,26.09
EC-Earth3,u03,DE,2003,4066.96,3083.2,77.79
EC-Earth3,u03,DE,2004,4156.02,3059.5,22.89
EC-Earth3,u03,DE,2005,4118.93,3044.29,26.31
EC-Earth3,u03,DE,2006,3971.58,3195.82,58.73
EC-Earth3,u03,DE,2007,3821.96,2489.46,20.88
EC-Earth3,u03,DE,2008,4002.95,2920.9,24.31
EC-Earth3,u03,DE,2009,4064.85,3134.56,22.02
EC-Earth3,u03,DE,2010,4570.67,3160.18,46.15
EC-Earth3,u03,DE,2011,3884.36,3161.21,16.79
EC-Earth3,u03,DE,2012,4116.67,2932.31,26.52
EC-Earth3,u03,DE,2013,4269.66,3194.82,40.15
EC-Earth3,u03,DE,2014,3642.61,2677.25,25.59
EC-Earth3,u03,DE,2015,3847.42,2779.48,65.83
EC-Earth3,u03,DE,2016,3990.77,2741.96,29.14
EC-Earth3,u03,DE,2017,3934.04,2982.63,28.24
EC-Earth3,u03,DE,2018,3717.35,2942.64,73.55
EC-Earth3,u03,DE,2019,3771.46,2731.68,69.29
EC-Earth3,u03,DE,2020,3676.29,2666.54,45.75
EC-Earth3,u03,DE,2021,4091.52,2846.94,22.86
EC-Earth3,u03,DE,2022,3661.48,2776.99,70.61
EC-Earth3,u03,DE,2023,3596.55,2645.79,42.74
EC-Earth3,u03,DE,2024,3544.14,2554.41,39.38
EC-Earth3,u03,DK,1990,3937.91,2690.97,1.92
EC-Earth3,u03,DK,1991,4352.89,2992.63,3.51
EC-Earth3,u03,DK,1992,4125.7,2869.58,4.54
EC-Earth3,u03,DK,1993,4532.3,3053.57,0.05
EC-Earth3,u03,DK,1994,4240.9,3182.3,16.02
EC-Earth3,u03,DK,1995,4420.38,2929.79,7.02
EC-Earth3,u03,DK,1996,4916.1,3482.48,2.54
EC-Earth3,u03,DK,1997,4370.7,3134.19,10.49
EC-Earth3,u03,DK,1998,4433.3,2957.97,0.25
EC-Earth3,u03,DK,1999,4206.92,3174.47,2.2
EC-Earth3,u03,DK,2000,4044.23,2916.33,2.71
EC-Earth3,u03,DK,2001,4369.41,2937.22,3.21
EC-Earth3,u03,DK,2002,4057.66,2828.29,4.45
EC-Earth3,u03,DK,2003,4231.42,3283.07,4.23
EC-Earth3,u03,DK,2004,4238.21,3055.49,2.03
EC-Earth3,u03,DK,2005,4183.15,2981,2.05
EC-Earth3,u03,DK,2006,3972.91,3124.62,7.69
EC-Earth3,u03,DK,2007,3909.53,2472.49,2.75
EC-Earth3,u03,DK,2008,3969.56,2821.64,4.53
EC-Earth3,u03,DK,2009,4123.92,2966.02,2.12
EC-Earth3,u03,DK,2010,4789.22,3273.63,4.77
EC-Earth3,u03,DK,2011,4213.49,3380.97,0.01
EC-Earth3,u03,DK,2012,4481.26,2902.75,2.98
EC-Earth3,u03,DK,2013,4432.1,3312.85,3.77
EC-Earth3,u03,DK,2014,3869.03,2729.22,11.08
EC-Earth3,u03,DK,2015,4156.96,2753.13,2.03
EC-Earth3,u03,DK,2016,4212.81,2854.72,2.57
EC-Earth3,u03,DK,2017,4224.66,2970.74,0
EC-Earth3,u03,DK,2018,4077.8,3055.38,24.3
EC-Earth3,u03,DK,2019,4051.55,2776.13,8.47
EC-Earth3,u03,DK,2020,3925.81,2708.11,12.2
EC-Earth3,u03,DK,2021,4306.55,2914.01,5.66
EC-Earth3,u03,DK,2022,4053.82,2802.26,11.33
EC-Earth3,u03,DK,2023,4080.23,2784.88,0.63
EC-Earth3,u03,DK,2024,3945.04,2915.18,1.46
EC-Earth3,u03,EE,1990,4881.25,3439.74,0.58
EC-Earth3,u03,EE,1991,5036.19,3640.25,4.3
EC-Earth3,u03,EE,1992,5016.05,3342.77,11.16
EC-Earth3,u03,EE,1993,5436.18,3681.18,0.51
EC-Earth3,u03,EE,1994,5433.4,4198.62,24.86
EC-Earth3,u03,EE,1995,5090.78,3567.04,7.14
EC-Earth3,u03,EE,1996,5684.55,4207.87,2.41
EC-Earth3,u03,EE,1997,5239.2,3601.31,18.66
EC-Earth3,u03,EE,1998,5359.57,3803.44,2.03
EC-Earth3,u03,EE,1999,4980.45,3953.16,19.78
EC-Earth3,u03,EE,2000,4784.59,3529.27,1.95
EC-Earth3,u03,EE,2001,5157.53,3488.01,14.09
EC-Earth3,u03,EE,2002,5116.76,3630.17,18.05
EC-Earth3,u03,EE,2003,5299.79,4303.28,19.93
EC-Earth3,u03,EE,2004,5166.65,3770.6,4.04
EC-Earth3,u03,EE,2005,5143.84,3799.8,7.92
EC-Earth3,u03,EE,2006,4963.74,3940.3,22.1
EC-Earth3,u03,EE,2007,4874.52,3369.55,11.65
EC-Earth3,u03,EE,2008,4713.83,3360.2,0.72
EC-Earth3,u03,EE,2009,5142.6,3526.32,2.31
EC-Earth3,u03,EE,2010,5633.57,4208.58,43.55
EC-Earth3,u03,EE,2011,4873.59,4163.85,22.42
EC-Earth3,u03,EE,2012,5409.76,3643.76,5.84
EC-Earth3,u03,EE,2013,4959.73,4020.06,11.38
EC-Earth3,u03,EE,2014,4943.9,3395.69,27.92
EC-Earth3,u03,EE,2015,4649.24,3414.01,4.16
EC-Earth3,u03,EE,2016,5006.19,3531.54,5.06
EC-Earth3,u03,EE,2017,5056.56,3632.63,1.02
EC-Earth3,u03,EE,2018,4864.13,3742.35,38.15
EC-Earth3,u03,EE,2019,4703.15,3515.8,14.53
EC-Earth3,u03,EE,2020,4398.23,3120.83,9.43
EC-Earth3,u03,EE,2021,5060.48,3506.17,44.5
EC-Earth3,u03,EE,2022,4890.71,3537.94,36.53
EC-Earth3,u03,EE,2023,4803.56,3510.17,13.26
EC-Earth3,u03,EE,2024,4510.53,3767.03,10.31
EC-Earth3,u03,EL,1990,1919.28,1714.46,240.87
EC-Earth3,u03,EL,1991,2269.41,1688.21,209.46
EC-Earth3,u03,EL,1992,2182.11,1947.7,213.44
EC-Earth3,u03,EL,1993,2111.41,1823.92,262.21
EC-Earth3,u03,EL,1994,1878.44,1562.53,279.68
EC-Earth3,u03,EL,1995,2044.2,1645.21,247.42
EC-Earth3,u03,EL,1996,2141.48,1890.72,245.05
EC-Earth3,u03,EL,1997,2150.92,1655.02,238.66
EC-Earth3,u03,EL,1998,2016.92,1762.45,359.41
EC-Earth3,u03,EL,1999,1873.14,1747.21,329.89
EC-Earth3,u03,EL,2000,2012.7,1762.38,335.44
EC-Earth3,u03,EL,2001,1923.41,1430.49,340.81
EC-Earth3,u03,EL,2002,1952.99,1792.58,289.34
EC-Earth3,u03,EL,2003,2112.47,1800.96,348.35
EC-Earth3,u03,EL,2004,2051.95,1745.17,246.22
EC-Earth3,u03,EL,2005,2118.66,1721.79,213.92
EC-Earth3,u03,EL,2006,2201.02,1867.65,250.4
EC-Earth3,u03,EL,2007,1987.95,1696.66,329.64
EC-Earth3,u03,EL,2008,1980.71,1768.74,286.73
EC-Earth3,u03,EL,2009,1913.41,1662.7,238.52
EC-Earth3,u03,EL,2010,1782.81,1527.99,288.15
EC-Earth3,u03,EL,2011,2212.76,1611.74,244.68
EC-Earth3,u03,EL,2012,2043.7,2010.14,359.8
EC-Earth3,u03,EL,2013,1862.98,1527.39,251.34
EC-Earth3,u03,EL,2014,1833.18,1545.71,240.23
EC-Earth3,u03,EL,2015,2042.19,1721.47,246.38
EC-Earth3,u03,EL,2016,1921.91,1550.12,283.72
EC-Earth3,u03,EL,2017,2053.69,1812.03,297.99
EC-Earth3,u03,EL,2018,1782.71,1593.15,240.47
EC-Earth3,u03,EL,2019,1888.8,1705.42,291.12
EC-Earth3,u03,EL,2020,1936.27,1540.73,240.14
EC-Earth3,u03,EL,2021,1971.95,1550.11,335.77
EC-Earth3,u03,EL,2022,1970.62,1819.53,281.68
EC-Earth3,u03,EL,2023,1777.44,1477.53,311.99
EC-Earth3,u03,EL,2024,1639.77,1350.07,420.94
EC-Earth3,u03,ES,1990,2077.92,1398.78,216.57
EC-Earth3,u03,ES,1991,2383.62,1818.99,232.06
EC-Earth3,u03,ES,1992,2293.66,1877.69,166.21
EC-Earth3,u03,ES,1993,2400.36,1755.14,174.09
EC-Earth3,u03,ES,1994,2058.65,1744.2,251.84
EC-Earth3,u03,ES,1995,1919.9,1533.52,193.43
EC-Earth3,u03,ES,1996,2173.69,1544.05,173.82
EC-Earth3,u03,ES,1997,1858.79,1537.95,147.2
EC-Earth3,u03,ES,1998,2087.15,1476.23,218.16
EC-Earth3,u03,ES,1999,2144.02,1751.42,208.16
EC-Earth3,u03,ES,2000,2115.4,1719.41,198.91
EC-Earth3,u03,ES,2001,2063.84,1542.36,216.8
EC-Earth3,u03,ES,2002,1996.74,1661.76,178.48
EC-Earth3,u03,ES,2003,2044.73,1583.69,304.64
EC-Earth3,u03,ES,2004,2185.2,1684.98,223.26
EC-Earth3,u03,ES,2005,2240.12,1814.86,241.81
EC-Earth3,u03,ES,2006,1967.16,1773.37,235.59
EC-Earth3,u03,ES,2007,2114.81,1520.13,175.55
EC-Earth3,u03,ES,2008,2172.55,1641.44,199.35
EC-Earth3,u03,ES,2009,2048.45,1798.96,257.76
EC-Earth3,u03,ES,2010,2271.85,1665.86,231.31
EC-Earth3,u03,ES,2011,1930.28,1735.11,207.14
EC-Earth3,u03,ES,2012,2173.21,1663.19,257.67
EC-Earth3,u03,ES,2013,2202.75,1676.77,215.53
EC-Earth3,u03,ES,2014,1889.92,1606.06,185.95
EC-Earth3,u03,ES,2015,1935.8,1612.46,282.45
EC-Earth3,u03,ES,2016,2007.75,1483.04,254.95
EC-Earth3,u03,ES,2017,1966.63,1562.7,278.4
EC-Earth3,u03,ES,2018,2078.86,1695.81,233.76
EC-Earth3,u03,ES,2019,1974.3,1561.63,248.98
EC-Earth3,u03,ES,2020,1894.02,1485.18,255.4
EC-Earth3,u03,ES,2021,1992.98,1585.11,234.79
EC-Earth3,u03,ES,2022,1780.84,1575.19,338.43
EC-Earth3,u03,ES,2023,1797.82,1404.92,301.44
EC-Earth3,u03,ES,2024,1752.16,1366.68,281.7
EC-Earth3,u03,FI,1990,5485.43,3916.22,0.92
EC-Earth3,u03,FI,1991,5671.48,4102.06,4.72
EC-Earth3,u03,FI,1992,5639.45,3692.57,5.37
EC-Earth3,u03,FI,1993,5928.41,4038.3,0.16
EC-Earth3,u03,FI,1994,6013.93,4538.24,18.34
EC-Earth3,u03,FI,1995,5708.9,3828.81,7.09
EC-Earth3,u03,FI,1996,6127.7,4530.55,0.64
EC-Earth3,u03,FI,1997,5778.74,4005.98,16.12
EC-Earth3,u03,FI,1998,5985.93,4223.96,0.4
EC-Earth3,u03,FI,1999,5684.94,4311.65,15.79
EC-Earth3,u03,FI,2000,5297.79,3904.01,2.22
EC-Earth3,u03,FI,2001,5791.71,3849.83,7.06
EC-Earth3,u03,FI,2002,5763.41,4035.66,9.22
EC-Earth3,u03,FI,2003,5817.64,4694.93,18.94
EC-Earth3,u03,FI,2004,5692.25,4102.93,2.22
EC-Earth3,u03,FI,2005,5508.12,4060.2,8.79
EC-Earth3,u03,FI,2006,5513.59,4222.89,14.41
EC-Earth3,u03,FI,2007,5425.99,3811.25,6.43
EC-Earth3,u03,FI,2008,5275.45,3652.92,1.88
EC-Earth3,u03,FI,2009,5710.09,3859.9,3.24
EC-Earth3,u03,FI,2010,6233.52,4559.39,30.01
EC-Earth3,u03,FI,2011,5332.27,4615.11,20.55
EC-Earth3,u03,FI,2012,5866.25,3846.04,1.33
EC-Earth3,u03,FI,2013,5371.64,4261.12,7.16
EC-Earth3,u03,FI,2014,5302.12,3672.04,26.12
EC-Earth3,u03,FI,2015,5092.37,3671.84,1.59
EC-Earth3,u03,FI,2016,5508.3,3829.14,1.43
EC-Earth3,u03,FI,2017,5523.54,3903.87,0.04
EC-Earth3,u03,FI,2018,5395.1,4067.86,34.25
EC-Earth3,u03,FI,2019,5381.51,3867.29,13.08
EC-Earth3,u03,FI,2020,4858.68,3539.4,10.84
EC-Earth3,u03,FI,2021,5650.05,3819.49,33.47
EC-Earth3,u03,FI,2022,5383.28,3934.74,21.09
EC-Earth3,u03,FI,2023,5481.03,3825.94,10.86
EC-Earth3,u03,FI,2024,5238.91,4318.69,8.87
EC-Earth3,u03,FR,1990,3216.9,2236.97,71.86
EC-Earth3,u03,FR,1991,3612.04,2522.21,56.56
EC-Earth3,u03,FR,1992,3448.06,2629.75,48.42
EC-Earth3,u03,FR,1993,3532.9,2496.81,33.64
EC-Earth3,u03,FR,1994,3152.92,2459.5,74.01
EC-Earth3,u03,FR,1995,3307.73,2266.24,71.5
EC-Earth3,u03,FR,1996,3675.74,2511.61,40.27
EC-Earth3,u03,FR,1997,3235.79,2493.78,47.48
EC-Earth3,u03,FR,1998,3416.63,2342.68,54.11
EC-Earth3,u03,FR,1999,3234.28,2509.47,43.26
EC-Earth3,u03,FR,2000,3208.95,2474.15,41.88
EC-Earth3,u03,FR,2001,3339.23,2266.06,58.51
EC-Earth3,u03,FR,2002,3143.65,2348.14,41.54
EC-Earth3,u03,FR,2003,3239.18,2371.05,142.58
EC-Earth3,u03,FR,2004,3392.4,2513.53,49.65
EC-Earth3,u03,FR,2005,3386.06,2534.86,65.71
EC-Earth3,u03,FR,2006,3204.97,2595.4,85.34
EC-Earth3,u03,FR,2007,3204.57,2138.75,29.07
EC-Earth3,u03,FR,2008,3371.13,2460.65,39.53
EC-Earth3,u03,FR,2009,3289.62,2631.5,65.34
EC-Earth3,u03,FR,2010,3669.28,2547.61,58.49
EC-Earth3,u03,FR,2011,3013.17,2541.17,39.41
EC-Earth3,u03,FR,2012,3348.93,2336.17,57.6
EC-Earth3,u03,FR,2013,3501.67,2541.95,61.58
EC-Earth3,u03,FR,2014,2959.18,2224.71,34.96
EC-Earth3,u03,FR,2015,3112.86,2312.3,95.07
EC-Earth3,u03,FR,2016,3282.83,2228.13,65.59
EC-Earth3,u03,FR,2017,3188.72,2427.71,82.76
EC-Earth3,u03,FR,2018,3033.61,2424.67,94.14
EC-Earth3,u03,FR,2019,3106.19,2267.41,107.33
EC-Earth3,u03,FR,2020,2920.29,2178.28,86.93
EC-Earth3,u03,FR,2021,3296.14,2313.62,47.05
EC-Earth3,u03,FR,2022,2868.39,2346.52,134.02
EC-Earth3,u03,FR,2023,2876.77,2151.85,84.38
EC-Earth3,u03,FR,2024,2973.35,2094.01,73.97
EC-Earth3,u03,HR,1990,3184.99,2468.28,78.59
EC-Earth3,u03,HR,1991,3578.49,2650.54,79.98
EC-Earth3,u03,HR,1992,3159.12,2738.77,122.56
EC-Earth3,u03,HR,1993,3370.13,2685.85,110.77
EC-Earth3,u03,HR,1994,2983.73,2472.71,138.41
EC-Earth3,u03,HR,1995,3335.36,2550.86,70.34
EC-Earth3,u03,HR,1996,3620.51,2888.94,59.96
EC-Earth3,u03,HR,1997,3368.09,2602.19,55.41
EC-Earth3,u03,HR,1998,3310.18,2540.12,129.19
EC-Earth3,u03,HR,1999,3210.91,2779.08,75.76
EC-Earth3,u03,HR,2000,2937.59,2695.31,149.83
EC-Earth3,u03,HR,2001,3189.21,2165.28,110.75
EC-Earth3,u03,HR,2002,2997.96,2580.05,88.93
EC-Earth3,u03,HR,2003,3339.13,2680.55,210.2
EC-Earth3,u03,HR,2004,3372.68,2722.09,83.17
EC-Earth3,u03,HR,2005,3541.97,2731.97,69.81
EC-Earth3,u03,HR,2006,3258.82,2817.31,119.16
EC-Earth3,u03,HR,2007,3038.36,2160.63,145.85
EC-Earth3,u03,HR,2008,3064.49,2655.69,118.94
EC-Earth3,u03,HR,2009,3105.39,2563.7,115.63
EC-Earth3,u03,HR,2010,3396.56,2634.45,113.36
EC-Earth3,u03,HR,2011,3195.54,2664.63,127.84
EC-Earth3,u03,HR,2012,3158.81,2723.9,206.29
EC-Earth3,u03,HR,2013,3178.2,2585.9,148.43
EC-Earth3,u03,HR,2014,2766.18,2208.14,68.23
EC-Earth3,u03,HR,2015,3037.45,2354.41,173.56
EC-Earth3,u03,HR,2016,3115.77,2402.35,99.89
EC-Earth3,u03,HR,2017,3147.1,2665.58,190.59
EC-Earth3,u03,HR,2018,2904.04,2573.53,123.14
EC-Earth3,u03,HR,2019,2875.14,2367.78,158.79
EC-Earth3,u03,HR,2020,3001.5,2245.8,109.89
EC-Earth3,u03,HR,2021,3209.35,2443.22,174.16
EC-Earth3,u03,HR,2022,2820.06,2519.36,185.19
EC-Earth3,u03,HR,2023,2681.05,2182.56,138.41
EC-Earth3,u03,HR,2024,2581.1,1983.73,229.88
EC-Earth3,u03,HU,1990,3622.51,2793.95,70.94
EC-Earth3,u03,HU,1991,4024.79,3059.51,63.68
EC-Earth3,u03,HU,1992,3673.57,3092.99,134.9
EC-Earth3,u03,HU,1993,3900.95,3190.74,83.42
EC-Earth3,u03,HU,1994,3498.82,2855.77,128.14
EC-Earth3,u03,HU,1995,3814.37,2949.6,83.57
EC-Earth3,u03,HU,1996,4070.23,3376.75,53.48
EC-Earth3,u03,HU,1997,3879.87,3017.67,48.2
EC-Earth3,u03,HU,1998,3756.95,2858.14,101.23
EC-Earth3,u03,HU,1999,3685.89,3171.91,45.5
EC-Earth3,u03,HU,2000,3420.37,3090.78,122.79
EC-Earth3,u03,HU,2001,3738.23,2629.59,81.81
EC-Earth3,u03,HU,2002,3602.13,3004.55,97.89
EC-Earth3,u03,HU,2003,4015.11,3318.3,146.12
EC-Earth3,u03,HU,2004,3938.64,3188.39,58.3
EC-Earth3,u03,HU,2005,4050.47,3170.08,48.21
EC-Earth3,u03,HU,2006,3831.95,3291.89,95.97
EC-Earth3,u03,HU,2007,3511.16,2566.35,145.46
EC-Earth3,u03,HU,2008,3549.85,3032.41,83.74
EC-Earth3,u03,HU,2009,3629.97,2956.89,94.47
EC-Earth3,u03,HU,2010,3965.26,3034.85,87.64
EC-Earth3,u03,HU,2011,3795.75,3157.31,95
EC-Earth3,u03,HU,2012,3707.54,3152.22,166.16
EC-Earth3,u03,HU,2013,3694.53,3041.82,134.43
EC-Earth3,u03,HU,2014,3289.39,2615.66,69.24
EC-Earth3,u03,HU,2015,3527.99,2747.63,165.71
EC-Earth3,u03,HU,2016,3673.79,2829.62,77.97
EC-Earth3,u03,HU,2017,3706.94,3158.12,146.01
EC-Earth3,u03,HU,2018,3378.19,2965.71,115.91
EC-Earth3,u03,HU,2019,3308.35,2749.98,134.42
EC-Earth3,u03,HU,2020,3484.92,2660.74,87.44
EC-Earth3,u03,HU,2021,3776.21,2833.66,149.12
EC-Earth3,u03,HU,2022,3444.94,2914.08,175.39
EC-Earth3,u03,HU,2023,3258.32,2628.1,118.48
EC-Earth3,u03,HU,2024,3123.12,2467.84,203.72
EC-Earth3,u03,IE,1990,4129.61,2547.83,0.36
EC-Earth3,u03,IE,1991,4304.99,2769.12,0
EC-Earth3,u03,IE,1992,4339.53,2653.19,0
EC-Earth3,u03,IE,1993,4403.03,2716.88,0
EC-Earth3,u03,IE,1994,4299.28,2796.29,0
EC-Earth3,u03,IE,1995,4085.44,2585.11,1.17
EC-Earth3,u03,IE,1996,4437.8,2711.52,0
EC-Earth3,u03,IE,1997,4004.26,2671.24,0
EC-Earth3,u03,IE,1998,4082,2445.58,0
EC-Earth3,u03,IE,1999,4085.12,2585.37,0
EC-Earth3,u03,IE,2000,4249.41,2628.7,0
EC-Earth3,u03,IE,2001,4258.43,2824.78,0
EC-Earth3,u03,IE,2002,4098.4,2484.67,0
EC-Earth3,u03,IE,2003,4064.47,2604.68,0.25
EC-Earth3,u03,IE,2004,4128.57,2669.91,0
EC-Earth3,u03,IE,2005,4049.59,2572.11,0.11
EC-Earth3,u03,IE,2006,4026.43,2657.87,0.66
EC-Earth3,u03,IE,2007,4007,2527.69,0
EC-Earth3,u03,IE,2008,4296.79,2538.58,0
EC-Earth3,u03,IE,2009,4271.89,2773.67,0
EC-Earth3,u03,IE,2010,4637.29,2914.65,0
EC-Earth3,u03,IE,2011,4129.6,2883.98,0
EC-Earth3,u03,IE,2012,4261.13,2378.03,0
EC-Earth3,u03,IE,2013,4272.57,2849.8,0.64
EC-Earth3,u03,IE,2014,4078.06,2602.52,0
EC-Earth3,u03,IE,2015,4305.54,2712.69,0
EC-Earth3,u03,IE,2016,4193.72,2556.74,0.02
EC-Earth3,u03,IE,2017,4088.19,2582.61,0
EC-Earth3,u03,IE,2018,4150.46,2765.94,1.19
EC-Earth3,u03,IE,2019,4130.34,2499.59,0
EC-Earth3,u03,IE,2020,4175.6,2703.9,0
EC-Earth3,u03,IE,2021,4089.74,2691.19,1.37
EC-Earth3,u03,IE,2022,3976.57,2482.63,2.12
EC-Earth3,u03,IE,2023,3855.44,2532.6,0
EC-Earth3,u03,IE,2024,4031.46,2523.71,0
EC-Earth3,u03,IT,1990,2469.83,2004.99,135.74
EC-Earth3,u03,IT,1991,2805.73,2103.63,156.25
EC-Earth3,u03,IT,1992,2580.25,2250.18,139.66
