model,exp,cntr,year,hdd_calendar,hdd_octmar,cdd_jja
HadGEM3-GC31-MM,u03,AT,2018,4214.18,3386.13,58.63
HadGEM3-GC31-MM,u03,AT,2019,4245.43,3115.32,65.78
HadGEM3-GC31-MM,u03,AT,2020,4346.83,3060.99,33.41
HadGEM3-GC31-MM,u03,AT,2021,4648.73,3291.37,43.9
HadGEM3-GC31-MM,u03,AT,2022,4238.1,3233.97,57.8
HadGEM3-GC31-MM,u03,AT,2023,4156.04,3038.59,56.59
HadGEM3-GC31-MM,u03,AT,2024,3992.54,2877.71,73.46
HadGEM3-GC31-MM,u03,BE,1990,4408.96,2818.03,14.87
HadGEM3-GC31-MM,u03,BE,1991,4806.56,3118.56,4.79
HadGEM3-GC31-MM,u03,BE,1992,4536.04,3162.84,4.44
HadGEM3-GC31-MM,u03,BE,1993,4683.9,3148.6,1.57
HadGEM3-GC31-MM,u03,BE,1994,4359.38,3171.71,21.17
HadGEM3-GC31-MM,u03,BE,1995,4455.71,2885.26,26.48
HadGEM3-GC31-MM,u03,BE,1996,5079.54,3332.73,6.98
HadGEM3-GC31-MM,u03,BE,1997,4509.55,3200.59,10.62
HadGEM3-GC31-MM,u03,BE,1998,4542.41,2963.04,8.08
HadGEM3-GC31-MM,u03,BE,1999,4229.72,3106.08,6.42
HadGEM3-GC31-MM,u03,BE,2000,4285.25,3004.53,5.53
HadGEM3-GC31-MM,u03,BE,2001,4473.05,2954.91,12.08
HadGEM3-GC31-MM,u03,BE,2002,4253.01,2860.1,10.36
HadGEM3-GC31-MM,u03,BE,2003,4399.26,3048.95,25.98
HadGEM3-GC31-MM,u03,BE,2004,4411.46,3105.98,7.37
HadGEM3-GC31-MM,u03,BE,2005,4306.82,3044.93,11.82
HadGEM3-GC31-MM,u03,BE,2006,4209.33,3118.02,28.59
HadGEM3-GC31-MM,u03,BE,2007,4098.35,2587.14,3.07
HadGEM3-GC31-MM,u03,BE,2008,4447.06,2968.79,3.33
HadGEM3-GC31-MM,u03,BE,2009,4430.41,3259.8,7.08
HadGEM3-GC31-MM,u03,BE,2010,4878.82,3185.9,15.4
HadGEM3-GC31-MM,u03,BE,2011,4165.78,3187.03,5.77
HadGEM3-GC31-MM,u03,BE,2012,4538.32,2948.79,9.8
HadGEM3-GC31-MM,u03,BE,2013,4731.14,3259.99,13.3
HadGEM3-GC31-MM,u03,BE,2014,4060.13,2778.5,7
HadGEM3-GC31-MM,u03,BE,2015,4318.06,2940.85,20
HadGEM3-GC31-MM,u03,BE,2016,4379.63,2801.58,12.91
HadGEM3-GC31-MM,u03,BE,2017,4252.02,3030.71,14.63
HadGEM3-GC31-MM,u03,BE,2018,4150.31,3018.97,35.6
HadGEM3-GC31-MM,u03,BE,2019,4223.92,2845.71,33.61
HadGEM3-GC31-MM,u03,BE,2020,4002.13,2804.15,33.81
HadGEM3-GC31-MM,u03,BE,2021,4446.16,2881.72,6.05
HadGEM3-GC31-MM,u03,BE,2022,4033.86,2861.2,38.88
HadGEM3-GC31-MM,u03,BE,2023,3987.06,2770.63,20.13
HadGEM3-GC31-MM,u03,BE,2024,4024.64,2667.82,17.96
HadGEM3-GC31-MM,u03,BG,1990,3898.31,3076.1,80.11
HadGEM3-GC31-MM,u03,BG,1991,4349.39,3103.11,50.72
HadGEM3-GC31-MM,u03,BG,1992,4105.77,3266.36,78.32
HadGEM3-GC31-MM,u03,BG,1993,4173.75,3223.51,105.2
HadGEM3-GC31-MM,u03,BG,1994,3740.65,2956.16,95.81
HadGEM3-GC31-MM,u03,BG,1995,4157.65,3053.87,50.07
HadGEM3-GC31-MM,u03,BG,1996,4318.91,3546.93,91.12
HadGEM3-GC31-MM,u03,BG,1997,4330.99,3084.63,49.89
HadGEM3-GC31-MM,u03,BG,1998,4048.56,3156.15,108.44
HadGEM3-GC31-MM,u03,BG,1999,3820.1,3203.74,87.67
HadGEM3-GC31-MM,u03,BG,2000,3870.14,3153.7,145.78
HadGEM3-GC31-MM,u03,BG,2001,3912.22,2732.01,106.35
HadGEM3-GC31-MM,u03,BG,2002,3866.74,3084.19,76.79
HadGEM3-GC31-MM,u03,BG,2003,4173.68,3297.57,119.19
HadGEM3-GC31-MM,u03,BG,2004,3973.66,3150.53,57.26
HadGEM3-GC31-MM,u03,BG,2005,4124.36,3035.83,49.86
HadGEM3-GC31-MM,u03,BG,2006,4056.41,3243.5,84.37
HadGEM3-GC31-MM,u03,BG,2007,3735.76,2761.69,168.5
HadGEM3-GC31-MM,u03,BG,2008,3826.83,3141.57,117.69
HadGEM3-GC31-MM,u03,BG,2009,3811.72,2990.14,92.12
HadGEM3-GC31-MM,u03,BG,2010,3839.31,2976.04,100.11
HadGEM3-GC31-MM,u03,BG,2011,4120.32,3037.6,89.09
HadGEM3-GC31-MM,u03,BG,2012,3893.6,3389.9,178.35
HadGEM3-GC31-MM,u03,BG,2013,3722.82,2896.2,101.61
HadGEM3-GC31-MM,u03,BG,2014,3689.47,2772.9,64.49
HadGEM3-GC31-MM,u03,BG,2015,3680.13,2980.81,118.59
HadGEM3-GC31-MM,u03,BG,2016,3730.28,2737.98,118.35
HadGEM3-GC31-MM,u03,BG,2017,3833.5,3149.04,139.67
HadGEM3-GC31-MM,u03,BG,2018,3610.12,2906.05,76.84
HadGEM3-GC31-MM,u03,BG,2019,3455.38,2890.54,114.48
HadGEM3-GC31-MM,u03,BG,2020,3542.81,2602.54,102.5
HadGEM3-GC31-MM,u03,BG,2021,3798.48,2786.1,142.31
HadGEM3-GC31-MM,u03,BG,2022,3544.17,2985.07,129.34
HadGEM3-GC31-MM,u03,BG,2023,3306.41,2538.96,149.4
HadGEM3-GC31-MM,u03,BG,2024,3165.58,2424.09,214.74
HadGEM3-GC31-MM,u03,CH,1990,4707.47,3149.96,16.35
HadGEM3-GC31-MM,u03,CH,1991,5006.24,3388.08,14.4
HadGEM3-GC31-MM,u03,CH,1992,4790.82,3502.33,24.16
HadGEM3-GC31-MM,u03,CH,1993,4893.25,3369.76,9.6
HadGEM3-GC31-MM,u03,CH,1994,4468.48,3262.38,29.7
HadGEM3-GC31-MM,u03,CH,1995,4873.39,3214.29,17.37
HadGEM3-GC31-MM,u03,CH,1996,5172.96,3453,6.07
HadGEM3-GC31-MM,u03,CH,1997,4715.2,3316.91,6.03
HadGEM3-GC31-MM,u03,CH,1998,4825.57,3249.07,23.9
HadGEM3-GC31-MM,u03,CH,1999,4792.72,3490.7,6.38
HadGEM3-GC31-MM,u03,CH,2000,4580.6,3401.88,13.77
HadGEM3-GC31-MM,u03,CH,2001,4792.88,3124.2,14.16
HadGEM3-GC31-MM,u03,CH,2002,4582.24,3232.14,17.6
HadGEM3-GC31-MM,u03,CH,2003,4671.29,3302.77,74.4
HadGEM3-GC31-MM,u03,CH,2004,4854.04,3470.24,11.56
HadGEM3-GC31-MM,u03,CH,2005,4946.38,3453.34,20.38
HadGEM3-GC31-MM,u03,CH,2006,4698.39,3597.21,32.16
HadGEM3-GC31-MM,u03,CH,2007,4597.97,2968.21,9.07
HadGEM3-GC31-MM,u03,CH,2008,4785.22,3364.1,11.38
HadGEM3-GC31-MM,u03,CH,2009,4690.08,3538,14.99
HadGEM3-GC31-MM,u03,CH,2010,5081.28,3460.13,22.76
HadGEM3-GC31-MM,u03,CH,2011,4448.12,3376.56,17.3
HadGEM3-GC31-MM,u03,CH,2012,4749.71,3326.53,19.46
HadGEM3-GC31-MM,u03,CH,2013,4956.17,3474.1,26.39
HadGEM3-GC31-MM,u03,CH,2014,4403.09,3140.36,11.43
HadGEM3-GC31-MM,u03,CH,2015,4505.15,3147.39,57.2
HadGEM3-GC31-MM,u03,CH,2016,4677.76,3139.6,19.65
HadGEM3-GC31-MM,u03,CH,2017,4637.86,3319.28,31.17
HadGEM3-GC31-MM,u03,CH,2018,4334.76,3358.51,37.79
HadGEM3-GC31-MM,u03,CH,2019,4516.98,3151.42,42.72
HadGEM3-GC31-MM,u03,CH,2020,4392.08,3042.51,25.72
HadGEM3-GC31-MM,u03,CH,2021,4793.98,3251.27,12.33
HadGEM3-GC31-MM,u03,CH,2022,4210.24,3238.14,49.51
HadGEM3-GC31-MM,u03,CH,2023,4248.12,2981.68,42.2
HadGEM3-GC31-MM,u03,CH,2024,4313.53,2914.83,28.01
HadGEM3-GC31-MM,u03,CY,1990,1677.31,1497.3,261.72
HadGEM3-GC31-MM,u03,CY,1991,1708.62,1305.81,233.87
HadGEM3-GC31-MM,u03,CY,1992,2116.98,1758.18,222.48
HadGEM3-GC31-MM,u03,CY,1993,1830.03,1667.59,283.82
HadGEM3-GC31-MM,u03,CY,1994,1607.95,1311.62,278.41
HadGEM3-GC31-MM,u03,CY,1995,1755.92,1429.46,290.44
HadGEM3-GC31-MM,u03,CY,1996,1629.36,1549.33,304.34
HadGEM3-GC31-MM,u03,CY,1997,1753.43,1402.14,260.2
HadGEM3-GC31-MM,u03,CY,1998,1568.22,1415.78,344.01
HadGEM3-GC31-MM,u03,CY,1999,1417.32,1239.71,297.44
HadGEM3-GC31-MM,u03,CY,2000,1691.59,1412.15,354.29
HadGEM3-GC31-MM,u03,CY,2001,1473.89,1236.63,321.12
HadGEM3-GC31-MM,u03,CY,2002,1576.86,1374.97,325.41
HadGEM3-GC31-MM,u03,CY,2003,1662.84,1429.88,313.43
HadGEM3-GC31-MM,u03,CY,2004,1614.6,1368.92,292.11
HadGEM3-GC31-MM,u03,CY,2005,1631.02,1365.03,278.39
HadGEM3-GC31-MM,u03,CY,2006,1643.37,1404.89,300.82
HadGEM3-GC31-MM,u03,CY,2007,1463.15,1392.45,400.82
HadGEM3-GC31-MM,u03,CY,2008,1384.35,1245,416.83
HadGEM3-GC31-MM,u03,CY,2009,1374.31,1195.55,389.3
HadGEM3-GC31-MM,u03,CY,2010,1122.6,1040.05,392.25
HadGEM3-GC31-MM,u03,CY,2011,1501.98,1059.3,363.17
HadGEM3-GC31-MM,u03,CY,2012,1428.19,1433.18,452.35
HadGEM3-GC31-MM,u03,CY,2013,1291.29,1057.52,384.35
HadGEM3-GC31-MM,u03,CY,2014,995.04,1003.17,302.91
HadGEM3-GC31-MM,u03,CY,2015,1184.09,1021.87,307.48
HadGEM3-GC31-MM,u03,CY,2016,1242.11,1014.93,325.44
HadGEM3-GC31-MM,u03,CY,2017,1201.78,1212.86,367.59
HadGEM3-GC31-MM,u03,CY,2018,967.39,856.8,314.07
HadGEM3-GC31-MM,u03,CY,2019,1160.96,1068.38,338.63
HadGEM3-GC31-MM,u03,CY,2020,1055.37,995.66,324.55
HadGEM3-GC31-MM,u03,CY,2021,935.82,774.42,441.69
HadGEM3-GC31-MM,u03,CY,2022,1065.83,1041.97,397.12
HadGEM3-GC31-MM,u03,CY,2023,852.45,762.87,429.68
HadGEM3-GC31-MM,u03,CY,2024,826.02,654.38,480.71
HadGEM3-GC31-MM,u03,CZ,1990,4880.8,3355.51,26.67
HadGEM3-GC31-MM,u03,CZ,1991,5294.86,3602.78,16.43
HadGEM3-GC31-MM,u03,CZ,1992,4892.2,3628.23,53.2
HadGEM3-GC31-MM,u03,CZ,1993,5159.78,3751.83,19.75
HadGEM3-GC31-MM,u03,CZ,1994,4762.75,3491.38,67.56
HadGEM3-GC31-MM,u03,CZ,1995,5094.31,3494.76,31.14
HadGEM3-GC31-MM,u03,CZ,1996,5660.19,4051.74,11.89
HadGEM3-GC31-MM,u03,CZ,1997,5195.6,3704.13,11.84
HadGEM3-GC31-MM,u03,CZ,1998,4983.79,3501.91,32.65
HadGEM3-GC31-MM,u03,CZ,1999,4879.37,3677.22,15.42
HadGEM3-GC31-MM,u03,CZ,2000,4666.24,3578.75,36.53
HadGEM3-GC31-MM,u03,CZ,2001,5096.46,3369.29,20.31
HadGEM3-GC31-MM,u03,CZ,2002,4821.98,3484.94,25.2
HadGEM3-GC31-MM,u03,CZ,2003,5004.32,3783.59,61.76
HadGEM3-GC31-MM,u03,CZ,2004,5082.41,3717.77,21.23
HadGEM3-GC31-MM,u03,CZ,2005,5126.26,3656.68,19.26
HadGEM3-GC31-MM,u03,CZ,2006,4977.02,3914.1,49.27
HadGEM3-GC31-MM,u03,CZ,2007,4676.93,3068.06,38.67
HadGEM3-GC31-MM,u03,CZ,2008,4750.92,3528.24,25.63
HadGEM3-GC31-MM,u03,CZ,2009,4860.25,3578.72,19.9
HadGEM3-GC31-MM,u03,CZ,2010,5332.93,3708.29,41.74
HadGEM3-GC31-MM,u03,CZ,2011,4812.2,3737.71,20.21
HadGEM3-GC31-MM,u03,CZ,2012,4930.33,3578.42,38.06
HadGEM3-GC31-MM,u03,CZ,2013,5051.3,3732.72,47.85
HadGEM3-GC31-MM,u03,CZ,2014,4461.6,3228.17,28.44
HadGEM3-GC31-MM,u03,CZ,2015,4554.47,3236.51,89.58
HadGEM3-GC31-MM,u03,CZ,2016,4777.53,3280.87,25.56
HadGEM3-GC31-MM,u03,CZ,2017,4801.89,3595.48,43.61
HadGEM3-GC31-MM,u03,CZ,2018,4458.4,3511.03,64.79
HadGEM3-GC31-MM,u03,CZ,2019,4456.98,3279.58,56.97
HadGEM3-GC31-MM,u03,CZ,2020,4608.8,3167.1,25.51
HadGEM3-GC31-MM,u03,CZ,2021,4982.27,3464.81,26.29
HadGEM3-GC31-MM,u03,CZ,2022,4587.69,3358.22,50.56
HadGEM3-GC31-MM,u03,CZ,2023,4420.18,3235.11,47.95
HadGEM3-GC31-MM,u03,CZ,2024,4261.37,3049.73,53.36
HadGEM3-GC31-MM,u03,DE,1990,4583.91,3055.68,19.07
HadGEM3-GC31-MM,u03,DE,1991,4976.08,3332.18,18.98
HadGEM3-GC31-MM,u03,DE,1992,4670.06,3366.1,27.21
HadGEM3-GC31-MM,u03,DE,1993,4916.95,3407.57,8.56
HadGEM3-GC31-MM,u03,DE,1994,4522.41,3345.89,43.64
HadGEM3-GC31-MM,u03,DE,1995,4806.66,3180.31,30.97
HadGEM3-GC31-MM,u03,DE,1996,5398.55,3701.29,9.85
HadGEM3-GC31-MM,u03,DE,1997,4794.44,3429.78,13.03
HadGEM3-GC31-MM,u03,DE,1998,4730.18,3205.85,19.65
HadGEM3-GC31-MM,u03,DE,1999,4559.18,3371.45,13.7
HadGEM3-GC31-MM,u03,DE,2000,4453.4,3252.71,17.48
HadGEM3-GC31-MM,u03,DE,2001,4731.96,3148.28,22.03
HadGEM3-GC31-MM,u03,DE,2002,4542.17,3140.68,16.32
HadGEM3-GC31-MM,u03,DE,2003,4667.67,3406.4,55.98
HadGEM3-GC31-MM,u03,DE,2004,4785.62,3383.78,14.03
HadGEM3-GC31-MM,u03,DE,2005,4743.81,3367.37,16.28
HadGEM3-GC31-MM,u03,DE,2006,4581.99,3520.29,39.91
HadGEM3-GC31-MM,u03,DE,2007,4446.7,2813.9,13.49
HadGEM3-GC31-MM,u03,DE,2008,4625.69,3245.57,14.92
HadGEM3-GC31-MM,u03,DE,2009,4685.6,3457.53,12.18
HadGEM3-GC31-MM,u03,DE,2010,5190.68,3482.73,31.64
HadGEM3-GC31-MM,u03,DE,2011,4506.09,3484.44,10.41
HadGEM3-GC31-MM,u03,DE,2012,4739.64,3256.88,18.08
HadGEM3-GC31-MM,u03,DE,2013,4888.23,3517.53,27.62
HadGEM3-GC31-MM,u03,DE,2014,4268.32,3001.33,15.91
HadGEM3-GC31-MM,u03,DE,2015,4465.93,3103.71,49.35
HadGEM3-GC31-MM,u03,DE,2016,4606.41,3067.16,19.21
HadGEM3-GC31-MM,u03,DE,2017,4553.8,3305.07,18.68
HadGEM3-GC31-MM,u03,DE,2018,4305.96,3265.51,50.67
HadGEM3-GC31-MM,u03,DE,2019,4378.7,3052.5,49.45
HadGEM3-GC31-MM,u03,DE,2020,4288.83,2991.37,30.42
HadGEM3-GC31-MM,u03,DE,2021,4712.09,3170.23,13.91
HadGEM3-GC31-MM,u03,DE,2022,4266.88,3100.44,49.83
HadGEM3-GC31-MM,u03,DE,2023,4203.9,2970.17,28.15
HadGEM3-GC31-MM,u03,DE,2024,4156.82,2878.32,26.04
HadGEM3-GC31-MM,u03,DK,1990,5192.29,3313.29,0.3
HadGEM3-GC31-MM,u03,DK,1991,5600.06,3615.51,0.18
HadGEM3-GC31-MM,u03,DK,1992,5353.26,3495.64,0.49
HadGEM3-GC31-MM,u03,DK,1993,5795.66,3675.65,0
HadGEM3-GC31-MM,u03,DK,1994,5457.46,3804.37,1.77
HadGEM3-GC31-MM,u03,DK,1995,5642.23,3551.86,0.21
HadGEM3-GC31-MM,u03,DK,1996,6161.64,4108.84,0.11
HadGEM3-GC31-MM,u03,DK,1997,5582.2,3756.27,0.57
HadGEM3-GC31-MM,u03,DK,1998,5703.44,3580.05,0
HadGEM3-GC31-MM,u03,DK,1999,5457.13,3796.54,0.01
HadGEM3-GC31-MM,u03,DK,2000,5312.22,3541.82,0.4
HadGEM3-GC31-MM,u03,DK,2001,5611.75,3559.35,0.03
HadGEM3-GC31-MM,u03,DK,2002,5279.16,3450.59,0.03
HadGEM3-GC31-MM,u03,DK,2003,5466.16,3905.73,0.05
HadGEM3-GC31-MM,u03,DK,2004,5492.01,3680.98,0.06
HadGEM3-GC31-MM,u03,DK,2005,5436.42,3603.08,0.01
HadGEM3-GC31-MM,u03,DK,2006,5197.53,3747.47,0.25
HadGEM3-GC31-MM,u03,DK,2007,5166.73,3095.18,0.14
HadGEM3-GC31-MM,u03,DK,2008,5225.08,3447.13,0.19
HadGEM3-GC31-MM,u03,DK,2009,5363.22,3588.1,0.01
HadGEM3-GC31-MM,u03,DK,2010,6026.96,3895.71,0.23
HadGEM3-GC31-MM,u03,DK,2011,5468.14,4003.09,0
HadGEM3-GC31-MM,u03,DK,2012,5731.88,3528.47,0
HadGEM3-GC31-MM,u03,DK,2013,5665.92,3935.16,0.21
HadGEM3-GC31-MM,u03,DK,2014,5096.97,3351.33,0.31
HadGEM3-GC31-MM,u03,DK,2015,5399.68,3376.24,0.07
HadGEM3-GC31-MM,u03,DK,2016,5458.25,3480.27,0.02
HadGEM3-GC31-MM,u03,DK,2017,5490.04,3592.82,0
HadGEM3-GC31-MM,u03,DK,2018,5268.9,3677.45,4.12
HadGEM3-GC31-MM,u03,DK,2019,5281.12,3400.1,0.83
HadGEM3-GC31-MM,u03,DK,2020,5162.06,3333.6,1.11
HadGEM3-GC31-MM,u03,DK,2021,5540.97,3536.86,0.28
HadGEM3-GC31-MM,u03,DK,2022,5280.77,3424.71,1.54
HadGEM3-GC31-MM,u03,DK,2023,5321.63,3407.21,0
HadGEM3-GC31-MM,u03,DK,2024,5181.98,3542.65,0
HadGEM3-GC31-MM,u03,EE,1990,6734.43,4361.39,0
HadGEM3-GC31-MM,u03,EE,1991,6875.81,4561.89,0
HadGEM3-GC31-MM,u03,EE,1992,6830.2,4269.86,1.14
HadGEM3-GC31-MM,u03,EE,1993,7289.03,4602.82,0
HadGEM3-GC31-MM,u03,EE,1994,7249.58,5120.26,4
HadGEM3-GC31-MM,u03,EE,1995,6911.7,4488.68,0.41
HadGEM3-GC31-MM,u03,EE,1996,7515.62,5134.86,0.01
HadGEM3-GC31-MM,u03,EE,1997,7029.85,4522.95,0.37
HadGEM3-GC31-MM,u03,EE,1998,7218.52,4725.08,0.04
HadGEM3-GC31-MM,u03,EE,1999,6777.86,4874.8,1.6
HadGEM3-GC31-MM,u03,EE,2000,6642.46,4456.6,0.01
HadGEM3-GC31-MM,u03,EE,2001,6971.79,4410.79,0.86
HadGEM3-GC31-MM,u03,EE,2002,6900.76,4551.82,1.05
HadGEM3-GC31-MM,u03,EE,2003,7116.04,5224.92,1.22
HadGEM3-GC31-MM,u03,EE,2004,7018.28,4697.31,0
HadGEM3-GC31-MM,u03,EE,2005,6971.73,4721.45,0.35
HadGEM3-GC31-MM,u03,EE,2006,6767.7,4862.13,3.14
HadGEM3-GC31-MM,u03,EE,2007,6692.34,4291.46,0.27
HadGEM3-GC31-MM,u03,EE,2008,6572.86,4286.96,0
HadGEM3-GC31-MM,u03,EE,2009,6984.24,4447.97,0.02
HadGEM3-GC31-MM,u03,EE,2010,7400.12,5130.22,6.97
HadGEM3-GC31-MM,u03,EE,2011,6670.43,5085.49,1.06
HadGEM3-GC31-MM,u03,EE,2012,7264.97,4570.46,0.46
HadGEM3-GC31-MM,u03,EE,2013,6774.25,4941.7,0.39
HadGEM3-GC31-MM,u03,EE,2014,6735.02,4317.34,1.81
HadGEM3-GC31-MM,u03,EE,2015,6495.05,4335.65,0.13
HadGEM3-GC31-MM,u03,EE,2016,6849.38,4458.25,0.38
HadGEM3-GC31-MM,u03,EE,2017,6901.81,4554.27,0.04
HadGEM3-GC31-MM,u03,EE,2018,6632.5,4663.99,3.6
HadGEM3-GC31-MM,u03,EE,2019,6512.8,4437.93,1.52
HadGEM3-GC31-MM,u03,EE,2020,6237.16,4047.54,0.73
HadGEM3-GC31-MM,u03,EE,2021,6828.74,4428.82,7.22
HadGEM3-GC31-MM,u03,EE,2022,6674.12,4459.59,4.34
HadGEM3-GC31-MM,u03,EE,2023,6622.41,4431.81,1.21
HadGEM3-GC31-MM,u03,EE,2024,6297,4693.9,1.07
HadGEM3-GC31-MM,u03,EL,1990,2244.23,1940.4,181.36
HadGEM3-GC31-MM,u03,EL,1991,2610.53,1907.51,151.64
HadGEM3-GC31-MM,u03,EL,1992,2514.63,2173.24,155.77
HadGEM3-GC31-MM,u03,EL,1993,2434.9,2040.45,199.9
HadGEM3-GC31-MM,u03,EL,1994,2187.93,1783.65,214.57
HadGEM3-GC31-MM,u03,EL,1995,2369.8,1865.51,182.18
HadGEM3-GC31-MM,u03,EL,1996,2476.02,2120.21,183.64
HadGEM3-GC31-MM,u03,EL,1997,2488.05,1888.59,179.34
HadGEM3-GC31-MM,u03,EL,1998,2331.61,1990.25,284.49
HadGEM3-GC31-MM,u03,EL,1999,2179.66,1969.3,257.13
HadGEM3-GC31-MM,u03,EL,2000,2332.54,1985.01,266.71
HadGEM3-GC31-MM,u03,EL,2001,2229.12,1652.12,267.48
HadGEM3-GC31-MM,u03,EL,2002,2279.27,2011.33,220.69
HadGEM3-GC31-MM,u03,EL,2003,2423.26,2027.18,271.81
HadGEM3-GC31-MM,u03,EL,2004,2381.01,1968.49,186.32
HadGEM3-GC31-MM,u03,EL,2005,2450.34,1941.66,156.49
HadGEM3-GC31-MM,u03,EL,2006,2534.39,2098.46,190.34
HadGEM3-GC31-MM,u03,EL,2007,2314.17,1927.5,261.01
HadGEM3-GC31-MM,u03,EL,2008,2309.38,1996.25,221.63
HadGEM3-GC31-MM,u03,EL,2009,2244.7,1889.2,176.27
HadGEM3-GC31-MM,u03,EL,2010,2104.25,1756.37,222.07
HadGEM3-GC31-MM,u03,EL,2011,2551.28,1835.64,184.27
HadGEM3-GC31-MM,u03,EL,2012,2353.45,2241.23,284.49
HadGEM3-GC31-MM,u03,EL,2013,2181.46,1747.49,189.5
HadGEM3-GC31-MM,u03,EL,2014,2168.86,1770.14,182.79
HadGEM3-GC31-MM,u03,EL,2015,2369.07,1947.9,187.52
HadGEM3-GC31-MM,u03,EL,2016,2242.76,1778.22,217.14
HadGEM3-GC31-MM,u03,EL,2017,2387.25,2036.32,233.59
HadGEM3-GC31-MM,u03,EL,2018,2096.85,1821.84,180.03
HadGEM3-GC31-MM,u03,EL,2019,2205.56,1931.17,224.33
HadGEM3-GC31-MM,u03,EL,2020,2260.24,1762.21,181.36
HadGEM3-GC31-MM,u03,EL,2021,2298.05,1776.13,268.88
HadGEM3-GC31-MM,u03,EL,2022,2284.79,2050.22,213.87
HadGEM3-GC31-MM,u03,EL,2023,2097.05,1702.55,244.79
HadGEM3-GC31-MM,u03,EL,2024,1941.2,1567.55,336.94
HadGEM3-GC31-MM,u03,ES,1990,2522.15,1677.9,163.88
HadGEM3-GC31-MM,u03,ES,1991,2841.75,2100.8,180.78
HadGEM3-GC31-MM,u03,ES,1992,2763.62,2163.38,126.17
HadGEM3-GC31-MM,u03,ES,1993,2879.92,2040.94,129.58
HadGEM3-GC31-MM,u03,ES,1994,2512.19,2030.66,195.39
HadGEM3-GC31-MM,u03,ES,1995,2371.89,1817.11,144.58
HadGEM3-GC31-MM,u03,ES,1996,2645.97,1821.4,126.74
HadGEM3-GC31-MM,u03,ES,1997,2310.6,1817.91,105.2
HadGEM3-GC31-MM,u03,ES,1998,2541.55,1752.25,165.84
HadGEM3-GC31-MM,u03,ES,1999,2591.09,2032.49,156.09
HadGEM3-GC31-MM,u03,ES,2000,2576.69,2002.65,149.27
HadGEM3-GC31-MM,u03,ES,2001,2509.84,1826,163.67
HadGEM3-GC31-MM,u03,ES,2002,2457.2,1938.75,132.44
HadGEM3-GC31-MM,u03,ES,2003,2481.39,1865.48,237.41
HadGEM3-GC31-MM,u03,ES,2004,2632.18,1972.45,168.1
HadGEM3-GC31-MM,u03,ES,2005,2679.26,2092.02,184.9
HadGEM3-GC31-MM,u03,ES,2006,2398.03,2052.66,179.8
HadGEM3-GC31-MM,u03,ES,2007,2572.43,1796.84,128.88
HadGEM3-GC31-MM,u03,ES,2008,2636.62,1924.02,150.47
HadGEM3-GC31-MM,u03,ES,2009,2482.72,2079.75,200.09
HadGEM3-GC31-MM,u03,ES,2010,2720.25,1941.02,177.29
HadGEM3-GC31-MM,u03,ES,2011,2369.92,2016.6,156.25
HadGEM3-GC31-MM,u03,ES,2012,2619.05,1940.55,198.73
HadGEM3-GC31-MM,u03,ES,2013,2651.15,1958.75,165.21
HadGEM3-GC31-MM,u03,ES,2014,2330.38,1879.74,137.33
HadGEM3-GC31-MM,u03,ES,2015,2371.14,1884.63,220.11
HadGEM3-GC31-MM,u03,ES,2016,2452.37,1765.82,196.8
HadGEM3-GC31-MM,u03,ES,2017,2392.33,1840.76,217.05
HadGEM3-GC31-MM,u03,ES,2018,2520.99,1969.48,179.21
HadGEM3-GC31-MM,u03,ES,2019,2413.81,1841.39,192.58
HadGEM3-GC31-MM,u03,ES,2020,2336.47,1763.11,199.01
HadGEM3-GC31-MM,u03,ES,2021,2437.02,1866.17,180.23
HadGEM3-GC31-MM,u03,ES,2022,2195.24,1854.51,269.3
HadGEM3-GC31-MM,u03,ES,2023,2210.77,1672.05,237.4
HadGEM3-GC31-MM,u03,ES,2024,2185,1638.86,220.17
HadGEM3-GC31-MM,u03,FI,1990,7526.12,4933.33,0
HadGEM3-GC31-MM,u03,FI,1991,7702.19,5119.16,0
HadGEM3-GC31-MM,u03,FI,1992,7661.73,4715.26,0.01
HadGEM3-GC31-MM,u03,FI,1993,7972.38,5055.4,0
HadGEM3-GC31-MM,u03,FI,1994,8018.4,5555.34,1.65
HadGEM3-GC31-MM,u03,FI,1995,7724.25,4845.91,0.06
HadGEM3-GC31-MM,u03,FI,1996,8159.62,5553.24,0
HadGEM3-GC31-MM,u03,FI,1997,7764.18,5023.08,0.29
HadGEM3-GC31-MM,u03,FI,1998,8032.49,5241.06,0
HadGEM3-GC31-MM,u03,FI,1999,7686.63,5328.75,0.67
HadGEM3-GC31-MM,u03,FI,2000,7347.52,4926.69,0
HadGEM3-GC31-MM,u03,FI,2001,7812.22,4867.02,0.1
HadGEM3-GC31-MM,u03,FI,2002,7757.09,5052.76,0
HadGEM3-GC31-MM,u03,FI,2003,7817.94,5712.03,0.67
HadGEM3-GC31-MM,u03,FI,2004,7738.71,5125.62,0
HadGEM3-GC31-MM,u03,FI,2005,7530.07,5077.3,0.11
HadGEM3-GC31-MM,u03,FI,2006,7500.61,5240.04,0.44
HadGEM3-GC31-MM,u03,FI,2007,7445.02,4828.35,0
HadGEM3-GC31-MM,u03,FI,2008,7325.5,4675.61,0
HadGEM3-GC31-MM,u03,FI,2009,7741.85,4877.01,0
HadGEM3-GC31-MM,u03,FI,2010,8200.49,5576.49,3.05
