IDCROP;IDREGION;YEAR;AREA
1;AT1;1980;193663.2
1;AT1;1981;197978.4
1;AT1;1982;206906.4
1;AT1;1983;222828
1;AT1;1984;223944
1;AT1;1985;227217.6
1;AT1;1986;230342.4
1;AT1;1987;226176
1;AT1;1988;208320
1;AT1;1989;198201.6
1;AT1;1990;198201.6
1;AT1;1991;194556
1;AT1;1992;175956
1;AT1;1993;171689.7
1;AT1;1994;170604.8
1;AT1;1995;183321.6
1;AT1;1996;179181.9
1;AT1;1997;186367.5
1;AT1;1998;187756.6
1;AT1;1999;184540.2
1;AT1;2000;216639.9
1;AT1;2001;216424.5
1;AT1;2002;215712.2
1;AT1;2003;201687
1;AT1;2004;218000
1;AT1;2005;218253
1;AT1;2006;213079.1
1;AT1;2007;220136.8
1;AT1;2008;218936.5
1;AT1;2009;229961.4
1;AT1;2010;227423.95
1;AT1;2011;228903.84
1;AT1;2012;233968.28
1;AT1;2013;224817.66
1;AT1;2014;226094.58
1;AT1;2015;216608.07
1;AT1;2016;225594.66
1;AT1;2017;211280.3
1;AT1;2018;208923.13
1;AT1;2019;201724.44
1;AT1;2020;202132.7
1;AT1;2021;201028.8
1;AT1;2022;210277.36
1;AT11;1980;32535.42
1;AT11;1981;33260.37
1;AT11;1982;34760.28
1;AT11;1983;37435.1
1;AT11;1984;37622.59
1;AT11;1985;38172.56
1;AT11;1986;38697.52
1;AT11;1987;37997.57
1;AT11;1988;34997.76
1;AT11;1989;33297.87
1;AT11;1990;33297.87
1;AT11;1991;32685.41
1;AT11;1992;29560.61
1;AT11;1993;30560.77
1;AT11;1994;29855.84
1;AT11;1995;33731.17
1;AT11;1996;35657.2
1;AT11;1997;36341.66
1;AT11;1998;36800.29
1;AT11;1999;32663.62
1;AT11;2000;42028.14
1;AT11;2001;40687.81
1;AT11;2002;40553.89
1;AT11;2003;39934.03
1;AT11;2004;41420
1;AT11;2005;43650.6
1;AT11;2006;41124.27
1;AT11;2007;44027.36
1;AT11;2008;42911.55
1;AT11;2009;45762.32
1;AT11;2010;45257.37
1;AT11;2011;43491.73
1;AT11;2012;47495.56
1;AT11;2013;44738.71
1;AT11;2014;45218.92
1;AT11;2015;42021.97
1;AT11;2016;46021.31
1;AT11;2017;42256.06
1;AT11;2018;42202.47
1;AT11;2019;40344.89
1;AT11;2020;40022.27
1;AT11;2021;40406.79
1;AT11;2022;42265.75
1;AT111;1980;5335.81
1;AT111;1981;5454.7
1;AT111;1982;5700.69
1;AT111;1983;6139.36
1;AT111;1984;6170.11
1;AT111;1985;6260.3
1;AT111;1986;6346.39
1;AT111;1987;6231.6
1;AT111;1988;5739.63
1;AT111;1989;5460.85
1;AT111;1990;5460.85
1;AT111;1991;5360.41
1;AT111;1992;4847.94
1;AT111;1993;5011.97
1;AT111;1994;4896.36
1;AT111;1995;5531.91
1;AT111;1996;5847.78
1;AT111;1997;5960.03
1;AT111;1998;6035.25
1;AT111;1999;5356.83
1;AT111;2000;6892.62
1;AT111;2001;6672.8
1;AT111;2002;6650.84
1;AT111;2003;6549.18
1;AT111;2004;6792.88
1;AT111;2005;7158.7
1;AT111;2006;6744.38
1;AT111;2007;7220.49
1;AT111;2008;7037.49
1;AT111;2009;7505.02
1;AT111;2010;7422.21
1;AT111;2011;7132.64
1;AT111;2012;7789.27
1;AT111;2013;7337.15
1;AT111;2014;7415.9
1;AT111;2015;6891.6
1;AT111;2016;7547.49
1;AT111;2017;6929.99
1;AT111;2018;6921.21
1;AT111;2019;6616.56
1;AT111;2020;6563.65
1;AT111;2021;6626.71
1;AT111;2022;6931.58
1;AT112;1980;16983.49
1;AT112;1981;17361.91
1;AT112;1982;18144.86
1;AT112;1983;19541.12
1;AT112;1984;19638.99
1;AT112;1985;19926.07
1;AT112;1986;20200.11
1;AT112;1987;19834.73
1;AT112;1988;18268.83
1;AT112;1989;17381.49
1;AT112;1990;17381.49
1;AT112;1991;17061.78
1;AT112;1992;15430.64
1;AT112;1993;15952.72
1;AT112;1994;15584.75
1;AT112;1995;17607.67
1;AT112;1996;18613.06
1;AT112;1997;18970.35
1;AT112;1998;19209.75
1;AT112;1999;17050.41
1;AT112;2000;21938.69
1;AT112;2001;21239.03
1;AT112;2002;21169.13
1;AT112;2003;20845.56
1;AT112;2004;21621.24
1;AT112;2005;22785.61
1;AT112;2006;21466.87
1;AT112;2007;22982.28
1;AT112;2008;22399.83
1;AT112;2009;23887.93
1;AT112;2010;23624.35
1;AT112;2011;22702.68
1;AT112;2012;24792.68
1;AT112;2013;23353.61
1;AT112;2014;23604.27
1;AT112;2015;21935.47
1;AT112;2016;24023.12
1;AT112;2017;22057.66
1;AT112;2018;22029.69
1;AT112;2019;21060.03
1;AT112;2020;20891.63
1;AT112;2021;21092.34
1;AT112;2022;22062.72
1;AT113;1980;10216.12
1;AT113;1981;10443.76
1;AT113;1982;10914.73
1;AT113;1983;11754.62
1;AT113;1984;11813.49
1;AT113;1985;11986.18
1;AT113;1986;12151.02
1;AT113;1987;11931.24
1;AT113;1988;10989.3
1;AT113;1989;10455.53
1;AT113;1990;10455.53
1;AT113;1991;10263.22
1;AT113;1992;9282.03
1;AT113;1993;9596.08
1;AT113;1994;9374.73
1;AT113;1995;10591.59
1;AT113;1996;11196.36
1;AT113;1997;11411.28
1;AT113;1998;11555.29
1;AT113;1999;10256.38
1;AT113;2000;13196.84
1;AT113;2001;12775.97
1;AT113;2002;12733.92
1;AT113;2003;12539.28
1;AT113;2004;13005.88
1;AT113;2005;13706.29
1;AT113;2006;12913.02
1;AT113;2007;13824.59
1;AT113;2008;13474.23
1;AT113;2009;14369.37
1;AT113;2010;14210.81
1;AT113;2011;13656.4
1;AT113;2012;14913.61
1;AT113;2013;14047.96
1;AT113;2014;14198.74
1;AT113;2015;13194.9
1;AT113;2016;14450.69
1;AT113;2017;13268.4
1;AT113;2018;13251.58
1;AT113;2019;12668.29
1;AT113;2020;12566.99
1;AT113;2021;12687.73
1;AT113;2022;13271.45
1;AT12;1980;159384.81
1;AT12;1981;162936.22
1;AT12;1982;170283.97
1;AT12;1983;183387.44
1;AT12;1984;184305.91
1;AT12;1985;187000.08
1;AT12;1986;189571.8
1;AT12;1987;186142.85
1;AT12;1988;171447.36
1;AT12;1989;163119.92
1;AT12;1990;163119.92
1;AT12;1991;160119.59
1;AT12;1992;144811.79
1;AT12;1993;139583.73
1;AT12;1994;139042.91
1;AT12;1995;147940.53
1;AT12;1996;142270.43
1;AT12;1997;148348.53
1;AT12;1998;149266.5
1;AT12;1999;150215.72
1;AT12;2000;172662
1;AT12;2001;173788.87
1;AT12;2002;173216.9
1;AT12;2003;160139.48
1;AT12;2004;174618
1;AT12;2005;173292.88
1;AT12;2006;170676.36
1;AT12;2007;174788.62
1;AT12;2008;174711.33
1;AT12;2009;182819.31
1;AT12;2010;180802.04
1;AT12;2011;184038.69
1;AT12;2012;184834.94
1;AT12;2013;178954.86
1;AT12;2014;179519.1
1;AT12;2015;173503.06
1;AT12;2016;178445.38
1;AT12;2017;167967.84
1;AT12;2018;165467.12
1;AT12;2019;160169.21
1;AT12;2020;161099.76
1;AT12;2021;159817.9
1;AT12;2022;167170.5
1;AT121;1980;15619.71
1;AT121;1981;15967.75
1;AT121;1982;16687.83
1;AT121;1983;17971.97
1;AT121;1984;18061.98
1;AT121;1985;18326.01
1;AT121;1986;18578.04
1;AT121;1987;18242
1;AT121;1988;16801.84
1;AT121;1989;15985.75
1;AT121;1990;15985.75
1;AT121;1991;15691.72
1;AT121;1992;14191.56
1;AT121;1993;13679.21
1;AT121;1994;13626.21
1;AT121;1995;14498.17
1;AT121;1996;13942.5
1;AT121;1997;14538.16
1;AT121;1998;14628.12
1;AT121;1999;14721.14
1;AT121;2000;16920.88
1;AT121;2001;17031.31
1;AT121;2002;16975.26
1;AT121;2003;15693.67
1;AT121;2004;17112.56
1;AT121;2005;16982.7
1;AT121;2006;16726.28
1;AT121;2007;17129.28
1;AT121;2008;17121.71
1;AT121;2009;17916.29
1;AT121;2010;17718.6
1;AT121;2011;18035.79
1;AT121;2012;18113.82
1;AT121;2013;17537.58
1;AT121;2014;17592.87
1;AT121;2015;17003.3
1;AT121;2016;17487.65
1;AT121;2017;16460.85
1;AT121;2018;16215.78
1;AT121;2019;15696.58
1;AT121;2020;15787.78
1;AT121;2021;15662.15
1;AT121;2022;16382.71
1;AT122;1980;6534.78
1;AT122;1981;6680.39
1;AT122;1982;6981.64
1;AT122;1983;7518.89
1;AT122;1984;7556.54
1;AT122;1985;7667
1;AT122;1986;7772.44
1;AT122;1987;7631.86
1;AT122;1988;7029.34
1;AT122;1989;6687.92
1;AT122;1990;6687.92
1;AT122;1991;6564.9
1;AT122;1992;5937.28
1;AT122;1993;5722.93
1;AT122;1994;5700.76
1;AT122;1995;6065.56
1;AT122;1996;5833.09
1;AT122;1997;6082.29
1;AT122;1998;6119.93
1;AT122;1999;6158.84
1;AT122;2000;7079.14
1;AT122;2001;7125.34
1;AT122;2002;7101.89
1;AT122;2003;6565.72
1;AT122;2004;7159.34
1;AT122;2005;7105.01
1;AT122;2006;6997.73
1;AT122;2007;7166.33
1;AT122;2008;7163.16
1;AT122;2009;7495.59
1;AT122;2010;7412.88
1;AT122;2011;7545.59
1;AT122;2012;7578.23
1;AT122;2013;7337.15
1;AT122;2014;7360.28
1;AT122;2015;7113.63
1;AT122;2016;7316.26
1;AT122;2017;6886.68
1;AT122;2018;6784.15
1;AT122;2019;6566.94
1;AT122;2020;6605.09
1;AT122;2021;6552.53
1;AT122;2022;6853.99
1;AT123;1980;9403.7
1;AT123;1981;9613.24
1;AT123;1982;10046.75
1;AT123;1983;10819.86
1;AT123;1984;10874.05
1;AT123;1985;11033.01
1;AT123;1986;11184.74
1;AT123;1987;10982.43
1;AT123;1988;10115.39
1;AT123;1989;9624.08
1;AT123;1990;9624.08
1;AT123;1991;9447.06
1;AT123;1992;8543.9
1;AT123;1993;8235.44
1;AT123;1994;8203.53
1;AT123;1995;8728.49
1;AT123;1996;8393.96
1;AT123;1997;8752.56
1;AT123;1998;8806.72
1;AT123;1999;8862.73
1;AT123;2000;10187.06
1;AT123;2001;10253.54
1;AT123;2002;10219.8
1;AT123;2003;9448.23
1;AT123;2004;10302.46
1;AT123;2005;10224.28
1;AT123;2006;10069.91
1;AT123;2007;10312.53
1;AT123;2008;10307.97
1;AT123;2009;10786.34
1;AT123;2010;10667.32
1;AT123;2011;10858.28
1;AT123;2012;10905.26
1;AT123;2013;10558.34
1;AT123;2014;10591.63
1;AT123;2015;10236.68
1;AT123;2016;10528.28
1;AT123;2017;9910.1
1;AT123;2018;9762.56
1;AT123;2019;9449.98
1;AT123;2020;9504.89
1;AT123;2021;9429.26
1;AT123;2022;9863.06
1;AT124;1980;40005.59
1;AT124;1981;40896.99
1;AT124;1982;42741.28
1;AT124;1983;46030.25
1;AT124;1984;46260.78
1;AT124;1985;46937.02
1;AT124;1986;47582.52
1;AT124;1987;46721.85
1;AT124;1988;43033.29
1;AT124;1989;40943.1
1;AT124;1990;40943.1
1;AT124;1991;40190.02
1;AT124;1992;36347.76
1;AT124;1993;35035.52
1;AT124;1994;34899.77
1;AT124;1995;37133.07
1;AT124;1996;35709.88
1;AT124;1997;37235.48
1;AT124;1998;37465.89
1;AT124;1999;37704.15
1;AT124;2000;43338.16
1;AT124;2001;43621.01
1;AT124;2002;43477.44
1;AT124;2003;40195.01
1;AT124;2004;43829.12
1;AT124;2005;43496.51
1;AT124;2006;42839.77
1;AT124;2007;43871.94
1;AT124;2008;43852.54
1;AT124;2009;45887.65
1;AT124;2010;45381.31
1;AT124;2011;46193.71
1;AT124;2012;46393.57
1;AT124;2013;44917.67
1;AT124;2014;45059.29
1;AT124;2015;43549.27
1;AT124;2016;44789.79
1;AT124;2017;42159.93
1;AT124;2018;41532.25
1;AT124;2019;40202.47
1;AT124;2020;40436.04
1;AT124;2021;40114.29
1;AT124;2022;41959.8
1;AT125;1980;36339.74
1;AT125;1981;37149.46
1;AT125;1982;38824.74
1;AT125;1983;41812.34
1;AT125;1984;42021.75
1;AT125;1985;42636.02
1;AT125;1986;43222.37
1;AT125;1987;42440.57
1;AT125;1988;39090
1;AT125;1989;37191.34
1;AT125;1990;37191.34
1;AT125;1991;36507.27
1;AT125;1992;33017.09
1;AT125;1993;31825.09
1;AT125;1994;31701.78
1;AT125;1995;33730.44
1;AT125;1996;32437.66
1;AT125;1997;33823.46
1;AT125;1998;34032.76
1;AT125;1999;34249.18
1;AT125;2000;39366.94
1;AT125;2001;39623.86
1;AT125;2002;39493.45
1;AT125;2003;36511.8
1;AT125;2004;39812.9
1;AT125;2005;39510.78
1;AT125;2006;38914.21
1;AT125;2007;39851.81
1;AT125;2008;39834.18
1;AT125;2009;41682.8
1;AT125;2010;41222.87
1;AT125;2011;41960.82
1;AT125;2012;42142.37
1;AT125;2013;40801.71
1;AT125;2014;40930.35
1;AT125;2015;39558.7
1;AT125;2016;40685.55
1;AT125;2017;38296.67
1;AT125;2018;37726.5
1;AT125;2019;36518.58
1;AT125;2020;36730.75
1;AT125;2021;36438.48
1;AT125;2022;38114.87
1;AT126;1980;35702.2
1;AT126;1981;36497.71
1;AT126;1982;38143.61
1;AT126;1983;41078.79
1;AT126;1984;41284.52
1;AT126;1985;41888.02
1;AT126;1986;42464.08
1;AT126;1987;41696
1;AT126;1988;38404.21
1;AT126;1989;36538.86
1;AT126;1990;36538.86
1;AT126;1991;35866.79
1;AT126;1992;32437.84
1;AT126;1993;31266.75
1;AT126;1994;31145.61
1;AT126;1995;33138.68
1;AT126;1996;31868.58
1;AT126;1997;33230.07
1;AT126;1998;33435.7
1;AT126;1999;33648.32
1;AT126;2000;38676.29
1;AT126;2001;38928.71
1;AT126;2002;38800.58
1;AT126;2003;35871.24
1;AT126;2004;39114.43
1;AT126;2005;38817.61
1;AT126;2006;38231.5
1;AT126;2007;39152.65
1;AT126;2008;39135.34
1;AT126;2009;40951.53
1;AT126;2010;40499.66
1;AT126;2011;41224.67
1;AT126;2012;41403.03
1;AT126;2013;40085.89
1;AT126;2014;40212.28
1;AT126;2015;38864.69
1;AT126;2016;39971.76
1;AT126;2017;37624.8
1;AT126;2018;37064.63
1;AT126;2019;35877.9
1;AT126;2020;36086.35
1;AT126;2021;35799.21
1;AT126;2022;37446.19
1;AT127;1980;15779.1
1;AT127;1981;16130.69
1;AT127;1982;16858.11
1;AT127;1983;18155.36
1;AT127;1984;18246.29
1;AT127;1985;18513.01
1;AT127;1986;18767.61
1;AT127;1987;18428.14
1;AT127;1988;16973.29
1;AT127;1989;16148.87
1;AT127;1990;16148.87
1;AT127;1991;15851.84
1;AT127;1992;14336.37
1;AT127;1993;13818.79
1;AT127;1994;13765.25
1;AT127;1995;14646.11
1;AT127;1996;14084.77
1;AT127;1997;14686.5
1;AT127;1998;14777.38
1;AT127;1999;14871.36
1;AT127;2000;17093.54
1;AT127;2001;17205.1
1;AT127;2002;17148.47
1;AT127;2003;15853.81
1;AT127;2004;17287.18
1;AT127;2005;17156
1;AT127;2006;16896.96
1;AT127;2007;17304.07
1;AT127;2008;17296.42
1;AT127;2009;18099.11
1;AT127;2010;17899.4
1;AT127;2011;18219.83
1;AT127;2012;18298.66
1;AT127;2013;17716.53
1;AT127;2014;17772.39
1;AT127;2015;17176.8
1;AT127;2016;17666.09
1;AT127;2017;16628.82
1;AT127;2018;16381.24
1;AT127;2019;15856.75
1;AT127;2020;15948.88
1;AT127;2021;15821.97
1;AT127;2022;16549.88
1;AT13;1980;1742.97
1;AT13;1981;1781.81
1;AT13;1982;1862.16
1;AT13;1983;2005.45
1;AT13;1984;2015.5
1;AT13;1985;2044.96
1;AT13;1986;2073.08
1;AT13;1987;2035.58
1;AT13;1988;1874.88
1;AT13;1989;1783.81
1;AT13;1990;1783.81
1;AT13;1991;1751
1;AT13;1992;1583.6
1;AT13;1993;1716.9
1;AT13;1994;1706.05
1;AT13;1995;1649.89
1;AT13;1996;1254.27
1;AT13;1997;1677.31
1;AT13;1998;1689.81
1;AT13;1999;1660.86
1;AT13;2000;1949.76
1;AT13;2001;1947.82
1;AT13;2002;1941.41
1;AT13;2003;1613.5
1;AT13;2004;1744
1;AT13;2005;1309.52
1;AT13;2006;1491.55
1;AT13;2007;1320.82
1;AT13;2008;1313.62
1;AT13;2009;1379.77
1;AT13;2010;1364.54
1;AT13;2011;1373.42
1;AT13;2012;1403.81
1;AT13;2013;1348.91
1;AT13;2014;1130.47
1;AT13;2015;1299.65
1;AT13;2016;1353.57
1;AT13;2017;1056.4
1;AT13;2018;1253.54
1;AT13;2019;1008.62
1;AT13;2020;1010.66
1;AT13;2021;804.12
1;AT13;2022;841.11
1;AT130;1980;1742.97
1;AT130;1981;1781.81
1;AT130;1982;1862.16
1;AT130;1983;2005.45
1;AT130;1984;2015.5
1;AT130;1985;2044.96
1;AT130;1986;2073.08
1;AT130;1987;2035.58
1;AT130;1988;1874.88
1;AT130;1989;1783.81
1;AT130;1990;1783.81
1;AT130;1991;1751
1;AT130;1992;1583.6
1;AT130;1993;1716.9
1;AT130;1994;1706.05
1;AT130;1995;1649.89
1;AT130;1996;1254.27
1;AT130;1997;1677.31
1;AT130;1998;1689.81
1;AT130;1999;1660.86
1;AT130;2000;1949.76
1;AT130;2001;1947.82
1;AT130;2002;1941.41
1;AT130;2003;1613.5
1;AT130;2004;1744
1;AT130;2005;1309.52
1;AT130;2006;1491.55
1;AT130;2007;1320.82
1;AT130;2008;1313.62
1;AT130;2009;1379.77
1;AT130;2010;1364.54
1;AT130;2011;1373.42
1;AT130;2012;1403.81
1;AT130;2013;1348.91
1;AT130;2014;1130.47
1;AT130;2015;1299.65
1;AT130;2016;1353.57
1;AT130;2017;1056.4
1;AT130;2018;1253.54
1;AT130;2019;1008.62
1;AT130;2020;1010.66
1;AT130;2021;804.12
1;AT130;2022;841.11
1;AT2;1980;7809
1;AT2;1981;7983
1;AT2;1982;8343
1;AT2;1983;8985
1;AT2;1984;9030
1;AT2;1985;9162
1;AT2;1986;9288
1;AT2;1987;9120
1;AT2;1988;8400
1;AT2;1989;7992
1;AT2;1990;7992
1;AT2;1991;7845
1;AT2;1992;7095
1;AT2;1993;7877.8
1;AT2;1994;7881.2
1;AT2;1995;10102.4
1;AT2;1996;8757.9
1;AT2;1997;9157.5
1;AT2;1998;9908
1;AT2;1999;8902.2
1;AT2;2000;10289.7
1;AT2;2001;10200.9
1;AT2;2002;11324.2
1;AT2;2003;10977.9
1;AT2;2004;10082.5
1;AT2;2005;9025.5
1;AT2;2006;9404.5
1;AT2;2007;9716
1;AT2;2008;9203.7
1;AT2;2009;9350.4
1;AT2;2010;8560.5
1;AT2;2011;8381.58
1;AT2;2012;8817.9
1;AT2;2013;9403.02
1;AT2;2014;12496.23
1;AT2;2015;15046.17
1;AT2;2016;15314.52
1;AT2;2017;12621.94
1;AT2;2018;12802.33
1;AT2;2019;11512.16
1;AT2;2020;10762.91
1;AT2;2021;10155.6
1;AT2;2022;10622.82
1;AT21;1980;1468.09
1;AT21;1981;1500.8
1;AT21;1982;1568.48
1;AT21;1983;1689.18
1;AT21;1984;1697.64
1;AT21;1985;1722.46
1;AT21;1986;1746.14
1;AT21;1987;1714.56
1;AT21;1988;1579.2
1;AT21;1989;1502.5
1;AT21;1990;1502.5
1;AT21;1991;1474.86
1;AT21;1992;1333.86
1;AT21;1993;1662.22
1;AT21;1994;1812.68
1;AT21;1995;3030.72
1;AT21;1996;2820.04
1;AT21;1997;2683.15
1;AT21;1998;2576.08
1;AT21;1999;2626.15
1;AT21;2000;2767.93
1;AT21;2001;2570.63
1;AT21;2002;2910.32
1;AT21;2003;2920.12
1;AT21;2004;2742.44
1;AT21;2005;2608.37
1;AT21;2006;2727.31
1;AT21;2007;2934.23
1;AT21;2008;2899.17
1;AT21;2009;2982.78
1;AT21;2010;2910.57
1;AT21;2011;2983.84
1;AT21;2012;2971.63
1;AT21;2013;3187.62
1;AT21;2014;3648.9
1;AT21;2015;3836.77
1;AT21;2016;4119.61
1;AT21;2017;3445.79
1;AT21;2018;3251.79
1;AT21;2019;3338.53
1;AT21;2020;3433.37
1;AT21;2021;3554.46
1;AT21;2022;3717.99
1;AT211;1980;411.07
1;AT211;1981;420.23
1;AT211;1982;439.18
1;AT211;1983;472.97
1;AT211;1984;475.34
1;AT211;1985;482.29
1;AT211;1986;488.92
1;AT211;1987;480.08
1;AT211;1988;442.18
1;AT211;1989;420.7
1;AT211;1990;420.7
1;AT211;1991;412.96
1;AT211;1992;373.48
1;AT211;1993;465.42
1;AT211;1994;507.55
1;AT211;1995;848.6
1;AT211;1996;789.61
1;AT211;1997;751.28
1;AT211;1998;721.3
1;AT211;1999;735.32
1;AT211;2000;775.02
1;AT211;2001;719.78
1;AT211;2002;814.89
1;AT211;2003;817.63
1;AT211;2004;767.88
1;AT211;2005;730.34
1;AT211;2006;763.65
1;AT211;2007;821.58
1;AT211;2008;811.77
1;AT211;2009;835.18
1;AT211;2010;814.96
1;AT211;2011;835.48
1;AT211;2012;832.06
1;AT211;2013;892.53
1;AT211;2014;1021.69
1;AT211;2015;1074.3
1;AT211;2016;1153.49
1;AT211;2017;964.82
1;AT211;2018;910.5
1;AT211;2019;934.79
1;AT211;2020;961.34
1;AT211;2021;995.25
1;AT211;2022;1041.04
1;AT212;1980;229.02
1;AT212;1981;234.13
1;AT212;1982;244.68
1;AT212;1983;263.51
1;AT212;1984;264.83
1;AT212;1985;268.7
1;AT212;1986;272.4
1;AT212;1987;267.47
1;AT212;1988;246.36
1;AT212;1989;234.39
1;AT212;1990;234.39
1;AT212;1991;230.08
1;AT212;1992;208.08
1;AT212;1993;259.31
1;AT212;1994;282.78
1;AT212;1995;472.79
1;AT212;1996;439.93
1;AT212;1997;418.57
1;AT212;1998;401.87
1;AT212;1999;409.68
1;AT212;2000;431.8
1;AT212;2001;401.02
1;AT212;2002;454.01
1;AT212;2003;455.54
1;AT212;2004;427.82
1;AT212;2005;406.91
1;AT212;2006;425.46
1;AT212;2007;457.74
1;AT212;2008;452.27
1;AT212;2009;465.31
1;AT212;2010;454.05
1;AT212;2011;465.48
1;AT212;2012;463.57
1;AT212;2013;497.27
1;AT212;2014;569.23
1;AT212;2015;598.54
1;AT212;2016;642.66
1;AT212;2017;537.54
1;AT212;2018;507.28
1;AT212;2019;520.81
1;AT212;2020;535.61
1;AT212;2021;554.5
1;AT212;2022;580.01
1;AT213;1980;828
1;AT213;1981;846.45
1;AT213;1982;884.62
1;AT213;1983;952.7
1;AT213;1984;957.47
1;AT213;1985;971.47
1;AT213;1986;984.83
1;AT213;1987;967.01
1;AT213;1988;890.67
1;AT213;1989;847.41
1;AT213;1990;847.41
1;AT213;1991;831.82
1;AT213;1992;752.3
1;AT213;1993;937.49
1;AT213;1994;1022.35
1;AT213;1995;1709.33
1;AT213;1996;1590.5
1;AT213;1997;1513.3
1;AT213;1998;1452.91
1;AT213;1999;1481.15
1;AT213;2000;1561.11
1;AT213;2001;1449.83
1;AT213;2002;1641.42
1;AT213;2003;1646.95
1;AT213;2004;1546.74
1;AT213;2005;1471.12
1;AT213;2006;1538.2
1;AT213;2007;1654.91
1;AT213;2008;1635.13
1;AT213;2009;1682.29
1;AT213;2010;1641.56
1;AT213;2011;1682.89
1;AT213;2012;1676
1;AT213;2013;1797.82
1;AT213;2014;2057.98
1;AT213;2015;2163.94
1;AT213;2016;2323.46
1;AT213;2017;1943.43
1;AT213;2018;1834.01
1;AT213;2019;1882.93
1;AT213;2020;1936.42
1;AT213;2021;2004.72
1;AT213;2022;2096.94
1;AT22;1980;6340.91
1;AT22;1981;6482.2
1;AT22;1982;6774.52
1;AT22;1983;7295.82
1;AT22;1984;7332.36
1;AT22;1985;7439.54
1;AT22;1986;7541.86
1;AT22;1987;7405.44
1;AT22;1988;6820.8
1;AT22;1989;6489.5
1;AT22;1990;6489.5
1;AT22;1991;6370.14
1;AT22;1992;5761.14
1;AT22;1993;6215.58
1;AT22;1994;6068.52
1;AT22;1995;7071.68
1;AT22;1996;5937.86
1;AT22;1997;6474.35
1;AT22;1998;7331.92
1;AT22;1999;6276.05
1;AT22;2000;7521.77
1;AT22;2001;7630.27
1;AT22;2002;8413.88
1;AT22;2003;8057.78
1;AT22;2004;7340.06
1;AT22;2005;6417.13
1;AT22;2006;6677.2
1;AT22;2007;6781.77
1;AT22;2008;6304.53
1;AT22;2009;6367.62
1;AT22;2010;5649.93
1;AT22;2011;5397.74
1;AT22;2012;5846.27
1;AT22;2013;6215.4
1;AT22;2014;8847.33
1;AT22;2015;11209.4
1;AT22;2016;11194.91
1;AT22;2017;9176.15
1;AT22;2018;9550.54
1;AT22;2019;8173.63
1;AT22;2020;7329.54
1;AT22;2021;6601.14
1;AT22;2022;6904.83
1;AT221;1980;481.91
1;AT221;1981;492.65
1;AT221;1982;514.86
1;AT221;1983;554.48
1;AT221;1984;557.26
1;AT221;1985;565.41
1;AT221;1986;573.18
1;AT221;1987;562.81
1;AT221;1988;518.38
1;AT221;1989;493.2
1;AT221;1990;493.2
1;AT221;1991;484.13
1;AT221;1992;437.85
1;AT221;1993;472.38
1;AT221;1994;461.21
1;AT221;1995;537.45
1;AT221;1996;451.28
1;AT221;1997;492.05
1;AT221;1998;557.23
1;AT221;1999;476.98
1;AT221;2000;571.65
1;AT221;2001;579.9
1;AT221;2002;639.45
1;AT221;2003;612.39
1;AT221;2004;557.84
1;AT221;2005;487.7
1;AT221;2006;507.47
1;AT221;2007;515.41
1;AT221;2008;479.14
1;AT221;2009;483.94
1;AT221;2010;429.39
1;AT221;2011;410.23
1;AT221;2012;444.32
1;AT221;2013;472.37
1;AT221;2014;672.4
1;AT221;2015;851.91
1;AT221;2016;850.81
1;AT221;2017;697.39
1;AT221;2018;725.84
1;AT221;2019;621.2
1;AT221;2020;557.05
1;AT221;2021;501.69
1;AT221;2022;524.77
1;AT222;1980;12.68
1;AT222;1981;12.96
1;AT222;1982;13.55
1;AT222;1983;14.59
1;AT222;1984;14.66
1;AT222;1985;14.88
1;AT222;1986;15.08
1;AT222;1987;14.81
1;AT222;1988;13.64
1;AT222;1989;12.98
1;AT222;1990;12.98
1;AT222;1991;12.74
1;AT222;1992;11.52
1;AT222;1993;12.43
1;AT222;1994;12.14
1;AT222;1995;14.14
1;AT222;1996;11.88
1;AT222;1997;12.95
1;AT222;1998;14.66
1;AT222;1999;12.55
1;AT222;2000;15.04
1;AT222;2001;15.26
1;AT222;2002;16.83
1;AT222;2003;16.12
1;AT222;2004;14.68
1;AT222;2005;12.83
1;AT222;2006;13.35
1;AT222;2007;13.56
1;AT222;2008;12.61
1;AT222;2009;12.74
1;AT222;2010;11.3
1;AT222;2011;10.8
1;AT222;2012;11.69
1;AT222;2013;12.43
1;AT222;2014;17.69
1;AT222;2015;22.42
1;AT222;2016;22.39
1;AT222;2017;18.35
1;AT222;2018;19.1
1;AT222;2019;16.35
1;AT222;2020;14.66
1;AT222;2021;13.2
1;AT222;2022;13.81
1;AT223;1980;25.36
1;AT223;1981;25.93
1;AT223;1982;27.1
1;AT223;1983;29.18
1;AT223;1984;29.33
1;AT223;1985;29.76
1;AT223;1986;30.17
1;AT223;1987;29.62
1;AT223;1988;27.28
1;AT223;1989;25.96
1;AT223;1990;25.96
1;AT223;1991;25.48
1;AT223;1992;23.04
1;AT223;1993;24.86
1;AT223;1994;24.27
1;AT223;1995;28.29
1;AT223;1996;23.75
1;AT223;1997;25.9
1;AT223;1998;29.33
1;AT223;1999;25.1
1;AT223;2000;30.09
1;AT223;2001;30.52
1;AT223;2002;33.66
1;AT223;2003;32.23
1;AT223;2004;29.36
1;AT223;2005;25.67
1;AT223;2006;26.71
1;AT223;2007;27.13
1;AT223;2008;25.22
1;AT223;2009;25.47
