IDCROP;IDREGION;YEAR;AREA
13;NL421;1982;502.49
13;NL421;1983;776.57
13;NL421;1984;799.41
13;NL421;1985;517.71
13;NL421;1986;700.44
13;NL421;1987;647.14
13;NL421;1988;479.65
13;NL421;1989;593.85
13;NL421;1990;753.73
13;NL421;1991;540.55
13;NL421;1992;456.81
13;NL421;1993;334.99
13;NL421;1994;327.61
13;NL421;1995;370
13;NL421;1996;300.59
13;NL421;1997;301.32
13;NL421;1998;339.75
13;NL421;1999;137.59
13;NL421;2000;334.27
13;NL421;2001;291.08
13;NL421;2002;375.9
13;NL421;2003;336.61
13;NL421;2004;377.38
13;NL421;2005;379.74
13;NL421;2006;464.34
13;NL421;2007;511.65
13;NL421;2008;605.74
13;NL421;2009;626.01
13;NL421;2010;579.88
13;NL421;2011;664
13;NL421;2012;531.2
13;NL421;2013;531.2
13;NL421;2014;796.8
13;NL421;2015;473.15
13;NL421;2016;553.42
13;NL421;2017;463.07
13;NL421;2018;456.84
13;NL421;2019;597.07
13;NL421;2020;604.93
13;NL421;2021;733.17
13;NL421;2022;837.48
13;NL422;1980;1184.67
13;NL422;1981;1338.77
13;NL422;1982;635.68
13;NL422;1983;982.41
13;NL422;1984;1011.3
13;NL422;1985;654.94
13;NL422;1986;886.09
13;NL422;1987;818.67
13;NL422;1988;606.78
13;NL422;1989;751.25
13;NL422;1990;953.51
13;NL422;1991;683.83
13;NL422;1992;577.89
13;NL422;1993;423.78
13;NL422;1994;414.45
13;NL422;1995;468.07
13;NL422;1996;380.27
13;NL422;1997;381.19
13;NL422;1998;429.8
13;NL422;1999;174.05
13;NL422;2000;422.88
13;NL422;2001;368.23
13;NL422;2002;475.53
13;NL422;2003;425.84
13;NL422;2004;477.4
13;NL422;2005;480.4
13;NL422;2006;587.41
13;NL422;2007;647.26
13;NL422;2008;766.3
13;NL422;2009;791.95
13;NL422;2010;733.59
13;NL422;2011;840
13;NL422;2012;672
13;NL422;2013;672
13;NL422;2014;1008
13;NL422;2015;598.56
13;NL422;2016;700.11
13;NL422;2017;585.81
13;NL422;2018;577.93
13;NL422;2019;755.33
13;NL422;2020;765.28
13;NL422;2021;927.51
13;NL422;2022;1059.46
13;NL423;1980;699.52
13;NL423;1981;790.51
13;NL423;1982;375.35
13;NL423;1983;580.09
13;NL423;1984;597.15
13;NL423;1985;386.73
13;NL423;1986;523.22
13;NL423;1987;483.41
13;NL423;1988;358.29
13;NL423;1989;443.6
13;NL423;1990;563.03
13;NL423;1991;403.79
13;NL423;1992;341.23
13;NL423;1993;250.23
13;NL423;1994;244.72
13;NL423;1995;276.39
13;NL423;1996;224.54
13;NL423;1997;225.08
13;NL423;1998;253.79
13;NL423;1999;102.77
13;NL423;2000;249.7
13;NL423;2001;217.43
13;NL423;2002;280.79
13;NL423;2003;251.45
13;NL423;2004;281.9
13;NL423;2005;283.66
13;NL423;2006;346.85
13;NL423;2007;382.19
13;NL423;2008;452.48
13;NL423;2009;467.62
13;NL423;2010;433.16
13;NL423;2011;496
13;NL423;2012;396.8
13;NL423;2013;396.8
13;NL423;2014;595.2
13;NL423;2015;353.44
13;NL423;2016;413.4
13;NL423;2017;345.91
13;NL423;2018;341.25
13;NL423;2019;446
13;NL423;2020;451.88
13;NL423;2021;547.67
13;NL423;2022;625.58
13;PL2;1987;9268.9
13;PL2;1988;8431.1
13;PL2;1989;9127.3
13;PL2;1990;11351.6
13;PL2;1991;10979.9
13;PL2;1992;9180.4
13;PL2;1993;10637.7
13;PL2;1994;7799.8
13;PL2;1995;11056.6
13;PL2;1996;11446
13;PL2;1997;6566.7
13;PL2;1998;8206.9
13;PL2;1999;7835.2
13;PL2;2000;8059.4
13;PL2;2001;9558
13;PL2;2002;10478.4
13;PL2;2003;9356.8
13;PL2;2004;9058
13;PL2;2005;8236.5
13;PL2;2006;8220.3
13;PL2;2007;9699.2
13;PL2;2008;8262.6
13;PL2;2009;9542.4
13;PL2;2010;12240.2
13;PL2;2011;11495
13;PL2;2012;13689
13;PL2;2013;15629.3
13;PL2;2014;14968.16
13;PL2;2015;15490.4
13;PL2;2016;10022.9
13;PL2;2017;13300
13;PL2;2018;11364.08
13;PL2;2019;10563.72
13;PL2;2020;14494.68
13;PL2;2021;14155.68
13;PL2;2022;18131.29
13;PL21;1987;3883.67
13;PL21;1988;3532.63
13;PL21;1989;3824.34
13;PL21;1990;4756.32
13;PL21;1991;4600.58
13;PL21;1992;3846.59
13;PL21;1993;4457.2
13;PL21;1994;3268.12
13;PL21;1995;4632.72
13;PL21;1996;4795.87
13;PL21;1997;2751.45
13;PL21;1998;3438.69
13;PL21;1999;3282.95
13;PL21;2000;3376.89
13;PL21;2001;4004.8
13;PL21;2002;4390.45
13;PL21;2003;5866.71
13;PL21;2004;4221.03
13;PL21;2005;3722.9
13;PL21;2006;3518.29
13;PL21;2007;4490.73
13;PL21;2008;3627.28
13;PL21;2009;4074.6
13;PL21;2010;5348.97
13;PL21;2011;5161.26
13;PL21;2012;5311.33
13;PL21;2013;7455.18
13;PL21;2014;7978.03
13;PL21;2015;7698.73
13;PL21;2016;3908.93
13;PL21;2017;4867.8
13;PL21;2018;4897.92
13;PL21;2019;3750.12
13;PL21;2020;5363.03
13;PL21;2021;5308.38
13;PL21;2022;7597.01
13;PL213;1987;50.49
13;PL213;1988;45.92
13;PL213;1989;49.72
13;PL213;1990;61.83
13;PL213;1991;59.81
13;PL213;1992;50.01
13;PL213;1993;57.94
13;PL213;1994;42.49
13;PL213;1995;60.23
13;PL213;1996;62.35
13;PL213;1997;35.77
13;PL213;1998;44.7
13;PL213;1999;42.68
13;PL213;2000;43.9
13;PL213;2001;52.06
13;PL213;2002;57.08
13;PL213;2003;76.27
13;PL213;2004;54.87
13;PL213;2005;48.4
13;PL213;2006;45.74
13;PL213;2007;58.38
13;PL213;2008;47.15
13;PL213;2009;52.97
13;PL213;2010;69.54
13;PL213;2011;67.1
13;PL213;2012;69.05
13;PL213;2013;96.92
13;PL213;2014;103.71
13;PL213;2015;100.08
13;PL213;2016;50.82
13;PL213;2017;63.28
13;PL213;2018;63.67
13;PL213;2019;48.75
13;PL213;2020;69.72
13;PL213;2021;69.01
13;PL213;2022;98.76
13;PL214;1987;1409.77
13;PL214;1988;1282.35
13;PL214;1989;1388.23
13;PL214;1990;1726.54
13;PL214;1991;1670.01
13;PL214;1992;1396.31
13;PL214;1993;1617.96
13;PL214;1994;1186.33
13;PL214;1995;1681.68
13;PL214;1996;1740.9
13;PL214;1997;998.78
13;PL214;1998;1248.24
13;PL214;1999;1191.71
13;PL214;2000;1225.81
13;PL214;2001;1453.74
13;PL214;2002;1593.73
13;PL214;2003;2129.62
13;PL214;2004;1532.23
13;PL214;2005;1351.41
13;PL214;2006;1277.14
13;PL214;2007;1630.13
13;PL214;2008;1316.7
13;PL214;2009;1479.08
13;PL214;2010;1941.68
13;PL214;2011;1873.54
13;PL214;2012;1928.01
13;PL214;2013;2706.23
13;PL214;2014;2896.02
13;PL214;2015;2794.64
13;PL214;2016;1418.94
13;PL214;2017;1767.01
13;PL214;2018;1777.94
13;PL214;2019;1361.29
13;PL214;2020;1946.78
13;PL214;2021;1926.94
13;PL214;2022;2757.71
13;PL217;1987;803.92
13;PL217;1988;731.25
13;PL217;1989;791.64
13;PL217;1990;984.56
13;PL217;1991;952.32
13;PL217;1992;796.24
13;PL217;1993;922.64
13;PL217;1994;676.5
13;PL217;1995;958.97
13;PL217;1996;992.75
13;PL217;1997;569.55
13;PL217;1998;711.81
13;PL217;1999;679.57
13;PL217;2000;699.02
13;PL217;2001;828.99
13;PL217;2002;908.82
13;PL217;2003;1214.41
13;PL217;2004;873.75
13;PL217;2005;770.64
13;PL217;2006;728.29
13;PL217;2007;929.58
13;PL217;2008;750.85
13;PL217;2009;843.44
13;PL217;2010;1107.24
13;PL217;2011;1068.38
13;PL217;2012;1099.45
13;PL217;2013;1543.22
13;PL217;2014;1651.45
13;PL217;2015;1593.64
13;PL217;2016;809.15
13;PL217;2017;1007.63
13;PL217;2018;1013.87
13;PL217;2019;776.27
13;PL217;2020;1110.15
13;PL217;2021;1098.83
13;PL217;2022;1572.58
13;PL218;1987;586.43
13;PL218;1988;533.43
13;PL218;1989;577.48
13;PL218;1990;718.2
13;PL218;1991;694.69
13;PL218;1992;580.83
13;PL218;1993;673.04
13;PL218;1994;493.49
13;PL218;1995;699.54
13;PL218;1996;724.18
13;PL218;1997;415.47
13;PL218;1998;519.24
13;PL218;1999;495.73
13;PL218;2000;509.91
13;PL218;2001;604.73
13;PL218;2002;662.96
13;PL218;2003;885.87
13;PL218;2004;637.38
13;PL218;2005;562.16
13;PL218;2006;531.26
13;PL218;2007;678.1
13;PL218;2008;547.72
13;PL218;2009;615.27
13;PL218;2010;807.69
13;PL218;2011;779.35
13;PL218;2012;802.01
13;PL218;2013;1125.73
13;PL218;2014;1204.68
13;PL218;2015;1162.51
13;PL218;2016;590.25
13;PL218;2017;735.04
13;PL218;2018;739.59
13;PL218;2019;566.27
13;PL218;2020;809.82
13;PL218;2021;801.57
13;PL218;2022;1147.15
13;PL219;1987;493.23
13;PL219;1988;448.64
13;PL219;1989;485.69
13;PL219;1990;604.05
13;PL219;1991;584.27
13;PL219;1992;488.52
13;PL219;1993;566.06
13;PL219;1994;415.05
13;PL219;1995;588.35
13;PL219;1996;609.08
13;PL219;1997;349.43
13;PL219;1998;436.71
13;PL219;1999;416.93
13;PL219;2000;428.86
13;PL219;2001;508.61
13;PL219;2002;557.59
13;PL219;2003;745.07
13;PL219;2004;536.07
13;PL219;2005;472.81
13;PL219;2006;446.82
13;PL219;2007;570.32
13;PL219;2008;460.66
13;PL219;2009;517.47
13;PL219;2010;679.32
13;PL219;2011;655.48
13;PL219;2012;674.54
13;PL219;2013;946.81
13;PL219;2014;1013.21
13;PL219;2015;977.74
13;PL219;2016;496.43
13;PL219;2017;618.21
13;PL219;2018;622.04
13;PL219;2019;476.27
13;PL219;2020;681.11
13;PL219;2021;674.16
13;PL219;2022;964.82
13;PL21A;1987;543.71
13;PL21A;1988;494.57
13;PL21A;1989;535.41
13;PL21A;1990;665.88
13;PL21A;1991;644.08
13;PL21A;1992;538.52
13;PL21A;1993;624.01
13;PL21A;1994;457.54
13;PL21A;1995;648.58
13;PL21A;1996;671.42
13;PL21A;1997;385.2
13;PL21A;1998;481.42
13;PL21A;1999;459.61
13;PL21A;2000;472.76
13;PL21A;2001;560.67
13;PL21A;2002;614.66
13;PL21A;2003;821.34
13;PL21A;2004;590.94
13;PL21A;2005;521.21
13;PL21A;2006;492.56
13;PL21A;2007;628.7
13;PL21A;2008;507.82
13;PL21A;2009;570.44
13;PL21A;2010;748.86
13;PL21A;2011;722.58
13;PL21A;2012;743.59
13;PL21A;2013;1043.72
13;PL21A;2014;1116.92
13;PL21A;2015;1077.82
13;PL21A;2016;547.25
13;PL21A;2017;681.49
13;PL21A;2018;685.71
13;PL21A;2019;525.02
13;PL21A;2020;750.82
13;PL21A;2021;743.17
13;PL21A;2022;1063.58
13;PL22;1987;5385.23
13;PL22;1988;4898.47
13;PL22;1989;5302.96
13;PL22;1990;6595.28
13;PL22;1991;6379.32
13;PL22;1992;5333.81
13;PL22;1993;6180.5
13;PL22;1994;4531.68
13;PL22;1995;6423.88
13;PL22;1996;6650.13
13;PL22;1997;3815.25
13;PL22;1998;4768.21
13;PL22;1999;4552.25
13;PL22;2000;4682.51
13;PL22;2001;5553.2
13;PL22;2002;6087.95
13;PL22;2003;3490.09
13;PL22;2004;4836.97
13;PL22;2005;4513.6
13;PL22;2006;4702.01
13;PL22;2007;5208.47
13;PL22;2008;4635.32
13;PL22;2009;5467.8
13;PL22;2010;6891.23
13;PL22;2011;6333.75
13;PL22;2012;8377.67
13;PL22;2013;8174.12
13;PL22;2014;6990.13
13;PL22;2015;7791.67
13;PL22;2016;6113.97
13;PL22;2017;8432.2
13;PL22;2018;6466.16
13;PL22;2019;6813.6
13;PL22;2020;9131.65
13;PL22;2021;8847.3
13;PL22;2022;10534.28
13;PL224;1987;1556.33
13;PL224;1988;1415.66
13;PL224;1989;1532.56
13;PL224;1990;1906.04
13;PL224;1991;1843.62
13;PL224;1992;1541.47
13;PL224;1993;1786.17
13;PL224;1994;1309.66
13;PL224;1995;1856.5
13;PL224;1996;1921.89
13;PL224;1997;1102.61
13;PL224;1998;1378.01
13;PL224;1999;1315.6
13;PL224;2000;1353.25
13;PL224;2001;1604.87
13;PL224;2002;1759.42
13;PL224;2003;1008.63
13;PL224;2004;1397.88
13;PL224;2005;1304.43
13;PL224;2006;1358.88
13;PL224;2007;1505.25
13;PL224;2008;1339.61
13;PL224;2009;1580.19
13;PL224;2010;1991.57
13;PL224;2011;1830.45
13;PL224;2012;2421.15
13;PL224;2013;2362.32
13;PL224;2014;2020.15
13;PL224;2015;2251.79
13;PL224;2016;1766.94
13;PL224;2017;2436.91
13;PL224;2018;1868.72
13;PL224;2019;1969.13
13;PL224;2020;2639.05
13;PL224;2021;2556.87
13;PL224;2022;3044.41
13;PL225;1987;667.77
13;PL225;1988;607.41
13;PL225;1989;657.57
13;PL225;1990;817.81
13;PL225;1991;791.04
13;PL225;1992;661.39
13;PL225;1993;766.38
13;PL225;1994;561.93
13;PL225;1995;796.56
13;PL225;1996;824.62
13;PL225;1997;473.09
13;PL225;1998;591.26
13;PL225;1999;564.48
13;PL225;2000;580.63
13;PL225;2001;688.6
13;PL225;2002;754.91
13;PL225;2003;432.77
13;PL225;2004;599.78
13;PL225;2005;559.69
13;PL225;2006;583.05
13;PL225;2007;645.85
13;PL225;2008;574.78
13;PL225;2009;678.01
13;PL225;2010;854.51
13;PL225;2011;785.38
13;PL225;2012;1038.83
13;PL225;2013;1013.59
13;PL225;2014;866.78
13;PL225;2015;966.17
13;PL225;2016;758.13
13;PL225;2017;1045.59
13;PL225;2018;801.8
13;PL225;2019;844.89
13;PL225;2020;1132.32
13;PL225;2021;1097.07
13;PL225;2022;1306.25
13;PL227;1987;748.55
13;PL227;1988;680.89
13;PL227;1989;737.11
13;PL227;1990;916.74
13;PL227;1991;886.73
13;PL227;1992;741.4
13;PL227;1993;859.09
13;PL227;1994;629.9
13;PL227;1995;892.92
13;PL227;1996;924.37
13;PL227;1997;530.32
13;PL227;1998;662.78
13;PL227;1999;632.76
13;PL227;2000;650.87
13;PL227;2001;771.89
13;PL227;2002;846.23
13;PL227;2003;485.12
13;PL227;2004;672.34
13;PL227;2005;627.39
13;PL227;2006;653.58
13;PL227;2007;723.98
13;PL227;2008;644.31
13;PL227;2009;760.02
13;PL227;2010;957.88
13;PL227;2011;880.39
13;PL227;2012;1164.5
13;PL227;2013;1136.2
13;PL227;2014;971.63
13;PL227;2015;1083.04
13;PL227;2016;849.84
13;PL227;2017;1172.08
13;PL227;2018;898.8
13;PL227;2019;947.09
13;PL227;2020;1269.3
13;PL227;2021;1229.77
13;PL227;2022;1464.26
13;PL228;1987;630.07
13;PL228;1988;573.12
13;PL228;1989;620.45
13;PL228;1990;771.65
13;PL228;1991;746.38
13;PL228;1992;624.06
13;PL228;1993;723.12
13;PL228;1994;530.21
13;PL228;1995;751.59
13;PL228;1996;778.06
13;PL228;1997;446.38
13;PL228;1998;557.88
13;PL228;1999;532.61
13;PL228;2000;547.85
13;PL228;2001;649.72
13;PL228;2002;712.29
13;PL228;2003;408.34
13;PL228;2004;565.93
13;PL228;2005;528.09
13;PL228;2006;550.14
13;PL228;2007;609.39
13;PL228;2008;542.33
13;PL228;2009;639.73
13;PL228;2010;806.27
13;PL228;2011;741.05
13;PL228;2012;980.19
13;PL228;2013;956.37
13;PL228;2014;817.85
13;PL228;2015;911.63
13;PL228;2016;715.33
13;PL228;2017;986.57
13;PL228;2018;756.54
13;PL228;2019;797.19
13;PL228;2020;1068.4
13;PL228;2021;1035.13
13;PL228;2022;1232.51
13;PL229;1987;506.21
13;PL229;1988;460.46
13;PL229;1989;498.48
13;PL229;1990;619.96
13;PL229;1991;599.66
13;PL229;1992;501.38
13;PL229;1993;580.97
13;PL229;1994;425.98
13;PL229;1995;603.85
13;PL229;1996;625.11
13;PL229;1997;358.63
13;PL229;1998;448.21
13;PL229;1999;427.91
13;PL229;2000;440.16
13;PL229;2001;522
13;PL229;2002;572.27
13;PL229;2003;328.07
13;PL229;2004;454.68
13;PL229;2005;424.28
13;PL229;2006;441.99
13;PL229;2007;489.6
13;PL229;2008;435.72
13;PL229;2009;513.97
13;PL229;2010;647.78
13;PL229;2011;595.37
13;PL229;2012;787.5
13;PL229;2013;768.37
13;PL229;2014;657.07
13;PL229;2015;732.42
13;PL229;2016;574.71
13;PL229;2017;792.63
13;PL229;2018;607.82
13;PL229;2019;640.48
13;PL229;2020;858.37
13;PL229;2021;831.65
13;PL229;2022;990.22
13;PL22A;1987;48.47
13;PL22A;1988;44.09
13;PL22A;1989;47.73
13;PL22A;1990;59.36
13;PL22A;1991;57.41
13;PL22A;1992;48
13;PL22A;1993;55.62
13;PL22A;1994;40.79
13;PL22A;1995;57.81
13;PL22A;1996;59.85
13;PL22A;1997;34.34
13;PL22A;1998;42.91
13;PL22A;1999;40.97
13;PL22A;2000;42.14
13;PL22A;2001;49.98
13;PL22A;2002;54.79
13;PL22A;2003;31.41
13;PL22A;2004;43.53
13;PL22A;2005;40.62
13;PL22A;2006;42.32
13;PL22A;2007;46.88
13;PL22A;2008;41.72
13;PL22A;2009;49.21
13;PL22A;2010;62.02
13;PL22A;2011;57
13;PL22A;2012;75.4
13;PL22A;2013;73.57
13;PL22A;2014;62.91
13;PL22A;2015;70.13
13;PL22A;2016;55.03
13;PL22A;2017;75.89
13;PL22A;2018;58.2
13;PL22A;2019;61.32
13;PL22A;2020;82.18
13;PL22A;2021;79.63
13;PL22A;2022;94.81
13;PL22B;1987;780.86
13;PL22B;1988;710.28
13;PL22B;1989;768.93
13;PL22B;1990;956.32
13;PL22B;1991;925
13;PL22B;1992;773.4
13;PL22B;1993;896.17
13;PL22B;1994;657.09
13;PL22B;1995;931.46
13;PL22B;1996;964.27
13;PL22B;1997;553.21
13;PL22B;1998;691.39
13;PL22B;1999;660.08
13;PL22B;2000;678.96
13;PL22B;2001;805.21
13;PL22B;2002;882.75
13;PL22B;2003;506.06
13;PL22B;2004;701.36
13;PL22B;2005;654.47
13;PL22B;2006;681.79
13;PL22B;2007;755.23
13;PL22B;2008;672.12
13;PL22B;2009;792.83
13;PL22B;2010;999.23
13;PL22B;2011;918.39
13;PL22B;2012;1214.76
13;PL22B;2013;1185.25
13;PL22B;2014;1013.57
13;PL22B;2015;1129.79
13;PL22B;2016;886.53
13;PL22B;2017;1222.67
13;PL22B;2018;937.59
13;PL22B;2019;987.97
13;PL22B;2020;1324.09
13;PL22B;2021;1282.86
13;PL22B;2022;1527.47
13;PL22C;1987;446.97
13;PL22C;1988;406.57
13;PL22C;1989;440.15
13;PL22C;1990;547.41
13;PL22C;1991;529.48
13;PL22C;1992;442.71
13;PL22C;1993;512.98
13;PL22C;1994;376.13
13;PL22C;1995;533.18
13;PL22C;1996;551.96
13;PL22C;1997;316.67
13;PL22C;1998;395.76
13;PL22C;1999;377.84
13;PL22C;2000;388.65
13;PL22C;2001;460.92
13;PL22C;2002;505.3
13;PL22C;2003;289.68
13;PL22C;2004;401.47
13;PL22C;2005;374.63
13;PL22C;2006;390.27
13;PL22C;2007;432.3
13;PL22C;2008;384.73
13;PL22C;2009;453.83
13;PL22C;2010;571.97
13;PL22C;2011;525.7
13;PL22C;2012;695.35
13;PL22C;2013;678.45
13;PL22C;2014;580.18
13;PL22C;2015;646.71
13;PL22C;2016;507.46
13;PL22C;2017;699.87
13;PL22C;2018;536.69
13;PL22C;2019;565.53
13;PL22C;2020;757.93
13;PL22C;2021;734.33
13;PL22C;2022;874.35
13;PL4;1987;60326.4
13;PL4;1988;54873.6
13;PL4;1989;59404.8
13;PL4;1990;73881.6
13;PL4;1991;71462.4
13;PL4;1992;59750.4
13;PL4;1993;69235.2
13;PL4;1994;50764.8
13;PL4;1995;71961.6
13;PL4;1996;74496
13;PL4;1997;42739.2
13;PL4;1998;53414.4
13;PL4;1999;50995.2
13;PL4;2000;52454.4
13;PL4;2001;62208
13;PL4;2002;68198.4
13;PL4;2003;41996.8
13;PL4;2004;46325.2
13;PL4;2005;50575
13;PL4;2006;60489
13;PL4;2007;64257.2
13;PL4;2008;71902.2
13;PL4;2009;91107.2
13;PL4;2010;97671.8
13;PL4;2011;88051.7
13;PL4;2012;41067
13;PL4;2013;69796.6
13;PL4;2014;79463.32
13;PL4;2015;82307.2
13;PL4;2016;52997.8
13;PL4;2017;66500
13;PL4;2018;77722.19
13;PL4;2019;87431.64
13;PL4;2020;109783.78
13;PL4;2021;124452.02
13;PL4;2022;118007.04
13;PL41;1987;34928.99
13;PL41;1988;31771.81
13;PL41;1989;34395.38
13;PL41;1990;42777.45
13;PL41;1991;41376.73
13;PL41;1992;34595.48
13;PL41;1993;40087.18
13;PL41;1994;29392.82
13;PL41;1995;41665.77
13;PL41;1996;43133.18
13;PL41;1997;24746
13;PL41;1998;30926.94
13;PL41;1999;29526.22
13;PL41;2000;30371.1
13;PL41;2001;36018.43
13;PL41;2002;39486.87
13;PL41;2003;27717.89
13;PL41;2004;27980.42
13;PL41;2005;28777.18
13;PL41;2006;32906.02
13;PL41;2007;38168.78
13;PL41;2008;43069.42
13;PL41;2009;56304.25
13;PL41;2010;65733.12
13;PL41;2011;58818.54
13;PL41;2012;13675.31
13;PL41;2013;43273.89
13;PL41;2014;47995.85
13;PL41;2015;49466.63
13;PL41;2016;28724.81
13;PL41;2017;39368
13;PL41;2018;48265.48
13;PL41;2019;47125.65
13;PL41;2020;64333.3
13;PL41;2021;69070.87
13;PL41;2022;68326.08
13;PL411;1987;5833.14
13;PL411;1988;5305.89
13;PL411;1989;5744.03
13;PL411;1990;7143.83
13;PL411;1991;6909.91
13;PL411;1992;5777.45
13;PL411;1993;6694.56
13;PL411;1994;4908.6
13;PL411;1995;6958.18
13;PL411;1996;7203.24
13;PL411;1997;4132.58
13;PL411;1998;5164.8
13;PL411;1999;4930.88
13;PL411;2000;5071.97
13;PL411;2001;6015.08
13;PL411;2002;6594.31
13;PL411;2003;4628.89
13;PL411;2004;4672.73
13;PL411;2005;4805.79
13;PL411;2006;5495.3
13;PL411;2007;6374.19
13;PL411;2008;7192.59
13;PL411;2009;9402.81
13;PL411;2010;10977.43
13;PL411;2011;9822.7
13;PL411;2012;2283.78
13;PL411;2013;7226.74
13;PL411;2014;8015.31
13;PL411;2015;8260.93
13;PL411;2016;4797.04
13;PL411;2017;6574.46
13;PL411;2018;8060.34
13;PL411;2019;7869.98
13;PL411;2020;10743.66
13;PL411;2021;11534.84
13;PL411;2022;11410.45
13;PL414;1987;8243.24
13;PL414;1988;7498.15
13;PL414;1989;8117.31
13;PL414;1990;10095.48
13;PL414;1991;9764.91
13;PL414;1992;8164.53
13;PL414;1993;9460.57
13;PL414;1994;6936.71
13;PL414;1995;9833.12
13;PL414;1996;10179.43
13;PL414;1997;5840.06
13;PL414;1998;7298.76
13;PL414;1999;6968.19
13;PL414;2000;7167.58
13;PL414;2001;8500.35
13;PL414;2002;9318.9
13;PL414;2003;6541.42
13;PL414;2004;6603.38
13;PL414;2005;6791.41
13;PL414;2006;7765.82
13;PL414;2007;9007.83
13;PL414;2008;10164.38
13;PL414;2009;13287.8
13;PL414;2010;15513.02
13;PL414;2011;13881.17
13;PL414;2012;3227.37
13;PL414;2013;10212.64
13;PL414;2014;11327.02
13;PL414;2015;11674.12
13;PL414;2016;6779.05
13;PL414;2017;9290.85
13;PL414;2018;11390.65
13;PL414;2019;11121.65
13;PL414;2020;15182.66
13;PL414;2021;16300.73
13;PL414;2022;16124.95
13;PL415;1987;104.79
13;PL415;1988;95.32
13;PL415;1989;103.19
13;PL415;1990;128.33
13;PL415;1991;124.13
13;PL415;1992;103.79
13;PL415;1993;120.26
13;PL415;1994;88.18
13;PL415;1995;125
13;PL415;1996;129.4
13;PL415;1997;74.24
13;PL415;1998;92.78
13;PL415;1999;88.58
13;PL415;2000;91.11
13;PL415;2001;108.06
13;PL415;2002;118.46
13;PL415;2003;83.15
13;PL415;2004;83.94
13;PL415;2005;86.33
13;PL415;2006;98.72
13;PL415;2007;114.51
13;PL415;2008;129.21
13;PL415;2009;168.91
13;PL415;2010;197.2
13;PL415;2011;176.46
13;PL415;2012;41.03
13;PL415;2013;129.82
13;PL415;2014;143.99
13;PL415;2015;148.4
13;PL415;2016;86.17
13;PL415;2017;118.1
13;PL415;2018;144.8
13;PL415;2019;141.38
13;PL415;2020;193
13;PL415;2021;207.21
13;PL415;2022;204.98
13;PL416;1987;7335.09
13;PL416;1988;6672.08
13;PL416;1989;7223.03
13;PL416;1990;8983.26
13;PL416;1991;8689.11
13;PL416;1992;7265.05
13;PL416;1993;8418.31
13;PL416;1994;6172.49
13;PL416;1995;8749.81
13;PL416;1996;9057.97
13;PL416;1997;5196.66
13;PL416;1998;6494.66
13;PL416;1999;6200.51
13;PL416;2000;6377.93
13;PL416;2001;7563.87
13;PL416;2002;8292.24
13;PL416;2003;5820.76
13;PL416;2004;5875.89
13;PL416;2005;6043.21
13;PL416;2006;6910.26
13;PL416;2007;8015.44
13;PL416;2008;9044.58
13;PL416;2009;11823.89
13;PL416;2010;13803.96
13;PL416;2011;12351.89
13;PL416;2012;2871.82
13;PL416;2013;9087.52
13;PL416;2014;10079.13
13;PL416;2015;10387.99
13;PL416;2016;6032.21
13;PL416;2017;8267.28
13;PL416;2018;10135.75
13;PL416;2019;9896.39
13;PL416;2020;13509.99
13;PL416;2021;14504.88
13;PL416;2022;14348.48
13;PL417;1987;7195.37
13;PL417;1988;6544.99
13;PL417;1989;7085.45
13;PL417;1990;8812.15
13;PL417;1991;8523.61
13;PL417;1992;7126.67
13;PL417;1993;8257.96
13;PL417;1994;6054.92
13;PL417;1995;8583.15
13;PL417;1996;8885.44
13;PL417;1997;5097.68
13;PL417;1998;6370.95
13;PL417;1999;6082.4
13;PL417;2000;6256.45
13;PL417;2001;7419.8
13;PL417;2002;8134.3
13;PL417;2003;5709.88
13;PL417;2004;5763.97
13;PL417;2005;5928.1
13;PL417;2006;6778.64
13;PL417;2007;7862.77
13;PL417;2008;8872.3
13;PL417;2009;11598.68
13;PL417;2010;13541.02
13;PL417;2011;12116.62
13;PL417;2012;2817.11
13;PL417;2013;8914.42
13;PL417;2014;9887.14
13;PL417;2015;10190.13
13;PL417;2016;5917.31
13;PL417;2017;8109.81
13;PL417;2018;9942.69
13;PL417;2019;9707.88
13;PL417;2020;13252.66
13;PL417;2021;14228.6
13;PL417;2022;14075.17
13;PL418;1987;6217.36
13;PL418;1988;5655.38
13;PL418;1989;6122.38
13;PL418;1990;7614.39
13;PL418;1991;7365.06
13;PL418;1992;6158
13;PL418;1993;7135.52
13;PL418;1994;5231.92
13;PL418;1995;7416.51
13;PL418;1996;7677.71
13;PL418;1997;4404.79
13;PL418;1998;5504.99
13;PL418;1999;5255.67
13;PL418;2000;5406.06
13;PL418;2001;6411.28
13;PL418;2002;7028.66
13;PL418;2003;4933.78
13;PL418;2004;4980.51
13;PL418;2005;5122.34
13;PL418;2006;5857.27
13;PL418;2007;6794.04
13;PL418;2008;7666.36
13;PL418;2009;10022.16
13;PL418;2010;11700.5
13;PL418;2011;10469.7
13;PL418;2012;2434.21
13;PL418;2013;7702.75
13;PL418;2014;8543.26
13;PL418;2015;8805.06
13;PL418;2016;5113.02
13;PL418;2017;7007.5
13;PL418;2018;8591.26
13;PL418;2019;8388.37
13;PL418;2020;11451.33
13;PL418;2021;12294.62
13;PL418;2022;12162.04
13;PL42;1987;15745.19
13;PL42;1988;14322.01
13;PL42;1989;15504.65
13;PL42;1990;19283.1
