model,bin_id,delta_sv,n_years,cntr,crop,component,dln
HadGEM3-GC3-1MM,-14.5,-14.3032,4,DK,Soft wheat,heat,0.000840853970970413
HadGEM3-GC3-1MM,-13.5,-13.3931,8,DK,Soft wheat,heat,0.000844484452976785
HadGEM3-GC3-1MM,-12.5,-12.588,13,DK,Soft wheat,heat,0.000847613084039594
HadGEM3-GC3-1MM,-11.5,-11.5321,21,DK,Soft wheat,heat,0.000846235924660656
HadGEM3-GC3-1MM,-10.5,-10.4803,10,DK,Soft wheat,heat,0.000842759173212591
HadGEM3-GC3-1MM,-9.5,-9.6161,7,DK,Soft wheat,heat,0.000692693556966113
HadGEM3-GC3-1MM,-8.5,-8.6582,7,DK,Soft wheat,heat,0.000784678585353059
HadGEM3-GC3-1MM,-7.5,-7.6345,8,DK,Soft wheat,heat,0.000787151362569645
HadGEM3-GC3-1MM,-6.5,-6.4299,4,DK,Soft wheat,heat,1.61842466182609e-05
HadGEM3-GC3-1MM,-5.5,-5.3528,4,DK,Soft wheat,heat,0.000680780231946996
HadGEM3-GC3-1MM,-4.5,-4.3969,4,DK,Soft wheat,heat,0.000146504917522517
IPSL-CM6A-LR,-9.5,-9.3401,5,DK,Soft wheat,heat,0.000795231882879081
IPSL-CM6A-LR,-8.5,-8.4598,8,DK,Soft wheat,heat,0.000823370450808513
IPSL-CM6A-LR,-7.5,-7.5255,19,DK,Soft wheat,heat,0.000776553479438983
IPSL-CM6A-LR,-6.5,-6.5577,11,DK,Soft wheat,heat,0.000754049050336602
IPSL-CM6A-LR,-5.5,-5.5623,13,DK,Soft wheat,heat,0.000652956358012369
IPSL-CM6A-LR,-4.5,-4.3507,11,DK,Soft wheat,heat,0.000651759162321071
IPSL-CM6A-LR,-3.5,-3.4644,8,DK,Soft wheat,heat,0.000710439714189195
IPSL-CM6A-LR,-2.5,-2.5669,9,DK,Soft wheat,heat,0.000481369178274664
IPSL-CM6A-LR,-1.5,-1.2909,6,DK,Soft wheat,heat,0.000595786088655702
IPSL-CM6A-LR,-0.5,-0.6347,8,DK,Soft wheat,heat,0.000377389795923293
EC-Earth3,-9.5,-9.1554,4,EE,Soft wheat,heat,0.000674351418485265
EC-Earth3,-8.5,-8.4726,15,EE,Soft wheat,heat,0.00216152085970874
EC-Earth3,-7.5,-7.5562,20,EE,Soft wheat,heat,0.00247880947915824
EC-Earth3,-6.5,-6.4767,21,EE,Soft wheat,heat,0.00175791117993634
EC-Earth3,-5.5,-5.3342,8,EE,Soft wheat,heat,0.0011736020277929
EC-Earth3,-4.5,-4.5495,8,EE,Soft wheat,heat,0.00285522472208392
EC-Earth3,-3.5,-3.3459,9,EE,Soft wheat,heat,0.00236964159014125
EC-Earth3,-2.5,-2.4493,5,EE,Soft wheat,heat,0.00272441184893743
EC-Earth3,-1.5,-1.3807,6,EE,Soft wheat,heat,0.000698856339823747
EC-Earth3,-0.5,-0.6596,3,EE,Soft wheat,heat,-0.00252344688391146
HadGEM3-GC3-1LL,-8.5,-8.3848,12,EE,Soft wheat,heat,0.00256424290794719
HadGEM3-GC3-1LL,-7.5,-7.5599,19,EE,Soft wheat,heat,0.00253297023014405
HadGEM3-GC3-1LL,-6.5,-6.5442,24,EE,Soft wheat,heat,0.00214673014136068
HadGEM3-GC3-1LL,-5.5,-5.5797,10,EE,Soft wheat,heat,0.00175586566892891
HadGEM3-GC3-1LL,-4.5,-4.5263,6,EE,Soft wheat,heat,0.0020752862097838
HadGEM3-GC3-1LL,-3.5,-3.7835,7,EE,Soft wheat,heat,0.00252028959553012
HadGEM3-GC3-1LL,-2.5,-2.4504,6,EE,Soft wheat,heat,0.00186740399515009
HadGEM3-GC3-1LL,-1.5,-1.3098,8,EE,Soft wheat,heat,5.71621843616532e-05
HadGEM3-GC3-1LL,-0.5,-0.331,6,EE,Soft wheat,heat,0.000233701433560704
HadGEM3-GC3-1MM,-14.5,-14.3032,4,EE,Soft wheat,heat,0.00383272777904396
HadGEM3-GC3-1MM,-13.5,-13.3931,8,EE,Soft wheat,heat,0.00400662581083212
HadGEM3-GC3-1MM,-12.5,-12.588,13,EE,Soft wheat,heat,0.00407629424141225
HadGEM3-GC3-1MM,-11.5,-11.5321,21,EE,Soft wheat,heat,0.00402070830594266
HadGEM3-GC3-1MM,-10.5,-10.4803,10,EE,Soft wheat,heat,0.00415138002882627
HadGEM3-GC3-1MM,-9.5,-9.6161,7,EE,Soft wheat,heat,0.00295866127762502
HadGEM3-GC3-1MM,-8.5,-8.6582,7,EE,Soft wheat,heat,0.00347624650613514
HadGEM3-GC3-1MM,-7.5,-7.6345,8,EE,Soft wheat,heat,0.00338126840179035
HadGEM3-GC3-1MM,-6.5,-6.4299,4,EE,Soft wheat,heat,0.00290543459461757
HadGEM3-GC3-1MM,-5.5,-5.3528,4,EE,Soft wheat,heat,0.00193376445637905
HadGEM3-GC3-1MM,-4.5,-4.3969,4,EE,Soft wheat,heat,0.00159661775890179
IPSL-CM6A-LR,-9.5,-9.3401,5,EE,Soft wheat,heat,0.0036016955807853
IPSL-CM6A-LR,-8.5,-8.4598,8,EE,Soft wheat,heat,0.00343139865440842
IPSL-CM6A-LR,-7.5,-7.5255,19,EE,Soft wheat,heat,0.00333958243740382
IPSL-CM6A-LR,-6.5,-6.5577,11,EE,Soft wheat,heat,0.00307192235709294
IPSL-CM6A-LR,-5.5,-5.5623,13,EE,Soft wheat,heat,0.00261857867697427
IPSL-CM6A-LR,-4.5,-4.3507,11,EE,Soft wheat,heat,0.00304166717212751
IPSL-CM6A-LR,-3.5,-3.4644,8,EE,Soft wheat,heat,0.00223554118440258
IPSL-CM6A-LR,-2.5,-2.5669,9,EE,Soft wheat,heat,0.00234257452704987
IPSL-CM6A-LR,-1.5,-1.2909,6,EE,Soft wheat,heat,0.00244656988426582
IPSL-CM6A-LR,-0.5,-0.6347,8,EE,Soft wheat,heat,0.00063818781560433
EC-Earth3,-9.5,-9.1554,4,EL,Soft wheat,heat,0.0187941637077492
EC-Earth3,-8.5,-8.4726,15,EL,Soft wheat,heat,0.019187060165582
EC-Earth3,-7.5,-7.5562,20,EL,Soft wheat,heat,0.0205877328863071
EC-Earth3,-6.5,-6.4767,21,EL,Soft wheat,heat,0.0187066519496889
EC-Earth3,-5.5,-5.3342,8,EL,Soft wheat,heat,0.013867354679862
EC-Earth3,-4.5,-4.5495,8,EL,Soft wheat,heat,0.00285785317030026
EC-Earth3,-3.5,-3.3459,9,EL,Soft wheat,heat,0.0195943123465492
EC-Earth3,-2.5,-2.4493,5,EL,Soft wheat,heat,-0.00991199886475919
EC-Earth3,-1.5,-1.3807,6,EL,Soft wheat,heat,0.010377595570744
EC-Earth3,-0.5,-0.6596,3,EL,Soft wheat,heat,0.007832913037843
HadGEM3-GC3-1LL,-8.5,-8.3848,12,EL,Soft wheat,heat,0.014232134715531
HadGEM3-GC3-1LL,-7.5,-7.5599,19,EL,Soft wheat,heat,-0.00284055631991547
HadGEM3-GC3-1LL,-6.5,-6.5442,24,EL,Soft wheat,heat,0.0195619998749694
HadGEM3-GC3-1LL,-5.5,-5.5797,10,EL,Soft wheat,heat,0.00556570583714681
HadGEM3-GC3-1LL,-4.5,-4.5263,6,EL,Soft wheat,heat,0.00820260951177138
HadGEM3-GC3-1LL,-3.5,-3.7835,7,EL,Soft wheat,heat,0.00136124531629181
HadGEM3-GC3-1LL,-2.5,-2.4504,6,EL,Soft wheat,heat,-0.00266534680038176
HadGEM3-GC3-1LL,-1.5,-1.3098,8,EL,Soft wheat,heat,0.0112526964976704
HadGEM3-GC3-1LL,-0.5,-0.331,6,EL,Soft wheat,heat,-0.00232113000743396
HadGEM3-GC3-1MM,-14.5,-14.3032,4,EL,Soft wheat,heat,0.00831449291300822
HadGEM3-GC3-1MM,-13.5,-13.3931,8,EL,Soft wheat,heat,-0.00397705467270997
HadGEM3-GC3-1MM,-12.5,-12.588,13,EL,Soft wheat,heat,0.00873492879260008
HadGEM3-GC3-1MM,-11.5,-11.5321,21,EL,Soft wheat,heat,0.00636282059497749
HadGEM3-GC3-1MM,-10.5,-10.4803,10,EL,Soft wheat,heat,-0.00212895330639154
HadGEM3-GC3-1MM,-9.5,-9.6161,7,EL,Soft wheat,heat,-0.00844780969394054
HadGEM3-GC3-1MM,-8.5,-8.6582,7,EL,Soft wheat,heat,-0.00130480505307764
HadGEM3-GC3-1MM,-7.5,-7.6345,8,EL,Soft wheat,heat,-0.00462362002609757
HadGEM3-GC3-1MM,-6.5,-6.4299,4,EL,Soft wheat,heat,0.00485464707946613
HadGEM3-GC3-1MM,-5.5,-5.3528,4,EL,Soft wheat,heat,-0.0157359939504846
HadGEM3-GC3-1MM,-4.5,-4.3969,4,EL,Soft wheat,heat,-0.00713864998396186
IPSL-CM6A-LR,-9.5,-9.3401,5,EL,Soft wheat,heat,0.0312884879725982
IPSL-CM6A-LR,-8.5,-8.4598,8,EL,Soft wheat,heat,0.02451454068774
IPSL-CM6A-LR,-7.5,-7.5255,19,EL,Soft wheat,heat,0.018582712095601
IPSL-CM6A-LR,-6.5,-6.5577,11,EL,Soft wheat,heat,0.0222192378019605
IPSL-CM6A-LR,-5.5,-5.5623,13,EL,Soft wheat,heat,0.016147548134917
IPSL-CM6A-LR,-4.5,-4.3507,11,EL,Soft wheat,heat,0.00871966503144079
IPSL-CM6A-LR,-3.5,-3.4644,8,EL,Soft wheat,heat,0.00321061363896787
IPSL-CM6A-LR,-2.5,-2.5669,9,EL,Soft wheat,heat,0.0159341062006571
IPSL-CM6A-LR,-1.5,-1.2909,6,EL,Soft wheat,heat,0.00884345630293809
IPSL-CM6A-LR,-0.5,-0.6347,8,EL,Soft wheat,heat,-0.00419512121360577
EC-Earth3,-9.5,-9.1554,4,ES,Soft wheat,heat,0.0118028092552126
EC-Earth3,-8.5,-8.4726,15,ES,Soft wheat,heat,0.00533393454065327
EC-Earth3,-7.5,-7.5562,20,ES,Soft wheat,heat,0.00890996281383335
EC-Earth3,-6.5,-6.4767,21,ES,Soft wheat,heat,-0.00348479425607583
EC-Earth3,-5.5,-5.3342,8,ES,Soft wheat,heat,0.0111730773117703
EC-Earth3,-4.5,-4.5495,8,ES,Soft wheat,heat,0.00285017248871868
EC-Earth3,-3.5,-3.3459,9,ES,Soft wheat,heat,0.00819669242698521
EC-Earth3,-2.5,-2.4493,5,ES,Soft wheat,heat,0.000159047023638469
EC-Earth3,-1.5,-1.3807,6,ES,Soft wheat,heat,0.0111106808459698
EC-Earth3,-0.5,-0.6596,3,ES,Soft wheat,heat,-0.0183239546421125
HadGEM3-GC3-1LL,-8.5,-8.3848,12,ES,Soft wheat,heat,0.000231741155304485
HadGEM3-GC3-1LL,-7.5,-7.5599,19,ES,Soft wheat,heat,0.00644846891166898
HadGEM3-GC3-1LL,-6.5,-6.5442,24,ES,Soft wheat,heat,0.00822843401132501
HadGEM3-GC3-1LL,-5.5,-5.5797,10,ES,Soft wheat,heat,0.00315689325800319
HadGEM3-GC3-1LL,-4.5,-4.5263,6,ES,Soft wheat,heat,0.000192058808598939
HadGEM3-GC3-1LL,-3.5,-3.7835,7,ES,Soft wheat,heat,0.00800471676552679
HadGEM3-GC3-1LL,-2.5,-2.4504,6,ES,Soft wheat,heat,-0.00558006028303924
HadGEM3-GC3-1LL,-1.5,-1.3098,8,ES,Soft wheat,heat,-0.00660361353722346
HadGEM3-GC3-1LL,-0.5,-0.331,6,ES,Soft wheat,heat,-0.0139453923046182
HadGEM3-GC3-1MM,-14.5,-14.3032,4,ES,Soft wheat,heat,0.0182904528626516
HadGEM3-GC3-1MM,-13.5,-13.3931,8,ES,Soft wheat,heat,0.047211536139907
HadGEM3-GC3-1MM,-12.5,-12.588,13,ES,Soft wheat,heat,0.0383810775181387
HadGEM3-GC3-1MM,-11.5,-11.5321,21,ES,Soft wheat,heat,0.0208198282431847
HadGEM3-GC3-1MM,-10.5,-10.4803,10,ES,Soft wheat,heat,0.0119099484362533
HadGEM3-GC3-1MM,-9.5,-9.6161,7,ES,Soft wheat,heat,-0.00455372463587684
HadGEM3-GC3-1MM,-8.5,-8.6582,7,ES,Soft wheat,heat,0.00566082370376497
HadGEM3-GC3-1MM,-7.5,-7.6345,8,ES,Soft wheat,heat,-0.00615029823527249
HadGEM3-GC3-1MM,-6.5,-6.4299,4,ES,Soft wheat,heat,-0.00171096951758286
HadGEM3-GC3-1MM,-5.5,-5.3528,4,ES,Soft wheat,heat,-0.0228818947051718
HadGEM3-GC3-1MM,-4.5,-4.3969,4,ES,Soft wheat,heat,0.0136622717467797
IPSL-CM6A-LR,-9.5,-9.3401,5,ES,Soft wheat,heat,0.0173968851004403
IPSL-CM6A-LR,-8.5,-8.4598,8,ES,Soft wheat,heat,0.0201323315115487
IPSL-CM6A-LR,-7.5,-7.5255,19,ES,Soft wheat,heat,0.0109239466506316
IPSL-CM6A-LR,-6.5,-6.5577,11,ES,Soft wheat,heat,0.0129836699839107
IPSL-CM6A-LR,-5.5,-5.5623,13,ES,Soft wheat,heat,0.00916145951070342
IPSL-CM6A-LR,-4.5,-4.3507,11,ES,Soft wheat,heat,-0.0184248669074067
IPSL-CM6A-LR,-3.5,-3.4644,8,ES,Soft wheat,heat,-0.0114680997095503
IPSL-CM6A-LR,-2.5,-2.5669,9,ES,Soft wheat,heat,0.00388023273759623
IPSL-CM6A-LR,-1.5,-1.2909,6,ES,Soft wheat,heat,-0.00641357049850517
IPSL-CM6A-LR,-0.5,-0.6347,8,ES,Soft wheat,heat,-0.00251078150520294
EC-Earth3,-9.5,-9.1554,4,FI,Soft wheat,heat,0.0017157505758001
EC-Earth3,-8.5,-8.4726,15,FI,Soft wheat,heat,0.00181908562170179
EC-Earth3,-7.5,-7.5562,20,FI,Soft wheat,heat,0.00166568609178142
EC-Earth3,-6.5,-6.4767,21,FI,Soft wheat,heat,0.00124223831418593
EC-Earth3,-5.5,-5.3342,8,FI,Soft wheat,heat,0.00116018412143667
EC-Earth3,-4.5,-4.5495,8,FI,Soft wheat,heat,0.0020934300290045
EC-Earth3,-3.5,-3.3459,9,FI,Soft wheat,heat,0.00185519003048171
EC-Earth3,-2.5,-2.4493,5,FI,Soft wheat,heat,0.00195725913531404
EC-Earth3,-1.5,-1.3807,6,FI,Soft wheat,heat,0.000900050671228124
EC-Earth3,-0.5,-0.6596,3,FI,Soft wheat,heat,-0.000374812341839277
HadGEM3-GC3-1LL,-8.5,-8.3848,12,FI,Soft wheat,heat,0.00173485631549739
HadGEM3-GC3-1LL,-7.5,-7.5599,19,FI,Soft wheat,heat,0.00164448323592815
HadGEM3-GC3-1LL,-6.5,-6.5442,24,FI,Soft wheat,heat,0.00138910635384995
HadGEM3-GC3-1LL,-5.5,-5.5797,10,FI,Soft wheat,heat,0.00110174399799465
HadGEM3-GC3-1LL,-4.5,-4.5263,6,FI,Soft wheat,heat,0.00131368432852127
HadGEM3-GC3-1LL,-3.5,-3.7835,7,FI,Soft wheat,heat,0.00166020416464796
HadGEM3-GC3-1LL,-2.5,-2.4504,6,FI,Soft wheat,heat,0.00112018955900565
HadGEM3-GC3-1LL,-1.5,-1.3098,8,FI,Soft wheat,heat,0.000181643498022303
HadGEM3-GC3-1LL,-0.5,-0.331,6,FI,Soft wheat,heat,2.3032801562614e-05
HadGEM3-GC3-1MM,-14.5,-14.3032,4,FI,Soft wheat,heat,0.0024157340475537
HadGEM3-GC3-1MM,-13.5,-13.3931,8,FI,Soft wheat,heat,0.00241613961795105
HadGEM3-GC3-1MM,-12.5,-12.588,13,FI,Soft wheat,heat,0.00244542961722094
HadGEM3-GC3-1MM,-11.5,-11.5321,21,FI,Soft wheat,heat,0.00244562513262516
HadGEM3-GC3-1MM,-10.5,-10.4803,10,FI,Soft wheat,heat,0.00245349375156943
HadGEM3-GC3-1MM,-9.5,-9.6161,7,FI,Soft wheat,heat,0.00222656254981039
HadGEM3-GC3-1MM,-8.5,-8.6582,7,FI,Soft wheat,heat,0.00231287458307288
HadGEM3-GC3-1MM,-7.5,-7.6345,8,FI,Soft wheat,heat,0.00217325015735975
HadGEM3-GC3-1MM,-6.5,-6.4299,4,FI,Soft wheat,heat,0.00194358342465582
HadGEM3-GC3-1MM,-5.5,-5.3528,4,FI,Soft wheat,heat,0.00170699060200129
HadGEM3-GC3-1MM,-4.5,-4.3969,4,FI,Soft wheat,heat,0.0013053224081659
IPSL-CM6A-LR,-9.5,-9.3401,5,FI,Soft wheat,heat,0.00198270796629267
IPSL-CM6A-LR,-8.5,-8.4598,8,FI,Soft wheat,heat,0.00216375547367318
IPSL-CM6A-LR,-7.5,-7.5255,19,FI,Soft wheat,heat,0.00210928734934935
IPSL-CM6A-LR,-6.5,-6.5577,11,FI,Soft wheat,heat,0.00195235657621226
IPSL-CM6A-LR,-5.5,-5.5623,13,FI,Soft wheat,heat,0.001539139078139
IPSL-CM6A-LR,-4.5,-4.3507,11,FI,Soft wheat,heat,0.00188622392188257
IPSL-CM6A-LR,-3.5,-3.4644,8,FI,Soft wheat,heat,0.0014064838462258
IPSL-CM6A-LR,-2.5,-2.5669,9,FI,Soft wheat,heat,0.00133818757236588
IPSL-CM6A-LR,-1.5,-1.2909,6,FI,Soft wheat,heat,0.00170151935076726
IPSL-CM6A-LR,-0.5,-0.6347,8,FI,Soft wheat,heat,0.000574605367588645
EC-Earth3,-9.5,-9.1554,4,FR,Soft wheat,heat,0.00840491805612293
EC-Earth3,-8.5,-8.4726,15,FR,Soft wheat,heat,0.00676635198631464
EC-Earth3,-7.5,-7.5562,20,FR,Soft wheat,heat,0.0083895390780538
EC-Earth3,-6.5,-6.4767,21,FR,Soft wheat,heat,0.00170507747364357
EC-Earth3,-5.5,-5.3342,8,FR,Soft wheat,heat,0.00374818323405082
EC-Earth3,-4.5,-4.5495,8,FR,Soft wheat,heat,0.0027531803110144
EC-Earth3,-3.5,-3.3459,9,FR,Soft wheat,heat,-0.00465077751272173
EC-Earth3,-2.5,-2.4493,5,FR,Soft wheat,heat,0.00542486306407097
EC-Earth3,-1.5,-1.3807,6,FR,Soft wheat,heat,0.00338230817238631
EC-Earth3,-0.5,-0.6596,3,FR,Soft wheat,heat,-0.0048579023230633
HadGEM3-GC3-1LL,-8.5,-8.3848,12,FR,Soft wheat,heat,-0.00482013797598654
HadGEM3-GC3-1LL,-7.5,-7.5599,19,FR,Soft wheat,heat,0.00289542351273923
HadGEM3-GC3-1LL,-6.5,-6.5442,24,FR,Soft wheat,heat,0.00215310939490863
HadGEM3-GC3-1LL,-5.5,-5.5797,10,FR,Soft wheat,heat,0.00115219559498413
HadGEM3-GC3-1LL,-4.5,-4.5263,6,FR,Soft wheat,heat,-0.00101442490155849
HadGEM3-GC3-1LL,-3.5,-3.7835,7,FR,Soft wheat,heat,0.00506711153521638
HadGEM3-GC3-1LL,-2.5,-2.4504,6,FR,Soft wheat,heat,-0.00297752562497447
HadGEM3-GC3-1LL,-1.5,-1.3098,8,FR,Soft wheat,heat,-0.000970637859595312
HadGEM3-GC3-1LL,-0.5,-0.331,6,FR,Soft wheat,heat,-0.00261737503059957
HadGEM3-GC3-1MM,-14.5,-14.3032,4,FR,Soft wheat,heat,0.0126162698713253
HadGEM3-GC3-1MM,-13.5,-13.3931,8,FR,Soft wheat,heat,0.0165606588069696
HadGEM3-GC3-1MM,-12.5,-12.588,13,FR,Soft wheat,heat,0.0103358665213228
HadGEM3-GC3-1MM,-11.5,-11.5321,21,FR,Soft wheat,heat,0.0121048504473345
HadGEM3-GC3-1MM,-10.5,-10.4803,10,FR,Soft wheat,heat,0.00888136034851021
HadGEM3-GC3-1MM,-9.5,-9.6161,7,FR,Soft wheat,heat,0.0021538708085043
HadGEM3-GC3-1MM,-8.5,-8.6582,7,FR,Soft wheat,heat,0.00678229230419324
HadGEM3-GC3-1MM,-7.5,-7.6345,8,FR,Soft wheat,heat,0.00920843712459785
HadGEM3-GC3-1MM,-6.5,-6.4299,4,FR,Soft wheat,heat,-0.00326402940397118
HadGEM3-GC3-1MM,-5.5,-5.3528,4,FR,Soft wheat,heat,0.00474423417796595
HadGEM3-GC3-1MM,-4.5,-4.3969,4,FR,Soft wheat,heat,0.00210680901846075
IPSL-CM6A-LR,-9.5,-9.3401,5,FR,Soft wheat,heat,0.00598159150416804
IPSL-CM6A-LR,-8.5,-8.4598,8,FR,Soft wheat,heat,0.00827698288109512
IPSL-CM6A-LR,-7.5,-7.5255,19,FR,Soft wheat,heat,0.00329169755778138
IPSL-CM6A-LR,-6.5,-6.5577,11,FR,Soft wheat,heat,0.00182783731431102
IPSL-CM6A-LR,-5.5,-5.5623,13,FR,Soft wheat,heat,0.00279631471609005
IPSL-CM6A-LR,-4.5,-4.3507,11,FR,Soft wheat,heat,-6.06031374667294e-05
IPSL-CM6A-LR,-3.5,-3.4644,8,FR,Soft wheat,heat,0.0039746390341714
IPSL-CM6A-LR,-2.5,-2.5669,9,FR,Soft wheat,heat,-0.000330037952419297
IPSL-CM6A-LR,-1.5,-1.2909,6,FR,Soft wheat,heat,0.0017952117304892
IPSL-CM6A-LR,-0.5,-0.6347,8,FR,Soft wheat,heat,-0.000904753107272655
EC-Earth3,-9.5,-9.1554,4,HU,Soft wheat,heat,0.019073048159729
EC-Earth3,-8.5,-8.4726,15,HU,Soft wheat,heat,0.0202085726217845
EC-Earth3,-7.5,-7.5562,20,HU,Soft wheat,heat,0.0193623388880631
EC-Earth3,-6.5,-6.4767,21,HU,Soft wheat,heat,0.00509954988250677
EC-Earth3,-5.5,-5.3342,8,HU,Soft wheat,heat,-0.00828969192468777
EC-Earth3,-4.5,-4.5495,8,HU,Soft wheat,heat,0.00674019009810933
EC-Earth3,-3.5,-3.3459,9,HU,Soft wheat,heat,0.0149635566671588
EC-Earth3,-2.5,-2.4493,5,HU,Soft wheat,heat,-0.00534584726236515
EC-Earth3,-1.5,-1.3807,6,HU,Soft wheat,heat,0.0151878741384846
EC-Earth3,-0.5,-0.6596,3,HU,Soft wheat,heat,-0.0205861084724217
HadGEM3-GC3-1LL,-8.5,-8.3848,12,HU,Soft wheat,heat,0.000492110196319139
HadGEM3-GC3-1LL,-7.5,-7.5599,19,HU,Soft wheat,heat,-0.0116700181909112
HadGEM3-GC3-1LL,-6.5,-6.5442,24,HU,Soft wheat,heat,0.0112574614630992
HadGEM3-GC3-1LL,-5.5,-5.5797,10,HU,Soft wheat,heat,-0.00205522037545487
HadGEM3-GC3-1LL,-4.5,-4.5263,6,HU,Soft wheat,heat,0.0146825422654561
HadGEM3-GC3-1LL,-3.5,-3.7835,7,HU,Soft wheat,heat,0.00506199089940454
HadGEM3-GC3-1LL,-2.5,-2.4504,6,HU,Soft wheat,heat,0.00249572262648455
HadGEM3-GC3-1LL,-1.5,-1.3098,8,HU,Soft wheat,heat,0.00457869454931518
HadGEM3-GC3-1LL,-0.5,-0.331,6,HU,Soft wheat,heat,0.0077610613090131
HadGEM3-GC3-1MM,-14.5,-14.3032,4,HU,Soft wheat,heat,-0.00102388038853814
HadGEM3-GC3-1MM,-13.5,-13.3931,8,HU,Soft wheat,heat,0.000326146012198111
HadGEM3-GC3-1MM,-12.5,-12.588,13,HU,Soft wheat,heat,0.004114252062835
HadGEM3-GC3-1MM,-11.5,-11.5321,21,HU,Soft wheat,heat,0.00734305466310216
HadGEM3-GC3-1MM,-10.5,-10.4803,10,HU,Soft wheat,heat,0.0228574051382718
HadGEM3-GC3-1MM,-9.5,-9.6161,7,HU,Soft wheat,heat,-0.019783823464922
HadGEM3-GC3-1MM,-8.5,-8.6582,7,HU,Soft wheat,heat,-0.00232685683738396
HadGEM3-GC3-1MM,-7.5,-7.6345,8,HU,Soft wheat,heat,0.0153421157604348
HadGEM3-GC3-1MM,-6.5,-6.4299,4,HU,Soft wheat,heat,0.00381912712292468
HadGEM3-GC3-1MM,-5.5,-5.3528,4,HU,Soft wheat,heat,-0.00367718764985723
HadGEM3-GC3-1MM,-4.5,-4.3969,4,HU,Soft wheat,heat,-0.0117703938637407
IPSL-CM6A-LR,-9.5,-9.3401,5,HU,Soft wheat,heat,0.0205040383244739
IPSL-CM6A-LR,-8.5,-8.4598,8,HU,Soft wheat,heat,0.0214741244527692
IPSL-CM6A-LR,-7.5,-7.5255,19,HU,Soft wheat,heat,0.0145386136517508
IPSL-CM6A-LR,-6.5,-6.5577,11,HU,Soft wheat,heat,0.0106278334516483
IPSL-CM6A-LR,-5.5,-5.5623,13,HU,Soft wheat,heat,0.0173906255293452
IPSL-CM6A-LR,-4.5,-4.3507,11,HU,Soft wheat,heat,0.00499790629834517
IPSL-CM6A-LR,-3.5,-3.4644,8,HU,Soft wheat,heat,0.0120263751094566
IPSL-CM6A-LR,-2.5,-2.5669,9,HU,Soft wheat,heat,0.014351545608324
IPSL-CM6A-LR,-1.5,-1.2909,6,HU,Soft wheat,heat,0.00140694026655191
IPSL-CM6A-LR,-0.5,-0.6347,8,HU,Soft wheat,heat,0.00144626499937394
EC-Earth3,-9.5,-9.1554,4,IT,Soft wheat,heat,0.0259045816507286
EC-Earth3,-8.5,-8.4726,15,IT,Soft wheat,heat,0.0134737067414291
EC-Earth3,-7.5,-7.5562,20,IT,Soft wheat,heat,0.0183887136640891
EC-Earth3,-6.5,-6.4767,21,IT,Soft wheat,heat,0.000304117949617719
EC-Earth3,-5.5,-5.3342,8,IT,Soft wheat,heat,-0.00527958953168147
EC-Earth3,-4.5,-4.5495,8,IT,Soft wheat,heat,-0.0108071625380182
EC-Earth3,-3.5,-3.3459,9,IT,Soft wheat,heat,0.0149989616343453
EC-Earth3,-2.5,-2.4493,5,IT,Soft wheat,heat,-0.00991692112210192
EC-Earth3,-1.5,-1.3807,6,IT,Soft wheat,heat,0.0066285623730946
EC-Earth3,-0.5,-0.6596,3,IT,Soft wheat,heat,-0.0154790969602619
HadGEM3-GC3-1LL,-8.5,-8.3848,12,IT,Soft wheat,heat,-0.00565574417238806
HadGEM3-GC3-1LL,-7.5,-7.5599,19,IT,Soft wheat,heat,-0.00931846490448527
HadGEM3-GC3-1LL,-6.5,-6.5442,24,IT,Soft wheat,heat,0.0141775593350202
HadGEM3-GC3-1LL,-5.5,-5.5797,10,IT,Soft wheat,heat,0.0024572768387122
HadGEM3-GC3-1LL,-4.5,-4.5263,6,IT,Soft wheat,heat,0.0092669008092549
HadGEM3-GC3-1LL,-3.5,-3.7835,7,IT,Soft wheat,heat,-0.00525473327131609
HadGEM3-GC3-1LL,-2.5,-2.4504,6,IT,Soft wheat,heat,-0.00722892349726835
HadGEM3-GC3-1LL,-1.5,-1.3098,8,IT,Soft wheat,heat,0.00252361640402259
HadGEM3-GC3-1LL,-0.5,-0.331,6,IT,Soft wheat,heat,-0.00287280938722935
HadGEM3-GC3-1MM,-14.5,-14.3032,4,IT,Soft wheat,heat,0.00953995874494545
HadGEM3-GC3-1MM,-13.5,-13.3931,8,IT,Soft wheat,heat,0.0142038754240617
HadGEM3-GC3-1MM,-12.5,-12.588,13,IT,Soft wheat,heat,0.00509394300620374
HadGEM3-GC3-1MM,-11.5,-11.5321,21,IT,Soft wheat,heat,0.0130113861803775
HadGEM3-GC3-1MM,-10.5,-10.4803,10,IT,Soft wheat,heat,0.0172176651358884
HadGEM3-GC3-1MM,-9.5,-9.6161,7,IT,Soft wheat,heat,-0.0126820076249226
HadGEM3-GC3-1MM,-8.5,-8.6582,7,IT,Soft wheat,heat,-0.00255515530398006
HadGEM3-GC3-1MM,-7.5,-7.6345,8,IT,Soft wheat,heat,0.00146373546597331
HadGEM3-GC3-1MM,-6.5,-6.4299,4,IT,Soft wheat,heat,-0.000420351218111897
HadGEM3-GC3-1MM,-5.5,-5.3528,4,IT,Soft wheat,heat,0.0020229136885878
HadGEM3-GC3-1MM,-4.5,-4.3969,4,IT,Soft wheat,heat,-0.00422117096072502
