model,cntr,year,hdd_calendar,hdd_octmar,cdd_jja
ipsl-cm6a-lr,MT,1990,728.27,567.09,606.38
ipsl-cm6a-lr,MT,1991,918.5,721.93,593.96
ipsl-cm6a-lr,MT,1992,859.82,928.01,504.98
ipsl-cm6a-lr,MT,1993,904.47,802.4,605.76
ipsl-cm6a-lr,MT,1994,705.44,648.34,659.55
ipsl-cm6a-lr,MT,1995,821.94,690.27,607.05
ipsl-cm6a-lr,MT,1996,810.78,716.44,596.99
ipsl-cm6a-lr,MT,1997,768.99,673.03,648.64
ipsl-cm6a-lr,MT,1998,861.6,704.5,743.36
ipsl-cm6a-lr,MT,1999,709.78,816.8,645.09
ipsl-cm6a-lr,MT,2000,667.68,642.95,627.1
ipsl-cm6a-lr,MT,2001,679.55,457.76,523.75
ipsl-cm6a-lr,MT,2002,609.43,638.35,579.5
ipsl-cm6a-lr,MT,2003,746.92,675.24,726.51
ipsl-cm6a-lr,MT,2004,754.16,641.32,488.45
ipsl-cm6a-lr,MT,2005,932.57,746.14,458.62
ipsl-cm6a-lr,MT,2006,692.64,751.76,520.14
ipsl-cm6a-lr,MT,2007,646.07,438.47,517.12
ipsl-cm6a-lr,MT,2008,672.57,676.69,463.91
ipsl-cm6a-lr,MT,2009,738.47,649.63,554.61
ipsl-cm6a-lr,MT,2010,633.51,572.83,483.03
ipsl-cm6a-lr,MT,2011,758.74,669.39,467.36
ipsl-cm6a-lr,MT,2012,796.9,732.13,627.6
ipsl-cm6a-lr,MT,2013,684.04,638.18,510.3
ipsl-cm6a-lr,MT,2014,,530.1,492.75
ipsl-cm6a-lr,MT,2015,658.14,,608.18
ipsl-cm6a-lr,MT,2016,,,468.57
ipsl-cm6a-lr,MT,2017,717.86,648.48,639.11
ipsl-cm6a-lr,MT,2018,601.5,595,497.44
ipsl-cm6a-lr,MT,2019,818.14,712.63,623.11
ipsl-cm6a-lr,MT,2020,635.6,607.7,522.99
ipsl-cm6a-lr,MT,2021,704.88,548.04,676.96
ipsl-cm6a-lr,MT,2022,776.74,729.08,543.83
ipsl-cm6a-lr,MT,2023,792.1,612.12,419.62
ipsl-cm6a-lr,MT,2024,830.65,652.55,522.33
ipsl-cm6a-lr,NL,1990,2249.29,1607.59,81.79
ipsl-cm6a-lr,NL,1991,2715.07,1940.68,72.45
ipsl-cm6a-lr,NL,1992,2412.66,1930.36,71.67
ipsl-cm6a-lr,NL,1993,2590.76,1951.01,27.75
ipsl-cm6a-lr,NL,1994,2338.93,2013.95,122.92
ipsl-cm6a-lr,NL,1995,2492.1,1714.95,139.35
ipsl-cm6a-lr,NL,1996,3029.11,2305.44,60.18
ipsl-cm6a-lr,NL,1997,2517.57,2036.25,98.85
ipsl-cm6a-lr,NL,1998,2359.73,1760.2,42.5
ipsl-cm6a-lr,NL,1999,2251.74,1916.19,77.74
ipsl-cm6a-lr,NL,2000,2200.95,1772.39,47.11
ipsl-cm6a-lr,NL,2001,2415.23,1835.56,86.18
ipsl-cm6a-lr,NL,2002,2265.93,1649.81,73
ipsl-cm6a-lr,NL,2003,2494.16,1975.35,135.5
ipsl-cm6a-lr,NL,2004,2411.05,1931.28,73.17
ipsl-cm6a-lr,NL,2005,2334.65,1882.26,68.75
ipsl-cm6a-lr,NL,2006,2290.77,1976.18,138.32
ipsl-cm6a-lr,NL,2007,2093.21,1412.54,44.71
ipsl-cm6a-lr,NL,2008,2359.61,1801.12,57.86
ipsl-cm6a-lr,NL,2009,2388.42,2056.84,85.83
ipsl-cm6a-lr,NL,2010,2913.07,2045.51,94.77
ipsl-cm6a-lr,NL,2011,2201.78,2077.88,39.73
ipsl-cm6a-lr,NL,2012,2455.35,1796.55,67.45
ipsl-cm6a-lr,NL,2013,2658.49,2098.46,92.7
ipsl-cm6a-lr,NL,2014,1976.41,1583.77,72.52
ipsl-cm6a-lr,NL,2015,2217.74,1738.09,99.08
ipsl-cm6a-lr,NL,2016,2371.04,1613.15,73.58
ipsl-cm6a-lr,NL,2017,2240.02,1875.3,76.78
ipsl-cm6a-lr,NL,2018,2256.14,1846.29,151
ipsl-cm6a-lr,NL,2019,2204.47,1680.05,136.07
ipsl-cm6a-lr,NL,2020,2046.44,1622.81,126.05
ipsl-cm6a-lr,NL,2021,2388.81,1741.98,60.99
ipsl-cm6a-lr,NL,2022,2080.36,1620.68,139.74
ipsl-cm6a-lr,NL,2023,2019.88,1605.61,105.67
ipsl-cm6a-lr,NL,2024,1963.9,1494.74,94.41
ipsl-cm6a-lr,NO,1990,3662.66,2581.92,12.71
ipsl-cm6a-lr,NO,1991,4026.76,2903.18,22.54
ipsl-cm6a-lr,NO,1992,3935.17,2649.19,20.52
ipsl-cm6a-lr,NO,1993,4228.98,2886.86,2.7
ipsl-cm6a-lr,NO,1994,4239.92,3297.19,43.58
ipsl-cm6a-lr,NO,1995,4197.59,2823.68,28.73
ipsl-cm6a-lr,NO,1996,4490.78,3245.62,14.8
ipsl-cm6a-lr,NO,1997,3968.38,2963.33,50.02
ipsl-cm6a-lr,NO,1998,4066.92,2846.71,1.35
ipsl-cm6a-lr,NO,1999,3924.65,2988.52,16.52
ipsl-cm6a-lr,NO,2000,3684.1,2762.18,3.86
ipsl-cm6a-lr,NO,2001,4190.53,2843.95,16.24
ipsl-cm6a-lr,NO,2002,3966.29,2772.01,39.41
ipsl-cm6a-lr,NO,2003,3921.24,3207.23,31.27
ipsl-cm6a-lr,NO,2004,3900.16,2913.21,23.61
ipsl-cm6a-lr,NO,2005,3799.51,2771.39,21.44
ipsl-cm6a-lr,NO,2006,3710.08,2922.63,39.09
ipsl-cm6a-lr,NO,2007,3826.23,2540.39,21.68
ipsl-cm6a-lr,NO,2008,3781.31,2719.36,41.23
ipsl-cm6a-lr,NO,2009,3996.79,2921.07,29.96
ipsl-cm6a-lr,NO,2010,4755.43,3339.16,6.89
ipsl-cm6a-lr,NO,2011,3751.77,3399.38,12.74
ipsl-cm6a-lr,NO,2012,4162.63,2634.75,3.11
ipsl-cm6a-lr,NO,2013,4101.59,3268.84,15.59
ipsl-cm6a-lr,NO,2014,3569.75,2595.5,49.42
ipsl-cm6a-lr,NO,2015,3731.62,2608.38,10.17
ipsl-cm6a-lr,NO,2016,3927.24,2794.23,13.42
ipsl-cm6a-lr,NO,2017,3946.74,2783.45,6.72
ipsl-cm6a-lr,NO,2018,4058.44,3127.24,72.77
ipsl-cm6a-lr,NO,2019,3961.08,2796.1,29.86
ipsl-cm6a-lr,NO,2020,3538.61,2688.08,39.61
ipsl-cm6a-lr,NO,2021,4054.62,2799.89,32.61
ipsl-cm6a-lr,NO,2022,3797.94,2735.72,21.72
ipsl-cm6a-lr,NO,2023,4062.25,2819.73,23.31
ipsl-cm6a-lr,NO,2024,3756.25,3162.32,13.66
ipsl-cm6a-lr,PL,1990,2691.5,2060.18,106.5
ipsl-cm6a-lr,PL,1991,3192.41,2429.12,117.92
ipsl-cm6a-lr,PL,1992,3025.04,2440.83,238.04
ipsl-cm6a-lr,PL,1993,3185.16,2567.1,89.03
ipsl-cm6a-lr,PL,1994,2901.61,2458.33,212.95
ipsl-cm6a-lr,PL,1995,3151.22,2351.25,175.31
ipsl-cm6a-lr,PL,1996,3647.4,3081.04,101.85
ipsl-cm6a-lr,PL,1997,3226.12,2572.14,118.18
ipsl-cm6a-lr,PL,1998,3049.48,2384.88,114.09
ipsl-cm6a-lr,PL,1999,2902.35,2596.79,142.11
ipsl-cm6a-lr,PL,2000,2654.59,2404.88,119.38
ipsl-cm6a-lr,PL,2001,3086.14,2208.25,140.08
ipsl-cm6a-lr,PL,2002,2904.15,2325.99,196.56
ipsl-cm6a-lr,PL,2003,3182.55,2815.76,184.57
ipsl-cm6a-lr,PL,2004,3043.4,2558.99,113.89
ipsl-cm6a-lr,PL,2005,3133.24,2463.33,133.82
ipsl-cm6a-lr,PL,2006,3071.96,2835.94,210.68
ipsl-cm6a-lr,PL,2007,2759.59,1945.34,167.04
ipsl-cm6a-lr,PL,2008,2721.09,2339.53,155.82
ipsl-cm6a-lr,PL,2009,3022.81,2412.85,138.02
ipsl-cm6a-lr,PL,2010,3414.13,2697.73,200.51
ipsl-cm6a-lr,PL,2011,2920.15,2699.54,137.62
ipsl-cm6a-lr,PL,2012,3112.11,2516.92,172.25
ipsl-cm6a-lr,PL,2013,3058.1,2691.78,176.22
ipsl-cm6a-lr,PL,2014,2656.4,2116.69,164.67
ipsl-cm6a-lr,PL,2015,2659.15,2162.14,238.97
ipsl-cm6a-lr,PL,2016,2854.57,2205.98,159.49
ipsl-cm6a-lr,PL,2017,2845.18,2450.83,159.24
ipsl-cm6a-lr,PL,2018,2745.73,2398.21,227.68
ipsl-cm6a-lr,PL,2019,2536.98,2169.96,252.63
ipsl-cm6a-lr,PL,2020,2552.34,1964.02,171.7
ipsl-cm6a-lr,PL,2021,3025.47,2302.23,194.22
ipsl-cm6a-lr,PL,2022,2732.19,2235.34,224.43
ipsl-cm6a-lr,PL,2023,2555.58,2101.65,198.73
ipsl-cm6a-lr,PL,2024,2352.42,1988.81,232.39
ipsl-cm6a-lr,PT,1990,1085.69,673.41,276.23
ipsl-cm6a-lr,PT,1991,1241.38,1014.43,275.91
ipsl-cm6a-lr,PT,1992,1174.8,966.38,211.62
ipsl-cm6a-lr,PT,1993,1234.63,873.49,230.65
ipsl-cm6a-lr,PT,1994,1092.62,927.29,196.71
ipsl-cm6a-lr,PT,1995,890.59,741.46,260.13
ipsl-cm6a-lr,PT,1996,1119.99,782.45,235.37
ipsl-cm6a-lr,PT,1997,826.26,759.16,174.28
ipsl-cm6a-lr,PT,1998,1007.63,631.57,257.06
ipsl-cm6a-lr,PT,1999,1138.98,940.08,223.22
ipsl-cm6a-lr,PT,2000,1121.93,903.9,231.95
ipsl-cm6a-lr,PT,2001,1095.7,770.58,207.9
ipsl-cm6a-lr,PT,2002,995.11,879.16,198.26
ipsl-cm6a-lr,PT,2003,1073.14,795.75,285.86
ipsl-cm6a-lr,PT,2004,1141.92,871.03,262.96
ipsl-cm6a-lr,PT,2005,1193.71,1016.63,309.39
ipsl-cm6a-lr,PT,2006,1058.54,970.99,305.96
ipsl-cm6a-lr,PT,2007,1132.4,796.37,184.33
ipsl-cm6a-lr,PT,2008,1101.93,802.64,207.73
ipsl-cm6a-lr,PT,2009,1087.05,981.11,243.55
ipsl-cm6a-lr,PT,2010,1112.7,854.4,331
ipsl-cm6a-lr,PT,2011,928.32,885.23,263.09
ipsl-cm6a-lr,PT,2012,1102.56,854.5,264.27
ipsl-cm6a-lr,PT,2013,1208.54,905.86,314.76
ipsl-cm6a-lr,PT,2014,1021.09,879.02,215.94
ipsl-cm6a-lr,PT,2015,1026.88,930.02,291.37
ipsl-cm6a-lr,PT,2016,1090.02,763.22,354.93
ipsl-cm6a-lr,PT,2017,1034.63,860.93,323.64
ipsl-cm6a-lr,PT,2018,1137.09,927.92,269.56
ipsl-cm6a-lr,PT,2019,1037.79,826.22,219.61
ipsl-cm6a-lr,PT,2020,936.75,724.6,325.78
ipsl-cm6a-lr,PT,2021,1117.98,862.96,234.34
ipsl-cm6a-lr,PT,2022,955.66,852.74,334.01
ipsl-cm6a-lr,PT,2023,1016.92,759.29,346.84
ipsl-cm6a-lr,PT,2024,960.75,746.14,291.68
ipsl-cm6a-lr,RO,1990,2626.91,2250.76,279.7
ipsl-cm6a-lr,RO,1991,3065,2394,237.05
ipsl-cm6a-lr,RO,1992,2938.99,2582.53,328.99
ipsl-cm6a-lr,RO,1993,3098.95,2609.23,275.99
ipsl-cm6a-lr,RO,1994,2584.59,2294.61,317.72
ipsl-cm6a-lr,RO,1995,2947.28,2351.87,288.96
ipsl-cm6a-lr,RO,1996,3158.16,2949.65,278.45
ipsl-cm6a-lr,RO,1997,3085.4,2429.86,213.03
ipsl-cm6a-lr,RO,1998,2943.74,2424.47,323.18
ipsl-cm6a-lr,RO,1999,2742.38,2581.44,324.91
ipsl-cm6a-lr,RO,2000,2681.45,2518.43,373.71
ipsl-cm6a-lr,RO,2001,2814.03,2072.95,318.85
ipsl-cm6a-lr,RO,2002,2684.97,2394.59,318.29
ipsl-cm6a-lr,RO,2003,3087.28,2733.65,365.67
ipsl-cm6a-lr,RO,2004,2807.69,2522.68,251.58
ipsl-cm6a-lr,RO,2005,2943.79,2430.34,231.56
ipsl-cm6a-lr,RO,2006,2895.29,2629.09,287.55
ipsl-cm6a-lr,RO,2007,2544.97,1990.71,429.29
ipsl-cm6a-lr,RO,2008,2595.19,2413.67,343.66
ipsl-cm6a-lr,RO,2009,2620.49,2274.92,334.06
ipsl-cm6a-lr,RO,2010,2794.64,2385.94,351.4
ipsl-cm6a-lr,RO,2011,2948.23,2484.62,319.54
ipsl-cm6a-lr,RO,2012,2885.43,2688.88,482.67
ipsl-cm6a-lr,RO,2013,2633.88,2366.02,338.33
ipsl-cm6a-lr,RO,2014,2531.94,2113.39,286.49
ipsl-cm6a-lr,RO,2015,2531.83,2271.55,397.46
ipsl-cm6a-lr,RO,2016,2660.68,2107.96,352.85
ipsl-cm6a-lr,RO,2017,2688.64,2498.41,383.26
ipsl-cm6a-lr,RO,2018,2589.66,2286.65,338.2
ipsl-cm6a-lr,RO,2019,2353.09,2223.2,377.53
ipsl-cm6a-lr,RO,2020,2405.04,1939.97,347.86
ipsl-cm6a-lr,RO,2021,2698.34,2138.82,368.1
ipsl-cm6a-lr,RO,2022,2487.66,2234.44,420.23
ipsl-cm6a-lr,RO,2023,2246.44,1920.47,404.85
ipsl-cm6a-lr,RO,2024,2227.6,1822.05,527.48
ipsl-cm6a-lr,RS,1990,2325.18,2066.86,298.16
ipsl-cm6a-lr,RS,1991,2808.32,2178.59,266.1
ipsl-cm6a-lr,RS,1992,2518.42,2319.57,386.91
ipsl-cm6a-lr,RS,1993,2733.5,2385.24,362.04
ipsl-cm6a-lr,RS,1994,2306.98,2015.19,373.83
ipsl-cm6a-lr,RS,1995,2616.67,2137.09,305.47
ipsl-cm6a-lr,RS,1996,2777.33,2598.47,316.06
ipsl-cm6a-lr,RS,1997,2695.76,2138.97,255.63
ipsl-cm6a-lr,RS,1998,2568.55,2130.87,374.16
ipsl-cm6a-lr,RS,1999,2454.53,2320.39,304.31
ipsl-cm6a-lr,RS,2000,2215.5,2263.39,466.69
ipsl-cm6a-lr,RS,2001,2416.58,1689.71,340.3
ipsl-cm6a-lr,RS,2002,2222.14,2130.62,360.16
ipsl-cm6a-lr,RS,2003,2649.91,2323.07,474.8
ipsl-cm6a-lr,RS,2004,2471.35,2243.79,310.89
ipsl-cm6a-lr,RS,2005,2674.94,2245.16,264.02
ipsl-cm6a-lr,RS,2006,2491.18,2296.11,324.26
ipsl-cm6a-lr,RS,2007,2220.59,1716.43,475.07
ipsl-cm6a-lr,RS,2008,2219.13,2152.38,392.76
ipsl-cm6a-lr,RS,2009,2299.11,2057.92,364.84
ipsl-cm6a-lr,RS,2010,2387.64,2048.61,363.81
ipsl-cm6a-lr,RS,2011,2571.66,2183.94,387.51
ipsl-cm6a-lr,RS,2012,2505.31,2391.78,516.35
ipsl-cm6a-lr,RS,2013,2254.13,2022.03,409.44
ipsl-cm6a-lr,RS,2014,2033.31,1746.32,304.41
ipsl-cm6a-lr,RS,2015,2231.38,1928.89,475.85
ipsl-cm6a-lr,RS,2016,2336.17,1881.11,344.87
ipsl-cm6a-lr,RS,2017,2376.93,2249.42,499.54
ipsl-cm6a-lr,RS,2018,2125.94,2013.94,368.43
ipsl-cm6a-lr,RS,2019,2019.59,1920.15,446.24
ipsl-cm6a-lr,RS,2020,2130.93,1713.25,349.18
ipsl-cm6a-lr,RS,2021,2371.54,1891.61,470.3
ipsl-cm6a-lr,RS,2022,2079.9,1996.18,497.81
ipsl-cm6a-lr,RS,2023,1864.52,1601.44,416.71
ipsl-cm6a-lr,RS,2024,1835.93,1471.23,616.62
ipsl-cm6a-lr,SE,1990,3149.48,2382.77,23.93
ipsl-cm6a-lr,SE,1991,3531.69,2669.1,44.78
ipsl-cm6a-lr,SE,1992,3417.94,2454.28,52.46
ipsl-cm6a-lr,SE,1993,3672.39,2701.52,6.95
ipsl-cm6a-lr,SE,1994,3635.92,2964.68,102.55
ipsl-cm6a-lr,SE,1995,3703.15,2587.17,68.61
ipsl-cm6a-lr,SE,1996,4040.44,3149.95,38.82
ipsl-cm6a-lr,SE,1997,3613.68,2732.3,101.72
ipsl-cm6a-lr,SE,1998,3654.07,2688.05,4.68
ipsl-cm6a-lr,SE,1999,3455.43,2865.85,56.41
ipsl-cm6a-lr,SE,2000,3136.38,2579.31,13.42
ipsl-cm6a-lr,SE,2001,3611.77,2529.91,55.08
ipsl-cm6a-lr,SE,2002,3513.91,2533.79,96.13
ipsl-cm6a-lr,SE,2003,3574.25,3068.55,71.18
ipsl-cm6a-lr,SE,2004,3543.06,2780.68,34.6
ipsl-cm6a-lr,SE,2005,3439.48,2713.83,46.67
ipsl-cm6a-lr,SE,2006,3369.25,2877.2,100.57
ipsl-cm6a-lr,SE,2007,3273.94,2279.2,44.83
ipsl-cm6a-lr,SE,2008,3227.02,2457.6,54.13
ipsl-cm6a-lr,SE,2009,3524.52,2696.66,49.43
ipsl-cm6a-lr,SE,2010,4222.5,3111.97,65.97
ipsl-cm6a-lr,SE,2011,3267.98,3184.11,49.04
ipsl-cm6a-lr,SE,2012,3627.06,2487.93,18.97
ipsl-cm6a-lr,SE,2013,3526.33,3002.85,44.19
ipsl-cm6a-lr,SE,2014,3102.61,2334.07,88.12
ipsl-cm6a-lr,SE,2015,3120.69,2349.6,34.09
ipsl-cm6a-lr,SE,2016,3380.45,2532,41.74
ipsl-cm6a-lr,SE,2017,3330.44,2559.35,16.11
ipsl-cm6a-lr,SE,2018,3350.98,2751.19,140.53
ipsl-cm6a-lr,SE,2019,3224.66,2493.14,68.62
ipsl-cm6a-lr,SE,2020,2858.39,2291.2,77.57
ipsl-cm6a-lr,SE,2021,3462.12,2429.62,80.49
ipsl-cm6a-lr,SE,2022,3177.11,2490.64,80.92
ipsl-cm6a-lr,SE,2023,3377.18,2479.14,43.1
ipsl-cm6a-lr,SE,2024,3184.99,2773.15,44.16
ipsl-cm6a-lr,SI,1990,2697.9,2132.49,159.18
ipsl-cm6a-lr,SI,1991,3079.28,2368.22,184.61
ipsl-cm6a-lr,SI,1992,2708.46,2393.42,240.56
ipsl-cm6a-lr,SI,1993,2841.59,2340.08,195.49
ipsl-cm6a-lr,SI,1994,2491.31,2134.91,241.73
ipsl-cm6a-lr,SI,1995,2816.22,2223.86,155.7
ipsl-cm6a-lr,SI,1996,3090.58,2561.33,134.72
ipsl-cm6a-lr,SI,1997,2829.34,2264.28,137.79
ipsl-cm6a-lr,SI,1998,2769.96,2185.74,219.99
ipsl-cm6a-lr,SI,1999,2718.43,2420.7,152.75
ipsl-cm6a-lr,SI,2000,2423.02,2355.82,229.62
ipsl-cm6a-lr,SI,2001,2673.11,1843.67,222.76
ipsl-cm6a-lr,SI,2002,2441.31,2213.07,198.56
ipsl-cm6a-lr,SI,2003,2841.58,2282.3,361.42
ipsl-cm6a-lr,SI,2004,2865.31,2385.8,180.1
ipsl-cm6a-lr,SI,2005,2952.1,2365.5,154.75
ipsl-cm6a-lr,SI,2006,2731.34,2515.95,222.72
ipsl-cm6a-lr,SI,2007,2482.62,1785.76,231.06
ipsl-cm6a-lr,SI,2008,2551.65,2254.9,211.93
ipsl-cm6a-lr,SI,2009,2618.16,2259.84,216.66
ipsl-cm6a-lr,SI,2010,2883.73,2332.24,228.04
ipsl-cm6a-lr,SI,2011,2666.32,2305.87,227.53
ipsl-cm6a-lr,SI,2012,2643.72,2336.36,299.71
ipsl-cm6a-lr,SI,2013,2692.2,2298.1,283.46
ipsl-cm6a-lr,SI,2014,2197.72,1864.56,163.24
ipsl-cm6a-lr,SI,2015,2487.61,1982.13,294.98
ipsl-cm6a-lr,SI,2016,2564.2,2049.4,218.93
ipsl-cm6a-lr,SI,2017,2630.46,2252.09,312.23
ipsl-cm6a-lr,SI,2018,2444.69,2278.57,251.91
ipsl-cm6a-lr,SI,2019,2404.27,2007.26,299.49
ipsl-cm6a-lr,SI,2020,2479.26,1911.31,213.4
ipsl-cm6a-lr,SI,2021,2770.78,2149.77,276.52
ipsl-cm6a-lr,SI,2022,2418.18,2228.53,325.62
ipsl-cm6a-lr,SI,2023,2281.72,1909.38,246.67
ipsl-cm6a-lr,SI,2024,2136.62,1693.26,360.38
ipsl-cm6a-lr,SK,1990,2969.18,2339.95,165.12
ipsl-cm6a-lr,SK,1991,3339.97,2546.1,169.17
ipsl-cm6a-lr,SK,1992,3102.54,2604.14,277.95
ipsl-cm6a-lr,SK,1993,3232.91,2710.23,168.55
ipsl-cm6a-lr,SK,1994,2862.58,2340.97,256.91
ipsl-cm6a-lr,SK,1995,3147.35,2448.05,192.25
ipsl-cm6a-lr,SK,1996,3430.99,2897.4,139.04
ipsl-cm6a-lr,SK,1997,3267.36,2583.97,148.6
ipsl-cm6a-lr,SK,1998,3060.59,2406.09,204.08
ipsl-cm6a-lr,SK,1999,3003.52,2646.76,156.99
ipsl-cm6a-lr,SK,2000,2784.64,2604.12,212.26
ipsl-cm6a-lr,SK,2001,3093.04,2149.61,188.95
ipsl-cm6a-lr,SK,2002,2901.88,2508.95,222.21
ipsl-cm6a-lr,SK,2003,3211.74,2711.22,271.84
ipsl-cm6a-lr,SK,2004,3127.93,2634.7,150.14
ipsl-cm6a-lr,SK,2005,3254.36,2608.7,149.85
ipsl-cm6a-lr,SK,2006,3104.29,2812.15,213.79
ipsl-cm6a-lr,SK,2007,2791.45,2002.22,257.98
ipsl-cm6a-lr,SK,2008,2732.92,2470.68,192.87
ipsl-cm6a-lr,SK,2009,2932.44,2394.71,207
ipsl-cm6a-lr,SK,2010,3157.85,2531.2,212.77
ipsl-cm6a-lr,SK,2011,2987.7,2578.91,185.92
ipsl-cm6a-lr,SK,2012,3013.8,2604.98,269.74
ipsl-cm6a-lr,SK,2013,2957.57,2544.86,256.49
ipsl-cm6a-lr,SK,2014,2444.38,2032.43,179.19
ipsl-cm6a-lr,SK,2015,2742.33,2176.52,318.57
ipsl-cm6a-lr,SK,2016,2881.94,2225.8,206.63
ipsl-cm6a-lr,SK,2017,2963.38,2571.38,276.41
ipsl-cm6a-lr,SK,2018,2676.61,2448.48,269.17
ipsl-cm6a-lr,SK,2019,2610.51,2229.19,296
ipsl-cm6a-lr,SK,2020,2709.27,2096.5,213.18
ipsl-cm6a-lr,SK,2021,3020.75,2305.29,250.99
ipsl-cm6a-lr,SK,2022,2692.48,2323.29,293.47
ipsl-cm6a-lr,SK,2023,2538.49,2069.45,233.81
ipsl-cm6a-lr,SK,2024,2344.61,1909.57,328.03
ipsl-cm6a-lr,UK,1990,2870.04,1938.24,5.91
ipsl-cm6a-lr,UK,1991,3034.14,2111.02,3.88
ipsl-cm6a-lr,UK,1992,3055.06,1988.52,0.35
ipsl-cm6a-lr,UK,1993,3075.88,2066.57,0
ipsl-cm6a-lr,UK,1994,2989.9,2181.9,0
ipsl-cm6a-lr,UK,1995,2868.44,1941.06,32.44
ipsl-cm6a-lr,UK,1996,3116.27,2041.67,2.19
ipsl-cm6a-lr,UK,1997,2721.88,1996.43,4.52
ipsl-cm6a-lr,UK,1998,2783.9,1781.89,0.34
ipsl-cm6a-lr,UK,1999,2808.46,1957.89,5.04
ipsl-cm6a-lr,UK,2000,2949.87,1944.07,1.84
ipsl-cm6a-lr,UK,2001,2962.73,2187.03,1.24
ipsl-cm6a-lr,UK,2002,2833.47,1834.17,0.7
ipsl-cm6a-lr,UK,2003,2842.82,2021.6,8.51
ipsl-cm6a-lr,UK,2004,2807.35,2035.07,1.18
ipsl-cm6a-lr,UK,2005,2737.91,1902.33,4.25
ipsl-cm6a-lr,UK,2006,2751.66,1997.06,19.08
ipsl-cm6a-lr,UK,2007,2649.13,1871.01,1.6
ipsl-cm6a-lr,UK,2008,2949.54,1866.04,0.55
ipsl-cm6a-lr,UK,2009,2915.16,2112.59,1.01
ipsl-cm6a-lr,UK,2010,3301.81,2226.88,0.1
ipsl-cm6a-lr,UK,2011,2733.88,2258.43,0
ipsl-cm6a-lr,UK,2012,2930.04,1702.3,0.36
ipsl-cm6a-lr,UK,2013,2953.24,2194.29,13.51
ipsl-cm6a-lr,UK,2014,2754.45,1925,5.62
ipsl-cm6a-lr,UK,2015,2979.64,2027.86,0.51
ipsl-cm6a-lr,UK,2016,2839.24,1896.21,3.17
ipsl-cm6a-lr,UK,2017,2669.26,1887.66,1.14
ipsl-cm6a-lr,UK,2018,2870.26,2036.91,12.8
ipsl-cm6a-lr,UK,2019,2792.12,1828.17,1.98
ipsl-cm6a-lr,UK,2020,2828.81,2016.39,1.35
ipsl-cm6a-lr,UK,2021,2744.72,1998.22,16.43
ipsl-cm6a-lr,UK,2022,2643.79,1770.47,11.66
ipsl-cm6a-lr,UK,2023,2541.49,1870.54,2.57
ipsl-cm6a-lr,UK,2024,2691.78,1841.02,0.11
