NUTS_ID,nuts_level,crop,year,area_ha,production_t,yield_t_ha,area_source,area_ha_alt
ES241,3,Soft wheat,2016,57373,265787,4.63,CropStatHarm,57514.14
ES241,3,Soft wheat,2017,53979,228484,4.23,CropStatHarm,54410.57
ES241,3,Soft wheat,2018,63737,269358,4.23,CropStatHarm,63769.72
ES241,3,Soft wheat,2019,66780,252064,3.78,CropStatHarm,67176
ES241,3,Soft wheat,2020,66137,318105,4.81,CropStatHarm,52555.48
ES241,3,Soft wheat,2021,84207,340626,4.05,CropStatHarm,61771.35
ES511,3,Total wheat,1998,22913,88718,3.87,CropStatHarm,22989.15
ES511,3,Total wheat,1999,23735,67948,2.86,CropStatHarm,23569.72
ES511,3,Total wheat,2000,22689,84009,3.7,CropStatHarm,22668.57
ES511,3,Total wheat,2001,21545,66672,3.1,CropStatHarm,21480.06
ES511,3,Total wheat,2002,21450,106405,4.96,CropStatHarm,21563.45
ES511,3,Total wheat,2003,21158,79476,3.76,CropStatHarm,21205.18
ES511,3,Total wheat,2004,22700,102032,4.5,CropStatHarm,22763.26
ES511,3,Total wheat,2005,21433,34518,1.61,CropStatHarm,21415.42
ES511,3,Total wheat,2006,16455,42172,2.56,CropStatHarm,16507.86
ES511,3,Total wheat,2007,18093,81770,4.52,CropStatHarm,16717.33
ES511,3,Total wheat,2008,19640,63912,3.25,CropStatHarm,17869.36
ES511,3,Total wheat,2009,17819,74690,4.19,CropStatHarm,14509.13
ES511,3,Total wheat,2010,20461,83352.09,4.07,CropStatHarm,20515.67
ES511,3,Total wheat,2011,24161,94252.56,3.9,CropStatHarm,24305.11
ES511,3,Total wheat,2012,22445,82984.26,3.7,CropStatHarm,22439.9
ES511,3,Total wheat,2013,24211,101556.08,4.2,CropStatHarm,24166.210000000003
ES511,3,Total wheat,2014,23862,86142.85,3.61,CropStatHarm,23740.91
ES511,3,Total wheat,2015,23967,64121.05,2.68,CropStatHarm,24095.59
ES511,3,Total wheat,2016,24753,103249,4.17,CropStatHarm,24614.579999999998
ES511,3,Total wheat,2017,21031,83474,3.97,CropStatHarm,21136.54
ES511,3,Total wheat,2018,22187,113595,5.12,CropStatHarm,22307.06
ES511,3,Total wheat,2019,18207,75592,4.15,CropStatHarm,18131.149999999998
ES511,3,Total wheat,2020,23163,105998,4.58,CropStatHarm,23199.350000000002
ES511,3,Total wheat,2021,26253,116793,4.45,CropStatHarm,25606.769999999997
EL542,3,Total wheat,1998,1.9,4.6,2.42,CropStatHarm,0.92
EL542,3,Total wheat,1999,8.2,19.04,2.32,CropStatHarm,1.61
EL542,3,Total wheat,2000,244.1,2383.55,9.76,CropStatHarm,89.85
EL542,3,Total wheat,2001,7,6.75,0.96,CropStatHarm,0.88
EL542,3,Total wheat,2002,6,14.9,2.48,CropStatHarm,1.01
EL542,3,Total wheat,2003,4.4,10.65,2.42,CropStatHarm,0.64
EL542,3,Total wheat,2004,4.8,11.5,2.4,CropStatHarm,0.23
EL542,3,Total wheat,2005,3.9,9.7,2.49,CropStatHarm,0.26
EL542,3,Total wheat,2006,3,7,2.33,CropStatHarm,0.43
EL542,3,Total wheat,2007,2.9,7.7,2.66,CropStatHarm,0.48
EL542,3,Total wheat,2008,2.7,6.3,2.33,CropStatHarm,0.45
EL542,3,Total wheat,2009,2.5,6,2.4,CropStatHarm,0.46
EL542,3,Total wheat,2010,2.7,7,2.59,CropStatHarm,0.41
EL542,3,Total wheat,2011,1.6,3.8,2.38,CropStatHarm,0.24
EL542,3,Total wheat,2012,12.3,19.9,1.62,CropStatHarm,4.62
EL542,3,Total wheat,2013,1.3,2.84,2.18,CropStatHarm,0.33
EL542,3,Total wheat,2014,5.7,18.2,3.19,CropStatHarm,7.09
EL542,3,Total wheat,2015,3.6,16,4.44,CropStatHarm,3.76
EL542,3,Total wheat,2016,2.5,9,3.6,CropStatHarm,3.27
EL542,3,Total wheat,2017,2.6,10.4,4,CropStatHarm,2.37
EL542,3,Total wheat,2018,3.5,13.4,3.83,CropStatHarm,2.49
EL542,3,Total wheat,2019,8.9,37.6,4.22,CropStatHarm,12.56
EL542,3,Total wheat,2021,14,69,4.93,CropStatHarm,12.4
ES512,3,Total wheat,1998,12580,47616,3.79,CropStatHarm,12599.82
ES512,3,Total wheat,1999,14275,52099,3.65,CropStatHarm,14141.83
ES512,3,Total wheat,2000,14326,54576,3.81,CropStatHarm,14251.2
ES512,3,Total wheat,2001,13889,36344,2.62,CropStatHarm,13863.02
ES512,3,Total wheat,2002,12790,33506,2.62,CropStatHarm,12876.02
ES512,3,Total wheat,2003,13421,29982,2.23,CropStatHarm,13458.64
ES512,3,Total wheat,2004,12366,32815,2.65,CropStatHarm,12483.2
ES512,3,Total wheat,2005,15579,37284,2.39,CropStatHarm,15567.67
ES512,3,Total wheat,2006,13473,32387,2.4,CropStatHarm,13541.01
ES512,3,Total wheat,2007,14327,40934,2.86,CropStatHarm,13240.72
ES512,3,Total wheat,2008,18181,48027,2.64,CropStatHarm,16569.77
ES512,3,Total wheat,2009,15819,55861,3.53,CropStatHarm,12867.83
ES512,3,Total wheat,2010,15352,66663.95,4.34,CropStatHarm,15364.28
ES512,3,Total wheat,2011,16590,72199.29,4.35,CropStatHarm,17861.21
ES512,3,Total wheat,2012,14920,54778.27,3.67,CropStatHarm,14875.3
ES512,3,Total wheat,2013,14994,67202.93,4.48,CropStatHarm,14996.58
ES512,3,Total wheat,2014,14610,58609.23,4.01,CropStatHarm,14508.41
ES512,3,Total wheat,2015,12541,44778.26,3.57,CropStatHarm,12655.32
ES512,3,Total wheat,2016,13616,51799,3.8,CropStatHarm,13588.21
ES512,3,Total wheat,2017,11433,32175,2.81,CropStatHarm,11464.619999999999
ES512,3,Total wheat,2018,11656,45908,3.94,CropStatHarm,11686.93
ES512,3,Total wheat,2019,10738,44364,4.13,CropStatHarm,10667.48
ES512,3,Total wheat,2020,10288,35368,3.44,CropStatHarm,14987.33
ES512,3,Total wheat,2021,12952,60145,4.64,CropStatHarm,16556.36
EE004,3,Total wheat,2004,8213,18044,2.2,CropStatHarm,12857.6
EE004,3,Total wheat,2005,8144,22532,2.77,CropStatHarm,14005.6
EE004,3,Total wheat,2006,8385,17061,2.03,CropStatHarm,14907.6
EE004,3,Total wheat,2007,10845,32269,2.98,CropStatHarm,16318
EE004,3,Total wheat,2008,12582,32751,2.6,CropStatHarm,17646.4
EE004,3,Total wheat,2009,14904,36995,2.48,CropStatHarm,18630.4
EE004,3,Total wheat,2010,14055,33240,2.36,CropStatHarm,19581.6
EE004,3,Total wheat,2011,16707,35683,2.14,CropStatHarm,21057.6
EE004,3,Total wheat,2012,15241,47867,3.14,CropStatHarm,20385.2
EE004,3,Total wheat,2013,17255,45355,2.63,CropStatHarm,20368.8
EE004,3,Total wheat,2014,18571,58092,3.13,CropStatHarm,25321.6
EE004,3,Total wheat,2015,20541,85019,4.14,CropStatHarm,27830.8
EE004,3,Total wheat,2016,17186,45722,2.66,CropStatHarm,26978
EE004,3,Total wheat,2017,10618,40338,3.8,CropStatHarm,27839
EE004,3,Total wheat,2018,20538,53367,2.6,CropStatHarm,25351.12
EE004,3,Total wheat,2019,22711,94573,4.16,CropStatHarm,27384.72
EE004,3,Total wheat,2020,23233,96297,4.14,CropStatHarm,27558.56
ES242,3,Total wheat,1998,34086,148106,4.35,CropStatHarm,34197.85
ES242,3,Total wheat,1999,39340,58102,1.48,CropStatHarm,39503.65
ES242,3,Total wheat,2000,44456,114020,2.57,CropStatHarm,44537.28
ES242,3,Total wheat,2001,40060,65873,1.64,CropStatHarm,40135.729999999996
ES242,3,Total wheat,2002,39524,65976,1.67,CropStatHarm,39646.16
ES242,3,Total wheat,2003,31487,81758,2.6,CropStatHarm,31521.65
ES242,3,Total wheat,2004,31638,83337,2.63,CropStatHarm,31689.030000000002
ES242,3,Total wheat,2005,29079,19789,0.68,CropStatHarm,29026.620000000003
ES242,3,Total wheat,2006,29567,40501,1.37,CropStatHarm,29572.649999999998
ES242,3,Total wheat,2007,29698,95156,3.2,CropStatHarm,23579.7
ES242,3,Total wheat,2008,30542,72434,2.37,CropStatHarm,32189.63
ES242,3,Total wheat,2009,28858,56216,1.95,CropStatHarm,31827.120000000003
ES242,3,Total wheat,2010,33165,97150.94,2.93,CropStatHarm,33067.11
ES242,3,Total wheat,2011,37260,107901.37,2.9,CropStatHarm,71530.75
ES242,3,Total wheat,2012,43055,66657.86,1.55,CropStatHarm,42995.67
ES242,3,Total wheat,2013,43476,121672.53,2.8,CropStatHarm,43548.369999999995
ES242,3,Total wheat,2014,42167,70606.95,1.67,CropStatHarm,42146.770000000004
ES242,3,Total wheat,2015,41794,76084.01,1.82,CropStatHarm,41799.04
ES242,3,Total wheat,2016,43485,94302,2.17,CropStatHarm,43581.39
ES242,3,Total wheat,2017,38424,59132,1.54,CropStatHarm,38687.19
ES242,3,Total wheat,2018,36921,86853,2.35,CropStatHarm,36972.56
ES242,3,Total wheat,2019,32385,61819,1.91,CropStatHarm,32491.42
ES242,3,Total wheat,2020,35308,97928,2.77,CropStatHarm,46492.55
ES242,3,Total wheat,2021,40394,136016,3.37,CropStatHarm,54753.66
ES513,3,Total wheat,1998,32667,125577,3.84,CropStatHarm,32892.42
ES513,3,Total wheat,1999,39652,118323,2.98,CropStatHarm,39200.17
ES513,3,Total wheat,2000,41065,116335,2.83,CropStatHarm,40753.43
ES513,3,Total wheat,2001,35323,98939,2.8,CropStatHarm,35350.01
ES513,3,Total wheat,2002,36363,147571,4.06,CropStatHarm,36626.37
ES513,3,Total wheat,2003,37390,124190,3.32,CropStatHarm,37476.74
ES513,3,Total wheat,2004,30619,122464,4,CropStatHarm,30722.309999999998
ES513,3,Total wheat,2005,36354,56117,1.54,CropStatHarm,36192.85
ES513,3,Total wheat,2006,40682,113666,2.79,CropStatHarm,40699.1
ES513,3,Total wheat,2007,41891,124291,2.97,CropStatHarm,39168.579999999994
ES513,3,Total wheat,2008,45024,68526,1.52,CropStatHarm,41557.04
ES513,3,Total wheat,2009,40305,151712,3.76,CropStatHarm,33323.15
ES513,3,Total wheat,2010,45254,208479.94,4.61,CropStatHarm,45387.700000000004
ES513,3,Total wheat,2011,53839,205720.19,3.82,CropStatHarm,61650.21
ES513,3,Total wheat,2012,51860,174581.64,3.37,CropStatHarm,51817.92
ES513,3,Total wheat,2013,49354,250464.14,5.08,CropStatHarm,49342.54
ES513,3,Total wheat,2014,48973,184416.6,3.77,CropStatHarm,48702.47
ES513,3,Total wheat,2015,51982,156221.1,3.01,CropStatHarm,52381.87
ES513,3,Total wheat,2016,50793,189621,3.73,CropStatHarm,50491.09
ES513,3,Total wheat,2017,45794,157518,3.44,CropStatHarm,46024.1
ES513,3,Total wheat,2018,50812,223034,4.39,CropStatHarm,51119.6
ES513,3,Total wheat,2019,44966,135479,3.01,CropStatHarm,44731.399999999994
ES513,3,Total wheat,2020,50324,265706,5.28,CropStatHarm,46481.76
ES513,3,Total wheat,2021,56311,299619,5.32,CropStatHarm,51312.479999999996
EE008,3,Total wheat,2004,40649,103749,2.55,CropStatHarm,33241.6
EE008,3,Total wheat,2005,45247,140366,3.1,CropStatHarm,36209.6
EE008,3,Total wheat,2006,54307,142526,2.62,CropStatHarm,38541.6
EE008,3,Total wheat,2007,53504,205807,3.85,CropStatHarm,42188
EE008,3,Total wheat,2008,56809,190643,3.36,CropStatHarm,45622.4
EE008,3,Total wheat,2009,57353,178618,3.11,CropStatHarm,48166.4
EE008,3,Total wheat,2010,60506,172925,2.86,CropStatHarm,50625.6
EE008,3,Total wheat,2011,65566,193308,2.95,CropStatHarm,54441.6
EE008,3,Total wheat,2012,64945,271239,4.18,CropStatHarm,52703.2
EE008,3,Total wheat,2013,63037,212898,3.38,CropStatHarm,52660.8
EE008,3,Total wheat,2014,77560,315342,4.07,CropStatHarm,65465.6
EE008,3,Total wheat,2015,86970,425887,4.9,CropStatHarm,71952.8
EE008,3,Total wheat,2016,82616,230342,2.79,CropStatHarm,69748
EE008,3,Total wheat,2017,80742,363950,4.51,CropStatHarm,71974
EE008,3,Total wheat,2018,74615,245820,3.29,CropStatHarm,65541.92
EE008,3,Total wheat,2019,83503,447311,5.36,CropStatHarm,70799.52
EE008,3,Total wheat,2020,81004,417426,5.15,CropStatHarm,71248.96
EL612,3,Total wheat,1998,86666.1,259318.66,2.99,CropStatHarm,98774.39
EL612,3,Total wheat,1999,85886,288031.19,3.35,CropStatHarm,97857.70999999999
EL612,3,Total wheat,2000,88131.7,346239.8,3.93,CropStatHarm,112242.88
EL612,3,Total wheat,2001,89436.2,273007.22,3.05,CropStatHarm,125300.11
EL612,3,Total wheat,2002,91369.7,339808.93,3.72,CropStatHarm,125952.71
EL612,3,Total wheat,2003,91520.1,255542.68,2.79,CropStatHarm,122171.19
EL612,3,Total wheat,2004,92226.8,318047.61,3.45,CropStatHarm,124879.87999999999
EL612,3,Total wheat,2005,89610.3,264137.38,2.95,CropStatHarm,133145.45
EL612,3,Total wheat,2006,90940.4,272776.59,3,CropStatHarm,96290.59
EL612,3,Total wheat,2007,91761.4,228440.47,2.49,CropStatHarm,91814.7
EL612,3,Total wheat,2008,96638.4,301990.88,3.12,CropStatHarm,89619.48
EL612,3,Total wheat,2009,102036.9,357566,3.5,CropStatHarm,91098.81
EL612,3,Total wheat,2010,102481.6,343764,3.35,CropStatHarm,94685.12000000001
EL612,3,Total wheat,2011,98146.8,329099.19,3.35,CropStatHarm,71304.12
EL612,3,Total wheat,2012,96969,329399.43,3.4,CropStatHarm,77424.66
EL612,3,Total wheat,2013,92820,317498.6,3.42,CropStatHarm,75654.66
EL612,3,Total wheat,2014,77613.2,261319.23,3.37,CropStatHarm,68629.06
EL612,3,Total wheat,2015,75417.7,284957.47,3.78,CropStatHarm,74809.03
EL612,3,Total wheat,2016,80026.6,302488.21,3.78,CropStatHarm,82251.12
EL612,3,Total wheat,2017,71258.5,271922.2,3.82,CropStatHarm,67441.91
EL612,3,Total wheat,2018,65362.3,232174.95,3.55,CropStatHarm,63594.26
EL612,3,Total wheat,2019,60473.6,216450.26,3.58,CropStatHarm,57499.98
EL612,3,Total wheat,2020,59951.3,200517.08,3.34,CropStatHarm,55098.88
EL612,3,Total wheat,2021,66305.7,249348.61,3.76,CropStatHarm,51936.75
ES412,3,Total wheat,1998,152445,663098,4.35,CropStatHarm,152733.61000000002
ES412,3,Total wheat,1999,194077,842727,4.34,CropStatHarm,194121.87
ES412,3,Total wheat,2000,163145,692615,4.25,CropStatHarm,163469.39
ES412,3,Total wheat,2001,159041,451261,2.84,CropStatHarm,158721.49
ES412,3,Total wheat,2002,202158,823919,4.08,CropStatHarm,202246.08
ES412,3,Total wheat,2003,170247,645449,3.79,CropStatHarm,170254.97
ES412,3,Total wheat,2004,195944,823482,4.2,CropStatHarm,196142.79
ES412,3,Total wheat,2005,202921,585426,2.89,CropStatHarm,202823.47
ES412,3,Total wheat,2006,173483,629614,3.63,CropStatHarm,173780.99
ES412,3,Total wheat,2007,181556,868597,4.78,CropStatHarm,209137.90000000002
ES412,3,Total wheat,2008,206220,963369,4.67,CropStatHarm,216132.75
ES412,3,Total wheat,2009,142067,509860,3.59,CropStatHarm,145971.1
ES412,3,Total wheat,2010,204840,893478.46,4.36,CropStatHarm,204446.12
ES412,3,Total wheat,2011,208121,954668.18,4.59,CropStatHarm,346660.56
ES412,3,Total wheat,2012,219643,849003.63,3.87,CropStatHarm,219346.08
ES412,3,Total wheat,2013,220982,1044140.19,4.73,CropStatHarm,221175.06
ES412,3,Total wheat,2014,233607,977184.24,4.18,CropStatHarm,233418.98
ES412,3,Total wheat,2015,214211,824435.2,3.85,CropStatHarm,213809.71
ES412,3,Total wheat,2016,232314,1099547,4.73,CropStatHarm,232243.15000000002
ES412,3,Total wheat,2017,220567,592472,2.69,CropStatHarm,220475.73
ES412,3,Total wheat,2018,223392,1026594,4.6,CropStatHarm,223332.43
ES412,3,Total wheat,2019,211108,798085,3.78,CropStatHarm,210762.7
ES412,3,Total wheat,2020,184512,967008,5.24,CropStatHarm,214347.49000000002
ES412,3,Total wheat,2021,226802,1125897,4.96,CropStatHarm,239632.38
ES412,3,Soft wheat,1998,145369,641587,4.41,CropStatHarm,145607.69
ES412,3,Soft wheat,1999,184301,813008,4.41,CropStatHarm,184317.59
ES412,3,Soft wheat,2000,155348,672031,4.33,CropStatHarm,155612.25
ES412,3,Soft wheat,2001,148488,435009,2.93,CropStatHarm,148258.24
ES412,3,Soft wheat,2002,187303,792575,4.23,CropStatHarm,187347.27
ES412,3,Soft wheat,2003,159612,624179,3.91,CropStatHarm,159658.79
ES412,3,Soft wheat,2004,182570,792053,4.34,CropStatHarm,182845.34
ES412,3,Soft wheat,2005,192846,571220,2.96,CropStatHarm,192765.48
ES412,3,Soft wheat,2006,168063,618800,3.68,CropStatHarm,168304.5
ES412,3,Soft wheat,2007,178375,857400,4.81,CropStatHarm,204977.42
ES412,3,Soft wheat,2008,203829,954766,4.68,CropStatHarm,211567.45
ES412,3,Soft wheat,2009,139351,503677,3.61,CropStatHarm,141184.78
ES412,3,Soft wheat,2010,203693,890485,4.37,CropStatHarm,203308.06
ES412,3,Soft wheat,2011,207219,952125,4.6,CropStatHarm,207886.73
ES412,3,Soft wheat,2012,219031,847469,3.87,CropStatHarm,218726.22
ES412,3,Soft wheat,2013,220573,1042644,4.73,CropStatHarm,220759.46
ES412,3,Soft wheat,2014,233256,976179,4.19,CropStatHarm,233064.98
ES412,3,Soft wheat,2015,213815,823133,3.85,CropStatHarm,213420.13
ES412,3,Soft wheat,2016,231430,1095965,4.74,CropStatHarm,231352.2
ES412,3,Soft wheat,2017,219382,590377,2.69,CropStatHarm,219296.76
ES412,3,Soft wheat,2018,222769,1024431,4.6,CropStatHarm,222714.32
ES412,3,Soft wheat,2019,210459,795893,3.78,CropStatHarm,210109.16
ES412,3,Soft wheat,2020,184171,965401,5.24,CropStatHarm,213161.14
ES412,3,Soft wheat,2021,226415,1124254,4.97,CropStatHarm,238471.62
ES514,3,Total wheat,1998,5667,21548,3.8,CropStatHarm,5673.6
ES514,3,Total wheat,1999,5754,21657,3.76,CropStatHarm,5706.35
ES514,3,Total wheat,2000,5665,20515,3.62,CropStatHarm,5667.14
ES514,3,Total wheat,2001,5678,12678,2.23,CropStatHarm,5636.61
ES514,3,Total wheat,2002,6530,26200,4.01,CropStatHarm,6593.14
ES514,3,Total wheat,2003,6323,22762,3.6,CropStatHarm,6338.08
ES514,3,Total wheat,2004,3272,11681,3.57,CropStatHarm,3261.03
ES514,3,Total wheat,2005,5790,6059,1.05,CropStatHarm,5768.73
ES514,3,Total wheat,2006,5324,11638,2.19,CropStatHarm,5325.12
ES514,3,Total wheat,2007,5769,21656,3.75,CropStatHarm,5325.87
ES514,3,Total wheat,2008,6408,18654,2.91,CropStatHarm,5848.15
ES514,3,Total wheat,2009,6833,20974,3.07,CropStatHarm,5580.44
ES514,3,Total wheat,2010,6796,28123.98,4.14,CropStatHarm,6838.56
ES514,3,Total wheat,2011,7766,28417.2,3.66,CropStatHarm,7827.07
ES514,3,Total wheat,2012,7564,22478.09,2.97,CropStatHarm,7524.04
ES514,3,Total wheat,2013,7156,34992.96,4.89,CropStatHarm,7153.13
ES514,3,Total wheat,2014,6284,16944.68,2.7,CropStatHarm,6231.17
ES514,3,Total wheat,2015,6170,16843.49,2.73,CropStatHarm,6184.93
ES514,3,Total wheat,2016,6533,28188,4.32,CropStatHarm,6455.79
ES514,3,Total wheat,2017,5600,15175,2.71,CropStatHarm,5636.080000000001
ES514,3,Total wheat,2018,6096,22969,3.77,CropStatHarm,6125.3
ES514,3,Total wheat,2019,5624,15683,2.79,CropStatHarm,5559.71
ES514,3,Total wheat,2020,6794,25746,3.79,CropStatHarm,6549.55
ES514,3,Total wheat,2021,7632,33174,4.35,CropStatHarm,7229.13
EL633,3,Total wheat,1998,8200.9,26255.38,3.2,CropStatHarm,13622.55
EL633,3,Total wheat,1999,7616.6,22527.5,2.96,CropStatHarm,12435.099999999999
EL633,3,Total wheat,2000,7384.6,22099.62,2.99,CropStatHarm,835.73
EL633,3,Total wheat,2001,7143,21737.48,3.04,CropStatHarm,899.3399999999999
EL633,3,Total wheat,2002,6881.9,20205.43,2.94,CropStatHarm,811.26
EL633,3,Total wheat,2003,6146.8,18366.8,2.99,CropStatHarm,752.2
EL633,3,Total wheat,2004,5823.7,18063.03,3.1,CropStatHarm,619.02
EL633,3,Total wheat,2005,5604.9,16915.53,3.02,CropStatHarm,658.11
EL633,3,Total wheat,2006,5532.5,16433.33,2.97,CropStatHarm,853.28
EL633,3,Total wheat,2007,5490.1,16378.98,2.98,CropStatHarm,915.0699999999999
EL633,3,Total wheat,2008,5441.2,16234.38,2.98,CropStatHarm,877.65
EL633,3,Total wheat,2009,738,2089,2.83,CropStatHarm,335.71
EL633,3,Total wheat,2010,723.8,2050,2.83,CropStatHarm,363.09000000000003
EL633,3,Total wheat,2011,709.6,1895.01,2.67,CropStatHarm,269.2
EL633,3,Total wheat,2012,801.4,1910.49,2.38,CropStatHarm,307.69
EL633,3,Total wheat,2013,708.3,1881.07,2.66,CropStatHarm,412.59999999999997
EL633,3,Total wheat,2014,559.8,1743.5,3.11,CropStatHarm,472.20000000000005
EL633,3,Total wheat,2015,367.5,1125.65,3.06,CropStatHarm,374.14000000000004
EL633,3,Total wheat,2016,361.8,1182.5,3.27,CropStatHarm,337.23
EL633,3,Total wheat,2017,680.2,2167.21,3.19,CropStatHarm,490.55
EL633,3,Total wheat,2018,463.2,1669.2,3.6,CropStatHarm,381.26
EL633,3,Total wheat,2019,363.9,1287.35,3.54,CropStatHarm,214.16
EL633,3,Total wheat,2020,312.6,982.76,3.14,CropStatHarm,448.72
EL633,3,Total wheat,2021,362.7,1287.8,3.55,CropStatHarm,432.93
ES413,3,Total wheat,1998,44472,148727,3.34,CropStatHarm,44544.46
ES413,3,Total wheat,1999,56118,202517,3.61,CropStatHarm,56379.5
ES413,3,Total wheat,2000,52991,221819,4.19,CropStatHarm,52728.12
ES413,3,Total wheat,2001,42316,63052,1.49,CropStatHarm,42196.58
ES413,3,Total wheat,2002,48203,154084,3.2,CropStatHarm,48092.98
ES413,3,Total wheat,2003,39916,121197,3.04,CropStatHarm,40066.47
ES413,3,Total wheat,2004,31404,108545,3.46,CropStatHarm,31379.4
ES413,3,Total wheat,2005,45500,149200,3.28,CropStatHarm,45476.36
ES413,3,Total wheat,2006,33975,117513,3.46,CropStatHarm,34000.91
ES413,3,Total wheat,2007,31535,138557,4.39,CropStatHarm,35903.69
ES413,3,Total wheat,2008,48933,221153,4.52,CropStatHarm,50892.51
ES413,3,Total wheat,2009,42763,143757,3.36,CropStatHarm,43441.47
ES413,3,Total wheat,2010,46150,186903.4,4.05,CropStatHarm,45825.75
ES413,3,Total wheat,2011,49413,200159.05,4.05,CropStatHarm,59640.68
ES413,3,Total wheat,2012,53430,212407.25,3.98,CropStatHarm,53155.16
ES413,3,Total wheat,2013,60224,268409.6,4.46,CropStatHarm,60533.84
ES413,3,Total wheat,2014,62771,222728.41,3.55,CropStatHarm,62730.47
ES413,3,Total wheat,2015,57607,243928.6,4.23,CropStatHarm,57941.12
ES413,3,Total wheat,2016,58765,292423,4.98,CropStatHarm,58813.17
ES413,3,Total wheat,2017,62635,135042,2.16,CropStatHarm,62450.26
ES413,3,Total wheat,2018,65671,319787,4.87,CropStatHarm,65664.29
ES413,3,Total wheat,2019,51622,183775,3.56,CropStatHarm,51391.24
ES413,3,Total wheat,2020,53660,244967,4.57,CropStatHarm,54308.94
ES413,3,Total wheat,2021,51362,219625,4.28,CropStatHarm,60752.54
ES523,3,Total wheat,1998,2525,3643,1.44,CropStatHarm,2539.7400000000002
ES523,3,Total wheat,1999,2942,3027,1.03,CropStatHarm,2847.56
ES523,3,Total wheat,2000,2480,2592,1.05,CropStatHarm,2350.14
ES523,3,Total wheat,2001,2022,2342,1.16,CropStatHarm,2027.89
ES523,3,Total wheat,2002,1927,4937,2.56,CropStatHarm,1940.45
ES523,3,Total wheat,2003,1947,3441,1.77,CropStatHarm,2066.9900000000002
ES523,3,Total wheat,2004,1779,3285,1.85,CropStatHarm,1799.93
ES523,3,Total wheat,2005,1461,1632,1.12,CropStatHarm,1397.68
ES523,3,Total wheat,2006,1077,1506,1.4,CropStatHarm,1016.12
ES523,3,Total wheat,2007,1229,1749,1.42,CropStatHarm,1541.12
ES523,3,Total wheat,2008,1567,3540,2.26,CropStatHarm,1764.04
ES523,3,Total wheat,2009,1547,2737,1.77,CropStatHarm,1815.46
ES523,3,Total wheat,2010,1444,3163.4,2.19,CropStatHarm,1428.02
ES523,3,Total wheat,2011,2344,6150.07,2.62,CropStatHarm,2399.77
ES523,3,Total wheat,2012,1791,2461.45,1.37,CropStatHarm,1786.96
ES523,3,Total wheat,2013,1600,4302.6,2.69,CropStatHarm,1599.57
ES523,3,Total wheat,2014,1601,946.91,0.59,CropStatHarm,1612.53
ES523,3,Total wheat,2015,2117,2657.86,1.26,CropStatHarm,2123.81
ES523,3,Total wheat,2016,2632,1951,0.74,CropStatHarm,2608.62
ES523,3,Total wheat,2017,2311,4862,2.1,CropStatHarm,2272.94
ES523,3,Total wheat,2018,2387,7035,2.95,CropStatHarm,2391.95
ES523,3,Total wheat,2019,2532,3773,1.49,CropStatHarm,2488.06
ES523,3,Total wheat,2020,2421,7252,3,CropStatHarm,1811.43
ES523,3,Total wheat,2021,2619,8749,3.34,CropStatHarm,1853.82
EL642,3,Total wheat,1998,12612.7,25986.73,2.06,CropStatHarm,13564.07
EL642,3,Total wheat,1999,12530.4,26359.24,2.1,CropStatHarm,13373.099999999999
EL642,3,Total wheat,2000,12457.2,27544.7,2.21,CropStatHarm,8827.27
EL642,3,Total wheat,2001,13047.3,25252.89,1.94,CropStatHarm,10316.36
EL642,3,Total wheat,2002,13086.6,26552.15,2.03,CropStatHarm,10024.03
EL642,3,Total wheat,2003,12975.5,24053.26,1.85,CropStatHarm,9825.49
EL642,3,Total wheat,2004,12360.7,22814.73,1.85,CropStatHarm,9727.37
EL642,3,Total wheat,2005,12704.1,22704.09,1.79,CropStatHarm,10927.61
EL642,3,Total wheat,2006,12271.4,21306.41,1.74,CropStatHarm,7275.5199999999995
EL642,3,Total wheat,2007,12080,21439.95,1.77,CropStatHarm,7514.17
EL642,3,Total wheat,2008,11818,20875.02,1.77,CropStatHarm,6573.71
EL642,3,Total wheat,2009,9462,19105,2.02,CropStatHarm,5203.45
EL642,3,Total wheat,2010,9024.1,17790,1.97,CropStatHarm,6852.73
EL642,3,Total wheat,2011,7965,13162.78,1.65,CropStatHarm,5075.3099999999995
EL642,3,Total wheat,2012,8072.1,14999.65,1.86,CropStatHarm,3552.18
EL642,3,Total wheat,2013,6641.4,13874.05,2.09,CropStatHarm,4369.26
EL642,3,Total wheat,2014,4911.3,12533.4,2.55,CropStatHarm,4025.75
EL642,3,Total wheat,2015,4275.1,13044.43,3.05,CropStatHarm,3472
EL642,3,Total wheat,2016,4357.7,11937.68,2.74,CropStatHarm,4743.62
EL642,3,Total wheat,2017,4254.8,12848.95,3.02,CropStatHarm,3876.9900000000002
EL642,3,Total wheat,2018,3940.6,11346,2.88,CropStatHarm,3813.08
EL642,3,Total wheat,2019,3750.5,11453.25,3.05,CropStatHarm,3711.83
EL642,3,Total wheat,2020,3434.5,10158.35,2.96,CropStatHarm,4543.6
EL642,3,Total wheat,2021,3618.2,10589.55,2.93,CropStatHarm,2142.06
ES414,3,Total wheat,1998,45750,152668,3.34,CropStatHarm,45834.05
ES414,3,Total wheat,1999,95753,315183,3.29,CropStatHarm,95606.76000000001
ES414,3,Total wheat,2000,88741,372160,4.19,CropStatHarm,88827.87
