NUTS_ID,nuts_level,crop,year,area_ha,production_t,yield_t_ha,area_source,area_ha_alt
BE352,3,Soft wheat,2012,17609.49,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2012,5727.65,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2012,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2012,5885.15,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2012,17609.49,NA,NA,cropareaRegional,NA
BE352,3,Spring barley,2012,157.5,NA,NA,cropareaRegional,NA
BE352,3,Soft wheat,2013,17888.93,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2013,5532.03,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2013,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2013,5752.87,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2013,17888.93,NA,NA,cropareaRegional,NA
BE352,3,Spring barley,2013,220.84000000000015,NA,NA,cropareaRegional,NA
BE352,3,Soft wheat,2014,18457.71,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2014,5958.18,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2014,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2014,6153.95,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2014,18457.71,NA,NA,cropareaRegional,NA
BE352,3,Spring barley,2014,195.76999999999953,NA,NA,cropareaRegional,NA
BE352,3,Soft wheat,2015,18796.36,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2015,5717.81,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2015,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2015,5996.18,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2015,18796.36,NA,NA,cropareaRegional,NA
BE352,3,Spring barley,2015,278.3699999999999,NA,NA,cropareaRegional,NA
BE352,3,Soft wheat,2016,17687.16,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2016,6589.96,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2016,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2016,6711.17,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2016,17687.16,NA,NA,cropareaRegional,NA
BE352,3,Spring barley,2016,121.21000000000004,NA,NA,cropareaRegional,NA
BE352,3,Soft wheat,2017,16580.95,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2017,5156.84,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2017,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2017,5258.87,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2017,16580.95,NA,NA,cropareaRegional,NA
BE352,3,Spring barley,2017,102.02999999999975,NA,NA,cropareaRegional,NA
BE352,3,Soft wheat,2018,17153.98,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2018,4834.94,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2018,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2018,5041.35,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2018,17153.98,NA,NA,cropareaRegional,NA
BE352,3,Spring barley,2018,206.41000000000076,NA,NA,cropareaRegional,NA
BE352,3,Soft wheat,2019,17803.3,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2019,5485.08,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2019,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2019,5746.55,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2019,17803.3,NA,NA,cropareaRegional,NA
BE352,3,Spring barley,2019,261.47000000000025,NA,NA,cropareaRegional,NA
BE352,3,Soft wheat,2020,17093.28,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2020,5272.47,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2020,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2020,5596.8,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2020,17093.28,NA,NA,cropareaRegional,NA
BE352,3,Spring barley,2020,324.3299999999999,NA,NA,cropareaRegional,NA
BE352,3,Soft wheat,2021,18413.41,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2021,4202.52,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2021,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2021,4427.58,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2021,18413.41,NA,NA,cropareaRegional,NA
BE352,3,Spring barley,2021,225.0599999999995,NA,NA,cropareaRegional,NA
BE352,3,Soft wheat,2022,18617.61,NA,NA,cropareaRegional,NA
BE352,3,Winter barley,2022,5218.33,NA,NA,cropareaRegional,NA
BE352,3,Durum wheat,2022,0,NA,NA,cropareaRegional,NA
BE352,3,Total barley,2022,5067.28,NA,NA,cropareaRegional,NA
BE352,3,Total wheat,2022,18617.61,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1980,5413.84,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1980,5981.49,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1980,4100.82,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1981,4978.81,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1981,6138.17,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1981,4255.02,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1982,5241.2,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1982,5096.71,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1982,3713.06,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1983,5828.47,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1983,5626.66,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1983,3893.45,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1984,5530.54,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1984,5751.08,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1984,3849.93,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1985,5810.74,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1985,4672.75,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1985,3736.96,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1986,5636.67,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1986,5258,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1986,4143.57,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1987,5776.26,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1987,4995.33,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1987,3870.84,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1988,6649.15,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1988,4686.58,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1988,3753.96,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1989,6268.38,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1989,4433.12,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1989,3609.76,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1990,6254.92,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1990,3958.48,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1990,3208.72,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1991,6187.41,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1991,3225.77,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1991,2795.26,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1992,6289.59,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1992,3032.22,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1992,2856.01,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1993,5903.2,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1993,2622.09,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1993,2589.98,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1994,6102.66,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1994,2253.43,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1994,2126.08,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1995,6212.13,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1995,2188.91,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1995,2164.17,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1996,6052.94,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1996,2050.67,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1996,2282.17,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,1996,231.5,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1997,6310.88,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1997,1995.37,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1997,2277.23,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,1997,281.8600000000001,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1998,6393.2,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1998,2124.4,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1998,2577.44,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,1998,453.03999999999996,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,1999,5839.75,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,1999,1645.14,NA,NA,cropareaRegional,NA
BE353,3,Total barley,1999,2428.57,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,1999,783.4300000000001,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2000,6474.95,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2000,1857.12,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2000,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2000,2280.19,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2000,6474.95,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2000,423.07000000000016,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2001,6079.71,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2001,1686.61,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2001,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2001,2429.45,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2001,6079.71,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2001,742.8399999999999,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2002,6176.39,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2002,1778.78,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2002,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2002,2304.1,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2002,6176.39,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2002,525.3199999999999,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2003,6452.3,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2003,1368.65,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2003,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2003,1679.17,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2003,6452.3,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2003,310.52,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2004,6500.43,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2004,1465.42,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2004,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2004,1876.2,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2004,6500.43,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2004,410.78,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2005,6502.38,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2005,1502.29,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2005,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2005,1989.93,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2005,6502.38,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2005,487.6400000000001,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2006,6189.83,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2006,1930.85,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2006,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2006,2296.28,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2006,6189.83,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2006,365.4300000000003,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2007,6135.74,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2007,1986.15,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2007,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2007,2214.27,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2007,6135.74,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2007,228.1199999999999,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2008,6693.07,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2008,2248.82,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2008,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2008,2473.85,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2008,6693.07,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2008,225.02999999999975,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2009,6326.93,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2009,2221.17,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2009,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2009,2447.17,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2009,6326.93,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2009,226,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2010,6386.14,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2010,1683.39,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2010,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2010,1821.14,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2010,6386.14,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2010,137.75,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2011,6390.96,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2011,1912.86,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2011,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2011,2076.86,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2011,6390.96,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2011,164.00000000000023,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2012,6293.89,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2012,2047.15,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2012,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2012,2103.44,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2012,6293.89,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2012,56.289999999999964,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2013,6393.76,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2013,1977.23,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2013,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2013,2056.16,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2013,6393.76,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2013,78.92999999999984,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2014,6597.05,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2014,2129.54,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2014,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2014,2199.51,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2014,6597.05,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2014,69.97000000000025,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2015,6718.09,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2015,2043.63,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2015,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2015,2143.12,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2015,6718.09,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2015,99.48999999999978,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2016,6321.65,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2016,2355.35,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2016,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2016,2398.67,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2016,6321.65,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2016,43.320000000000164,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2017,5926.27,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2017,1843.13,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2017,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2017,1879.6,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2017,5926.27,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2017,36.4699999999998,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2018,6131.08,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2018,1728.08,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2018,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2018,1801.85,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2018,6131.08,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2018,73.76999999999998,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2019,6363.16,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2019,1960.45,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2019,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2019,2053.9,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2019,6363.16,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2019,93.45000000000005,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2020,6109.39,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2020,1884.46,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2020,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2020,2000.38,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2020,6109.39,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2020,115.92000000000007,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2021,6581.22,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2021,1502.04,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2021,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2021,1582.48,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2021,6581.22,NA,NA,cropareaRegional,NA
BE353,3,Spring barley,2021,80.44000000000005,NA,NA,cropareaRegional,NA
BE353,3,Soft wheat,2022,6654.2,NA,NA,cropareaRegional,NA
BE353,3,Winter barley,2022,1865.11,NA,NA,cropareaRegional,NA
BE353,3,Durum wheat,2022,0,NA,NA,cropareaRegional,NA
BE353,3,Total barley,2022,1811.12,NA,NA,cropareaRegional,NA
BE353,3,Total wheat,2022,6654.2,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1987,233975.91,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1987,51225.57,NA,NA,cropareaRegional,NA
BG31,2,Total barley,1987,53690,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,1987,2464.4300000000003,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1988,254893.57,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1988,59907.87,NA,NA,cropareaRegional,NA
BG31,2,Total barley,1988,62790,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,1988,2882.1299999999974,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1989,245405.15,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1989,62512.56,NA,NA,cropareaRegional,NA
BG31,2,Total barley,1989,65520,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,1989,3007.4400000000023,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1990,250796.3,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1990,62512.56,NA,NA,cropareaRegional,NA
BG31,2,Total barley,1990,65520,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,1990,3007.4400000000023,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1991,258775.2,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1991,66506.42,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,1991,2731.550000000003,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1992,238935.77,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1992,67895.59,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1993,273007.84,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1993,62859.85,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1994,284609.59,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1994,67721.94,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1995,254699.49,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1995,68798.55,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1996,206524.17,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1996,45234.78,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1997,261298.26,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1997,50583.08,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1998,288059.93,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1998,44349.19,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,1998,525.2,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,1999,236628.36,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,1999,37333.89,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,1999,445.04,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,1999,2438.1900000000023,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2000,238655.43,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2000,37715.91,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2000,417.39,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2001,287456.12,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2001,46814.96,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2001,621.95,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2002,290604.55,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2002,63658.62,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2002,580.48,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2003,176355.3,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2003,36465.66,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2003,641.29,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2004,219441.37,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2004,52180.62,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2004,608.12,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2005,233652.44,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2005,43168.4,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2005,505.85,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2006,208314.04,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2006,30822.17,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2006,613.87,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2007,233415.23,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2007,31273.64,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2007,154.8,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2007,9895.57,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2008,238633.86,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2008,36430.93,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2008,138.21,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2008,7467.690000000002,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2009,255497.38,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2009,41918.14,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2009,136.36,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2009,6454.449999999997,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2010,233644.08,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2010,41926.83,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2010,4371.68,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2011,233592.78,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2011,30131.05,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2011,3745.850000000002,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2012,240881.77,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2012,32506.53,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2013,33449.43,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2014,36474.34,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2014,594.9000000000015,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2015,227219.24,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2015,29268.03,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2016,256447.18,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2016,27363.14,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2016,274.98,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2016,156.0699999999997,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2017,243745.5,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2017,22054.78,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2017,6358.639999999999,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2018,262940.62,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2018,17694.53,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2018,3589.5200000000004,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2019,255060.63,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2019,19149.68,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2019,324.54,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2020,22138.13,NA,NA,cropareaRegional,NA
BG31,2,Durum wheat,2020,305.84,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2020,541.1499999999978,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2021,276148.28,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2021,21486.96,NA,NA,cropareaRegional,NA
BG31,2,Soft wheat,2022,258128.26,NA,NA,cropareaRegional,NA
BG31,2,Winter barley,2022,21184.81,NA,NA,cropareaRegional,NA
BG31,2,Total barley,2022,22386,NA,NA,cropareaRegional,NA
BG31,2,Total wheat,2022,258404.68000000002,NA,NA,cropareaRegional,NA
BG31,2,Spring barley,2022,1201.1899999999987,NA,NA,cropareaRegional,NA
BG311,3,Soft wheat,1987,36734.22,NA,NA,cropareaRegional,NA
