branch,model,bin_id,component,crop,n,mean,sd,lo,hi,central
crop_gddwin,EC-Earth3,-4.5,heat,Winter barley,8,-0.00046671554954386,0.000417393002808871,-0.0013524903032717,9.45017157318292e-05,-0.000345205186342712
crop_gddwin,EC-Earth3,-4.5,precip,Winter barley,8,0.00633132532070823,0.0444704060663799,-0.0550079395057688,0.0599867725889637,0.0060528808793565
crop_gddwin,EC-Earth3,-4.5,precip2,Winter barley,8,-0.0147606106872832,0.0349094876127562,-0.0572593542816942,0.032519501526754,-0.00652586626180742
crop_gddwin,EC-Earth3,-3.5,frost,ALL,8,-0.00244214377315562,0.000476310035780727,-0.00312561242567625,-0.00184448735444086,-0.00227947517853763
crop_gddwin,EC-Earth3,-3.5,gdd,ALL,8,0.00023192483362615,9.09738390800482e-05,0.000107025897842152,0.000387920593669172,0.000282465402188269
crop_gddwin,EC-Earth3,-3.5,heat,ALL,8,-0.0194718962298391,0.0103230745710077,-0.0369424084099426,-0.00489748167187209,-0.0143204572167328
crop_gddwin,EC-Earth3,-3.5,precip,ALL,8,-0.00396591472252045,0.0649855007722655,-0.0974305838827179,0.0791084435725306,-0.00733086843774858
crop_gddwin,EC-Earth3,-3.5,precip2,ALL,8,-0.0138181786499165,0.0486767316922832,-0.0882728607516561,0.0487935107586847,0.00095089657761492
crop_gddwin,EC-Earth3,-3.5,frost,Durum wheat,8,0.000820369525205249,0.000116978869771247,0.000698651450289625,0.00105031229117489,0.000816193440135874
crop_gddwin,EC-Earth3,-3.5,gdd,Durum wheat,8,0.00129594878173607,0.000336446930370872,0.000858108506931092,0.00183488364608386,0.00150024734410496
crop_gddwin,EC-Earth3,-3.5,heat,Durum wheat,8,-0.000164612512509869,6.81112111184703e-05,-0.000305334405387924,-8.68057339644993e-05,-0.000136368751104409
crop_gddwin,EC-Earth3,-3.5,precip,Durum wheat,8,-0.0184596574886111,0.0788730418035594,-0.121093543838767,0.122338452047854,-0.0197798234842516
crop_gddwin,EC-Earth3,-3.5,precip2,Durum wheat,8,-0.00267247443116084,0.0496813080178686,-0.0963401159917575,0.050530273715149,0.0101115206174229
crop_gddwin,EC-Earth3,-3.5,frost,Soft wheat,8,-0.00306428993534065,0.000547721926668733,-0.00392693929167496,-0.00236167376447371,-0.0028460280393042
crop_gddwin,EC-Earth3,-3.5,gdd,Soft wheat,8,0.000300640517059851,0.000173399584773772,5.37490264498202e-05,0.000597687597149902,0.000343770314912953
crop_gddwin,EC-Earth3,-3.5,heat,Soft wheat,8,-0.023538590271389,0.0116383278480195,-0.0424446432057082,-0.00497506361145467,-0.0190630633483746
crop_gddwin,EC-Earth3,-3.5,precip,Soft wheat,8,-0.0059413313767553,0.0615972953702076,-0.0955432234305896,0.0844476029583915,-0.00937236982846756
crop_gddwin,EC-Earth3,-3.5,precip2,Soft wheat,8,-0.0109617335464083,0.0489647175896736,-0.0947575700992973,0.0515222660097116,0.00282392125390143
crop_gddwin,EC-Earth3,-3.5,frost,Spring barley,8,-0.00197977248684058,0.000610221747605904,-0.00295666982057892,-0.0013804330252082,-0.00188048255855821
crop_gddwin,EC-Earth3,-3.5,gdd,Spring barley,8,-0.000377438384102102,0.000211990724876875,-0.000742252849312505,-5.41855747466979e-05,-0.000347923714648143
crop_gddwin,EC-Earth3,-3.5,heat,Spring barley,8,-0.0307513744407919,0.0194496034118885,-0.0646550835221525,-0.0104363709287082,-0.0175679810555504
crop_gddwin,EC-Earth3,-3.5,precip,Spring barley,8,0.0080316551004182,0.0670803330458289,-0.0800900384433749,0.0902459815418311,0.0043078229449709
crop_gddwin,EC-Earth3,-3.5,precip2,Spring barley,8,-0.0262819429327368,0.0448404637908449,-0.0875768580936297,0.0383512994417805,-0.00873864499005911
crop_gddwin,EC-Earth3,-3.5,frost,Winter barley,8,-0.00291509190985136,0.000488946691508801,-0.00356224477907378,-0.002228603497994,-0.00276952820477322
crop_gddwin,EC-Earth3,-3.5,gdd,Winter barley,8,4.52166682111382e-05,2.81341656815163e-05,1.02257060081256e-05,8.56442126349706e-05,4.43146001192915e-05
crop_gddwin,EC-Earth3,-3.5,heat,Winter barley,8,-0.000578365776546044,0.000363803369926489,-0.00119582287737029,-0.000127875097353666,-0.000413223878675968
crop_gddwin,EC-Earth3,-3.5,precip,Winter barley,8,-0.00242883778393132,0.0811377457486673,-0.112829847166871,0.113243878583682,-0.00649844292727746
crop_gddwin,EC-Earth3,-3.5,precip2,Winter barley,8,-0.0158844406494626,0.0653459504640638,-0.124730853742707,0.061183139669509,0.000419526746528282
crop_gddwin,EC-Earth3,-2.5,frost,ALL,11,-0.000971505944143552,0.00152266072371445,-0.00268002776508263,0.00224521349230425,-0.0011271102749742
crop_gddwin,EC-Earth3,-2.5,gdd,ALL,11,0.000248415542590688,0.000129803562386991,6.80535171775283e-05,0.00048918039829423,0.000294166345017421
