DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,1990,316.251,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,1991,326.913,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,1992,318.229,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,1993,355.718,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,1994,385.985,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,1995,429.751,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,1996,468.702,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,1997,473.517,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,1998,480.997,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,1999,487.704,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2000,465.950,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2001,449.011,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2002,443.422,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2003,433.276,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2004,414.187,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2005,404.213,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2006,393.551,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2007,395.701,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2008,389.596,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2009,380.739,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2010,375.752,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2011,387.188,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2012,407.051,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2013,423.904,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2014,422.786,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2015,432.932,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2016,438.263,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2017,422.700,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2018,438.091,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2019,468.874,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2020,505.073,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2021,513.156,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2022,506.535,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2023,502.837,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Slovakia,2024,495.615,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,1990,779.020,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,1991,931.470,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,1992,987.274,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,1993,1079.880,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,1994,1156.492,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,1995,1246.088,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,1996,1412.726,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,1997,1591.917,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,1998,1722.614,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,1999,1941.874,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2000,2053.998,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2001,2025.537,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2002,2025.709,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2003,2166.380,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2004,2374.807,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2005,2659.931,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2006,2963.543,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2007,3136.457,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2008,3403.611,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2009,3366.122,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2010,3560.619,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2011,3806.621,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2012,3901.548,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2013,3866.896,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2014,3971.625,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2015,4118.745,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2016,4402.752,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2017,4664.773,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2018,4693.940,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2019,4831.824,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2020,5218.698,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2021,5287.964,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2022,5306.144,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2023,5635.553,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Türkiye,2024,6417.842,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,1990,1478.418,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,1991,1719.089,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,1992,2845.400,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,1993,2991.316,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,1994,2990.456,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,1995,3092.003,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,1996,2828.719,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,1997,2693.293,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,1998,2662.769,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,1999,2734.222,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2000,2590.112,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2001,1856.922,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2002,1870.851,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2003,1986.672,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2004,2083.405,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2005,2241.101,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2006,2379.880,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2007,2429.149,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2008,2687.876,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2009,2885.899,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2010,3159.071,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2011,3306.965,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2012,3302.236,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2013,3557.868,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2014,3350.989,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2015,3182.975,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2016,3088.306,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2017,3013.121,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2018,3090.886,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2019,3029.751,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Ukraine,2020,3143.087,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,1990,8064.746,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,1991,8434.910,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,1992,8553.912,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,1993,8637.661,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,1994,8719.433,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,1995,8788.478,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,1996,9244.454,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,1997,8981.513,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,1998,9407.567,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,1999,9484.781,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2000,9616.681,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2001,9917.197,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2002,9848.151,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2003,10576.182,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2004,10679.278,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2005,10809.200,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2006,10722.614,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2007,10582.631,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2008,10300.946,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2009,10192.691,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2010,10217.713,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2011,9594.669,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2012,9859.243,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2013,9751.677,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2014,9292.863,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2015,9266.023,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2016,9288.482,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2017,9060.009,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2018,9033.925,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,United Kingdom,2019,8927.331,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2000,145.400,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2001,183.921,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2002,182.717,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2003,178.504,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2004,188.220,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2005,203.267,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2006,211.092,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2007,198.882,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2008,191.660,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2009,184.265,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2010,192.777,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2011,215.563,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2012,210.146,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2013,229.321,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2014,219.690,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2015,203.525,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2016,181.857,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2017,196.987,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2018,202.540,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2019,217.366,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2020,238.839,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2021,287.447,,
ESTAT:NRG_BAL_C(1.0),30/04/26 23:00:00,Annual,Final consumption - other sectors - households - energy use,Electricity,Thousand tonnes of oil equivalent,Kosovo*,2022,291.370,,
