NUTS_ID,cntr,crop,year,yield_t_ha,ln_yield,area_ha,production_t,gdd_aa,gdd_mj,heat_aa,heat_mj,frost_aa,frost_mj,precip_aa,precip_mj
FRG04,FR,Durum wheat,1995,4.8,1.56861591791385,100,480,1750.081,1318.674,106.217,59.46,1.431,7.739,172.102,242.108
FRG04,FR,Durum wheat,1996,5.7,1.7404661748405,300,1710,1589.083,1240.775,38.853,29.566,3.715,13.129,133.55,131.714
FRG04,FR,Durum wheat,1997,5.5,1.70474809223843,250,1375,1703.957,1311.861,48.139,4.424,3.295,4.995,283.782,236.338
FRG04,FR,Durum wheat,1998,5.4,1.68639895357023,400,2160,1619.042,1284.888,52.404,14.57,1.722,6.106,282.396,294.109
FRG04,FR,Durum wheat,1999,6.1,1.80828877117927,400,2440,1737.324,1416.873,41.201,29.977,1.174,3.293,316.819,286.561
FRG04,FR,Durum wheat,2000,5.2,1.64865862558738,340,1768,1642.121,1273.786,24.725,8.029,1.38,6.625,365.262,357.163
FRG04,FR,Durum wheat,2001,4.4,1.48160454092422,250,1100,1682.209,1361.059,58.207,35.003,2.104,4.9,326.073,399.997
FRG04,FR,Durum wheat,2002,6,1.79175946922806,170,1020,1586.685,1293.239,28.428,21.248,0.376,6.115,274.028,253.701
FRG04,FR,Durum wheat,2003,5,1.6094379124341,360,1800,1941.29,1535.086,153.295,47.113,4.573,6.302,228.477,234.06
FRG04,FR,Durum wheat,2004,6,1.79175946922806,509,3054,1668.006,1300.629,35.369,16.37,0.352,9.466,239.372,202.869
FRG04,FR,Durum wheat,2005,6,1.79175946922806,400,2400,1729.017,1429.781,80.927,67.45,0.132,10.871,223.338,225.084
FRG04,FR,Durum wheat,2006,4.8,1.56861591791385,720,3456,1795.847,1495.807,97.573,97.279,3.342,14.602,181.204,240.47
FRG04,FR,Durum wheat,2007,5,1.6094379124341,780,3900,1683.125,1391.632,6.17,2.645,0,1.887,394.436,380.681
FRG04,FR,Durum wheat,2008,5.8,1.75785791755237,605,3509,1623.088,1298.634,20.652,14.362,1.416,6.819,284.495,310.492
FRG04,FR,Durum wheat,2009,6.51,1.87333945622048,800,5210,1726.196,1350.833,50.319,19.421,0,6.465,216.881,234.345
FRG04,FR,Durum wheat,2010,5.49,1.70292825552144,1156,6341.4,1690.63,1378.985,48.512,44.125,0.565,11.142,169.677,205.74
FRG04,FR,Durum wheat,2011,5.39,1.68454538492091,1200,6465,1731.108,1440.548,23.461,16.785,0.571,5.04,228.181,154.594
FRG04,FR,Durum wheat,2012,5.99,1.79009141212736,900,5394.5,1566.736,1268.808,35.986,14.04,0.989,4.026,384.758,386.156
FRG04,FR,Durum wheat,2013,5.59,1.72097928716701,580,3242,1609.059,1228.293,45.858,35.054,3.559,12.04,266.579,327.692
FRG04,FR,Durum wheat,2014,5.8,1.75785791755237,570,3305.2,1634.221,1386.116,17.929,17.929,0,2.028,381.116,303.512
FRG04,FR,Durum wheat,2015,5.91,1.77664583141801,297,1755.6,1787.085,1414.722,77.331,48.947,0,6.095,260.281,192.87
FRG04,FR,Durum wheat,2016,3,1.09861228866811,295,885,1657.569,1245.029,68.178,19.951,2.815,7.124,258.411,331.118
FRG04,FR,Durum wheat,2017,6,1.79175946922806,537,3222,1810.352,1530.29,86.123,68.957,3.576,3.797,238.978,224.465
FRG04,FR,Durum wheat,2018,5,1.6094379124341,341,1705,1966.08,1572.362,93.819,52.285,0,4.757,277.726,328.971
FRG04,FR,Durum wheat,2019,6.18,1.8213182714696,260,1607.8,1793.586,1460.256,127.455,99.348,2.696,3.305,195.882,208.789
FRG04,FR,Durum wheat,2020,4.97,1.60341984010854,301,1495.2,1906.583,1528.702,94.795,38.666,0.433,2.243,163.292,198.337
FRG04,FR,Durum wheat,2021,5.47,1.69927861643389,418,2284.6,1589.634,1285.746,25.346,21.732,4.816,13.171,322.995,320.308
FRG04,FR,Durum wheat,2022,5.48,1.70110510095992,137,751.1,1986.597,1600.084,148.66,92.118,3.479,4.933,187.808,190.964
FRG04,FR,Durum wheat,2023,6.62,1.89009536994892,156,1032.4,1835.815,1517.01,57.06,34.36,1.02,5.207,268.175,298.093
FRG04,FR,Soft wheat,1989,5.7,1.7404661748405,75000,427500,1740.287,1451.173,51.411,42.622,0.81,1.691,188.996,248.823
FRG04,FR,Soft wheat,1990,5.9,1.77495235091167,82783,488419.7,1762.859,1383.826,104.283,44.283,2.739,8.729,171.99,162.606
FRG04,FR,Soft wheat,1991,6.3,1.84054963339749,83561,526434.3,1545.535,1191.3,52.263,18.028,2.445,3.407,174.331,210.704
FRG04,FR,Soft wheat,1992,6.4,1.85629799036563,83343,533395.2,1705.162,1351.9,51.181,30.955,3.426,6.547,235.431,197.75
FRG04,FR,Soft wheat,1993,5.8,1.75785791755237,79166,459162.8,1566.602,1259.144,8.511,1.186,1.454,9.89,272.878,273.266
FRG04,FR,Soft wheat,1994,6.2,1.82454929205105,77973,483432.6,1675.373,1369.883,56.243,45.754,0.789,0.919,346.408,298.343
FRG04,FR,Soft wheat,1995,5.8,1.75785791755237,73830,428214,1750.081,1318.674,106.217,59.46,1.431,7.739,172.102,242.108
FRG04,FR,Soft wheat,1996,6.5,1.87180217690159,81492,529698,1589.083,1240.775,38.853,29.566,3.715,13.129,133.55,131.714
FRG04,FR,Soft wheat,1997,6.7,1.90210752639692,81769,547852.3,1703.957,1311.861,48.139,4.424,3.295,4.995,283.782,236.338
FRG04,FR,Soft wheat,1998,7.7,2.04122032885964,83020,639254,1619.042,1284.888,52.404,14.57,1.722,6.106,282.396,294.109
FRG04,FR,Soft wheat,1999,6.9,1.93152141160321,79200,546480,1737.324,1416.873,41.201,29.977,1.174,3.293,316.819,286.561
FRG04,FR,Soft wheat,2000,6.68,1.89911798754855,82500,551410,1642.121,1273.786,24.725,8.029,1.38,6.625,365.262,357.163
FRG04,FR,Soft wheat,2001,6,1.79175946922806,61300,367800,1682.209,1361.059,58.207,35.003,2.104,4.9,326.073,399.997
FRG04,FR,Soft wheat,2002,7.6,2.02814824729229,86200,655120,1586.685,1293.239,28.428,21.248,0.376,6.115,274.028,253.701
FRG04,FR,Soft wheat,2003,6,1.79175946922806,76000,456000,1941.29,1535.086,153.295,47.113,4.573,6.302,228.477,234.06
FRG04,FR,Soft wheat,2004,7.5,2.01490302054226,84000,630000,1668.006,1300.629,35.369,16.37,0.352,9.466,239.372,202.869
FRG04,FR,Soft wheat,2005,7.1,1.96009478404727,82200,583620,1729.017,1429.781,80.927,67.45,0.132,10.871,223.338,225.084
FRG04,FR,Soft wheat,2006,6.6,1.88706964903238,82700,545820,1795.847,1495.807,97.573,97.279,3.342,14.602,181.204,240.47
FRG04,FR,Soft wheat,2007,6.4,1.85629799036563,81300,520320,1683.125,1391.632,6.17,2.645,0,1.887,394.436,380.681
FRG04,FR,Soft wheat,2008,7.2,1.97408102602201,85544,615865.6,1623.088,1298.634,20.652,14.362,1.416,6.819,284.495,310.492
FRG04,FR,Soft wheat,2009,7.6,2.02814824729229,82100,623860,1726.196,1350.833,50.319,19.421,0,6.465,216.881,234.345
FRG04,FR,Soft wheat,2010,7,1.94591014905531,86076,602248.6,1690.63,1378.985,48.512,44.125,0.565,11.142,169.677,205.74
FRG04,FR,Soft wheat,2011,6.4,1.85629799036563,86200,551460,1731.108,1440.548,23.461,16.785,0.571,5.04,228.181,154.594
FRG04,FR,Soft wheat,2012,7.4,2.00148000021012,87293,645916,1566.736,1268.808,35.986,14.04,0.989,4.026,384.758,386.156
FRG04,FR,Soft wheat,2013,7,1.94591014905531,75865,530647,1609.059,1228.293,45.858,35.054,3.559,12.04,266.579,327.692
FRG04,FR,Soft wheat,2014,7.4,2.00148000021012,90228,667432.8,1634.221,1386.116,17.929,17.929,0,2.028,381.116,303.512
FRG04,FR,Soft wheat,2015,8,2.07944154167984,90864,726627.6,1787.085,1414.722,77.331,48.947,0,6.095,260.281,192.87
FRG04,FR,Soft wheat,2016,5.1,1.62924053973028,95400,486444,1657.569,1245.029,68.178,19.951,2.815,7.124,258.411,331.118
FRG04,FR,Soft wheat,2017,7.4,2.00148000021012,88634,655820.8,1810.352,1530.29,86.123,68.957,3.576,3.797,238.978,224.465
FRG04,FR,Soft wheat,2018,6.4,1.85629799036563,88641,567226.4,1966.08,1572.362,93.819,52.285,0,4.757,277.726,328.971
FRG04,FR,Soft wheat,2019,8.03,2.08318452795867,88538,710905.2,1793.586,1460.256,127.455,99.348,2.696,3.305,195.882,208.789
FRG04,FR,Soft wheat,2020,5.4,1.68639895357023,72201,389672.6,1906.583,1528.702,94.795,38.666,0.433,2.243,163.292,198.337
FRG04,FR,Soft wheat,2021,7.2,1.97408102602201,89880,647104.5,1589.634,1285.746,25.346,21.732,4.816,13.171,322.995,320.308
FRG04,FR,Soft wheat,2022,7.06,1.95444505150515,81278,573771.6,1986.597,1600.084,148.66,92.118,3.479,4.933,187.808,190.964
FRG04,FR,Soft wheat,2023,7.8,2.05412373369555,85593,667562.4,1835.815,1517.01,57.06,34.36,1.02,5.207,268.175,298.093
FRG04,FR,Spring barley,1989,3.5,1.25276296849537,1500,5250,1740.287,1451.173,51.411,42.622,0.81,1.691,188.996,248.823
FRG04,FR,Spring barley,1990,3.5,1.25276296849537,1185,4147.5,1762.859,1383.826,104.283,44.283,2.739,8.729,171.99,162.606
FRG04,FR,Spring barley,1991,4.8,1.56861591791385,1170,5616,1545.535,1191.3,52.263,18.028,2.445,3.407,174.331,210.704
FRG04,FR,Spring barley,1992,4.8,1.56861591791385,1444,6931.2,1705.162,1351.9,51.181,30.955,3.426,6.547,235.431,197.75
FRG04,FR,Spring barley,1993,4.4,1.48160454092422,1712,7532.8,1566.602,1259.144,8.511,1.186,1.454,9.89,272.878,273.266
FRG04,FR,Spring barley,1994,4.6,1.52605630349505,1690,7774,1675.373,1369.883,56.243,45.754,0.789,0.919,346.408,298.343
FRG04,FR,Spring barley,1995,4.3,1.45861502269952,1669,7176.7,1750.081,1318.674,106.217,59.46,1.431,7.739,172.102,242.108
FRG04,FR,Spring barley,1996,4,1.38629436111989,1923,7692,1589.083,1240.775,38.853,29.566,3.715,13.129,133.55,131.714
FRG04,FR,Spring barley,1997,4.6,1.52605630349505,2442,11233.2,1703.957,1311.861,48.139,4.424,3.295,4.995,283.782,236.338
FRG04,FR,Spring barley,1998,4.7,1.54756250871601,1608,7557.6,1619.042,1284.888,52.404,14.57,1.722,6.106,282.396,294.109
FRG04,FR,Spring barley,1999,4.6,1.52605630349505,1500,6900,1737.324,1416.873,41.201,29.977,1.174,3.293,316.819,286.561
FRG04,FR,Spring barley,2000,3.8,1.33500106673234,1600,6080,1642.121,1273.786,24.725,8.029,1.38,6.625,365.262,357.163
FRG04,FR,Spring barley,2001,3.4,1.22377543162212,6000,20400,1682.209,1361.059,58.207,35.003,2.104,4.9,326.073,399.997
FRG04,FR,Spring barley,2002,5.8,1.75785791755237,1000,5800,1586.685,1293.239,28.428,21.248,0.376,6.115,274.028,253.701
FRG04,FR,Spring barley,2003,4.9,1.58923520511658,2100,10290,1941.29,1535.086,153.295,47.113,4.573,6.302,228.477,234.06
FRG04,FR,Spring barley,2004,5.5,1.70474809223843,1426,7843,1668.006,1300.629,35.369,16.37,0.352,9.466,239.372,202.869
FRG04,FR,Spring barley,2005,5,1.6094379124341,1000,5000,1729.017,1429.781,80.927,67.45,0.132,10.871,223.338,225.084
FRG04,FR,Spring barley,2006,3.9,1.3609765531356,1000,3900,1795.847,1495.807,97.573,97.279,3.342,14.602,181.204,240.47
FRG04,FR,Spring barley,2007,4.1,1.41098697371026,800,3280,1683.125,1391.632,6.17,2.645,0,1.887,394.436,380.681
FRG04,FR,Spring barley,2008,5.1,1.62924053973028,480,2448,1623.088,1298.634,20.652,14.362,1.416,6.819,284.495,310.492
FRG04,FR,Spring barley,2009,5.2,1.64865862558738,1120,5824,1726.196,1350.833,50.319,19.421,0,6.465,216.881,234.345
FRG04,FR,Spring barley,2010,3.9,1.3609765531356,780,3042,1690.63,1378.985,48.512,44.125,0.565,11.142,169.677,205.74
FRG04,FR,Spring barley,2011,3.8,1.33500106673234,750,2850,1731.108,1440.548,23.461,16.785,0.571,5.04,228.181,154.594
FRG04,FR,Spring barley,2012,5.6,1.7227665977411,396,2217.6,1566.736,1268.808,35.986,14.04,0.989,4.026,384.758,386.156
FRG04,FR,Spring barley,2013,5.2,1.64865862558738,1755,9126,1609.059,1228.293,45.858,35.054,3.559,12.04,266.579,327.692
FRG04,FR,Spring barley,2014,5.6,1.7227665977411,1200,6720,1634.221,1386.116,17.929,17.929,0,2.028,381.116,303.512
FRG04,FR,Spring barley,2015,5,1.6094379124341,886,4430,1787.085,1414.722,77.331,48.947,0,6.095,260.281,192.87
FRG04,FR,Spring barley,2016,3.5,1.25276296849537,900,3150,1657.569,1245.029,68.178,19.951,2.815,7.124,258.411,331.118
FRG04,FR,Spring barley,2017,5.4,1.68639895357023,836,4514.4,1810.352,1530.29,86.123,68.957,3.576,3.797,238.978,224.465
FRG04,FR,Spring barley,2018,4.5,1.50407739677627,544,2448,1966.08,1572.362,93.819,52.285,0,4.757,277.726,328.971
FRG04,FR,Spring barley,2019,6.8,1.91692261218206,937,6371.6,1793.586,1460.256,127.455,99.348,2.696,3.305,195.882,208.789
FRG04,FR,Spring barley,2020,2.8,1.02961941718116,4063,11376.4,1906.583,1528.702,94.795,38.666,0.433,2.243,163.292,198.337
FRG04,FR,Spring barley,2021,6,1.79175946922806,723,4339.1,1589.634,1285.746,25.346,21.732,4.816,13.171,322.995,320.308
FRG04,FR,Spring barley,2022,5.5,1.70474809223843,848,4664,1986.597,1600.084,148.66,92.118,3.479,4.933,187.808,190.964
FRG04,FR,Spring barley,2023,5.3,1.66770682055808,685,3630.5,1835.815,1517.01,57.06,34.36,1.02,5.207,268.175,298.093
FRG04,FR,Total barley,1989,4.76,1.56024766824333,9500,45250,1740.287,1451.173,51.411,42.622,0.81,1.691,188.996,248.823
FRG04,FR,Total barley,1990,4.83,1.57484646766448,10181,49127.5,1762.859,1383.826,104.283,44.283,2.739,8.729,171.99,162.606
FRG04,FR,Total barley,1991,5.43,1.69193913394584,10961,59466.5,1545.535,1191.3,52.263,18.028,2.445,3.407,174.331,210.704
FRG04,FR,Total barley,1992,5.88,1.77155676191054,13927,81829.2,1705.162,1351.9,51.181,30.955,3.426,6.547,235.431,197.75
FRG04,FR,Total barley,1993,4.75,1.55814461804655,12892,61196.8,1566.602,1259.144,8.511,1.186,1.454,9.89,272.878,273.266
FRG04,FR,Total barley,1994,5.03,1.61541998411165,11668,58661.8,1675.373,1369.883,56.243,45.754,0.789,0.919,346.408,298.343
FRG04,FR,Total barley,1995,4.87,1.5830939370945,8849,43076.7,1750.081,1318.674,106.217,59.46,1.431,7.739,172.102,242.108
FRG04,FR,Total barley,1996,5.23,1.65441127807683,10496,54843.5,1589.083,1240.775,38.853,29.566,3.715,13.129,133.55,131.714
FRG04,FR,Total barley,1997,5.42,1.69009581545155,13602,73729.2,1703.957,1311.861,48.139,4.424,3.295,4.995,283.782,236.338
FRG04,FR,Total barley,1998,5.85,1.76644166124377,13460,78669.6,1619.042,1284.888,52.404,14.57,1.722,6.106,282.396,294.109
FRG04,FR,Total barley,1999,5.4,1.68639895357023,12850,69325,1737.324,1416.873,41.201,29.977,1.174,3.293,316.819,286.561
FRG04,FR,Total barley,2000,5.29,1.66581824587021,13000,68780,1642.121,1273.786,24.725,8.029,1.38,6.625,365.262,357.163
FRG04,FR,Total barley,2001,4.55,1.51512723296286,16500,75000,1682.209,1361.059,58.207,35.003,2.104,4.9,326.073,399.997
FRG04,FR,Total barley,2002,6.54,1.87793716546911,13500,88300,1586.685,1293.239,28.428,21.248,0.376,6.115,274.028,253.701
FRG04,FR,Total barley,2003,4.99,1.60743590976343,14200,70790,1941.29,1535.086,153.295,47.113,4.573,6.302,228.477,234.06
FRG04,FR,Total barley,2004,6.21,1.82616089594539,12680,78743.2,1668.006,1300.629,35.369,16.37,0.352,9.466,239.372,202.869
FRG04,FR,Total barley,2005,6.11,1.8099267731835,13500,82500,1729.017,1429.781,80.927,67.45,0.132,10.871,223.338,225.084
FRG04,FR,Total barley,2006,5.58,1.71918877639322,15100,84270,1795.847,1495.807,97.573,97.279,3.342,14.602,181.204,240.47
FRG04,FR,Total barley,2007,5.24,1.65632149833295,15500,81190,1683.125,1391.632,6.17,2.645,0,1.887,394.436,380.681
FRG04,FR,Total barley,2008,6.94,1.93730177451871,15926,110570,1623.088,1298.634,20.652,14.362,1.416,6.819,284.495,310.492
FRG04,FR,Total barley,2009,6.8,1.91692261218206,18120,123124,1726.196,1350.833,50.319,19.421,0,6.465,216.881,234.345
FRG04,FR,Total barley,2010,5.99,1.79009141212736,15603,93462.3,1690.63,1378.985,48.512,44.125,0.565,11.142,169.677,205.74
FRG04,FR,Total barley,2011,5.4,1.68639895357023,12600,68025,1731.108,1440.548,23.461,16.785,0.571,5.04,228.181,154.594
FRG04,FR,Total barley,2012,6.96,1.94017947434633,13133,91376.6,1566.736,1268.808,35.986,14.04,0.989,4.026,384.758,386.156
FRG04,FR,Total barley,2013,6.07,1.80335860507141,13215,80178,1609.059,1228.293,45.858,35.054,3.559,12.04,266.579,327.692
FRG04,FR,Total barley,2014,6.8,1.91692261218206,16152,109888.8,1634.221,1386.116,17.929,17.929,0,2.028,381.116,303.512
FRG04,FR,Total barley,2015,7.38,1.99877363861238,18527,136737.5,1787.085,1414.722,77.331,48.947,0,6.095,260.281,192.87
FRG04,FR,Total barley,2016,5.03,1.61541998411165,20600,103620,1657.569,1245.029,68.178,19.951,2.815,7.124,258.411,331.118
FRG04,FR,Total barley,2017,6.84,1.92278773163446,20942,143245.8,1810.352,1530.29,86.123,68.957,3.576,3.797,238.978,224.465
FRG04,FR,Total barley,2018,6.05,1.80005827204275,17911,108386.7,1966.08,1572.362,93.819,52.285,0,4.757,277.726,328.971
FRG04,FR,Total barley,2019,7.27,1.98375629154543,21279,154664.8,1793.586,1460.256,127.455,99.348,2.696,3.305,195.882,208.789
FRG04,FR,Total barley,2020,4.17,1.42791603581071,21111,88092.4,1906.583,1528.702,94.795,38.666,0.433,2.243,163.292,198.337
FRG04,FR,Total barley,2021,7.15,1.96711235670592,18687,133680.6,1589.634,1285.746,25.346,21.732,4.816,13.171,322.995,320.308
FRG04,FR,Total barley,2022,6.38,1.8531680973567,21065,134457.1,1986.597,1600.084,148.66,92.118,3.479,4.933,187.808,190.964
FRG04,FR,Total barley,2023,7.33,1.99197551589856,19890,145747.5,1835.815,1517.01,57.06,34.36,1.02,5.207,268.175,298.093
FRG04,FR,Total wheat,1989,5.69,1.73871024813824,75600,430500,1740.287,1451.173,51.411,42.622,0.81,1.691,188.996,248.823
FRG04,FR,Total wheat,1990,5.89,1.7732559976635,84083,495439.7,1762.859,1383.826,104.283,44.283,2.739,8.729,171.99,162.606
FRG04,FR,Total wheat,1991,6.27,1.83577635464483,86261,540474.3,1545.535,1191.3,52.263,18.028,2.445,3.407,174.331,210.704
FRG04,FR,Total wheat,1992,6.38,1.8531680973567,85143,543475.2,1705.162,1351.9,51.181,30.955,3.426,6.547,235.431,197.75
FRG04,FR,Total wheat,1993,5.8,1.75785791755237,79366,460162.8,1566.602,1259.144,8.511,1.186,1.454,9.89,272.878,273.266
FRG04,FR,Total wheat,1994,6.2,1.82454929205105,78073,484032.6,1675.373,1369.883,56.243,45.754,0.789,0.919,346.408,298.343
FRG04,FR,Total wheat,1995,5.8,1.75785791755237,73930,428694,1750.081,1318.674,106.217,59.46,1.431,7.739,172.102,242.108
FRG04,FR,Total wheat,1996,6.5,1.87180217690159,81792,531408,1589.083,1240.775,38.853,29.566,3.715,13.129,133.55,131.714
FRG04,FR,Total wheat,1997,6.7,1.90210752639692,82019,549227.3,1703.957,1311.861,48.139,4.424,3.295,4.995,283.782,236.338
FRG04,FR,Total wheat,1998,7.69,2.03992078351755,83420,641414,1619.042,1284.888,52.404,14.57,1.722,6.106,282.396,294.109
FRG04,FR,Total wheat,1999,6.9,1.93152141160321,79600,548920,1737.324,1416.873,41.201,29.977,1.174,3.293,316.819,286.561
FRG04,FR,Total wheat,2000,6.68,1.89911798754855,82840,553178,1642.121,1273.786,24.725,8.029,1.38,6.625,365.262,357.163
FRG04,FR,Total wheat,2001,5.99,1.79009141212736,61550,368900,1682.209,1361.059,58.207,35.003,2.104,4.9,326.073,399.997
FRG04,FR,Total wheat,2002,7.6,2.02814824729229,86370,656140,1586.685,1293.239,28.428,21.248,0.376,6.115,274.028,253.701
FRG04,FR,Total wheat,2003,6,1.79175946922806,76360,457800,1941.29,1535.086,153.295,47.113,4.573,6.302,228.477,234.06
FRG04,FR,Total wheat,2004,7.49,2.01356879752913,84509,633054,1668.006,1300.629,35.369,16.37,0.352,9.466,239.372,202.869
FRG04,FR,Total wheat,2005,7.09,1.95868534054404,82600,586020,1729.017,1429.781,80.927,67.45,0.132,10.871,223.338,225.084
FRG04,FR,Total wheat,2006,6.58,1.88403474533723,83420,549276,1795.847,1495.807,97.573,97.279,3.342,14.602,181.204,240.47
FRG04,FR,Total wheat,2007,6.39,1.85473426838944,82080,524220,1683.125,1391.632,6.17,2.645,0,1.887,394.436,380.681
FRG04,FR,Total wheat,2008,7.19,1.97269117173296,86149,619374.6,1623.088,1298.634,20.652,14.362,1.416,6.819,284.495,310.492
FRG04,FR,Total wheat,2009,7.59,2.02683159140754,82900,629070,1726.196,1350.833,50.319,19.421,0,6.465,216.881,234.345
FRG04,FR,Total wheat,2010,6.98,1.94304891677428,87232,608590,1690.63,1378.985,48.512,44.125,0.565,11.142,169.677,205.74
FRG04,FR,Total wheat,2011,6.38,1.8531680973567,87400,557925,1731.108,1440.548,23.461,16.785,0.571,5.04,228.181,154.594
FRG04,FR,Total wheat,2012,7.39,2.00012773496011,88193,651310.5,1566.736,1268.808,35.986,14.04,0.989,4.026,384.758,386.156
FRG04,FR,Total wheat,2013,6.98,1.94304891677428,76445,533889,1609.059,1228.293,45.858,35.054,3.559,12.04,266.579,327.692
FRG04,FR,Total wheat,2014,7.39,2.00012773496011,90798,670738,1634.221,1386.116,17.929,17.929,0,2.028,381.116,303.512
FRG04,FR,Total wheat,2015,7.99,2.07819075977818,91161,728383.2,1787.085,1414.722,77.331,48.947,0,6.095,260.281,192.87
FRG04,FR,Total wheat,2016,5.09,1.62727783056243,95695,487329,1657.569,1245.029,68.178,19.951,2.815,7.124,258.411,331.118
FRG04,FR,Total wheat,2017,7.39,2.00012773496011,89171,659042.8,1810.352,1530.29,86.123,68.957,3.576,3.797,238.978,224.465
FRG04,FR,Total wheat,2018,6.39,1.85473426838944,88982,568931.4,1966.08,1572.362,93.819,52.285,0,4.757,277.726,328.971
FRG04,FR,Total wheat,2019,8.02,2.08193842187842,88798,712513,1793.586,1460.256,127.455,99.348,2.696,3.305,195.882,208.789
FRG04,FR,Total wheat,2020,5.4,1.68639895357023,72502,391167.8,1906.583,1528.702,94.795,38.666,0.433,2.243,163.292,198.337
FRG04,FR,Total wheat,2021,7.19,1.97269117173296,90298,649389.1,1589.634,1285.746,25.346,21.732,4.816,13.171,322.995,320.308
FRG04,FR,Total wheat,2022,7.06,1.95444505150515,81415,574522.7,1986.597,1600.084,148.66,92.118,3.479,4.933,187.808,190.964
FRG04,FR,Total wheat,2023,7.8,2.05412373369555,85749,668594.8,1835.815,1517.01,57.06,34.36,1.02,5.207,268.175,298.093
FRG04,FR,Winter barley,1989,5,1.6094379124341,8000,40000,1740.287,1451.173,51.411,42.622,0.81,1.691,188.996,248.823
FRG04,FR,Winter barley,1990,5,1.6094379124341,8996,44980,1762.859,1383.826,104.283,44.283,2.739,8.729,171.99,162.606
FRG04,FR,Winter barley,1991,5.5,1.70474809223843,9791,53850.5,1545.535,1191.3,52.263,18.028,2.445,3.407,174.331,210.704
FRG04,FR,Winter barley,1992,6,1.79175946922806,12483,74898,1705.162,1351.9,51.181,30.955,3.426,6.547,235.431,197.75
FRG04,FR,Winter barley,1993,4.8,1.56861591791385,11180,53664,1566.602,1259.144,8.511,1.186,1.454,9.89,272.878,273.266
FRG04,FR,Winter barley,1994,5.1,1.62924053973028,9978,50887.8,1675.373,1369.883,56.243,45.754,0.789,0.919,346.408,298.343
FRG04,FR,Winter barley,1995,5,1.6094379124341,7180,35900,1750.081,1318.674,106.217,59.46,1.431,7.739,172.102,242.108
FRG04,FR,Winter barley,1996,5.5,1.70474809223843,8573,47151.5,1589.083,1240.775,38.853,29.566,3.715,13.129,133.55,131.714
FRG04,FR,Winter barley,1997,5.6,1.7227665977411,11160,62496,1703.957,1311.861,48.139,4.424,3.295,4.995,283.782,236.338
FRG04,FR,Winter barley,1998,6,1.79175946922806,11852,71112,1619.042,1284.888,52.404,14.57,1.722,6.106,282.396,294.109
FRG04,FR,Winter barley,1999,5.5,1.70474809223843,11350,62425,1737.324,1416.873,41.201,29.977,1.174,3.293,316.819,286.561
FRG04,FR,Winter barley,2000,5.5,1.70474809223843,11400,62700,1642.121,1273.786,24.725,8.029,1.38,6.625,365.262,357.163
FRG04,FR,Winter barley,2001,5.2,1.64865862558738,10500,54600,1682.209,1361.059,58.207,35.003,2.104,4.9,326.073,399.997
FRG04,FR,Winter barley,2002,6.6,1.88706964903238,12500,82500,1586.685,1293.239,28.428,21.248,0.376,6.115,274.028,253.701
FRG04,FR,Winter barley,2003,5,1.6094379124341,12100,60500,1941.29,1535.086,153.295,47.113,4.573,6.302,228.477,234.06
FRG04,FR,Winter barley,2004,6.3,1.84054963339749,11254,70900.2,1668.006,1300.629,35.369,16.37,0.352,9.466,239.372,202.869
FRG04,FR,Winter barley,2005,6.2,1.82454929205105,12500,77500,1729.017,1429.781,80.927,67.45,0.132,10.871,223.338,225.084
FRG04,FR,Winter barley,2006,5.7,1.7404661748405,14100,80370,1795.847,1495.807,97.573,97.279,3.342,14.602,181.204,240.47
FRG04,FR,Winter barley,2007,5.3,1.66770682055808,14700,77910,1683.125,1391.632,6.17,2.645,0,1.887,394.436,380.681
FRG04,FR,Winter barley,2008,7,1.94591014905531,15446,108122,1623.088,1298.634,20.652,14.362,1.416,6.819,284.495,310.492
FRG04,FR,Winter barley,2009,6.9,1.93152141160321,17000,117300,1726.196,1350.833,50.319,19.421,0,6.465,216.881,234.345
FRG04,FR,Winter barley,2010,6.1,1.80828877117927,14823,90420.3,1690.63,1378.985,48.512,44.125,0.565,11.142,169.677,205.74
FRG04,FR,Winter barley,2011,5.5,1.70474809223843,11850,65175,1731.108,1440.548,23.461,16.785,0.571,5.04,228.181,154.594
FRG04,FR,Winter barley,2012,7,1.94591014905531,12737,89159,1566.736,1268.808,35.986,14.04,0.989,4.026,384.758,386.156
FRG04,FR,Winter barley,2013,6.2,1.82454929205105,11460,71052,1609.059,1228.293,45.858,35.054,3.559,12.04,266.579,327.692
FRG04,FR,Winter barley,2014,6.9,1.93152141160321,14952,103168.8,1634.221,1386.116,17.929,17.929,0,2.028,381.116,303.512
FRG04,FR,Winter barley,2015,7.5,2.01490302054226,17641,132307.5,1787.085,1414.722,77.331,48.947,0,6.095,260.281,192.87
FRG04,FR,Winter barley,2016,5.1,1.62924053973028,19700,100470,1657.569,1245.029,68.178,19.951,2.815,7.124,258.411,331.118
FRG04,FR,Winter barley,2017,6.9,1.93152141160321,20106,138731.4,1810.352,1530.29,86.123,68.957,3.576,3.797,238.978,224.465
FRG04,FR,Winter barley,2018,6.1,1.80828877117927,17367,105938.7,1966.08,1572.362,93.819,52.285,0,4.757,277.726,328.971
FRG04,FR,Winter barley,2019,7.29,1.98650354602057,20342,148293.2,1793.586,1460.256,127.455,99.348,2.696,3.305,195.882,208.789
