NUTS_ID,cntr,crop,year,yield_t_ha,ln_yield,area_ha,production_t,gdd_aa,gdd_mj,heat_aa,heat_mj,frost_aa,frost_mj,precip_aa,precip_mj
DEG0L,DE,Spring barley,2017,5.4,1.68639895357023,1806.28,,1554.652,1214.354,28.707,21.888,4.456,10.53,374.115,320.452
DEG0L,DE,Spring barley,2018,5.8,1.75785791755237,2046.92,,1870.132,1409.512,99.711,46.257,1.836,20.709,184.181,199.913
DEG0L,DE,Spring barley,2019,5.42,1.69009581545155,2077.27,,1654.35,1267.347,82.843,63.424,9.056,11.775,218.03,215.335
DEG0L,DE,Spring barley,2020,6.09,1.80664808172181,1040.33,,1549.528,1120.684,46.171,3.146,9.885,22.822,317.835,245.849
DEG0L,DE,Spring barley,2021,4.86,1.5810384379124,2015.92,,1381.298,1082.269,16.155,14.209,15.778,26.961,441.253,331.757
DEG0L,DE,Spring barley,2022,4.09,1.40854497005471,2410.76,,1677.471,1251.15,90.466,60.528,10.131,31.552,202.812,145.275
DEG0L,DE,Total barley,1999,6.17,1.8196988379173,9617,59292.88,1424.995,1107.818,10.551,10.142,3.025,10.219,330.03,320.636
DEG0L,DE,Total barley,2003,4.78,1.56444054650336,8600,41105.64,1713.948,1276.79,93.292,38.939,9.541,23.619,217.703,217.266
DEG0L,DE,Total barley,2007,6.38,1.8531680973567,7637,48747.02,1574.46,1256.507,23.815,23.498,6.029,15.655,420.649,366.599
DEG0L,DE,Total barley,2010,6.59,1.88555334851442,6843,45118.26,1429.967,1140.109,51.334,49.261,5.292,18.927,453.32,311.07
DEG0L,DE,Total barley,2016,7.26,1.9823798288367,6275,45525.62,1538.587,1149.247,35.527,16.494,8.48,21.17,266.254,272.903
DEG0L,DE,Winter barley,1999,7,1.94591014905531,4693,32851,1424.995,1107.818,10.551,10.142,3.025,10.219,330.03,320.636
DEG0L,DE,Winter barley,2000,7.04,1.95160817016995,5389.29,,1528.881,1152.534,29.016,19.067,2.533,9.162,256.807,302.763
DEG0L,DE,Winter barley,2001,7.35,1.99470031322475,5408.86,,1443.194,1049.903,31.632,9.077,6,19.333,279.107,349.578
DEG0L,DE,Winter barley,2002,6.24,1.83098018238134,4997.22,,1521.296,1141.423,30.108,26.681,7.65,19.713,328.497,233.763
DEG0L,DE,Winter barley,2003,4.61,1.52822785700856,3387,15614.07,1713.948,1276.79,93.292,38.939,9.541,23.619,217.703,217.266
DEG0L,DE,Winter barley,2004,7.46,2.00955541421567,4939.66,,1358.137,992.866,11.533,5.785,1.383,20.073,294.562,284.202
DEG0L,DE,Winter barley,2005,6.64,1.89311196348834,4845.58,,1400.665,1124.478,27.818,27.739,8.597,27.138,310.049,252.967
DEG0L,DE,Winter barley,2006,7.02,1.94876321803772,5244.95,,1502.671,1218.756,58.088,58.088,3.256,26.603,306.763,275.235
DEG0L,DE,Winter barley,2007,7.36,1.99605993274078,4711,34672.96,1574.46,1256.507,23.815,23.498,6.029,15.655,420.649,366.599
DEG0L,DE,Winter barley,2008,7.06,1.95444505150515,4990.65,,1506.158,1139.232,33.974,27.548,3.198,17.702,261.84,257.721
DEG0L,DE,Winter barley,2009,7.63,2.03208784529637,5308.87,,1560.434,1140.979,9.554,0.637,1,13.757,303.208,313.817
DEG0L,DE,Winter barley,2010,7.26,1.9823798288367,4221.21,30645.98,1429.967,1140.109,51.334,49.261,5.292,18.927,453.32,311.07
DEG0L,DE,Winter barley,2011,5.56,1.71559810826249,4631.89,,1549.349,1181.54,16.29,3.173,2.118,18.07,303.964,271.621
DEG0L,DE,Winter barley,2012,7.47,2.01089499914473,4521.73,,1529.317,1163.735,44.474,19.882,8.168,17.033,271.917,241.547
DEG0L,DE,Winter barley,2013,6.59,1.88555334851442,4787.08,,1500.466,1098.015,50.59,33.988,8,37.512,395.754,385.128
DEG0L,DE,Winter barley,2014,8.73,2.16676536985151,4853.49,,1496.719,1225.111,29.71,27.467,3.138,17.001,367.438,278.474
DEG0L,DE,Winter barley,2015,8.65,2.15755932094379,4630.72,,1592.266,1138.007,104.975,48.083,11.049,22.151,264.726,228.986
DEG0L,DE,Winter barley,2016,8.37,2.12465388450138,3870.83,32398.85,1538.587,1149.247,35.527,16.494,8.48,21.17,266.254,272.903
DEG0L,DE,Winter barley,2017,8.12,2.09433015417359,4602.2,,1554.652,1214.354,28.707,21.888,4.456,10.53,374.115,320.452
DEG0L,DE,Winter barley,2018,7.29,1.98650354602057,4644.29,,1870.132,1409.512,99.711,46.257,1.836,20.709,184.181,199.913
DEG0L,DE,Winter barley,2019,7.85,2.06051353179432,5253.48,,1654.35,1267.347,82.843,63.424,9.056,11.775,218.03,215.335
DEG0L,DE,Winter barley,2020,7.47,2.01089499914473,5232.05,,1549.528,1120.684,46.171,3.146,9.885,22.822,317.835,245.849
DEG0L,DE,Winter barley,2021,8.06,2.08691355651854,4894.9,,1381.298,1082.269,16.155,14.209,15.778,26.961,441.253,331.757
DEG0L,DE,Winter barley,2022,8.18,2.10169215061466,4712.83,,1677.471,1251.15,90.466,60.528,10.131,31.552,202.812,145.275
DEG0M,DE,Soft wheat,1999,7.65,2.03470564783844,10842.65,82946.3,1531.958,1199.557,16.54,15.068,2.39,9.553,323.349,322.136
DEG0M,DE,Soft wheat,2000,7.56,2.02287119019144,12750.01,,1639.515,1253.02,40.696,25.84,1.743,7.083,239.599,282.781
DEG0M,DE,Soft wheat,2001,8.02,2.08193842187842,12628.66,,1551.736,1145.886,40.195,13.786,5.021,17.037,290.6,344.713
DEG0M,DE,Soft wheat,2002,6.43,1.86097453824953,12785.63,,1628.863,1235.046,33.904,30.041,7.647,17.572,426.478,275.057
DEG0M,DE,Soft wheat,2003,6.38,1.8531680973567,11609.26,74067.06,1821.676,1372.155,111.685,50.186,8.987,21.265,179.983,186.196
DEG0M,DE,Soft wheat,2004,8.83,2.17815501461587,13183.24,,1480.849,1101.723,17.192,8.414,1.275,18.891,323.405,318.744
DEG0M,DE,Soft wheat,2005,8.38,2.12584791449399,13438.12,,1469.851,1179.027,30.102,29.669,7.371,25.277,316.109,252.481
DEG0M,DE,Soft wheat,2006,7.36,1.99605993274078,13181.12,,1584.045,1279.348,74.185,74.185,1.727,24.727,281.223,253.297
DEG0M,DE,Soft wheat,2007,7.59,2.02683159140754,12856.69,97582.31,1651.103,1324.815,34.629,33.385,5.869,11.197,415.816,345.295
DEG0M,DE,Soft wheat,2008,8.82,2.1770218700187,13055.7,,1574.032,1198.453,38.946,30.374,4.688,18.672,273.276,259.664
DEG0M,DE,Soft wheat,2009,8.1,2.09186406167839,13466.8,,1625.463,1204.815,17.922,2.585,1,11.374,301.938,309.349
DEG0M,DE,Soft wheat,2010,7.1,1.96009478404727,13556,96247.6,1496.2,1192.12,55.919,51.855,4.532,17.386,427.958,292.258
DEG0M,DE,Soft wheat,2011,8.21,2.10535292346434,13924.1,,1602.026,1232.193,17.657,5.065,1.674,18.075,345.734,304.572
DEG0M,DE,Soft wheat,2012,8.62,2.1540850846756,13114.82,,1574.802,1215.256,49.159,23.608,7.019,13.731,292.357,262.651
DEG0M,DE,Soft wheat,2013,7.53,2.0188950418118,13252.06,,1567.368,1157.04,54.105,35.977,8,37.966,414.007,400.569
DEG0M,DE,Soft wheat,2014,9.27,2.22678337957776,13439.99,,1560.46,1270.43,35.28,31.62,3.659,17.997,354.235,279.703
DEG0M,DE,Soft wheat,2015,9.76,2.278292400425,13287.34,,1631.165,1172.091,114.781,49.682,8.585,17.392,290.11,253.723
DEG0M,DE,Soft wheat,2016,9.39,2.23964529322017,12911,121234.29,1594.624,1201.131,43.618,21.438,5.91,17.476,245.526,261.311
DEG0M,DE,Soft wheat,2017,8.95,2.19165353228676,13104.49,,1613.053,1269.492,38.092,27.392,3.693,9.401,346.391,301.566
DEG0M,DE,Soft wheat,2018,7.65,2.03470564783844,12947.7,,1935.462,1463.995,126.613,62.27,2.273,20.273,153.245,161.884
DEG0M,DE,Soft wheat,2019,8.34,2.12106321637066,13476.53,,1716.522,1323.468,99.074,72.525,9.695,11.422,209.744,211.876
DEG0M,DE,Soft wheat,2020,9.04,2.20165917440409,11881,107404.24,1631.315,1186.934,60.098,8.591,9.517,24.175,241.009,193.153
DEG0M,DE,Soft wheat,2021,7.94,2.07191327525904,11983.2,,1461.247,1151.209,22.529,19.076,14.215,25.743,455.084,335.553
DEG0M,DE,Soft wheat,2022,8.38,2.12584791449399,12343.73,,1726.534,1293.394,99.992,65.706,8.875,29.519,178.713,142.082
DEG0M,DE,Spring barley,1999,5.35,1.67709656090792,2233,11946.55,1531.958,1199.557,16.54,15.068,2.39,9.553,323.349,322.136
DEG0M,DE,Spring barley,2000,4.3,1.45861502269952,652.49,,1639.515,1253.02,40.696,25.84,1.743,7.083,239.599,282.781
DEG0M,DE,Spring barley,2001,5.51,1.70656462316482,322.58,,1551.736,1145.886,40.195,13.786,5.021,17.037,290.6,344.713
DEG0M,DE,Spring barley,2002,4.4,1.48160454092422,281.030000000001,,1628.863,1235.046,33.904,30.041,7.647,17.572,426.478,275.057
DEG0M,DE,Spring barley,2003,5.06,1.62136648329937,1697,8586.82,1821.676,1372.155,111.685,50.186,8.987,21.265,179.983,186.196
DEG0M,DE,Spring barley,2004,6.27,1.83577635464483,,,1480.849,1101.723,17.192,8.414,1.275,18.891,323.405,318.744
DEG0M,DE,Spring barley,2005,5.34,1.6752256529721,422.09,,1469.851,1179.027,30.102,29.669,7.371,25.277,316.109,252.481
DEG0M,DE,Spring barley,2006,5.54,1.71199450075919,426.74,,1584.045,1279.348,74.185,74.185,1.727,24.727,281.223,253.297
DEG0M,DE,Spring barley,2007,4.54,1.51292701205326,994,4512.76,1651.103,1324.815,34.629,33.385,5.869,11.197,415.816,345.295
DEG0M,DE,Spring barley,2008,5.61,1.72455071953461,1156.48,,1574.032,1198.453,38.946,30.374,4.688,18.672,273.276,259.664
DEG0M,DE,Spring barley,2009,5.42,1.69009581545155,540.139999999999,,1625.463,1204.815,17.922,2.585,1,11.374,301.938,309.349
DEG0M,DE,Spring barley,2010,5.65,1.73165554515835,870.3,4917.21,1496.2,1192.12,55.919,51.855,4.532,17.386,427.958,292.258
DEG0M,DE,Spring barley,2011,5.36,1.67896397508271,571.62,,1602.026,1232.193,17.657,5.065,1.674,18.075,345.734,304.572
DEG0M,DE,Spring barley,2012,6.02,1.79508725932073,682.73,,1574.802,1215.256,49.159,23.608,7.019,13.731,292.357,262.651
DEG0M,DE,Spring barley,2013,5.57,1.71739505393919,316.68,,1567.368,1157.04,54.105,35.977,8,37.966,414.007,400.569
DEG0M,DE,Spring barley,2014,7.15,1.96711235670592,134.06,,1560.46,1270.43,35.28,31.62,3.659,17.997,354.235,279.703
DEG0M,DE,Spring barley,2015,6.6,1.88706964903238,254.719999999999,,1631.165,1172.091,114.781,49.682,8.585,17.392,290.11,253.723
DEG0M,DE,Spring barley,2016,5.85,1.76644166124377,845.4,4945.6,1594.624,1201.131,43.618,21.438,5.91,17.476,245.526,261.311
DEG0M,DE,Spring barley,2017,5.97,1.78674692740451,288.32,,1613.053,1269.492,38.092,27.392,3.693,9.401,346.391,301.566
DEG0M,DE,Spring barley,2018,5.92,1.77833644889591,509.7,,1935.462,1463.995,126.613,62.27,2.273,20.273,153.245,161.884
DEG0M,DE,Spring barley,2019,6.68,1.89911798754855,306.72,,1716.522,1323.468,99.074,72.525,9.695,11.422,209.744,211.876
DEG0M,DE,Spring barley,2020,6.78,1.9139771019523,,,1631.315,1186.934,60.098,8.591,9.517,24.175,241.009,193.153
DEG0M,DE,Spring barley,2021,4.83,1.57484646766448,178.59,,1461.247,1151.209,22.529,19.076,14.215,25.743,455.084,335.553
DEG0M,DE,Spring barley,2022,6.23,1.82937633279936,487.51,,1726.534,1293.394,99.992,65.706,8.875,29.519,178.713,142.082
DEG0M,DE,Total barley,1999,6.79,1.9154509415706,7205,48888.51,1531.958,1199.557,16.54,15.068,2.39,9.553,323.349,322.136
DEG0M,DE,Total barley,2003,5.16,1.64093657949347,5532,28567.17,1821.676,1372.155,111.685,50.186,8.987,21.265,179.983,186.196
DEG0M,DE,Total barley,2007,7.33,1.99197551589856,4950,36279.44,1651.103,1324.815,34.629,33.385,5.869,11.197,415.816,345.295
DEG0M,DE,Total barley,2010,7.64,2.03339760317843,4334,33111.71,1496.2,1192.12,55.919,51.855,4.532,17.386,427.958,292.258
DEG0M,DE,Total barley,2016,7.99,2.07819075977818,4210,33645.62,1594.624,1201.131,43.618,21.438,5.91,17.476,245.526,261.311
DEG0M,DE,Winter barley,1999,7.43,2.00552585872967,4972,36941.96,1531.958,1199.557,16.54,15.068,2.39,9.553,323.349,322.136
DEG0M,DE,Winter barley,2000,7.74,2.04640168760164,5779.81,,1639.515,1253.02,40.696,25.84,1.743,7.083,239.599,282.781
DEG0M,DE,Winter barley,2001,7.65,2.03470564783844,5886.11,,1551.736,1145.886,40.195,13.786,5.021,17.037,290.6,344.713
DEG0M,DE,Winter barley,2002,6.18,1.8213182714696,5511.65,,1628.863,1235.046,33.904,30.041,7.647,17.572,426.478,275.057
DEG0M,DE,Winter barley,2003,5.21,1.65057985576528,3835,19980.35,1821.676,1372.155,111.685,50.186,8.987,21.265,179.983,186.196
DEG0M,DE,Winter barley,2004,7.59,2.02683159140754,5087.11,,1480.849,1101.723,17.192,8.414,1.275,18.891,323.405,318.744
DEG0M,DE,Winter barley,2005,7.66,2.0360119837525,4631.8,,1469.851,1179.027,30.102,29.669,7.371,25.277,316.109,252.481
DEG0M,DE,Winter barley,2006,7.78,2.0515563381903,4859.29,,1584.045,1279.348,74.185,74.185,1.727,24.727,281.223,253.297
DEG0M,DE,Winter barley,2007,8.03,2.08318452795867,3956,31766.68,1651.103,1324.815,34.629,33.385,5.869,11.197,415.816,345.295
DEG0M,DE,Winter barley,2008,8,2.07944154167984,4195.04,,1574.032,1198.453,38.946,30.374,4.688,18.672,273.276,259.664
DEG0M,DE,Winter barley,2009,8.1,2.09186406167839,4385.59,,1625.463,1204.815,17.922,2.585,1,11.374,301.938,309.349
DEG0M,DE,Winter barley,2010,8.14,2.09679018001445,3463.7,28194.5,1496.2,1192.12,55.919,51.855,4.532,17.386,427.958,292.258
DEG0M,DE,Winter barley,2011,6.71,1.90359895098359,3826.35,,1602.026,1232.193,17.657,5.065,1.674,18.075,345.734,304.572
DEG0M,DE,Winter barley,2012,8.34,2.12106321637066,3790.28,,1574.802,1215.256,49.159,23.608,7.019,13.731,292.357,262.651
DEG0M,DE,Winter barley,2013,7.1,1.96009478404727,4072.59,,1567.368,1157.04,54.105,35.977,8,37.966,414.007,400.569
DEG0M,DE,Winter barley,2014,8.9,2.18605127673809,4129.09,,1560.46,1270.43,35.28,31.62,3.659,17.997,354.235,279.703
DEG0M,DE,Winter barley,2015,9.14,2.21266038546606,3999.26,,1631.165,1172.091,114.781,49.682,8.585,17.392,290.11,253.723
DEG0M,DE,Winter barley,2016,8.53,2.14358936150359,3364.6,28700.02,1594.624,1201.131,43.618,21.438,5.91,17.476,245.526,261.311
DEG0M,DE,Winter barley,2017,8.59,2.15059873599616,3984,,1613.053,1269.492,38.092,27.392,3.693,9.401,346.391,301.566
DEG0M,DE,Winter barley,2018,7.88,2.06432790386979,3951.11,,1935.462,1463.995,126.613,62.27,2.273,20.273,153.245,161.884
DEG0M,DE,Winter barley,2019,9.1,2.2082744135228,4469.38,,1716.522,1323.468,99.074,72.525,9.695,11.422,209.744,211.876
DEG0M,DE,Winter barley,2020,8.07,2.08815348228186,4770.4,,1631.315,1186.934,60.098,8.591,9.517,24.175,241.009,193.153
DEG0M,DE,Winter barley,2021,8.69,2.1621729392773,4463,,1461.247,1151.209,22.529,19.076,14.215,25.743,455.084,335.553
DEG0M,DE,Winter barley,2022,9.73,2.27521389619791,4296.99,,1726.534,1293.394,99.992,65.706,8.875,29.519,178.713,142.082
DEG0N,DE,Soft wheat,1999,6.56,1.880990602956,1652,10837.12,1432.635,1121.222,9.043,8.621,2.518,10.11,348.63,333.772
DEG0N,DE,Soft wheat,2000,6.96,1.94017947434633,864.41,,1450.089,1106.211,18.211,15.221,3.454,7.782,297.947,333.601
DEG0N,DE,Soft wheat,2001,7.4,2.00148000021012,856.18,,1429.448,1055.282,24.248,7.102,6.81,21.583,301.529,357.59
DEG0N,DE,Soft wheat,2002,5.81,1.75958057086382,866.82,,1472.369,1098.986,19.3,17.004,6,20.518,357.443,332.261
DEG0N,DE,Soft wheat,2003,6.21,1.82616089594539,1700,10557,1711.755,1271.743,87.044,21.862,9,21.963,201.262,207.374
DEG0N,DE,Soft wheat,2004,7.73,2.04510886259933,893.78,,1338.091,981.165,9.401,1.569,2.57,21.723,396.527,350.789
DEG0N,DE,Soft wheat,2005,7.24,1.97962120639763,911.06,,1343.482,1078.661,16.891,16.453,8.169,26.307,323.686,305.711
DEG0N,DE,Soft wheat,2006,6.7,1.90210752639692,893.64,,1435.985,1164.198,52.252,52.252,5.481,29.328,375.305,354.355
DEG0N,DE,Soft wheat,2007,7.31,1.98924327376169,1676,12251.56,1488.267,1185.343,15.543,15.136,5.964,18.445,409.65,414.866
DEG0N,DE,Soft wheat,2008,7.42,2.00417905717929,885.13,,1453.651,1102.535,26.827,21.376,3.935,19.336,240.254,276.879
DEG0N,DE,Soft wheat,2009,7.31,1.98924327376169,913,,1487.182,1093.899,8.567,0.119,1,15,336.017,374.404
DEG0N,DE,Soft wheat,2010,6.41,1.85785927093258,1640,10512.4,1376.917,1091.711,43.817,43.573,7.344,20.344,367.958,246.102
DEG0N,DE,Soft wheat,2011,6.31,1.84213567655312,944.01,,1470.47,1122.604,10.211,3.119,5.482,25.117,307.993,240.716
DEG0N,DE,Soft wheat,2012,6.27,1.83577635464483,889.14,,1429.381,1092.998,23.43,10.155,8.607,16.469,343.735,306.329
DEG0N,DE,Soft wheat,2013,7.55,2.02154756326093,898.44,,1425.234,1040.268,38.147,25.729,7.963,36.356,381.625,365.235
DEG0N,DE,Soft wheat,2014,7.75,2.04769284336526,911.19,,1426.677,1170.665,18.175,18.175,3.672,19.38,445.297,347.315
DEG0N,DE,Soft wheat,2015,6.61,1.8885836538636,900.84,,1523.829,1087.137,81.168,43.01,10.242,27.358,224.853,215.571
DEG0N,DE,Soft wheat,2016,8.12,2.09433015417359,1712,13901.44,1462.922,1089.294,33.305,13.591,10.862,23.534,262.481,283.07
DEG0N,DE,Soft wheat,2017,7.55,2.02154756326093,888.44,,1481.551,1167.526,15.806,15.56,8.073,15.592,440.089,393.003
DEG0N,DE,Soft wheat,2018,5.72,1.74396880539171,877.81,,1827.249,1389.487,82.374,40.896,3.329,24.329,155.098,193.993
DEG0N,DE,Soft wheat,2019,7.06,1.95444505150515,913.66,,1543.564,1174.395,64.85,51.764,8.38,12.533,285.492,295.344
DEG0N,DE,Soft wheat,2020,7.48,2.01223279198639,1672,12506.56,1494.54,1080.921,36.381,2.747,8.899,22.964,261.902,243.904
DEG0N,DE,Spring barley,1999,5.05,1.61938824328727,451,2277.55,1432.635,1121.222,9.043,8.621,2.518,10.11,348.63,333.772
DEG0N,DE,Spring barley,2000,3.91,1.36353737399727,258.03,,1450.089,1106.211,18.211,15.221,3.454,7.782,297.947,333.601
DEG0N,DE,Spring barley,2001,6.04,1.79840401194672,330.17,,1429.448,1055.282,24.248,7.102,6.81,21.583,301.529,357.59
DEG0N,DE,Spring barley,2002,3.99,1.38379123090177,313.11,,1472.369,1098.986,19.3,17.004,6,20.518,357.443,332.261
DEG0N,DE,Spring barley,2003,5.07,1.62334081760309,423,2144.61,1711.755,1271.743,87.044,21.862,9,21.963,201.262,207.374
DEG0N,DE,Spring barley,2004,6.01,1.79342474854712,246.51,,1338.091,981.165,9.401,1.569,2.57,21.723,396.527,350.789
DEG0N,DE,Spring barley,2005,4.22,1.43983512804792,305.22,,1343.482,1078.661,16.891,16.453,8.169,26.307,323.686,305.711
DEG0N,DE,Spring barley,2006,4.59,1.52388002407245,282.35,,1435.985,1164.198,52.252,52.252,5.481,29.328,375.305,354.355
DEG0N,DE,Spring barley,2007,4.25,1.44691898293633,356,1513,1488.267,1185.343,15.543,15.136,5.964,18.445,409.65,414.866
DEG0N,DE,Spring barley,2008,4.21,1.43746264769429,466.7,,1453.651,1102.535,26.827,21.376,3.935,19.336,240.254,276.879
DEG0N,DE,Spring barley,2009,5.11,1.63119940421561,377.84,,1487.182,1093.899,8.567,0.119,1,15,336.017,374.404
DEG0N,DE,Spring barley,2010,5.04,1.61740608208328,384.36,1937.16,1376.917,1091.711,43.817,43.573,7.344,20.344,367.958,246.102
DEG0N,DE,Spring barley,2011,4.72,1.55180879959746,281.2,,1470.47,1122.604,10.211,3.119,5.482,25.117,307.993,240.716
DEG0N,DE,Spring barley,2012,5.76,1.7509374747078,404.24,,1429.381,1092.998,23.43,10.155,8.607,16.469,343.735,306.329
DEG0N,DE,Spring barley,2013,6.51,1.87333945622048,347.09,,1425.234,1040.268,38.147,25.729,7.963,36.356,381.625,365.235
DEG0N,DE,Spring barley,2014,6.4,1.85629799036563,312.77,,1426.677,1170.665,18.175,18.175,3.672,19.38,445.297,347.315
DEG0N,DE,Spring barley,2015,5.49,1.70292825552144,258.91,,1523.829,1087.137,81.168,43.01,10.242,27.358,224.853,215.571
DEG0N,DE,Spring barley,2016,4.85,1.57897870494939,394.83,1914.92,1462.922,1089.294,33.305,13.591,10.862,23.534,262.481,283.07
DEG0N,DE,Spring barley,2017,5.45,1.69561560867515,255.67,,1481.551,1167.526,15.806,15.56,8.073,15.592,440.089,393.003
DEG0N,DE,Total barley,1999,6.19,1.8229350866965,983,6086.67,1432.635,1121.222,9.043,8.621,2.518,10.11,348.63,333.772
DEG0N,DE,Total barley,2003,5.08,1.62531126159039,744,3778.5,1711.755,1271.743,87.044,21.862,9,21.963,201.262,207.374
DEG0N,DE,Total barley,2007,5.5,1.70474809223843,816,4489.2,1488.267,1185.343,15.543,15.136,5.964,18.445,409.65,414.866
DEG0N,DE,Total barley,2010,6.21,1.82616089594539,881,5473.26,1376.917,1091.711,43.817,43.573,7.344,20.344,367.958,246.102
DEG0N,DE,Total barley,2016,6.31,1.84213567655312,905,5710.6,1462.922,1089.294,33.305,13.591,10.862,23.534,262.481,283.07
DEG0N,DE,Winter barley,1999,7.16,1.96850998097255,532,3809.12,1432.635,1121.222,9.043,8.621,2.518,10.11,348.63,333.772
DEG0N,DE,Winter barley,2000,6.3,1.84054963339749,624.84,,1450.089,1106.211,18.211,15.221,3.454,7.782,297.947,333.601
DEG0N,DE,Winter barley,2001,6.58,1.88403474533723,556.79,,1429.448,1055.282,24.248,7.102,6.81,21.583,301.529,357.59
DEG0N,DE,Winter barley,2002,5.35,1.67709656090792,514.42,,1472.369,1098.986,19.3,17.004,6,20.518,357.443,332.261
DEG0N,DE,Winter barley,2003,5.09,1.62727783056243,321,1633.89,1711.755,1271.743,87.044,21.862,9,21.963,201.262,207.374
DEG0N,DE,Winter barley,2004,6.81,1.91839212016142,442.36,,1338.091,981.165,9.401,1.569,2.57,21.723,396.527,350.789
DEG0N,DE,Winter barley,2005,5.55,1.71379792775834,498.81,,1343.482,1078.661,16.891,16.453,8.169,26.307,323.686,305.711
DEG0N,DE,Winter barley,2006,6.01,1.79342474854712,539.92,,1435.985,1164.198,52.252,52.252,5.481,29.328,375.305,354.355
DEG0N,DE,Winter barley,2007,6.47,1.86717610851281,460,2976.2,1488.267,1185.343,15.543,15.136,5.964,18.445,409.65,414.866
DEG0N,DE,Winter barley,2008,5.8,1.75785791755237,506.3,,1453.651,1102.535,26.827,21.376,3.935,19.336,240.254,276.879
DEG0N,DE,Winter barley,2009,6.83,1.9213246735827,538.58,,1487.182,1093.899,8.567,0.119,1,15,336.017,374.404
DEG0N,DE,Winter barley,2010,7.12,1.96290772542388,496.64,3536.09,1376.917,1091.711,43.817,43.573,7.344,20.344,367.958,246.102
DEG0N,DE,Winter barley,2011,5.51,1.70656462316482,537.03,,1470.47,1122.604,10.211,3.119,5.482,25.117,307.993,240.716
DEG0N,DE,Winter barley,2012,4.56,1.51732262352629,531.97,,1429.381,1092.998,23.43,10.155,8.607,16.469,343.735,306.329
DEG0N,DE,Winter barley,2013,6.86,1.92570744173779,571.59,,1425.234,1040.268,38.147,25.729,7.963,36.356,381.625,365.235
DEG0N,DE,Winter barley,2014,7.49,2.01356879752913,579.52,,1426.677,1170.665,18.175,18.175,3.672,19.38,445.297,347.315
DEG0N,DE,Winter barley,2015,5.69,1.73871024813824,631.46,,1523.829,1087.137,81.168,43.01,10.242,27.358,224.853,215.571
DEG0N,DE,Winter barley,2016,7.44,2.006870848845,510.17,3795.68,1462.922,1089.294,33.305,13.591,10.862,23.534,262.481,283.07
DEG0N,DE,Winter barley,2017,6.35,1.8484548129046,618.21,,1481.551,1167.526,15.806,15.56,8.073,15.592,440.089,393.003
DEG0N,DE,Winter barley,2018,5.56,1.71559810826249,623.86,,1827.249,1389.487,82.374,40.896,3.329,24.329,155.098,193.993
DEG0N,DE,Winter barley,2019,6.84,1.92278773163446,627.28,,1543.564,1174.395,64.85,51.764,8.38,12.533,285.492,295.344
DEG0N,DE,Winter barley,2020,5.58,1.71918877639322,615.54,,1494.54,1080.921,36.381,2.747,8.899,22.964,261.902,243.904
DEG0P,DE,Soft wheat,1999,6.52,1.87487437593856,4661.08,30390.24,1416.341,1108.884,9.019,8.348,2.373,10.05,335.367,320.092
DEG0P,DE,Soft wheat,2000,6.52,1.87487437593856,10588.99,,1431.27,1090.835,17.97,15.386,3.927,9.26,299.999,328.483
DEG0P,DE,Soft wheat,2001,7.02,1.94876321803772,10488.21,,1414.429,1043.924,24.321,7.727,6.789,21.679,294.056,349.299
DEG0P,DE,Soft wheat,2002,5.5,1.70474809223843,10618.57,,1453.651,1083.735,18.972,16.736,6.252,21.266,353.609,332.647
DEG0P,DE,Soft wheat,2003,5.62,1.7263316639056,5672.17,31877.57,1698.82,1261.778,89.452,22.827,9.317,22.127,203.111,209.738
DEG0P,DE,Soft wheat,2004,7.32,1.99061032797322,10948.8,,1324.175,969.038,10.277,1.896,3.361,22.993,390.814,344.228
DEG0P,DE,Soft wheat,2005,6.62,1.89009536994892,11160.48,,1340.417,1079.14,17.205,16.671,9.268,26.322,326.156,305.362
DEG0P,DE,Soft wheat,2006,6.78,1.9139771019523,10947.03,,1428.333,1160.543,51.439,51.439,5.886,29.441,371.682,356.321
DEG0P,DE,Soft wheat,2007,6.64,1.89311196348834,6874.01,45643.39,1484.036,1183.949,15.095,14.585,6.163,18.288,413.811,415.796
DEG0P,DE,Soft wheat,2008,7.05,1.95302761682418,10842.87,,1451.479,1102.979,26.482,21.061,4.386,19.18,240.291,276.192
DEG0P,DE,Soft wheat,2009,7.39,2.00012773496011,11184.29,,1485.462,1095.429,8.344,0.372,0.87,14.868,333.606,370.138
DEG0P,DE,Soft wheat,2010,6.29,1.83896107071235,7808,49112.32,1368.4,1084.751,43.313,42.975,7.793,20.824,382.723,254.297
DEG0P,DE,Soft wheat,2011,6.29,1.83896107071235,11564.08,,1464.279,1117.441,10.513,3.495,5.597,25.235,313.917,241.814
DEG0P,DE,Soft wheat,2012,6.28,1.83736998048011,10891.97,,1423.632,1087.121,22.766,9.854,9.345,17.597,351.643,314.272
DEG0P,DE,Soft wheat,2013,7.43,2.00552585872967,11005.95,,1420.581,1037.024,38.162,25.801,7.928,35.744,379.973,361.176
DEG0P,DE,Soft wheat,2014,7.82,2.05668455455722,11162.02,,1419.484,1166.984,17.653,17.653,3.76,18.536,444.38,348.874
DEG0P,DE,Soft wheat,2015,6.41,1.85785927093258,11035.25,,1520.883,1085.61,82.996,44.487,10.687,27.393,231.997,217.28
DEG0P,DE,Soft wheat,2016,7.95,2.07317192866624,7726,61421.7,1453.628,1083.24,32.119,13.412,11.168,24.404,276.016,299.378
