model,NUTS_ID,year,gdd,heat,frost,precip,n_day,closed
ec-earth3,AL011,1989,1223.405,7.449,4.392,220.898,137,1
ec-earth3,AL011,1990,1231.291,25.761,5.79,172.747,141,1
ec-earth3,AL011,1991,1234.566,83.912,27.549,293.738,172,1
ec-earth3,AL011,1992,1220.625,31.813,29.902,202.209,156,1
ec-earth3,AL011,1993,1220.535,82.173,29.763,231.84,150,1
ec-earth3,AL011,1994,1218.157,48.054,8.387,338.823,162,1
ec-earth3,AL011,1995,1230.971,54.837,11.096,270.186,153,1
ec-earth3,AL011,1996,1234.165,80.362,25.489,323.836,169,1
ec-earth3,AL011,1997,1225.77,93.117,26.009,200.182,173,1
ec-earth3,AL011,1998,1227.539,45.547,25.203,236.183,166,1
ec-earth3,AL011,1999,1218.523,93.076,33.683,272.399,160,1
ec-earth3,AL011,2000,1223.682,80.499,21.619,218.34,135,1
ec-earth3,AL011,2001,1226.639,27.322,7.014,292.938,155,1
ec-earth3,AL011,2002,1225.202,13.871,0.512,179.025,135,1
ec-earth3,AL011,2003,1222.895,163.644,41.792,296.692,166,1
ec-earth3,AL011,2004,1231.444,36.777,22.095,451.842,159,1
ec-earth3,AL011,2005,1224.806,38.526,34.416,313.829,154,1
ec-earth3,AL011,2006,1225.865,65.999,13.795,298.156,139,1
ec-earth3,AL011,2007,1228.501,31.381,9.05,286.673,150,1
ec-earth3,AL011,2008,1221.774,49.931,13.185,239.212,154,1
ec-earth3,AL011,2009,1232.64,83.268,18.822,355.087,149,1
ec-earth3,AL011,2010,1213.14,59.742,22.888,400.249,161,1
ec-earth3,AL011,2011,1217.372,44.833,19.999,215.06,158,1
ec-earth3,AL011,2012,1215.97,124.657,6.53,165.971,119,1
ec-earth3,AL011,2013,1233.065,49.102,10.451,419.809,148,1
ec-earth3,AL011,2014,1218.385,47.287,3.925,326.727,158,1
ec-earth3,AL011,2015,1229.568,102.878,18.572,330.624,152,1
ec-earth3,AL011,2016,1225.05,21.357,10.33,346.303,151,1
ec-earth3,AL011,2017,1235.544,48.506,2.322,186.755,129,1
ec-earth3,AL011,2018,1236.703,65.166,13.302,474.594,151,1
ec-earth3,AL011,2019,1221.334,78.076,6.696,162.49,135,1
ec-earth3,AL011,2020,1232.577,68.41,7.587,219.744,140,1
ec-earth3,AL011,2021,1227.902,71.975,22.482,531.249,164,1
ec-earth3,AL011,2022,1218.132,152.483,34.965,228.407,162,1
ec-earth3,AL011,2023,1228.556,39.96,10.986,389.064,163,1
ec-earth3,AL012,1989,1930.673,81.959,0.132,210.048,143,1
ec-earth3,AL012,1990,1902.64,127.792,0.132,168.48,138,1
ec-earth3,AL012,1991,1929.908,178.703,0.243,230.994,145,1
ec-earth3,AL012,1992,1921.572,182.949,1.942,172.101,148,1
ec-earth3,AL012,1993,1919.624,245.653,0.617,198.178,146,1
ec-earth3,AL012,1994,1916.422,187.788,0.111,233.293,152,1
ec-earth3,AL012,1995,1908.564,206.562,0.132,262.434,146,1
ec-earth3,AL012,1996,1915.927,229.141,1.103,423.206,152,1
ec-earth3,AL012,1997,1921.104,237.876,1.588,121.717,157,1
ec-earth3,AL012,1998,1903.179,164.107,1.831,161.973,154,1
ec-earth3,AL012,1999,1921.095,264.451,1.477,241.932,152,1
ec-earth3,AL012,2000,1914.83,263.128,1.831,147.226,134,1
ec-earth3,AL012,2001,1907.173,133.373,0.353,231.776,142,1
ec-earth3,AL012,2002,1923.839,135.252,0,104.668,132,1
ec-earth3,AL012,2003,1919.36,314.284,7.155,127.992,147,1
ec-earth3,AL012,2004,1913.497,110.322,2.456,291.146,144,1
ec-earth3,AL012,2005,1911.538,199.914,1.827,221.088,135,1
ec-earth3,AL012,2006,1923.224,203.216,2.489,258.86,136,1
ec-earth3,AL012,2007,1917.969,154.993,0.485,209.125,144,1
ec-earth3,AL012,2008,1901.287,196.083,3.214,221.009,147,1
ec-earth3,AL012,2009,1913.207,253.467,2.942,227.867,146,1
ec-earth3,AL012,2010,1921.986,178.5,1.617,321.197,144,1
ec-earth3,AL012,2011,1919.015,227.722,1.507,128.519,141,1
ec-earth3,AL012,2012,1919.773,303.837,0.243,149.348,129,1
ec-earth3,AL012,2013,1912.468,193.396,0.375,392.226,144,1
ec-earth3,AL012,2014,1916.31,157.715,0.243,393.597,151,1
ec-earth3,AL012,2015,1927.723,277.71,1.699,244.158,144,1
ec-earth3,AL012,2016,1904.029,122.451,0,314.842,139,1
ec-earth3,AL012,2017,1908.868,222.622,0,128.651,133,1
ec-earth3,AL012,2018,1915.676,267.497,0.971,428.318,141,1
ec-earth3,AL012,2019,1928.129,212.771,0.353,154.967,139,1
ec-earth3,AL012,2020,1910.416,184.763,0,165.76,142,1
ec-earth3,AL012,2021,1923.475,252.544,3.082,299.904,151,1
ec-earth3,AL012,2022,1923.254,343.879,2.082,176.345,140,1
ec-earth3,AL012,2023,1929.168,206.262,1.456,256.996,153,1
ec-earth3,AL013,1989,1123.12,5.292,6.396,254.287,137,1
ec-earth3,AL013,1990,1130.945,19.381,8.598,186.146,143,1
ec-earth3,AL013,1991,1132.289,75.174,31.178,297.015,173,1
ec-earth3,AL013,1992,1127.523,29.524,25.38,238.268,142,1
ec-earth3,AL013,1993,1118.016,73.078,40.727,259.182,151,1
ec-earth3,AL013,1994,1134.753,43.871,13.547,350.94,164,1
ec-earth3,AL013,1995,1130.284,48.146,34.122,404.128,176,1
ec-earth3,AL013,1996,1132.94,75.21,40.777,349.698,175,1
ec-earth3,AL013,1997,1134.448,83.784,34.286,256.923,176,1
ec-earth3,AL013,1998,1120.734,46.807,32.683,252.621,167,1
ec-earth3,AL013,1999,1133.786,84.122,38.919,320.347,162,1
ec-earth3,AL013,2000,1122.859,81.289,26.938,235.715,135,1
ec-earth3,AL013,2001,1131.767,29.959,12.791,338.767,158,1
ec-earth3,AL013,2002,1115.535,12.886,2.742,220.957,136,1
ec-earth3,AL013,2003,1129.321,151.292,49.853,310.22,168,1
ec-earth3,AL013,2004,1119.8,37.623,27.202,463.58,162,1
ec-earth3,AL013,2005,1134.815,46.036,18.176,274.832,132,1
ec-earth3,AL013,2006,1133.71,67.608,20.187,338.132,142,1
ec-earth3,AL013,2007,1135.418,33.48,10.27,308.35,150,1
ec-earth3,AL013,2008,1124.042,46.221,15.1,268.694,156,1
ec-earth3,AL013,2009,1121.348,71.392,22.247,356.261,148,1
ec-earth3,AL013,2010,1127.152,61.782,29.894,490.569,166,1
ec-earth3,AL013,2011,1130.524,44.711,27.81,253.382,161,1
ec-earth3,AL013,2012,1136.468,109.863,9.286,180.078,118,1
ec-earth3,AL013,2013,1126.607,40.315,12.897,526.025,151,1
ec-earth3,AL013,2014,1134.924,35.521,4.665,379.414,158,1
ec-earth3,AL013,2015,1121.048,91.547,21.426,388.529,152,1
ec-earth3,AL013,2016,1129.993,20.141,12.036,424.649,149,1
ec-earth3,AL013,2017,1128.283,34.904,2.998,284.629,129,1
ec-earth3,AL013,2018,1126.346,44.139,18.156,612.108,153,1
ec-earth3,AL013,2019,1128.676,72.258,8.997,250.893,136,1
ec-earth3,AL013,2020,1126.565,49.534,7.906,295.663,140,1
ec-earth3,AL013,2021,1128.527,62.783,26.446,705.228,167,1
ec-earth3,AL013,2022,1137.723,124.688,38.613,324.143,163,1
ec-earth3,AL013,2023,1135.684,24.454,14.069,498.457,164,1
ec-earth3,AL014,1989,1656.932,51.966,1.378,237.672,142,1
ec-earth3,AL014,1990,1648.5,86.976,1.417,178.931,140,1
ec-earth3,AL014,1991,1645.791,144.634,1.658,266.216,144,1
ec-earth3,AL014,1992,1640.392,116.98,7.102,212.391,145,1
ec-earth3,AL014,1993,1658.272,190.143,9.464,245.686,150,1
ec-earth3,AL014,1994,1636.917,120.56,2.03,359.621,158,1
ec-earth3,AL014,1995,1653.052,144.316,1.873,302.499,149,1
ec-earth3,AL014,1996,1656.67,168.156,7.646,455.762,158,1
ec-earth3,AL014,1997,1643.869,176.929,7.664,168.094,165,1
ec-earth3,AL014,1998,1644.461,120.382,7.833,256.928,161,1
ec-earth3,AL014,1999,1649.731,203.327,10.25,320.65,156,1
ec-earth3,AL014,2000,1654.289,218.342,6.658,202.661,134,1
ec-earth3,AL014,2001,1647.017,97.933,1.69,284.247,150,1
ec-earth3,AL014,2002,1636.855,78.759,0.008,154.359,134,1
ec-earth3,AL014,2003,1658.349,288.364,18.578,190.896,159,1
ec-earth3,AL014,2004,1645.803,91.397,12.42,427.607,156,1
ec-earth3,AL014,2005,1632.742,148.268,13.595,258.688,142,1
ec-earth3,AL014,2006,1635.328,150.522,6.387,321.931,141,1
ec-earth3,AL014,2007,1641.32,105.452,2.736,262.343,145,1
ec-earth3,AL014,2008,1645.442,131.125,6.212,247.059,152,1
ec-earth3,AL014,2009,1652.981,193.324,7.33,297.773,148,1
ec-earth3,AL014,2010,1641.083,141.476,9.86,379.146,157,1
ec-earth3,AL014,2011,1655.409,154.654,10.206,207.171,154,1
ec-earth3,AL014,2012,1643.784,230.461,1.158,153.873,123,1
ec-earth3,AL014,2013,1643.674,121.673,2.053,462.065,148,1
ec-earth3,AL014,2014,1647.393,108.262,0.876,390.694,154,1
ec-earth3,AL014,2015,1644.713,204.152,4.917,303.591,148,1
ec-earth3,AL014,2016,1650.88,77.742,7.39,398.104,152,1
ec-earth3,AL014,2017,1658.148,150.589,0.482,185.779,132,1
ec-earth3,AL014,2018,1641.396,177.523,5.464,570.484,147,1
ec-earth3,AL014,2019,1657.812,148.73,2.143,184.155,138,1
ec-earth3,AL014,2020,1645.968,121.895,1.511,207.184,141,1
ec-earth3,AL014,2021,1654.95,176.019,5.643,441.279,153,1
ec-earth3,AL014,2022,1639.79,250.527,13.191,241.216,153,1
ec-earth3,AL014,2023,1654.773,116.426,4.365,395.526,155,1
ec-earth3,AL015,1989,1438.054,32.685,4.085,278.239,144,1
ec-earth3,AL015,1990,1429.357,55.769,3.325,201.512,142,1
ec-earth3,AL015,1991,1435.224,115.556,15.776,318.676,158,1
ec-earth3,AL015,1992,1428.919,81.988,13.948,260.69,144,1
ec-earth3,AL015,1993,1439.016,142.518,22.362,285.767,153,1
ec-earth3,AL015,1994,1433.928,85.027,5.81,437.161,162,1
ec-earth3,AL015,1995,1440.376,103.183,5.945,413.792,151,1
ec-earth3,AL015,1996,1433.578,128.505,21.148,499.872,167,1
ec-earth3,AL015,1997,1434.474,140.003,17.89,269.849,169,1
ec-earth3,AL015,1998,1434.252,97.981,16.196,284.107,164,1
ec-earth3,AL015,1999,1434.097,154.707,21.237,418.241,159,1
ec-earth3,AL015,2000,1440.229,179.816,13.3,239.087,135,1
ec-earth3,AL015,2001,1437.604,78.576,5.905,380.685,156,1
ec-earth3,AL015,2002,1429.767,58.656,0.916,205.161,136,1
ec-earth3,AL015,2003,1427.986,240.452,29.073,297.854,162,1
ec-earth3,AL015,2004,1436.232,79.541,17.538,523.654,159,1
ec-earth3,AL015,2005,1434.099,124.466,24.568,397.039,154,1
ec-earth3,AL015,2006,1431.184,126.382,12.139,394.243,144,1
ec-earth3,AL015,2007,1443.406,84.39,4.266,336.085,147,1
ec-earth3,AL015,2008,1427.539,90.961,9.198,290.192,154,1
ec-earth3,AL015,2009,1440.696,145.976,11.894,388.393,148,1
ec-earth3,AL015,2010,1430.88,114.278,15.69,491.609,161,1
ec-earth3,AL015,2011,1441.897,111.551,17.145,259.77,157,1
ec-earth3,AL015,2012,1435.381,173.46,3.961,173.565,121,1
ec-earth3,AL015,2013,1429.481,82.474,5.874,562.634,149,1
ec-earth3,AL015,2014,1431.925,78.569,1.879,460.359,156,1
ec-earth3,AL015,2015,1429.817,150.097,11.205,384.126,150,1
ec-earth3,AL015,2016,1437.43,50.664,8.732,503.325,153,1
ec-earth3,AL015,2017,1426.746,94.15,1.556,297.457,130,1
ec-earth3,AL015,2018,1431.021,118.517,9.553,748.679,149,1
ec-earth3,AL015,2019,1428.362,107.605,4.002,271.533,137,1
ec-earth3,AL015,2020,1429.616,69.896,3.1,294.859,142,1
ec-earth3,AL015,2021,1417.965,117.784,15.177,634.558,161,1
ec-earth3,AL015,2022,1437.833,188.797,23.237,366.444,161,1
ec-earth3,AL015,2023,1428.741,73.555,7.548,599.817,158,1
ec-earth3,AL021,1989,1499.242,42.363,1.201,176.79,138,1
ec-earth3,AL021,1990,1495.212,71.667,3.079,125.752,139,1
ec-earth3,AL021,1991,1493.209,117.039,20.338,293.785,167,1
ec-earth3,AL021,1992,1497.053,84.224,16.482,168.657,151,1
ec-earth3,AL021,1993,1490.505,145.419,13.771,192.551,145,1
ec-earth3,AL021,1994,1500.09,96.689,3.779,274.043,157,1
ec-earth3,AL021,1995,1507.834,117.457,2.788,230.609,150,1
ec-earth3,AL021,1996,1503.137,146.571,10.254,312.779,155,1
ec-earth3,AL021,1997,1490.841,157.997,13.943,133.664,165,1
ec-earth3,AL021,1998,1504.296,77.137,13.495,197.006,160,1
ec-earth3,AL021,1999,1490.47,156.592,18.966,240.532,158,1
ec-earth3,AL021,2000,1495.747,145.923,12.519,180.06,135,1
ec-earth3,AL021,2001,1498.288,65.316,2.579,247.488,149,1
ec-earth3,AL021,2002,1493.093,46.98,0.002,143.945,133,1
ec-earth3,AL021,2003,1505.132,219.357,26.662,215.703,161,1
ec-earth3,AL021,2004,1499.146,60.022,16.331,366.362,155,1
ec-earth3,AL021,2005,1499.428,80.803,19.754,202.923,145,1
ec-earth3,AL021,2006,1497.121,109.272,1.676,221.888,128,1
ec-earth3,AL021,2007,1493.512,60.615,3.903,240.436,146,1
ec-earth3,AL021,2008,1506.091,89.475,8.803,199.745,150,1
ec-earth3,AL021,2009,1492.826,140.347,12.093,305.578,147,1
ec-earth3,AL021,2010,1499.933,104.528,11.249,315.063,159,1
ec-earth3,AL021,2011,1496.075,103.044,10.835,177.214,154,1
ec-earth3,AL021,2012,1499.147,210.469,2.741,153.564,124,1
ec-earth3,AL021,2013,1501.999,107.34,3.603,407.924,146,1
ec-earth3,AL021,2014,1499.648,95.948,1.857,347.316,153,1
ec-earth3,AL021,2015,1491,172.683,10.486,338.497,145,1
ec-earth3,AL021,2016,1500.931,63.535,9.185,375.397,152,1
ec-earth3,AL021,2017,1500.762,116.34,0.672,160.532,131,1
ec-earth3,AL021,2018,1496.948,132.721,6.192,467.601,143,1
ec-earth3,AL021,2019,1493.776,132.993,3.431,154.256,137,1
ec-earth3,AL021,2020,1504.573,121.513,3.165,199.05,140,1
ec-earth3,AL021,2021,1504.277,144.213,15.746,407.041,161,1
ec-earth3,AL021,2022,1503.5,247.789,24.407,191.778,153,1
ec-earth3,AL021,2023,1488.08,102.508,9.191,328.568,154,1
ec-earth3,AL022,1989,1766.844,60.439,0.569,193.358,142,1
ec-earth3,AL022,1990,1757.775,99.136,0.855,149.635,139,1
ec-earth3,AL022,1991,1751.868,147.631,1.307,244.466,144,1
ec-earth3,AL022,1992,1752.155,137.84,6.604,164.102,149,1
ec-earth3,AL022,1993,1749.583,196.97,4.751,197.219,145,1
ec-earth3,AL022,1994,1748.665,150.426,1.731,248.374,151,1
ec-earth3,AL022,1995,1757.753,165.578,1.137,237.926,147,1
ec-earth3,AL022,1996,1768.688,194.868,4.061,380.475,152,1
ec-earth3,AL022,1997,1768.397,204.083,6.27,108.818,160,1
ec-earth3,AL022,1998,1747.644,124.406,6.021,203.474,155,1
ec-earth3,AL022,1999,1757.468,214.989,6.241,226.532,153,1
ec-earth3,AL022,2000,1754.858,215.642,5.595,144.089,135,1
ec-earth3,AL022,2001,1766.065,105.103,1.333,225.503,143,1
ec-earth3,AL022,2002,1741.474,88.104,0,117.502,131,1
ec-earth3,AL022,2003,1755.216,267.239,12.611,137.989,149,1
ec-earth3,AL022,2004,1767.112,86.941,5.843,284.091,145,1
ec-earth3,AL022,2005,1759.811,148.911,4.002,207.565,134,1
ec-earth3,AL022,2006,1744.593,155.361,1.466,242.501,131,1
ec-earth3,AL022,2007,1755.194,112.227,1.76,216.719,144,1
ec-earth3,AL022,2008,1759.667,151.045,5.132,205.236,148,1
ec-earth3,AL022,2009,1761.924,209.49,6.195,225.513,146,1
ec-earth3,AL022,2010,1767.044,150.063,3.192,294.282,143,1
ec-earth3,AL022,2011,1766.757,180.77,3.467,128.133,143,1
ec-earth3,AL022,2012,1744.766,258.536,1.165,146.288,127,1
ec-earth3,AL022,2013,1751.737,154.473,1.734,373.72,144,1
ec-earth3,AL022,2014,1765.953,131.177,0.739,359.012,151,1
ec-earth3,AL022,2015,1761.821,234.678,5.011,257.358,143,1
ec-earth3,AL022,2016,1771.629,100.362,0.284,300.994,140,1
ec-earth3,AL022,2017,1757.004,177.92,0.284,133.101,132,1
ec-earth3,AL022,2018,1757.815,210.661,3.241,424.865,140,1
ec-earth3,AL022,2019,1766.514,179.227,1.748,154.102,138,1
ec-earth3,AL022,2020,1761.552,158.931,1.137,168.852,141,1
ec-earth3,AL022,2021,1751.776,202.77,5.938,317.568,150,1
ec-earth3,AL022,2022,1768.766,311.642,5.384,163.617,139,1
ec-earth3,AL022,2023,1762.697,166.402,3.964,283.603,153,1
ec-earth3,AL031,1989,1610.414,59.9,1.51,169.219,139,1
ec-earth3,AL031,1990,1594.034,88.457,1.309,107.704,140,1
ec-earth3,AL031,1991,1608.701,120.198,10.584,301.432,160,1
ec-earth3,AL031,1992,1602.486,93.066,9.023,163.612,148,1
ec-earth3,AL031,1993,1612.047,161.519,9.274,191.894,148,1
ec-earth3,AL031,1994,1601.605,104.861,1.44,265.228,156,1
ec-earth3,AL031,1995,1608.491,130.976,0.623,225.482,150,1
ec-earth3,AL031,1996,1603.532,156.951,6.975,330.7,154,1
ec-earth3,AL031,1997,1603.989,171.444,7.826,110.899,164,1
ec-earth3,AL031,1998,1590.358,77.813,7.528,192.114,158,1
ec-earth3,AL031,1999,1596.482,165.745,11.437,249.033,157,1
ec-earth3,AL031,2000,1605.368,160.486,6.242,149.257,135,1
ec-earth3,AL031,2001,1593.253,73.669,0.82,234.836,148,1
ec-earth3,AL031,2002,1594.248,56.095,0,145.777,134,1
ec-earth3,AL031,2003,1608.45,219.91,18.406,205.656,160,1
ec-earth3,AL031,2004,1599.03,63.377,8.827,328.124,149,1
ec-earth3,AL031,2005,1586.961,79.81,13.493,172.772,142,1
ec-earth3,AL031,2006,1589.946,121.105,1.67,195.004,130,1
ec-earth3,AL031,2007,1601.512,59.591,1.532,226.705,147,1
ec-earth3,AL031,2008,1595.572,87.109,5.953,170.892,150,1
ec-earth3,AL031,2009,1601.227,146.23,7.256,276.283,148,1
ec-earth3,AL031,2010,1600.561,108.64,4.976,285.571,155,1
ec-earth3,AL031,2011,1609.505,116.153,6.454,167.802,154,1
ec-earth3,AL031,2012,1608.54,229.066,1.325,150.765,126,1
ec-earth3,AL031,2013,1607.902,121.232,0.97,435.033,146,1
ec-earth3,AL031,2014,1613.787,109.065,0.606,393.795,154,1
ec-earth3,AL031,2015,1609.079,194.357,6.183,401.23,145,1
ec-earth3,AL031,2016,1613.37,75.935,8.109,437.07,154,1
ec-earth3,AL031,2017,1614.665,132.89,0.312,179.145,134,1
ec-earth3,AL031,2018,1602.606,143.747,3.528,503.083,143,1
ec-earth3,AL031,2019,1609.519,159.391,1.725,169.084,139,1
ec-earth3,AL031,2020,1593.803,135.231,2.405,210.677,141,1
ec-earth3,AL031,2021,1606.033,164.396,13.364,414.223,161,1
ec-earth3,AL031,2022,1589.241,260.022,10.142,192.498,142,1
ec-earth3,AL031,2023,1586.261,130.782,7.919,304.094,155,1
ec-earth3,AL032,1989,2017.784,118.494,0,146.628,141,1
ec-earth3,AL032,1990,2025.76,162.173,0,90.273,139,1
ec-earth3,AL032,1991,2025.743,170.414,0,222.279,145,1
ec-earth3,AL032,1992,2036.579,189.937,0.173,141.758,146,1
ec-earth3,AL032,1993,2022.441,246.03,0.114,177.811,146,1
ec-earth3,AL032,1994,2043.934,198.641,0,192.256,149,1
ec-earth3,AL032,1995,2025.806,213.843,0,213.48,146,1
ec-earth3,AL032,1996,2024.217,241.167,0.546,325.834,150,1
ec-earth3,AL032,1997,2038.561,249.977,0.118,85.41,154,1
ec-earth3,AL032,1998,2019.128,159.91,0.004,118.351,149,1
ec-earth3,AL032,1999,2017.94,256.459,0.167,180.747,145,1
ec-earth3,AL032,2000,2025.47,274.255,0.004,110.743,136,1
ec-earth3,AL032,2001,2017.886,142.907,0,208.01,140,1
ec-earth3,AL032,2002,2024.039,144.042,0,116.55,132,1
ec-earth3,AL032,2003,2030.898,314.902,1.422,100.776,146,1
ec-earth3,AL032,2004,2036.157,121.28,1.407,238.484,143,1
ec-earth3,AL032,2005,2030.758,191.378,0.169,152.097,136,1
ec-earth3,AL032,2006,2018.182,216.28,0,195.145,132,1
ec-earth3,AL032,2007,2031.897,149.901,0,157.571,144,1
ec-earth3,AL032,2008,2028.117,193.032,1.61,149.382,144,1
ec-earth3,AL032,2009,2037.772,233.463,0.652,198.976,147,1
ec-earth3,AL032,2010,2030.987,176.365,0,219.923,141,1
ec-earth3,AL032,2011,2026.179,247.442,0.539,100.864,141,1
ec-earth3,AL032,2012,2017.617,310.649,0.163,156.941,134,1
ec-earth3,AL032,2013,2038.661,212.274,0,375.926,141,1
ec-earth3,AL032,2014,2038.323,177.42,0,347.608,149,1
ec-earth3,AL032,2015,2029.39,292.306,0.008,246.818,141,1
ec-earth3,AL032,2016,2033.807,174.819,0,322.994,140,1
ec-earth3,AL032,2017,2024.504,223.966,0,122.958,134,1
ec-earth3,AL032,2018,2017.664,241.405,0,424.648,135,1
ec-earth3,AL032,2019,2032.665,225.435,0.004,175.14,139,1
ec-earth3,AL032,2020,2028.073,205.328,0.002,182.899,142,1
ec-earth3,AL032,2021,2013.514,262.065,1.579,271.801,146,1
ec-earth3,AL032,2022,2031.319,383.05,0.742,159.904,139,1
ec-earth3,AL032,2023,2020.238,250.472,0.912,161.181,151,1
ec-earth3,AL033,1989,1572.447,30.464,2.226,207.119,139,1
ec-earth3,AL033,1990,1581.729,72.063,1.198,109.937,142,1
ec-earth3,AL033,1991,1573.55,105.699,15.782,313.712,169,1
ec-earth3,AL033,1992,1580.129,70.67,7.486,164.531,147,1
ec-earth3,AL033,1993,1579.055,148.107,8.618,199.786,149,1
ec-earth3,AL033,1994,1584.271,88.724,0.788,251.696,159,1
ec-earth3,AL033,1995,1578.3,114.044,0.317,228.875,152,1
ec-earth3,AL033,1996,1582.56,130.459,6.557,342.779,157,1
ec-earth3,AL033,1997,1588.259,158.913,6.295,158.008,167,1
ec-earth3,AL033,1998,1586.281,65.716,4.226,197.31,161,1
ec-earth3,AL033,1999,1589.605,137.8,8.993,305.202,160,1
ec-earth3,AL033,2000,1589.375,134.616,4.097,146.096,135,1
ec-earth3,AL033,2001,1579.252,69.277,0.069,247.353,151,1
ec-earth3,AL033,2002,1576.367,46.347,0,164.501,136,1
ec-earth3,AL033,2003,1594.464,194.891,15.975,244.268,163,1
ec-earth3,AL033,2004,1576.011,55.223,12.868,334.376,156,1
ec-earth3,AL033,2005,1581.68,54.531,13.636,219.347,153,1
ec-earth3,AL033,2006,1569.237,106.9,3.165,174.737,134,1
ec-earth3,AL033,2007,1573.313,33.599,0.61,214.113,149,1
ec-earth3,AL033,2008,1570.773,60.717,4.638,143.85,152,1
ec-earth3,AL033,2009,1577.412,113.724,3.99,288.685,150,1
ec-earth3,AL033,2010,1589.006,85.491,2.125,285.937,160,1
ec-earth3,AL033,2011,1569.095,69.446,4.756,165.122,156,1
ec-earth3,AL033,2012,1594.317,201.981,0.27,140.874,126,1
ec-earth3,AL033,2013,1590.552,102.96,0.493,435.37,148,1
ec-earth3,AL033,2014,1576.954,88.44,0.135,407.449,155,1
ec-earth3,AL033,2015,1589.136,162.356,6.573,484.004,148,1
ec-earth3,AL033,2016,1577.562,54.151,7.196,449.627,156,1
ec-earth3,AL033,2017,1593.54,121.431,0,177.268,136,1
ec-earth3,AL033,2018,1586.801,121.715,3.063,538.354,146,1
ec-earth3,AL033,2019,1595.852,146.994,0.818,155.569,141,1
ec-earth3,AL033,2020,1584.525,119.826,1.425,200.822,143,1
ec-earth3,AL033,2021,1567.2,135.19,9.201,468.366,162,1
ec-earth3,AL033,2022,1567.728,224.043,18.705,215.204,157,1
ec-earth3,AL033,2023,1594.334,107.903,6.871,352.651,159,1
ec-earth3,AL034,1989,1263.464,13.021,3.181,148.79,138,1
ec-earth3,AL034,1990,1252.827,41.71,4.491,132.05,143,1
ec-earth3,AL034,1991,1258.343,95.85,25.903,326.544,175,1
ec-earth3,AL034,1992,1257.582,45.412,22.445,171.821,146,1
ec-earth3,AL034,1993,1266.777,102.264,26.933,189.278,146,1
ec-earth3,AL034,1994,1251.445,59.572,5.416,300.495,162,1
ec-earth3,AL034,1995,1260.73,81.67,16.742,305.797,177,1
ec-earth3,AL034,1996,1258.529,104.542,19.917,250.877,172,1
ec-earth3,AL034,1997,1265.253,129.104,26.536,144.601,175,1
ec-earth3,AL034,1998,1253.49,40.766,23.34,170.295,167,1
ec-earth3,AL034,1999,1260.618,104.358,33.167,249.04,163,1
ec-earth3,AL034,2000,1257.718,77.181,20.735,190.362,140,1
ec-earth3,AL034,2001,1249.925,48.335,6.379,237.259,156,1
ec-earth3,AL034,2002,1262.022,19.882,0.064,168.59,137,1
ec-earth3,AL034,2003,1256.927,145.517,40.332,276.238,168,1
ec-earth3,AL034,2004,1257.711,36.385,22.849,338.504,158,1
ec-earth3,AL034,2005,1264.594,23.074,40.916,252.619,164,1
ec-earth3,AL034,2006,1243.914,61.429,2.677,198.631,125,1
ec-earth3,AL034,2007,1258.884,23.086,7.919,242.546,153,1
ec-earth3,AL034,2008,1262.785,42.531,11.265,159.72,151,1
ec-earth3,AL034,2009,1249.524,80.438,18.438,301.915,148,1
ec-earth3,AL034,2010,1248.3,54.679,17.066,328.963,164,1
ec-earth3,AL034,2011,1249.526,25.727,15.581,185.834,158,1
ec-earth3,AL034,2012,1255.387,142.905,4.104,189.207,121,1
ec-earth3,AL034,2013,1255.674,57.818,4.833,536.026,151,1
ec-earth3,AL034,2014,1263.077,52.709,1.515,437.918,162,1
ec-earth3,AL034,2015,1255.515,101.81,13.442,493.231,153,1
ec-earth3,AL034,2016,1256.401,26.245,9.664,461.817,153,1
ec-earth3,AL034,2017,1258.173,52.93,0.535,241.692,131,1
ec-earth3,AL034,2018,1262.571,55.6,7.21,549.034,150,1
ec-earth3,AL034,2019,1265.578,84.846,4.451,193.479,137,1
ec-earth3,AL034,2020,1265.796,78.132,4.521,283.656,143,1
ec-earth3,AL034,2021,1252.034,65.136,19.702,552.181,162,1
ec-earth3,AL034,2022,1265.522,148.947,33.799,267.069,165,1
ec-earth3,AL034,2023,1251.732,28.227,11.443,445.25,165,1
ec-earth3,AL035,1989,1756.207,46.04,0.449,169.468,142,1
ec-earth3,AL035,1990,1747.954,86.92,0.284,93.201,142,1
ec-earth3,AL035,1991,1743.1,98.016,0.153,254.478,147,1
ec-earth3,AL035,1992,1749.822,81.989,2.781,157.352,148,1
ec-earth3,AL035,1993,1739.206,152.233,2.854,197.018,149,1
ec-earth3,AL035,1994,1749.707,94.326,0.18,248.261,156,1
ec-earth3,AL035,1995,1741.858,114.34,0,220.107,151,1
ec-earth3,AL035,1996,1743.889,134.211,4.438,332.747,154,1
ec-earth3,AL035,1997,1752.157,154.918,2.075,118.908,163,1
ec-earth3,AL035,1998,1758.752,81.017,1.096,187.579,158,1
ec-earth3,AL035,1999,1752.715,137.09,2.203,286.331,154,1
ec-earth3,AL035,2000,1742.934,149.078,0.98,121.476,135,1
ec-earth3,AL035,2001,1737.799,77.093,0,256.825,146,1
ec-earth3,AL035,2002,1744.123,67.523,0,151.81,136,1
ec-earth3,AL035,2003,1735.575,203.525,6.03,205.77,154,1
