model,NUTS_ID,year,gdd,heat,frost,precip,n_day,closed
ipsl-cm6a-lr,DE404,2009,1285.501,12.707,3.98,224.547,140,1
ipsl-cm6a-lr,DE404,2010,1286.011,102.554,8,138.191,128,1
ipsl-cm6a-lr,DE404,2011,1282.997,75.978,18.309,142.874,156,1
ipsl-cm6a-lr,DE404,2012,1296.384,53.166,16.97,234.018,169,1
ipsl-cm6a-lr,DE404,2013,1297.867,68.81,29.035,360.034,182,1
ipsl-cm6a-lr,DE404,2014,1281.912,55.76,6.671,168.989,156,1
ipsl-cm6a-lr,DE404,2015,1285.542,38.214,2,216.955,170,1
ipsl-cm6a-lr,DE404,2016,1283.36,45.857,0.02,215.382,148,1
ipsl-cm6a-lr,DE404,2017,1288.098,83.85,0,194.348,128,1
ipsl-cm6a-lr,DE404,2018,1287.685,105.948,18,174.046,160,1
ipsl-cm6a-lr,DE404,2019,1272.958,97.146,1.995,223.354,156,1
ipsl-cm6a-lr,DE404,2020,1280.935,32.528,3.344,233.718,159,1
ipsl-cm6a-lr,DE404,2021,1292.926,147.137,13.016,179.461,159,1
ipsl-cm6a-lr,DE404,2022,1280.449,50.399,2.683,152.52,164,1
ipsl-cm6a-lr,DE404,2023,1281.482,59.816,3.656,271.808,167,1
ipsl-cm6a-lr,DE405,1989,1235.918,17.194,1.479,145.308,163,1
ipsl-cm6a-lr,DE405,1990,1224,12.749,1.479,308.956,149,1
ipsl-cm6a-lr,DE405,1991,1222.5,16.338,20.454,234.457,180,1
ipsl-cm6a-lr,DE405,1992,1221.841,54.731,7.939,251.628,165,1
ipsl-cm6a-lr,DE405,1993,1231.915,56.784,13.812,272.247,159,1
ipsl-cm6a-lr,DE405,1994,1234.172,28.833,12.644,354.293,170,1
ipsl-cm6a-lr,DE405,1995,1227.834,27.687,2.863,354.584,158,1
ipsl-cm6a-lr,DE405,1996,1219.624,60.316,2.584,184.953,113,1
ipsl-cm6a-lr,DE405,1997,1234.224,51.544,7.414,248.26,147,1
ipsl-cm6a-lr,DE405,1998,1229.821,45.57,11.54,270.398,160,1
ipsl-cm6a-lr,DE405,1999,1232.002,18.829,7.93,294.443,170,1
ipsl-cm6a-lr,DE405,2000,1233.106,74.813,4.816,264.52,158,1
ipsl-cm6a-lr,DE405,2001,1228.263,22.314,16.07,272.651,176,1
ipsl-cm6a-lr,DE405,2002,1227.233,22.993,3.964,330.905,147,1
ipsl-cm6a-lr,DE405,2003,1229.906,83.86,22.573,125.56,158,1
ipsl-cm6a-lr,DE405,2004,1227.5,8.198,14.721,245.199,165,1
ipsl-cm6a-lr,DE405,2005,1231.513,69.892,23.797,244.111,174,1
ipsl-cm6a-lr,DE405,2006,1220.38,99.977,17.208,159.994,135,1
ipsl-cm6a-lr,DE405,2007,1220.609,28.887,5.722,355.679,154,1
ipsl-cm6a-lr,DE405,2008,1236.71,58.616,4.151,333.887,158,1
ipsl-cm6a-lr,DE405,2009,1216.772,9.369,1,180.62,127,1
ipsl-cm6a-lr,DE405,2010,1225.335,89.909,8,188.882,128,1
ipsl-cm6a-lr,DE405,2011,1230.898,62.202,18.892,197.303,158,1
ipsl-cm6a-lr,DE405,2012,1233.575,39.359,21.252,224.255,170,1
ipsl-cm6a-lr,DE405,2013,1236.466,51.454,37.466,295.922,181,1
ipsl-cm6a-lr,DE405,2014,1232.671,47.373,10.288,183.079,160,1
ipsl-cm6a-lr,DE405,2015,1239.302,33.521,2.87,213.982,173,1
ipsl-cm6a-lr,DE405,2016,1232.58,43.527,2.288,196.286,149,1
ipsl-cm6a-lr,DE405,2017,1237.898,59.234,0.572,207.283,130,1
ipsl-cm6a-lr,DE405,2018,1221.362,83.498,23.573,188.497,162,1
ipsl-cm6a-lr,DE405,2019,1236.135,86.096,4.467,230.628,157,1
ipsl-cm6a-lr,DE405,2020,1227.978,30.953,5.958,226.89,160,1
ipsl-cm6a-lr,DE405,2021,1238.004,130.678,18.568,200.376,160,1
ipsl-cm6a-lr,DE405,2022,1224.295,45.374,5.661,193.736,167,1
ipsl-cm6a-lr,DE405,2023,1237.43,57.285,6.964,314.1,170,1
ipsl-cm6a-lr,DE406,1989,1263.232,28.458,3.338,174.345,163,1
ipsl-cm6a-lr,DE406,1990,1272.187,16.037,1.001,234.451,149,1
ipsl-cm6a-lr,DE406,1991,1277.985,45.041,23.26,212.088,182,1
ipsl-cm6a-lr,DE406,1992,1267.099,81.309,8.77,231.644,166,1
ipsl-cm6a-lr,DE406,1993,1280.813,72.277,15.84,250.588,160,1
ipsl-cm6a-lr,DE406,1994,1261.777,32.146,12.157,363.5,169,1
ipsl-cm6a-lr,DE406,1995,1267.389,38.147,3.819,346.085,156,1
ipsl-cm6a-lr,DE406,1996,1277.95,81.736,3.874,210.907,114,1
ipsl-cm6a-lr,DE406,1997,1274.12,68.784,9.384,216.476,144,1
ipsl-cm6a-lr,DE406,1998,1279.188,64.986,15.601,235.968,160,1
ipsl-cm6a-lr,DE406,1999,1282.958,26.61,10.401,261.814,171,1
ipsl-cm6a-lr,DE406,2000,1271.136,98.036,6.781,288.404,157,1
ipsl-cm6a-lr,DE406,2001,1269.934,32.545,18.47,268.057,176,1
ipsl-cm6a-lr,DE406,2002,1275.555,34.828,6.223,288.281,147,1
ipsl-cm6a-lr,DE406,2003,1276.48,114.768,25.494,136.127,158,1
ipsl-cm6a-lr,DE406,2004,1274.657,15.958,18.748,210.799,166,1
ipsl-cm6a-lr,DE406,2005,1273.765,89.782,27.021,236.881,175,1
ipsl-cm6a-lr,DE406,2006,1256.795,123.204,18.36,147.899,134,1
ipsl-cm6a-lr,DE406,2007,1269.434,40.915,3.514,297.282,154,1
ipsl-cm6a-lr,DE406,2008,1263.313,70.364,4.635,289.68,155,1
ipsl-cm6a-lr,DE406,2009,1270.729,17.376,4.725,220.784,139,1
ipsl-cm6a-lr,DE406,2010,1258.615,111.929,8.887,129.255,127,1
ipsl-cm6a-lr,DE406,2011,1274.247,85.248,21.682,142.237,158,1
ipsl-cm6a-lr,DE406,2012,1279.5,61.981,21.896,243.071,170,1
ipsl-cm6a-lr,DE406,2013,1266.7,76.259,33.975,346.404,181,1
ipsl-cm6a-lr,DE406,2014,1266.945,61.054,7.911,185.114,159,1
ipsl-cm6a-lr,DE406,2015,1277.994,48.56,6.077,203.733,172,1
ipsl-cm6a-lr,DE406,2016,1279.805,59.595,4.242,237.461,150,1
ipsl-cm6a-lr,DE406,2017,1261.561,95.816,0.341,170.484,127,1
ipsl-cm6a-lr,DE406,2018,1269.436,105.588,25.432,173.127,161,1
ipsl-cm6a-lr,DE406,2019,1266.886,106.588,5.565,202.366,156,1
ipsl-cm6a-lr,DE406,2020,1269.301,47.81,9.48,217.137,161,1
ipsl-cm6a-lr,DE406,2021,1276.829,158.47,22.002,199.252,159,1
ipsl-cm6a-lr,DE406,2022,1265.093,67.267,11.888,178.423,166,1
ipsl-cm6a-lr,DE406,2023,1272.768,65.188,9.818,287.282,169,1
ipsl-cm6a-lr,DE407,1989,1257.88,35.615,1.703,177.096,165,1
ipsl-cm6a-lr,DE407,1990,1264.049,12.225,2.395,201.675,152,1
ipsl-cm6a-lr,DE407,1991,1261.578,38.993,22.384,214.743,181,1
ipsl-cm6a-lr,DE407,1992,1259.375,78.463,8.669,234.847,166,1
ipsl-cm6a-lr,DE407,1993,1261.096,69.396,16.662,236.438,160,1
ipsl-cm6a-lr,DE407,1994,1259.937,33.905,11.764,347.033,170,1
ipsl-cm6a-lr,DE407,1995,1260.08,38.875,3.526,336.888,157,1
ipsl-cm6a-lr,DE407,1996,1257.256,78.807,3.823,193.941,115,1
ipsl-cm6a-lr,DE407,1997,1251.339,64.9,8.642,188.248,143,1
ipsl-cm6a-lr,DE407,1998,1262.603,61.045,15.771,220.056,161,1
ipsl-cm6a-lr,DE407,1999,1258.912,24.058,11.075,269.99,171,1
ipsl-cm6a-lr,DE407,2000,1245.214,92.919,4.405,284.781,149,1
ipsl-cm6a-lr,DE407,2001,1261.897,29.446,12.726,274.913,164,1
ipsl-cm6a-lr,DE407,2002,1247.65,32.576,5.875,266.873,146,1
ipsl-cm6a-lr,DE407,2003,1263.331,122.329,23.197,122.375,156,1
ipsl-cm6a-lr,DE407,2004,1262.359,15.26,16.146,242.669,166,1
ipsl-cm6a-lr,DE407,2005,1251.954,87.518,27.291,229.07,173,1
ipsl-cm6a-lr,DE407,2006,1262.589,129.994,0,136.927,103,1
ipsl-cm6a-lr,DE407,2007,1247.539,39.985,3.073,257.574,153,1
ipsl-cm6a-lr,DE407,2008,1260.905,68.773,3.945,297.583,156,1
ipsl-cm6a-lr,DE407,2009,1256.849,17.011,0.897,186.709,127,1
ipsl-cm6a-lr,DE407,2010,1257.138,112.974,8.474,167.28,128,1
ipsl-cm6a-lr,DE407,2011,1261.231,85.103,22.594,131.559,159,1
ipsl-cm6a-lr,DE407,2012,1264.023,64.66,20.396,246.468,170,1
ipsl-cm6a-lr,DE407,2013,1245.941,69.874,37.186,392.302,181,1
ipsl-cm6a-lr,DE407,2014,1257.412,60.712,6.538,168.2,160,1
ipsl-cm6a-lr,DE407,2015,1253.64,49.102,7.317,198.455,171,1
ipsl-cm6a-lr,DE407,2016,1244.884,50.515,3.89,264.391,150,1
ipsl-cm6a-lr,DE407,2017,1247.614,100.491,0.154,171.905,125,1
ipsl-cm6a-lr,DE407,2018,1255.59,100.876,27.579,158.392,160,1
ipsl-cm6a-lr,DE407,2019,1246.433,105.389,6.161,209.064,156,1
ipsl-cm6a-lr,DE407,2020,1258.763,45.78,9.181,226.758,161,1
ipsl-cm6a-lr,DE407,2021,1254.291,143.961,21.546,250.264,159,1
ipsl-cm6a-lr,DE407,2022,1259.602,87.666,10.773,187.304,167,1
ipsl-cm6a-lr,DE407,2023,1262.598,73.979,10.567,265.995,169,1
ipsl-cm6a-lr,DE408,1989,1247.621,20.235,2.117,136.077,162,1
ipsl-cm6a-lr,DE408,1990,1256.545,12.374,2.398,222.304,150,1
ipsl-cm6a-lr,DE408,1991,1254.042,35.788,23.474,196.982,182,1
ipsl-cm6a-lr,DE408,1992,1255.77,69.416,8.365,233.081,166,1
ipsl-cm6a-lr,DE408,1993,1262.044,54.345,14.09,262.685,161,1
ipsl-cm6a-lr,DE408,1994,1253.415,24.373,12.699,343.959,170,1
ipsl-cm6a-lr,DE408,1995,1248.513,37.927,1.747,309.271,158,1
ipsl-cm6a-lr,DE408,1996,1249.461,67.228,3.477,164.409,114,1
ipsl-cm6a-lr,DE408,1997,1243.67,50.284,6.329,213.237,150,1
ipsl-cm6a-lr,DE408,1998,1245.223,52.309,9.323,208.245,157,1
ipsl-cm6a-lr,DE408,1999,1256.473,24.932,5.613,297.219,168,1
ipsl-cm6a-lr,DE408,2000,1245.074,71.778,3.027,234.306,157,1
ipsl-cm6a-lr,DE408,2001,1245.882,21.469,16.296,246.128,175,1
ipsl-cm6a-lr,DE408,2002,1232.643,18.716,1.98,298.325,146,1
ipsl-cm6a-lr,DE408,2003,1259.1,90.104,20.175,129.06,158,1
ipsl-cm6a-lr,DE408,2004,1254.176,9.517,16.639,206.221,166,1
ipsl-cm6a-lr,DE408,2005,1253.059,75.278,21.981,246.828,174,1
ipsl-cm6a-lr,DE408,2006,1257.438,104.975,16.389,176.143,138,1
ipsl-cm6a-lr,DE408,2007,1244.84,21.455,4.486,349.611,153,1
ipsl-cm6a-lr,DE408,2008,1251.274,63.089,3.911,313.259,156,1
ipsl-cm6a-lr,DE408,2009,1251.547,12.045,3.514,181.842,139,1
ipsl-cm6a-lr,DE408,2010,1242.34,85.923,8,173.624,127,1
ipsl-cm6a-lr,DE408,2011,1256.383,60.266,17.073,176.173,157,1
ipsl-cm6a-lr,DE408,2012,1258.349,43.199,16.618,206.399,169,1
ipsl-cm6a-lr,DE408,2013,1252.559,55.295,30.946,312.46,181,1
ipsl-cm6a-lr,DE408,2014,1252.302,50.84,6.067,173.707,157,1
ipsl-cm6a-lr,DE408,2015,1245.376,31.77,2.488,228.078,171,1
ipsl-cm6a-lr,DE408,2016,1247.112,41.33,2.172,179.619,148,1
ipsl-cm6a-lr,DE408,2017,1247.074,69.661,0.637,198.4,128,1
ipsl-cm6a-lr,DE408,2018,1248.537,95.876,19.578,159.485,160,1
ipsl-cm6a-lr,DE408,2019,1242.273,90.066,2.415,190.181,157,1
ipsl-cm6a-lr,DE408,2020,1261.86,28.871,4.813,222.506,159,1
ipsl-cm6a-lr,DE408,2021,1258.436,129.412,14.261,177.491,160,1
ipsl-cm6a-lr,DE408,2022,1254.435,47.782,4.921,160.718,165,1
ipsl-cm6a-lr,DE408,2023,1254.398,60.438,5.938,272.48,167,1
ipsl-cm6a-lr,DE409,1989,1241.095,16.988,2.245,145.471,163,1
ipsl-cm6a-lr,DE409,1990,1231.068,13.36,1.923,275.874,148,1
ipsl-cm6a-lr,DE409,1991,1239.371,20.862,22.802,199.502,180,1
ipsl-cm6a-lr,DE409,1992,1238.337,60.022,9.289,228.862,166,1
ipsl-cm6a-lr,DE409,1993,1237.109,59.444,15.283,230.494,159,1
ipsl-cm6a-lr,DE409,1994,1220.688,23.575,12.82,334.335,169,1
ipsl-cm6a-lr,DE409,1995,1236.865,28.56,3.165,346.829,158,1
ipsl-cm6a-lr,DE409,1996,1227.268,62.846,3.594,220.481,113,1
ipsl-cm6a-lr,DE409,1997,1224.183,48.967,9.084,238.963,144,1
ipsl-cm6a-lr,DE409,1998,1241.591,51.958,14.403,285.488,160,1
ipsl-cm6a-lr,DE409,1999,1239.261,18.723,9.286,275.078,170,1
ipsl-cm6a-lr,DE409,2000,1218.194,72.828,6.251,251.374,156,1
ipsl-cm6a-lr,DE409,2001,1229.918,21.763,18.024,257.648,175,1
ipsl-cm6a-lr,DE409,2002,1242.056,25.036,4.353,311.797,147,1
ipsl-cm6a-lr,DE409,2003,1235.176,88.752,25.182,116.019,158,1
ipsl-cm6a-lr,DE409,2004,1228.299,11.08,8.229,188.235,152,1
ipsl-cm6a-lr,DE409,2005,1230.327,69.445,25.045,240.604,175,1
ipsl-cm6a-lr,DE409,2006,1228.802,104.17,18.037,145.414,135,1
ipsl-cm6a-lr,DE409,2007,1233.027,34.095,4.975,351.182,154,1
ipsl-cm6a-lr,DE409,2008,1227.167,59.823,3.595,341.559,155,1
ipsl-cm6a-lr,DE409,2009,1232.978,12.297,1,201.314,128,1
ipsl-cm6a-lr,DE409,2010,1222.926,88.397,8.042,154.472,127,1
ipsl-cm6a-lr,DE409,2011,1239.602,69.987,20.087,169.603,157,1
ipsl-cm6a-lr,DE409,2012,1230.517,46.681,21.235,237.586,168,1
ipsl-cm6a-lr,DE409,2013,1241.27,59.109,34.881,315.748,180,1
ipsl-cm6a-lr,DE409,2014,1229.024,49.72,10.729,197.616,159,1
ipsl-cm6a-lr,DE409,2015,1229.614,33.587,3.377,194.72,171,1
ipsl-cm6a-lr,DE409,2016,1233.213,42.338,3.028,196.896,148,1
ipsl-cm6a-lr,DE409,2017,1239.402,64.63,0.03,192.658,128,1
ipsl-cm6a-lr,DE409,2018,1227.245,91.134,23.252,180.609,161,1
ipsl-cm6a-lr,DE409,2019,1216.379,84.968,5.311,212.978,156,1
ipsl-cm6a-lr,DE409,2020,1229.199,29.577,6.48,221.345,159,1
ipsl-cm6a-lr,DE409,2021,1232.453,126.622,19.097,195.265,159,1
ipsl-cm6a-lr,DE409,2022,1243.542,50.467,8.682,182.525,167,1
ipsl-cm6a-lr,DE409,2023,1234.468,54.45,7.661,297.078,169,1
ipsl-cm6a-lr,DE40A,1989,1218.968,15.927,1.638,148.873,163,1
ipsl-cm6a-lr,DE40A,1990,1226.683,11.373,1.995,278.569,150,1
ipsl-cm6a-lr,DE40A,1991,1229.452,23.324,22.432,235.328,182,1
ipsl-cm6a-lr,DE40A,1992,1228.099,57.237,8.24,264.44,166,1
ipsl-cm6a-lr,DE40A,1993,1231.3,48.473,15.552,284.857,161,1
ipsl-cm6a-lr,DE40A,1994,1217.155,26.921,11.898,351.333,171,1
ipsl-cm6a-lr,DE40A,1995,1221.227,28.969,2.331,335.745,159,1
ipsl-cm6a-lr,DE40A,1996,1226.349,58.657,3.193,176.224,115,1
ipsl-cm6a-lr,DE40A,1997,1232.366,46.491,8.971,240.917,153,1
ipsl-cm6a-lr,DE40A,1998,1231.83,43.008,9.94,253.94,160,1
ipsl-cm6a-lr,DE40A,1999,1224.53,19.524,6.93,302.736,169,1
ipsl-cm6a-lr,DE40A,2000,1219.403,60.814,4.045,260.661,158,1
ipsl-cm6a-lr,DE40A,2001,1225.012,21.537,15.746,268.575,177,1
ipsl-cm6a-lr,DE40A,2002,1221.29,22.417,3.223,342.03,147,1
ipsl-cm6a-lr,DE40A,2003,1220.472,83.333,21.352,131.08,158,1
ipsl-cm6a-lr,DE40A,2004,1219.98,6.431,18.533,233.964,165,1
ipsl-cm6a-lr,DE40A,2005,1227.963,66.545,22.344,249.996,175,1
ipsl-cm6a-lr,DE40A,2006,1224.629,98.076,17.986,176.169,137,1
ipsl-cm6a-lr,DE40A,2007,1231.718,26.105,5.766,369.065,154,1
ipsl-cm6a-lr,DE40A,2008,1226.712,56.736,6.088,334.223,157,1
ipsl-cm6a-lr,DE40A,2009,1216.308,8.233,5.316,191.302,138,1
ipsl-cm6a-lr,DE40A,2010,1225.066,85.621,8.552,193.304,128,1
ipsl-cm6a-lr,DE40A,2011,1225.763,54.765,18.775,214.138,158,1
ipsl-cm6a-lr,DE40A,2012,1225.794,36.257,20.346,218.7,170,1
ipsl-cm6a-lr,DE40A,2013,1231.299,48.159,36.17,304.159,181,1
ipsl-cm6a-lr,DE40A,2014,1223.121,46.163,8.913,189.405,158,1
ipsl-cm6a-lr,DE40A,2015,1213.759,29.779,3.597,229.719,172,1
ipsl-cm6a-lr,DE40A,2016,1230.093,39.537,3.592,184.844,149,1
ipsl-cm6a-lr,DE40A,2017,1229.204,58.479,0.121,214.813,130,1
ipsl-cm6a-lr,DE40A,2018,1222.259,78.268,21.757,201.434,162,1
ipsl-cm6a-lr,DE40A,2019,1218.615,88.763,2.565,226.348,158,1
ipsl-cm6a-lr,DE40A,2020,1223.305,30.598,4.898,234.582,160,1
ipsl-cm6a-lr,DE40A,2021,1225.504,130.006,19.458,205.332,161,1
ipsl-cm6a-lr,DE40A,2022,1236.341,57.947,5.612,199.041,168,1
ipsl-cm6a-lr,DE40A,2023,1219.058,57.033,8.2,329.815,169,1
ipsl-cm6a-lr,DE40B,1989,1267.144,27.289,2.08,183.018,163,1
ipsl-cm6a-lr,DE40B,1990,1278.649,16.685,1.827,202.982,149,1
ipsl-cm6a-lr,DE40B,1991,1268.787,40.031,21.241,228.612,181,1
ipsl-cm6a-lr,DE40B,1992,1274.36,80.377,8.52,253.659,166,1
ipsl-cm6a-lr,DE40B,1993,1285.497,76.696,17.695,238.873,160,1
ipsl-cm6a-lr,DE40B,1994,1272.383,36.174,11.955,357.004,170,1
ipsl-cm6a-lr,DE40B,1995,1277.222,38.448,3.016,382.952,156,1
ipsl-cm6a-lr,DE40B,1996,1266.897,82.104,3.763,203.22,113,1
ipsl-cm6a-lr,DE40B,1997,1269.01,63.845,8.913,222.196,143,1
ipsl-cm6a-lr,DE40B,1998,1274.482,67.455,15.74,232.536,160,1
ipsl-cm6a-lr,DE40B,1999,1271.913,25.158,11.36,289.21,171,1
ipsl-cm6a-lr,DE40B,2000,1272.566,100.059,5.375,321.021,150,1
ipsl-cm6a-lr,DE40B,2001,1270.544,32.379,13.708,270.54,165,1
ipsl-cm6a-lr,DE40B,2002,1273.209,33.092,6.58,282.253,146,1
ipsl-cm6a-lr,DE40B,2003,1263.697,122.673,22.658,135.793,155,1
ipsl-cm6a-lr,DE40B,2004,1274.09,16.117,16.063,245.832,166,1
ipsl-cm6a-lr,DE40B,2005,1277.636,91.628,26.268,250.99,174,1
ipsl-cm6a-lr,DE40B,2006,1256.298,128.209,0,122.831,102,1
ipsl-cm6a-lr,DE40B,2007,1262.18,40.729,3,299.258,153,1
ipsl-cm6a-lr,DE40B,2008,1266.535,69.04,4.069,299.501,156,1
ipsl-cm6a-lr,DE40B,2009,1272.294,19.823,1.033,201.623,127,1
ipsl-cm6a-lr,DE40B,2010,1256.714,109.529,9.471,147.312,127,1
ipsl-cm6a-lr,DE40B,2011,1263.386,85.226,22.8,146.222,158,1
ipsl-cm6a-lr,DE40B,2012,1271.273,65.309,22.873,271.77,170,1
ipsl-cm6a-lr,DE40B,2013,1264.507,76.943,36.678,374.863,181,1
ipsl-cm6a-lr,DE40B,2014,1274.567,62.212,7.884,193.755,160,1
ipsl-cm6a-lr,DE40B,2015,1269.2,50.302,7.745,197.469,171,1
ipsl-cm6a-lr,DE40B,2016,1260.847,54.269,4.841,255.116,150,1
ipsl-cm6a-lr,DE40B,2017,1269.959,105.53,0.708,179.94,126,1
ipsl-cm6a-lr,DE40B,2018,1268.609,100.776,26.753,180.532,160,1
ipsl-cm6a-lr,DE40B,2019,1276.384,114.516,6.897,221.509,157,1
ipsl-cm6a-lr,DE40B,2020,1266.965,49.924,10.133,218.083,161,1
ipsl-cm6a-lr,DE40B,2021,1268.946,148.561,22.699,267.392,160,1
ipsl-cm6a-lr,DE40B,2022,1267.543,87.596,13.509,199.356,167,1
ipsl-cm6a-lr,DE40B,2023,1270.788,73.247,11.024,304.512,170,1
ipsl-cm6a-lr,DE40C,1989,1260.917,20.057,3.324,171.384,162,1
ipsl-cm6a-lr,DE40C,1990,1267.601,15.529,1.253,237.788,148,1
ipsl-cm6a-lr,DE40C,1991,1255.476,36.6,22.984,197.963,181,1
ipsl-cm6a-lr,DE40C,1992,1269.334,73.642,8.838,236.706,166,1
ipsl-cm6a-lr,DE40C,1993,1263.595,68.221,14.81,229.784,159,1
ipsl-cm6a-lr,DE40C,1994,1253.834,28.294,12.511,363.528,169,1
ipsl-cm6a-lr,DE40C,1995,1261.677,35.341,4.343,347.302,157,1
ipsl-cm6a-lr,DE40C,1996,1250.702,72.871,3.985,229.246,113,1
ipsl-cm6a-lr,DE40C,1997,1265.297,63.8,9.643,240.388,144,1
ipsl-cm6a-lr,DE40C,1998,1272.131,62.842,14.672,276.131,160,1
ipsl-cm6a-lr,DE40C,1999,1271.348,23.455,10.41,284.85,170,1
ipsl-cm6a-lr,DE40C,2000,1248.521,87.532,6.777,294.397,155,1
ipsl-cm6a-lr,DE40C,2001,1256.152,31.421,18.739,257.361,174,1
ipsl-cm6a-lr,DE40C,2002,1267.638,27.05,4.876,308.982,146,1
ipsl-cm6a-lr,DE40C,2003,1268.524,109.1,23.817,138.214,157,1
ipsl-cm6a-lr,DE40C,2004,1265.956,15.886,16.559,211.895,165,1
ipsl-cm6a-lr,DE40C,2005,1259.42,81.924,25.404,239.439,174,1
ipsl-cm6a-lr,DE40C,2006,1254.184,114.069,18.802,140.401,135,1
ipsl-cm6a-lr,DE40C,2007,1269.986,40.869,3.883,325.549,154,1
ipsl-cm6a-lr,DE40C,2008,1259.207,65.684,3.564,325.595,155,1
ipsl-cm6a-lr,DE40C,2009,1255.384,14.759,3.989,238.604,139,1
ipsl-cm6a-lr,DE40C,2010,1268.813,103.783,8.232,132.61,128,1
ipsl-cm6a-lr,DE40C,2011,1259.339,84.056,20.408,149.956,156,1
ipsl-cm6a-lr,DE40C,2012,1260.111,59.674,22.646,248.59,168,1
ipsl-cm6a-lr,DE40C,2013,1261.903,72.565,33.066,332.954,180,1
ipsl-cm6a-lr,DE40C,2014,1269.796,57.939,9.06,199.749,159,1
ipsl-cm6a-lr,DE40C,2015,1264.901,41.569,3.346,214.909,171,1
ipsl-cm6a-lr,DE40C,2016,1271.358,51.066,2.627,223.13,149,1
ipsl-cm6a-lr,DE40C,2017,1270.365,86.518,0,191.572,128,1
ipsl-cm6a-lr,DE40C,2018,1267.157,98.99,23.464,191.46,161,1
ipsl-cm6a-lr,DE40C,2019,1264.571,105.021,3.843,206.599,155,1
ipsl-cm6a-lr,DE40C,2020,1258.351,37.436,7.321,250.554,160,1
ipsl-cm6a-lr,DE40C,2021,1258.888,141.371,19.111,183.661,158,1
ipsl-cm6a-lr,DE40C,2022,1257.185,50.532,10.121,183.327,166,1
ipsl-cm6a-lr,DE40C,2023,1270.342,59.204,8.061,305.379,169,1
ipsl-cm6a-lr,DE40D,1989,1186.266,12.714,1.197,145.653,163,1
ipsl-cm6a-lr,DE40D,1990,1181.718,8.419,1.801,236.742,150,1
ipsl-cm6a-lr,DE40D,1991,1186.476,21.136,23.473,205.907,182,1
ipsl-cm6a-lr,DE40D,1992,1190.439,47.251,8.428,268.482,167,1
ipsl-cm6a-lr,DE40D,1993,1184.591,32.239,14.276,287.079,161,1
ipsl-cm6a-lr,DE40D,1994,1184.45,23.939,12.65,356.494,172,1
ipsl-cm6a-lr,DE40D,1995,1188.817,28.816,2.266,315.963,159,1
ipsl-cm6a-lr,DE40D,1996,1186.786,55.466,3.272,157.602,114,1
ipsl-cm6a-lr,DE40D,1997,1176.014,38.288,8.645,217.02,152,1
ipsl-cm6a-lr,DE40D,1998,1188.726,36.492,8.991,264.49,159,1
ipsl-cm6a-lr,DE40D,1999,1193.613,16.296,7.776,322.275,169,1
ipsl-cm6a-lr,DE40D,2000,1178.678,58.137,3.01,247.278,158,1
ipsl-cm6a-lr,DE40D,2001,1178.169,16.071,19.453,259.972,176,1
ipsl-cm6a-lr,DE40D,2002,1184.765,17.969,3.12,342.218,147,1
ipsl-cm6a-lr,DE40D,2003,1179.851,80.543,22.428,126.211,158,1
ipsl-cm6a-lr,DE40D,2004,1190.253,4.373,19.099,257.23,166,1
ipsl-cm6a-lr,DE40D,2005,1188.573,61.146,22.462,249.445,175,1
ipsl-cm6a-lr,DE40D,2006,1173.182,81.651,18.761,182.944,138,1
ipsl-cm6a-lr,DE40D,2007,1175.749,14.509,5.646,360.99,153,1
ipsl-cm6a-lr,DE40D,2008,1191.17,53.456,5.734,330.543,158,1
ipsl-cm6a-lr,DE40D,2009,1175.235,9.036,6.496,179.824,137,1
ipsl-cm6a-lr,DE40D,2010,1194.015,78.665,8.153,184.522,128,1
ipsl-cm6a-lr,DE40D,2011,1189.561,45.671,18.105,202.295,158,1
ipsl-cm6a-lr,DE40D,2012,1180.331,28.056,20.904,226.769,170,1
ipsl-cm6a-lr,DE40D,2013,1185.547,42.213,35.976,309.454,181,1
ipsl-cm6a-lr,DE40D,2014,1183.507,43.295,8.432,198.678,158,1
ipsl-cm6a-lr,DE40D,2015,1178.026,26.548,3.052,254.215,174,1
ipsl-cm6a-lr,DE40D,2016,1193.489,37.316,5.074,190.903,149,1
ipsl-cm6a-lr,DE40D,2017,1185.892,49.477,5.406,216.537,141,1
ipsl-cm6a-lr,DE40D,2018,1177.369,75.782,22.189,190.518,161,1
ipsl-cm6a-lr,DE40D,2019,1172.518,79.969,2.911,211.147,158,1
ipsl-cm6a-lr,DE40D,2020,1187.206,24.376,5.021,245.25,160,1
ipsl-cm6a-lr,DE40D,2021,1175.982,114.554,19.449,193.981,160,1
ipsl-cm6a-lr,DE40D,2022,1175.538,35.813,6.288,204.109,166,1
ipsl-cm6a-lr,DE40D,2023,1180.801,55.561,9.254,323.114,168,1
ipsl-cm6a-lr,DE40E,1989,1251.351,29.14,1.031,144.536,163,1
ipsl-cm6a-lr,DE40E,1990,1264.687,12.453,0.949,245.945,150,1
ipsl-cm6a-lr,DE40E,1991,1239.918,31.497,21.472,209.932,181,1
ipsl-cm6a-lr,DE40E,1992,1251.662,78.99,7.84,232.976,165,1
ipsl-cm6a-lr,DE40E,1993,1260.624,65.372,14.555,266.776,160,1
ipsl-cm6a-lr,DE40E,1994,1253.586,28.422,11.587,356.177,170,1
ipsl-cm6a-lr,DE40E,1995,1251.335,41.555,1.654,302.112,159,1
