model,NUTS_ID,year,window,gdd,heat,frost,precip
ec-earth3,DE71D,1994,Apr-Aug,1894.71,152.217,0,260.397
ec-earth3,DE71D,1994,Mar-Jul,1510.31,113.378,3.21,275.404
ec-earth3,DE71D,1995,Apr-Aug,1864.458,138.806,0,311.024
ec-earth3,DE71D,1995,Mar-Jul,1380.914,77.351,10.346,313.571
ec-earth3,DE71D,1996,Apr-Aug,1656.222,38.861,2.423,240.344
ec-earth3,DE71D,1996,Mar-Jul,1224.301,23.387,16.862,208.884
ec-earth3,DE71D,1997,Apr-Aug,1765.295,87.393,4.049,239.795
ec-earth3,DE71D,1997,Mar-Jul,1316.759,7.89,5.711,257.94
ec-earth3,DE71D,1998,Apr-Aug,1801.032,99.436,0.044,273.458
ec-earth3,DE71D,1998,Mar-Jul,1399.57,32.436,8.027,286.268
ec-earth3,DE71D,1999,Apr-Aug,1902.055,74.194,0,258.088
ec-earth3,DE71D,1999,Mar-Jul,1494.172,46.751,2.136,271.768
ec-earth3,DE71D,2000,Apr-Aug,1851.704,56.735,0.044,341.778
ec-earth3,DE71D,2000,Mar-Jul,1433.085,30.712,0.986,356.783
ec-earth3,DE71D,2001,Apr-Aug,1865.412,114.834,1.398,267.668
ec-earth3,DE71D,2001,Mar-Jul,1416.593,59.559,4.292,343.749
ec-earth3,DE71D,2002,Apr-Aug,1877.65,69.558,0.85,298.643
ec-earth3,DE71D,2002,Mar-Jul,1450.497,44.924,6.591,295.192
ec-earth3,DE71D,2003,Apr-Aug,2122.658,228.761,4.818,230.874
ec-earth3,DE71D,2003,Mar-Jul,1639.552,81.362,12.816,223.024
ec-earth3,DE71D,2004,Apr-Aug,1793.447,88.824,0,307.454
ec-earth3,DE71D,2004,Mar-Jul,1348.224,33.17,14.044,231.743
ec-earth3,DE71D,2005,Apr-Aug,1841.979,103.83,0,311.889
ec-earth3,DE71D,2005,Mar-Jul,1514.162,89.299,9.354,284.192
ec-earth3,DE71D,2006,Apr-Aug,1908.548,156.165,1.368,332.758
ec-earth3,DE71D,2006,Mar-Jul,1547.358,154.847,20.314,279.813
ec-earth3,DE71D,2007,Apr-Aug,1961.53,58.087,0.055,306.511
ec-earth3,DE71D,2007,Mar-Jul,1593.465,41.984,0.478,299.276
ec-earth3,DE71D,2008,Apr-Aug,1879.624,66.485,0.997,279.106
ec-earth3,DE71D,2008,Mar-Jul,1461.58,54.596,7.836,291.134
ec-earth3,DE71D,2009,Apr-Aug,1952.275,77.715,0,299.968
ec-earth3,DE71D,2009,Mar-Jul,1465.957,27.498,7.342,342.748
ec-earth3,DE71D,2010,Apr-Aug,1800.622,109.016,0.208,379.574
ec-earth3,DE71D,2010,Mar-Jul,1430.413,96.239,11.576,300.178
ec-earth3,DE71D,2011,Apr-Aug,1904.434,53.672,0.153,279.409
ec-earth3,DE71D,2011,Mar-Jul,1508.581,21.262,8.707,177.564
ec-earth3,DE71D,2012,Apr-Aug,1837.479,79.874,1.82,293.764
ec-earth3,DE71D,2012,Mar-Jul,1430.172,29.243,4.644,266.273
ec-earth3,DE71D,2013,Apr-Aug,1812.625,112.893,3.453,335.923
ec-earth3,DE71D,2013,Mar-Jul,1337.541,71.884,25.796,322.181
ec-earth3,DE71D,2014,Apr-Aug,1861.133,67.347,0.055,402.604
ec-earth3,DE71D,2014,Mar-Jul,1560.463,63.263,4.056,274.85
ec-earth3,DE71D,2015,Apr-Aug,1953.865,206.941,0.455,167.792
ec-earth3,DE71D,2015,Mar-Jul,1453.025,111.537,5.467,158.549
ec-earth3,DE71D,2016,Apr-Aug,1845.574,86.013,0,355.525
ec-earth3,DE71D,2016,Mar-Jul,1377.542,37.38,9.17,383.279
ec-earth3,DE71D,2017,Apr-Aug,1915.227,89.65,1.15,355.461
ec-earth3,DE71D,2017,Mar-Jul,1558.736,73.533,1.15,332.077
ec-earth3,DE71D,2018,Apr-Aug,2250.048,228.204,0,203.298
ec-earth3,DE71D,2018,Mar-Jul,1739.768,123.38,10.698,212.506
ec-earth3,DE71D,2019,Apr-Aug,1979.158,191.288,0.098,258.351
ec-earth3,DE71D,2019,Mar-Jul,1539.138,131.888,2.159,250.78
ec-earth3,DE71D,2020,Apr-Aug,2020.931,144.178,1.404,174.85
ec-earth3,DE71D,2020,Mar-Jul,1523.559,42.776,5.546,171.14
ec-earth3,DE71D,2021,Apr-Aug,1716.797,49.669,0.812,301.674
ec-earth3,DE71D,2021,Mar-Jul,1338.426,31.969,7.278,281.135
ec-earth3,DE71D,2022,Apr-Aug,2153.166,233.75,1.763,175.13
ec-earth3,DE71D,2022,Mar-Jul,1639.06,113.641,10.425,188.123
ec-earth3,DE71D,2023,Apr-Aug,1976.711,115.772,0.646,307.369
ec-earth3,DE71D,2023,Mar-Jul,1563.901,78.793,9.158,301.443
ec-earth3,DE71E,1989,Apr-Aug,1817.592,71.733,0,311.445
ec-earth3,DE71E,1989,Mar-Jul,1457.16,37.269,1.811,331.283
ec-earth3,DE71E,1990,Apr-Aug,1834.506,106.102,0.729,264.14
ec-earth3,DE71E,1990,Mar-Jul,1420.257,36.987,1.108,212.707
ec-earth3,DE71E,1991,Apr-Aug,1715.009,105.161,2.503,178.915
ec-earth3,DE71E,1991,Mar-Jul,1293.714,55.386,6.828,213.604
ec-earth3,DE71E,1992,Apr-Aug,1958.453,107,0.02,372.419
ec-earth3,DE71E,1992,Mar-Jul,1487.819,42.176,0.383,353.401
ec-earth3,DE71E,1993,Apr-Aug,1924.504,64.199,0,253.346
ec-earth3,DE71E,1993,Mar-Jul,1531.151,41.027,12.645,235.967
ec-earth3,DE71E,1994,Apr-Aug,1967.706,188.647,0,332.837
ec-earth3,DE71E,1994,Mar-Jul,1568.38,136.644,0.48,359.193
ec-earth3,DE71E,1995,Apr-Aug,1933.709,169.978,0,318.637
ec-earth3,DE71E,1995,Mar-Jul,1438.986,94.969,10.77,353.422
ec-earth3,DE71E,1996,Apr-Aug,1716.668,52.594,3.239,316.43
ec-earth3,DE71E,1996,Mar-Jul,1275.641,33.11,18.548,267.351
ec-earth3,DE71E,1997,Apr-Aug,1852.781,113.453,2.622,254.8
ec-earth3,DE71E,1997,Mar-Jul,1406.43,23.32,4.564,257.185
ec-earth3,DE71E,1998,Apr-Aug,1862.965,108.566,0.382,323.637
ec-earth3,DE71E,1998,Mar-Jul,1473.416,43.175,8.727,318.669
ec-earth3,DE71E,1999,Apr-Aug,1905.86,80.943,0,279.201
ec-earth3,DE71E,1999,Mar-Jul,1502.919,50.386,2.585,290.636
ec-earth3,DE71E,2000,Apr-Aug,1884.266,68.937,0.367,342.706
ec-earth3,DE71E,2000,Mar-Jul,1473.185,42.044,1.006,334.947
ec-earth3,DE71E,2001,Apr-Aug,1913.905,126.452,1.329,266.1
ec-earth3,DE71E,2001,Mar-Jul,1457.606,63.134,5.537,332.512
ec-earth3,DE71E,2002,Apr-Aug,1930.523,78.26,0.974,330.828
ec-earth3,DE71E,2002,Mar-Jul,1495.109,49.422,5.62,320.409
ec-earth3,DE71E,2003,Apr-Aug,2166.779,246.856,3.819,232.373
ec-earth3,DE71E,2003,Mar-Jul,1681.351,93.368,10.265,230.353
ec-earth3,DE71E,2004,Apr-Aug,1843.159,94.321,0,389.622
ec-earth3,DE71E,2004,Mar-Jul,1392.89,31.715,12.936,308.633
ec-earth3,DE71E,2005,Apr-Aug,1878.49,105.252,0.016,410.171
ec-earth3,DE71E,2005,Mar-Jul,1538.296,87.861,9.036,362.096
ec-earth3,DE71E,2006,Apr-Aug,1932.461,168.282,1.016,374.895
ec-earth3,DE71E,2006,Mar-Jul,1562.266,164.902,20.207,360.766
ec-earth3,DE71E,2007,Apr-Aug,1994.762,75.024,0.367,397.048
ec-earth3,DE71E,2007,Mar-Jul,1623.992,58.497,2.579,348.238
ec-earth3,DE71E,2008,Apr-Aug,1951.828,96.025,0,280.917
ec-earth3,DE71E,2008,Mar-Jul,1526.391,72.872,8.696,305.922
ec-earth3,DE71E,2009,Apr-Aug,2014.817,100.03,0,290.901
ec-earth3,DE71E,2009,Mar-Jul,1528.323,41.549,6.534,320.789
ec-earth3,DE71E,2010,Apr-Aug,1861.049,135.982,0.958,381.363
ec-earth3,DE71E,2010,Mar-Jul,1489.304,119.834,12.337,289.644
ec-earth3,DE71E,2011,Apr-Aug,1959.104,73.975,0.004,318.162
ec-earth3,DE71E,2011,Mar-Jul,1554.832,31.356,8.432,216.927
ec-earth3,DE71E,2012,Apr-Aug,1898.445,97.095,2.315,372.581
ec-earth3,DE71E,2012,Mar-Jul,1496.349,41.312,6.828,340.087
ec-earth3,DE71E,2013,Apr-Aug,1891.358,143.405,3.054,367.932
ec-earth3,DE71E,2013,Mar-Jul,1404.255,92.322,22.674,333.225
ec-earth3,DE71E,2014,Apr-Aug,1919.421,87.259,0,429.117
ec-earth3,DE71E,2014,Mar-Jul,1610.399,78.122,3.025,331.452
ec-earth3,DE71E,2015,Apr-Aug,2017.363,249.34,0.069,202.469
ec-earth3,DE71E,2015,Mar-Jul,1509.613,130.694,5.504,171.948
ec-earth3,DE71E,2016,Apr-Aug,1911.189,113.227,0.363,302.292
ec-earth3,DE71E,2016,Mar-Jul,1444.84,54.553,7.854,329.515
ec-earth3,DE71E,2017,Apr-Aug,1953.25,111.188,1.016,416.691
ec-earth3,DE71E,2017,Mar-Jul,1588.321,83.72,1.371,376.141
ec-earth3,DE71E,2018,Apr-Aug,2333.932,295.842,0,214.171
ec-earth3,DE71E,2018,Mar-Jul,1808.48,165.321,10.061,250.394
ec-earth3,DE71E,2019,Apr-Aug,2041.067,227.105,0.395,289.926
ec-earth3,DE71E,2019,Mar-Jul,1601.089,152.797,2.427,285.675
ec-earth3,DE71E,2020,Apr-Aug,2037.295,163.475,1.783,239.016
ec-earth3,DE71E,2020,Mar-Jul,1547.408,59.24,7.352,221.543
ec-earth3,DE71E,2021,Apr-Aug,1773.9,71.208,2.175,351.615
ec-earth3,DE71E,2021,Mar-Jul,1388.832,52.834,10.551,308.71
ec-earth3,DE71E,2022,Apr-Aug,2194.631,288.381,1.729,169.435
ec-earth3,DE71E,2022,Mar-Jul,1666.594,146.342,11.967,183.111
ec-earth3,DE71E,2023,Apr-Aug,2038.363,154.384,1.69,367.198
ec-earth3,DE71E,2023,Mar-Jul,1618.787,104.687,9.404,356.485
ec-earth3,DE721,1989,Apr-Aug,1776.819,73.131,0,278.379
ec-earth3,DE721,1989,Mar-Jul,1419.676,37.979,3.053,317.069
ec-earth3,DE721,1990,Apr-Aug,1788.499,107.393,1.707,233.591
ec-earth3,DE721,1990,Mar-Jul,1378.664,36.854,1.958,196.989
ec-earth3,DE721,1991,Apr-Aug,1656.898,91.589,3.258,170.548
ec-earth3,DE721,1991,Mar-Jul,1241.906,48.074,8.88,208.387
ec-earth3,DE721,1992,Apr-Aug,1909.08,93.376,0.597,372.919
ec-earth3,DE721,1992,Mar-Jul,1441.886,36.912,3.025,367.026
ec-earth3,DE721,1993,Apr-Aug,1862.828,54.228,0,241.112
ec-earth3,DE721,1993,Mar-Jul,1482.151,35.882,13.276,218.324
ec-earth3,DE721,1994,Apr-Aug,1912.742,172.79,0,297.313
ec-earth3,DE721,1994,Mar-Jul,1526.412,126.376,2.217,329.157
ec-earth3,DE721,1995,Apr-Aug,1878.316,153.804,0.083,313.29
ec-earth3,DE721,1995,Mar-Jul,1390.045,82.596,12.928,343.752
ec-earth3,DE721,1996,Apr-Aug,1659.548,41.94,5.349,281.206
ec-earth3,DE721,1996,Mar-Jul,1223.985,25.044,19.866,231.723
ec-earth3,DE721,1997,Apr-Aug,1797.143,100.021,4.286,237.956
ec-earth3,DE721,1997,Mar-Jul,1355.536,18.079,6.286,241.407
ec-earth3,DE721,1998,Apr-Aug,1802.588,95.621,0.599,314.376
ec-earth3,DE721,1998,Mar-Jul,1422.648,36.444,9.494,321.562
ec-earth3,DE721,1999,Apr-Aug,1863.37,76.663,0,275.685
ec-earth3,DE721,1999,Mar-Jul,1467.818,47.877,3.175,284.736
ec-earth3,DE721,2000,Apr-Aug,1846.703,63.328,0.812,324.363
ec-earth3,DE721,2000,Mar-Jul,1441.314,38.967,1.478,305.4
ec-earth3,DE721,2001,Apr-Aug,1861.561,116.435,1.085,268.35
ec-earth3,DE721,2001,Mar-Jul,1405.589,55.417,6.903,331.278
ec-earth3,DE721,2002,Apr-Aug,1888.432,72.623,1.083,351.543
ec-earth3,DE721,2002,Mar-Jul,1451.117,45.766,7.365,326.396
ec-earth3,DE721,2003,Apr-Aug,2112.987,223.097,4.359,244.456
ec-earth3,DE721,2003,Mar-Jul,1626.441,80.521,12.156,244.176
ec-earth3,DE721,2004,Apr-Aug,1791.052,91.709,0,371.396
ec-earth3,DE721,2004,Mar-Jul,1345.426,31.25,13.721,292.985
ec-earth3,DE721,2005,Apr-Aug,1829.617,94.816,0,404.8
ec-earth3,DE721,2005,Mar-Jul,1493.114,78.969,9.893,355.312
ec-earth3,DE721,2006,Apr-Aug,1852.918,146.27,1.379,353.927
ec-earth3,DE721,2006,Mar-Jul,1491.553,144.51,22.758,348.096
ec-earth3,DE721,2007,Apr-Aug,1914.682,54.931,0.812,439.746
ec-earth3,DE721,2007,Mar-Jul,1551.767,43.795,3.438,370.784
ec-earth3,DE721,2008,Apr-Aug,1861.875,80.004,0,293.124
ec-earth3,DE721,2008,Mar-Jul,1441.723,60.688,10.551,307.509
ec-earth3,DE721,2009,Apr-Aug,1921.686,82.99,0,316.79
ec-earth3,DE721,2009,Mar-Jul,1449.727,33.581,8.877,345.658
ec-earth3,DE721,2010,Apr-Aug,1796.117,125.732,1.893,351.668
ec-earth3,DE721,2010,Mar-Jul,1428.232,111.298,13.705,273.966
ec-earth3,DE721,2011,Apr-Aug,1896.676,65.79,0.296,283.072
ec-earth3,DE721,2011,Mar-Jul,1496.297,29.452,10.942,182.71
ec-earth3,DE721,2012,Apr-Aug,1810.483,76.852,2.516,365.05
ec-earth3,DE721,2012,Mar-Jul,1418.537,30.094,6.572,337.625
ec-earth3,DE721,2013,Apr-Aug,1826.603,121.737,4.106,345.14
ec-earth3,DE721,2013,Mar-Jul,1344.681,76.081,26.795,316.912
ec-earth3,DE721,2014,Apr-Aug,1848.331,74.647,0,397.504
ec-earth3,DE721,2014,Mar-Jul,1541.079,66.756,6.501,311.13
ec-earth3,DE721,2015,Apr-Aug,1932.863,215.182,0.81,220.377
ec-earth3,DE721,2015,Mar-Jul,1432.337,116.93,6.636,183.833
ec-earth3,DE721,2016,Apr-Aug,1853.712,102.679,0.002,253.917
ec-earth3,DE721,2016,Mar-Jul,1391.815,46.304,8.981,298.76
ec-earth3,DE721,2017,Apr-Aug,1878.477,89.541,1.675,435.508
ec-earth3,DE721,2017,Mar-Jul,1518.497,71.319,2.606,362.374
ec-earth3,DE721,2018,Apr-Aug,2248.194,254.756,0,242.128
ec-earth3,DE721,2018,Mar-Jul,1732.424,140.339,12.296,267.674
ec-earth3,DE721,2019,Apr-Aug,1965.565,197.681,0.812,291.088
ec-earth3,DE721,2019,Mar-Jul,1534.085,135.982,2.812,276.932
ec-earth3,DE721,2020,Apr-Aug,1963.174,140.318,2.193,230.434
ec-earth3,DE721,2020,Mar-Jul,1478.782,46.829,9.183,197.707
ec-earth3,DE721,2021,Apr-Aug,1705.846,55.871,4.143,381.427
ec-earth3,DE721,2021,Mar-Jul,1328.277,41.702,12.737,330.905
ec-earth3,DE721,2022,Apr-Aug,2107.01,246.448,1.549,173.177
ec-earth3,DE721,2022,Mar-Jul,1586.523,122.343,12.893,190.135
ec-earth3,DE721,2023,Apr-Aug,1953.175,127.611,2.689,356.926
ec-earth3,DE721,2023,Mar-Jul,1541.014,86.186,10.698,366.39
ec-earth3,DE722,1989,Apr-Aug,1674.776,60.9,0.205,303.05
ec-earth3,DE722,1989,Mar-Jul,1318.534,32.493,4.313,354.7
ec-earth3,DE722,1990,Apr-Aug,1665.562,82.165,3.049,286.303
ec-earth3,DE722,1990,Mar-Jul,1261.85,26.585,5.086,245.891
ec-earth3,DE722,1991,Apr-Aug,1542.83,69.748,5.445,194.339
ec-earth3,DE722,1991,Mar-Jul,1134.596,36.495,11.312,233.673
ec-earth3,DE722,1992,Apr-Aug,1804.38,77.19,2.12,404.811
ec-earth3,DE722,1992,Mar-Jul,1345.368,29.427,7.209,413.002
ec-earth3,DE722,1993,Apr-Aug,1725.52,33.92,0.205,301.187
ec-earth3,DE722,1993,Mar-Jul,1367.245,25.281,15.504,280.307
ec-earth3,DE722,1994,Apr-Aug,1785.876,143.829,1.409,298.086
ec-earth3,DE722,1994,Mar-Jul,1408.449,106.514,6.98,376.846
ec-earth3,DE722,1995,Apr-Aug,1775.242,131.942,0.429,297.647
ec-earth3,DE722,1995,Mar-Jul,1298.698,69.403,16.443,365.886
ec-earth3,DE722,1996,Apr-Aug,1552.74,29.603,5.71,320.887
ec-earth3,DE722,1996,Mar-Jul,1138.249,18.293,22.488,247.564
ec-earth3,DE722,1997,Apr-Aug,1684.078,73.027,5.592,261.066
ec-earth3,DE722,1997,Mar-Jul,1242.409,7.732,7.592,279.272
ec-earth3,DE722,1998,Apr-Aug,1666.91,68.851,1.75,350.932
ec-earth3,DE722,1998,Mar-Jul,1304.532,24.387,11.833,387.433
ec-earth3,DE722,1999,Apr-Aug,1734.027,57.564,0.14,312.446
ec-earth3,DE722,1999,Mar-Jul,1352.409,36.062,5.193,312.434
ec-earth3,DE722,2000,Apr-Aug,1726.885,50.626,2.166,337.955
ec-earth3,DE722,2000,Mar-Jul,1330.695,32.644,4.01,355.56
ec-earth3,DE722,2001,Apr-Aug,1737.624,96.185,2.611,293.343
ec-earth3,DE722,2001,Mar-Jul,1294.869,44.882,10.938,380.268
ec-earth3,DE722,2002,Apr-Aug,1759.752,58.083,1.614,347.39
ec-earth3,DE722,2002,Mar-Jul,1331.344,37.023,11.277,326.411
ec-earth3,DE722,2003,Apr-Aug,1971.025,171.044,6.265,316.843
ec-earth3,DE722,2003,Mar-Jul,1498.201,54.367,16.411,324.767
ec-earth3,DE722,2004,Apr-Aug,1649.137,70.512,0.634,391.671
ec-earth3,DE722,2004,Mar-Jul,1220.83,20.455,16.083,324.659
ec-earth3,DE722,2005,Apr-Aug,1707.331,77.421,0.065,391.248
ec-earth3,DE722,2005,Mar-Jul,1388.959,66.86,11.023,358.433
ec-earth3,DE722,2006,Apr-Aug,1753.95,125.15,2.31,398.919
ec-earth3,DE722,2006,Mar-Jul,1410.213,124.565,23.91,383.963
ec-earth3,DE722,2007,Apr-Aug,1810.422,36.488,0.762,497.972
ec-earth3,DE722,2007,Mar-Jul,1456.603,30.051,3.991,412.036
ec-earth3,DE722,2008,Apr-Aug,1739.811,54.49,1.179,329.791
ec-earth3,DE722,2008,Mar-Jul,1332.82,43.287,12.211,361.076
ec-earth3,DE722,2009,Apr-Aug,1805.676,56.293,0,311.879
ec-earth3,DE722,2009,Mar-Jul,1344.771,19.149,10.314,359.162
ec-earth3,DE722,2010,Apr-Aug,1693.274,108.61,2.537,338.389
ec-earth3,DE722,2010,Mar-Jul,1334.326,97.472,14.5,267.144
ec-earth3,DE722,2011,Apr-Aug,1768.556,45.095,0.757,291.106
ec-earth3,DE722,2011,Mar-Jul,1382.501,19.588,12.855,189.323
ec-earth3,DE722,2012,Apr-Aug,1680.916,58.85,3.689,373.055
ec-earth3,DE722,2012,Mar-Jul,1297.619,21.617,8.493,350.112
ec-earth3,DE722,2013,Apr-Aug,1716.622,105.345,5.146,304.062
ec-earth3,DE722,2013,Mar-Jul,1257.729,66.87,30.63,291.198
ec-earth3,DE722,2014,Apr-Aug,1729.128,56.901,1.345,425.101
ec-earth3,DE722,2014,Mar-Jul,1433.159,52.973,9.527,337.117
ec-earth3,DE722,2015,Apr-Aug,1801.235,172.259,2.308,241.85
ec-earth3,DE722,2015,Mar-Jul,1311.868,95.055,10.037,240.599
ec-earth3,DE722,2016,Apr-Aug,1740.812,86.87,0.14,274.441
ec-earth3,DE722,2016,Mar-Jul,1287.818,35.675,11.283,325.188
ec-earth3,DE722,2017,Apr-Aug,1766.01,65.017,4.416,425.503
ec-earth3,DE722,2017,Mar-Jul,1415.619,56.754,6.726,366.124
ec-earth3,DE722,2018,Apr-Aug,2134.969,213.486,1.063,209.03
ec-earth3,DE722,2018,Mar-Jul,1635.116,117.185,16.203,245.181
ec-earth3,DE722,2019,Apr-Aug,1852.276,165.409,1.447,272.133
ec-earth3,DE722,2019,Mar-Jul,1427.466,117.455,4.223,302.516
ec-earth3,DE722,2020,Apr-Aug,1859.066,118.12,5.029,235.98
ec-earth3,DE722,2020,Mar-Jul,1379.601,32.672,12.414,223.782
ec-earth3,DE722,2021,Apr-Aug,1594.041,38.859,8.334,389.845
ec-earth3,DE722,2021,Mar-Jul,1230.209,29.476,19.122,350.369
ec-earth3,DE722,2022,Apr-Aug,1973.249,182.069,2.591,215.582
ec-earth3,DE722,2022,Mar-Jul,1470.253,84.46,13.589,232.139
ec-earth3,DE722,2023,Apr-Aug,1818.179,84.54,3.248,381.253
ec-earth3,DE722,2023,Mar-Jul,1421.556,56.23,13.549,413.198
ec-earth3,DE723,1989,Apr-Aug,1756.305,68.753,0,316.032
ec-earth3,DE723,1989,Mar-Jul,1402.567,36.917,3.177,343.622
ec-earth3,DE723,1990,Apr-Aug,1752.715,94.458,1.865,298.882
ec-earth3,DE723,1990,Mar-Jul,1343.267,33.701,2.411,243.907
ec-earth3,DE723,1991,Apr-Aug,1640.731,84.566,3.582,192.578
ec-earth3,DE723,1991,Mar-Jul,1222.168,43.021,8.285,234.105
ec-earth3,DE723,1992,Apr-Aug,1894.374,100.691,0.918,353.91
ec-earth3,DE723,1992,Mar-Jul,1426.467,41.387,3.48,349.382
ec-earth3,DE723,1993,Apr-Aug,1805.639,46.158,0,279.883
ec-earth3,DE723,1993,Mar-Jul,1439.551,32.459,12.519,262.592
ec-earth3,DE723,1994,Apr-Aug,1850.161,154.167,0.253,278.583
ec-earth3,DE723,1994,Mar-Jul,1468.233,111.672,4.486,328.068
ec-earth3,DE723,1995,Apr-Aug,1835.061,136.764,0.035,295.82
ec-earth3,DE723,1995,Mar-Jul,1352.282,75.027,11.536,352.22
ec-earth3,DE723,1996,Apr-Aug,1622.714,35.351,4.089,282.915
ec-earth3,DE723,1996,Mar-Jul,1199.306,20.75,18.782,234.122
ec-earth3,DE723,1997,Apr-Aug,1739.908,79.336,3.459,242.649
ec-earth3,DE723,1997,Mar-Jul,1297.686,7.898,5.459,268.513
ec-earth3,DE723,1998,Apr-Aug,1739.903,83.873,0.69,326.003
ec-earth3,DE723,1998,Mar-Jul,1363.284,29.616,8.884,345.989
ec-earth3,DE723,1999,Apr-Aug,1817.919,67.874,0,271.128
ec-earth3,DE723,1999,Mar-Jul,1430.441,42.149,2.417,278.74
ec-earth3,DE723,2000,Apr-Aug,1786.418,56.779,0.584,315.971
ec-earth3,DE723,2000,Mar-Jul,1383.206,34.098,1.412,325.225
ec-earth3,DE723,2001,Apr-Aug,1802.636,108.987,2.179,281.172
ec-earth3,DE723,2001,Mar-Jul,1360.458,53.662,6.86,364.862
ec-earth3,DE723,2002,Apr-Aug,1823.664,67.044,1.013,323.456
ec-earth3,DE723,2002,Mar-Jul,1396.132,43.035,8.283,317.523
ec-earth3,DE723,2003,Apr-Aug,2040.44,193.83,6.019,297.738
ec-earth3,DE723,2003,Mar-Jul,1566.641,67.717,16.199,289.858
ec-earth3,DE723,2004,Apr-Aug,1718.41,76.777,0.035,375.142
ec-earth3,DE723,2004,Mar-Jul,1282.699,24.275,16.13,291.432
ec-earth3,DE723,2005,Apr-Aug,1740.098,91.788,0,354.101
ec-earth3,DE723,2005,Mar-Jul,1420.657,78.405,9.885,314.285
ec-earth3,DE723,2006,Apr-Aug,1813.772,137.845,2.158,364.251
ec-earth3,DE723,2006,Mar-Jul,1464.037,136.884,21.898,320.507
ec-earth3,DE723,2007,Apr-Aug,1872.96,49.415,0.535,394.549
ec-earth3,DE723,2007,Mar-Jul,1514.574,38.565,3.579,344.895
ec-earth3,DE723,2008,Apr-Aug,1799.297,60.483,1.013,301.658
ec-earth3,DE723,2008,Mar-Jul,1388.845,49.6,8.749,318.767
ec-earth3,DE723,2009,Apr-Aug,1858.972,69.906,0,315.217
ec-earth3,DE723,2009,Mar-Jul,1390.581,24.95,9.724,363.84
ec-earth3,DE723,2010,Apr-Aug,1729.833,109.509,2.228,351.108
ec-earth3,DE723,2010,Mar-Jul,1362.711,96.352,14.228,287.922
ec-earth3,DE723,2011,Apr-Aug,1810.395,49.305,1.328,288.567
ec-earth3,DE723,2011,Mar-Jul,1418.443,18.536,13.12,190.358
ec-earth3,DE723,2012,Apr-Aug,1764.488,74.478,2.229,329.312
ec-earth3,DE723,2012,Mar-Jul,1362.776,26.235,6.931,308.033
ec-earth3,DE723,2013,Apr-Aug,1755.486,115.219,4.697,313.991
ec-earth3,DE723,2013,Mar-Jul,1292.942,74.706,27.804,296.562
ec-earth3,DE723,2014,Apr-Aug,1790.815,69.798,0.713,417.504
ec-earth3,DE723,2014,Mar-Jul,1481.585,64.71,7.788,306.998
ec-earth3,DE723,2015,Apr-Aug,1865.629,195.752,1.727,203.085
ec-earth3,DE723,2015,Mar-Jul,1366.857,103.615,9.916,198.121
ec-earth3,DE723,2016,Apr-Aug,1787.02,86.09,0,315.307
ec-earth3,DE723,2016,Mar-Jul,1331.735,36.378,11,353.003
ec-earth3,DE723,2017,Apr-Aug,1828.268,80.103,2.918,386.36
ec-earth3,DE723,2017,Mar-Jul,1475.815,65.09,3.193,349.437
ec-earth3,DE723,2018,Apr-Aug,2173.339,229.039,0.07,204.308
ec-earth3,DE723,2018,Mar-Jul,1672.558,126.222,12.005,227.604
ec-earth3,DE723,2019,Apr-Aug,1900.027,181.157,0.987,265.694
ec-earth3,DE723,2019,Mar-Jul,1470.89,125.497,3.676,290.319
ec-earth3,DE723,2020,Apr-Aug,1915.661,135.876,5.014,183.183
ec-earth3,DE723,2020,Mar-Jul,1429.123,36.871,11.141,183.237
ec-earth3,DE723,2021,Apr-Aug,1655.204,49.384,4.8,339.233
ec-earth3,DE723,2021,Mar-Jul,1283.637,34.091,14.391,296.944
ec-earth3,DE723,2022,Apr-Aug,2045.773,217.164,1.815,204.764
ec-earth3,DE723,2022,Mar-Jul,1535.013,100.808,12.653,216.427
ec-earth3,DE723,2023,Apr-Aug,1893.582,106.598,2.192,349.616
ec-earth3,DE723,2023,Mar-Jul,1491.432,70.995,11.548,367.206
ec-earth3,DE724,1989,Apr-Aug,1657.697,58.892,0.11,269.73
ec-earth3,DE724,1989,Mar-Jul,1301.452,29.635,4.161,313.464
ec-earth3,DE724,1990,Apr-Aug,1648.308,86.402,3.378,262.748
ec-earth3,DE724,1990,Mar-Jul,1250.819,25.634,6.362,224.835
ec-earth3,DE724,1991,Apr-Aug,1514.925,66.555,6.126,177.835
ec-earth3,DE724,1991,Mar-Jul,1112.36,32.772,13.433,209.437
ec-earth3,DE724,1992,Apr-Aug,1777.638,72.235,2.549,366.883
ec-earth3,DE724,1992,Mar-Jul,1324.008,26.037,7.299,385.297
ec-earth3,DE724,1993,Apr-Aug,1725.21,31.925,0.11,266.478
ec-earth3,DE724,1993,Mar-Jul,1365.834,23.075,16.976,245.866
ec-earth3,DE724,1994,Apr-Aug,1783.995,142.18,1.721,297.577
ec-earth3,DE724,1994,Mar-Jul,1410.867,104.646,5.866,344.806
ec-earth3,DE724,1995,Apr-Aug,1754.223,125.566,0.415,299.169
ec-earth3,DE724,1995,Mar-Jul,1283.46,63.864,18.656,334.73
ec-earth3,DE724,1996,Apr-Aug,1538.175,28.909,6.498,288.552
ec-earth3,DE724,1996,Mar-Jul,1117.963,17.245,23.299,214.057
