model,NUTS_ID,year,window,gdd,heat,frost,precip
ipsl-cm6a-lr,ITF12,1994,Apr-Aug,2249.83,332.399,0.607,227.46
ipsl-cm6a-lr,ITF12,1994,Mar-Jul,1790.041,139.846,0.607,222.573
ipsl-cm6a-lr,ITF12,1995,Apr-Aug,1997.709,178.171,2.107,298.963
ipsl-cm6a-lr,ITF12,1995,Mar-Jul,1536.055,113.734,9.436,292.566
ipsl-cm6a-lr,ITF12,1996,Apr-Aug,2205.188,242.251,0.607,256.015
ipsl-cm6a-lr,ITF12,1996,Mar-Jul,1694.002,134.186,6.178,293.234
ipsl-cm6a-lr,ITF12,1997,Apr-Aug,2247.224,305.673,4.725,242.397
ipsl-cm6a-lr,ITF12,1997,Mar-Jul,1806.669,185.715,6.128,233.118
ipsl-cm6a-lr,ITF12,1998,Apr-Aug,2445.72,531.203,0.206,230.133
ipsl-cm6a-lr,ITF12,1998,Mar-Jul,1904.323,292.615,5.381,247.955
ipsl-cm6a-lr,ITF12,1999,Apr-Aug,2374.931,286.71,0.202,377.6
ipsl-cm6a-lr,ITF12,1999,Mar-Jul,1888.157,146.62,2.076,392.557
ipsl-cm6a-lr,ITF12,2000,Apr-Aug,2537.733,487.364,0.126,197.546
ipsl-cm6a-lr,ITF12,2000,Mar-Jul,2028.988,240.913,1.685,261.959
ipsl-cm6a-lr,ITF12,2001,Apr-Aug,2428.818,464.561,0.53,222.173
ipsl-cm6a-lr,ITF12,2001,Mar-Jul,2038.872,234.483,0.729,259.402
ipsl-cm6a-lr,ITF12,2002,Apr-Aug,2326.758,283.951,0,337.468
ipsl-cm6a-lr,ITF12,2002,Mar-Jul,1969.891,186.616,0.963,276.382
ipsl-cm6a-lr,ITF12,2003,Apr-Aug,2584.653,617.784,2.171,160.253
ipsl-cm6a-lr,ITF12,2003,Mar-Jul,2068.227,360.757,3.305,154.692
ipsl-cm6a-lr,ITF12,2004,Apr-Aug,2221.349,434.725,0,324.681
ipsl-cm6a-lr,ITF12,2004,Mar-Jul,1719.001,244.566,3.831,334.315
ipsl-cm6a-lr,ITF12,2005,Apr-Aug,2313.802,392.44,0.126,233.112
ipsl-cm6a-lr,ITF12,2005,Mar-Jul,1900.762,281.372,8.202,225.625
ipsl-cm6a-lr,ITF12,2006,Apr-Aug,2378.972,478.898,0,218.731
ipsl-cm6a-lr,ITF12,2006,Mar-Jul,1928.613,338.561,3.434,243.488
ipsl-cm6a-lr,ITF12,2007,Apr-Aug,2469.441,477.691,0,151.462
ipsl-cm6a-lr,ITF12,2007,Mar-Jul,2022.012,299.704,1.008,188.713
ipsl-cm6a-lr,ITF12,2008,Apr-Aug,2358.165,434.511,0.004,264.092
ipsl-cm6a-lr,ITF12,2008,Mar-Jul,1879.796,220.707,1.668,391.362
ipsl-cm6a-lr,ITF12,2009,Apr-Aug,2497.329,491.013,0,333.909
ipsl-cm6a-lr,ITF12,2009,Mar-Jul,1986.794,266.26,1.367,377.3
ipsl-cm6a-lr,ITF12,2010,Apr-Aug,2308.224,387.773,0,301.426
ipsl-cm6a-lr,ITF12,2010,Mar-Jul,1828.523,220.471,2.945,363.352
ipsl-cm6a-lr,ITF12,2011,Apr-Aug,2389.727,402.419,0.004,255.952
ipsl-cm6a-lr,ITF12,2011,Mar-Jul,1864.866,175.976,3.514,427.01
ipsl-cm6a-lr,ITF12,2012,Apr-Aug,2496.266,623.652,0.279,269.077
ipsl-cm6a-lr,ITF12,2012,Mar-Jul,2045.011,352.939,0.481,281.234
ipsl-cm6a-lr,ITF12,2013,Apr-Aug,2324.67,366.19,0,378.555
ipsl-cm6a-lr,ITF12,2013,Mar-Jul,1835.971,185.925,1.506,458.773
ipsl-cm6a-lr,ITF12,2014,Apr-Aug,2218.268,251.762,0,407.093
ipsl-cm6a-lr,ITF12,2014,Mar-Jul,1800.512,125.921,0.489,478.339
ipsl-cm6a-lr,ITF12,2015,Apr-Aug,2491.282,447.522,0.328,210.529
ipsl-cm6a-lr,ITF12,2015,Mar-Jul,2008.041,279.3,1.438,299.353
ipsl-cm6a-lr,ITF12,2016,Apr-Aug,2398.622,289.327,0.202,334.071
ipsl-cm6a-lr,ITF12,2016,Mar-Jul,1948.638,172.305,0.805,396.842
ipsl-cm6a-lr,ITF12,2017,Apr-Aug,2507.672,516.785,1.159,159.718
ipsl-cm6a-lr,ITF12,2017,Mar-Jul,2051.457,256.871,1.693,210.797
ipsl-cm6a-lr,ITF12,2018,Apr-Aug,2479.305,293.437,0,326.264
ipsl-cm6a-lr,ITF12,2018,Mar-Jul,1976.897,145.903,1.879,428.185
ipsl-cm6a-lr,ITF12,2019,Apr-Aug,2402.206,425.797,0,347.335
ipsl-cm6a-lr,ITF12,2019,Mar-Jul,1958.682,237.535,0.53,324.013
ipsl-cm6a-lr,ITF12,2020,Apr-Aug,2368.847,305.731,0.781,254.152
ipsl-cm6a-lr,ITF12,2020,Mar-Jul,1877.679,129.372,2.622,331.1
ipsl-cm6a-lr,ITF12,2021,Apr-Aug,2342.65,393.96,2.317,178.571
ipsl-cm6a-lr,ITF12,2021,Mar-Jul,1833.317,219.067,6.028,199.357
ipsl-cm6a-lr,ITF12,2022,Apr-Aug,2501.895,561.888,1.207,177.285
ipsl-cm6a-lr,ITF12,2022,Mar-Jul,1986.413,392.644,8.967,162.532
ipsl-cm6a-lr,ITF12,2023,Apr-Aug,2346.142,505.811,0.88,414.452
ipsl-cm6a-lr,ITF12,2023,Mar-Jul,1891.789,297.281,1.006,412.505
ipsl-cm6a-lr,ITF13,1989,Apr-Aug,2086.523,139.335,0,263.965
ipsl-cm6a-lr,ITF13,1989,Mar-Jul,1710.258,50.236,0,283.44
ipsl-cm6a-lr,ITF13,1990,Apr-Aug,2036.291,133.662,0.812,187.471
ipsl-cm6a-lr,ITF13,1990,Mar-Jul,1635.468,75.234,3.484,179.063
ipsl-cm6a-lr,ITF13,1991,Apr-Aug,1915.187,174.498,0,315.829
ipsl-cm6a-lr,ITF13,1991,Mar-Jul,1511.486,81.182,0,320.282
ipsl-cm6a-lr,ITF13,1992,Apr-Aug,2157.269,210.565,0,332.055
ipsl-cm6a-lr,ITF13,1992,Mar-Jul,1624.029,44.206,0.605,385.447
ipsl-cm6a-lr,ITF13,1993,Apr-Aug,2208.148,302.646,0,120.298
ipsl-cm6a-lr,ITF13,1993,Mar-Jul,1663.544,123.236,6.919,185.43
ipsl-cm6a-lr,ITF13,1994,Apr-Aug,2202.344,270.911,0,239.369
ipsl-cm6a-lr,ITF13,1994,Mar-Jul,1722.764,93.765,0,228.652
ipsl-cm6a-lr,ITF13,1995,Apr-Aug,1985.458,133.192,2.005,245.103
ipsl-cm6a-lr,ITF13,1995,Mar-Jul,1518.907,83.907,7.129,255.665
ipsl-cm6a-lr,ITF13,1996,Apr-Aug,2137.11,159.508,0.145,203.321
ipsl-cm6a-lr,ITF13,1996,Mar-Jul,1643.389,83.21,3.935,248.606
ipsl-cm6a-lr,ITF13,1997,Apr-Aug,2125.123,201.922,2.672,164.272
ipsl-cm6a-lr,ITF13,1997,Mar-Jul,1684.933,117.525,2.672,172.986
ipsl-cm6a-lr,ITF13,1998,Apr-Aug,2379.083,421.526,0,205.632
ipsl-cm6a-lr,ITF13,1998,Mar-Jul,1832.964,232.33,4.395,224.127
ipsl-cm6a-lr,ITF13,1999,Apr-Aug,2301.342,222.179,0.145,312.269
ipsl-cm6a-lr,ITF13,1999,Mar-Jul,1800.453,91.096,0.895,322.28
ipsl-cm6a-lr,ITF13,2000,Apr-Aug,2552.707,453.723,0,169.588
ipsl-cm6a-lr,ITF13,2000,Mar-Jul,2014.857,216.682,0.435,237.673
ipsl-cm6a-lr,ITF13,2001,Apr-Aug,2442.104,420.854,0.316,197.562
ipsl-cm6a-lr,ITF13,2001,Mar-Jul,2051.543,203.893,0.316,240.632
ipsl-cm6a-lr,ITF13,2002,Apr-Aug,2365.56,257.022,0,307.506
ipsl-cm6a-lr,ITF13,2002,Mar-Jul,2006.502,169.393,0,253.355
ipsl-cm6a-lr,ITF13,2003,Apr-Aug,2624.512,575.926,1.32,112.195
ipsl-cm6a-lr,ITF13,2003,Mar-Jul,2101.169,331.701,1.32,123.761
ipsl-cm6a-lr,ITF13,2004,Apr-Aug,2318.881,465.33,0,286.872
ipsl-cm6a-lr,ITF13,2004,Mar-Jul,1814.084,258.574,2.838,318.057
ipsl-cm6a-lr,ITF13,2005,Apr-Aug,2457.779,425.695,0,189.118
ipsl-cm6a-lr,ITF13,2005,Mar-Jul,2037.383,304.6,7.342,201.529
ipsl-cm6a-lr,ITF13,2006,Apr-Aug,2498.382,508.163,0,204.224
ipsl-cm6a-lr,ITF13,2006,Mar-Jul,2042.846,356.286,1.124,238.418
ipsl-cm6a-lr,ITF13,2007,Apr-Aug,2570.244,526.791,0,147.672
ipsl-cm6a-lr,ITF13,2007,Mar-Jul,2118.89,317.045,0,195.825
ipsl-cm6a-lr,ITF13,2008,Apr-Aug,2438.599,491.157,0,286.656
ipsl-cm6a-lr,ITF13,2008,Mar-Jul,1950.486,254.829,0,424.46
ipsl-cm6a-lr,ITF13,2009,Apr-Aug,2531.583,514.552,0,306.414
ipsl-cm6a-lr,ITF13,2009,Mar-Jul,2016.001,268.322,0,389.402
ipsl-cm6a-lr,ITF13,2010,Apr-Aug,2360.675,420.127,0,288.908
ipsl-cm6a-lr,ITF13,2010,Mar-Jul,1879.856,234.199,1.124,361.886
ipsl-cm6a-lr,ITF13,2011,Apr-Aug,2443.488,436.95,0,231.681
ipsl-cm6a-lr,ITF13,2011,Mar-Jul,1923.304,193.295,2.711,403.902
ipsl-cm6a-lr,ITF13,2012,Apr-Aug,2534.888,656.949,0,255.352
ipsl-cm6a-lr,ITF13,2012,Mar-Jul,2083.196,368.442,0,268.332
ipsl-cm6a-lr,ITF13,2013,Apr-Aug,2383.113,410.136,0,339.381
ipsl-cm6a-lr,ITF13,2013,Mar-Jul,1889.576,205.426,0.834,452.276
ipsl-cm6a-lr,ITF13,2014,Apr-Aug,2272.8,291.718,0,411.354
ipsl-cm6a-lr,ITF13,2014,Mar-Jul,1852.25,140.287,0,482.535
ipsl-cm6a-lr,ITF13,2015,Apr-Aug,2536.428,521.781,0,202.18
ipsl-cm6a-lr,ITF13,2015,Mar-Jul,2051.835,324.259,0,289.254
ipsl-cm6a-lr,ITF13,2016,Apr-Aug,2439.877,346.961,0,314.866
ipsl-cm6a-lr,ITF13,2016,Mar-Jul,1980.607,202.277,0,364.679
ipsl-cm6a-lr,ITF13,2017,Apr-Aug,2549.785,576.54,0.145,177.3
ipsl-cm6a-lr,ITF13,2017,Mar-Jul,2088.546,287.556,0.145,227.045
ipsl-cm6a-lr,ITF13,2018,Apr-Aug,2502.854,325.325,0,302.087
ipsl-cm6a-lr,ITF13,2018,Mar-Jul,2004.472,166.664,1.294,438.275
ipsl-cm6a-lr,ITF13,2019,Apr-Aug,2416.446,474.744,0,339.293
ipsl-cm6a-lr,ITF13,2019,Mar-Jul,1960.974,264.951,0.145,324.405
ipsl-cm6a-lr,ITF13,2020,Apr-Aug,2419.246,343.768,1.005,241.725
ipsl-cm6a-lr,ITF13,2020,Mar-Jul,1922.822,146.461,2.154,322.528
ipsl-cm6a-lr,ITF13,2021,Apr-Aug,2368.021,440.092,1.32,180.911
ipsl-cm6a-lr,ITF13,2021,Mar-Jul,1852.148,244.55,3.013,221.156
ipsl-cm6a-lr,ITF13,2022,Apr-Aug,2535.333,589.444,0.461,190.518
ipsl-cm6a-lr,ITF13,2022,Mar-Jul,2016.801,414.386,6.575,174.32
ipsl-cm6a-lr,ITF13,2023,Apr-Aug,2384.132,528.552,0,434.88
ipsl-cm6a-lr,ITF13,2023,Mar-Jul,1927.743,312.414,0,438.162
ipsl-cm6a-lr,ITF14,1989,Apr-Aug,2103.152,162.074,0,211.979
ipsl-cm6a-lr,ITF14,1989,Mar-Jul,1712.941,62.906,0,241.043
ipsl-cm6a-lr,ITF14,1990,Apr-Aug,2096.573,179.395,0.304,164.543
ipsl-cm6a-lr,ITF14,1990,Mar-Jul,1685.455,98.749,1.663,163.448
ipsl-cm6a-lr,ITF14,1991,Apr-Aug,1948.299,207.04,0.136,263.011
ipsl-cm6a-lr,ITF14,1991,Mar-Jul,1543.738,103.066,0.136,270.09
ipsl-cm6a-lr,ITF14,1992,Apr-Aug,2139.008,221.185,0,254.846
ipsl-cm6a-lr,ITF14,1992,Mar-Jul,1605.151,50.503,0.639,299.748
ipsl-cm6a-lr,ITF14,1993,Apr-Aug,2203.871,306.211,0,100.328
ipsl-cm6a-lr,ITF14,1993,Mar-Jul,1658.538,127.04,5.417,161.356
ipsl-cm6a-lr,ITF14,1994,Apr-Aug,2234.827,288.838,0.203,222.303
ipsl-cm6a-lr,ITF14,1994,Mar-Jul,1743.103,106.316,0.203,206.433
ipsl-cm6a-lr,ITF14,1995,Apr-Aug,2018.664,156.966,1.513,208.555
ipsl-cm6a-lr,ITF14,1995,Mar-Jul,1548.931,97.025,5.657,225.593
ipsl-cm6a-lr,ITF14,1996,Apr-Aug,2140.96,179.402,0.281,150.802
ipsl-cm6a-lr,ITF14,1996,Mar-Jul,1646.352,92.352,3.774,187.158
ipsl-cm6a-lr,ITF14,1997,Apr-Aug,2104.082,199.627,2.118,113.009
ipsl-cm6a-lr,ITF14,1997,Mar-Jul,1660.789,121.471,2.186,119.12
ipsl-cm6a-lr,ITF14,1998,Apr-Aug,2353.698,396.515,0.068,171.413
ipsl-cm6a-lr,ITF14,1998,Mar-Jul,1810.271,221.894,3.854,178.481
ipsl-cm6a-lr,ITF14,1999,Apr-Aug,2296.915,253.497,0.213,217.762
ipsl-cm6a-lr,ITF14,1999,Mar-Jul,1791.593,106.285,1.268,230.613
ipsl-cm6a-lr,ITF14,2000,Apr-Aug,2540.503,438.474,0,140.045
ipsl-cm6a-lr,ITF14,2000,Mar-Jul,1999.982,210.762,0.775,191.009
ipsl-cm6a-lr,ITF14,2001,Apr-Aug,2427.09,402.863,0.357,129.542
ipsl-cm6a-lr,ITF14,2001,Mar-Jul,2040.362,199.643,0.425,160.255
ipsl-cm6a-lr,ITF14,2002,Apr-Aug,2383.474,261.776,0,221.476
ipsl-cm6a-lr,ITF14,2002,Mar-Jul,2021.055,168.595,0.271,188.547
ipsl-cm6a-lr,ITF14,2003,Apr-Aug,2626.835,549.467,1.431,76.128
ipsl-cm6a-lr,ITF14,2003,Mar-Jul,2110.662,315.133,1.838,89.395
ipsl-cm6a-lr,ITF14,2004,Apr-Aug,2358.887,407.512,0,243.306
ipsl-cm6a-lr,ITF14,2004,Mar-Jul,1864.023,224.949,1.939,272.341
ipsl-cm6a-lr,ITF14,2005,Apr-Aug,2506.055,389.002,0,154.425
ipsl-cm6a-lr,ITF14,2005,Mar-Jul,2083.173,277.636,6.161,177.554
ipsl-cm6a-lr,ITF14,2006,Apr-Aug,2527.659,467.893,0,171.126
ipsl-cm6a-lr,ITF14,2006,Mar-Jul,2072.685,323.013,0.996,210.622
ipsl-cm6a-lr,ITF14,2007,Apr-Aug,2610.965,495.804,0,133.634
ipsl-cm6a-lr,ITF14,2007,Mar-Jul,2165.642,293.536,0.136,198.428
ipsl-cm6a-lr,ITF14,2008,Apr-Aug,2491.106,461.836,0,282.697
ipsl-cm6a-lr,ITF14,2008,Mar-Jul,2008.565,241.354,0.203,416.203
ipsl-cm6a-lr,ITF14,2009,Apr-Aug,2539.707,457.46,0,311.464
ipsl-cm6a-lr,ITF14,2009,Mar-Jul,2028.539,226.121,0.203,410.217
ipsl-cm6a-lr,ITF14,2010,Apr-Aug,2389.034,381.957,0,292.617
ipsl-cm6a-lr,ITF14,2010,Mar-Jul,1914.944,207.275,1.268,371.982
ipsl-cm6a-lr,ITF14,2011,Apr-Aug,2470.919,407.658,0,206.108
ipsl-cm6a-lr,ITF14,2011,Mar-Jul,1964.851,179.457,1.803,373.208
ipsl-cm6a-lr,ITF14,2012,Apr-Aug,2536.396,589.091,0.068,260.462
ipsl-cm6a-lr,ITF14,2012,Mar-Jul,2090.21,323.587,0.068,271.629
ipsl-cm6a-lr,ITF14,2013,Apr-Aug,2424.162,386.049,0,303.254
ipsl-cm6a-lr,ITF14,2013,Mar-Jul,1932.318,188.96,0.638,426.136
ipsl-cm6a-lr,ITF14,2014,Apr-Aug,2315.379,280.396,0,369.293
ipsl-cm6a-lr,ITF14,2014,Mar-Jul,1893.778,133.04,0.271,440.45
ipsl-cm6a-lr,ITF14,2015,Apr-Aug,2551.857,495.986,0,178.338
ipsl-cm6a-lr,ITF14,2015,Mar-Jul,2073.971,301.956,0.068,260.896
ipsl-cm6a-lr,ITF14,2016,Apr-Aug,2462.059,354.624,0,309.047
ipsl-cm6a-lr,ITF14,2016,Mar-Jul,1996.911,205.507,0.203,345.653
ipsl-cm6a-lr,ITF14,2017,Apr-Aug,2566.869,583.785,0.281,172.037
ipsl-cm6a-lr,ITF14,2017,Mar-Jul,2108.968,291.23,0.281,216.977
ipsl-cm6a-lr,ITF14,2018,Apr-Aug,2528.903,331.945,0,255.182
ipsl-cm6a-lr,ITF14,2018,Mar-Jul,2035.281,168.094,1.635,402.65
ipsl-cm6a-lr,ITF14,2019,Apr-Aug,2423.188,486.388,0,326.616
ipsl-cm6a-lr,ITF14,2019,Mar-Jul,1955.685,265.238,0.213,317.681
ipsl-cm6a-lr,ITF14,2020,Apr-Aug,2474.09,358.727,0.824,208.906
ipsl-cm6a-lr,ITF14,2020,Mar-Jul,1979.798,160.015,1.887,283.711
ipsl-cm6a-lr,ITF14,2021,Apr-Aug,2389.054,463.262,0.851,151.605
ipsl-cm6a-lr,ITF14,2021,Mar-Jul,1871.717,258.893,2.321,202.135
ipsl-cm6a-lr,ITF14,2022,Apr-Aug,2553.011,529.734,0.638,188.854
ipsl-cm6a-lr,ITF14,2022,Mar-Jul,2028.326,370.649,4.007,176.615
ipsl-cm6a-lr,ITF14,2023,Apr-Aug,2430.318,539.358,0.068,419.468
ipsl-cm6a-lr,ITF14,2023,Mar-Jul,1971.272,324.143,0.068,439.443
ipsl-cm6a-lr,ITF21,1989,Apr-Aug,1900.874,112.348,0,230.713
ipsl-cm6a-lr,ITF21,1989,Mar-Jul,1518.233,34.335,0,270.029
ipsl-cm6a-lr,ITF21,1990,Apr-Aug,1952.788,145.976,0.054,215.847
ipsl-cm6a-lr,ITF21,1990,Mar-Jul,1540.583,81.074,1.974,219.103
ipsl-cm6a-lr,ITF21,1991,Apr-Aug,1765.99,173.967,0.118,268.352
ipsl-cm6a-lr,ITF21,1991,Mar-Jul,1367.765,79.364,0.118,283.663
ipsl-cm6a-lr,ITF21,1992,Apr-Aug,1945.571,205.411,0,269.223
ipsl-cm6a-lr,ITF21,1992,Mar-Jul,1409.473,46.018,0.172,314.731
ipsl-cm6a-lr,ITF21,1993,Apr-Aug,2019.992,263.063,0,132.084
ipsl-cm6a-lr,ITF21,1993,Mar-Jul,1476.669,94.09,5.539,203.286
ipsl-cm6a-lr,ITF21,1994,Apr-Aug,2129.97,255.131,0.172,314.142
ipsl-cm6a-lr,ITF21,1994,Mar-Jul,1635.364,86.3,0.172,299.311
ipsl-cm6a-lr,ITF21,1995,Apr-Aug,1884.249,136.411,1.671,266.617
ipsl-cm6a-lr,ITF21,1995,Mar-Jul,1407.553,85.554,5.509,273.157
ipsl-cm6a-lr,ITF21,1996,Apr-Aug,1996.342,148.305,0.108,173.805
ipsl-cm6a-lr,ITF21,1996,Mar-Jul,1500.077,62.095,5.445,203.178
ipsl-cm6a-lr,ITF21,1997,Apr-Aug,1972.788,168.238,2.553,110.386
ipsl-cm6a-lr,ITF21,1997,Mar-Jul,1517.589,103.286,2.607,111.006
ipsl-cm6a-lr,ITF21,1998,Apr-Aug,2201.466,349.323,0.054,218.049
ipsl-cm6a-lr,ITF21,1998,Mar-Jul,1643.727,188.778,6.818,213.567
ipsl-cm6a-lr,ITF21,1999,Apr-Aug,2157.901,208.669,0.054,182.028
ipsl-cm6a-lr,ITF21,1999,Mar-Jul,1634.679,68.89,0.462,206.157
ipsl-cm6a-lr,ITF21,2000,Apr-Aug,2341.577,296.61,0,156.66
ipsl-cm6a-lr,ITF21,2000,Mar-Jul,1791.838,114.303,0.29,214.109
ipsl-cm6a-lr,ITF21,2001,Apr-Aug,2221.268,262.651,0.564,134.102
ipsl-cm6a-lr,ITF21,2001,Mar-Jul,1815.489,106.16,0.618,173.21
ipsl-cm6a-lr,ITF21,2002,Apr-Aug,2179.456,162.436,0,235.374
ipsl-cm6a-lr,ITF21,2002,Mar-Jul,1814.835,104.463,0.226,200.623
ipsl-cm6a-lr,ITF21,2003,Apr-Aug,2463.842,392.161,2.861,99.085
ipsl-cm6a-lr,ITF21,2003,Mar-Jul,1915.837,207.086,3.531,114.689
ipsl-cm6a-lr,ITF21,2004,Apr-Aug,2213.054,269.836,0,289.92
ipsl-cm6a-lr,ITF21,2004,Mar-Jul,1709.268,138.395,1.784,325.73
ipsl-cm6a-lr,ITF21,2005,Apr-Aug,2385.039,254.006,0,177.283
ipsl-cm6a-lr,ITF21,2005,Mar-Jul,1969.352,177.803,6.642,210.36
ipsl-cm6a-lr,ITF21,2006,Apr-Aug,2409.095,354.472,0,195.806
ipsl-cm6a-lr,ITF21,2006,Mar-Jul,1947.731,246.676,0.78,241.574
ipsl-cm6a-lr,ITF21,2007,Apr-Aug,2503.832,377.476,0,167.556
ipsl-cm6a-lr,ITF21,2007,Mar-Jul,2040.183,204.34,0.108,242.54
ipsl-cm6a-lr,ITF21,2008,Apr-Aug,2357.916,362.109,0,333.661
ipsl-cm6a-lr,ITF21,2008,Mar-Jul,1848.171,173.553,0.162,479.165
ipsl-cm6a-lr,ITF21,2009,Apr-Aug,2395.037,351.044,0,363.057
ipsl-cm6a-lr,ITF21,2009,Mar-Jul,1855.013,146.658,0.162,491.363
ipsl-cm6a-lr,ITF21,2010,Apr-Aug,2239.85,292.599,0,360.188
ipsl-cm6a-lr,ITF21,2010,Mar-Jul,1752.579,141.17,1.308,439.13
ipsl-cm6a-lr,ITF21,2011,Apr-Aug,2328.324,329.789,0,229.896
ipsl-cm6a-lr,ITF21,2011,Mar-Jul,1805.683,126.444,2.895,412.06
ipsl-cm6a-lr,ITF21,2012,Apr-Aug,2394.62,494.843,0.054,300.137
ipsl-cm6a-lr,ITF21,2012,Mar-Jul,1925.856,253.662,0.054,305.522
ipsl-cm6a-lr,ITF21,2013,Apr-Aug,2286.731,304.976,0,354.052
ipsl-cm6a-lr,ITF21,2013,Mar-Jul,1776.736,129.849,1.019,504.1
ipsl-cm6a-lr,ITF21,2014,Apr-Aug,2145.768,206.418,0,395.765
ipsl-cm6a-lr,ITF21,2014,Mar-Jul,1721.245,82.853,0.226,479.204
ipsl-cm6a-lr,ITF21,2015,Apr-Aug,2409.833,412.592,0,208.278
ipsl-cm6a-lr,ITF21,2015,Mar-Jul,1915.591,242.77,0.054,284.713
ipsl-cm6a-lr,ITF21,2016,Apr-Aug,2321.168,315.278,0,344.56
ipsl-cm6a-lr,ITF21,2016,Mar-Jul,1853.13,178.867,0.172,367.707
ipsl-cm6a-lr,ITF21,2017,Apr-Aug,2449.377,533.426,0.118,187.591
ipsl-cm6a-lr,ITF21,2017,Mar-Jul,1976.507,250.852,0.118,231.782
ipsl-cm6a-lr,ITF21,2018,Apr-Aug,2357.291,254.559,0,287.744
ipsl-cm6a-lr,ITF21,2018,Mar-Jul,1868.216,120.592,2.102,466.597
ipsl-cm6a-lr,ITF21,2019,Apr-Aug,2265.279,424.869,0,377.726
ipsl-cm6a-lr,ITF21,2019,Mar-Jul,1781.443,220.413,0.064,368.608
ipsl-cm6a-lr,ITF21,2020,Apr-Aug,2328.856,299.315,1.147,230.461
ipsl-cm6a-lr,ITF21,2020,Mar-Jul,1820.722,124.208,3.249,306.2
ipsl-cm6a-lr,ITF21,2021,Apr-Aug,2250.863,397.515,1.489,176.679
ipsl-cm6a-lr,ITF21,2021,Mar-Jul,1721.338,216.457,3.862,232.624
ipsl-cm6a-lr,ITF21,2022,Apr-Aug,2417.037,452.938,0.677,221.149
ipsl-cm6a-lr,ITF21,2022,Mar-Jul,1901.646,313.843,5.611,207.839
ipsl-cm6a-lr,ITF21,2023,Apr-Aug,2110.498,292.431,0.054,494.393
ipsl-cm6a-lr,ITF21,2023,Mar-Jul,1672.472,160.585,0.054,521.996
ipsl-cm6a-lr,ITF22,1989,Apr-Aug,2152.475,197.783,0,160.397
ipsl-cm6a-lr,ITF22,1989,Mar-Jul,1749.908,72.578,0,192.08
ipsl-cm6a-lr,ITF22,1990,Apr-Aug,2178.732,254.743,0,151.663
ipsl-cm6a-lr,ITF22,1990,Mar-Jul,1753.651,138.633,0.428,157.087
ipsl-cm6a-lr,ITF22,1991,Apr-Aug,2007.474,269.391,0,195.916
ipsl-cm6a-lr,ITF22,1991,Mar-Jul,1589.168,135.362,0,204.752
ipsl-cm6a-lr,ITF22,1992,Apr-Aug,2194.604,284.515,0,178.338
ipsl-cm6a-lr,ITF22,1992,Mar-Jul,1649.095,76.044,0,205.037
ipsl-cm6a-lr,ITF22,1993,Apr-Aug,2269.078,359.325,0,95.63
ipsl-cm6a-lr,ITF22,1993,Mar-Jul,1708.525,152.412,2.697,146.353
ipsl-cm6a-lr,ITF22,1994,Apr-Aug,2336.124,367.285,0,213.366
ipsl-cm6a-lr,ITF22,1994,Mar-Jul,1832.34,151.143,0,201.164
ipsl-cm6a-lr,ITF22,1995,Apr-Aug,2108.603,220.117,0.786,196.714
ipsl-cm6a-lr,ITF22,1995,Mar-Jul,1615.906,135.135,1.5,210.945
ipsl-cm6a-lr,ITF22,1996,Apr-Aug,2216.411,254.151,0,100.884
ipsl-cm6a-lr,ITF22,1996,Mar-Jul,1696.063,122.898,4.167,127.397
ipsl-cm6a-lr,ITF22,1997,Apr-Aug,2174.656,261.969,0.107,72.224
ipsl-cm6a-lr,ITF22,1997,Mar-Jul,1712.515,165.043,0.107,65.938
ipsl-cm6a-lr,ITF22,1998,Apr-Aug,2395.45,448.843,0,139.256
ipsl-cm6a-lr,ITF22,1998,Mar-Jul,1833.539,250.029,2.278,145.432
ipsl-cm6a-lr,ITF22,1999,Apr-Aug,2365.643,330.698,0,134.216
ipsl-cm6a-lr,ITF22,1999,Mar-Jul,1842.538,140.045,0,138.076
ipsl-cm6a-lr,ITF22,2000,Apr-Aug,2543.831,424.08,0,115.829
ipsl-cm6a-lr,ITF22,2000,Mar-Jul,1999.855,195.649,0,144.414
ipsl-cm6a-lr,ITF22,2001,Apr-Aug,2427.732,404.712,0.243,85.515
ipsl-cm6a-lr,ITF22,2001,Mar-Jul,2037.444,200.558,0.243,101.41
ipsl-cm6a-lr,ITF22,2002,Apr-Aug,2415.039,279.866,0,147.439
ipsl-cm6a-lr,ITF22,2002,Mar-Jul,2042.672,176.255,0,136.451
ipsl-cm6a-lr,ITF22,2003,Apr-Aug,2656.188,546.761,1.572,63.189
ipsl-cm6a-lr,ITF22,2003,Mar-Jul,2127.198,309.273,1.596,78.212
ipsl-cm6a-lr,ITF22,2004,Apr-Aug,2393.302,347.708,0,200.007
ipsl-cm6a-lr,ITF22,2004,Mar-Jul,1897.779,186.19,0.568,221.82
ipsl-cm6a-lr,ITF22,2005,Apr-Aug,2541.051,325.432,0,115.656
ipsl-cm6a-lr,ITF22,2005,Mar-Jul,2109.262,224.605,5.333,132.71
ipsl-cm6a-lr,ITF22,2006,Apr-Aug,2552.224,402.336,0,141.981
ipsl-cm6a-lr,ITF22,2006,Mar-Jul,2089.784,273.094,0.153,185.622
ipsl-cm6a-lr,ITF22,2007,Apr-Aug,2650.917,442.976,0,132.197
ipsl-cm6a-lr,ITF22,2007,Mar-Jul,2207.233,246.34,0,203.538
