model,bin_id,delta_sv,n_years,cntr,country_id,component,dln,fuel
EC-Earth3,-2.5,-2.4493,5,PL,POL,hdd_calendar,0.0305790519913865,Electricity
EC-Earth3,-1.5,-1.3807,6,PL,POL,hdd_calendar,0.00549956788634375,Electricity
EC-Earth3,-0.5,-0.6596,3,PL,POL,hdd_calendar,-0.000819699647107806,Electricity
HadGEM3-GC3-1LL,-8.5,-8.3848,12,PL,POL,hdd_calendar,0.0384916259741209,Electricity
HadGEM3-GC3-1LL,-7.5,-7.5599,19,PL,POL,hdd_calendar,0.02316071333784,Electricity
HadGEM3-GC3-1LL,-6.5,-6.5442,24,PL,POL,hdd_calendar,0.0385714543828742,Electricity
HadGEM3-GC3-1LL,-5.5,-5.5797,10,PL,POL,hdd_calendar,0.0250774525158403,Electricity
HadGEM3-GC3-1LL,-4.5,-4.5263,6,PL,POL,hdd_calendar,0.027157874412886,Electricity
HadGEM3-GC3-1LL,-3.5,-3.7835,7,PL,POL,hdd_calendar,0.0318320952069078,Electricity
HadGEM3-GC3-1LL,-2.5,-2.4504,6,PL,POL,hdd_calendar,0.0171822681911415,Electricity
HadGEM3-GC3-1LL,-1.5,-1.3098,8,PL,POL,hdd_calendar,0.00904940656818868,Electricity
HadGEM3-GC3-1LL,-0.5,-0.331,6,PL,POL,hdd_calendar,0.00219786266369403,Electricity
HadGEM3-GC3-1MM,-14.5,-14.3032,4,PL,POL,hdd_calendar,0.0843545285583369,Electricity
HadGEM3-GC3-1MM,-13.5,-13.3931,8,PL,POL,hdd_calendar,0.112305729235565,Electricity
HadGEM3-GC3-1MM,-12.5,-12.588,13,PL,POL,hdd_calendar,0.099496000161097,Electricity
HadGEM3-GC3-1MM,-11.5,-11.5321,21,PL,POL,hdd_calendar,0.0903231885276841,Electricity
HadGEM3-GC3-1MM,-10.5,-10.4803,10,PL,POL,hdd_calendar,0.0871484855878373,Electricity
HadGEM3-GC3-1MM,-9.5,-9.6161,7,PL,POL,hdd_calendar,0.057332286022756,Electricity
HadGEM3-GC3-1MM,-8.5,-8.6582,7,PL,POL,hdd_calendar,0.0579818540529831,Electricity
HadGEM3-GC3-1MM,-7.5,-7.6345,8,PL,POL,hdd_calendar,0.0466183555526003,Electricity
HadGEM3-GC3-1MM,-6.5,-6.4299,4,PL,POL,hdd_calendar,0.0321718924798431,Electricity
HadGEM3-GC3-1MM,-5.5,-5.3528,4,PL,POL,hdd_calendar,0.0242664756553999,Electricity
HadGEM3-GC3-1MM,-4.5,-4.3969,4,PL,POL,hdd_calendar,0.027856237860838,Electricity
IPSL-CM6A-LR,-9.5,-9.3401,5,PL,POL,hdd_calendar,0.0750766148009547,Electricity
IPSL-CM6A-LR,-8.5,-8.4598,8,PL,POL,hdd_calendar,0.0734309902701003,Electricity
IPSL-CM6A-LR,-7.5,-7.5255,19,PL,POL,hdd_calendar,0.0584660619051901,Electricity
IPSL-CM6A-LR,-6.5,-6.5577,11,PL,POL,hdd_calendar,0.0689192966122749,Electricity
IPSL-CM6A-LR,-5.5,-5.5623,13,PL,POL,hdd_calendar,0.0385135074945216,Electricity
IPSL-CM6A-LR,-4.5,-4.3507,11,PL,POL,hdd_calendar,0.0212085238601786,Electricity
IPSL-CM6A-LR,-3.5,-3.4644,8,PL,POL,hdd_calendar,0.0258631742994979,Electricity
IPSL-CM6A-LR,-2.5,-2.5669,9,PL,POL,hdd_calendar,0.0177740943557795,Electricity
IPSL-CM6A-LR,-1.5,-1.2909,6,PL,POL,hdd_calendar,0.0238382762945082,Electricity
IPSL-CM6A-LR,-0.5,-0.6347,8,PL,POL,hdd_calendar,0.00168936893322277,Electricity
EC-Earth3,-9.5,-9.1554,4,PT,PRT,hdd_calendar,0.0387837088584481,Electricity
EC-Earth3,-8.5,-8.4726,15,PT,PRT,hdd_calendar,0.0363054309695162,Electricity
EC-Earth3,-7.5,-7.5562,20,PT,PRT,hdd_calendar,0.0295064288077896,Electricity
EC-Earth3,-6.5,-6.4767,21,PT,PRT,hdd_calendar,0.0278111142144239,Electricity
EC-Earth3,-5.5,-5.3342,8,PT,PRT,hdd_calendar,0.0255213640757931,Electricity
EC-Earth3,-4.5,-4.5495,8,PT,PRT,hdd_calendar,0.0245378698790415,Electricity
EC-Earth3,-3.5,-3.3459,9,PT,PRT,hdd_calendar,0.0280237414586587,Electricity
EC-Earth3,-2.5,-2.4493,5,PT,PRT,hdd_calendar,0.0139597949473876,Electricity
EC-Earth3,-1.5,-1.3807,6,PT,PRT,hdd_calendar,0.00780124662212651,Electricity
EC-Earth3,-0.5,-0.6596,3,PT,PRT,hdd_calendar,0.00960432863538759,Electricity
HadGEM3-GC3-1LL,-8.5,-8.3848,12,PT,PRT,hdd_calendar,0.0365237988511305,Electricity
HadGEM3-GC3-1LL,-7.5,-7.5599,19,PT,PRT,hdd_calendar,0.0316440147789998,Electricity
HadGEM3-GC3-1LL,-6.5,-6.5442,24,PT,PRT,hdd_calendar,0.0293034562718746,Electricity
HadGEM3-GC3-1LL,-5.5,-5.5797,10,PT,PRT,hdd_calendar,0.0228602245202073,Electricity
HadGEM3-GC3-1LL,-4.5,-4.5263,6,PT,PRT,hdd_calendar,0.0192421691733992,Electricity
HadGEM3-GC3-1LL,-3.5,-3.7835,7,PT,PRT,hdd_calendar,0.0217930251206279,Electricity
HadGEM3-GC3-1LL,-2.5,-2.4504,6,PT,PRT,hdd_calendar,0.0196605274416404,Electricity
HadGEM3-GC3-1LL,-1.5,-1.3098,8,PT,PRT,hdd_calendar,0.00951044684811453,Electricity
HadGEM3-GC3-1LL,-0.5,-0.331,6,PT,PRT,hdd_calendar,0.00204575441157263,Electricity
HadGEM3-GC3-1MM,-14.5,-14.3032,4,PT,PRT,hdd_calendar,0.076416475837623,Electricity
HadGEM3-GC3-1MM,-13.5,-13.3931,8,PT,PRT,hdd_calendar,0.0764199239477373,Electricity
HadGEM3-GC3-1MM,-12.5,-12.588,13,PT,PRT,hdd_calendar,0.071749989993317,Electricity
HadGEM3-GC3-1MM,-11.5,-11.5321,21,PT,PRT,hdd_calendar,0.0644542363139407,Electricity
HadGEM3-GC3-1MM,-10.5,-10.4803,10,PT,PRT,hdd_calendar,0.0524358578299116,Electricity
HadGEM3-GC3-1MM,-9.5,-9.6161,7,PT,PRT,hdd_calendar,0.0547887549797159,Electricity
HadGEM3-GC3-1MM,-8.5,-8.6582,7,PT,PRT,hdd_calendar,0.0352202827589097,Electricity
HadGEM3-GC3-1MM,-7.5,-7.6345,8,PT,PRT,hdd_calendar,0.0354022497807772,Electricity
HadGEM3-GC3-1MM,-6.5,-6.4299,4,PT,PRT,hdd_calendar,0.0287558777472975,Electricity
HadGEM3-GC3-1MM,-5.5,-5.3528,4,PT,PRT,hdd_calendar,0.0220138346369718,Electricity
HadGEM3-GC3-1MM,-4.5,-4.3969,4,PT,PRT,hdd_calendar,0.00391889829466882,Electricity
IPSL-CM6A-LR,-9.5,-9.3401,5,PT,PRT,hdd_calendar,0.044314999357843,Electricity
IPSL-CM6A-LR,-8.5,-8.4598,8,PT,PRT,hdd_calendar,0.0501622112974362,Electricity
IPSL-CM6A-LR,-7.5,-7.5255,19,PT,PRT,hdd_calendar,0.0391956927825862,Electricity
IPSL-CM6A-LR,-6.5,-6.5577,11,PT,PRT,hdd_calendar,0.0387213260230296,Electricity
IPSL-CM6A-LR,-5.5,-5.5623,13,PT,PRT,hdd_calendar,0.0319585196982862,Electricity
IPSL-CM6A-LR,-4.5,-4.3507,11,PT,PRT,hdd_calendar,0.0216418860670251,Electricity
IPSL-CM6A-LR,-3.5,-3.4644,8,PT,PRT,hdd_calendar,0.0224744275945044,Electricity
IPSL-CM6A-LR,-2.5,-2.5669,9,PT,PRT,hdd_calendar,0.0173073879922065,Electricity
IPSL-CM6A-LR,-1.5,-1.2909,6,PT,PRT,hdd_calendar,0.0158984901995207,Electricity
IPSL-CM6A-LR,-0.5,-0.6347,8,PT,PRT,hdd_calendar,0.00595067388145392,Electricity
EC-Earth3,-9.5,-9.1554,4,RO,ROU,hdd_calendar,0.0180141014581649,Electricity
EC-Earth3,-8.5,-8.4726,15,RO,ROU,hdd_calendar,0.0480430587365125,Electricity
EC-Earth3,-7.5,-7.5562,20,RO,ROU,hdd_calendar,0.033748088847586,Electricity
EC-Earth3,-6.5,-6.4767,21,RO,ROU,hdd_calendar,0.0233092430108158,Electricity
EC-Earth3,-5.5,-5.3342,8,RO,ROU,hdd_calendar,0.0237210964659226,Electricity
EC-Earth3,-4.5,-4.5495,8,RO,ROU,hdd_calendar,0.0224436182646727,Electricity
EC-Earth3,-3.5,-3.3459,9,RO,ROU,hdd_calendar,0.0323778844419121,Electricity
EC-Earth3,-2.5,-2.4493,5,RO,ROU,hdd_calendar,0.0256543679340382,Electricity
EC-Earth3,-1.5,-1.3807,6,RO,ROU,hdd_calendar,0.0110346047107817,Electricity
EC-Earth3,-0.5,-0.6596,3,RO,ROU,hdd_calendar,-0.0100353051228037,Electricity
HadGEM3-GC3-1LL,-8.5,-8.3848,12,RO,ROU,hdd_calendar,0.0372945166961828,Electricity
HadGEM3-GC3-1LL,-7.5,-7.5599,19,RO,ROU,hdd_calendar,0.0223333905716148,Electricity
HadGEM3-GC3-1LL,-6.5,-6.5442,24,RO,ROU,hdd_calendar,0.0339568952130456,Electricity
HadGEM3-GC3-1LL,-5.5,-5.5797,10,RO,ROU,hdd_calendar,0.0174118377710189,Electricity
HadGEM3-GC3-1LL,-4.5,-4.5263,6,RO,ROU,hdd_calendar,0.0293936103725377,Electricity
HadGEM3-GC3-1LL,-3.5,-3.7835,7,RO,ROU,hdd_calendar,0.0288404030411794,Electricity
HadGEM3-GC3-1LL,-2.5,-2.4504,6,RO,ROU,hdd_calendar,0.0162280922495777,Electricity
HadGEM3-GC3-1LL,-1.5,-1.3098,8,RO,ROU,hdd_calendar,0.00722474124945565,Electricity
HadGEM3-GC3-1LL,-0.5,-0.331,6,RO,ROU,hdd_calendar,0.00617349634856717,Electricity
HadGEM3-GC3-1MM,-14.5,-14.3032,4,RO,ROU,hdd_calendar,0.0700490652316032,Electricity
HadGEM3-GC3-1MM,-13.5,-13.3931,8,RO,ROU,hdd_calendar,0.0878947311702949,Electricity
HadGEM3-GC3-1MM,-12.5,-12.588,13,RO,ROU,hdd_calendar,0.07207437328212,Electricity
HadGEM3-GC3-1MM,-11.5,-11.5321,21,RO,ROU,hdd_calendar,0.0711730186598199,Electricity
HadGEM3-GC3-1MM,-10.5,-10.4803,10,RO,ROU,hdd_calendar,0.0726254744705436,Electricity
HadGEM3-GC3-1MM,-9.5,-9.6161,7,RO,ROU,hdd_calendar,0.0475030660541867,Electricity
HadGEM3-GC3-1MM,-8.5,-8.6582,7,RO,ROU,hdd_calendar,0.0472618847305191,Electricity
HadGEM3-GC3-1MM,-7.5,-7.6345,8,RO,ROU,hdd_calendar,0.0431088690783087,Electricity
HadGEM3-GC3-1MM,-6.5,-6.4299,4,RO,ROU,hdd_calendar,0.0257412603089175,Electricity
HadGEM3-GC3-1MM,-5.5,-5.3528,4,RO,ROU,hdd_calendar,0.0239849048473129,Electricity
HadGEM3-GC3-1MM,-4.5,-4.3969,4,RO,ROU,hdd_calendar,0.0212482237225752,Electricity
IPSL-CM6A-LR,-9.5,-9.3401,5,RO,ROU,hdd_calendar,0.0558352657186097,Electricity
IPSL-CM6A-LR,-8.5,-8.4598,8,RO,ROU,hdd_calendar,0.0427893317820988,Electricity
IPSL-CM6A-LR,-7.5,-7.5255,19,RO,ROU,hdd_calendar,0.0366018006934449,Electricity
IPSL-CM6A-LR,-6.5,-6.5577,11,RO,ROU,hdd_calendar,0.0469350225301205,Electricity
IPSL-CM6A-LR,-5.5,-5.5623,13,RO,ROU,hdd_calendar,0.0217894651799154,Electricity
IPSL-CM6A-LR,-4.5,-4.3507,11,RO,ROU,hdd_calendar,0.0113141625680993,Electricity
IPSL-CM6A-LR,-3.5,-3.4644,8,RO,ROU,hdd_calendar,0.0129068725875246,Electricity
IPSL-CM6A-LR,-2.5,-2.5669,9,RO,ROU,hdd_calendar,0.0090359309810935,Electricity
IPSL-CM6A-LR,-1.5,-1.2909,6,RO,ROU,hdd_calendar,0.015805838548829,Electricity
IPSL-CM6A-LR,-0.5,-0.6347,8,RO,ROU,hdd_calendar,0.00122694940925122,Electricity
EC-Earth3,-9.5,-9.1554,4,SE,SWE,hdd_calendar,0.0403691498889838,Electricity
EC-Earth3,-8.5,-8.4726,15,SE,SWE,hdd_calendar,0.0605913651490203,Electricity
EC-Earth3,-7.5,-7.5562,20,SE,SWE,hdd_calendar,0.0467189098989053,Electricity
EC-Earth3,-6.5,-6.4767,21,SE,SWE,hdd_calendar,0.0260831078094883,Electricity
EC-Earth3,-5.5,-5.3342,8,SE,SWE,hdd_calendar,0.0287565487308873,Electricity
EC-Earth3,-4.5,-4.5495,8,SE,SWE,hdd_calendar,0.0469238953855896,Electricity
EC-Earth3,-3.5,-3.3459,9,SE,SWE,hdd_calendar,0.0576600801448072,Electricity
EC-Earth3,-2.5,-2.4493,5,SE,SWE,hdd_calendar,0.0498516950028225,Electricity
EC-Earth3,-1.5,-1.3807,6,SE,SWE,hdd_calendar,0.0149196928878978,Electricity
EC-Earth3,-0.5,-0.6596,3,SE,SWE,hdd_calendar,0.0110280998976473,Electricity
HadGEM3-GC3-1LL,-8.5,-8.3848,12,SE,SWE,hdd_calendar,0.0408594152319321,Electricity
HadGEM3-GC3-1LL,-7.5,-7.5599,19,SE,SWE,hdd_calendar,0.0316310237911639,Electricity
HadGEM3-GC3-1LL,-6.5,-6.5442,24,SE,SWE,hdd_calendar,0.0457863545396794,Electricity
HadGEM3-GC3-1LL,-5.5,-5.5797,10,SE,SWE,hdd_calendar,0.0314267279265024,Electricity
HadGEM3-GC3-1LL,-4.5,-4.5263,6,SE,SWE,hdd_calendar,0.0254780483573848,Electricity
HadGEM3-GC3-1LL,-3.5,-3.7835,7,SE,SWE,hdd_calendar,0.0319030330830962,Electricity
HadGEM3-GC3-1LL,-2.5,-2.4504,6,SE,SWE,hdd_calendar,0.0162781364423171,Electricity
HadGEM3-GC3-1LL,-1.5,-1.3098,8,SE,SWE,hdd_calendar,0.00875900114283598,Electricity
HadGEM3-GC3-1LL,-0.5,-0.331,6,SE,SWE,hdd_calendar,0.000979263272449216,Electricity
HadGEM3-GC3-1MM,-14.5,-14.3032,4,SE,SWE,hdd_calendar,0.143357246866337,Electricity
HadGEM3-GC3-1MM,-13.5,-13.3931,8,SE,SWE,hdd_calendar,0.165545444044492,Electricity
HadGEM3-GC3-1MM,-12.5,-12.588,13,SE,SWE,hdd_calendar,0.171549759336264,Electricity
HadGEM3-GC3-1MM,-11.5,-11.5321,21,SE,SWE,hdd_calendar,0.146405748976002,Electricity
HadGEM3-GC3-1MM,-10.5,-10.4803,10,SE,SWE,hdd_calendar,0.131024139801825,Electricity
HadGEM3-GC3-1MM,-9.5,-9.6161,7,SE,SWE,hdd_calendar,0.0954026088562138,Electricity
HadGEM3-GC3-1MM,-8.5,-8.6582,7,SE,SWE,hdd_calendar,0.095088719005218,Electricity
HadGEM3-GC3-1MM,-7.5,-7.6345,8,SE,SWE,hdd_calendar,0.0748766057758946,Electricity
HadGEM3-GC3-1MM,-6.5,-6.4299,4,SE,SWE,hdd_calendar,0.0429178437779788,Electricity
HadGEM3-GC3-1MM,-5.5,-5.3528,4,SE,SWE,hdd_calendar,0.0443279717072459,Electricity
HadGEM3-GC3-1MM,-4.5,-4.3969,4,SE,SWE,hdd_calendar,0.0289336138448626,Electricity
IPSL-CM6A-LR,-9.5,-9.3401,5,SE,SWE,hdd_calendar,0.123329318632414,Electricity
IPSL-CM6A-LR,-8.5,-8.4598,8,SE,SWE,hdd_calendar,0.128618607717087,Electricity
IPSL-CM6A-LR,-7.5,-7.5255,19,SE,SWE,hdd_calendar,0.107528270160879,Electricity
IPSL-CM6A-LR,-6.5,-6.5577,11,SE,SWE,hdd_calendar,0.12172794174162,Electricity
IPSL-CM6A-LR,-5.5,-5.5623,13,SE,SWE,hdd_calendar,0.0584308539051586,Electricity
IPSL-CM6A-LR,-4.5,-4.3507,11,SE,SWE,hdd_calendar,0.0383895246378727,Electricity
IPSL-CM6A-LR,-3.5,-3.4644,8,SE,SWE,hdd_calendar,0.0447264427674227,Electricity
IPSL-CM6A-LR,-2.5,-2.5669,9,SE,SWE,hdd_calendar,0.0302675478598211,Electricity
IPSL-CM6A-LR,-1.5,-1.2909,6,SE,SWE,hdd_calendar,0.0348625553133802,Electricity
IPSL-CM6A-LR,-0.5,-0.6347,8,SE,SWE,hdd_calendar,0.0122879834180979,Electricity
EC-Earth3,-9.5,-9.1554,4,SI,SVN,hdd_calendar,0.0289805640577157,Electricity
EC-Earth3,-8.5,-8.4726,15,SI,SVN,hdd_calendar,0.0464566485074581,Electricity
EC-Earth3,-7.5,-7.5562,20,SI,SVN,hdd_calendar,0.0335234770908999,Electricity
EC-Earth3,-6.5,-6.4767,21,SI,SVN,hdd_calendar,0.0271337376420862,Electricity
EC-Earth3,-5.5,-5.3342,8,SI,SVN,hdd_calendar,0.0181218316011942,Electricity
EC-Earth3,-4.5,-4.5495,8,SI,SVN,hdd_calendar,0.0299092985381663,Electricity
EC-Earth3,-3.5,-3.3459,9,SI,SVN,hdd_calendar,0.0294162001533943,Electricity
EC-Earth3,-2.5,-2.4493,5,SI,SVN,hdd_calendar,0.01889758182317,Electricity
EC-Earth3,-1.5,-1.3807,6,SI,SVN,hdd_calendar,0.00599208847969111,Electricity
EC-Earth3,-0.5,-0.6596,3,SI,SVN,hdd_calendar,-0.00866422471077652,Electricity
HadGEM3-GC3-1LL,-8.5,-8.3848,12,SI,SVN,hdd_calendar,0.0410488376270197,Electricity
HadGEM3-GC3-1LL,-7.5,-7.5599,19,SI,SVN,hdd_calendar,0.025891150587506,Electricity
HadGEM3-GC3-1LL,-6.5,-6.5442,24,SI,SVN,hdd_calendar,0.0370087336022265,Electricity
HadGEM3-GC3-1LL,-5.5,-5.5797,10,SI,SVN,hdd_calendar,0.0201722083441632,Electricity
HadGEM3-GC3-1LL,-4.5,-4.5263,6,SI,SVN,hdd_calendar,0.030385212287666,Electricity
HadGEM3-GC3-1LL,-3.5,-3.7835,7,SI,SVN,hdd_calendar,0.0279674533908476,Electricity
HadGEM3-GC3-1LL,-2.5,-2.4504,6,SI,SVN,hdd_calendar,0.0197494700441552,Electricity
HadGEM3-GC3-1LL,-1.5,-1.3098,8,SI,SVN,hdd_calendar,0.0104304585418977,Electricity
HadGEM3-GC3-1LL,-0.5,-0.331,6,SI,SVN,hdd_calendar,0.00684261609506369,Electricity
HadGEM3-GC3-1MM,-14.5,-14.3032,4,SI,SVN,hdd_calendar,0.0738672973493688,Electricity
HadGEM3-GC3-1MM,-13.5,-13.3931,8,SI,SVN,hdd_calendar,0.0851445185431629,Electricity
HadGEM3-GC3-1MM,-12.5,-12.588,13,SI,SVN,hdd_calendar,0.0765921057922536,Electricity
HadGEM3-GC3-1MM,-11.5,-11.5321,21,SI,SVN,hdd_calendar,0.0731687102402201,Electricity
HadGEM3-GC3-1MM,-10.5,-10.4803,10,SI,SVN,hdd_calendar,0.0698182655151446,Electricity
HadGEM3-GC3-1MM,-9.5,-9.6161,7,SI,SVN,hdd_calendar,0.0508337167633631,Electricity
HadGEM3-GC3-1MM,-8.5,-8.6582,7,SI,SVN,hdd_calendar,0.0427712338636072,Electricity
HadGEM3-GC3-1MM,-7.5,-7.6345,8,SI,SVN,hdd_calendar,0.0365666858855786,Electricity
HadGEM3-GC3-1MM,-6.5,-6.4299,4,SI,SVN,hdd_calendar,0.0304003280568696,Electricity
HadGEM3-GC3-1MM,-5.5,-5.3528,4,SI,SVN,hdd_calendar,0.0204439007827337,Electricity
HadGEM3-GC3-1MM,-4.5,-4.3969,4,SI,SVN,hdd_calendar,0.0121372171331561,Electricity
IPSL-CM6A-LR,-9.5,-9.3401,5,SI,SVN,hdd_calendar,0.0519616401778194,Electricity
IPSL-CM6A-LR,-8.5,-8.4598,8,SI,SVN,hdd_calendar,0.0461864657819647,Electricity
IPSL-CM6A-LR,-7.5,-7.5255,19,SI,SVN,hdd_calendar,0.0359300156510222,Electricity
IPSL-CM6A-LR,-6.5,-6.5577,11,SI,SVN,hdd_calendar,0.0456485606041405,Electricity
IPSL-CM6A-LR,-5.5,-5.5623,13,SI,SVN,hdd_calendar,0.0239805061771131,Electricity
IPSL-CM6A-LR,-4.5,-4.3507,11,SI,SVN,hdd_calendar,0.0128056099807637,Electricity
IPSL-CM6A-LR,-3.5,-3.4644,8,SI,SVN,hdd_calendar,0.0155828110589522,Electricity
IPSL-CM6A-LR,-2.5,-2.5669,9,SI,SVN,hdd_calendar,0.00577687049326228,Electricity
IPSL-CM6A-LR,-1.5,-1.2909,6,SI,SVN,hdd_calendar,0.0186058530690707,Electricity
IPSL-CM6A-LR,-0.5,-0.6347,8,SI,SVN,hdd_calendar,-0.00319727408227034,Electricity
EC-Earth3,-9.5,-9.1554,4,SK,SVK,hdd_calendar,0.0303857900790906,Electricity
EC-Earth3,-8.5,-8.4726,15,SK,SVK,hdd_calendar,0.0571676900204911,Electricity
EC-Earth3,-7.5,-7.5562,20,SK,SVK,hdd_calendar,0.0408022138809016,Electricity
EC-Earth3,-6.5,-6.4767,21,SK,SVK,hdd_calendar,0.0264163443539901,Electricity
EC-Earth3,-5.5,-5.3342,8,SK,SVK,hdd_calendar,0.0218317557845059,Electricity
EC-Earth3,-4.5,-4.5495,8,SK,SVK,hdd_calendar,0.0286708492157232,Electricity
EC-Earth3,-3.5,-3.3459,9,SK,SVK,hdd_calendar,0.0319898695426764,Electricity
EC-Earth3,-2.5,-2.4493,5,SK,SVK,hdd_calendar,0.0252167748028893,Electricity
EC-Earth3,-1.5,-1.3807,6,SK,SVK,hdd_calendar,0.00658165939393005,Electricity
EC-Earth3,-0.5,-0.6596,3,SK,SVK,hdd_calendar,-0.00784834594244397,Electricity
HadGEM3-GC3-1LL,-8.5,-8.3848,12,SK,SVK,hdd_calendar,0.04208548863483,Electricity
HadGEM3-GC3-1LL,-7.5,-7.5599,19,SK,SVK,hdd_calendar,0.0252331952624064,Electricity
HadGEM3-GC3-1LL,-6.5,-6.5442,24,SK,SVK,hdd_calendar,0.040052632018928,Electricity
HadGEM3-GC3-1LL,-5.5,-5.5797,10,SK,SVK,hdd_calendar,0.02304338440179,Electricity
HadGEM3-GC3-1LL,-4.5,-4.5263,6,SK,SVK,hdd_calendar,0.0325228355357423,Electricity
HadGEM3-GC3-1LL,-3.5,-3.7835,7,SK,SVK,hdd_calendar,0.0333290223188889,Electricity
HadGEM3-GC3-1LL,-2.5,-2.4504,6,SK,SVK,hdd_calendar,0.0212636749835737,Electricity
HadGEM3-GC3-1LL,-1.5,-1.3098,8,SK,SVK,hdd_calendar,0.0110437748198424,Electricity
HadGEM3-GC3-1LL,-0.5,-0.331,6,SK,SVK,hdd_calendar,0.00627727514378981,Electricity
HadGEM3-GC3-1MM,-14.5,-14.3032,4,SK,SVK,hdd_calendar,0.0790957319501336,Electricity
HadGEM3-GC3-1MM,-13.5,-13.3931,8,SK,SVK,hdd_calendar,0.0987225983816856,Electricity
HadGEM3-GC3-1MM,-12.5,-12.588,13,SK,SVK,hdd_calendar,0.0879757897156296,Electricity
HadGEM3-GC3-1MM,-11.5,-11.5321,21,SK,SVK,hdd_calendar,0.080108208910278,Electricity
HadGEM3-GC3-1MM,-10.5,-10.4803,10,SK,SVK,hdd_calendar,0.0808813124747606,Electricity
HadGEM3-GC3-1MM,-9.5,-9.6161,7,SK,SVK,hdd_calendar,0.0529438296842575,Electricity
HadGEM3-GC3-1MM,-8.5,-8.6582,7,SK,SVK,hdd_calendar,0.049143863230881,Electricity
HadGEM3-GC3-1MM,-7.5,-7.6345,8,SK,SVK,hdd_calendar,0.0421226350318988,Electricity
HadGEM3-GC3-1MM,-6.5,-6.4299,4,SK,SVK,hdd_calendar,0.0333418828376934,Electricity
HadGEM3-GC3-1MM,-5.5,-5.3528,4,SK,SVK,hdd_calendar,0.022438902741111,Electricity
HadGEM3-GC3-1MM,-4.5,-4.3969,4,SK,SVK,hdd_calendar,0.0230547352075175,Electricity
IPSL-CM6A-LR,-9.5,-9.3401,5,SK,SVK,hdd_calendar,0.0609871336364049,Electricity
IPSL-CM6A-LR,-8.5,-8.4598,8,SK,SVK,hdd_calendar,0.0580083951816463,Electricity
IPSL-CM6A-LR,-7.5,-7.5255,19,SK,SVK,hdd_calendar,0.0456362219614614,Electricity
IPSL-CM6A-LR,-6.5,-6.5577,11,SK,SVK,hdd_calendar,0.0547854187002,Electricity
IPSL-CM6A-LR,-5.5,-5.5623,13,SK,SVK,hdd_calendar,0.0306283506468038,Electricity
IPSL-CM6A-LR,-4.5,-4.3507,11,SK,SVK,hdd_calendar,0.0167527268630703,Electricity
IPSL-CM6A-LR,-3.5,-3.4644,8,SK,SVK,hdd_calendar,0.0187470578378578,Electricity
IPSL-CM6A-LR,-2.5,-2.5669,9,SK,SVK,hdd_calendar,0.012404585455259,Electricity
IPSL-CM6A-LR,-1.5,-1.2909,6,SK,SVK,hdd_calendar,0.021288762314459,Electricity
IPSL-CM6A-LR,-0.5,-0.6347,8,SK,SVK,hdd_calendar,-0.00183480462631225,Electricity
EC-Earth3,-9.5,-9.1554,4,UK,GBR,hdd_calendar,0.0755242913243836,Electricity
EC-Earth3,-8.5,-8.4726,15,UK,GBR,hdd_calendar,0.0889977163613303,Electricity
EC-Earth3,-7.5,-7.5562,20,UK,GBR,hdd_calendar,0.0712521201696843,Electricity
EC-Earth3,-6.5,-6.4767,21,UK,GBR,hdd_calendar,0.0618456385011229,Electricity
EC-Earth3,-5.5,-5.3342,8,UK,GBR,hdd_calendar,0.0552590026455685,Electricity
EC-Earth3,-4.5,-4.5495,8,UK,GBR,hdd_calendar,0.0670316706666988,Electricity
EC-Earth3,-3.5,-3.3459,9,UK,GBR,hdd_calendar,0.0473298031805535,Electricity
EC-Earth3,-2.5,-2.4493,5,UK,GBR,hdd_calendar,0.0437418861799873,Electricity
EC-Earth3,-1.5,-1.3807,6,UK,GBR,hdd_calendar,0.0190946646142411,Electricity
EC-Earth3,-0.5,-0.6596,3,UK,GBR,hdd_calendar,0.0238036460859012,Electricity
HadGEM3-GC3-1LL,-8.5,-8.3848,12,UK,GBR,hdd_calendar,0.0716575247269558,Electricity
HadGEM3-GC3-1LL,-7.5,-7.5599,19,UK,GBR,hdd_calendar,0.0670999618853942,Electricity
HadGEM3-GC3-1LL,-6.5,-6.5442,24,UK,GBR,hdd_calendar,0.0568926985792708,Electricity
HadGEM3-GC3-1LL,-5.5,-5.5797,10,UK,GBR,hdd_calendar,0.0495274608214839,Electricity
HadGEM3-GC3-1LL,-4.5,-4.5263,6,UK,GBR,hdd_calendar,0.0443815012869656,Electricity
HadGEM3-GC3-1LL,-3.5,-3.7835,7,UK,GBR,hdd_calendar,0.0567745868290327,Electricity
HadGEM3-GC3-1LL,-2.5,-2.4504,6,UK,GBR,hdd_calendar,0.0489625299157371,Electricity
HadGEM3-GC3-1LL,-1.5,-1.3098,8,UK,GBR,hdd_calendar,0.0270734982264684,Electricity
HadGEM3-GC3-1LL,-0.5,-0.331,6,UK,GBR,hdd_calendar,0.00971642017175054,Electricity
HadGEM3-GC3-1MM,-14.5,-14.3032,4,UK,GBR,hdd_calendar,0.153200520213426,Electricity
HadGEM3-GC3-1MM,-13.5,-13.3931,8,UK,GBR,hdd_calendar,0.152346637680104,Electricity
HadGEM3-GC3-1MM,-12.5,-12.588,13,UK,GBR,hdd_calendar,0.156242927555484,Electricity
HadGEM3-GC3-1MM,-11.5,-11.5321,21,UK,GBR,hdd_calendar,0.145599431723824,Electricity
