model,bin_id,delta_sv,n_years,hos_year,component,dln,branch
IPSL-CM6A-LR,-7.5,-7.5299,1,78,precip_mj2,0.0195531337948207,crop
IPSL-CM6A-LR,-6.5,-6.2088,1,79,precip_mj2,0.0391801061948349,crop
IPSL-CM6A-LR,-7.5,-7.6756,1,80,precip_mj2,0.0572682515635421,crop
IPSL-CM6A-LR,-6.5,-6.6415,1,81,precip_mj2,0.0488777275331307,crop
IPSL-CM6A-LR,-8.5,-8.0555,1,82,precip_mj2,0.0454010540759015,crop
IPSL-CM6A-LR,-7.5,-7.3084,1,84,precip_mj2,-0.00695738754666385,crop
IPSL-CM6A-LR,-9.5,-9.384,1,85,precip_mj2,0.0135203692401187,crop
IPSL-CM6A-LR,-7.5,-7.4004,1,86,precip_mj2,0.0250604006105108,crop
IPSL-CM6A-LR,-8.5,-8.3239,1,87,precip_mj2,0.0391596225514489,crop
IPSL-CM6A-LR,-7.5,-7.7418,1,88,precip_mj2,0.0288533546679546,crop
IPSL-CM6A-LR,-9.5,-9.1721,1,89,precip_mj2,0.0525618826922707,crop
IPSL-CM6A-LR,-8.5,-8.5532,1,90,precip_mj2,0.0349550169436746,crop
IPSL-CM6A-LR,-9.5,-9.0631,1,91,precip_mj2,0.0446577094195438,crop
IPSL-CM6A-LR,-9.5,-9.9064,1,92,precip_mj2,-0.0164088306807838,crop
IPSL-CM6A-LR,-7.5,-7.5646,1,93,precip_mj2,0.0402831854115242,crop
IPSL-CM6A-LR,-8.5,-8.6305,1,94,precip_mj2,0.0165790492330081,crop
IPSL-CM6A-LR,-9.5,-9.1749,1,95,precip_mj2,0.0505680319054891,crop
IPSL-CM6A-LR,-7.5,-7.8759,1,96,precip_mj2,0.0473007907483962,crop
IPSL-CM6A-LR,-6.5,-6.2615,1,97,precip_mj2,0.0588541770142206,crop
IPSL-CM6A-LR,-8.5,-8.9677,1,98,precip_mj2,0.0244688387446723,crop
IPSL-CM6A-LR,-8.5,-8.8657,1,99,precip_mj2,0.0289249939652886,crop
IPSL-CM6A-LR,-6.5,-6.9036,1,100,precip_mj2,0.0692176993677698,crop
