model,NUTS_ID,year,gdd,heat,frost,precip,n_day,closed
ec-earth3,AL011,1989,1231.688,9.7,2.716,344.305,147,1
ec-earth3,AL011,1990,1223.369,21.505,16.4,228.82,158,1
ec-earth3,AL011,1991,1233.408,53.994,4.347,272.99,155,1
ec-earth3,AL011,1992,1232.039,12.801,21.129,299.61,150,1
ec-earth3,AL011,1993,1225.099,32.845,5.538,218.713,124,1
ec-earth3,AL011,1994,1235.082,40.232,25.965,376.371,181,1
ec-earth3,AL011,1995,1233.091,30.51,24.754,314.92,159,1
ec-earth3,AL011,1996,1228.309,34.824,34.014,381.491,167,1
ec-earth3,AL011,1997,1223.465,37.444,57.124,227.316,193,1
ec-earth3,AL011,1998,1233.157,40.59,41.821,326.682,180,1
ec-earth3,AL011,1999,1235.947,24.42,17.441,276.796,142,1
ec-earth3,AL011,2000,1233.047,53.883,12.711,153.498,122,1
ec-earth3,AL011,2001,1231.318,11.709,20.061,348.075,170,1
ec-earth3,AL011,2002,1229.054,28.285,7.251,261.334,149,1
ec-earth3,AL011,2003,1227.807,52.998,62.364,301.105,182,1
ec-earth3,AL011,2004,1220.136,29.844,20.345,471.478,162,1
ec-earth3,AL011,2005,1220.695,10.219,6.647,129.459,123,1
ec-earth3,AL011,2006,1235.756,38.811,9.434,386.435,145,1
ec-earth3,AL011,2007,1217.972,39.688,13.736,374.336,163,1
ec-earth3,AL011,2008,1217.972,54.031,14.613,328.641,155,1
ec-earth3,AL011,2009,1223.712,12.338,32.115,492.208,168,1
ec-earth3,AL011,2010,1221.847,18.001,41.408,515.83,185,1
ec-earth3,AL011,2011,1231.163,35.139,23.441,270.505,157,1
ec-earth3,AL011,2012,1215.942,92.695,5.284,218.47,116,1
ec-earth3,AL011,2013,1231.378,34.789,18.101,505.916,158,1
ec-earth3,AL011,2014,1234.877,20.978,11.656,434.568,175,1
ec-earth3,AL011,2015,1233.077,49.187,17.311,246.69,141,1
ec-earth3,AL011,2016,1220.798,32.576,20.289,466.524,170,1
ec-earth3,AL011,2017,1218.845,56.276,9.129,240.279,146,1
ec-earth3,AL011,2018,1231.938,17.124,15.131,576.064,147,1
ec-earth3,AL011,2019,1224.712,76.689,18.516,247.401,154,1
ec-earth3,AL011,2020,1222.596,54.97,18.921,292.623,157,1
ec-earth3,AL011,2021,1226.996,95.306,33.891,409.184,164,1
ec-earth3,AL011,2022,1233.977,105.641,54.965,287.523,178,1
ec-earth3,AL011,2023,1234.098,32.901,26.406,455.41,173,1
ec-earth3,AL012,1989,1915.698,74.198,0,306.78,148,1
ec-earth3,AL012,1990,1925.403,118.93,0.749,176.331,148,1
ec-earth3,AL012,1991,1907.418,200.638,0.353,200.834,153,1
ec-earth3,AL012,1992,1914.841,107.837,7.427,259.544,159,1
ec-earth3,AL012,1993,1918.97,180.382,4.407,276.192,158,1
ec-earth3,AL012,1994,1925.878,189,0.617,289.395,158,1
ec-earth3,AL012,1995,1916.144,198.964,0.839,322.029,154,1
ec-earth3,AL012,1996,1915.217,166.897,5.445,444.067,160,1
ec-earth3,AL012,1997,1919.553,191.012,3.291,161.08,165,1
ec-earth3,AL012,1998,1918.37,156.44,3.173,129.866,161,1
ec-earth3,AL012,1999,1928.842,186.057,0.617,202.924,146,1
ec-earth3,AL012,2000,1923.974,187.082,3.79,136.133,135,1
ec-earth3,AL012,2001,1923.932,100.875,1.728,289.769,155,1
ec-earth3,AL012,2002,1919.012,124.323,0,149.378,142,1
ec-earth3,AL012,2003,1916.253,245.281,17.407,106.564,156,1
ec-earth3,AL012,2004,1911.147,122.36,8.107,405.289,154,1
ec-earth3,AL012,2005,1925.73,124.809,4.091,153.155,141,1
ec-earth3,AL012,2006,1912.41,163.982,0.485,310.18,144,1
ec-earth3,AL012,2007,1910.339,148.531,0,209.499,146,1
ec-earth3,AL012,2008,1911.973,197.364,6.456,297.264,156,1
ec-earth3,AL012,2009,1919.051,124.2,9.567,321.683,161,1
ec-earth3,AL012,2010,1909.867,123.096,1.21,311.693,149,1
ec-earth3,AL012,2011,1925.659,157.204,3.124,192.663,149,1
ec-earth3,AL012,2012,1910.127,279.522,0.132,198.409,132,1
ec-earth3,AL012,2013,1923.907,145.744,0.617,483.91,153,1
ec-earth3,AL012,2014,1925.572,129.498,0.856,436.005,168,1
ec-earth3,AL012,2015,1925.941,210.193,3.214,231.883,149,1
ec-earth3,AL012,2016,1932.396,140.215,0.485,435.16,153,1
ec-earth3,AL012,2017,1910.374,207.379,0,179.155,141,1
ec-earth3,AL012,2018,1922.468,167.66,1.971,542.821,149,1
ec-earth3,AL012,2019,1917.183,234.689,2.214,215.606,146,1
ec-earth3,AL012,2020,1916.796,180.984,0.86,205.508,152,1
ec-earth3,AL012,2021,1918.381,239.223,5.938,259.962,160,1
ec-earth3,AL012,2022,1921.809,291.696,5.691,221.985,146,1
ec-earth3,AL012,2023,1925.045,167.426,4.695,270.006,161,1
ec-earth3,AL013,1989,1136.046,8.064,6.438,406.558,151,1
ec-earth3,AL013,1990,1134.331,19.243,25.242,248.266,163,1
ec-earth3,AL013,1991,1133.84,42.516,8.404,305.201,153,1
ec-earth3,AL013,1992,1133.737,8.43,22.297,359.475,146,1
ec-earth3,AL013,1993,1123.839,25.22,8.369,267.161,122,1
ec-earth3,AL013,1994,1132.302,33.782,37.177,451.524,185,1
ec-earth3,AL013,1995,1124.621,20.548,32.374,378.208,159,1
ec-earth3,AL013,1996,1126.287,30.645,44.797,421.041,166,1
ec-earth3,AL013,1997,1124.772,33.904,71.39,329.102,198,1
ec-earth3,AL013,1998,1133.64,41.271,31.384,254.581,154,1
ec-earth3,AL013,1999,1127.603,23.212,17.44,300.54,135,1
ec-earth3,AL013,2000,1130.527,55.852,15.017,170.952,120,1
ec-earth3,AL013,2001,1123.242,11.723,32.264,454.073,181,1
ec-earth3,AL013,2002,1134.161,28.496,16.102,313.44,154,1
ec-earth3,AL013,2003,1126.616,56.775,74.326,324.527,183,1
ec-earth3,AL013,2004,1128.548,32.796,25.177,468.221,165,1
ec-earth3,AL013,2005,1128.28,13.693,10.488,177.963,124,1
ec-earth3,AL013,2006,1133.15,40.732,16.482,445.598,146,1
ec-earth3,AL013,2007,1134.296,39.929,20.178,408.967,164,1
ec-earth3,AL013,2008,1132.415,47.094,22.225,347.881,155,1
ec-earth3,AL013,2009,1127.79,13.074,36.843,562.569,170,1
ec-earth3,AL013,2010,1135.832,21.512,48.834,614.546,187,1
ec-earth3,AL013,2011,1126.343,33.971,30.812,307.647,157,1
ec-earth3,AL013,2012,1130.505,79.538,6.224,230.593,113,1
ec-earth3,AL013,2013,1124.629,31.246,29.124,631.638,168,1
ec-earth3,AL013,2014,1129.438,16.429,16.913,514.022,174,1
ec-earth3,AL013,2015,1135.964,39.255,19.425,294.96,140,1
ec-earth3,AL013,2016,1127.14,28.048,25.692,585.71,170,1
ec-earth3,AL013,2017,1123.215,45.808,13.587,380.166,148,1
ec-earth3,AL013,2018,1127.919,11.04,33.171,783.585,162,1
ec-earth3,AL013,2019,1116.819,58.263,22.931,357.371,154,1
ec-earth3,AL013,2020,1128.869,38.787,21.575,383.142,159,1
ec-earth3,AL013,2021,1121.112,79.697,40.291,508.341,164,1
ec-earth3,AL013,2022,1122.218,79.409,60.014,395.545,179,1
ec-earth3,AL013,2023,1135.987,21.542,32.159,585.725,175,1
ec-earth3,AL014,1989,1642.762,50.461,0.285,349.086,147,1
ec-earth3,AL014,1990,1651.212,86.844,3.81,215.49,149,1
ec-earth3,AL014,1991,1644.499,146.238,0.899,228.545,153,1
ec-earth3,AL014,1992,1656.898,71.648,9.411,309.435,152,1
ec-earth3,AL014,1993,1651.163,119.977,13.317,325.171,150,1
ec-earth3,AL014,1994,1645.432,124.306,3.946,333.893,159,1
ec-earth3,AL014,1995,1655.239,125.608,6.722,388.483,157,1
ec-earth3,AL014,1996,1657.551,112.745,16.367,524.998,169,1
ec-earth3,AL014,1997,1653.309,131.979,21.768,222.864,179,1
ec-earth3,AL014,1998,1642.617,117.848,13.775,247.69,165,1
ec-earth3,AL014,1999,1643.249,128.919,5.178,244.841,140,1
ec-earth3,AL014,2000,1651.165,159.693,8.709,155.436,130,1
ec-earth3,AL014,2001,1646.441,68.641,5.907,335.173,159,1
ec-earth3,AL014,2002,1645.081,88.688,1.707,222.777,146,1
ec-earth3,AL014,2003,1650.343,197.848,32.091,146.793,163,1
ec-earth3,AL014,2004,1657.738,94.711,12.176,478.59,159,1
ec-earth3,AL014,2005,1641.109,85.23,7.088,182.895,135,1
ec-earth3,AL014,2006,1646.392,124.341,3.716,391.754,145,1
ec-earth3,AL014,2007,1644.656,109.256,3.108,288.722,152,1
ec-earth3,AL014,2008,1648.075,142.682,8.815,344.816,157,1
ec-earth3,AL014,2009,1650.02,83.327,17.492,387.069,161,1
ec-earth3,AL014,2010,1657.641,85.613,5.182,425.051,153,1
ec-earth3,AL014,2011,1641.946,100.129,9.588,235.056,151,1
ec-earth3,AL014,2012,1653.496,207.597,2.639,200.219,124,1
ec-earth3,AL014,2013,1658.692,98.157,5.396,548.282,156,1
ec-earth3,AL014,2014,1657.913,76.64,4.233,494.895,172,1
ec-earth3,AL014,2015,1648.419,144.521,8.642,251.503,148,1
ec-earth3,AL014,2016,1648.01,85.048,1.537,480.97,154,1
ec-earth3,AL014,2017,1656.598,136.057,1.811,233.226,143,1
ec-earth3,AL014,2018,1660.172,98.177,6.291,658.027,151,1
ec-earth3,AL014,2019,1641.532,170.487,6.343,263.534,148,1
ec-earth3,AL014,2020,1648.169,122.212,5.212,252.3,153,1
ec-earth3,AL014,2021,1641.202,184.692,12.985,378.568,161,1
ec-earth3,AL014,2022,1639.291,217.746,12.14,263.338,145,1
ec-earth3,AL014,2023,1642.177,94.063,11.82,364.936,169,1
ec-earth3,AL015,1989,1431.198,35.606,3.336,416.822,150,1
ec-earth3,AL015,1990,1438.096,59.921,11.814,285.443,158,1
ec-earth3,AL015,1991,1440.537,108.174,3.068,262.916,153,1
ec-earth3,AL015,1992,1423.353,45.751,13.97,378.169,148,1
ec-earth3,AL015,1993,1432.092,76.629,7.792,275.372,130,1
ec-earth3,AL015,1994,1429.656,84.983,10.744,414.522,161,1
ec-earth3,AL015,1995,1422.477,78.334,15.995,478.03,158,1
ec-earth3,AL015,1996,1441.397,79.635,29.974,587.881,170,1
ec-earth3,AL015,1997,1437.742,92.255,38.341,312.288,182,1
ec-earth3,AL015,1998,1430.726,92.102,31.941,350.593,177,1
ec-earth3,AL015,1999,1434.324,96.676,8.644,324.762,137,1
ec-earth3,AL015,2000,1435.81,135.255,9.161,165.752,124,1
ec-earth3,AL015,2001,1424.907,51.029,11.52,434.389,163,1
ec-earth3,AL015,2002,1426.942,68.124,6.537,294.331,149,1
ec-earth3,AL015,2003,1426.398,154.244,42.953,213.386,164,1
ec-earth3,AL015,2004,1439.299,79.405,16.831,542.255,162,1
ec-earth3,AL015,2005,1426.95,71.868,4.75,174.302,127,1
ec-earth3,AL015,2006,1430.607,101.229,9.378,509.769,146,1
ec-earth3,AL015,2007,1431.311,86.402,11.907,427.654,160,1
ec-earth3,AL015,2008,1438.287,105.078,14.516,393.164,158,1
ec-earth3,AL015,2009,1428.06,60.135,22.998,494.374,161,1
ec-earth3,AL015,2010,1428.096,64.175,12.547,544.909,156,1
ec-earth3,AL015,2011,1428.267,77.011,17.719,297.334,155,1
ec-earth3,AL015,2012,1427.786,149.793,5.363,230.048,120,1
ec-earth3,AL015,2013,1439.6,71.384,11.005,677.37,158,1
ec-earth3,AL015,2014,1438.746,49.205,8.569,599.512,174,1
ec-earth3,AL015,2015,1430.213,99.117,14.523,312.171,148,1
ec-earth3,AL015,2016,1442.097,60.886,5.955,623.611,157,1
ec-earth3,AL015,2017,1431.004,84.293,7.071,353.421,146,1
ec-earth3,AL015,2018,1433.388,57.596,11.823,862.421,150,1
ec-earth3,AL015,2019,1441.477,125.75,12.034,373.035,150,1
ec-earth3,AL015,2020,1431.527,74.271,12.084,372.2,158,1
ec-earth3,AL015,2021,1442.372,147.686,20.763,512.079,162,1
ec-earth3,AL015,2022,1426.995,151.979,20.136,388.317,148,1
ec-earth3,AL015,2023,1435.217,58.024,19.208,635.82,173,1
ec-earth3,AL021,1989,1496.855,38.092,0.747,267.942,146,1
ec-earth3,AL021,1990,1501.04,57.94,5.372,154.899,149,1
ec-earth3,AL021,1991,1496.701,104.874,1.788,259.802,156,1
ec-earth3,AL021,1992,1499.065,47.419,21.542,266.535,160,1
ec-earth3,AL021,1993,1494.139,89.321,13.034,238.301,143,1
ec-earth3,AL021,1994,1498.028,90.632,5.014,256.961,158,1
ec-earth3,AL021,1995,1507.206,81.559,12.672,286.58,158,1
ec-earth3,AL021,1996,1500.363,79.888,18.391,319.181,163,1
ec-earth3,AL021,1997,1502.571,97.942,33.192,136.095,183,1
ec-earth3,AL021,1998,1506.736,76.846,19.053,176.793,163,1
ec-earth3,AL021,1999,1497.753,75.665,9.388,211.59,143,1
ec-earth3,AL021,2000,1498.412,90.302,8.863,124.446,128,1
ec-earth3,AL021,2001,1497.506,42.899,9.08,283.634,158,1
ec-earth3,AL021,2002,1486.765,56.67,2.862,208.961,145,1
ec-earth3,AL021,2003,1492.815,115.995,39.587,172.387,166,1
ec-earth3,AL021,2004,1505.054,60.844,14.577,394.553,159,1
ec-earth3,AL021,2005,1502.058,32.986,8.571,137.18,133,1
ec-earth3,AL021,2006,1496.731,75.041,4.499,312.412,143,1
ec-earth3,AL021,2007,1503.436,71.601,8.251,311.551,161,1
ec-earth3,AL021,2008,1502.119,95.72,10.145,269.269,155,1
ec-earth3,AL021,2009,1500.24,41.423,22.483,344.719,161,1
ec-earth3,AL021,2010,1498.659,43.446,8.52,327.448,152,1
ec-earth3,AL021,2011,1489.251,73.151,12.579,207.002,155,1
ec-earth3,AL021,2012,1506.735,182.486,4.693,189.319,126,1
ec-earth3,AL021,2013,1493.682,77.067,7.515,466.377,153,1
ec-earth3,AL021,2014,1498.242,65.884,5.144,432.177,172,1
ec-earth3,AL021,2015,1505.618,110.773,8.919,264.436,143,1
ec-earth3,AL021,2016,1491.89,66.064,3.126,433.092,154,1
ec-earth3,AL021,2017,1498.505,109.324,3.84,207.012,142,1
ec-earth3,AL021,2018,1509.301,58.376,7.137,602.54,149,1
ec-earth3,AL021,2019,1500.333,144.754,11.461,237.817,150,1
ec-earth3,AL021,2020,1506.851,110.38,8.252,277.089,152,1
ec-earth3,AL021,2021,1503.999,160.851,20.408,352.286,161,1
ec-earth3,AL021,2022,1493.942,191.64,18.533,208.232,142,1
ec-earth3,AL021,2023,1503.466,96.883,15.298,341.411,162,1
ec-earth3,AL022,1989,1755.359,57.417,0.142,290.123,147,1
ec-earth3,AL022,1990,1751.155,86.881,2.042,157.492,147,1
ec-earth3,AL022,1991,1762.37,165.306,1.322,228.236,155,1
ec-earth3,AL022,1992,1765.559,84.466,11.678,250.874,160,1
ec-earth3,AL022,1993,1760.667,140.12,10.302,275.684,157,1
ec-earth3,AL022,1994,1758.843,144.544,2.192,269.367,157,1
ec-earth3,AL022,1995,1764.631,154.87,4.929,294.628,154,1
ec-earth3,AL022,1996,1760.253,128.398,9.595,389.55,159,1
ec-earth3,AL022,1997,1766.417,150.752,14.725,142.173,173,1
ec-earth3,AL022,1998,1754.604,117.753,8.643,143.906,161,1
ec-earth3,AL022,1999,1757.561,137.675,3.327,195.901,145,1
ec-earth3,AL022,2000,1757.428,131.523,6.415,120.812,135,1
ec-earth3,AL022,2001,1771.162,74.174,4.072,282.532,156,1
ec-earth3,AL022,2002,1747.158,93.838,0.851,169.021,141,1
ec-earth3,AL022,2003,1743.808,185.407,23.83,115.432,158,1
ec-earth3,AL022,2004,1750.06,94.776,10.011,392.924,154,1
ec-earth3,AL022,2005,1769.025,78.725,6.537,146.265,140,1
ec-earth3,AL022,2006,1756.998,125.301,1.892,293.257,143,1
ec-earth3,AL022,2007,1759.041,110.799,0.284,231.712,147,1
ec-earth3,AL022,2008,1755.086,152.916,7.872,271.865,155,1
ec-earth3,AL022,2009,1752.245,84.248,14.285,325.833,160,1
ec-earth3,AL022,2010,1753.783,85.549,3.224,282.184,148,1
ec-earth3,AL022,2011,1757.955,125.386,5.338,195.401,149,1
ec-earth3,AL022,2012,1758.71,238.268,1.707,204.969,132,1
ec-earth3,AL022,2013,1764.26,117.212,3.185,471.553,153,1
ec-earth3,AL022,2014,1755.636,104.544,2.321,405.529,167,1
ec-earth3,AL022,2015,1750.664,160.431,3.93,231.054,145,1
ec-earth3,AL022,2016,1754.701,101.369,1.608,416.378,152,1
ec-earth3,AL022,2017,1765.058,165.604,0.712,175.016,141,1
ec-earth3,AL022,2018,1759.346,114.515,4.239,563.069,148,1
ec-earth3,AL022,2019,1756.925,199.826,5.683,213.981,146,1
ec-earth3,AL022,2020,1754.754,148.283,2.784,221.163,151,1
ec-earth3,AL022,2021,1752.055,204.012,10.829,282.045,159,1
ec-earth3,AL022,2022,1761.266,258.075,9.643,213.755,144,1
ec-earth3,AL022,2023,1767.154,141.931,8.361,281.533,160,1
ec-earth3,AL031,1989,1616.632,47.703,0.922,252.318,147,1
ec-earth3,AL031,1990,1604.57,68.653,3.802,135.258,149,1
ec-earth3,AL031,1991,1604.424,110.083,0.807,269.288,156,1
ec-earth3,AL031,1992,1593.71,55.165,12.409,242.454,153,1
ec-earth3,AL031,1993,1600.815,103.389,10.496,217.327,143,1
ec-earth3,AL031,1994,1602.84,99.964,2.769,246.508,159,1
ec-earth3,AL031,1995,1610.616,92.331,6.48,286.607,159,1
ec-earth3,AL031,1996,1607.631,87.367,12.354,355.888,166,1
ec-earth3,AL031,1997,1596.408,109.476,21.553,142.866,180,1
ec-earth3,AL031,1998,1604.812,82.198,13.116,151.712,162,1
ec-earth3,AL031,1999,1607.832,87.096,4.987,205.234,143,1
ec-earth3,AL031,2000,1602.263,105.316,8.302,114.129,132,1
ec-earth3,AL031,2001,1608.784,50.307,5.789,283.268,159,1
ec-earth3,AL031,2002,1606.344,65.102,1.498,204.317,146,1
ec-earth3,AL031,2003,1602.622,132.886,30.745,163.019,165,1
ec-earth3,AL031,2004,1609.616,71.316,11.351,357.22,158,1
ec-earth3,AL031,2005,1599.965,35.526,6.949,112.404,134,1
ec-earth3,AL031,2006,1599.152,86.405,2.205,273.598,143,1
ec-earth3,AL031,2007,1607.527,78.864,5.972,281.434,161,1
ec-earth3,AL031,2008,1609.595,100.218,8.67,223.756,156,1
ec-earth3,AL031,2009,1597.071,42.717,17.516,309.81,161,1
ec-earth3,AL031,2010,1606.617,49.313,3.956,245.548,148,1
ec-earth3,AL031,2011,1594.947,86.03,6.952,184.323,155,1
ec-earth3,AL031,2012,1600.892,205.748,2.244,210.672,129,1
ec-earth3,AL031,2013,1598.717,87.353,3.708,478.657,153,1
ec-earth3,AL031,2014,1600.982,85.669,2.34,466.798,171,1
ec-earth3,AL031,2015,1594.569,125.207,5.141,309.485,143,1
ec-earth3,AL031,2016,1614.522,83.893,1.826,495.789,156,1
ec-earth3,AL031,2017,1603.583,130.168,1.189,226.814,142,1
ec-earth3,AL031,2018,1598.875,65.481,3.346,650.29,149,1
ec-earth3,AL031,2019,1604.211,163.236,8.308,282.598,151,1
ec-earth3,AL031,2020,1615.477,124.389,6.012,302.933,153,1
ec-earth3,AL031,2021,1594.205,173.791,16.269,366.603,161,1
ec-earth3,AL031,2022,1594.523,204.701,14.899,227.337,144,1
ec-earth3,AL031,2023,1599.793,122.238,2.578,315.159,149,1
ec-earth3,AL032,1989,2024.359,96.608,0,217.395,148,1
ec-earth3,AL032,1990,2026.733,128.808,0.402,103.922,147,1
ec-earth3,AL032,1991,2020.718,181.055,0.004,215.176,154,1
ec-earth3,AL032,1992,2039.634,115.034,3.093,213.795,159,1
ec-earth3,AL032,1993,2020.445,185.775,1.414,241.668,154,1
ec-earth3,AL032,1994,2042.044,188.642,0.038,224.336,157,1
ec-earth3,AL032,1995,2043.294,193.201,0.042,270.658,156,1
ec-earth3,AL032,1996,2019.586,167.677,3.876,334.643,158,1
ec-earth3,AL032,1997,2032.555,196.268,0.076,110.533,161,1
ec-earth3,AL032,1998,2034.388,151.981,0.784,102.46,159,1
ec-earth3,AL032,1999,2034.482,186.89,0,164.959,146,1
ec-earth3,AL032,2000,2026.289,183.422,0.887,97.055,139,1
ec-earth3,AL032,2001,2030.476,102.603,0.196,245.61,154,1
ec-earth3,AL032,2002,2038.891,130.329,0,162.771,142,1
ec-earth3,AL032,2003,2020.206,246.485,7.438,70.926,154,1
ec-earth3,AL032,2004,2025.25,132.01,0.887,322.314,149,1
ec-earth3,AL032,2005,2032.738,112.935,1.561,101.78,142,1
ec-earth3,AL032,2006,2040.591,176.067,0.169,226.965,145,1
ec-earth3,AL032,2007,2026.662,142.021,0,210.479,148,1
ec-earth3,AL032,2008,2019.194,186.019,2.981,191.586,153,1
ec-earth3,AL032,2009,2025.583,117.491,2.986,258.386,160,1
ec-earth3,AL032,2010,2015.11,116.625,0.167,199.271,147,1
ec-earth3,AL032,2011,2018.833,194.021,2.278,149.118,150,1
ec-earth3,AL032,2012,2041.109,301.779,0.236,196.381,138,1
ec-earth3,AL032,2013,2041.529,158.63,0.038,475.804,151,1
ec-earth3,AL032,2014,2023.985,149.93,0,384.829,160,1
ec-earth3,AL032,2015,2034.144,212.371,0.894,255.983,146,1
ec-earth3,AL032,2016,2039.289,149.754,0,430.196,150,1
ec-earth3,AL032,2017,2026.422,205.051,0,172.509,142,1
ec-earth3,AL032,2018,2023.479,136.125,0.303,563.941,147,1
ec-earth3,AL032,2019,2024.182,238.158,0.543,257.986,147,1
ec-earth3,AL032,2020,2033.173,184.767,0.38,250.167,151,1
ec-earth3,AL032,2021,2021.875,250.828,4.106,286.889,157,1
ec-earth3,AL032,2022,2037.662,329.527,3.68,213.585,147,1
ec-earth3,AL032,2023,2038.336,218.582,0.23,231.824,152,1
ec-earth3,AL033,1989,1581.318,34.619,0.746,294.283,145,1
ec-earth3,AL033,1990,1582.292,54.071,3.774,128.561,150,1
ec-earth3,AL033,1991,1584.982,88.325,0.493,275.577,157,1
ec-earth3,AL033,1992,1579.264,46.44,8.251,242.397,148,1
ec-earth3,AL033,1993,1577.44,80.841,1.981,163.239,129,1
ec-earth3,AL033,1994,1589.352,79.673,6.398,286.249,173,1
ec-earth3,AL033,1995,1575.189,71.187,3.269,280.623,161,1
ec-earth3,AL033,1996,1580.285,68.759,11.33,385.186,168,1
ec-earth3,AL033,1997,1588.433,96.335,19.47,159.431,187,1
ec-earth3,AL033,1998,1581.659,64.797,16.792,201.766,173,1
ec-earth3,AL033,1999,1585.568,65.271,2.713,199.215,139,1
ec-earth3,AL033,2000,1578.994,95.433,4.865,107.474,126,1
ec-earth3,AL033,2001,1582.764,36.7,4.285,290.792,160,1
ec-earth3,AL033,2002,1577.108,56.173,0.158,229.432,148,1
ec-earth3,AL033,2003,1577.345,114.912,30.215,209.274,168,1
ec-earth3,AL033,2004,1576.616,64.097,12.4,354.112,158,1
ec-earth3,AL033,2005,1574.945,19.319,0.763,67.865,126,1
ec-earth3,AL033,2006,1585.427,69.613,1.296,246.354,144,1
ec-earth3,AL033,2007,1583.201,59.678,5.502,280.112,164,1
ec-earth3,AL033,2008,1571.023,76.23,7.995,183.033,157,1
ec-earth3,AL033,2009,1577.637,21.679,15.055,293.126,163,1
ec-earth3,AL033,2010,1580.359,34.609,2.505,264.208,151,1
ec-earth3,AL033,2011,1582.829,56.268,5.844,173.612,157,1
ec-earth3,AL033,2012,1579.131,189.393,0.881,139.59,124,1
ec-earth3,AL033,2013,1580.12,75.776,2.525,465.336,154,1
ec-earth3,AL033,2014,1590.132,74.874,1.028,484.266,173,1
ec-earth3,AL033,2015,1590.906,117.803,2.447,339.912,145,1
ec-earth3,AL033,2016,1582.609,76.827,1.698,520.928,158,1
ec-earth3,AL033,2017,1574.326,128.734,0.064,225.858,141,1
ec-earth3,AL033,2018,1578.364,52.954,1.853,620.909,148,1
ec-earth3,AL033,2019,1585.048,153.572,7.234,238.358,150,1
ec-earth3,AL033,2020,1587.78,108.222,4.69,276.209,152,1
ec-earth3,AL033,2021,1584.51,164.219,16.667,399.524,167,1
ec-earth3,AL033,2022,1577.723,172.033,13.246,226.502,145,1
ec-earth3,AL033,2023,1582.595,108.969,1.673,290.922,148,1
ec-earth3,AL034,1989,1262.116,8.047,2.04,223.593,148,1
ec-earth3,AL034,1990,1260.837,22.132,14.062,185.497,161,1
ec-earth3,AL034,1991,1266.638,46.868,2.001,296.495,155,1
ec-earth3,AL034,1992,1250.521,11.253,16.538,269.228,145,1
ec-earth3,AL034,1993,1264.189,52.521,4.748,164.976,125,1
ec-earth3,AL034,1994,1257.464,46.117,23.877,309.457,181,1
ec-earth3,AL034,1995,1256.825,21.794,25.598,272.127,165,1
ec-earth3,AL034,1996,1261.629,38.221,24.901,226.251,153,1
ec-earth3,AL034,1997,1255.724,61.46,63.825,170.798,198,1
ec-earth3,AL034,1998,1254.232,41.817,32.502,170.414,162,1
ec-earth3,AL034,1999,1266.134,25.609,15.288,191.43,135,1
ec-earth3,AL034,2000,1256.795,60.12,13.417,139.144,123,1
ec-earth3,AL034,2001,1266.941,18.062,16.783,266.431,159,1
ec-earth3,AL034,2002,1261.638,24.199,9.968,236.705,154,1
ec-earth3,AL034,2003,1265.73,43.582,64.225,309.074,186,1
ec-earth3,AL034,2004,1265.195,32.482,19.367,346.145,162,1
ec-earth3,AL034,2005,1256.031,7.1,5.226,112.25,120,1
ec-earth3,AL034,2006,1261.377,38.701,8.572,287.121,143,1
ec-earth3,AL034,2007,1267.039,46.464,15.072,324.772,167,1
ec-earth3,AL034,2008,1262.867,42.329,14.603,206.974,153,1
ec-earth3,AL034,2009,1254.258,11.323,32.588,421.635,169,1
ec-earth3,AL034,2010,1255.155,19.39,38.696,408.5,184,1
ec-earth3,AL034,2011,1265.346,25.252,36.409,244.403,178,1
ec-earth3,AL034,2012,1257.802,107.162,3.984,186.128,118,1
ec-earth3,AL034,2013,1263.684,35.313,13.244,514.228,158,1
ec-earth3,AL034,2014,1262.344,25.268,8.482,532.794,176,1
ec-earth3,AL034,2015,1262.623,40.288,26.472,436.725,159,1
ec-earth3,AL034,2016,1251.992,33.988,15.896,590.121,173,1
ec-earth3,AL034,2017,1255.969,59.473,6.552,339.328,150,1
ec-earth3,AL034,2018,1253.251,10.132,10.152,770.061,149,1
ec-earth3,AL034,2019,1271.08,73.744,18.4,298.031,157,1
ec-earth3,AL034,2020,1251.977,52.523,17.498,411.481,160,1
ec-earth3,AL034,2021,1248.667,84.348,42.244,556.329,179,1
ec-earth3,AL034,2022,1267.394,93.425,53.705,342.517,182,1
ec-earth3,AL034,2023,1255.841,40.11,26.431,529.728,176,1
ec-earth3,AL035,1989,1755.86,48.468,0.284,245.728,146,1
ec-earth3,AL035,1990,1747.861,67.854,1.834,108.814,149,1
ec-earth3,AL035,1991,1751.574,94.864,0,252.003,156,1
ec-earth3,AL035,1992,1751.634,61.188,4.084,230.191,150,1
ec-earth3,AL035,1993,1756.234,94.794,1.419,155.775,135,1
ec-earth3,AL035,1994,1747.773,93.796,0.372,231.933,159,1
ec-earth3,AL035,1995,1745.684,90.039,0.679,282.211,159,1
ec-earth3,AL035,1996,1745.266,83.59,8.387,389.56,165,1
ec-earth3,AL035,1997,1747.302,102.143,7.241,157.831,176,1
ec-earth3,AL035,1998,1745.064,75.072,4.662,150.177,160,1
ec-earth3,AL035,1999,1742.197,80.854,0.6,217.499,142,1
ec-earth3,AL035,2000,1745.424,109.562,3.03,88.706,132,1
ec-earth3,AL035,2001,1750.716,45.258,0.696,311.415,159,1
ec-earth3,AL035,2002,1747.146,73.795,0,213.747,145,1
