model,NUTS_ID,year,gdd,heat,frost,precip,n_day,closed
ipsl-cm6a-lr,DED2D,1998,1196.388,29.31,25.153,312.888,178,1
ipsl-cm6a-lr,DED2D,1999,1201.568,21.545,22.441,425.106,188,1
ipsl-cm6a-lr,DED2D,2000,1190.385,64.917,6.513,316.574,152,1
ipsl-cm6a-lr,DED2D,2001,1195.521,16.373,19.126,362.303,165,1
ipsl-cm6a-lr,DED2D,2002,1192.528,17.413,13.062,329.589,159,1
ipsl-cm6a-lr,DED2D,2003,1202.105,54.493,12.132,130.596,123,1
ipsl-cm6a-lr,DED2D,2004,1188.707,12.863,22.297,264.363,168,1
ipsl-cm6a-lr,DED2D,2005,1189.464,44.784,47.531,336.188,189,1
ipsl-cm6a-lr,DED2D,2006,1197.3,99.79,2.223,135.803,109,1
ipsl-cm6a-lr,DED2D,2007,1203.008,45.174,10.872,336.054,172,1
ipsl-cm6a-lr,DED2D,2008,1196.174,42.728,11.511,307.197,172,1
ipsl-cm6a-lr,DED2D,2009,1186.021,12.244,4.899,302.445,130,1
ipsl-cm6a-lr,DED2D,2010,1203.049,94.378,2.109,198.084,120,1
ipsl-cm6a-lr,DED2D,2011,1198.267,31.757,36.017,239.261,174,1
ipsl-cm6a-lr,DED2D,2012,1198.161,44.638,34.389,441.648,181,1
ipsl-cm6a-lr,DED2D,2013,1200.331,28.3,58.216,456.547,193,1
ipsl-cm6a-lr,DED2D,2014,1192.549,46.068,17.066,250.472,181,1
ipsl-cm6a-lr,DED2D,2015,1192.565,59.213,22.333,271.681,185,1
ipsl-cm6a-lr,DED2D,2016,1189.575,40.473,15.662,307.422,166,1
ipsl-cm6a-lr,DED2D,2017,1201.941,41.915,6.088,266.543,136,1
ipsl-cm6a-lr,DED2D,2018,1184.804,50.773,37.272,183.776,171,1
ipsl-cm6a-lr,DED2D,2019,1196.73,95.293,7.373,208.663,143,1
ipsl-cm6a-lr,DED2D,2020,1200.299,28.399,16.633,307.751,177,1
ipsl-cm6a-lr,DED2D,2021,1186.941,66.074,14.947,291.703,147,1
ipsl-cm6a-lr,DED2D,2022,1198.619,64.379,26.88,300.788,185,1
ipsl-cm6a-lr,DED2D,2023,1198.987,44.023,24.602,353.594,187,1
ipsl-cm6a-lr,DED2E,1989,1238.405,31.961,7.729,214.348,177,1
ipsl-cm6a-lr,DED2E,1990,1243.134,10.956,2.72,259.201,167,1
ipsl-cm6a-lr,DED2E,1991,1244.324,44.496,34.7,243.661,197,1
ipsl-cm6a-lr,DED2E,1992,1233.894,32.264,13.603,304.286,176,1
ipsl-cm6a-lr,DED2E,1993,1247.559,18.948,33.335,292.48,177,1
ipsl-cm6a-lr,DED2E,1994,1236.894,52.982,16.716,398.019,182,1
ipsl-cm6a-lr,DED2E,1995,1236.845,45.654,9.965,410.733,169,1
ipsl-cm6a-lr,DED2E,1996,1236.597,27.045,0.476,230.668,111,1
ipsl-cm6a-lr,DED2E,1997,1233.981,19.529,12.06,284.464,150,1
ipsl-cm6a-lr,DED2E,1998,1241.262,27.491,22.394,271.435,178,1
ipsl-cm6a-lr,DED2E,1999,1246.182,21.837,14.92,368.149,180,1
ipsl-cm6a-lr,DED2E,2000,1239.72,68.374,5.382,279.048,153,1
ipsl-cm6a-lr,DED2E,2001,1250.962,18.671,18.476,367.565,167,1
ipsl-cm6a-lr,DED2E,2002,1242.893,19.026,13.006,257.412,161,1
ipsl-cm6a-lr,DED2E,2003,1240.132,60.823,9.756,116.255,123,1
ipsl-cm6a-lr,DED2E,2004,1236.046,9.543,17.11,272.263,168,1
ipsl-cm6a-lr,DED2E,2005,1242.458,48.943,44.656,342.045,189,1
ipsl-cm6a-lr,DED2E,2006,1247.559,96.379,0.046,165.749,112,1
ipsl-cm6a-lr,DED2E,2007,1235.477,42.742,7.983,311.764,168,1
ipsl-cm6a-lr,DED2E,2008,1252.733,48.937,8.522,373.145,172,1
ipsl-cm6a-lr,DED2E,2009,1230.298,16.689,3.437,237.976,128,1
ipsl-cm6a-lr,DED2E,2010,1246.951,100.451,1.226,202.862,122,1
ipsl-cm6a-lr,DED2E,2011,1250.689,37.765,30.728,224.271,176,1
ipsl-cm6a-lr,DED2E,2012,1246.942,43.496,29.254,342.199,182,1
ipsl-cm6a-lr,DED2E,2013,1247.732,38.559,58.88,450.669,195,1
ipsl-cm6a-lr,DED2E,2014,1248.722,44.854,14.109,215.644,180,1
ipsl-cm6a-lr,DED2E,2015,1238.923,65.403,22.525,238.591,185,1
ipsl-cm6a-lr,DED2E,2016,1252.703,38.018,12.963,339.211,168,1
ipsl-cm6a-lr,DED2E,2017,1249.518,49.935,4.434,248.293,136,1
ipsl-cm6a-lr,DED2E,2018,1246.729,53.584,34.908,189.041,172,1
ipsl-cm6a-lr,DED2E,2019,1244.068,100.192,5.008,188.134,145,1
ipsl-cm6a-lr,DED2E,2020,1240.293,28.689,15.861,246.821,175,1
ipsl-cm6a-lr,DED2E,2021,1235.042,63.728,15.049,339.968,149,1
ipsl-cm6a-lr,DED2E,2022,1237.106,74.683,22.024,194.256,174,1
ipsl-cm6a-lr,DED2E,2023,1240.182,43.214,25.986,323.996,185,1
ipsl-cm6a-lr,DED2F,1989,1102.433,17.577,13.367,273.995,176,1
ipsl-cm6a-lr,DED2F,1990,1103.949,8.058,3.211,293.123,168,1
ipsl-cm6a-lr,DED2F,1991,1101.892,24.651,40.588,300.209,200,1
ipsl-cm6a-lr,DED2F,1992,1110.879,9.757,22.536,446.492,186,1
ipsl-cm6a-lr,DED2F,1993,1098.002,9.4,42.222,321.463,177,1
ipsl-cm6a-lr,DED2F,1994,1101.779,45.899,21.978,439.498,184,1
ipsl-cm6a-lr,DED2F,1995,1103.421,28.365,17.653,481.029,170,1
ipsl-cm6a-lr,DED2F,1996,1100.522,14.453,3.641,322.445,113,1
ipsl-cm6a-lr,DED2F,1997,1107.308,8.689,17.249,367.53,151,1
ipsl-cm6a-lr,DED2F,1998,1101.653,17.846,25.724,348.288,178,1
ipsl-cm6a-lr,DED2F,1999,1103.254,12.807,25.518,513.728,189,1
ipsl-cm6a-lr,DED2F,2000,1100.035,44.973,10.642,375.436,152,1
ipsl-cm6a-lr,DED2F,2001,1105.331,6.163,23.372,421.889,167,1
ipsl-cm6a-lr,DED2F,2002,1098.914,11.284,17.657,313.461,161,1
ipsl-cm6a-lr,DED2F,2003,1099.081,34.827,12.739,163.403,120,1
ipsl-cm6a-lr,DED2F,2004,1104.935,10.718,26.147,337.029,168,1
ipsl-cm6a-lr,DED2F,2005,1105.71,22.167,50.722,451.581,189,1
ipsl-cm6a-lr,DED2F,2006,1095.05,54.257,2.915,178.319,109,1
ipsl-cm6a-lr,DED2F,2007,1107.526,20.121,9.004,364.424,171,1
ipsl-cm6a-lr,DED2F,2008,1100.937,24.059,14.155,369.814,172,1
ipsl-cm6a-lr,DED2F,2009,1105.94,4.124,4.085,301.449,124,1
ipsl-cm6a-lr,DED2F,2010,1109.26,64.959,1.884,254.435,120,1
ipsl-cm6a-lr,DED2F,2011,1100.394,10.878,40.189,298.462,175,1
ipsl-cm6a-lr,DED2F,2012,1094.44,25.15,36.031,415.608,180,1
ipsl-cm6a-lr,DED2F,2013,1099.996,21.107,64.782,538.428,194,1
ipsl-cm6a-lr,DED2F,2014,1107.397,30.99,15.324,279.566,181,1
ipsl-cm6a-lr,DED2F,2015,1097.603,44.701,26.953,295.24,185,1
ipsl-cm6a-lr,DED2F,2016,1107.723,22.285,17.836,396.521,168,1
ipsl-cm6a-lr,DED2F,2017,1094.632,26.244,5.066,257.196,134,1
ipsl-cm6a-lr,DED2F,2018,1096.848,24.939,41.927,202.298,171,1
ipsl-cm6a-lr,DED2F,2019,1107.539,62.405,5.585,226.008,140,1
ipsl-cm6a-lr,DED2F,2020,1103.78,14.244,14.02,298.465,168,1
ipsl-cm6a-lr,DED2F,2021,1092.913,37.489,16.973,355.419,148,1
ipsl-cm6a-lr,DED2F,2022,1110.559,43.391,27.172,300.673,186,1
ipsl-cm6a-lr,DED2F,2023,1095.497,25.662,29.966,362.928,187,1
ipsl-cm6a-lr,DED41,1989,1146.135,16.786,6.125,276.77,178,1
ipsl-cm6a-lr,DED41,1990,1147.082,4.181,3.006,339.369,167,1
ipsl-cm6a-lr,DED41,1991,1151.509,26.145,36.349,299.796,198,1
ipsl-cm6a-lr,DED41,1992,1149.742,9.313,7.128,368.391,157,1
ipsl-cm6a-lr,DED41,1993,1137.558,8.132,37.45,370.072,177,1
ipsl-cm6a-lr,DED41,1994,1138.34,39.182,16.146,442.695,183,1
ipsl-cm6a-lr,DED41,1995,1139.35,29.195,12.243,467.057,170,1
ipsl-cm6a-lr,DED41,1996,1142.474,18.724,3.003,310.823,115,1
ipsl-cm6a-lr,DED41,1997,1144.564,10.505,12.128,418.975,152,1
ipsl-cm6a-lr,DED41,1998,1152.837,13.893,25.231,347.873,179,1
ipsl-cm6a-lr,DED41,1999,1143.505,16.474,20.246,489.071,187,1
ipsl-cm6a-lr,DED41,2000,1148.993,44.001,5.462,368.224,151,1
ipsl-cm6a-lr,DED41,2001,1140.721,10.697,17.571,414.422,166,1
ipsl-cm6a-lr,DED41,2002,1148.299,14.582,13.443,291.703,161,1
ipsl-cm6a-lr,DED41,2003,1144.127,38.358,8.456,190.032,129,1
ipsl-cm6a-lr,DED41,2004,1141.414,9.214,20.686,391.531,169,1
ipsl-cm6a-lr,DED41,2005,1131.567,25.528,43.355,425.316,186,1
ipsl-cm6a-lr,DED41,2006,1145.226,47.116,1.009,211.653,111,1
ipsl-cm6a-lr,DED41,2007,1139.241,24.09,6.903,342.512,166,1
ipsl-cm6a-lr,DED41,2008,1137.746,26.884,11.349,413.508,171,1
ipsl-cm6a-lr,DED41,2009,1136.752,5.292,3.112,275.034,123,1
ipsl-cm6a-lr,DED41,2010,1147.828,74.112,0.015,220.689,120,1
ipsl-cm6a-lr,DED41,2011,1149.101,17.973,29.371,315.229,175,1
ipsl-cm6a-lr,DED41,2012,1140.569,25.247,32.14,368.456,180,1
ipsl-cm6a-lr,DED41,2013,1151.168,26.892,66.337,498.949,195,1
ipsl-cm6a-lr,DED41,2014,1133.922,29.409,10.024,234.137,179,1
ipsl-cm6a-lr,DED41,2015,1147.018,53.531,20.158,280.585,183,1
ipsl-cm6a-lr,DED41,2016,1148.607,25.352,9.255,315.506,168,1
ipsl-cm6a-lr,DED41,2017,1148.582,39.477,2.015,225.394,134,1
ipsl-cm6a-lr,DED41,2018,1135.663,22.493,34.574,197.651,170,1
ipsl-cm6a-lr,DED41,2019,1148.622,70.531,6.009,187.785,139,1
ipsl-cm6a-lr,DED41,2020,1148.726,9.375,15.128,274.952,176,1
ipsl-cm6a-lr,DED41,2021,1138.431,35.561,14.143,344.177,149,1
ipsl-cm6a-lr,DED41,2022,1148.476,51.7,16.352,202.8,165,1
ipsl-cm6a-lr,DED41,2023,1149.088,22.856,25.459,342.176,185,1
ipsl-cm6a-lr,DED42,1989,949.776,5.309,14.844,330.23,179,1
ipsl-cm6a-lr,DED42,1990,948.38,1.159,7.078,402.868,170,1
ipsl-cm6a-lr,DED42,1991,946.509,13.888,49.249,333.605,196,1
ipsl-cm6a-lr,DED42,1992,952.714,2.004,31.509,514.69,187,1
ipsl-cm6a-lr,DED42,1993,949.317,2.231,46.753,424.494,179,1
ipsl-cm6a-lr,DED42,1994,947.529,24.961,31.143,455.632,186,1
ipsl-cm6a-lr,DED42,1995,946.538,14.82,24.647,556.832,173,1
ipsl-cm6a-lr,DED42,1996,958.654,9.791,4.526,352.458,115,1
ipsl-cm6a-lr,DED42,1997,946.578,4.668,24.674,485.556,160,1
ipsl-cm6a-lr,DED42,1998,952.601,8.695,31.961,410.203,180,1
ipsl-cm6a-lr,DED42,1999,949.995,10.674,31.518,548.592,189,1
ipsl-cm6a-lr,DED42,2000,952.713,24.668,18.794,492.279,151,1
ipsl-cm6a-lr,DED42,2001,951.507,4.035,30.27,441.455,166,1
ipsl-cm6a-lr,DED42,2002,946.615,8.93,21.237,392.186,162,1
ipsl-cm6a-lr,DED42,2003,956.114,20.04,19.142,221.244,127,1
ipsl-cm6a-lr,DED42,2004,942.412,5.127,36.075,447.351,169,1
ipsl-cm6a-lr,DED42,2005,946.03,10.837,55.856,561.685,187,1
ipsl-cm6a-lr,DED42,2006,961.346,19.739,4.294,280.754,111,1
ipsl-cm6a-lr,DED42,2007,946.235,5.305,14.016,432.922,169,1
ipsl-cm6a-lr,DED42,2008,956.087,13.087,23.132,442.388,173,1
ipsl-cm6a-lr,DED42,2009,951.322,1.015,0.999,308.618,109,1
ipsl-cm6a-lr,DED42,2010,945.15,43.681,4.84,256.983,118,1
ipsl-cm6a-lr,DED42,2011,953.345,3.677,46.305,348.18,175,1
ipsl-cm6a-lr,DED42,2012,945.204,11.29,42.41,432.748,181,1
ipsl-cm6a-lr,DED42,2013,944.304,15.268,72.096,572.62,194,1
ipsl-cm6a-lr,DED42,2014,950.09,19.927,21.028,286.635,182,1
ipsl-cm6a-lr,DED42,2015,946.263,34.934,38.811,340.384,184,1
ipsl-cm6a-lr,DED42,2016,950.299,14.074,24.143,367,168,1
ipsl-cm6a-lr,DED42,2017,947.32,17.061,9.71,296.934,136,1
ipsl-cm6a-lr,DED42,2018,951.798,4.089,48.416,274.742,170,1
ipsl-cm6a-lr,DED42,2019,953.56,43.757,10.609,246.689,138,1
ipsl-cm6a-lr,DED42,2020,947.57,4.678,24.789,394.188,179,1
ipsl-cm6a-lr,DED42,2021,945.301,17.1,26.558,428.575,149,1
ipsl-cm6a-lr,DED42,2022,956.087,30.036,36.51,348.078,186,1
ipsl-cm6a-lr,DED42,2023,946.42,15.181,39.47,406.552,187,1
ipsl-cm6a-lr,DED43,1989,1124.754,16.688,9.187,263.267,178,1
ipsl-cm6a-lr,DED43,1990,1121.8,4.113,3.01,320.055,167,1
ipsl-cm6a-lr,DED43,1991,1126.506,27.885,39.344,299.285,198,1
ipsl-cm6a-lr,DED43,1992,1125.189,12.664,19.955,409.401,178,1
ipsl-cm6a-lr,DED43,1993,1118.716,8.193,39.197,361.357,177,1
ipsl-cm6a-lr,DED43,1994,1123.566,43.358,17.919,438.184,183,1
ipsl-cm6a-lr,DED43,1995,1114.334,30.137,14.807,473.784,170,1
ipsl-cm6a-lr,DED43,1996,1120.031,18.1,1.043,281.103,110,1
ipsl-cm6a-lr,DED43,1997,1125.622,10.752,13.726,379.425,152,1
ipsl-cm6a-lr,DED43,1998,1124.652,15.539,25.412,350.344,179,1
ipsl-cm6a-lr,DED43,1999,1112.7,15.473,21.217,490.08,187,1
ipsl-cm6a-lr,DED43,2000,1126.168,45.726,8.181,380.817,152,1
ipsl-cm6a-lr,DED43,2001,1124.42,10.098,22.291,419.753,166,1
ipsl-cm6a-lr,DED43,2002,1124.557,13.699,14.763,306.908,161,1
ipsl-cm6a-lr,DED43,2003,1122.555,38.756,12.109,178.45,128,1
ipsl-cm6a-lr,DED43,2004,1122.876,9.164,23.684,374.247,169,1
ipsl-cm6a-lr,DED43,2005,1115.705,28.639,46.893,434.957,188,1
ipsl-cm6a-lr,DED43,2006,1123.6,50.364,1.648,210.476,111,1
ipsl-cm6a-lr,DED43,2007,1129.154,24.508,7.97,364.221,169,1
ipsl-cm6a-lr,DED43,2008,1127.645,26.54,12.433,418.465,172,1
ipsl-cm6a-lr,DED43,2009,1120.776,6.471,3.273,271.389,124,1
ipsl-cm6a-lr,DED43,2010,1125.793,73.429,0.828,230.017,120,1
ipsl-cm6a-lr,DED43,2011,1125.328,17.093,33.425,303.894,175,1
ipsl-cm6a-lr,DED43,2012,1128.417,25.117,32.528,376.77,181,1
ipsl-cm6a-lr,DED43,2013,1122.078,22.959,66.096,521.916,194,1
ipsl-cm6a-lr,DED43,2014,1122.061,31.642,12.719,240.002,180,1
ipsl-cm6a-lr,DED43,2015,1122.604,49.742,22.956,288.572,184,1
ipsl-cm6a-lr,DED43,2016,1118.954,24.38,13.565,341,167,1
ipsl-cm6a-lr,DED43,2017,1126.265,33.771,3.06,233.066,134,1
ipsl-cm6a-lr,DED43,2018,1114.254,24.617,37.581,205.67,170,1
ipsl-cm6a-lr,DED43,2019,1127.439,67.867,5.932,204.236,140,1
ipsl-cm6a-lr,DED43,2020,1123.292,12.245,16.57,278.509,176,1
ipsl-cm6a-lr,DED43,2021,1118.582,36.954,15.153,355.004,149,1
ipsl-cm6a-lr,DED43,2022,1121.466,50.38,21.226,237.941,178,1
ipsl-cm6a-lr,DED43,2023,1125.881,23.454,28.628,354.134,186,1
ipsl-cm6a-lr,DED44,1989,991.958,8.564,18.12,312.684,181,1
ipsl-cm6a-lr,DED44,1990,998.475,5.47,8.877,368.504,172,1
ipsl-cm6a-lr,DED44,1991,993.098,22.21,53.362,306.566,202,1
ipsl-cm6a-lr,DED44,1992,999.663,5.679,27.956,373.633,183,1
ipsl-cm6a-lr,DED44,1993,993.42,9.387,45.825,332.185,177,1
ipsl-cm6a-lr,DED44,1994,982.927,34.889,29.855,404.155,183,1
ipsl-cm6a-lr,DED44,1995,996.393,28.464,24.247,460.1,173,1
ipsl-cm6a-lr,DED44,1996,990.671,19.373,4.044,329.273,113,1
ipsl-cm6a-lr,DED44,1997,987.737,9.835,20.303,353.138,151,1
ipsl-cm6a-lr,DED44,1998,998.803,15.094,30.444,356.476,181,1
ipsl-cm6a-lr,DED44,1999,1000.693,15.721,31.004,506.892,190,1
ipsl-cm6a-lr,DED44,2000,988.208,41.088,14.808,360.455,153,1
ipsl-cm6a-lr,DED44,2001,990.907,12.686,25.875,442.82,164,1
ipsl-cm6a-lr,DED44,2002,994.594,15.829,21.357,363.551,162,1
ipsl-cm6a-lr,DED44,2003,992.051,37.308,18.773,205.15,128,1
ipsl-cm6a-lr,DED44,2004,988.086,14.306,33.873,363.265,170,1
ipsl-cm6a-lr,DED44,2005,993.224,25.926,53.407,455.37,186,1
ipsl-cm6a-lr,DED44,2006,1003.101,36.693,3.284,257.269,111,1
ipsl-cm6a-lr,DED44,2007,1000.416,11.95,15.557,426.875,171,1
ipsl-cm6a-lr,DED44,2008,998.575,25.58,22.186,346.575,173,1
ipsl-cm6a-lr,DED44,2009,995.135,2,2.172,266.597,110,1
ipsl-cm6a-lr,DED44,2010,988.493,59.48,4.611,225.842,118,1
ipsl-cm6a-lr,DED44,2011,991.715,9.828,44.035,262.464,174,1
ipsl-cm6a-lr,DED44,2012,988.632,16.226,42.035,365.251,182,1
ipsl-cm6a-lr,DED44,2013,992.64,19.844,68.828,519.186,196,1
ipsl-cm6a-lr,DED44,2014,1003.474,27.617,21.858,238.623,182,1
ipsl-cm6a-lr,DED44,2015,988.572,48.513,39.573,277.887,183,1
ipsl-cm6a-lr,DED44,2016,1004.416,21.205,24.352,368.258,169,1
ipsl-cm6a-lr,DED44,2017,990.207,26.114,9.463,274.27,135,1
ipsl-cm6a-lr,DED44,2018,997.387,8.113,43.406,279.459,171,1
ipsl-cm6a-lr,DED44,2019,1001.478,59.074,11.183,212.075,139,1
ipsl-cm6a-lr,DED44,2020,993.947,4.798,24.818,384.137,179,1
ipsl-cm6a-lr,DED44,2021,987.586,25.712,24.01,399.552,150,1
ipsl-cm6a-lr,DED44,2022,994.026,41.319,31.997,264.111,184,1
ipsl-cm6a-lr,DED44,2023,1000.963,20.576,37.976,356.561,187,1
ipsl-cm6a-lr,DED45,1989,1117.045,16.667,12.921,284.684,178,1
ipsl-cm6a-lr,DED45,1990,1109.222,7.387,4.174,326.587,166,1
ipsl-cm6a-lr,DED45,1991,1106.755,27.931,41.86,271.995,196,1
ipsl-cm6a-lr,DED45,1992,1109.612,12.18,7.99,352.728,158,1
ipsl-cm6a-lr,DED45,1993,1110.429,12.043,39.586,346.548,177,1
ipsl-cm6a-lr,DED45,1994,1106.418,42.031,19.993,410.168,183,1
ipsl-cm6a-lr,DED45,1995,1110.676,35.377,15.127,455.015,169,1
ipsl-cm6a-lr,DED45,1996,1118.065,26.229,3.284,311.862,114,1
ipsl-cm6a-lr,DED45,1997,1115.391,13.351,12.471,375.094,151,1
ipsl-cm6a-lr,DED45,1998,1116.964,17.561,24.201,336.023,178,1
ipsl-cm6a-lr,DED45,1999,1115.727,20.473,22.004,468.427,187,1
ipsl-cm6a-lr,DED45,2000,1110.336,47.099,8.771,352.698,153,1
ipsl-cm6a-lr,DED45,2001,1111.274,14.098,23.722,433.655,173,1
ipsl-cm6a-lr,DED45,2002,1108.322,16.784,15.296,313.001,160,1
ipsl-cm6a-lr,DED45,2003,1117.815,43.978,12.836,190.079,129,1
ipsl-cm6a-lr,DED45,2004,1119.288,13.701,24.453,356.757,169,1
ipsl-cm6a-lr,DED45,2005,1119.441,33.824,48.469,422.684,187,1
ipsl-cm6a-lr,DED45,2006,1113.476,50.29,1.472,226.498,112,1
ipsl-cm6a-lr,DED45,2007,1108.068,22.976,10.5,361.686,168,1
ipsl-cm6a-lr,DED45,2008,1117.951,30.27,14.674,352.987,173,1
ipsl-cm6a-lr,DED45,2009,1108.639,6.009,5.037,280.465,123,1
ipsl-cm6a-lr,DED45,2010,1117.902,77.569,2.391,228.317,120,1
ipsl-cm6a-lr,DED45,2011,1124.695,17.559,35.986,300.583,176,1
ipsl-cm6a-lr,DED45,2012,1113.384,22.735,33.964,362.502,182,1
ipsl-cm6a-lr,DED45,2013,1105.952,24.247,63.475,509.406,194,1
ipsl-cm6a-lr,DED45,2014,1108.5,33.142,17.153,221.769,180,1
ipsl-cm6a-lr,DED45,2015,1112.543,55.781,29.351,282.993,184,1
ipsl-cm6a-lr,DED45,2016,1111.362,27.239,16.368,336.825,168,1
ipsl-cm6a-lr,DED45,2017,1103.994,38.701,4.6,238.252,133,1
ipsl-cm6a-lr,DED45,2018,1115.492,21.583,39.632,210.775,171,1
ipsl-cm6a-lr,DED45,2019,1117.833,71.152,7.565,201.071,140,1
ipsl-cm6a-lr,DED45,2020,1116.281,9.577,19.959,321.334,177,1
ipsl-cm6a-lr,DED45,2021,1114.645,35.817,17.101,378.564,150,1
ipsl-cm6a-lr,DED45,2022,1114.982,51.897,25.298,234.26,172,1
ipsl-cm6a-lr,DED45,2023,1118.807,26.79,29.232,341.886,185,1
ipsl-cm6a-lr,DED51,1989,1295.846,38.865,5,218.35,177,1
ipsl-cm6a-lr,DED51,1990,1300.347,12.035,2,244.089,165,1
ipsl-cm6a-lr,DED51,1991,1300.867,47.363,29.085,228.835,196,1
ipsl-cm6a-lr,DED51,1992,1296.421,33.635,10.126,325.628,174,1
ipsl-cm6a-lr,DED51,1993,1283.728,20.941,29.168,276.967,175,1
ipsl-cm6a-lr,DED51,1994,1294.164,54.68,14.991,418.199,180,1
ipsl-cm6a-lr,DED51,1995,1289.25,54.588,6.159,333.806,168,1
ipsl-cm6a-lr,DED51,1996,1288.051,40.8,0.045,189.408,111,1
ipsl-cm6a-lr,DED51,1997,1291.719,29.586,6.147,237.453,149,1
ipsl-cm6a-lr,DED51,1998,1298.287,33.471,17.009,253.012,176,1
ipsl-cm6a-lr,DED51,1999,1299.23,28.251,12.123,351.731,179,1
ipsl-cm6a-lr,DED51,2000,1296.369,61.019,2.021,261.214,154,1
ipsl-cm6a-lr,DED51,2001,1284.288,19.962,16.031,398.513,165,1
ipsl-cm6a-lr,DED51,2002,1299.152,26.51,8.085,244.513,163,1
ipsl-cm6a-lr,DED51,2003,1288.132,62.694,7.156,130.984,133,1
ipsl-cm6a-lr,DED51,2004,1294.981,13.807,15.054,309.471,170,1
ipsl-cm6a-lr,DED51,2005,1297.641,59.536,39.107,286.015,190,1
ipsl-cm6a-lr,DED51,2006,1288.962,100.357,1,156.322,114,1
ipsl-cm6a-lr,DED51,2007,1299.679,47.702,9.021,329.467,171,1
ipsl-cm6a-lr,DED51,2008,1288.039,44.75,12.892,303.678,173,1
ipsl-cm6a-lr,DED51,2009,1296.502,23.641,2.09,234.602,130,1
ipsl-cm6a-lr,DED51,2010,1288.076,101.939,0.991,204.646,122,1
ipsl-cm6a-lr,DED51,2011,1298.291,40.562,26.258,247.615,176,1
ipsl-cm6a-lr,DED51,2012,1298.785,38.446,26.201,268.53,183,1
ipsl-cm6a-lr,DED51,2013,1285.802,40.617,58.948,420.348,196,1
ipsl-cm6a-lr,DED51,2014,1293.226,41.7,13.131,208.746,180,1
ipsl-cm6a-lr,DED51,2015,1296.966,81.806,21.008,223.971,186,1
ipsl-cm6a-lr,DED51,2016,1293.978,39.913,11.072,270.205,168,1
ipsl-cm6a-lr,DED51,2017,1288.128,48.148,3.048,230.93,136,1
ipsl-cm6a-lr,DED51,2018,1290.691,49.636,34.955,145.3,161,1
ipsl-cm6a-lr,DED51,2019,1296.26,100.796,4.946,152.031,147,1
ipsl-cm6a-lr,DED51,2020,1292.122,32.283,11.123,223.179,175,1
ipsl-cm6a-lr,DED51,2021,1292.458,60.151,11.936,320.886,149,1
ipsl-cm6a-lr,DED51,2022,1286.17,77.267,18.021,153.6,167,1
ipsl-cm6a-lr,DED51,2023,1299.549,51.225,20.216,273.494,185,1
ipsl-cm6a-lr,DED52,1989,1254.768,31.584,6.124,227.743,177,1
ipsl-cm6a-lr,DED52,1990,1245.451,9.498,2.161,266.403,164,1
ipsl-cm6a-lr,DED52,1991,1254.404,42.224,31.633,245.071,196,1
ipsl-cm6a-lr,DED52,1992,1250.591,30.46,13.18,320.65,173,1
ipsl-cm6a-lr,DED52,1993,1255.029,20.053,32.283,299.872,176,1
ipsl-cm6a-lr,DED52,1994,1250.107,52.267,14.588,400.142,181,1
ipsl-cm6a-lr,DED52,1995,1240.583,48.439,10.232,383.706,169,1
ipsl-cm6a-lr,DED52,1996,1254.759,36.592,0.439,218.604,111,1
ipsl-cm6a-lr,DED52,1997,1246.212,24.669,8.884,276.886,150,1
ipsl-cm6a-lr,DED52,1998,1245.926,29.084,18.691,285.838,176,1
ipsl-cm6a-lr,DED52,1999,1247.054,25.516,15.03,384.417,179,1
ipsl-cm6a-lr,DED52,2000,1249.935,61.594,2.967,286.714,154,1
ipsl-cm6a-lr,DED52,2001,1244.413,20.109,16.597,399.983,165,1
ipsl-cm6a-lr,DED52,2002,1251.952,19.673,9.636,257.582,162,1
ipsl-cm6a-lr,DED52,2003,1252.561,61.602,9.594,146.212,131,1
ipsl-cm6a-lr,DED52,2004,1250.369,13.511,15.883,326.106,169,1
ipsl-cm6a-lr,DED52,2005,1255.688,51.941,42.858,308.027,189,1
ipsl-cm6a-lr,DED52,2006,1262.661,95.288,0.969,166.399,114,1
ipsl-cm6a-lr,DED52,2007,1257.847,47.064,7.828,336.75,170,1
ipsl-cm6a-lr,DED52,2008,1249.87,42.287,10.759,341.836,173,1
ipsl-cm6a-lr,DED52,2009,1252.967,22.341,2.542,227.649,127,1
ipsl-cm6a-lr,DED52,2010,1244.038,100.924,0.835,197.669,121,1
ipsl-cm6a-lr,DED52,2011,1241.358,36.762,28.332,242.893,175,1
ipsl-cm6a-lr,DED52,2012,1245.789,36.97,28.138,285.908,182,1
ipsl-cm6a-lr,DED52,2013,1256.199,41.017,58.884,439.705,196,1
ipsl-cm6a-lr,DED52,2014,1247.134,42.293,14.36,216.203,180,1
ipsl-cm6a-lr,DED52,2015,1256.019,78.241,21.101,242.686,186,1
ipsl-cm6a-lr,DED52,2016,1246.542,38.61,10.732,293.163,168,1
ipsl-cm6a-lr,DED52,2017,1254.129,50.262,3.51,242.24,136,1
ipsl-cm6a-lr,DED52,2018,1253.289,48.831,33.514,137.035,161,1
ipsl-cm6a-lr,DED52,2019,1249.15,95.569,4.793,174.069,146,1
ipsl-cm6a-lr,DED52,2020,1246.444,26.3,13.327,228.311,175,1
ipsl-cm6a-lr,DED52,2021,1253.017,58.07,12.445,312.95,149,1
ipsl-cm6a-lr,DED52,2022,1244.444,74.743,18.05,179.683,167,1
