IDREGION;CROP_NAME;YEAR;VALUE;SOURCE;CALCULATED_REGION;CALCULATED_CROP;CALCULATED_VALUE;COHERENCE_A_P_Y;ZERO_SET_AS_NULL;COHERENCE_CROP;UNIT
ITH41;Durum wheat;1995;900.0;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;1996;190.0;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;1997;135.0;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;1998;90.0;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;1999;9.0;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2001;1000.0;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2007;800.0;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2008;800.0;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2011;533.3;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2012;444.4;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2013;488.9;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2014;475.3;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2015;200.0;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2016;1102.1;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2017;808.7;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2018;737.1;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2019;544.6;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2020;28.8;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2021;43.6;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;2022;25.0;NSI;;;;Yes;;Yes;t
ITH41;Durum wheat;1995;4.5;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;1996;3.8;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;1997;4.5;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;1998;4.5;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;1999;4.5;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;2001;4.0;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;2007;4.0;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;2008;4.0;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;2011;4.01;NSI;;;;Yes;;Yes;t/ha
ITH41;Durum wheat;2012;4.0;NSI;;;;Yes;;Yes;t/ha
ITH41;Durum wheat;2013;4.01;NSI;;;Yes;Yes;;No;t/ha
ITH41;Durum wheat;2014;3.99;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;2015;5.0;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;2016;5.3;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;2017;5.15;NSI;;;;Yes;;Yes;t/ha
ITH41;Durum wheat;2018;4.73;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;2019;4.0;NSI;;;;Yes;;Yes;t/ha
ITH41;Durum wheat;2020;3.6;NSI;;;;Yes;;Yes;t/ha
ITH41;Durum wheat;2021;3.96;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Durum wheat;2022;3.57;NSI;;;Yes;Yes;;Yes;t/ha
ITH41;Total barley;2000;3000.0;NSI;;;;Yes;;;ha
ITH41;Total barley;2001;2000.0;NSI;;;;Yes;;;ha
ITH41;Total barley;2002;4000.0;NSI;;;;Yes;;;ha
ITH41;Total barley;2003;3800.0;NSI;;;;Yes;;;ha
ITH41;Total barley;2004;3700.0;NSI;;;;Yes;;;ha
ITH41;Total barley;2005;3800.0;NSI;;;;Yes;;;ha
ITH41;Total barley;2006;3800.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2007;3000.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2008;3840.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2009;3900.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2010;1511.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2011;2910.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2012;1291.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2013;1904.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2014;1743.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2015;1973.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2016;3570.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2017;2020.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2018;2044.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2019;2203.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2020;1474.0;NSI;;;;Yes;;Yes;ha
ITH41;Total barley;2021;1157.0;NSI;;;;Yes;;;ha
ITH41;Total barley;2022;2125.0;NSI;;;;Yes;;;ha
ITH41;Total barley;2000;13500.0;NSI;;;;Yes;;;t
ITH41;Total barley;2001;9000.0;NSI;;;;Yes;;;t
ITH41;Total barley;2002;18000.0;NSI;;;;Yes;;;t
ITH41;Total barley;2003;16340.0;NSI;;;;Yes;;;t
ITH41;Total barley;2004;17760.0;NSI;;;;Yes;;;t
ITH41;Total barley;2005;19000.0;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2006;22800.0;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2007;15000.0;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2008;19200.0;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2009;17940.0;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2010;11550.0;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2011;14871.9;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2012;6622.3;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2013;11014.7;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2014;9491.1;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2015;10851.5;NSI;;;;Yes;;;t
ITH41;Total barley;2016;17850.0;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2017;10100.0;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2018;9829.9;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2019;10654.0;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2020;6128.9;NSI;;;;Yes;;Yes;t
ITH41;Total barley;2021;4352.6;NSI;;;;Yes;;;t
ITH41;Total barley;2022;12622.5;NSI;;;;Yes;;;t
ES417;Durum wheat;1998;3.28;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;1999;3.49;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2000;3.27;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2001;1.87;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2002;2.33;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2003;2.8;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2010;3.83;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2011;3.93;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2012;1.18;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2013;3.83;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2014;2.59;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2015;2.13;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2016;2.81;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2017;1.0;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2018;2.71;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2019;3.55;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2020;5.29;NSI;;;Yes;Yes;;Yes;t/ha
ES417;Durum wheat;2021;3.0;NSI;;;;Yes;;Yes;t/ha
ES417;Total barley;1998;199498.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;1999;135474.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2000;162650.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2001;145582.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2002;140727.0;NSI;;;Yes;Yes;;Yes;ha
ES417;Total barley;2003;131841.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2004;146761.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2005;130991.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2006;120964.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2007;124491.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2008;144685.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2009;105126.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2010;88707.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2011;98095.0;NSI;;;Yes;Yes;;Yes;ha
ES417;Total barley;2012;99389.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2013;105158.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2014;104934.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2015;99638.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2016;90890.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2017;93032.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2018;86580.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2019;91011.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2020;107030.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;2021;90022.0;NSI;;;;Yes;;Yes;ha
ES417;Total barley;1998;674556.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;1999;419968.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2000;536749.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2001;253313.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2002;307605.0;NSI;;;Yes;Yes;;Yes;t
ES417;Total barley;2003;347080.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2004;488318.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2005;171517.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2006;225776.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2007;536637.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2008;478881.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2009;182484.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2010;328025.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2011;351059.0;NSI;;;Yes;Yes;;Yes;t
ES417;Total barley;2012;135311.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2013;425662.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2014;278953.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2015;275978.0;NSI;;;;Yes;;Yes;t
ES417;Total barley;2016;349336.0;NSI;;;;Yes;;Yes;t
AT11;Total wheat;1975;32797.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1976;37650.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1977;37048.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1978;35015.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1979;39555.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1980;38496.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1981;34997.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1982;40322.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1983;39481.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1984;42871.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1985;43277.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1986;42362.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1987;43614.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1988;39463.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1989;36921.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1990;36703.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1991;35572.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1992;31560.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1993;32580.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1994;31828.0;NSI;;Yes;;Yes;;;ha
AT11;Total wheat;1995;35970.0;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;1996;38277.0;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;1997;39617.0;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;1998;41234.0;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;1999;38107.0;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2000;46205.58;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2001;43784.0;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2002;43740.0;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2003;43840.27;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2004;44811.15;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2005;46274.85;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2006;43661.78;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2007;46316.62;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2008;45246.24;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2009;47063.83;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2010;46892.83;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2011;45818.57;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2012;48980.35;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2013;45575.37;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2014;46801.3;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2015;44519.48;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2016;47088.2;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2017;42951.71;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2018;43524.38;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2019;41733.54;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2020;40620.67;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2021;39722.32;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;2022;39868.63;NSI;;;Yes;Yes;;Yes;ha
AT11;Total wheat;1975;108564.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1976;151341.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1977;128809.6;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1978;130923.28;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1979;127925.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1980;159606.08;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1981;118187.09;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1982;160375.53;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1983;170659.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1984;200443.1;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1985;201801.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1986;157654.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1987;190874.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1988;189258.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1989;180185.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1990;168601.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1991;169833.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1992;150397.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1993;125766.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1994;153024.0;NSI;;Yes;;Yes;;;t
AT11;Total wheat;1995;169984.0;NSI;;;Yes;Yes;;Yes;t
HU322;Durum wheat;2000;2270.0;NSI;;;;Yes;;;t
HU322;Durum wheat;2001;1793.0;NSI;;;;Yes;;;t
HU322;Durum wheat;2002;2676.0;NSI;;;;Yes;;Yes;t
HU322;Durum wheat;2003;514.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1986;17.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1987;19.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1988;8.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1989;16.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1990;12.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1991;19.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1992;11.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1993;0.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1994;31.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1995;25.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1996;45.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1997;35.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1998;14.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1999;836.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2000;836.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2001;747.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2002;903.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2003;616.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2004;674.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2005;22.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2006;48.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2007;0.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2008;0.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2009;138.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2010;0.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2011;0.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2012;0.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2013;135.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2014;132.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2015;129.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2016;132.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2017;215.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2018;162.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2019;158.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2020;226.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2021;191.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;2022;178.0;NSI;;;;Yes;;Yes;t
PT15;Durum wheat;1986;0.4;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1987;0.45;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1988;0.27;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1989;0.41;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1990;0.41;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1991;0.59;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1992;0.28;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1993;0.0;NSI;;;Yes;Yes;;Yes;t/ha
PT15;Durum wheat;1994;0.62;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1995;0.5;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1996;0.9;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1997;0.9;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1998;0.88;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;1999;1.4;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2000;1.4;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2001;1.47;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2002;1.55;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2003;1.08;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2004;1.5;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2005;0.26;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2006;1.5;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2007;0.0;NSI;;;Yes;Yes;;Yes;t/ha
PT15;Durum wheat;2008;0.0;NSI;;;Yes;Yes;;Yes;t/ha
PT15;Durum wheat;2009;1.63;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2010;0.0;NSI;;;Yes;Yes;;Yes;t/ha
PT15;Durum wheat;2011;0.0;NSI;;;Yes;Yes;;Yes;t/ha
PT15;Durum wheat;2012;0.0;NSI;;;Yes;Yes;;Yes;t/ha
PT15;Durum wheat;2013;1.57;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2014;1.54;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2015;1.5;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2016;1.54;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2017;1.56;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2018;1.58;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2019;1.09;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2020;1.52;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2021;1.25;NSI;;;;Yes;;Yes;t/ha
PT15;Durum wheat;2022;1.14;NSI;;;;Yes;;Yes;t/ha
PT15;Total barley;1986;4618.0;NSI;;;;Yes;;;ha
PT15;Total barley;1987;4438.0;NSI;;;;Yes;;;ha
PT15;Total barley;1988;4762.0;NSI;;;;Yes;;;ha
PT15;Total barley;1989;4938.0;NSI;;;;Yes;;;ha
PT15;Total barley;1990;3737.0;NSI;;;;Yes;;;ha
PT15;Total barley;1991;3826.0;NSI;;;;Yes;;;ha
PT15;Total barley;1992;3525.0;NSI;;;;Yes;;;ha
PT15;Total barley;1993;3514.0;NSI;;;;Yes;;;ha
PT15;Total barley;1994;2125.0;NSI;;;;Yes;;;ha
PT15;Total barley;1995;2101.0;NSI;;;;Yes;;;ha
PT15;Total barley;1996;1797.0;NSI;;;;Yes;;;ha
PT15;Total barley;1997;2160.0;NSI;;;;Yes;;;ha
PT15;Total barley;1998;974.0;NSI;;;;Yes;;;ha
PT15;Total barley;1999;1358.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2000;1358.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2001;1155.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2002;1328.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2003;1268.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2004;1453.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2005;1122.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2006;1305.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2007;720.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2008;750.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2009;319.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2010;280.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2011;263.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2012;278.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2013;353.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2014;305.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2015;294.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2016;294.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2017;319.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2018;355.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2019;550.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2020;550.0;NSI;;;;Yes;;Yes;ha
PT15;Total barley;2021;562.0;NSI;;;;Yes;;;ha
PT15;Total barley;2022;573.0;NSI;;;;Yes;;;ha
PT15;Total barley;1986;2417.0;NSI;;;;Yes;;;t
PT15;Total barley;1987;2141.0;NSI;;;;Yes;;;t
FI197;Durum wheat;2000;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2001;0.0;Mixed;;;Yes;Yes;;No;t/ha
FI197;Durum wheat;2002;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2003;0.0;Mixed;;;Yes;Yes;;No;t/ha
FI197;Durum wheat;2004;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2005;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2006;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2007;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2008;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2009;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2010;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2011;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2012;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2013;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2014;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2015;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2016;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2017;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2018;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2019;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Durum wheat;2020;0.0;Mixed;;;Yes;Yes;;Yes;t/ha
FI197;Total barley;1998;32500.0;NSI;;;;Yes;;;ha
FI197;Total barley;1999;33400.0;NSI;;;;Yes;;;ha
FI197;Total barley;2000;32372.0;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2001;29698.38;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2002;28243.59;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2003;27811.5;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2004;29164.75;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2005;37609.77;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2006;35721.8;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2007;33700.0;NSI;;;;No;;Yes;ha
FI197;Total barley;2008;36200.0;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2009;33061.0;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2010;23092.0;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2011;23384.0;NSI;;;;Yes;;Yes;ha
FI197;Total barley;2012;25100.0;Mixed;;;Yes;Yes;;Yes;ha
FI197;Total barley;2013;30000.0;Mixed;;;Yes;Yes;;Yes;ha
