IDREGION;CROP_NAME;YEAR;VALUE;SOURCE;CALCULATED_REGION;CALCULATED_CROP;CALCULATED_VALUE;COHERENCE_A_P_Y;ZERO_SET_AS_NULL;COHERENCE_CROP;UNIT
ES522;Winter barley;2021;282.0;NSI;;;;Yes;;Yes;t
ES522;Winter barley;1998;2.2;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;1999;1.7;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2000;2.52;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2001;2.0;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2002;2.65;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2003;2.65;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2004;2.65;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2005;2.3;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2006;2.3;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2007;2.25;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2008;1.8;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2009;1.61;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2010;1.61;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2011;1.84;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2012;1.37;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2013;1.33;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2014;0.49;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2015;1.98;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2016;1.73;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2017;1.35;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2018;1.37;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2019;1.58;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2020;2.25;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Winter barley;2021;2.07;NSI;;;;Yes;;Yes;t/ha
ES522;Spring barley;1998;2883.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;1999;2877.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2000;2519.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2001;2859.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2002;2569.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2003;2738.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2004;2571.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2005;2566.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2006;2329.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2007;2330.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2008;3887.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2009;3403.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2010;3355.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2011;3417.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2012;3746.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2013;4168.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2014;4188.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2015;3998.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2016;3319.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2017;3080.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2018;2902.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2019;3181.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2020;2877.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;2021;2902.0;NSI;;;;Yes;;Yes;ha
ES522;Spring barley;1998;6371.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;1999;4909.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2000;5009.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2001;5455.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2002;5406.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2003;5927.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2004;5527.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2005;4712.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2006;4593.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2007;4693.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2008;6625.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2009;5425.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2010;5276.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2011;6667.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2012;4323.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2013;4905.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2014;1785.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2015;7669.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2016;5416.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2017;3855.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2018;3392.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2019;4560.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2020;5825.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;2021;5513.0;NSI;;;;Yes;;Yes;t
ES522;Spring barley;1998;2.21;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;1999;1.71;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2000;1.99;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2001;1.91;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2002;2.1;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2003;2.17;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2004;2.15;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2005;1.84;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2006;1.97;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2007;2.01;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2008;1.7;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2009;1.59;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2010;1.57;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2011;1.95;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2012;1.15;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2013;1.18;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2014;0.43;NSI;;;Yes;Yes;;Yes;t/ha
ES522;Spring barley;2015;1.92;NSI;;;Yes;Yes;;Yes;t/ha
DEA53;Spring barley;1999;31.0;NSI;;;;;;Yes;ha
DEA53;Spring barley;2003;32.0;NSI;;;;;;Yes;ha
DEA53;Spring barley;2007;10.0;NSI;;;;;;Yes;ha
FRC24;Spring barley;1989;550.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1990;530.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1991;450.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1992;250.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1993;250.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1994;300.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1995;100.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1996;100.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1997;100.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1998;100.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1999;150.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2000;130.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2001;93.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2002;44.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2003;98.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2004;38.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2005;36.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2006;27.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2007;25.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2008;6.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2009;11.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2010;10.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2011;5.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2012;25.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2013;10.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2014;10.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2015;10.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2016;10.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2017;20.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2018;5.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2019;20.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2020;5.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2021;10.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2022;20.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;2023;10.0;NSI;;;;Yes;;Yes;ha
FRC24;Spring barley;1989;1925.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1990;2120.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1991;1710.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1992;950.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1993;1250.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1994;900.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1995;400.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1996;500.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1997;500.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1998;400.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1999;525.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2000;572.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2001;325.5;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2002;198.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2003;411.6;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2004;152.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2005;162.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2006;126.9;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2007;75.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2008;26.4;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2009;49.5;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2010;52.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2011;20.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2012;130.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2013;47.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2014;46.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2015;50.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2016;45.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2017;104.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2018;25.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2019;138.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2020;26.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2021;52.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2022;96.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;2023;49.0;NSI;;;;Yes;;Yes;t
FRC24;Spring barley;1989;3.5;NSI;;;Yes;Yes;;Yes;t/ha
FRC24;Spring barley;1990;4.0;NSI;;;Yes;Yes;;Yes;t/ha
FRC24;Spring barley;1991;3.8;NSI;;;Yes;Yes;;Yes;t/ha
FRC24;Spring barley;1992;3.8;NSI;;;Yes;Yes;;Yes;t/ha
FRC24;Spring barley;1993;5.0;NSI;;;Yes;Yes;;Yes;t/ha
FRC24;Spring barley;1994;3.0;NSI;;;Yes;Yes;;Yes;t/ha
FRC24;Spring barley;1995;4.0;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2020;37859.0;NSI;;;;Yes;;Yes;ha
ES614;Total barley;2021;35705.0;NSI;;;;Yes;;Yes;ha
ES614;Total barley;1998;117171.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;1999;22526.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2000;89888.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2001;110172.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2002;80790.0;NSI;;;Yes;Yes;;Yes;t
ES614;Total barley;2003;98981.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2004;185997.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2005;11900.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2006;108300.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2007;111934.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2008;109886.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2009;108688.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2010;85679.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2011;132080.0;NSI;;;Yes;Yes;;Yes;t
ES614;Total barley;2012;61665.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2013;129246.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2014;41127.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2015;53701.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2016;51263.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2017;65502.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2018;86155.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2019;67613.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2020;84255.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;2021;54900.0;NSI;;;;Yes;;Yes;t
ES614;Total barley;1998;2.05;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;1999;0.44;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2000;1.6;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2001;1.92;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2002;1.47;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2003;1.8;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2004;3.59;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2005;0.23;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2006;1.8;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2007;2.01;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2008;1.57;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2009;1.85;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2010;1.66;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2011;2.7;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2012;1.23;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2013;2.36;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2014;0.78;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2015;0.99;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2016;1.09;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2017;1.48;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2018;1.99;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2019;1.6;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2020;2.23;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Total barley;2021;1.54;NSI;;;;Yes;;Yes;t/ha
ES614;Winter barley;1998;38165.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;1999;36503.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2000;39300.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2001;40100.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2002;39496.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2003;45149.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2004;33937.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2005;30221.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2006;37085.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2007;34618.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2008;41919.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2009;33105.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2010;26937.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2011;30130.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2012;30248.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2013;33622.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2014;36497.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2015;37997.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2016;34039.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2017;32546.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2018;36689.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2019;5585.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2020;17080.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;2021;14329.0;NSI;;;;Yes;;Yes;ha
ES614;Winter barley;1998;67480.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;1999;15406.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2000;62880.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2001;74670.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2002;57807.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2003;70972.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2004;130997.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2005;6100.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2006;62300.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2007;64037.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2008;59974.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2009;52706.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2010;41102.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2011;89545.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2012;24489.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2013;82272.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2014;24529.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2015;26473.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2016;21999.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2017;36076.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2018;75780.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2019;11414.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2020;38448.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;2021;16968.0;NSI;;;;Yes;;Yes;t
ES614;Winter barley;1998;1.77;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;1999;0.42;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2000;1.6;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2001;1.86;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2002;1.46;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2003;1.57;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2004;3.86;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2005;0.2;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2006;1.68;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2007;1.85;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2008;1.43;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2009;1.59;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2010;1.53;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2011;2.97;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2012;0.81;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2013;2.45;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2014;0.67;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2015;0.7;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2016;0.65;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2017;1.11;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2018;2.07;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2019;2.04;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2020;2.25;NSI;;;Yes;Yes;;Yes;t/ha
ES614;Winter barley;2021;1.18;NSI;;;;Yes;;Yes;t/ha
ES614;Spring barley;1998;19085.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;1999;14485.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2000;16755.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2001;17265.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2002;15617.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2003;9924.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2004;17856.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2005;20595.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2006;22998.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2007;21217.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2008;28260.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2009;25506.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2010;24725.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2011;18753.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2012;19869.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2013;21254.0;NSI;;;;Yes;;Yes;ha
ES614;Spring barley;2014;16358.0;NSI;;;;Yes;;Yes;ha
DK031;Total barley;2006;5.08;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2007;5.27;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2008;5.03;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2009;6.18;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2010;5.49;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2011;5.46;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2012;5.91;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2013;6.22;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2014;6.47;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2015;6.7;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2016;6.16;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2017;6.45;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2018;4.41;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2019;6.69;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2020;6.7;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2021;5.94;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Total barley;2022;7.22;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Winter barley;2006;12300.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2007;13400.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2008;9600.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2009;12200.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2010;13800.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2011;13600.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2012;12400.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2013;14100.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2014;14300.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2015;13000.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2016;11500.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2017;11800.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2018;8900.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2019;9700.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2020;8200.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2021;6100.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2022;4900.0;NSI;;;;Yes;;Yes;ha
DK031;Winter barley;2006;71500.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2007;68700.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2008;60500.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2009;85200.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2010;85900.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2011;77200.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2012;84400.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2013;93900.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2014;98300.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2015;93500.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2016;74400.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2017;83800.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2018;48200.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2019;71300.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2020;58100.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2021;42700.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2022;38100.0;NSI;;;;Yes;;Yes;t
DK031;Winter barley;2006;5.82;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Winter barley;2007;5.13;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Winter barley;2008;6.3;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Winter barley;2009;6.97;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Winter barley;2010;6.23;NSI;;;Yes;Yes;;Yes;t/ha
DK031;Winter barley;2011;5.67;NSI;;;Yes;Yes;;Yes;t/ha
