model,bin_id,delta_sv,n_years,cntr,country_id,component,dln,fuel
IPSL-CM6A-LR,-3.5,-3.4513,9,IE,IRL,cdd_jja,0.000612763525582669,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,IE,IRL,cdd_jja,0.000661439167589235,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,IE,IRL,cdd_jja,0.000238449583198836,Electricity
EC-Earth3,-3.5,-3.2771,5,IT,ITA,cdd_jja,0.0199188054606873,Electricity
EC-Earth3,-2.5,-2.5562,17,IT,ITA,cdd_jja,0.0273084744991842,Electricity
EC-Earth3,-1.5,-1.5166,7,IT,ITA,cdd_jja,0.02690690045263,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,IT,ITA,cdd_jja,0.0260734827398509,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,IT,ITA,cdd_jja,0.0239178409343934,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,IT,ITA,cdd_jja,0.0255175946956093,Electricity
EC-Earth3,-3.5,-3.2771,5,LT,LTU,cdd_jja,0.00574233003944137,Electricity
EC-Earth3,-2.5,-2.5562,17,LT,LTU,cdd_jja,0.00778247623554994,Electricity
EC-Earth3,-1.5,-1.5166,7,LT,LTU,cdd_jja,0.00604428476131544,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,LT,LTU,cdd_jja,0.0108233081436269,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,LT,LTU,cdd_jja,0.00913911348373297,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,LT,LTU,cdd_jja,0.00889521187970006,Electricity
EC-Earth3,-3.5,-3.2771,5,LU,LUX,cdd_jja,0.00804644127625222,Electricity
EC-Earth3,-2.5,-2.5562,17,LU,LUX,cdd_jja,0.0151510786655441,Electricity
EC-Earth3,-1.5,-1.5166,7,LU,LUX,cdd_jja,0.00989245191450127,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,LU,LUX,cdd_jja,0.0126089540072011,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,LU,LUX,cdd_jja,0.00896067974587556,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,LU,LUX,cdd_jja,0.00777654443688248,Electricity
EC-Earth3,-3.5,-3.2771,5,LV,LVA,cdd_jja,0.00655306734555075,Electricity
EC-Earth3,-2.5,-2.5562,17,LV,LVA,cdd_jja,0.00733999022465691,Electricity
EC-Earth3,-1.5,-1.5166,7,LV,LVA,cdd_jja,0.00563673529992713,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,LV,LVA,cdd_jja,0.00944957335810818,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,LV,LVA,cdd_jja,0.00805930804542063,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,LV,LVA,cdd_jja,0.00685127107709098,Electricity
EC-Earth3,-3.5,-3.2771,5,MT,MLT,cdd_jja,0.0222401450833338,Electricity
EC-Earth3,-2.5,-2.5562,17,MT,MLT,cdd_jja,0.029666669782669,Electricity
EC-Earth3,-1.5,-1.5166,7,MT,MLT,cdd_jja,0.0269516070234694,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,MT,MLT,cdd_jja,0.0280142276921128,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,MT,MLT,cdd_jja,0.0280379548867826,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,MT,MLT,cdd_jja,0.0310070382006832,Electricity
EC-Earth3,-3.5,-3.2771,5,NL,NLD,cdd_jja,0.00540011759572854,Electricity
EC-Earth3,-2.5,-2.5562,17,NL,NLD,cdd_jja,0.0100827928658603,Electricity
EC-Earth3,-1.5,-1.5166,7,NL,NLD,cdd_jja,0.00712173492662747,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,NL,NLD,cdd_jja,0.00693889595593613,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,NL,NLD,cdd_jja,0.00535898755055632,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,NL,NLD,cdd_jja,0.00346264385596715,Electricity
EC-Earth3,-3.5,-3.2771,5,NO,NOR,cdd_jja,0.00189472989642229,Electricity
EC-Earth3,-2.5,-2.5562,17,NO,NOR,cdd_jja,0.00230384953981082,Electricity
EC-Earth3,-1.5,-1.5166,7,NO,NOR,cdd_jja,0.00276077250187246,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,NO,NOR,cdd_jja,0.00220039199246352,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,NO,NOR,cdd_jja,0.00191056256492442,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,NO,NOR,cdd_jja,0.000827093368611584,Electricity
EC-Earth3,-3.5,-3.2771,5,PL,POL,cdd_jja,0.00570159253976921,Electricity
EC-Earth3,-2.5,-2.5562,17,PL,POL,cdd_jja,0.0117501516854186,Electricity
EC-Earth3,-1.5,-1.5166,7,PL,POL,cdd_jja,0.0107880226647888,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,PL,POL,cdd_jja,0.0141904762107478,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,PL,POL,cdd_jja,0.0115022810102185,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,PL,POL,cdd_jja,0.0123181650239952,Electricity
EC-Earth3,-3.5,-3.2771,5,PT,PRT,cdd_jja,0.0153851666320756,Electricity
EC-Earth3,-2.5,-2.5562,17,PT,PRT,cdd_jja,0.0151232951673736,Electricity
EC-Earth3,-1.5,-1.5166,7,PT,PRT,cdd_jja,0.0161890562000174,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,PT,PRT,cdd_jja,0.0151210707428733,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,PT,PRT,cdd_jja,0.00842023182463598,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,PT,PRT,cdd_jja,0.0132447032526202,Electricity
EC-Earth3,-3.5,-3.2771,5,RO,ROU,cdd_jja,0.0118950882072714,Electricity
EC-Earth3,-2.5,-2.5562,17,RO,ROU,cdd_jja,0.0158382949876368,Electricity
EC-Earth3,-1.5,-1.5166,7,RO,ROU,cdd_jja,0.0217020960512612,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,RO,ROU,cdd_jja,0.0211889518503586,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,RO,ROU,cdd_jja,0.0196443725399836,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,RO,ROU,cdd_jja,0.023247634917303,Electricity
EC-Earth3,-3.5,-3.2771,5,SE,SWE,cdd_jja,0.0031496978600916,Electricity
EC-Earth3,-2.5,-2.5562,17,SE,SWE,cdd_jja,0.00465545878212807,Electricity
EC-Earth3,-1.5,-1.5166,7,SE,SWE,cdd_jja,0.00481238974981591,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,SE,SWE,cdd_jja,0.00516079568919625,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,SE,SWE,cdd_jja,0.00405639073288059,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,SE,SWE,cdd_jja,0.00260048308935084,Electricity
EC-Earth3,-3.5,-3.2771,5,SI,SVN,cdd_jja,0.00988307443866667,Electricity
EC-Earth3,-2.5,-2.5562,17,SI,SVN,cdd_jja,0.0169100314351147,Electricity
EC-Earth3,-1.5,-1.5166,7,SI,SVN,cdd_jja,0.0175255863953644,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,SI,SVN,cdd_jja,0.017107394589308,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,SI,SVN,cdd_jja,0.0162458444490251,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,SI,SVN,cdd_jja,0.0168275096477702,Electricity
EC-Earth3,-3.5,-3.2771,5,SK,SVK,cdd_jja,0.0062378969251749,Electricity
EC-Earth3,-2.5,-2.5562,17,SK,SVK,cdd_jja,0.0135955953135009,Electricity
EC-Earth3,-1.5,-1.5166,7,SK,SVK,cdd_jja,0.0159607691836533,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,SK,SVK,cdd_jja,0.0168993890904466,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,SK,SVK,cdd_jja,0.0146276846654734,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,SK,SVK,cdd_jja,0.015652315652945,Electricity
EC-Earth3,-3.5,-3.2771,5,UK,GBR,cdd_jja,0.000797172678274214,Electricity
EC-Earth3,-2.5,-2.5562,17,UK,GBR,cdd_jja,0.00104944858630825,Electricity
EC-Earth3,-1.5,-1.5166,7,UK,GBR,cdd_jja,0.000836950622279581,Electricity
IPSL-CM6A-LR,-3.5,-3.4513,9,UK,GBR,cdd_jja,0.000405848430888087,Electricity
IPSL-CM6A-LR,-2.5,-2.5185,16,UK,GBR,cdd_jja,0.000453477284894512,Electricity
IPSL-CM6A-LR,-1.5,-1.7768,5,UK,GBR,cdd_jja,0.000127620903683884,Electricity
EC-Earth3,-3.5,-3.2771,5,AT,AUT,hdd_octmar,-0.0350633845344026,Natural gas
EC-Earth3,-2.5,-2.5562,17,AT,AUT,hdd_octmar,-0.0503625035202038,Natural gas
EC-Earth3,-1.5,-1.5166,7,AT,AUT,hdd_octmar,-0.0558639502854339,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,AT,AUT,hdd_octmar,-0.0551216810980436,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,AT,AUT,hdd_octmar,-0.0533812191858545,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,AT,AUT,hdd_octmar,-0.0537412149886369,Natural gas
EC-Earth3,-3.5,-3.2771,5,BE,BEL,hdd_octmar,-0.0319630808418067,Natural gas
EC-Earth3,-2.5,-2.5562,17,BE,BEL,hdd_octmar,-0.0385888635224317,Natural gas
EC-Earth3,-1.5,-1.5166,7,BE,BEL,hdd_octmar,-0.0486424179490907,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,BE,BEL,hdd_octmar,-0.0480425351613084,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,BE,BEL,hdd_octmar,-0.0475175447265274,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,BE,BEL,hdd_octmar,-0.0488277475908445,Natural gas
EC-Earth3,-3.5,-3.2771,5,BG,BGR,hdd_octmar,-0.030203813178726,Natural gas
EC-Earth3,-2.5,-2.5562,17,BG,BGR,hdd_octmar,-0.0584377342843852,Natural gas
EC-Earth3,-1.5,-1.5166,7,BG,BGR,hdd_octmar,-0.05088976717762,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,BG,BGR,hdd_octmar,-0.0379449215468462,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,BG,BGR,hdd_octmar,-0.0439176693613447,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,BG,BGR,hdd_octmar,-0.0434708777852164,Natural gas
EC-Earth3,-3.5,-3.2771,5,CZ,CZE,hdd_octmar,-0.0297486726758282,Natural gas
EC-Earth3,-2.5,-2.5562,17,CZ,CZE,hdd_octmar,-0.0481327614342675,Natural gas
EC-Earth3,-1.5,-1.5166,7,CZ,CZE,hdd_octmar,-0.0530322588456833,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,CZ,CZE,hdd_octmar,-0.0543842476751683,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,CZ,CZE,hdd_octmar,-0.0590517937151473,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,CZ,CZE,hdd_octmar,-0.054625085280543,Natural gas
EC-Earth3,-3.5,-3.2771,5,DE,DEU,hdd_octmar,-0.0300827124092481,Natural gas
EC-Earth3,-2.5,-2.5562,17,DE,DEU,hdd_octmar,-0.0426278428381036,Natural gas
EC-Earth3,-1.5,-1.5166,7,DE,DEU,hdd_octmar,-0.050809419090294,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,DE,DEU,hdd_octmar,-0.054673194937769,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,DE,DEU,hdd_octmar,-0.054012389783362,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,DE,DEU,hdd_octmar,-0.052327973141962,Natural gas
EC-Earth3,-3.5,-3.2771,5,DK,DNK,hdd_octmar,-0.0272141947628064,Natural gas
EC-Earth3,-2.5,-2.5562,17,DK,DNK,hdd_octmar,-0.0352371414063771,Natural gas
EC-Earth3,-1.5,-1.5166,7,DK,DNK,hdd_octmar,-0.0536760354959862,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,DK,DNK,hdd_octmar,-0.0470511621044153,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,DK,DNK,hdd_octmar,-0.0540111085124222,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,DK,DNK,hdd_octmar,-0.0401494515271915,Natural gas
EC-Earth3,-3.5,-3.2771,5,EE,EST,hdd_octmar,-0.0475916517844366,Natural gas
EC-Earth3,-2.5,-2.5562,17,EE,EST,hdd_octmar,-0.0462473092492701,Natural gas
EC-Earth3,-1.5,-1.5166,7,EE,EST,hdd_octmar,-0.0607697713889077,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,EE,EST,hdd_octmar,-0.059094075656163,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,EE,EST,hdd_octmar,-0.0738649390328525,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,EE,EST,hdd_octmar,-0.0508046659884203,Natural gas
EC-Earth3,-3.5,-3.2771,5,EL,GRC,hdd_octmar,-0.0262124888757531,Natural gas
EC-Earth3,-2.5,-2.5562,17,EL,GRC,hdd_octmar,-0.0468613686800322,Natural gas
EC-Earth3,-1.5,-1.5166,7,EL,GRC,hdd_octmar,-0.0433118348633901,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,EL,GRC,hdd_octmar,-0.0290290943834698,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,EL,GRC,hdd_octmar,-0.0327117150525757,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,EL,GRC,hdd_octmar,-0.0301380550475863,Natural gas
EC-Earth3,-3.5,-3.2771,5,ES,ESP,hdd_octmar,-0.0374272467558187,Natural gas
EC-Earth3,-2.5,-2.5562,17,ES,ESP,hdd_octmar,-0.036477618332773,Natural gas
EC-Earth3,-1.5,-1.5166,7,ES,ESP,hdd_octmar,-0.0405583836136127,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,ES,ESP,hdd_octmar,-0.0333101512441355,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,ES,ESP,hdd_octmar,-0.0294372411747989,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,ES,ESP,hdd_octmar,-0.0355912268303078,Natural gas
EC-Earth3,-3.5,-3.2771,5,FR,FRA,hdd_octmar,-0.035841322651506,Natural gas
EC-Earth3,-2.5,-2.5562,17,FR,FRA,hdd_octmar,-0.0405435870008233,Natural gas
EC-Earth3,-1.5,-1.5166,7,FR,FRA,hdd_octmar,-0.047621988973787,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,FR,FRA,hdd_octmar,-0.0466513642398557,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,FR,FRA,hdd_octmar,-0.0423152540600963,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,FR,FRA,hdd_octmar,-0.0456187838562836,Natural gas
EC-Earth3,-3.5,-3.2771,5,HR,HRV,hdd_octmar,-0.0301430561373838,Natural gas
EC-Earth3,-2.5,-2.5562,17,HR,HRV,hdd_octmar,-0.047514031564273,Natural gas
EC-Earth3,-1.5,-1.5166,7,HR,HRV,hdd_octmar,-0.0469344011236047,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,HR,HRV,hdd_octmar,-0.0471731721629473,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,HR,HRV,hdd_octmar,-0.0485993507129828,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,HR,HRV,hdd_octmar,-0.0490815218995798,Natural gas
EC-Earth3,-3.5,-3.2771,5,HU,HUN,hdd_octmar,-0.0338573779294213,Natural gas
EC-Earth3,-2.5,-2.5562,17,HU,HUN,hdd_octmar,-0.0531447627004678,Natural gas
EC-Earth3,-1.5,-1.5166,7,HU,HUN,hdd_octmar,-0.049042587795536,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,HU,HUN,hdd_octmar,-0.0528884671811735,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,HU,HUN,hdd_octmar,-0.0562320470270619,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,HU,HUN,hdd_octmar,-0.0551688401348949,Natural gas
EC-Earth3,-3.5,-3.2771,5,IE,IRL,hdd_octmar,-0.0436014020958004,Natural gas
EC-Earth3,-2.5,-2.5562,17,IE,IRL,hdd_octmar,-0.0380597399555867,Natural gas
EC-Earth3,-1.5,-1.5166,7,IE,IRL,hdd_octmar,-0.0507390731825632,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,IE,IRL,hdd_octmar,-0.0273656327216347,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,IE,IRL,hdd_octmar,-0.0278686762251554,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,IE,IRL,hdd_octmar,-0.0245764712108236,Natural gas
EC-Earth3,-3.5,-3.2771,5,IT,ITA,hdd_octmar,-0.0327761092501342,Natural gas
EC-Earth3,-2.5,-2.5562,17,IT,ITA,hdd_octmar,-0.0427962679697153,Natural gas
EC-Earth3,-1.5,-1.5166,7,IT,ITA,hdd_octmar,-0.048022200151553,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,IT,ITA,hdd_octmar,-0.0416036113813009,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,IT,ITA,hdd_octmar,-0.0385727856387024,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,IT,ITA,hdd_octmar,-0.0405668152030235,Natural gas
EC-Earth3,-3.5,-3.2771,5,LT,LTU,hdd_octmar,-0.042974943268846,Natural gas
EC-Earth3,-2.5,-2.5562,17,LT,LTU,hdd_octmar,-0.04970512886541,Natural gas
EC-Earth3,-1.5,-1.5166,7,LT,LTU,hdd_octmar,-0.0577563048009783,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,LT,LTU,hdd_octmar,-0.0621951233125304,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,LT,LTU,hdd_octmar,-0.0737759526995126,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,LT,LTU,hdd_octmar,-0.0523144164687918,Natural gas
EC-Earth3,-3.5,-3.2771,5,LU,LUX,hdd_octmar,-0.0328207057451057,Natural gas
EC-Earth3,-2.5,-2.5562,17,LU,LUX,hdd_octmar,-0.043309313652831,Natural gas
EC-Earth3,-1.5,-1.5166,7,LU,LUX,hdd_octmar,-0.0498262296348879,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,LU,LUX,hdd_octmar,-0.0547191966976423,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,LU,LUX,hdd_octmar,-0.0490194422559771,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,LU,LUX,hdd_octmar,-0.0525614124409419,Natural gas
EC-Earth3,-3.5,-3.2771,5,LV,LVA,hdd_octmar,-0.0419097524732882,Natural gas
EC-Earth3,-2.5,-2.5562,17,LV,LVA,hdd_octmar,-0.0456153120253498,Natural gas
EC-Earth3,-1.5,-1.5166,7,LV,LVA,hdd_octmar,-0.0568540420713871,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,LV,LVA,hdd_octmar,-0.0588170731452275,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,LV,LVA,hdd_octmar,-0.0736214975542775,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,LV,LVA,hdd_octmar,-0.0514080619384571,Natural gas
EC-Earth3,-3.5,-3.2771,5,NL,NLD,hdd_octmar,-0.0300060014781386,Natural gas
EC-Earth3,-2.5,-2.5562,17,NL,NLD,hdd_octmar,-0.0371757043383981,Natural gas
EC-Earth3,-1.5,-1.5166,7,NL,NLD,hdd_octmar,-0.0491949763747391,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,NL,NLD,hdd_octmar,-0.0468968722844628,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,NL,NLD,hdd_octmar,-0.0476724958476102,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,NL,NLD,hdd_octmar,-0.0448827556983101,Natural gas
EC-Earth3,-3.5,-3.2771,5,PL,POL,hdd_octmar,-0.0297042415061392,Natural gas
EC-Earth3,-2.5,-2.5562,17,PL,POL,hdd_octmar,-0.048543388104835,Natural gas
EC-Earth3,-1.5,-1.5166,7,PL,POL,hdd_octmar,-0.0529283932369126,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,PL,POL,hdd_octmar,-0.0572189149700051,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,PL,POL,hdd_octmar,-0.0669903004706485,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,PL,POL,hdd_octmar,-0.0557886032879055,Natural gas
EC-Earth3,-3.5,-3.2771,5,PT,PRT,hdd_octmar,-0.0332214955613607,Natural gas
EC-Earth3,-2.5,-2.5562,17,PT,PRT,hdd_octmar,-0.0316065982012788,Natural gas
EC-Earth3,-1.5,-1.5166,7,PT,PRT,hdd_octmar,-0.0380892091872036,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,PT,PRT,hdd_octmar,-0.028782057079999,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,PT,PRT,hdd_octmar,-0.0261220559461908,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,PT,PRT,hdd_octmar,-0.0287768493335983,Natural gas
EC-Earth3,-3.5,-3.2771,5,RO,ROU,hdd_octmar,-0.0332281085726633,Natural gas
EC-Earth3,-2.5,-2.5562,17,RO,ROU,hdd_octmar,-0.0606744613635098,Natural gas
EC-Earth3,-1.5,-1.5166,7,RO,ROU,hdd_octmar,-0.0483305318035343,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,RO,ROU,hdd_octmar,-0.0483783934728365,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,RO,ROU,hdd_octmar,-0.0541835014508154,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,RO,ROU,hdd_octmar,-0.0484400598032327,Natural gas
EC-Earth3,-3.5,-3.2771,5,SE,SWE,hdd_octmar,-0.0351017813312781,Natural gas
EC-Earth3,-2.5,-2.5562,17,SE,SWE,hdd_octmar,-0.042808502040625,Natural gas
EC-Earth3,-1.5,-1.5166,7,SE,SWE,hdd_octmar,-0.0591303645556857,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,SE,SWE,hdd_octmar,-0.0540001557124523,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,SE,SWE,hdd_octmar,-0.0612776093256227,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,SE,SWE,hdd_octmar,-0.0412215446532963,Natural gas
EC-Earth3,-3.5,-3.2771,5,SI,SVN,hdd_octmar,-0.0355024471535711,Natural gas
EC-Earth3,-2.5,-2.5562,17,SI,SVN,hdd_octmar,-0.0512460431615447,Natural gas
EC-Earth3,-1.5,-1.5166,7,SI,SVN,hdd_octmar,-0.0560076179559817,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,SI,SVN,hdd_octmar,-0.0536834751337016,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,SI,SVN,hdd_octmar,-0.0513599936125517,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,SI,SVN,hdd_octmar,-0.0524253084020714,Natural gas
EC-Earth3,-3.5,-3.2771,5,SK,SVK,hdd_octmar,-0.0323525872075267,Natural gas
EC-Earth3,-2.5,-2.5562,17,SK,SVK,hdd_octmar,-0.0544893118922376,Natural gas
EC-Earth3,-1.5,-1.5166,7,SK,SVK,hdd_octmar,-0.0509355209495695,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,SK,SVK,hdd_octmar,-0.0552286465558623,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,SK,SVK,hdd_octmar,-0.0588150479105161,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,SK,SVK,hdd_octmar,-0.0570358585508865,Natural gas
EC-Earth3,-3.5,-3.2771,5,UK,GBR,hdd_octmar,-0.0436144627931229,Natural gas
EC-Earth3,-2.5,-2.5562,17,UK,GBR,hdd_octmar,-0.0374062091136125,Natural gas
EC-Earth3,-1.5,-1.5166,7,UK,GBR,hdd_octmar,-0.0522687866908042,Natural gas
IPSL-CM6A-LR,-3.5,-3.4513,9,UK,GBR,hdd_octmar,-0.0272371336457621,Natural gas
IPSL-CM6A-LR,-2.5,-2.5185,16,UK,GBR,hdd_octmar,-0.0275278581551504,Natural gas
IPSL-CM6A-LR,-1.5,-1.7768,5,UK,GBR,hdd_octmar,-0.0246983572753937,Natural gas
