model,bin_id,delta_sv,n_years,cntr,crop,component,dln
IPSL-CM6A-LR,-2.5,-2.5023,10,SK,Winter barley,gdd_mj,-0.192546895639945
EC-Earth3,-3.5,-3.2771,5,CZ,Soft wheat,heat_mj,-0.00375818627348819
EC-Earth3,-2.5,-2.5562,17,CZ,Soft wheat,heat_mj,-0.0196194715377059
EC-Earth3,-1.5,-1.5166,7,CZ,Soft wheat,heat_mj,-0.021698975202307
IPSL-CM6A-LR,-4.5,-4.291,5,CZ,Soft wheat,heat_mj,-0.0265915811868898
IPSL-CM6A-LR,-3.5,-3.4498,14,CZ,Soft wheat,heat_mj,-0.0203432261673267
IPSL-CM6A-LR,-2.5,-2.5023,10,CZ,Soft wheat,heat_mj,-0.026534162975442
EC-Earth3,-3.5,-3.2771,5,DE,Soft wheat,heat_mj,-0.00558325887004577
EC-Earth3,-2.5,-2.5562,17,DE,Soft wheat,heat_mj,-0.0203400783995299
EC-Earth3,-1.5,-1.5166,7,DE,Soft wheat,heat_mj,-0.0157574786149652
IPSL-CM6A-LR,-4.5,-4.291,5,DE,Soft wheat,heat_mj,-0.0244800512387662
IPSL-CM6A-LR,-3.5,-3.4498,14,DE,Soft wheat,heat_mj,-0.0152977018245664
IPSL-CM6A-LR,-2.5,-2.5023,10,DE,Soft wheat,heat_mj,-0.014081439874242
EC-Earth3,-3.5,-3.2771,5,DK,Soft wheat,heat_mj,-0.000962594194430178
EC-Earth3,-2.5,-2.5562,17,DK,Soft wheat,heat_mj,-0.00333875813453797
EC-Earth3,-1.5,-1.5166,7,DK,Soft wheat,heat_mj,-0.00247458554022433
IPSL-CM6A-LR,-4.5,-4.291,5,DK,Soft wheat,heat_mj,-0.0031883213076753
IPSL-CM6A-LR,-3.5,-3.4498,14,DK,Soft wheat,heat_mj,-0.00230465238550136
IPSL-CM6A-LR,-2.5,-2.5023,10,DK,Soft wheat,heat_mj,-0.00099622119221401
EC-Earth3,-3.5,-3.2771,5,EE,Soft wheat,heat_mj,-0.00750438697914031
EC-Earth3,-2.5,-2.5562,17,EE,Soft wheat,heat_mj,-0.00730140801731903
EC-Earth3,-1.5,-1.5166,7,EE,Soft wheat,heat_mj,-0.00732246744994149
IPSL-CM6A-LR,-4.5,-4.291,5,EE,Soft wheat,heat_mj,-0.0101381211809468
IPSL-CM6A-LR,-3.5,-3.4498,14,EE,Soft wheat,heat_mj,-0.00807859603365042
IPSL-CM6A-LR,-2.5,-2.5023,10,EE,Soft wheat,heat_mj,-0.011306151035522
EC-Earth3,-3.5,-3.2771,5,EL,Soft wheat,heat_mj,-0.055321584312718
EC-Earth3,-2.5,-2.5562,17,EL,Soft wheat,heat_mj,-0.0595185259693019
EC-Earth3,-1.5,-1.5166,7,EL,Soft wheat,heat_mj,-0.0611434105196944
IPSL-CM6A-LR,-4.5,-4.291,5,EL,Soft wheat,heat_mj,-0.0547353431910407
IPSL-CM6A-LR,-3.5,-3.4498,14,EL,Soft wheat,heat_mj,-0.0429364385028884
IPSL-CM6A-LR,-2.5,-2.5023,10,EL,Soft wheat,heat_mj,-0.0634927419260009
EC-Earth3,-3.5,-3.2771,5,ES,Soft wheat,heat_mj,-0.0855913818316129
EC-Earth3,-2.5,-2.5562,17,ES,Soft wheat,heat_mj,-0.0890426109950572
EC-Earth3,-1.5,-1.5166,7,ES,Soft wheat,heat_mj,-0.109817449191307
IPSL-CM6A-LR,-4.5,-4.291,5,ES,Soft wheat,heat_mj,-0.0616017222682735
IPSL-CM6A-LR,-3.5,-3.4498,14,ES,Soft wheat,heat_mj,-0.0601411808121991
IPSL-CM6A-LR,-2.5,-2.5023,10,ES,Soft wheat,heat_mj,-0.060529221295057
EC-Earth3,-3.5,-3.2771,5,FI,Soft wheat,heat_mj,-0.00516689727505266
EC-Earth3,-2.5,-2.5562,17,FI,Soft wheat,heat_mj,-0.00540641493414039
EC-Earth3,-1.5,-1.5166,7,FI,Soft wheat,heat_mj,-0.00588973828185168
IPSL-CM6A-LR,-4.5,-4.291,5,FI,Soft wheat,heat_mj,-0.00638741472969334
IPSL-CM6A-LR,-3.5,-3.4498,14,FI,Soft wheat,heat_mj,-0.00525543220508317
IPSL-CM6A-LR,-2.5,-2.5023,10,FI,Soft wheat,heat_mj,-0.00596027634182593
EC-Earth3,-3.5,-3.2771,5,FR,Soft wheat,heat_mj,-0.0163753348968325
EC-Earth3,-2.5,-2.5562,17,FR,Soft wheat,heat_mj,-0.029561136587722
EC-Earth3,-1.5,-1.5166,7,FR,Soft wheat,heat_mj,-0.0290616062418311
IPSL-CM6A-LR,-4.5,-4.291,5,FR,Soft wheat,heat_mj,-0.0321874709006144
IPSL-CM6A-LR,-3.5,-3.4498,14,FR,Soft wheat,heat_mj,-0.0178903485653531
IPSL-CM6A-LR,-2.5,-2.5023,10,FR,Soft wheat,heat_mj,-0.0145022038237357
EC-Earth3,-3.5,-3.2771,5,HU,Soft wheat,heat_mj,-0.0213786857071051
EC-Earth3,-2.5,-2.5562,17,HU,Soft wheat,heat_mj,-0.0417196093409646
EC-Earth3,-1.5,-1.5166,7,HU,Soft wheat,heat_mj,-0.0627630469618764
IPSL-CM6A-LR,-4.5,-4.291,5,HU,Soft wheat,heat_mj,-0.056410181466308
IPSL-CM6A-LR,-3.5,-3.4498,14,HU,Soft wheat,heat_mj,-0.046020813479564
IPSL-CM6A-LR,-2.5,-2.5023,10,HU,Soft wheat,heat_mj,-0.0702312044376905
EC-Earth3,-3.5,-3.2771,5,IT,Soft wheat,heat_mj,-0.0444924710012669
EC-Earth3,-2.5,-2.5562,17,IT,Soft wheat,heat_mj,-0.0614539608570859
EC-Earth3,-1.5,-1.5166,7,IT,Soft wheat,heat_mj,-0.0769387159594366
IPSL-CM6A-LR,-4.5,-4.291,5,IT,Soft wheat,heat_mj,-0.0613641036034672
IPSL-CM6A-LR,-3.5,-3.4498,14,IT,Soft wheat,heat_mj,-0.0512173532466377
IPSL-CM6A-LR,-2.5,-2.5023,10,IT,Soft wheat,heat_mj,-0.0578002456215351
EC-Earth3,-3.5,-3.2771,5,LT,Soft wheat,heat_mj,-0.0067482584184756
EC-Earth3,-2.5,-2.5562,17,LT,Soft wheat,heat_mj,-0.00922087543699542
EC-Earth3,-1.5,-1.5166,7,LT,Soft wheat,heat_mj,-0.0079060076403231
IPSL-CM6A-LR,-4.5,-4.291,5,LT,Soft wheat,heat_mj,-0.0158901357303438
IPSL-CM6A-LR,-3.5,-3.4498,14,LT,Soft wheat,heat_mj,-0.0125459471134753
IPSL-CM6A-LR,-2.5,-2.5023,10,LT,Soft wheat,heat_mj,-0.0192455831051684
EC-Earth3,-3.5,-3.2771,5,LV,Soft wheat,heat_mj,-0.00750658840133641
EC-Earth3,-2.5,-2.5562,17,LV,Soft wheat,heat_mj,-0.00793186852807719
EC-Earth3,-1.5,-1.5166,7,LV,Soft wheat,heat_mj,-0.00691771825050265
IPSL-CM6A-LR,-4.5,-4.291,5,LV,Soft wheat,heat_mj,-0.0125939310598698
IPSL-CM6A-LR,-3.5,-3.4498,14,LV,Soft wheat,heat_mj,-0.0105624721837873
IPSL-CM6A-LR,-2.5,-2.5023,10,LV,Soft wheat,heat_mj,-0.0153638901880244
EC-Earth3,-3.5,-3.2771,5,RO,Soft wheat,heat_mj,-0.0384524500128989
EC-Earth3,-2.5,-2.5562,17,RO,Soft wheat,heat_mj,-0.0395200961419103
EC-Earth3,-1.5,-1.5166,7,RO,Soft wheat,heat_mj,-0.0576611018451662
IPSL-CM6A-LR,-4.5,-4.291,5,RO,Soft wheat,heat_mj,-0.0585019415276797
IPSL-CM6A-LR,-3.5,-3.4498,14,RO,Soft wheat,heat_mj,-0.0458439348984983
IPSL-CM6A-LR,-2.5,-2.5023,10,RO,Soft wheat,heat_mj,-0.0759694015743715
EC-Earth3,-3.5,-3.2771,5,SE,Soft wheat,heat_mj,-0.00198917513908679
EC-Earth3,-2.5,-2.5562,17,SE,Soft wheat,heat_mj,-0.00521651640625307
EC-Earth3,-1.5,-1.5166,7,SE,Soft wheat,heat_mj,-0.00521386291011758
IPSL-CM6A-LR,-4.5,-4.291,5,SE,Soft wheat,heat_mj,-0.00815373767148432
IPSL-CM6A-LR,-3.5,-3.4498,14,SE,Soft wheat,heat_mj,-0.00486316763652161
IPSL-CM6A-LR,-2.5,-2.5023,10,SE,Soft wheat,heat_mj,-0.00429805948768361
EC-Earth3,-3.5,-3.2771,5,SK,Soft wheat,heat_mj,-0.00917211358583156
EC-Earth3,-2.5,-2.5562,17,SK,Soft wheat,heat_mj,-0.0275883474896302
EC-Earth3,-1.5,-1.5166,7,SK,Soft wheat,heat_mj,-0.0452128815521807
IPSL-CM6A-LR,-4.5,-4.291,5,SK,Soft wheat,heat_mj,-0.0388731407408755
IPSL-CM6A-LR,-3.5,-3.4498,14,SK,Soft wheat,heat_mj,-0.0308851438818719
IPSL-CM6A-LR,-2.5,-2.5023,10,SK,Soft wheat,heat_mj,-0.0498308194955071
EC-Earth3,-3.5,-3.2771,5,EL,Durum wheat,heat_mj,0.0233289828381245
EC-Earth3,-2.5,-2.5562,17,EL,Durum wheat,heat_mj,0.0248813529871116
EC-Earth3,-1.5,-1.5166,7,EL,Durum wheat,heat_mj,0.0250865481729915
IPSL-CM6A-LR,-4.5,-4.291,5,EL,Durum wheat,heat_mj,0.022167310128377
IPSL-CM6A-LR,-3.5,-3.4498,14,EL,Durum wheat,heat_mj,0.0181203784791161
IPSL-CM6A-LR,-2.5,-2.5023,10,EL,Durum wheat,heat_mj,0.0262843533901139
EC-Earth3,-3.5,-3.2771,5,ES,Durum wheat,heat_mj,0.044419594169688
EC-Earth3,-2.5,-2.5562,17,ES,Durum wheat,heat_mj,0.044325136977969
EC-Earth3,-1.5,-1.5166,7,ES,Durum wheat,heat_mj,0.055686146029319
IPSL-CM6A-LR,-4.5,-4.291,5,ES,Durum wheat,heat_mj,0.0297378031967935
IPSL-CM6A-LR,-3.5,-3.4498,14,ES,Durum wheat,heat_mj,0.0292520131501481
IPSL-CM6A-LR,-2.5,-2.5023,10,ES,Durum wheat,heat_mj,0.0318155969207404
EC-Earth3,-3.5,-3.2771,5,FR,Durum wheat,heat_mj,0.0121139259029786
EC-Earth3,-2.5,-2.5562,17,FR,Durum wheat,heat_mj,0.0178858159228722
EC-Earth3,-1.5,-1.5166,7,FR,Durum wheat,heat_mj,0.0198655251108425
IPSL-CM6A-LR,-4.5,-4.291,5,FR,Durum wheat,heat_mj,0.0178488273957673
IPSL-CM6A-LR,-3.5,-3.4498,14,FR,Durum wheat,heat_mj,0.0122322448307045
IPSL-CM6A-LR,-2.5,-2.5023,10,FR,Durum wheat,heat_mj,0.0110788769300257
EC-Earth3,-3.5,-3.2771,5,HU,Durum wheat,heat_mj,0.00847707484167446
EC-Earth3,-2.5,-2.5562,17,HU,Durum wheat,heat_mj,0.0165112160323107
EC-Earth3,-1.5,-1.5166,7,HU,Durum wheat,heat_mj,0.0249980265060023
IPSL-CM6A-LR,-4.5,-4.291,5,HU,Durum wheat,heat_mj,0.0222704959768898
IPSL-CM6A-LR,-3.5,-3.4498,14,HU,Durum wheat,heat_mj,0.0182322849874229
IPSL-CM6A-LR,-2.5,-2.5023,10,HU,Durum wheat,heat_mj,0.0274257341698049
EC-Earth3,-3.5,-3.2771,5,IT,Durum wheat,heat_mj,0.0176888064146033
EC-Earth3,-2.5,-2.5562,17,IT,Durum wheat,heat_mj,0.0213992079798148
EC-Earth3,-1.5,-1.5166,7,IT,Durum wheat,heat_mj,0.0233540178655252
IPSL-CM6A-LR,-4.5,-4.291,5,IT,Durum wheat,heat_mj,0.0207055219601926
IPSL-CM6A-LR,-3.5,-3.4498,14,IT,Durum wheat,heat_mj,0.0167920247283344
IPSL-CM6A-LR,-2.5,-2.5023,10,IT,Durum wheat,heat_mj,0.0200809813995229
EC-Earth3,-3.5,-3.2771,5,RO,Durum wheat,heat_mj,0.0128359943083684
EC-Earth3,-2.5,-2.5562,17,RO,Durum wheat,heat_mj,0.0138549509920819
EC-Earth3,-1.5,-1.5166,7,RO,Durum wheat,heat_mj,0.0202670438687523
IPSL-CM6A-LR,-4.5,-4.291,5,RO,Durum wheat,heat_mj,0.0204842859423381
IPSL-CM6A-LR,-3.5,-3.4498,14,RO,Durum wheat,heat_mj,0.0161808010509143
IPSL-CM6A-LR,-2.5,-2.5023,10,RO,Durum wheat,heat_mj,0.0270190859865827
EC-Earth3,-3.5,-3.2771,5,SK,Durum wheat,heat_mj,0.00400844158787359
EC-Earth3,-2.5,-2.5562,17,SK,Durum wheat,heat_mj,0.0120868935376696
EC-Earth3,-1.5,-1.5166,7,SK,Durum wheat,heat_mj,0.0206469664007541
IPSL-CM6A-LR,-4.5,-4.291,5,SK,Durum wheat,heat_mj,0.0166072576412352
IPSL-CM6A-LR,-3.5,-3.4498,14,SK,Durum wheat,heat_mj,0.0133412799615341
IPSL-CM6A-LR,-2.5,-2.5023,10,SK,Durum wheat,heat_mj,0.0206570305636646
EC-Earth3,-3.5,-3.2771,5,CZ,Spring barley,heat_mj,-0.00400923977186248
EC-Earth3,-2.5,-2.5562,17,CZ,Spring barley,heat_mj,-0.0211802878729297
EC-Earth3,-1.5,-1.5166,7,CZ,Spring barley,heat_mj,-0.0239248217528778
IPSL-CM6A-LR,-4.5,-4.291,5,CZ,Spring barley,heat_mj,-0.0287503636903194
IPSL-CM6A-LR,-3.5,-3.4498,14,CZ,Spring barley,heat_mj,-0.0220291231659625
IPSL-CM6A-LR,-2.5,-2.5023,10,CZ,Spring barley,heat_mj,-0.0293199002922757
EC-Earth3,-3.5,-3.2771,5,DE,Spring barley,heat_mj,-0.00639959168162978
EC-Earth3,-2.5,-2.5562,17,DE,Spring barley,heat_mj,-0.023131914621347
EC-Earth3,-1.5,-1.5166,7,DE,Spring barley,heat_mj,-0.0177380091794249
IPSL-CM6A-LR,-4.5,-4.291,5,DE,Spring barley,heat_mj,-0.0277172743305714
IPSL-CM6A-LR,-3.5,-3.4498,14,DE,Spring barley,heat_mj,-0.0175052466058785
IPSL-CM6A-LR,-2.5,-2.5023,10,DE,Spring barley,heat_mj,-0.0154861362975992
EC-Earth3,-3.5,-3.2771,5,DK,Spring barley,heat_mj,-0.00109796003662906
EC-Earth3,-2.5,-2.5562,17,DK,Spring barley,heat_mj,-0.00373887061227227
EC-Earth3,-1.5,-1.5166,7,DK,Spring barley,heat_mj,-0.00278628007405534
IPSL-CM6A-LR,-4.5,-4.291,5,DK,Spring barley,heat_mj,-0.00359909152070063
IPSL-CM6A-LR,-3.5,-3.4498,14,DK,Spring barley,heat_mj,-0.0025966325927971
IPSL-CM6A-LR,-2.5,-2.5023,10,DK,Spring barley,heat_mj,-0.0010891399090015
EC-Earth3,-3.5,-3.2771,5,EE,Spring barley,heat_mj,-0.00805714521210621
EC-Earth3,-2.5,-2.5562,17,EE,Spring barley,heat_mj,-0.00789073369771512
EC-Earth3,-1.5,-1.5166,7,EE,Spring barley,heat_mj,-0.0078875732710049
IPSL-CM6A-LR,-4.5,-4.291,5,EE,Spring barley,heat_mj,-0.0108093903717513
IPSL-CM6A-LR,-3.5,-3.4498,14,EE,Spring barley,heat_mj,-0.00852235924211646
IPSL-CM6A-LR,-2.5,-2.5023,10,EE,Spring barley,heat_mj,-0.0119085705736618
EC-Earth3,-3.5,-3.2771,5,ES,Spring barley,heat_mj,-0.0978315663562491
EC-Earth3,-2.5,-2.5562,17,ES,Spring barley,heat_mj,-0.102857642608001
EC-Earth3,-1.5,-1.5166,7,ES,Spring barley,heat_mj,-0.124874390437561
IPSL-CM6A-LR,-4.5,-4.291,5,ES,Spring barley,heat_mj,-0.0710456319574498
IPSL-CM6A-LR,-3.5,-3.4498,14,ES,Spring barley,heat_mj,-0.0725965390355214
IPSL-CM6A-LR,-2.5,-2.5023,10,ES,Spring barley,heat_mj,-0.0721275203971783
EC-Earth3,-3.5,-3.2771,5,FI,Spring barley,heat_mj,-0.005261403108302
EC-Earth3,-2.5,-2.5562,17,FI,Spring barley,heat_mj,-0.00509836873049071
EC-Earth3,-1.5,-1.5166,7,FI,Spring barley,heat_mj,-0.00598885271554939
IPSL-CM6A-LR,-4.5,-4.291,5,FI,Spring barley,heat_mj,-0.00625321204201244
IPSL-CM6A-LR,-3.5,-3.4498,14,FI,Spring barley,heat_mj,-0.00537872125993382
IPSL-CM6A-LR,-2.5,-2.5023,10,FI,Spring barley,heat_mj,-0.00560511595836893
EC-Earth3,-3.5,-3.2771,5,FR,Spring barley,heat_mj,-0.0182392460603012
EC-Earth3,-2.5,-2.5562,17,FR,Spring barley,heat_mj,-0.0350198541509828
EC-Earth3,-1.5,-1.5166,7,FR,Spring barley,heat_mj,-0.0332704346945881
IPSL-CM6A-LR,-4.5,-4.291,5,FR,Spring barley,heat_mj,-0.0386828665334668
IPSL-CM6A-LR,-3.5,-3.4498,14,FR,Spring barley,heat_mj,-0.0215399596238819
IPSL-CM6A-LR,-2.5,-2.5023,10,FR,Spring barley,heat_mj,-0.0170354150281013
EC-Earth3,-3.5,-3.2771,5,HU,Spring barley,heat_mj,-0.0209677458122207
EC-Earth3,-2.5,-2.5562,17,HU,Spring barley,heat_mj,-0.0428922455899924
EC-Earth3,-1.5,-1.5166,7,HU,Spring barley,heat_mj,-0.0656738558299353
IPSL-CM6A-LR,-4.5,-4.291,5,HU,Spring barley,heat_mj,-0.0582587770149457
IPSL-CM6A-LR,-3.5,-3.4498,14,HU,Spring barley,heat_mj,-0.0477765523377224
IPSL-CM6A-LR,-2.5,-2.5023,10,HU,Spring barley,heat_mj,-0.0725632417309646
EC-Earth3,-3.5,-3.2771,5,LT,Spring barley,heat_mj,-0.00741826403280281
EC-Earth3,-2.5,-2.5562,17,LT,Spring barley,heat_mj,-0.0100010377883623
EC-Earth3,-1.5,-1.5166,7,LT,Spring barley,heat_mj,-0.00853261714596108
IPSL-CM6A-LR,-4.5,-4.291,5,LT,Spring barley,heat_mj,-0.017014707967829
IPSL-CM6A-LR,-3.5,-3.4498,14,LT,Spring barley,heat_mj,-0.0134572605439355
IPSL-CM6A-LR,-2.5,-2.5023,10,LT,Spring barley,heat_mj,-0.0204746800106301
EC-Earth3,-3.5,-3.2771,5,LV,Spring barley,heat_mj,-0.00815531421361088
EC-Earth3,-2.5,-2.5562,17,LV,Spring barley,heat_mj,-0.00844078370039455
EC-Earth3,-1.5,-1.5166,7,LV,Spring barley,heat_mj,-0.00743312721581903
IPSL-CM6A-LR,-4.5,-4.291,5,LV,Spring barley,heat_mj,-0.013518567586376
IPSL-CM6A-LR,-3.5,-3.4498,14,LV,Spring barley,heat_mj,-0.0114024716810463
IPSL-CM6A-LR,-2.5,-2.5023,10,LV,Spring barley,heat_mj,-0.016628961703596
EC-Earth3,-3.5,-3.2771,5,SE,Spring barley,heat_mj,-0.00231764903750436
EC-Earth3,-2.5,-2.5562,17,SE,Spring barley,heat_mj,-0.00546121668103211
EC-Earth3,-1.5,-1.5166,7,SE,Spring barley,heat_mj,-0.00572059347494143
IPSL-CM6A-LR,-4.5,-4.291,5,SE,Spring barley,heat_mj,-0.00834555675367973
IPSL-CM6A-LR,-3.5,-3.4498,14,SE,Spring barley,heat_mj,-0.00497515839982985
IPSL-CM6A-LR,-2.5,-2.5023,10,SE,Spring barley,heat_mj,-0.00430234331108775
EC-Earth3,-3.5,-3.2771,5,SK,Spring barley,heat_mj,-0.0105033067325599
EC-Earth3,-2.5,-2.5562,17,SK,Spring barley,heat_mj,-0.0316467141413697
EC-Earth3,-1.5,-1.5166,7,SK,Spring barley,heat_mj,-0.0528171659092482
IPSL-CM6A-LR,-4.5,-4.291,5,SK,Spring barley,heat_mj,-0.0442043213066175
IPSL-CM6A-LR,-3.5,-3.4498,14,SK,Spring barley,heat_mj,-0.0353427658230066
IPSL-CM6A-LR,-2.5,-2.5023,10,SK,Spring barley,heat_mj,-0.0561875303295951
EC-Earth3,-3.5,-3.2771,5,CZ,Winter barley,heat_mj,0.00300757906545287
EC-Earth3,-2.5,-2.5562,17,CZ,Winter barley,heat_mj,0.015408105106772
EC-Earth3,-1.5,-1.5166,7,CZ,Winter barley,heat_mj,0.0162837258673615
IPSL-CM6A-LR,-4.5,-4.291,5,CZ,Winter barley,heat_mj,0.0210685757196387
IPSL-CM6A-LR,-3.5,-3.4498,14,CZ,Winter barley,heat_mj,0.0160580555848541
IPSL-CM6A-LR,-2.5,-2.5023,10,CZ,Winter barley,heat_mj,0.0201365216801669
EC-Earth3,-3.5,-3.2771,5,DE,Winter barley,heat_mj,0.00452097969111512
EC-Earth3,-2.5,-2.5562,17,DE,Winter barley,heat_mj,0.0166644088020153
EC-Earth3,-1.5,-1.5166,7,DE,Winter barley,heat_mj,0.012994746172098
IPSL-CM6A-LR,-4.5,-4.291,5,DE,Winter barley,heat_mj,0.0200836058470673
IPSL-CM6A-LR,-3.5,-3.4498,14,DE,Winter barley,heat_mj,0.0125979621569583
IPSL-CM6A-LR,-2.5,-2.5023,10,DE,Winter barley,heat_mj,0.0115920478575287
EC-Earth3,-3.5,-3.2771,5,DK,Winter barley,heat_mj,0.000827459405266415
EC-Earth3,-2.5,-2.5562,17,DK,Winter barley,heat_mj,0.00282988222606519
EC-Earth3,-1.5,-1.5166,7,DK,Winter barley,heat_mj,0.00209794772072357
IPSL-CM6A-LR,-4.5,-4.291,5,DK,Winter barley,heat_mj,0.00270289605922949
IPSL-CM6A-LR,-3.5,-3.4498,14,DK,Winter barley,heat_mj,0.00197613263317229
IPSL-CM6A-LR,-2.5,-2.5023,10,DK,Winter barley,heat_mj,0.00080911948650909
EC-Earth3,-3.5,-3.2771,5,EE,Winter barley,heat_mj,0.00580559895000838
EC-Earth3,-2.5,-2.5562,17,EE,Winter barley,heat_mj,0.00572684567045613
EC-Earth3,-1.5,-1.5166,7,EE,Winter barley,heat_mj,0.00572518835939537
IPSL-CM6A-LR,-4.5,-4.291,5,EE,Winter barley,heat_mj,0.00778873340705354
IPSL-CM6A-LR,-3.5,-3.4498,14,EE,Winter barley,heat_mj,0.00609856217344913
IPSL-CM6A-LR,-2.5,-2.5023,10,EE,Winter barley,heat_mj,0.00850104934612524
EC-Earth3,-3.5,-3.2771,5,EL,Winter barley,heat_mj,0.046205660949454
EC-Earth3,-2.5,-2.5562,17,EL,Winter barley,heat_mj,0.0486452380675027
EC-Earth3,-1.5,-1.5166,7,EL,Winter barley,heat_mj,0.048614249961181
IPSL-CM6A-LR,-4.5,-4.291,5,EL,Winter barley,heat_mj,0.0435121005572069
IPSL-CM6A-LR,-3.5,-3.4498,14,EL,Winter barley,heat_mj,0.0360640515356488
IPSL-CM6A-LR,-2.5,-2.5023,10,EL,Winter barley,heat_mj,0.0515872874420704
EC-Earth3,-3.5,-3.2771,5,ES,Winter barley,heat_mj,0.0756715346762851
EC-Earth3,-2.5,-2.5562,17,ES,Winter barley,heat_mj,0.080252714949813
EC-Earth3,-1.5,-1.5166,7,ES,Winter barley,heat_mj,0.0949632254361825
IPSL-CM6A-LR,-4.5,-4.291,5,ES,Winter barley,heat_mj,0.0535301646188325
IPSL-CM6A-LR,-3.5,-3.4498,14,ES,Winter barley,heat_mj,0.056177526825646
IPSL-CM6A-LR,-2.5,-2.5023,10,ES,Winter barley,heat_mj,0.0569260820452406
EC-Earth3,-3.5,-3.2771,5,FR,Winter barley,heat_mj,0.0137195264170807
EC-Earth3,-2.5,-2.5562,17,FR,Winter barley,heat_mj,0.0251100572735485
EC-Earth3,-1.5,-1.5166,7,FR,Winter barley,heat_mj,0.0247144114668161
IPSL-CM6A-LR,-4.5,-4.291,5,FR,Winter barley,heat_mj,0.0274145393894806
IPSL-CM6A-LR,-3.5,-3.4498,14,FR,Winter barley,heat_mj,0.0157016202551458
IPSL-CM6A-LR,-2.5,-2.5023,10,FR,Winter barley,heat_mj,0.0128749824115531
EC-Earth3,-3.5,-3.2771,5,HU,Winter barley,heat_mj,0.0180391018565811
EC-Earth3,-2.5,-2.5562,17,HU,Winter barley,heat_mj,0.0348865899118813
EC-Earth3,-1.5,-1.5166,7,HU,Winter barley,heat_mj,0.0525780912697472
IPSL-CM6A-LR,-4.5,-4.291,5,HU,Winter barley,heat_mj,0.0469590438230549
IPSL-CM6A-LR,-3.5,-3.4498,14,HU,Winter barley,heat_mj,0.0384998631169407
IPSL-CM6A-LR,-2.5,-2.5023,10,HU,Winter barley,heat_mj,0.0579009736150636
EC-Earth3,-3.5,-3.2771,5,IT,Winter barley,heat_mj,0.0351550012461276
EC-Earth3,-2.5,-2.5562,17,IT,Winter barley,heat_mj,0.0463408942143821
EC-Earth3,-1.5,-1.5166,7,IT,Winter barley,heat_mj,0.0537276555346876
IPSL-CM6A-LR,-4.5,-4.291,5,IT,Winter barley,heat_mj,0.0460872922465828
IPSL-CM6A-LR,-3.5,-3.4498,14,IT,Winter barley,heat_mj,0.0377027722927318
IPSL-CM6A-LR,-2.5,-2.5023,10,IT,Winter barley,heat_mj,0.0432025168483063
EC-Earth3,-3.5,-3.2771,5,LT,Winter barley,heat_mj,0.00545560892453479
EC-Earth3,-2.5,-2.5562,17,LT,Winter barley,heat_mj,0.00746119163405779
EC-Earth3,-1.5,-1.5166,7,LT,Winter barley,heat_mj,0.00638121947402513
IPSL-CM6A-LR,-4.5,-4.291,5,LT,Winter barley,heat_mj,0.0129010049456605
IPSL-CM6A-LR,-3.5,-3.4498,14,LT,Winter barley,heat_mj,0.010181982126247
IPSL-CM6A-LR,-2.5,-2.5023,10,LT,Winter barley,heat_mj,0.0155612388907059
EC-Earth3,-3.5,-3.2771,5,LV,Winter barley,heat_mj,0.00604826924818146
EC-Earth3,-2.5,-2.5562,17,LV,Winter barley,heat_mj,0.00641399153519971
EC-Earth3,-1.5,-1.5166,7,LV,Winter barley,heat_mj,0.00560385056593018
IPSL-CM6A-LR,-4.5,-4.291,5,LV,Winter barley,heat_mj,0.00989562252269593
IPSL-CM6A-LR,-3.5,-3.4498,14,LV,Winter barley,heat_mj,0.00822942591691018
IPSL-CM6A-LR,-2.5,-2.5023,10,LV,Winter barley,heat_mj,0.0118885062275331
EC-Earth3,-3.5,-3.2771,5,SE,Winter barley,heat_mj,0.00169965785084392
EC-Earth3,-2.5,-2.5562,17,SE,Winter barley,heat_mj,0.00449043185171892
EC-Earth3,-1.5,-1.5166,7,SE,Winter barley,heat_mj,0.00415571739687789
IPSL-CM6A-LR,-4.5,-4.291,5,SE,Winter barley,heat_mj,0.00619721281580507
IPSL-CM6A-LR,-3.5,-3.4498,14,SE,Winter barley,heat_mj,0.00366951727278189
IPSL-CM6A-LR,-2.5,-2.5023,10,SE,Winter barley,heat_mj,0.00330581772080202
EC-Earth3,-3.5,-3.2771,5,SK,Winter barley,heat_mj,0.00740877904603364
EC-Earth3,-2.5,-2.5562,17,SK,Winter barley,heat_mj,0.0224007484263696
EC-Earth3,-1.5,-1.5166,7,SK,Winter barley,heat_mj,0.0365789522413928
IPSL-CM6A-LR,-4.5,-4.291,5,SK,Winter barley,heat_mj,0.0315465285723413
IPSL-CM6A-LR,-3.5,-3.4498,14,SK,Winter barley,heat_mj,0.0250732522902352
IPSL-CM6A-LR,-2.5,-2.5023,10,SK,Winter barley,heat_mj,0.0404748663711427
EC-Earth3,-3.5,-3.2771,5,CZ,Soft wheat,frost_mj,0.0426420276802367
EC-Earth3,-2.5,-2.5562,17,CZ,Soft wheat,frost_mj,0.0305036419229349
EC-Earth3,-1.5,-1.5166,7,CZ,Soft wheat,frost_mj,0.0496917229572795
IPSL-CM6A-LR,-4.5,-4.291,5,CZ,Soft wheat,frost_mj,0.0477808231612907
IPSL-CM6A-LR,-3.5,-3.4498,14,CZ,Soft wheat,frost_mj,0.0277599559889563
