cntr,year,hdd_calendar,hdd_octmar,cdd_jja
AL,1950,2012.74,,278.39
AL,1951,1977.99,1544.6,183.21
AL,1952,2080.11,1872.28,252.08
AL,1953,2314.59,1844.15,182.62
AL,1954,2258.83,1925.31,199.94
AL,1955,1909.79,1583.1,184.26
AL,1956,2346.15,1832.98,239.11
AL,1957,2077.3,1799.94,242.65
AL,1958,2277.46,1776.59,219.57
AL,1959,2391.62,1824.51,129.78
AL,1960,2083.77,1792.33,188.51
AL,1961,2133.92,1699.32,195.73
AL,1962,2244.7,1756.61,263.36
AL,1963,2152.66,1840.22,244.78
AL,1964,2381.61,1806.77,159.22
AL,1965,2524.14,1972.6,212.19
AL,1966,2240.41,1847.37,206.49
AL,1967,2378.26,1895.66,202.04
AL,1968,2396.71,1936.25,162.03
AL,1969,2193.85,1881.06,147.17
AL,1970,2309.16,1755.09,184.46
AL,1971,2340.35,1862.23,196.67
AL,1972,2246.01,1819.34,156.95
AL,1973,2347.96,2051.85,185.68
AL,1974,2420.55,1806.91,212.44
AL,1975,2440.55,2068.4,158.47
AL,1976,2534.28,2011.68,78.14
AL,1977,2167.61,1752.67,209.97
AL,1978,2413.84,1829.23,167.13
AL,1979,2241.78,1834.75,162.17
AL,1980,2535.39,1909.64,193.53
AL,1981,2421.53,1916.1,180.12
AL,1982,2357.39,1970.51,220.37
AL,1983,2467.92,2009.63,121.92
AL,1984,2418.66,1946.73,141.75
AL,1985,2319.5,1886.04,208.5
AL,1986,2326.1,1810.86,175.25
AL,1987,2381.65,2072.43,261.53
AL,1988,2371.06,1854.89,292.75
AL,1989,2239.79,1939.01,173.15
AL,1990,2191.01,1847.61,195.34
AL,1991,2549.73,1831.94,159.8
AL,1992,2461.3,2146.38,201.35
AL,1993,2432.89,2019.83,231.24
AL,1994,2170.45,1732.65,239.36
AL,1995,2421.94,1896.51,176.41
AL,1996,2382.84,1996.56,203.7
AL,1997,2324.64,1787.88,188.82
AL,1998,2236.72,1841.3,330.04
AL,1999,2145.66,2004.22,292.05
AL,2000,2205.76,1942.64,310.92
AL,2001,2114.33,1566.68,320.36
AL,2002,2040.29,1843.95,250.85
AL,2003,2191.56,1866.05,364.01
AL,2004,2182.76,1839.56,251.48
AL,2005,2275.97,1868.97,190.52
AL,2006,2295.38,1956.9,218.27
AL,2007,2082.02,1727.09,303.22
AL,2008,2075.32,1838.11,278.2
AL,2009,2052.07,1809.9,200.69
AL,2010,1985.22,1701.71,231.04
AL,2011,2293.23,1656.53,240.04
AL,2012,2381.65,2207.21,385.75
AL,2013,2125.46,1809.07,276.88
AL,2014,2152.32,1685.75,215.7
AL,2015,2362.72,1952.67,262.77
AL,2016,2221.35,1792.9,255.99
AL,2017,2388.31,2016.83,333.7
AL,2018,2086.15,1909.6,201.09
AL,2019,2167.54,1873.66,323.48
AL,2020,2262.56,1769.76,244.82
AL,2021,2230.09,1794.43,366.63
AL,2022,2240.65,1986.81,318.58
AL,2023,2113.44,1720.25,285.35
AL,2024,1983.28,1579.9,427.87
AT,1950,3676.61,,104.28
AT,1951,3557.77,2892.34,58.98
AT,1952,3962.99,2916.42,101.82
AT,1953,3675.52,3050.25,53.15
AT,1954,4064.93,3056.97,40.1
AT,1955,3979.6,2976.05,30.78
AT,1956,4271,3200.87,37.77
AT,1957,3708.62,2842.18,74.04
AT,1958,3779.9,2947.47,47.79
AT,1959,3645.93,2749.5,45.48
AT,1960,3774.88,2897.24,36.19
AT,1961,3600.75,2680.04,55.02
AT,1962,4205.51,3026.09,58.16
AT,1963,4157.14,3463.42,72.56
AT,1964,3979.31,3179.68,69.35
AT,1965,4079.75,3055.54,41.84
AT,1966,3650.07,2898.08,37.33
AT,1967,3675.51,2762.99,71.16
AT,1968,3840.75,2865.52,51.2
AT,1969,3954.71,3065.14,48.8
AT,1970,3969.3,3072.75,58.17
AT,1971,3776.51,2976.62,75.21
AT,1972,3871.61,2743.14,56.98
AT,1973,3871.46,2966.57,52.21
AT,1974,3589.91,2713.16,56.6
AT,1975,3606.17,2758.18,45.15
AT,1976,3810.79,2962.42,58.93
AT,1977,3598,2658.41,41.12
AT,1978,3958.17,2817.95,30.21
AT,1979,3824.62,2984,40.73
AT,1980,4060.9,2858.8,36.86
AT,1981,3737.79,2946.09,65.21
AT,1982,3685.82,3005.98,54
AT,1983,3561.35,2674.66,103.16
AT,1984,3894.53,2986.96,37.13
AT,1985,4004.85,3085.37,57.45
AT,1986,3861.87,3080.57,70.63
AT,1987,3923.61,3142.49,49.4
AT,1988,3597.87,2711.85,79.68
AT,1989,3425.91,2607.03,47.54
AT,1990,3461.89,2558.73,73.66
AT,1991,3834.29,2829.77,61.38
AT,1992,3456.48,2821.47,134.67
AT,1993,3654.86,2873.32,74.05
AT,1994,3252.32,2655.48,131.22
AT,1995,3625.48,2667.7,83.09
AT,1996,4010.55,3119.44,48.36
AT,1997,3605.97,2779.3,49.35
AT,1998,3499.23,2656.19,97.85
AT,1999,3472.29,2861.59,54.82
AT,2000,3239.04,2800.67,98.56
AT,2001,3539.45,2500.15,87.67
AT,2002,3280.56,2635.65,95
AT,2003,3563.93,2839.78,169.76
AT,2004,3610.44,2895.34,69
AT,2005,3720.69,2855.56,64.87
AT,2006,3532.79,3071.64,106.97
AT,2007,3258.29,2274.92,113.6
AT,2008,3318.02,2738.88,80.93
AT,2009,3435.05,2794.24,81.78
AT,2010,3788.73,2869.82,101.53
AT,2011,3341.99,2863.06,88.26
AT,2012,3451.8,2761.12,125.92
AT,2013,3539.15,2856.18,134.66
AT,2014,3019.47,2432.84,72.96
AT,2015,3186.5,2460.88,177.49
AT,2016,3317.31,2460.22,90.43
AT,2017,3380.67,2736.91,147.1
AT,2018,3117.51,2738.72,144.4
AT,2019,3120.6,2468.04,160.09
AT,2020,3186.92,2409.27,95.4
AT,2021,3492.03,2642.91,116.86
AT,2022,3107.25,2586.15,143.23
AT,2023,3036.44,2386.98,132.65
AT,2024,2897.6,2233.99,172.85
BE,1950,3025.67,,52.7
BE,1951,2974.42,2403.31,20.24
BE,1952,3207.32,2269.55,48.9
BE,1953,2963.68,2561.93,29.28
BE,1954,3277.58,2323.58,11.86
BE,1955,3394.67,2441.83,30.29
BE,1956,3582.48,2642.81,6.82
BE,1957,3038.79,2153.84,51.63
BE,1958,3178.69,2422.22,17.36
BE,1959,2946.23,2313.8,64.43
BE,1960,3073.67,2265.3,12.23
BE,1961,2932.88,2163,20.79
BE,1962,3592.43,2472.24,4.82
BE,1963,3686.97,2917.46,14.22
BE,1964,3306.49,2549.48,45
BE,1965,3356,2523.44,5.98
BE,1966,3081.07,2379.18,23.27
BE,1967,3073.95,2224.29,31.36
BE,1968,3273.32,2413.25,20.01
BE,1969,3256.14,2484.11,43.2
BE,1970,3245.55,2518.95,36.85
BE,1971,3149.21,2385.32,26
BE,1972,3284.36,2292.18,18.64
BE,1973,3243.22,2388.8,48.91
BE,1974,3052.01,2271.63,13.54
BE,1975,3132.83,2233.86,56.14
BE,1976,3157.89,2495.73,111.84
BE,1977,3069.29,2268.28,13.85
BE,1978,3350.1,2256.87,16.58
BE,1979,3440.94,2637.2,11.62
BE,1980,3370.94,2297.82,20.02
BE,1981,3233.17,2419.69,18.98
BE,1982,3046.87,2502.76,42.05
BE,1983,3085.73,2281.29,74.92
BE,1984,3228.67,2411,31.12
BE,1985,3431.42,2522.6,23.21
BE,1986,3261.78,2538.94,45.64
BE,1987,3290.75,2444.64,25.74
BE,1988,2772.2,2148.36,16.22
BE,1989,2747.65,1986.3,60.29
BE,1990,2817.52,1966.82,67.85
BE,1991,3205.16,2271.31,39.47
BE,1992,2956.76,2310.16,39.73
BE,1993,3060.16,2299.35,21.86
BE,1994,2794.6,2320.5,88.01
BE,1995,2904.33,2035.05,106.72
BE,1996,3456.1,2483.19,41.09
BE,1997,2937.09,2348.43,63.97
BE,1998,2928.15,2114.99,32.81
BE,1999,2668.06,2256.27,49.95
BE,2000,2681.58,2147.97,28.7
BE,2001,2891.37,2105.73,61.57
BE,2002,2659.22,2009.96,44.05
BE,2003,2891.52,2199.78,100.41
BE,2004,2828.23,2252.33,48.16
BE,2005,2744.97,2195.43,61.54
BE,2006,2685.36,2271.81,103.71
BE,2007,2505.16,1730.15,25.14
BE,2008,2847.64,2113.43,30.07
BE,2009,2855.4,2411.54,55.55
BE,2010,3308.72,2332.34,66.36
BE,2011,2572.21,2338.14,27.47
BE,2012,2949.65,2095.44,44.62
BE,2013,3157.15,2411.55,66.02
BE,2014,2480.8,1929.76,41.64
BE,2015,2725.75,2092.01,85.29
BE,2016,2837.88,1941.82,54.95
BE,2017,2714.69,2181.86,70.96
BE,2018,2681.85,2169.83,125.92
BE,2019,2688.08,2007.42,105.51
BE,2020,2495.31,1948.98,97.82
BE,2021,2876.44,2029.44,49.76
BE,2022,2537.86,2005.83,129.35
BE,2023,2482.96,1919.31,91.34
BE,2024,2475.98,1823.73,75.57
BG,1950,3054.79,,291.5
BG,1951,2958.41,2371.18,208
BG,1952,3027.23,2667.39,283.77
BG,1953,3322.81,2539.1,211.58
BG,1954,3572.72,3235.15,224.78
BG,1955,3054.73,2482.61,120.26
BG,1956,3600.27,2828.41,184.39
BG,1957,3148.55,2700.43,192.42
BG,1958,3004.57,2566.36,208.23
BG,1959,3281.98,2566.76,123.49
BG,1960,2875.04,2603.36,132.22
BG,1961,2904.61,2170.34,135.18
BG,1962,3018.67,2489.24,218.04
BG,1963,3180.16,2738.16,208
BG,1964,3208.07,2641.67,133.8
BG,1965,3306.32,2572.7,158.24
BG,1966,2814.85,2421.84,138.99
BG,1967,3141.91,2513.13,135.73
BG,1968,3035.72,2509.46,138.08
BG,1969,3255.18,2810.51,115.13
BG,1970,3061.17,2407.05,147.81
BG,1971,3150.88,2519.04,130.33
BG,1972,3188.93,2600.06,151.92
BG,1973,3302.81,2733.12,98.05
BG,1974,3185.81,2649.53,135.14
BG,1975,3052.93,2478.07,113.75
BG,1976,3345.23,2747.11,60.32
BG,1977,2999.83,2361.43,131.52
BG,1978,3185.36,2540.9,111.85
BG,1979,2988.55,2537.8,119.98
BG,1980,3362.65,2714.61,126.43
BG,1981,3139.9,2518.77,140.03
BG,1982,3214.38,2653.52,109.58
BG,1983,3116.73,2422.02,94.63
BG,1984,3195.79,2740.14,103.15
BG,1985,3279.19,2790.08,165.96
BG,1986,3204.62,2562.46,144.61
BG,1987,3347,2907.87,200.67
BG,1988,3275.11,2495.21,211.82
BG,1989,2994.63,2614,127.85
BG,1990,2929.7,2506,169.86
BG,1991,3370.86,2538.69,126.63
BG,1992,3143.7,2699.19,163.25
BG,1993,3217.69,2664.16,196.55
BG,1994,2816.32,2396.78,190.29
BG,1995,3185.82,2484.29,133.3
BG,1996,3348.59,2972.71,185.61
BG,1997,3348.66,2507.61,117.68
BG,1998,3093.52,2587.73,211.81
BG,1999,2881.16,2634.21,186.43
BG,2000,2928.13,2583.43,254.56
BG,2001,2985.77,2162.07,207.34
BG,2002,2908.28,2526.6,167.33
BG,2003,3249.71,2723.99,234.87
BG,2004,2993.53,2583.21,133.64
BG,2005,3144.09,2469.39,122.46
BG,2006,3099.65,2673.91,173.79
BG,2007,2814.91,2190.74,289.35
BG,2008,2880.93,2568.15,224.17
BG,2009,2869,2423.19,193.54
BG,2010,2902.13,2407.33,202.29
BG,2011,3182.41,2465.93,185.71
BG,2012,3013.65,2821.15,311.21
BG,2013,2802.44,2339.27,203.25
BG,2014,2730.1,2203.17,154.12
BG,2015,2751.61,2412.99,221.57
BG,2016,2807.65,2161.17,228.7
BG,2017,2911.31,2578.13,250.45
BG,2018,2707.79,2339.41,177.28
BG,2019,2549.22,2325.32,226.13
BG,2020,2623.93,2043.33,204.42
BG,2021,2868.7,2223.33,254.74
BG,2022,2649.92,2411.37,246.55
BG,2023,2418.49,1976.91,268.73
BG,2024,2317.94,1874.25,366.98
CH,1950,3742.63,,74.77
CH,1951,3775.01,2894.35,34.02
CH,1952,3901.68,2898.49,90.27
CH,1953,3792.38,3052.08,29.39
CH,1954,3973.63,2860.86,27.29
CH,1955,3898.19,2803.67,19.99
CH,1956,4305.9,3082.86,15.92
CH,1957,3808.13,2806.25,47.35
CH,1958,3777.47,2893.97,37.22
CH,1959,3552.85,2688.59,48.3
CH,1960,3745.97,2763.45,20.76
CH,1961,3455.89,2626.53,37.35
CH,1962,4139.64,2844.62,50.29
CH,1963,4143.46,3327.27,32.63
CH,1964,3815.96,2902.9,63.52
CH,1965,4068.58,3000.58,28.82
CH,1966,3722.43,2766.95,29.58
CH,1967,3762.03,2736.18,47.78
CH,1968,3868.14,2814.37,28.92
CH,1969,4006.44,2870.38,40.58
CH,1970,3990.83,3025.52,40.9
CH,1971,3863.92,3008.33,50.45
CH,1972,3943.06,2705.31,26.7
CH,1973,3967.98,2968.29,40.47
CH,1974,3737.92,2673.38,33.03
CH,1975,3770.37,2808.79,37.93
CH,1976,3812.14,2890.06,63.65
CH,1977,3677.85,2663.75,14.21
CH,1978,4029.76,2756.04,17.02
CH,1979,3884.56,2873.85,21.9
CH,1980,4119.74,2734.99,22.34
CH,1981,3905.76,3010.72,30.87
CH,1982,3687.01,2863.04,37.23
CH,1983,3739.53,2725.44,83.81
CH,1984,4030.91,2954.74,34.82
CH,1985,4080.05,2960.81,40.36
CH,1986,3948.09,3013.03,50.27
CH,1987,3954.27,2965.01,32.76
CH,1988,3629.3,2653.7,36.05
CH,1989,3533.67,2569.39,38.76
CH,1990,3516.3,2511.51,57.07
CH,1991,3833.89,2753.14,60.39
CH,1992,3615.57,2862.46,68.94
CH,1993,3693.83,2733.83,42.27
CH,1994,3303.54,2626.29,88.29
CH,1995,3676.76,2578.59,57.09
CH,1996,3953.67,2812.86,32.01
CH,1997,3525.71,2679.27,36.68
CH,1998,3644.79,2618.87,64.96
CH,1999,3603.84,2854.93,31.31
CH,2000,3398.24,2760.49,49.85
CH,2001,3604.75,2487.9,53.55
CH,2002,3387.84,2594.98,53.69
CH,2003,3558.97,2665.4,170.33
CH,2004,3663.24,2832.29,45.8
CH,2005,3760.81,2818.02,56.24
CH,2006,3531.6,2957.18,86.9
CH,2007,3418.28,2328.36,36.86
CH,2008,3598.25,2726.13,47.01
CH,2009,3528.08,2901.13,55.63
CH,2010,3890.33,2824.5,65.74
CH,2011,3288.92,2740.17,50.53
CH,2012,3571.72,2688.16,60.12
CH,2013,3779.71,2838.1,75.14
CH,2014,3198.94,2501.99,35.36
CH,2015,3352.6,2510.67,125.68
CH,2016,3501.91,2497.5,63.17
CH,2017,3488.26,2683.33,92.45
CH,2018,3219.73,2724.26,101.67
CH,2019,3363.92,2516.85,105.52
CH,2020,3239.5,2400.55,75.63
CH,2021,3609.43,2615.06,45.01
CH,2022,3081.65,2603.11,123.8
CH,2023,3131.15,2344.09,109.3
CH,2024,3152.6,2283.69,83.99
CY,1950,1201.09,,376.93
CY,1951,1005.44,824.64,436.37
CY,1952,1043.36,1093.93,503.85
CY,1953,1370.39,991.76,467.69
CY,1954,1102.32,1179.93,511.89
CY,1955,899.18,828.13,424.39
CY,1956,1209.09,986.84,484.86
CY,1957,1120.41,1089.09,462.57
CY,1958,994.12,927.66,406.21
CY,1959,1235.34,1104.42,320.65
CY,1960,938.33,963.19,440.26
CY,1961,1206.4,961.23,454.23
CY,1962,1003.59,948.02,412.26
CY,1963,982.09,840.55,428.42
CY,1964,1154.76,995.28,344
CY,1965,1149.06,968.5,417.46
CY,1966,917.42,897.33,377.09
CY,1967,1312.94,1031.54,382.49
CY,1968,1055.26,1091.8,390.05
CY,1969,1059.61,885.84,350.39
CY,1970,1033.61,857.84,368.72
CY,1971,1182.93,946.15,391.64
CY,1972,1382.28,1251.64,425.15
CY,1973,1224.21,1126.45,479.56
CY,1974,1286.48,1125.23,486.91
CY,1975,1271.98,1126.85,441.12
CY,1976,1236.12,1180.57,355.51
CY,1977,1217.81,988.72,463.85
CY,1978,1133.56,1030.76,454.07
CY,1979,1071.81,955.7,401.78
CY,1980,1293.67,1121.3,443.09
CY,1981,1161.27,995.85,474.19
CY,1982,1284.9,1058.12,362.39
CY,1983,1351.6,1292.61,345.94
CY,1984,1215.58,969.18,365.33
CY,1985,1156.57,1127.42,410.11
CY,1986,1136.13,938.36,387.63
CY,1987,1254.8,1103.79,420.93
CY,1988,1282.21,1109.66,480.93
CY,1989,1199.05,1187.89,399.66
CY,1990,1173.55,1092.25,405.21
CY,1991,1187.62,923.7,376.58
CY,1992,1570.6,1361.93,361.56
CY,1993,1300.24,1273.21,431.64
CY,1994,1121.92,911.82,431.68
CY,1995,1228.54,1037.75,446.9
CY,1996,1108.67,1132.3,461.29
CY,1997,1216.64,998.84,409.79
CY,1998,1075.74,1013.77,511.13
CY,1999,940.4,851.73,461.99
CY,2000,1189.34,1028.39,526.08
CY,2001,982.83,853.37,484.63
CY,2002,1081.4,975.9,491.79
CY,2003,1150.92,1041.53,470.23
CY,2004,1118.24,978.02,447.05
CY,2005,1117.99,981.03,431.18
CY,2006,1133.48,1001.15,461.56
CY,2007,989.35,989.19,586.41
CY,2008,938.41,879.7,608.32
CY,2009,903.17,819.49,569.63
CY,2010,711.7,684.75,575.14
CY,2011,999.29,712.05,541.68
CY,2012,970.89,1027.89,654.46
CY,2013,846.24,697.61,564.36
CY,2014,566.34,638.03,515.44
CY,2015,761.76,664.67,508.46
CY,2016,817.37,668.77,544.49
CY,2017,766.81,854.78,579.9
CY,2018,568.33,507.04,524.03
CY,2019,737.31,699.38,551.01
CY,2020,644.99,659.76,530.82
CY,2021,556.48,459.99,657.09
CY,2022,670,691.33,624.8
CY,2023,484.44,447.11,647.09
CY,2024,442.97,349.22,713.46
CZ,1950,3725.2,,100.32
CZ,1951,3576.62,2912.52,63.87
CZ,1952,4013.74,2923.01,101.34
CZ,1953,3656.17,3060.58,58.58
CZ,1954,4106.95,3110.34,41.59
CZ,1955,4109.85,3072.54,33.34
CZ,1956,4379.15,3277.24,33.43
CZ,1957,3747.37,2862.92,77.87
CZ,1958,3839,3006.04,42.92
CZ,1959,3676.09,2771.7,67.01
CZ,1960,3795.97,2956.08,34.78
CZ,1961,3649.13,2660.75,50.48
CZ,1962,4228.18,3054.39,54.75
CZ,1963,4218.44,3530.72,80.47
CZ,1964,4076.79,3269.12,86.84
CZ,1965,4146.53,3065.22,40.98
CZ,1966,3648.4,3000.4,44.4
CZ,1967,3647.42,2734.9,77.71
CZ,1968,3875.29,2884.17,54.26
CZ,1969,4059.99,3147.07,65.87
CZ,1970,4029.43,3196.57,57.55
CZ,1971,3857.41,2989.97,88.58
CZ,1972,3901.21,2811.25,70.19
CZ,1973,3916.12,2934.85,60.69
CZ,1974,3587.69,2760.31,43.42
CZ,1975,3642.71,2771.4,62.5
CZ,1976,3895.21,3062.64,76.08
CZ,1977,3736.16,2732.73,39.26
CZ,1978,4002.57,2853.92,33.79
CZ,1979,3922.06,3059.35,45.3
CZ,1980,4185.24,2964.67,24.88
CZ,1981,3817.46,2967.83,61.46
CZ,1982,3741,3091.27,73.12
CZ,1983,3628.51,2711.51,117.45
CZ,1984,3925.49,3020.75,42.79
CZ,1985,4162.41,3190.75,53.49
CZ,1986,3932.69,3128.81,72.22
