cntr,year,hdd_calendar,hdd_octmar,cdd_jja
HU,2012,2997.13,2687.87,277.43
HU,2013,2947.62,2573.72,235.18
HU,2014,2534.78,2151.36,150.83
HU,2015,2797.44,2279.69,273.46
HU,2016,2932.71,2354.64,173.59
HU,2017,2974.98,2688.8,258.67
HU,2018,2707.26,2495.84,230.14
HU,2019,2602.07,2291.16,255.36
HU,2020,2748.26,2198.11,182.77
HU,2021,3032.13,2363.53,262.03
HU,2022,2728.96,2444.82,302.53
HU,2023,2543.63,2156.55,221.72
HU,2024,2443.59,2004.19,338.34
IE,1950,3176.53,,1.56
IE,1951,3269.93,2386.96,0.01
IE,1952,3269.25,2114.39,0.15
IE,1953,2986.64,2207.72,0.29
IE,1954,3177.2,2048.55,0
IE,1955,3182.9,2209.39,6.78
IE,1956,3190.81,2164.12,0.01
IE,1957,2968.33,1928.84,1.6
IE,1958,3077.6,2136.96,0.32
IE,1959,2874.17,2043.11,1.08
IE,1960,3117.13,2056.63,0.15
IE,1961,3045.07,2034.75,0
IE,1962,3353.74,2263.04,0
IE,1963,3412.24,2360.64,0.21
IE,1964,3069.85,2095.89,0
IE,1965,3299.43,2219.85,0
IE,1966,3083.15,2070.64,0.17
IE,1967,3147.07,2141.67,0.04
IE,1968,3140.59,2205.15,0.2
IE,1969,3209.03,2151.6,1.52
IE,1970,3097.4,2174.57,1.16
IE,1971,2936.31,2060.66,0.37
IE,1972,3259.97,2013.75,1.55
IE,1973,3020.65,2009.87,1.9
IE,1974,3154.4,2034.12,0.1
IE,1975,2974.24,2065.49,4.99
IE,1976,3083.37,2008.24,13.64
IE,1977,3133.46,2248.79,1.37
IE,1978,3076.84,2104.68,0.01
IE,1979,3375.62,2197.69,0.16
IE,1980,3160.05,2116.42,0
IE,1981,3116.76,2030.67,0.14
IE,1982,3042.89,2215.84,0.69
IE,1983,2981.63,2103.52,11.98
IE,1984,3092.67,2082.32,3.82
IE,1985,3265.24,2213.08,0.05
IE,1986,3407.37,2266.69,0.48
IE,1987,3156.67,2141.28,1.32
IE,1988,3003.75,2092.81,0.1
IE,1989,2856.61,1905.82,12.43
IE,1990,2844.01,1897.99,5.21
IE,1991,3025.81,2119.88,1.99
IE,1992,3038.73,2004.45,0.16
IE,1993,3085.22,2072.57,0.04
IE,1994,2978.89,2152.72,0
IE,1995,2839.1,1936.77,21.86
IE,1996,3133.91,2052.15,1.36
IE,1997,2711.92,2021.31,1
IE,1998,2768.67,1794.52,0.37
IE,1999,2789.53,1935.99,2.45
IE,2000,2965.45,1978.25,0.94
IE,2001,2959.31,2179.22,1.56
IE,2002,2781.96,1830.19,0.05
IE,2003,2795.41,1956.79,5.7
IE,2004,2830.92,2017.26,0.76
IE,2005,2761.36,1926.12,3.43
IE,2006,2757.62,2006.92,8.45
IE,2007,2682.8,1874.37,0.35
IE,2008,2969.16,1881.24,0.04
IE,2009,2959.45,2127.07,0.96
IE,2010,3328.61,2263.89,0.03
IE,2011,2789.59,2234.13,0.01
IE,2012,2950.23,1720.13,0.11
IE,2013,2997.6,2206.18,10.11
IE,2014,2781.25,1950.02,2.61
IE,2015,2975.12,2061.2,0.3
IE,2016,2894.05,1903.77,1.96
IE,2017,2776.68,1934.56,2.15
IE,2018,2895.34,2117.41,13.35
IE,2019,2839.62,1850.94,0.66
IE,2020,2872.74,2054.24,0.81
IE,2021,2807.94,2045.78,11.74
IE,2022,2684.61,1829.32,13.14
IE,2023,2567.71,1876.47,1.53
IE,2024,2719.24,1875.43,0.26
IT,1950,1988.07,,336.6
IT,1951,1994.83,1703.91,206.28
IT,1952,2165.58,1839,303.97
IT,1953,2038.15,1909.66,190.9
IT,1954,2203.38,1761.77,164.02
IT,1955,1981.92,1670.38,179.26
IT,1956,2416.86,1934.98,190.87
IT,1957,2023.74,1783.08,212.2
IT,1958,2147.44,1787.46,197.54
IT,1959,2069.69,1665.74,189.67
IT,1960,2121.12,1820.77,170.23
IT,1961,1969.95,1692.83,197.57
IT,1962,2328.6,1823.74,227.43
IT,1963,2274.75,2071.76,195.74
IT,1964,2148.82,1800.29,198.71
IT,1965,2274.01,1867.57,192.9
IT,1966,2105.45,1749.87,181.81
IT,1967,2114.83,1828.38,207.61
IT,1968,2153.33,1763.2,140.46
IT,1969,2247.94,1880.48,155.58
IT,1970,2234.64,1826.74,198.23
IT,1971,2259.27,1918.05,230.12
IT,1972,2123.96,1724.54,157.69
IT,1973,2248.73,1863.02,211.34
IT,1974,2170.99,1716.37,207.27
IT,1975,2140.27,1872.54,178.95
IT,1976,2236.57,1874.45,148.04
IT,1977,2028.18,1657.54,159.58
IT,1978,2269.08,1762.05,150.72
IT,1979,2184.73,1838.64,186.05
IT,1980,2366.67,1816.05,163.11
IT,1981,2228.04,1929.43,179.25
IT,1982,2098.2,1869.92,249.66
IT,1983,2188.52,1770.75,232.61
IT,1984,2279.04,1908.49,164.23
IT,1985,2269.61,1887.7,230.76
IT,1986,2176.9,1847.6,206.75
IT,1987,2195.13,1918.34,235.13
IT,1988,2054.12,1645.83,256.54
IT,1989,2057,1702.53,194.62
IT,1990,1992.42,1670.1,222.77
IT,1991,2312.37,1778.31,248.04
IT,1992,2089.43,1915.3,222.15
IT,1993,2177.68,1811.73,243.08
IT,1994,1915.16,1659.75,302.81
IT,1995,2161.44,1712.33,210.07
IT,1996,2157.87,1812.44,203.54
IT,1997,1989.16,1627.99,219.83
IT,1998,2088.96,1670.47,311.64
IT,1999,2031.73,1863.51,251.38
IT,2000,1889.34,1770.98,272.82
IT,2001,1948.78,1474.66,269.15
IT,2002,1824.9,1678.86,241.47
IT,2003,1975.82,1637.34,435.11
IT,2004,1994.25,1727.01,247.36
IT,2005,2148.94,1711.22,242.33
IT,2006,1956.76,1834.99,278.33
IT,2007,1826.23,1402.59,277.14
IT,2008,1924.04,1694.2,265.37
IT,2009,1978.72,1704.54,284.47
IT,2010,2127.5,1761.58,251.87
IT,2011,1926.18,1758.06,246.59
IT,2012,2030.04,1747.87,347.15
IT,2013,2006.43,1740.54,269.16
IT,2014,1683.12,1471.99,193.49
IT,2015,1895.41,1519.9,339.19
IT,2016,1916.49,1581.08,245.36
IT,2017,2024.73,1682.11,357.31
IT,2018,1864.76,1772.48,273.9
IT,2019,1889.64,1614.5,342.19
IT,2020,1875.44,1489.81,261.42
IT,2021,2029.02,1658.43,313.08
IT,2022,1866.7,1717.43,372.87
IT,2023,1783.02,1481.34,302.26
IT,2024,1738.35,1389.8,349.87
LI,1950,4345.37,,23.72
LI,1951,4334.45,3241.4,11.23
LI,1952,4632.07,3194.22,37.59
LI,1953,4365.92,3459.91,6.08
LI,1954,4773.22,3156.33,2.64
LI,1955,4688.45,3177.1,1.65
LI,1956,5082.5,3488.75,2.14
LI,1957,4410.38,3134.84,19.98
LI,1958,4405.24,3172.82,13.93
LI,1959,4079.7,2963.92,6.21
LI,1960,4287.86,2942.47,5.61
LI,1961,3943.85,2849.87,8.19
LI,1962,4720.91,3102.36,12.65
LI,1963,4713.08,3529.74,11.29
LI,1964,4437.22,3134.8,14.83
LI,1965,4745.67,3363.64,12.08
LI,1966,4419.77,3082.67,6.61
LI,1967,4370.87,3070.53,14.18
LI,1968,4582.85,3139.4,10.9
LI,1969,4633.94,3195.73,4.3
LI,1970,4621.19,3334.55,6.13
LI,1971,4442.93,3296.41,17.94
LI,1972,4512.63,2889.82,6.84
LI,1973,4649.6,3294.15,6.29
LI,1974,4511.93,3004.91,6.67
LI,1975,4466.76,3194.08,3.84
LI,1976,4538.62,3266.52,6.35
LI,1977,4348.67,2988.45,3.4
LI,1978,4645.04,3039.85,0
LI,1979,4461.31,3114,1.11
LI,1980,4715.31,3003.78,8.08
LI,1981,4489.59,3275.91,4.62
LI,1982,4224.49,3158.11,6.58
LI,1983,4234.82,2988.61,28.37
LI,1984,4616.34,3251.07,12.55
LI,1985,4542.78,3131.61,10.03
LI,1986,4391.98,3219.73,6.54
LI,1987,4491.13,3221.1,5.91
LI,1988,4167.53,2871.09,6.64
LI,1989,3925.92,2759.89,3.25
LI,1990,4099.62,2645.87,10.03
LI,1991,4436.72,3032.6,10.15
LI,1992,4151.85,3149.9,26.81
LI,1993,4306.51,3036.8,8.97
LI,1994,3861.61,2957.4,20.75
LI,1995,4290.58,2894.29,12.95
LI,1996,4510.59,3047.77,3.45
LI,1997,4022.75,2893.45,3.67
LI,1998,4203.21,2846.79,21.42
LI,1999,4197.92,3161.75,7.8
LI,2000,3948.47,3105.23,13.21
LI,2001,4255.47,2736.09,13.92
LI,2002,3946.42,2914.06,13.99
LI,2003,4031.93,3007.35,66.88
LI,2004,4285.74,3075.44,8.2
LI,2005,4431.77,3162.56,19.33
LI,2006,4069.77,3307.28,32.3
LI,2007,4003.25,2573.44,15.7
LI,2008,4086.15,3029.63,13.16
LI,2009,4103.19,3172.03,15.23
LI,2010,4533.74,3158.9,23.45
LI,2011,3791.98,3003.21,21.52
LI,2012,4159.77,3011.66,24.44
LI,2013,4321.23,3120.51,30.65
LI,2014,3700.02,2721.53,14.95
LI,2015,3866.15,2766.55,60.42
LI,2016,3979.54,2749.16,17.72
LI,2017,4054.36,2870.55,37.18
LI,2018,3690.04,3059.94,30.21
LI,2019,3907.42,2822.96,43.16
LI,2020,3806.92,2674.88,17.94
LI,2021,4213.14,2924.8,18.07
LI,2022,3688.36,2930.1,33.96
LI,2023,3709.01,2660.75,47.68
LI,2024,3648.29,2567.2,29.83
LT,1950,4237.16,,16.42
LT,1951,4325.16,3409.08,57.61
LT,1952,4621.69,3425.72,30.76
LT,1953,4287.28,3476.91,44.42
LT,1954,4520.48,3706.33,37.42
LT,1955,4540.89,3373.53,57.26
LT,1956,4942.11,3725.99,27.64
LT,1957,4072.17,3234.55,29.65
LT,1958,4435.65,3375.53,13.88
LT,1959,4174.82,2985.35,90.38
LT,1960,4351.79,3674.46,27.77
LT,1961,3946.67,2942.02,20.68
LT,1962,4501.62,3339.49,7.61
LT,1963,4709.35,3882.67,68.71
LT,1964,4558.74,3620.48,50.69
LT,1965,4707.59,3449.45,13.92
LT,1966,4444.7,3586.14,35.26
LT,1967,4145,3400.88,28.7
LT,1968,4580.57,3430.26,46.63
LT,1969,4954.51,3860.8,28.81
LT,1970,4661.51,3807.46,20.67
LT,1971,4240.02,3331.45,64.94
LT,1972,4305.9,3391.26,68.25
LT,1973,4310.09,3092.18,44.78
LT,1974,4087.37,3258.94,6.31
LT,1975,3812.4,2893.49,37.92
LT,1976,4846.72,3558.53,25.99
LT,1977,4440.67,3409.52,17.42
LT,1978,4663.26,3331.37,19.51
LT,1979,4628.97,3696.63,28.08
LT,1980,4804.69,3699.97,9.55
LT,1981,4329.8,3343.07,26.55
LT,1982,4237.23,3380.77,41.73
LT,1983,3984.11,3030.29,34.06
LT,1984,4253.54,3324.09,21.64
LT,1985,4895.32,3796.72,21.96
LT,1986,4510.68,3529.99,36.02
LT,1987,4979.8,3789.16,9.62
LT,1988,4301.03,3265.94,29.4
LT,1989,3731.17,2998.61,34.02
LT,1990,3710.98,2819.52,11.25
LT,1991,4070.58,3103.53,39.51
LT,1992,4037.83,2980.66,74.7
LT,1993,4351.5,3243.38,6.42
LT,1994,4232.29,3451.1,90.29
LT,1995,4185.98,3130.85,48.4
LT,1996,4728.49,3852.78,34.42
LT,1997,4295.49,3226.53,56.77
LT,1998,4226.27,3165.85,23.09
LT,1999,3967.12,3448.16,82.74
LT,2000,3703.36,3066.51,12.63
LT,2001,4110.14,2916,57.23
LT,2002,3986.56,3047.16,103.25
LT,2003,4207.06,3642.62,51.48
LT,2004,4179.24,3285.13,22.72
LT,2005,4163.65,3240.07,39.19
LT,2006,4022.66,3510.44,82.05
LT,2007,3839.34,2731.06,50.57
LT,2008,3700.57,2929.33,29.45
LT,2009,4081.94,3091.44,24.7
LT,2010,4505.46,3563.68,110.61
LT,2011,3945.56,3579.64,56.25
LT,2012,4255.83,3233,47.02
LT,2013,4080.43,3484.37,61.45
LT,2014,3894.55,2865.09,81.73
LT,2015,3707.86,2935.42,71.24
LT,2016,4004.9,3040.58,53.57
LT,2017,3951.69,3159.05,25.95
LT,2018,3888.07,3220.7,108.37
LT,2019,3611.9,3003.08,89.08
LT,2020,3456.73,2555.06,71.53
LT,2021,4172.16,3046.34,113.98
LT,2022,3915.59,2982.9,98.02
LT,2023,3652.13,2919.52,68.71
LT,2024,3437.11,2936.19,91.58
LU,1950,3439.67,,53.64
LU,1951,3374.34,2675.27,22.38
LU,1952,3637.45,2576.15,68.4
LU,1953,3347.77,2779.12,25.69
LU,1954,3624.44,2610.1,14.95
LU,1955,3691.32,2656.24,23.34
LU,1956,3889.49,2883.27,9.93
LU,1957,3381.41,2436.26,56.59
LU,1958,3468.16,2658.63,22.59
LU,1959,3173.32,2456.58,81.97
LU,1960,3367.4,2487.96,16
LU,1961,3208.57,2363.32,30.71
LU,1962,3864.14,2638.91,26.23
LU,1963,3917.51,3125.39,22.14
LU,1964,3557.59,2759.44,80.64
LU,1965,3661.75,2708.51,10.42
LU,1966,3332.91,2547.86,29
LU,1967,3394.72,2461.71,47.53
LU,1968,3591.23,2607.9,21.09
LU,1969,3601.92,2694.69,57.91
LU,1970,3590.51,2791.08,37.03
LU,1971,3508.57,2673.49,46.61
LU,1972,3649.02,2539.68,29
LU,1973,3582.44,2681.84,67.69
LU,1974,3346.74,2471.57,24.99
LU,1975,3402.46,2493.82,73.41
LU,1976,3430.41,2721.69,138.01
LU,1977,3379.93,2473.65,26.73
LU,1978,3715.23,2515.18,19.05
LU,1979,3716.25,2858.05,23.01
LU,1980,3719.62,2519.34,22.23
LU,1981,3501.17,2700.56,30.14
LU,1982,3361.69,2735.68,51.57
LU,1983,3411.93,2484.96,116.56
LU,1984,3566.21,2671.41,41.65
LU,1985,3829.14,2783.39,26.57
LU,1986,3668.22,2871.95,55.94
LU,1987,3720.48,2757.21,28.55
LU,1988,3210.14,2447.87,25.92
LU,1989,3146.45,2321.36,53.89
LU,1990,3133.56,2247.05,77.4
LU,1991,3468.28,2499.65,70.83
LU,1992,3221.97,2542.38,67.4
LU,1993,3348.46,2531.95,41.85
LU,1994,3011.74,2483.05,118.02
LU,1995,3189.12,2265.24,112.33
LU,1996,3739.53,2673.89,46.59
LU,1997,3211.41,2570.83,71.57
LU,1998,3283.6,2361.15,56.66
LU,1999,3102.5,2542.17,57.98
LU,2000,2939.48,2454.64,48.33
LU,2001,3092.61,2196.52,88.84
LU,2002,2857.09,2250.33,67.81
LU,2003,3090.1,2334.44,256.85
LU,2004,3182.15,2484.78,98.15
LU,2005,3104.7,2483.37,95
LU,2006,3002.1,2511.49,132.12
LU,2007,2850.67,1983.33,53.11
LU,2008,3073.35,2352.48,63.98
LU,2009,3065.44,2573.78,85.42
LU,2010,3511.6,2503.53,101.23
LU,2011,2831.07,2489.35,51.34
LU,2012,3264.72,2324.55,51.41
LU,2013,3464.56,2639.03,88.14
LU,2014,2842.73,2203.62,58.95
LU,2015,3076.31,2341.62,139.42
LU,2016,3276.39,2254.85,68.03
LU,2017,3196.95,2513.79,85
LU,2018,3064.14,2481.42,138.72
LU,2019,3136.85,2331.75,130.14
LU,2020,2935.68,2244.38,107.87
LU,2021,3314.05,2343.99,49.1
LU,2022,2983.66,2361.6,135.7
LU,2023,2954.42,2214.29,77.61
LU,2024,2861.52,2146.21,78.71
LV,1950,4455.22,,10.04
LV,1951,4561.08,3526.96,41.1
LV,1952,4786.36,3463.9,18.08
LV,1953,4421.97,3566.19,30.14
LV,1954,4658.46,3685.08,26.19
LV,1955,4755.65,3441.63,38.12
LV,1956,5093.96,3799.62,21.76
LV,1957,4240.22,3296.6,22.55
LV,1958,4626.51,3448.18,11.66
LV,1959,4296.33,3035.53,73.4
LV,1960,4568.2,3762.93,21.95
LV,1961,4054.74,2996.69,18.45
LV,1962,4637.32,3360.76,3.3
LV,1963,4912,3921.97,45.94
LV,1964,4606.01,3674.32,34.21
LV,1965,4747.09,3438.84,13.21
LV,1966,4722.42,3724.3,31.79
LV,1967,4352.65,3478.89,22.41
LV,1968,4698.12,3528.09,42.98
LV,1969,5074.16,3879.63,34.36
LV,1970,4778.97,3846.3,21.3
LV,1971,4341.2,3363.9,45.05
LV,1972,4366.97,3448.82,63.07
LV,1973,4395.35,3072.14,45.01
LV,1974,4135.08,3289.96,6.21
LV,1975,3893.19,2913.24,38.69
LV,1976,4974.17,3544.22,20.76
LV,1977,4564.48,3534.25,19.61
LV,1978,4810.17,3354.01,16.19
LV,1979,4659.79,3767.16,20.26
LV,1980,4816.83,3707.91,17.5
LV,1981,4433.38,3368,24.39
LV,1982,4342.49,3424.76,32.97
LV,1983,4042.78,3054.71,29.5
LV,1984,4261.98,3300.83,21.64
LV,1985,4952.41,3796.24,15.56
LV,1986,4498.74,3484.86,30.73
LV,1987,5013.64,3777.65,7.55
LV,1988,4303.06,3247.86,30.63
LV,1989,3746.11,2991.42,31.77
LV,1990,3757.76,2843.67,9.54
LV,1991,4062.55,3076.3,27.36
LV,1992,4057.11,2886.76,52.43
LV,1993,4421.03,3218.58,5.49
LV,1994,4377.86,3581.97,64.72
LV,1995,4195.44,3113.26,31.79
LV,1996,4761.18,3815.36,25.27
LV,1997,4320.15,3168.95,66.71
LV,1998,4301.33,3215.08,16.7
LV,1999,4010.82,3481.93,65.42
LV,2000,3758.64,3047.21,10.22
LV,2001,4186.47,2939.4,51.67
LV,2002,4154.53,3097.83,82.2
LV,2003,4284.41,3704.71,55.57
LV,2004,4257.73,3277.39,20.92
LV,2005,4284.44,3321.96,33.11
LV,2006,4064.87,3518.05,71.41
LV,2007,4003.56,2801.27,39.27
LV,2008,3750.99,2923.11,19.78
LV,2009,4137.61,3073.26,22.25
LV,2010,4554.32,3607.61,109.37
LV,2011,3886.28,3561.18,65.32
LV,2012,4245.26,3149.19,32.38
LV,2013,4062.49,3473.82,51.12
LV,2014,3928.97,2863.43,74.58
LV,2015,3692.73,2921,38.56
LV,2016,3996.96,3020.43,39.19
LV,2017,3992.52,3134.29,15.23
LV,2018,3887.14,3213.96,93.59
LV,2019,3623.81,2969.76,57.07
LV,2020,3398.41,2540.95,49.81
LV,2021,4119.84,2979.29,103.42
LV,2022,3927.51,2989.4,85.94
LV,2023,3713.88,2968.19,46.28
LV,2024,3483.11,3052.14,55.24
MT,1950,,,
MT,1951,,,
MT,1952,,,
MT,1953,,,
MT,1954,,,
MT,1955,,,
MT,1956,,,
MT,1957,,,
MT,1958,,,
MT,1959,,,
MT,1960,,,
MT,1961,1029.73,,354.42
MT,1962,1152.13,910.19,399.46
MT,1963,1152.98,1128.39,403.97
MT,1964,1139.82,890.44,334.06
MT,1965,1162.98,1080.88,404.52
MT,1966,1122.18,881.55,379.51
MT,1967,1102.85,1043.51,328.44
MT,1968,1116.38,1017.85,292.71
MT,1969,1124.35,975.6,257.9
MT,1970,1119.51,963.47,334.24
MT,1971,1280.66,1146.65,328.54
MT,1972,1142.5,998.12,269.42
MT,1973,1240.81,1102.67,387.27
MT,1974,1013.15,931.33,356.59
MT,1975,,,
MT,1976,1206.73,,251.78
MT,1977,,,330.52
MT,1978,,1060.82,
MT,1979,1277.92,,293.19
MT,1980,1443.56,1200.47,295.93
MT,1981,1250.97,1246.42,357.57
MT,1982,,1075.76,478.74
MT,1983,1071.02,983.91,383.67
MT,1984,1065.38,1024.26,342.36
MT,1985,1033.78,924.86,382.42
MT,1986,1092.11,933.23,415.14
MT,1987,1110.46,1079.56,489.28
MT,1988,1040.56,848.45,512.65
MT,1989,945.41,972.96,392.03
MT,1990,946.93,762.67,400.48
MT,1991,1167.35,912.85,391.71
MT,1992,1099.24,1139.4,320.77
MT,1993,1140.82,997.76,412.12
MT,1994,918.57,835.33,465.92
MT,1995,1067.05,882.18,411.23
MT,1996,1067.85,931.44,411.08
MT,1997,1015.7,889,460.07
MT,1998,1098.54,912.63,549.88
MT,1999,928.84,1026.62,454.96
MT,2000,886,833.35,438.76
MT,2001,886.05,629.86,347.94
MT,2002,833.49,821.21,389.66
MT,2003,973.27,883.33,529.94
MT,2004,994.96,829.27,321.57
MT,2005,1172.37,935.7,287.68
MT,2006,930.58,947.59,343.47
MT,2007,902.82,632.34,341.91
MT,2008,908.6,883.32,275.62
MT,2009,987.2,841.79,363.44
MT,2010,863.81,772.26,306.07
MT,2011,1010.47,870.03,286.22
MT,2012,1029.98,940.66,423.07
MT,2013,900.04,815.53,331.53
MT,2014,,716.07,308.88
MT,2015,887.49,,419.2
MT,2016,,,297.75
MT,2017,971.67,847.27,437.3
MT,2018,836.12,808.67,300.39
MT,2019,1079.82,918.67,415.66
MT,2020,887.05,816.27,337.09
MT,2021,947.28,754.27,483.18
MT,2022,1012.41,932.15,358.68
MT,2023,1021.02,794.88,261.14
MT,2024,1075.17,834.49,351.18
NL,1950,3147.67,,31.01
NL,1951,3100.26,2460.34,11.93
NL,1952,3339.37,2318.61,28.22
NL,1953,3033.09,2601.36,24.65
NL,1954,3252.32,2343.69,6.02
NL,1955,3387.34,2430.78,28.12
NL,1956,3560.15,2587.48,2.62
NL,1957,2989.68,2120.56,41.04
NL,1958,3161.52,2396.9,19.46
NL,1959,2993.68,2303.16,60.75
NL,1960,3043.68,2285.44,14.63
NL,1961,2968.23,2143.61,20.54
NL,1962,3584.35,2449.67,4.97
NL,1963,3717.32,2942.68,14.57
NL,1964,3324.83,2564.18,36.48
NL,1965,3377.88,2463.4,6.04
NL,1966,3147.01,2451.23,22.97
NL,1967,2998.31,2184.49,22.85
NL,1968,3272.02,2360.67,18.3
NL,1969,3306.76,2545.48,49.42
NL,1970,3306.04,2572.99,40.77
NL,1971,3130.78,2345.2,23.4
NL,1972,3329.03,2298.23,20.09
NL,1973,3202.7,2336.25,44.23
NL,1974,3016.92,2243.58,9.7
NL,1975,3092.25,2184.08,61.16
NL,1976,3162.41,2435.03,95.14
NL,1977,3026.57,2238.52,12.43
NL,1978,3305.88,2226.86,20.1
NL,1979,3481.16,2663.14,11.81
NL,1980,3267.33,2314.99,19.04
NL,1981,3198.98,2334.3,17.72
NL,1982,3027.59,2522.17,53.26
NL,1983,3025.11,2187.08,70.53
NL,1984,3186.69,2370.96,29
NL,1985,3503.76,2507.89,19.24
NL,1986,3369.78,2598.51,39.55
NL,1987,3388.51,2480.18,18.53
NL,1988,2835.74,2142.99,11.5
NL,1989,2804.12,1996.65,43.62
NL,1990,2752.24,1936.69,48.16
NL,1991,3216.86,2261.47,41.95
NL,1992,2897.49,2254.62,38.75
NL,1993,3107.93,2279.55,13.97
NL,1994,2837.51,2337.62,79.28
NL,1995,2960.86,2045.83,90.33
NL,1996,3553.04,2618.83,34.89
NL,1997,2991.82,2370.67,59.08
NL,1998,2866.44,2079.25,22.03
NL,1999,2732.36,2245.13,45.12
NL,2000,2707.48,2103.64,24.51
NL,2001,2896.31,2167.6,50.19
NL,2002,2752.69,1966.74,40.14
NL,2003,2968.28,2301.06,81.15
NL,2004,2902.35,2260.29,41.05
NL,2005,2813.04,2206.83,41.25
NL,2006,2740.91,2290.99,95.55
NL,2007,2588.43,1731.43,20.21
NL,2008,2848.82,2128.64,31.12
NL,2009,2873.36,2382.36,46.2
NL,2010,3404.06,2375.54,58.22
NL,2011,2690.6,2402.04,19.03
NL,2012,2948.5,2117.28,37.41
NL,2013,3140.87,2424.82,52.2
NL,2014,2445.89,1900.13,40.52
NL,2015,2719.43,2056.45,57.54
NL,2016,2839.28,1947.78,39.48
NL,2017,2717.88,2204.77,40.03
NL,2018,2703.53,2168.36,98.91
NL,2019,2677.28,1994.2,89.43
NL,2020,2523.97,1953.71,83.22
NL,2021,2870.78,2068.74,29.93
NL,2022,2540.08,1948.56,86.3
NL,2023,2472.82,1923.07,63.07
NL,2024,2437.41,1817.71,50.61
NO,1950,4717.49,,1.23
NO,1951,4783.58,3554.7,0.15
NO,1952,5142.53,3262.34,5.47
NO,1953,4416.45,3502.2,14.58
NO,1954,4859.12,3247.16,0.59
NO,1955,5047.45,3459.57,36.36
NO,1956,5119.48,3663.73,3.78
NO,1957,4812.98,3303.63,4.83
NO,1958,5079.08,3619.62,10.43
NO,1959,4548.26,3300.18,17.21
NO,1960,4863.99,3350.32,6.97
NO,1961,4579.78,3310.2,3.07
NO,1962,5183.78,3359.35,0.42
NO,1963,5130.92,3823.66,5.66
NO,1964,4844.87,3335.22,1.53
NO,1965,5115.01,3362.48,2.93
NO,1966,5258.68,3899.35,15.26
NO,1967,4792.32,3391.27,1.46
NO,1968,5082.13,3473.52,11.49
NO,1969,5011.72,3733.74,27.54
NO,1970,5165.43,3803.59,16.24
NO,1971,4721.36,3347.93,8.53
NO,1972,4709.5,3374.12,10.04
NO,1973,4754.51,2973.56,11.96
NO,1974,4451.93,3276.85,4.09
NO,1975,4479.84,3196.06,30.04
NO,1976,4973.91,3304.33,17.43
NO,1977,4975.25,3564.13,14.17
NO,1978,5061.42,3392.27,6.85
NO,1979,5264.13,3695.13,3.83
NO,1980,5058.71,3732.43,9.13
NO,1981,5148.69,3591.83,0.85
NO,1982,4776.21,3668.13,25.7
NO,1983,4629.52,3182.56,14.62
NO,1984,4681.69,3434.17,2.3
NO,1985,5324.29,3481.07,1.01
NO,1986,5072.17,3720.28,9.57
NO,1987,5258.44,3630.24,3.14
NO,1988,4686.35,3242.31,10.74
NO,1989,4339.15,3026.06,10.44
NO,1990,4240.6,2924.05,4.63
NO,1991,4604.03,3245.33,12.01
NO,1992,4509.58,2992.29,10.2
NO,1993,4820.56,3227.87,0.41
NO,1994,4809.63,3638.32,23.63
NO,1995,4776.98,3165.38,13.11
NO,1996,5071.28,3591.89,5.01
NO,1997,4519.58,3305.71,24.18
NO,1998,4660.51,3188.3,0.23
NO,1999,4502.14,3329.66,7.59
NO,2000,4277.51,3105.19,0.89
NO,2001,4770.75,3187.07,7.03
NO,2002,4516.98,3116.8,18.4
NO,2003,4483.09,3548.71,15.4
NO,2004,4475.54,3256.42,13.1
NO,2005,4378.35,3112.96,10.82
NO,2006,4264.19,3265.94,18.7
NO,2007,4404.33,2885.28,12.03
NO,2008,4354.39,3063.3,26.16
NO,2009,4569.97,3263.79,19.17
NO,2010,5332,3680.24,1.34
NO,2011,4329.75,3741.81,4.9
NO,2012,4748.16,2980.45,0.79
NO,2013,4670.31,3610.66,6.11
NO,2014,4126.23,2938.29,28
NO,2015,4314.08,2953.2,3.98
NO,2016,4496.09,3137.78,6.3
NO,2017,4530.85,3124.93,2.18
NO,2018,4604.64,3470.63,45.76
NO,2019,4527.51,3137.96,16.95
NO,2020,4109.84,3030.7,22.9
NO,2021,4617.12,3142.79,15.65
NO,2022,4370.64,3081.14,10.53
NO,2023,4628.71,3163.57,12.78
NO,2024,4320.81,3506.23,5.51
PL,1950,3765.08,,55.18
PL,1951,3636.35,2951.12,79.46
PL,1952,4095.63,2991.78,79.88
PL,1953,3723.1,3089.65,77.9
PL,1954,4144.87,3292.02,50.62
PL,1955,4064.58,3065.83,48.98
PL,1956,4438.36,3299.93,37.76
PL,1957,3733.14,2919.19,63.95
PL,1958,3883.87,3051.31,36.84
PL,1959,3733.51,2774.34,83.15
PL,1960,3835.58,3110.04,37.51
PL,1961,3649.48,2657.73,47.19
PL,1962,4153.51,3045.11,38.83
PL,1963,4292.34,3647.38,99.11
PL,1964,4120.52,3284.42,88.37
PL,1965,4216.99,3098.67,38.08
PL,1966,3750.73,3114.32,52.98
PL,1967,3571.61,2795.42,62.56
PL,1968,3891.9,2889.69,60.73
PL,1969,4278.51,3322.11,60.03
PL,1970,4129,3393.05,42.74
PL,1971,3829.59,2981.54,83
PL,1972,3932.89,2941.94,74.19
PL,1973,3890.44,2891.37,52.85
PL,1974,3671.82,2863.18,24.63
PL,1975,3561.98,2714.2,60.62
PL,1976,4137.56,3190.07,48.3
