branch,model,bin_id,component,crop,n,mean,sd,lo,hi,central
crop_gddwin,EC-Earth3,-3.5,frost,Durum wheat,5,-0.000126792786287745,0.000490963111781268,-0.000781260572187737,0.000369325284100053,4.37363326916477e-05
crop_gddwin,EC-Earth3,-3.5,gdd,Durum wheat,5,0.000685285719622325,0.000230431838293175,0.000520483425142486,0.00108778763072723,0.000431683102282934
crop_gddwin,EC-Earth3,-3.5,heat,Durum wheat,5,-7.19503195145445e-05,2.32563085909102e-05,-9.61494476242825e-05,-4.41885299987133e-05,-6.51341429318755e-05
crop_gddwin,EC-Earth3,-3.5,precip,Durum wheat,5,0.00570475500378613,0.0389508165022853,-0.0402715812456848,0.0538761670613504,0.00290319074628276
crop_gddwin,EC-Earth3,-3.5,precip2,Durum wheat,5,-0.00990310732570596,0.0252716739650267,-0.0468498966955337,0.0191172590862696,-0.00293931788615707
crop_gddwin,EC-Earth3,-3.5,frost,Soft wheat,5,-0.00133220828056134,0.0024993341705958,-0.00410724681134207,0.00162328584321137,-0.0024910007904741
crop_gddwin,EC-Earth3,-3.5,gdd,Soft wheat,5,5.84522176001629e-05,7.8078206954704e-05,-7.45427755290396e-05,0.000132105216910458,4.83058718628712e-05
crop_gddwin,EC-Earth3,-3.5,heat,Soft wheat,5,-0.00692006726181513,0.00649727358617535,-0.0173361767367727,0.000476072732996948,-0.00472713992001736
crop_gddwin,EC-Earth3,-3.5,precip,Soft wheat,5,0.0316510286947087,0.0641288065340851,-0.0487516385452704,0.125903301710408,0.0255788296709598
crop_gddwin,EC-Earth3,-3.5,precip2,Soft wheat,5,-0.0364115824172953,0.0576973678499248,-0.126401115950618,0.0283616268010256,-0.0210461501282781
crop_gddwin,EC-Earth3,-3.5,frost,Spring barley,5,-0.0003180537845094,0.00195973762060652,-0.00242032004240492,0.00186293738760559,-0.00100479151507535
crop_gddwin,EC-Earth3,-3.5,gdd,Spring barley,5,-0.000100687907582456,4.14202706562108e-05,-0.000160908100026555,-5.80134439654809e-05,-0.000118938446672303
crop_gddwin,EC-Earth3,-3.5,heat,Spring barley,5,-0.0175907501580135,0.013760076057103,-0.0342330532830918,-0.00490170651439535,-0.0146766403300328
crop_gddwin,EC-Earth3,-3.5,precip,Spring barley,5,0.0389104389437423,0.0495398184960636,-0.0302983583883865,0.106255958008383,0.0306648545271305
crop_gddwin,EC-Earth3,-3.5,precip2,Spring barley,5,-0.0433707831546917,0.0457980188579627,-0.106824369515014,0.0169252234544938,-0.0266428780150503
crop_gddwin,EC-Earth3,-3.5,frost,Winter barley,5,-0.00152852458281857,0.0018898298353094,-0.0035367531591945,0.000675311628547451,-0.00228938465370501
crop_gddwin,EC-Earth3,-3.5,gdd,Winter barley,5,4.54269619468214e-06,1.51971784307902e-05,-1.7640178921936e-05,2.43739614408322e-05,1.8151248569923e-06
crop_gddwin,EC-Earth3,-3.5,heat,Winter barley,5,-0.000211076824403119,0.000271422971362948,-0.000653986913551107,7.00042625149131e-05,-0.000145102352308813
crop_gddwin,EC-Earth3,-3.5,precip,Winter barley,5,0.0235485191425848,0.0747966536921803,-0.0827967323102104,0.125408118653481,0.0173146634838155
crop_gddwin,EC-Earth3,-3.5,precip2,Winter barley,5,-0.032302564539931,0.0646084167936394,-0.128149338100282,0.050898805861891,-0.0157656942109538
crop_gddwin,EC-Earth3,-2.5,frost,ALL,17,0.000233947603188733,0.00214351140200861,-0.00263567742133752,0.00527409024977519,-0.000162588825134341
crop_gddwin,EC-Earth3,-2.5,gdd,ALL,17,0.000106108066539806,0.000114453798632148,-9.54388348433468e-05,0.000394757087405012,9.91532293479698e-05
crop_gddwin,EC-Earth3,-2.5,heat,ALL,17,-0.0126669161844146,0.00961599243165048,-0.0323413303112354,0.00626829740128601,-0.00974639491796249
crop_gddwin,EC-Earth3,-2.5,precip,ALL,17,0.0367603798001462,0.0391260412905737,-0.0392394082637619,0.0902978486613797,0.0349572235083339
crop_gddwin,EC-Earth3,-2.5,precip2,ALL,17,-0.040898610983297,0.0338741739851448,-0.0951668589819903,0.0212739540109791,-0.0282799142879537
crop_gddwin,EC-Earth3,-2.5,frost,Durum wheat,17,-0.000184428803480679,0.000887424671281524,-0.00220292488168962,0.00088192402203207,5.55087053172769e-05
crop_gddwin,EC-Earth3,-2.5,gdd,Durum wheat,17,0.000590900741794368,0.000427814237928834,-0.000113537813137556,0.00140971217657203,0.000384132341859549
crop_gddwin,EC-Earth3,-2.5,heat,Durum wheat,17,-9.03414485380738e-05,6.39631459717766e-05,-0.00020371747913571,5.47052053164693e-05,-7.05432763043033e-05
crop_gddwin,EC-Earth3,-2.5,precip,Durum wheat,17,0.0232135726583334,0.0519209740911335,-0.0683190586760815,0.11731155802104,0.0246057819333022
crop_gddwin,EC-Earth3,-2.5,precip2,Durum wheat,17,-0.0256758833317133,0.0357680296456527,-0.112610089338995,0.0223675861215582,-0.015843563103574
crop_gddwin,EC-Earth3,-2.5,frost,Soft wheat,17,0.000269190126507752,0.00269961045179568,-0.00319356472183283,0.00674975560729251,-0.00021808041623881
crop_gddwin,EC-Earth3,-2.5,gdd,Soft wheat,17,0.000148239728485834,0.0001819268841925,-0.000154991623864499,0.000614180129621822,0.000166399816346574
crop_gddwin,EC-Earth3,-2.5,heat,Soft wheat,17,-0.0131737717479339,0.010604898735171,-0.0384611421835453,0.00606252663471591,-0.0103900681971333
crop_gddwin,EC-Earth3,-2.5,precip,Soft wheat,17,0.0372775303043282,0.0427022775095701,-0.0581146866145241,0.102351591433293,0.0350149119591903
