model,bin_id,component,dsv_amoc,n_amoc,dln_amoc,dsv_isimip,n_isimip,dln_isimip,branch,fuel,dln_residual,pct_amoc,pct_isimip,pct_residual
IPSL-CM6A-LR,-4.5,precip2,-4.3507,11,0.0202408118883074,-4.3046,12,0.00292043145170277,crop (spec C),,-0.0173203804366046,2.04470462212003,0.292470006602175,-1.71712449166914
IPSL-CM6A-LR,-5.5,frost,-5.5623,13,-0.00196054080607832,-5.3985,4,-0.00179900535485989,crop (spec C),,0.00016153545121843,-0.195862020129856,-0.179738811467978,0.0161548498772035
IPSL-CM6A-LR,-5.5,gdd,-5.5623,13,-0.000173220486264197,-5.3985,4,-2.88378678674294e-05,crop (spec C),,0.000144382618396768,-0.017320548446198,-0.00288374520600598,0.0144393042068591
IPSL-CM6A-LR,-5.5,heat,-5.5623,13,0.00638009652605268,-5.3985,4,-0.0112753060255168,crop (spec C),,-0.0176554025515695,0.640049269533116,-1.12119780002925,-1.75004591347666
IPSL-CM6A-LR,-5.5,precip,-5.5623,13,-0.0547154970823152,-5.3985,4,-0.0164063153811034,crop (spec C),,0.0383091817012118,-5.32455359515872,-1.6272464786952,3.9052439221184
IPSL-CM6A-LR,-5.5,precip2,-5.5623,13,0.0358635446538182,-5.3985,4,0.0118488924264683,crop (spec C),,-0.0240146522273499,3.65143989093784,1.19193686322623,-2.37285948974707
EC-Earth3,-2.5,cdd_jja,-2.4493,5,-0.00360540050250956,-2.5448,11,0.0380284222146859,energy,Electricity,0.0416338227171955,-0.359890885013014,3.87607563401586,4.25126643944205
EC-Earth3,-2.5,hdd_calendar,-2.4493,5,0.0235224592662177,-2.5448,11,-0.0621931555924603,energy,Electricity,-0.085715614858678,2.38012943142421,-6.0298639312797,-8.21447815060348
EC-Earth3,-3.5,cdd_jja,-3.3459,9,-0.00451505038344885,-3.4737,8,0.0520040997034746,energy,Electricity,0.0565191500869235,-0.450487286656165,5.33800610504087,5.8146878210898
EC-Earth3,-3.5,hdd_calendar,-3.3459,9,0.032213080493396,-3.4737,8,-0.0781691746237643,energy,Electricity,-0.11038225511716,3.2737538086103,-7.51920407297973,-10.4508236444972
EC-Earth3,-4.5,cdd_jja,-4.5495,8,-0.00427417447418201,-4.5546,8,0.0432321897681299,energy,Electricity,0.0475063642423119,-0.426505319041093,4.41803146909741,4.86528749810455
EC-Earth3,-4.5,hdd_calendar,-4.5495,8,0.0361751742096524,-4.5546,8,-0.0731119716393488,energy,Electricity,-0.109287145849001,3.68374577658557,-7.05032530757987,-10.3527037953421
IPSL-CM6A-LR,-2.5,cdd_jja,-2.5669,9,-0.00340812606338201,-2.2964,6,0.0295698375761641,energy,Electricity,0.0329779636395461,-0.340232499388005,3.00113664573745,3.35277638000202
IPSL-CM6A-LR,-2.5,hdd_calendar,-2.5669,9,0.0145146601191438,-2.2964,6,-0.0570929186897337,energy,Electricity,-0.0716075788088775,1.46205092999205,-5.54936969991015,-6.91038724886414
IPSL-CM6A-LR,-3.5,cdd_jja,-3.4644,8,-0.00440793079647037,-3.5013,7,0.039997702217969,energy,Electricity,0.0444056330144394,-0.439823012804297,4.08083826388412,4.54063202124462
IPSL-CM6A-LR,-3.5,hdd_calendar,-3.4644,8,0.0287689636278788,-3.5013,7,-0.0641056246094196,energy,Electricity,-0.0928745882372984,2.91867874235481,-6.20940716487102,-8.86922181548496
IPSL-CM6A-LR,-4.5,cdd_jja,-4.3507,11,-0.00287962600916655,-4.3046,12,0.037291833519872,energy,Electricity,0.0401714595290386,-0.2875483863088,3.79958986377724,4.09892464174941
IPSL-CM6A-LR,-4.5,hdd_calendar,-4.3507,11,0.0230723960490761,-4.3046,12,-0.0641568517698383,energy,Electricity,-0.0872292478189144,2.33406226834634,-6.21421166755438,-8.35330265057291
IPSL-CM6A-LR,-5.5,cdd_jja,-5.5623,13,-0.00577880560975145,-5.3985,4,0.0388373498215093,energy,Electricity,0.0446161554312608,-0.576214042967893,3.96013785482632,4.56264248452043
IPSL-CM6A-LR,-5.5,hdd_calendar,-5.5623,13,0.038812419629454,-5.3985,4,-0.0735902193589779,energy,Electricity,-0.112402638988432,3.95754614092958,-7.09476764947039,-10.6315647114419
EC-Earth3,-2.5,hdd_octmar,-2.4493,5,0.0328325989386261,-2.5448,11,-0.0893419897506293,energy,Natural gas,-0.122174588689255,3.33775362648978,-8.54672407424251,-11.5006154901415
EC-Earth3,-3.5,hdd_octmar,-3.3459,9,0.0462496341551396,-3.4737,8,-0.115199573895138,energy,Natural gas,-0.161449208050278,4.73358291209785,-10.8811731756242,-14.9090250266979
EC-Earth3,-4.5,hdd_octmar,-4.5495,8,0.0499257926014346,-4.5546,8,-0.107957426499651,energy,Natural gas,-0.157883219101086,5.11930871772406,-10.2334187607287,-14.6050498863908
IPSL-CM6A-LR,-2.5,hdd_octmar,-2.5669,9,0.0199027576530714,-2.2964,6,-0.0839474577083994,energy,Natural gas,-0.103850215361471,2.01021380775053,-8.05204336105552,-9.86397027631907
IPSL-CM6A-LR,-3.5,hdd_octmar,-3.4644,8,0.0337415131487968,-3.5013,7,-0.0929857367380772,energy,Natural gas,-0.126727249886874,3.43172147709627,-8.8793503019615,-11.9026074430985
IPSL-CM6A-LR,-4.5,hdd_octmar,-4.3507,11,0.0278882433915637,-4.3046,12,-0.0946691136795273,energy,Natural gas,-0.122557357071091,2.82807608294586,-9.03261166803617,-11.5344837740761
IPSL-CM6A-LR,-5.5,hdd_octmar,-5.5623,13,0.0535126917787674,-5.3985,4,-0.11042288987606,energy,Natural gas,-0.163935581654827,5.49703811333071,-10.454462379758,-15.1203301802205
