model,bin_id,delta_sv,n_years,hos_year,fuel,component,dln,branch
EC-Earth3,-7.5,-7.1806,1,62,Natural gas,hdd_octmar,0.0460701727576802,energy Natural gas
EC-Earth3,-7.5,-7.7831,1,63,Natural gas,hdd_octmar,0.0291998406995483,energy Natural gas
EC-Earth3,-7.5,-7.286,1,64,Natural gas,hdd_octmar,0.0275321872169874,energy Natural gas
EC-Earth3,-6.5,-6.7982,1,65,Natural gas,hdd_octmar,0.0620844100935656,energy Natural gas
EC-Earth3,-7.5,-7.5499,1,66,Natural gas,hdd_octmar,0.0318922967461386,energy Natural gas
EC-Earth3,-7.5,-7.3663,1,67,Natural gas,hdd_octmar,0.0116526553115806,energy Natural gas
EC-Earth3,-7.5,-7.4385,1,68,Natural gas,hdd_octmar,0.0693064539651214,energy Natural gas
EC-Earth3,-7.5,-7.9514,1,69,Natural gas,hdd_octmar,0.0539909598039661,energy Natural gas
EC-Earth3,-7.5,-7.4094,1,70,Natural gas,hdd_octmar,0.0772439341950188,energy Natural gas
EC-Earth3,-7.5,-7.3154,1,71,Natural gas,hdd_octmar,0.0410707127612227,energy Natural gas
EC-Earth3,-7.5,-7.6278,1,72,Natural gas,hdd_octmar,0.0581224917206099,energy Natural gas
EC-Earth3,-9.5,-9.1196,1,73,Natural gas,hdd_octmar,0.05524261203643,energy Natural gas
EC-Earth3,-8.5,-8.8784,1,74,Natural gas,hdd_octmar,0.0353439471880525,energy Natural gas
EC-Earth3,-8.5,-8.3663,1,75,Natural gas,hdd_octmar,0.0466535769279379,energy Natural gas
EC-Earth3,-6.5,-6.7767,1,76,Natural gas,hdd_octmar,0.0346428452616742,energy Natural gas
EC-Earth3,-7.5,-7.9209,1,77,Natural gas,hdd_octmar,0.0803298528117527,energy Natural gas
EC-Earth3,-7.5,-7.5061,1,78,Natural gas,hdd_octmar,0.0396329285359493,energy Natural gas
EC-Earth3,-8.5,-8.0807,1,79,Natural gas,hdd_octmar,0.0469378297896388,energy Natural gas
EC-Earth3,-9.5,-9.0422,1,80,Natural gas,hdd_octmar,0.0483401799894266,energy Natural gas
EC-Earth3,-8.5,-8.9544,1,81,Natural gas,hdd_octmar,0.0821211254407834,energy Natural gas
EC-Earth3,-9.5,-9.0564,1,82,Natural gas,hdd_octmar,0.0241120178302545,energy Natural gas
EC-Earth3,-7.5,-7.7863,1,83,Natural gas,hdd_octmar,0.0325017528383412,energy Natural gas
EC-Earth3,-8.5,-8.1585,1,84,Natural gas,hdd_octmar,0.0642507450696539,energy Natural gas
EC-Earth3,-8.5,-8.7355,1,85,Natural gas,hdd_octmar,0.0943880907504254,energy Natural gas
EC-Earth3,-8.5,-8.4153,1,86,Natural gas,hdd_octmar,0.0677857389865345,energy Natural gas
EC-Earth3,-8.5,-8.2917,1,87,Natural gas,hdd_octmar,0.0920453265559928,energy Natural gas
EC-Earth3,-7.5,-7.7779,1,88,Natural gas,hdd_octmar,0.0718024980963922,energy Natural gas
EC-Earth3,-6.5,-6.3297,1,89,Natural gas,hdd_octmar,0.0635810936582522,energy Natural gas
EC-Earth3,-6.5,-6.6027,1,90,Natural gas,hdd_octmar,0.0919954949240819,energy Natural gas
EC-Earth3,-6.5,-6.8486,1,91,Natural gas,hdd_octmar,0.0486076455891065,energy Natural gas
EC-Earth3,-8.5,-8.4349,1,92,Natural gas,hdd_octmar,0.09418670149547,energy Natural gas
EC-Earth3,-8.5,-8.8942,1,93,Natural gas,hdd_octmar,0.0663566809031202,energy Natural gas
EC-Earth3,-7.5,-7.973,1,94,Natural gas,hdd_octmar,0.0905789620113437,energy Natural gas
EC-Earth3,-9.5,-9.4034,1,95,Natural gas,hdd_octmar,0.0664020282485954,energy Natural gas
EC-Earth3,-8.5,-8.7768,1,96,Natural gas,hdd_octmar,0.10981331748406,energy Natural gas
EC-Earth3,-8.5,-8.4777,1,97,Natural gas,hdd_octmar,0.156171763675566,energy Natural gas
EC-Earth3,-8.5,-8.3893,1,98,Natural gas,hdd_octmar,0.0765000991222947,energy Natural gas
EC-Earth3,-7.5,-7.4134,1,99,Natural gas,hdd_octmar,0.109453174745224,energy Natural gas
EC-Earth3,-8.5,-8.0258,1,100,Natural gas,hdd_octmar,0.124497714723408,energy Natural gas
