Country,Year,Fuel,Energy_Use_Household_ktoe
Luxembourg,2021,Natural gas,240.596
Luxembourg,2022,Natural gas,214.21
Luxembourg,2023,Natural gas,189.598
Luxembourg,2024,Natural gas,203.703
Latvia,1990,Natural gas,95.636
Latvia,1991,Natural gas,102.107
Latvia,1992,Natural gas,117.154
Latvia,1993,Natural gas,121.539
Latvia,1994,Natural gas,104.106
Latvia,1995,Natural gas,99.85
Latvia,1996,Natural gas,89.854
Latvia,1997,Natural gas,73.151
Latvia,1998,Natural gas,69.175
Latvia,1999,Natural gas,67.562
Latvia,2000,Natural gas,63.5
Latvia,2001,Natural gas,71.668
Latvia,2002,Natural gas,78.654
Latvia,2003,Natural gas,87.575
Latvia,2004,Natural gas,94.54
Latvia,2005,Natural gas,100.15
Latvia,2006,Natural gas,103.332
Latvia,2007,Natural gas,109.566
Latvia,2008,Natural gas,112.102
Latvia,2009,Natural gas,102.794
Latvia,2010,Natural gas,124.441
Latvia,2011,Natural gas,106.836
Latvia,2012,Natural gas,106.814
Latvia,2013,Natural gas,101.698
Latvia,2014,Natural gas,101.333
Latvia,2015,Natural gas,98.087
Latvia,2016,Natural gas,106.362
Latvia,2017,Natural gas,111.346
Latvia,2018,Natural gas,119.182
Latvia,2019,Natural gas,110.732
Latvia,2020,Natural gas,109.571
Latvia,2021,Natural gas,115.401
Latvia,2022,Natural gas,104.631
Latvia,2023,Natural gas,85.104
Latvia,2024,Natural gas,89.638
Moldova,2010,Natural gas,264.574
Moldova,2011,Natural gas,250.709
Moldova,2012,Natural gas,225.666
Moldova,2013,Natural gas,210.404
Moldova,2014,Natural gas,215.219
Moldova,2015,Natural gas,202.945
Moldova,2016,Natural gas,212.79
Moldova,2017,Natural gas,225.114
Moldova,2018,Natural gas,258.036
Moldova,2019,Natural gas,259.392
Moldova,2020,Natural gas,288.306
Moldova,2021,Natural gas,343.981
Moldova,2022,Natural gas,246.986
Moldova,2023,Natural gas,205.399
Moldova,2024,Natural gas,227.016
Montenegro,2005,Natural gas,0
Montenegro,2006,Natural gas,0
Montenegro,2007,Natural gas,0
Montenegro,2008,Natural gas,0
Montenegro,2009,Natural gas,0
Montenegro,2010,Natural gas,0
Montenegro,2011,Natural gas,0
Montenegro,2012,Natural gas,0
Montenegro,2013,Natural gas,0
Montenegro,2014,Natural gas,0
Montenegro,2015,Natural gas,0
Montenegro,2016,Natural gas,0
Montenegro,2017,Natural gas,0
Montenegro,2018,Natural gas,0
Montenegro,2019,Natural gas,0
Montenegro,2020,Natural gas,0
Montenegro,2021,Natural gas,0
Montenegro,2022,Natural gas,0
Montenegro,2023,Natural gas,0
Montenegro,2024,Natural gas,0
North Macedonia,1990,Natural gas,0
North Macedonia,1991,Natural gas,0
North Macedonia,1992,Natural gas,0
North Macedonia,1993,Natural gas,0
North Macedonia,1994,Natural gas,0
North Macedonia,1995,Natural gas,0
North Macedonia,1996,Natural gas,0
North Macedonia,1997,Natural gas,0
North Macedonia,1998,Natural gas,0
North Macedonia,1999,Natural gas,0
North Macedonia,2000,Natural gas,0
North Macedonia,2001,Natural gas,0
North Macedonia,2002,Natural gas,0
North Macedonia,2003,Natural gas,0
North Macedonia,2004,Natural gas,0
North Macedonia,2005,Natural gas,0
North Macedonia,2006,Natural gas,0
North Macedonia,2007,Natural gas,0
North Macedonia,2008,Natural gas,0
North Macedonia,2009,Natural gas,0
North Macedonia,2010,Natural gas,0
North Macedonia,2011,Natural gas,0
North Macedonia,2012,Natural gas,0
North Macedonia,2013,Natural gas,0
North Macedonia,2014,Natural gas,0.043
North Macedonia,2015,Natural gas,0.064
North Macedonia,2016,Natural gas,0.086
North Macedonia,2017,Natural gas,0.15
North Macedonia,2018,Natural gas,0.193
North Macedonia,2019,Natural gas,0.193
North Macedonia,2020,Natural gas,0.248
North Macedonia,2021,Natural gas,0.288
North Macedonia,2022,Natural gas,0.142
North Macedonia,2023,Natural gas,0.116
North Macedonia,2024,Natural gas,0.197
Malta,1990,Natural gas,0
Malta,1991,Natural gas,0
Malta,1992,Natural gas,0
Malta,1993,Natural gas,0
Malta,1994,Natural gas,0
Malta,1995,Natural gas,0
Malta,1996,Natural gas,0
Malta,1997,Natural gas,0
Malta,1998,Natural gas,0
Malta,1999,Natural gas,0
Malta,2000,Natural gas,0
Malta,2001,Natural gas,0
Malta,2002,Natural gas,0
Malta,2003,Natural gas,0
Malta,2004,Natural gas,0
Malta,2005,Natural gas,0
Malta,2006,Natural gas,0
Malta,2007,Natural gas,0
Malta,2008,Natural gas,0
Malta,2009,Natural gas,0
Malta,2010,Natural gas,0
Malta,2011,Natural gas,0
Malta,2012,Natural gas,0
Malta,2013,Natural gas,0
Malta,2014,Natural gas,0
Malta,2015,Natural gas,0
Malta,2016,Natural gas,0
Malta,2017,Natural gas,0
Malta,2018,Natural gas,0
Malta,2019,Natural gas,0
Malta,2020,Natural gas,0
Malta,2021,Natural gas,0
Malta,2022,Natural gas,0
Malta,2023,Natural gas,0
Malta,2024,Natural gas,0
Netherlands,1990,Natural gas,8366.954
Netherlands,1991,Natural gas,9678.085
Netherlands,1992,Natural gas,8893.822
Netherlands,1993,Natural gas,9348.765
Netherlands,1994,Natural gas,8760.568
Netherlands,1995,Natural gas,9611.705
Netherlands,1996,Natural gas,11255.874
Netherlands,1997,Natural gas,9443.068
Netherlands,1998,Natural gas,8979.291
Netherlands,1999,Natural gas,8517.19
Netherlands,2000,Natural gas,8508.592
Netherlands,2001,Natural gas,9043.242
Netherlands,2002,Natural gas,8726.476
Netherlands,2003,Natural gas,8937.18
Netherlands,2004,Natural gas,8543.114
Netherlands,2005,Natural gas,8214.633
Netherlands,2006,Natural gas,8279.981
Netherlands,2007,Natural gas,7393.892
Netherlands,2008,Natural gas,8377.272
Netherlands,2009,Natural gas,8342.277
Netherlands,2010,Natural gas,9714.843
Netherlands,2011,Natural gas,7547.03
Netherlands,2012,Natural gas,8070.76
Netherlands,2013,Natural gas,8573.746
Netherlands,2014,Natural gas,6393.981
Netherlands,2015,Natural gas,6813.968
Netherlands,2016,Natural gas,7099.801
Netherlands,2017,Natural gas,6885.799
Netherlands,2018,Natural gas,6840.195
Netherlands,2019,Natural gas,6605.151
Netherlands,2020,Natural gas,6323.064
Netherlands,2021,Natural gas,7175.828
Netherlands,2022,Natural gas,5347.99
Netherlands,2023,Natural gas,4793.51
Netherlands,2024,Natural gas,4687.379
Norway,1990,Natural gas,0
Norway,1991,Natural gas,0
Norway,1992,Natural gas,0
Norway,1993,Natural gas,0
Norway,1994,Natural gas,0
Norway,1995,Natural gas,0
Norway,1996,Natural gas,0
Norway,1997,Natural gas,0
Norway,1998,Natural gas,0
Norway,1999,Natural gas,0
Norway,2000,Natural gas,0.107
Norway,2001,Natural gas,2.042
Norway,2002,Natural gas,1.956
Norway,2003,Natural gas,2.021
Norway,2004,Natural gas,2.859
Norway,2005,Natural gas,5.181
Norway,2006,Natural gas,3.332
Norway,2007,Natural gas,3.568
Norway,2008,Natural gas,3.074
Norway,2009,Natural gas,3.482
Norway,2010,Natural gas,3.964
Norway,2011,Natural gas,3.308
Norway,2012,Natural gas,3.549
Norway,2013,Natural gas,3.716
Norway,2014,Natural gas,3.801
Norway,2015,Natural gas,3.36
Norway,2016,Natural gas,3.608
Norway,2017,Natural gas,3.216
Norway,2018,Natural gas,3.211
Norway,2019,Natural gas,1.554
Norway,2020,Natural gas,1.566
Norway,2021,Natural gas,1.536
Norway,2022,Natural gas,1.235
Norway,2023,Natural gas,1.838
Norway,2024,Natural gas,1.169
Poland,1990,Natural gas,2918.788
Poland,1991,Natural gas,3192.756
Poland,1992,Natural gas,3372.786
Poland,1993,Natural gas,3381.814
Poland,1994,Natural gas,3622.592
Poland,1995,Natural gas,3811.006
Poland,1996,Natural gas,3416.853
Poland,1997,Natural gas,3583.212
Poland,1998,Natural gas,3302.472
Poland,1999,Natural gas,3248.194
Poland,2000,Natural gas,3047.936
Poland,2001,Natural gas,3194.261
Poland,2002,Natural gas,3035.555
Poland,2003,Natural gas,3048.366
Poland,2004,Natural gas,3018.444
Poland,2005,Natural gas,3227.064
Poland,2006,Natural gas,3312.446
Poland,2007,Natural gas,3167.627
Poland,2008,Natural gas,3139.639
Poland,2009,Natural gas,3221.002
Poland,2010,Natural gas,3545.218
Poland,2011,Natural gas,3235.507
Poland,2012,Natural gas,3377.31
Poland,2013,Natural gas,3419.933
Poland,2014,Natural gas,3143.1
Poland,2015,Natural gas,3157.719
Poland,2016,Natural gas,3466.693
Poland,2017,Natural gas,3629.954
Poland,2018,Natural gas,3561.458
Poland,2019,Natural gas,3638.773
Poland,2020,Natural gas,3841.427
Poland,2021,Natural gas,4566.035
Poland,2022,Natural gas,4338.762
Poland,2023,Natural gas,4205.247
Poland,2024,Natural gas,4234.061
Portugal,1990,Natural gas,0
Portugal,1991,Natural gas,0
Portugal,1992,Natural gas,0
Portugal,1993,Natural gas,0
Portugal,1994,Natural gas,0
Portugal,1995,Natural gas,0
Portugal,1996,Natural gas,0
Portugal,1997,Natural gas,0.838
Portugal,1998,Natural gas,7.696
Portugal,1999,Natural gas,36.135
Portugal,2000,Natural gas,73.173
Portugal,2001,Natural gas,117.111
Portugal,2002,Natural gas,146.518
Portugal,2003,Natural gas,158.018
Portugal,2004,Natural gas,181.255
Portugal,2005,Natural gas,199.936
Portugal,2006,Natural gas,202.601
Portugal,2007,Natural gas,220.206
Portugal,2008,Natural gas,229.901
Portugal,2009,Natural gas,264.166
Portugal,2010,Natural gas,299.011
Portugal,2011,Natural gas,257.975
Portugal,2012,Natural gas,257.803
Portugal,2013,Natural gas,244.733
Portugal,2014,Natural gas,258.147
Portugal,2015,Natural gas,262.889
Portugal,2016,Natural gas,243.84
Portugal,2017,Natural gas,250.733
Portugal,2018,Natural gas,274.225
Portugal,2019,Natural gas,285.267
Portugal,2020,Natural gas,295.747
Portugal,2021,Natural gas,287.759
Portugal,2022,Natural gas,267.919
Portugal,2023,Natural gas,251.654
Portugal,2024,Natural gas,254.926
Romania,1990,Natural gas,2258.083
Romania,1991,Natural gas,2736.371
Romania,1992,Natural gas,1545.894
Romania,1993,Natural gas,1648.001
Romania,1994,Natural gas,1693.874
Romania,1995,Natural gas,1790.219
Romania,1996,Natural gas,1711.758
Romania,1997,Natural gas,2057.61
Romania,1998,Natural gas,2230.46
Romania,1999,Natural gas,2032.158
Romania,2000,Natural gas,2216.874
Romania,2001,Natural gas,1994.819
Romania,2002,Natural gas,2351.827
Romania,2003,Natural gas,2561.178
Romania,2004,Natural gas,2543.508
Romania,2005,Natural gas,2300.666
Romania,2006,Natural gas,2547.592
Romania,2007,Natural gas,2067.39
Romania,2008,Natural gas,2188.586
Romania,2009,Natural gas,2146.819
Romania,2010,Natural gas,2205.696
Romania,2011,Natural gas,2331.965
Romania,2012,Natural gas,2543.659
Romania,2013,Natural gas,2444.669
Romania,2014,Natural gas,2173.259
Romania,2015,Natural gas,2242.82
Romania,2016,Natural gas,2287.661
Romania,2017,Natural gas,2473.938
Romania,2018,Natural gas,2539.206
Romania,2019,Natural gas,2530.106
Romania,2020,Natural gas,2745.97
Romania,2021,Natural gas,3238.374
Romania,2022,Natural gas,2709.262
Romania,2023,Natural gas,2619.486
Romania,2024,Natural gas,2628.647
Serbia,1990,Natural gas,0
Serbia,1991,Natural gas,0
Serbia,1992,Natural gas,232.717
Serbia,1993,Natural gas,145.034
Serbia,1994,Natural gas,121.066
Serbia,1995,Natural gas,142.992
Serbia,1996,Natural gas,236.092
Serbia,1997,Natural gas,260.92
Serbia,1998,Natural gas,243.057
Serbia,1999,Natural gas,176.655
Serbia,2000,Natural gas,186.393
Serbia,2001,Natural gas,186.887
Serbia,2002,Natural gas,187.382
Serbia,2003,Natural gas,195.959
Serbia,2004,Natural gas,248.882
Serbia,2005,Natural gas,208.405
Serbia,2006,Natural gas,214.424
Serbia,2007,Natural gas,81.642
Serbia,2008,Natural gas,182.889
Serbia,2009,Natural gas,198.99
Serbia,2010,Natural gas,215.327
Serbia,2011,Natural gas,212.317
Serbia,2012,Natural gas,194.475
Serbia,2013,Natural gas,174.011
Serbia,2014,Natural gas,142.568
Serbia,2015,Natural gas,151.14
Serbia,2016,Natural gas,167.735
Serbia,2017,Natural gas,191.112
Serbia,2018,Natural gas,194.274
Serbia,2019,Natural gas,203.179
Serbia,2020,Natural gas,241.254
Serbia,2021,Natural gas,295.939
Serbia,2022,Natural gas,300.425
Serbia,2023,Natural gas,290.689
Serbia,2024,Natural gas,321.001
Sweden,1990,Natural gas,34.05
Sweden,1991,Natural gas,46.496
Sweden,1992,Natural gas,48.689
Sweden,1993,Natural gas,55.116
Sweden,1994,Natural gas,63.22
Sweden,1995,Natural gas,62.532
Sweden,1996,Natural gas,60.146
Sweden,1997,Natural gas,56.04
Sweden,1998,Natural gas,77.966
Sweden,1999,Natural gas,86.651
Sweden,2000,Natural gas,75.795
Sweden,2001,Natural gas,90.606
Sweden,2002,Natural gas,47.163
Sweden,2003,Natural gas,38.994
Sweden,2004,Natural gas,42.67
Sweden,2005,Natural gas,45.722
Sweden,2006,Natural gas,32.782
Sweden,2007,Natural gas,40.606
Sweden,2008,Natural gas,41.896
Sweden,2009,Natural gas,66.079
Sweden,2010,Natural gas,76.053
Sweden,2011,Natural gas,69.475
Sweden,2012,Natural gas,45.12
Sweden,2013,Natural gas,33.405
Sweden,2014,Natural gas,29.127
Sweden,2015,Natural gas,27.365
Sweden,2016,Natural gas,30.224
Sweden,2017,Natural gas,26.074
Sweden,2018,Natural gas,32.696
Sweden,2019,Natural gas,19.903
Sweden,2020,Natural gas,19.017
Sweden,2021,Natural gas,29.841
Sweden,2022,Natural gas,25.716
Sweden,2023,Natural gas,23.224
Sweden,2024,Natural gas,21.251
Slovenia,1990,Natural gas,26.956
Slovenia,1991,Natural gas,34.63
Slovenia,1992,Natural gas,39.123
Slovenia,1993,Natural gas,40.757
Slovenia,1994,Natural gas,36.629
Slovenia,1995,Natural gas,54.622
Slovenia,1996,Natural gas,45.507
Slovenia,1997,Natural gas,45.507
Slovenia,1998,Natural gas,49.828
Slovenia,1999,Natural gas,67.691
Slovenia,2000,Natural gas,58.598
Slovenia,2001,Natural gas,61.866
Slovenia,2002,Natural gas,68.358
Slovenia,2003,Natural gas,86.264
Slovenia,2004,Natural gas,98.022
Slovenia,2005,Natural gas,98.474
Slovenia,2006,Natural gas,93.422
Slovenia,2007,Natural gas,85.297
Slovenia,2008,Natural gas,102.279
Slovenia,2009,Natural gas,106.062
Slovenia,2010,Natural gas,113.715
Slovenia,2011,Natural gas,113.242
Slovenia,2012,Natural gas,117.197
Slovenia,2013,Natural gas,114.402
Slovenia,2014,Natural gas,88.564
Slovenia,2015,Natural gas,103.482
Slovenia,2016,Natural gas,114.961
Slovenia,2017,Natural gas,119.054
Slovenia,2018,Natural gas,110.945
Slovenia,2019,Natural gas,105.76
Slovenia,2020,Natural gas,105.605
Slovenia,2021,Natural gas,112.452
Slovenia,2022,Natural gas,100.254
Slovenia,2023,Natural gas,84.09
Slovenia,2024,Natural gas,76.827
Slovakia,1990,Natural gas,1090.993
Slovakia,1991,Natural gas,855.374
Slovakia,1992,Natural gas,854.471
Slovakia,1993,Natural gas,838.457
Slovakia,1994,Natural gas,898.99
Slovakia,1995,Natural gas,1020.765
Slovakia,1996,Natural gas,1225.301
Slovakia,1997,Natural gas,1359.759
Slovakia,1998,Natural gas,1451.44
Slovakia,1999,Natural gas,1560.533
Slovakia,2000,Natural gas,1642.218
Slovakia,2001,Natural gas,1656.814
Slovakia,2002,Natural gas,1603.181
Slovakia,2003,Natural gas,1609.286
Slovakia,2004,Natural gas,1487.446
Slovakia,2005,Natural gas,1417.519
Slovakia,2006,Natural gas,1283.276
Slovakia,2007,Natural gas,1110.254
Slovakia,2008,Natural gas,1182.201
Slovakia,2009,Natural gas,1205.89
Slovakia,2010,Natural gas,1332.18
Slovakia,2011,Natural gas,1172.743
Slovakia,2012,Natural gas,1083.813
Slovakia,2013,Natural gas,1144.69
Slovakia,2014,Natural gas,1037.059
Slovakia,2015,Natural gas,1050.537
Slovakia,2016,Natural gas,1067.949
Slovakia,2017,Natural gas,1150.021
Slovakia,2018,Natural gas,1118.851
Slovakia,2019,Natural gas,1120.001
Slovakia,2020,Natural gas,1143.392
Slovakia,2021,Natural gas,1228.432
Slovakia,2022,Natural gas,1107.692
Slovakia,2023,Natural gas,1049.699
Slovakia,2024,Natural gas,994.72
Türkiye,1990,Natural gas,40.628
Türkiye,1991,Natural gas,151.483
Türkiye,1992,Natural gas,306.664
Türkiye,1993,Natural gas,444.583
Türkiye,1994,Natural gas,522.807
Türkiye,1995,Natural gas,1122.958
Türkiye,1996,Natural gas,1410.275
Türkiye,1997,Natural gas,1835.77
Türkiye,1998,Natural gas,2159.415
Türkiye,1999,Natural gas,2368.874
Türkiye,2000,Natural gas,2695.056
Türkiye,2001,Natural gas,3000.322
Türkiye,2002,Natural gas,3117.799
Türkiye,2003,Natural gas,3727.408
Türkiye,2004,Natural gas,3897.227
Türkiye,2005,Natural gas,4784.738
Türkiye,2006,Natural gas,6182.997
Türkiye,2007,Natural gas,6902.923
Türkiye,2008,Natural gas,6525.881
Türkiye,2009,Natural gas,4397.592
Türkiye,2010,Natural gas,4848.753
Türkiye,2011,Natural gas,7227.386
Türkiye,2012,Natural gas,7284.931
Türkiye,2013,Natural gas,7853.805
Türkiye,2014,Natural gas,7660.383
Türkiye,2015,Natural gas,9056.621
Türkiye,2016,Natural gas,9567.068
Türkiye,2017,Natural gas,11134.944
Türkiye,2018,Natural gas,10457.465
Türkiye,2019,Natural gas,11852.253
Türkiye,2020,Natural gas,12840.934
Türkiye,2021,Natural gas,13717.561
Türkiye,2022,Natural gas,14808.206
Türkiye,2023,Natural gas,13969.951
Türkiye,2024,Natural gas,15579.126
Ukraine,1990,Natural gas,8735.791
Ukraine,1991,Natural gas,11379.751
Ukraine,1992,Natural gas,10688.758
Ukraine,1993,Natural gas,11261.694
Ukraine,1994,Natural gas,12233.083
Ukraine,1995,Natural gas,11276.118
Ukraine,1996,Natural gas,17233.856
Ukraine,1997,Natural gas,14227.365
Ukraine,1998,Natural gas,11869.776
Ukraine,1999,Natural gas,13408.706
Ukraine,2000,Natural gas,12818.379
Ukraine,2001,Natural gas,12649.721
Ukraine,2002,Natural gas,12734.05
Ukraine,2003,Natural gas,13408.706
Ukraine,2004,Natural gas,13324.377
Ukraine,2005,Natural gas,14347.7
Ukraine,2006,Natural gas,14884.394
Ukraine,2007,Natural gas,13525.881
Ukraine,2008,Natural gas,13843.53
Ukraine,2009,Natural gas,13217.003
Ukraine,2010,Natural gas,14066.853
Ukraine,2011,Natural gas,14064.037
Ukraine,2012,Natural gas,13763.801
Ukraine,2013,Natural gas,13516.939
Ukraine,2014,Natural gas,11746.84
Ukraine,2015,Natural gas,9085.404
Ukraine,2016,Natural gas,9286.414
Ukraine,2017,Natural gas,8829.72
Ukraine,2018,Natural gas,8478.147
Ukraine,2019,Natural gas,6843.322
Ukraine,2020,Natural gas,6556.771
United Kingdom,1990,Natural gas,23246.711
United Kingdom,1991,Natural gas,25844.196
United Kingdom,1992,Natural gas,25545.142
United Kingdom,1993,Natural gas,26323.818
United Kingdom,1994,Natural gas,25514.961
United Kingdom,1995,Natural gas,25228.633
United Kingdom,1996,Natural gas,29084.867
United Kingdom,1997,Natural gas,26739.359
United Kingdom,1998,Natural gas,27541.316
United Kingdom,1999,Natural gas,27709.329
United Kingdom,2000,Natural gas,28625.795
United Kingdom,2001,Natural gas,29362.296
United Kingdom,2002,Natural gas,29125.946
United Kingdom,2003,Natural gas,29908.641
United Kingdom,2004,Natural gas,30676.677
United Kingdom,2005,Natural gas,29552.107
United Kingdom,2006,Natural gas,28395.12
United Kingdom,2007,Natural gas,27307.051
United Kingdom,2008,Natural gas,27824.463
United Kingdom,2009,Natural gas,26713.607
United Kingdom,2010,Natural gas,30149.269
United Kingdom,2011,Natural gas,23899.979
United Kingdom,2012,Natural gas,26557.352
United Kingdom,2013,Natural gas,26659.566
United Kingdom,2014,Natural gas,21953.556
United Kingdom,2015,Natural gas,23033.578
United Kingdom,2016,Natural gas,23616.488
United Kingdom,2017,Natural gas,22722.83
United Kingdom,2018,Natural gas,24085.369
United Kingdom,2019,Natural gas,23984.61
Kosovo*,2000,Natural gas,0
Kosovo*,2001,Natural gas,0
Kosovo*,2002,Natural gas,0
Kosovo*,2003,Natural gas,0
Kosovo*,2004,Natural gas,0
Kosovo*,2005,Natural gas,0
Kosovo*,2006,Natural gas,0
Kosovo*,2007,Natural gas,0
Kosovo*,2008,Natural gas,0
Kosovo*,2009,Natural gas,0
Kosovo*,2010,Natural gas,0
Kosovo*,2011,Natural gas,0
Kosovo*,2012,Natural gas,0
Kosovo*,2013,Natural gas,0
Kosovo*,2014,Natural gas,0
Kosovo*,2015,Natural gas,0
Kosovo*,2016,Natural gas,0
Kosovo*,2017,Natural gas,0
Kosovo*,2018,Natural gas,0
Kosovo*,2019,Natural gas,0
Kosovo*,2020,Natural gas,0
Kosovo*,2021,Natural gas,0
Kosovo*,2022,Natural gas,0
Kosovo*,2023,Natural gas,0
Kosovo*,2024,Natural gas,0
Albania,1990,Total,527.995
Albania,1991,Total,531.026
Albania,1992,Total,508.966
Albania,1993,Total,469.652
Albania,1994,Total,452.131
Albania,1995,Total,474.021
Albania,1996,Total,516.029
Albania,1997,Total,493.527
Albania,1998,Total,483.591
Albania,1999,Total,354.866
Albania,2000,Total,376.228
Albania,2001,Total,374.471
Albania,2002,Total,606.594
Albania,2003,Total,381.387
Albania,2004,Total,549.313
Albania,2005,Total,517.253
Albania,2006,Total,451.947
Albania,2007,Total,423.106
Albania,2008,Total,445.281
Albania,2009,Total,487.171
Albania,2010,Total,489.039
Albania,2011,Total,498.28
Albania,2012,Total,509.086
Albania,2013,Total,580.003
Albania,2014,Total,556.243
Albania,2015,Total,532.287
Albania,2016,Total,496.35
Albania,2017,Total,492.58
Albania,2018,Total,510.484
Albania,2019,Total,504.986
Albania,2020,Total,538.642
Albania,2021,Total,548.63
Albania,2022,Total,524.447
Albania,2023,Total,513.467
Albania,2024,Total,523.736
Austria,1990,Total,5881.122
Austria,1991,Total,6531.442
Austria,1992,Total,6164.417
Austria,1993,Total,6274.606
Austria,1994,Total,5917.381
Austria,1995,Total,6322.048
Austria,1996,Total,6961.087
Austria,1997,Total,6272.585
Austria,1998,Total,6379.629
Austria,1999,Total,6547.373
Austria,2000,Total,6348.279
Austria,2001,Total,6692.112
Austria,2002,Total,6435.814
Austria,2003,Total,6562.525
Austria,2004,Total,6431.332
Austria,2005,Total,6579.722
Austria,2006,Total,6513.102
Austria,2007,Total,6266.402
Austria,2008,Total,6391.879
Austria,2009,Total,6482.555
Austria,2010,Total,7058.518
Austria,2011,Total,6551.505
Austria,2012,Total,6677.819
Austria,2013,Total,6911.132
Austria,2014,Total,6239.87
Austria,2015,Total,6631.937
Austria,2016,Total,6919.098
Austria,2017,Total,6955.601
Austria,2018,Total,6531.091
Austria,2019,Total,6687.86
Austria,2020,Total,7033.251
Austria,2021,Total,7811.649
Austria,2022,Total,7108.457
Austria,2023,Total,7270.904
Austria,2024,Total,6932.267
Bosnia and Herzegovina,2014,Total,980.816
Bosnia and Herzegovina,2015,Total,1113.03
Bosnia and Herzegovina,2016,Total,1139.361
Bosnia and Herzegovina,2017,Total,1045.641
Bosnia and Herzegovina,2018,Total,1719.424
Bosnia and Herzegovina,2019,Total,1686.605
Bosnia and Herzegovina,2020,Total,1800.155
Bosnia and Herzegovina,2021,Total,1787.67
Bosnia and Herzegovina,2022,Total,1840.954
Bosnia and Herzegovina,2023,Total,1780.052
Bosnia and Herzegovina,2024,Total,1750.849
Belgium,1990,Total,8289.251
Belgium,1991,Total,9151.751
Belgium,1992,Total,9147.798
Belgium,1993,Total,9091.449
Belgium,1994,Total,8937.893
Belgium,1995,Total,9320.715
Belgium,1996,Total,10619.932
Belgium,1997,Total,9883.169
Belgium,1998,Total,9911.078
Belgium,1999,Total,9509.609
Belgium,2000,Total,9495.102
Belgium,2001,Total,9894.429
Belgium,2002,Total,9336.629
Belgium,2003,Total,9871.061
Belgium,2004,Total,9192.162
Belgium,2005,Total,9139.623
Belgium,2006,Total,8721.525
Belgium,2007,Total,8076.445
Belgium,2008,Total,9129.436
Belgium,2009,Total,8663.25
Belgium,2010,Total,9609.273
Belgium,2011,Total,8001.234
Belgium,2012,Total,8463.703
Belgium,2013,Total,9085.395
Belgium,2014,Total,7442.63
Belgium,2015,Total,8229.602
Belgium,2016,Total,8255.911
Belgium,2017,Total,8131.16
Belgium,2018,Total,8039.139
Belgium,2019,Total,7503.961
Belgium,2020,Total,7581.389
Belgium,2021,Total,8228.015
Belgium,2022,Total,7036.456
Belgium,2023,Total,6947.24
Belgium,2024,Total,7099.329
Bulgaria,1990,Total,2336.07
Bulgaria,1991,Total,2479.321
Bulgaria,1992,Total,2626.804
Bulgaria,1993,Total,2829.252
Bulgaria,1994,Total,2443.498
Bulgaria,1995,Total,2447.466
Bulgaria,1996,Total,2685.13
Bulgaria,1997,Total,2213.172
Bulgaria,1998,Total,2424.369
Bulgaria,1999,Total,2174.123
Bulgaria,2000,Total,2101.596
Bulgaria,2001,Total,1975.063
Bulgaria,2002,Total,2116.749
Bulgaria,2003,Total,2231.753
Bulgaria,2004,Total,2084.563
Bulgaria,2005,Total,2089.666
Bulgaria,2006,Total,2158.268
Bulgaria,2007,Total,2061.67
Bulgaria,2008,Total,2113.463
Bulgaria,2009,Total,2114.011
Bulgaria,2010,Total,2243.337
Bulgaria,2011,Total,2374.281
Bulgaria,2012,Total,2352.559
Bulgaria,2013,Total,2241.036
Bulgaria,2014,Total,2164.991
Bulgaria,2015,Total,2192.912
Bulgaria,2016,Total,2252.111
Bulgaria,2017,Total,2318.715
Bulgaria,2018,Total,2229.672
Bulgaria,2019,Total,2162.252
Bulgaria,2020,Total,2382.245
Bulgaria,2021,Total,2403.893
Bulgaria,2022,Total,2137.397
Bulgaria,2023,Total,2046.582
Bulgaria,2024,Total,1961.546
Cyprus,1990,Total,106.518
Cyprus,1991,Total,108.496
Cyprus,1992,Total,130.393
Cyprus,1993,Total,130.331
Cyprus,1994,Total,136.539
Cyprus,1995,Total,140.664
Cyprus,1996,Total,147.299
Cyprus,1997,Total,151.381
Cyprus,1998,Total,156.186
Cyprus,1999,Total,158.137
Cyprus,2000,Total,175.697
Cyprus,2001,Total,174.58
Cyprus,2002,Total,192.921
Cyprus,2003,Total,209.305
Cyprus,2004,Total,201.529
Cyprus,2005,Total,317.142
Cyprus,2006,Total,328.301
Cyprus,2007,Total,339.644
Cyprus,2008,Total,335.736
Cyprus,2009,Total,356.632
Cyprus,2010,Total,335.536
Cyprus,2011,Total,355.125
Cyprus,2012,Total,349.996
Cyprus,2013,Total,304.971
Cyprus,2014,Total,292.183
Cyprus,2015,Total,323.916
Cyprus,2016,Total,333.642
Cyprus,2017,Total,342.362
Cyprus,2018,Total,334.957
Cyprus,2019,Total,359.703
Cyprus,2020,Total,363.552
Cyprus,2021,Total,355.143
Cyprus,2022,Total,360.543
Cyprus,2023,Total,336.459
Cyprus,2024,Total,347.807
Czechia,1990,Total,7343.44
Czechia,1991,Total,7027.503
Czechia,1992,Total,6493.784
Czechia,1993,Total,6392.034
Czechia,1994,Total,6410.515
Czechia,1995,Total,6584.005
Czechia,1996,Total,7341.635
Czechia,1997,Total,6989.25
Czechia,1998,Total,6575.111
Czechia,1999,Total,6529.019
Czechia,2000,Total,6437.123
Czechia,2001,Total,7007.797
Czechia,2002,Total,6719.303
Czechia,2003,Total,6933.364
Czechia,2004,Total,6828.858
Czechia,2005,Total,6665.539
Czechia,2006,Total,6786.785
