Country,Year,Fuel,Energy_Use_Household_ktoe
Czechia,2007,Total,6414.496
Czechia,2008,Total,6512.139
Czechia,2009,Total,6656.571
Czechia,2010,Total,7440.711
Czechia,2011,Total,6863.723
Czechia,2012,Total,7115.57
Czechia,2013,Total,7269.133
Czechia,2014,Total,6554.173
Czechia,2015,Total,6769.51
Czechia,2016,Total,7090.172
Czechia,2017,Total,7202.965
Czechia,2018,Total,7042.708
Czechia,2019,Total,6963.387
Czechia,2020,Total,7148.052
Czechia,2021,Total,7864.166
Czechia,2022,Total,7157.766
Czechia,2023,Total,6416.158
Czechia,2024,Total,6229.411
Germany,1990,Total,63146.022
Germany,1991,Total,65038.309
Germany,1992,Total,62291.711
Germany,1993,Total,66393.555
Germany,1994,Total,63846.118
Germany,1995,Total,66361.722
Germany,1996,Total,72456.181
Germany,1997,Total,71390.388
Germany,1998,Total,70377.801
Germany,1999,Total,66084.386
Germany,2000,Total,65318.005
Germany,2001,Total,69841.678
Germany,2002,Total,67261.931
Germany,2003,Total,66762.514
Germany,2004,Total,64783.736
Germany,2005,Total,63683.413
Germany,2006,Total,64673.494
Germany,2007,Total,55653.719
Germany,2008,Total,62663.086
Germany,2009,Total,59464.701
Germany,2010,Total,63839.122
Germany,2011,Total,56020.249
Germany,2012,Total,59188.124
Germany,2013,Total,62517.628
Germany,2014,Total,53648.149
Germany,2015,Total,54959.824
Germany,2016,Total,56963.58
Germany,2017,Total,56777.115
Germany,2018,Total,55822.36
Germany,2019,Total,57743.03
Germany,2020,Total,57979.779
Germany,2021,Total,57672.167
Germany,2022,Total,57434.806
Germany,2023,Total,52434.691
Germany,2024,Total,52455.834
Denmark,1990,Total,4043.774
Denmark,1991,Total,4391.519
Denmark,1992,Total,4226.278
Denmark,1993,Total,4586.545
Denmark,1994,Total,4423.659
Denmark,1995,Total,4524.092
Denmark,1996,Total,4831.97
Denmark,1997,Total,4521.943
Denmark,1998,Total,4505.559
Denmark,1999,Total,4389.114
Denmark,2000,Total,4217.606
Denmark,2001,Total,4467.002
Denmark,2002,Total,4360.863
Denmark,2003,Total,4470.77
Denmark,2004,Total,4459.735
Denmark,2005,Total,4514.564
Denmark,2006,Total,4514.728
Denmark,2007,Total,4515.458
Denmark,2008,Total,4501.163
Denmark,2009,Total,4510.054
Denmark,2010,Total,5005.148
Denmark,2011,Total,4496.279
Denmark,2012,Total,4444.462
Denmark,2013,Total,4484.143
Denmark,2014,Total,4143.762
Denmark,2015,Total,4445.518
Denmark,2016,Total,4601.363
Denmark,2017,Total,4498.219
Denmark,2018,Total,4450.344
Denmark,2019,Total,4389.392
Denmark,2020,Total,4273.399
Denmark,2021,Total,4519.97
Denmark,2022,Total,3998.544
Denmark,2023,Total,4096.01
Denmark,2024,Total,4135.652
Estonia,1990,Total,1006.216
Estonia,1991,Total,885.008
Estonia,1992,Total,773.142
Estonia,1993,Total,751.733
Estonia,1994,Total,888.218
Estonia,1995,Total,1082.343
Estonia,1996,Total,1147.364
Estonia,1997,Total,1146.558
Estonia,1998,Total,1000.777
Estonia,1999,Total,954.78
Estonia,2000,Total,926.31
Estonia,2001,Total,946.972
Estonia,2002,Total,915.904
Estonia,2003,Total,924.163
Estonia,2004,Total,921.954
Estonia,2005,Total,889.167
Estonia,2006,Total,881.169
Estonia,2007,Total,961.519
Estonia,2008,Total,951.951
Estonia,2009,Total,970.068
Estonia,2010,Total,1026.849
Estonia,2011,Total,935.253
Estonia,2012,Total,970.828
Estonia,2013,Total,933.506
Estonia,2014,Total,888.143
Estonia,2015,Total,857.435
Estonia,2016,Total,930.578
Estonia,2017,Total,940.914
Estonia,2018,Total,941.042
Estonia,2019,Total,951.351
Estonia,2020,Total,944.704
Estonia,2021,Total,965.256
Estonia,2022,Total,963.88
Estonia,2023,Total,935.976
Estonia,2024,Total,978.233
Greece,1990,Total,3061.592
Greece,1991,Total,3148.845
Greece,1992,Total,3177.848
Greece,1993,Total,3160.124
Greece,1994,Total,3210.379
Greece,1995,Total,3335.906
Greece,1996,Total,3954.978
Greece,1997,Total,4119.198
Greece,1998,Total,4261.447
Greece,1999,Total,4280.208
Greece,2000,Total,4557.257
Greece,2001,Total,4776.463
Greece,2002,Total,4980.549
Greece,2003,Total,5580.489
Greece,2004,Total,5479.218
Greece,2005,Total,5573.93
Greece,2006,Total,5573.229
Greece,2007,Total,5421.205
Greece,2008,Total,5270.447
Greece,2009,Total,4887.508
Greece,2010,Total,4666.492
Greece,2011,Total,5526.044
Greece,2012,Total,5096.015
Greece,2013,Total,3821.337
Greece,2014,Total,3844.875
Greece,2015,Total,4460.625
Greece,2016,Total,4337.452
Greece,2017,Total,4401.052
Greece,2018,Total,3903.48
Greece,2019,Total,4099.875
Greece,2020,Total,4277.83
Greece,2021,Total,4278.524
Greece,2022,Total,4325.475
Greece,2023,Total,3773.874
Greece,2024,Total,3862.774
Spain,1990,Total,9248.008
Spain,1991,Total,9763.813
Spain,1992,Total,9840.176
Spain,1993,Total,9878.886
Spain,1994,Total,10341.137
Spain,1995,Total,10079.48
Spain,1996,Total,10644.52
Spain,1997,Total,10823.964
Spain,1998,Total,11170.268
Spain,1999,Total,11882.808
Spain,2000,Total,12058.766
Spain,2001,Total,12674.272
Spain,2002,Total,13007.117
Spain,2003,Total,13953.314
Spain,2004,Total,14725.84
Spain,2005,Total,15183.649
Spain,2006,Total,15625.295
Spain,2007,Total,15667.133
Spain,2008,Total,15534.804
Spain,2009,Total,15957.589
Spain,2010,Total,16951.831
Spain,2011,Total,15633.895
Spain,2012,Total,15530.469
Spain,2013,Total,14888.925
Spain,2014,Total,14787.31
Spain,2015,Total,15269.842
Spain,2016,Total,14331.695
Spain,2017,Total,14392.022
Spain,2018,Total,15178.832
Spain,2019,Total,14445.322
Spain,2020,Total,14555.763
Spain,2021,Total,14513.752
Spain,2022,Total,14016.209
Spain,2023,Total,13671.209
Spain,2024,Total,13879.984
European Union - 27 countries (from 2020),1990,Total,239836.935
European Union - 27 countries (from 2020),1991,Total,253316.711
European Union - 27 countries (from 2020),1992,Total,245051.754
European Union - 27 countries (from 2020),1993,Total,253753.867
European Union - 27 countries (from 2020),1994,Total,243337.326
European Union - 27 countries (from 2020),1995,Total,249717.636
European Union - 27 countries (from 2020),1996,Total,269748.802
European Union - 27 countries (from 2020),1997,Total,260113.384
European Union - 27 countries (from 2020),1998,Total,260236.827
European Union - 27 countries (from 2020),1999,Total,255457.079
European Union - 27 countries (from 2020),2000,Total,248561.151
European Union - 27 countries (from 2020),2001,Total,261831.971
European Union - 27 countries (from 2020),2002,Total,256344.277
European Union - 27 countries (from 2020),2003,Total,265226.426
European Union - 27 countries (from 2020),2004,Total,263355.479
European Union - 27 countries (from 2020),2005,Total,266318.911
European Union - 27 countries (from 2020),2006,Total,265389.687
European Union - 27 countries (from 2020),2007,Total,249232.527
European Union - 27 countries (from 2020),2008,Total,264259.583
European Union - 27 countries (from 2020),2009,Total,262381.089
European Union - 27 countries (from 2020),2010,Total,279599.45
European Union - 27 countries (from 2020),2011,Total,253107.01
European Union - 27 countries (from 2020),2012,Total,264767.02
European Union - 27 countries (from 2020),2013,Total,267762.82
European Union - 27 countries (from 2020),2014,Total,235461.261
European Union - 27 countries (from 2020),2015,Total,246412.024
European Union - 27 countries (from 2020),2016,Total,252786.185
European Union - 27 countries (from 2020),2017,Total,253568.328
European Union - 27 countries (from 2020),2018,Total,251403.582
European Union - 27 countries (from 2020),2019,Total,248877.415
European Union - 27 countries (from 2020),2020,Total,249259.394
European Union - 27 countries (from 2020),2021,Total,262365.267
European Union - 27 countries (from 2020),2022,Total,241805.633
European Union - 27 countries (from 2020),2023,Total,228513.357
European Union - 27 countries (from 2020),2024,Total,228130.777
Finland,1990,Total,5352.682
Finland,1991,Total,5578.614
Finland,1992,Total,5568.079
Finland,1993,Total,5345.188
Finland,1994,Total,5540.91
Finland,1995,Total,5448.897
Finland,1996,Total,5369.206
Finland,1997,Total,5232.02
Finland,1998,Total,5402.355
Finland,1999,Total,5175.026
Finland,2000,Total,4491.67
Finland,2001,Total,4883.755
Finland,2002,Total,4969.496
Finland,2003,Total,5118.348
Finland,2004,Total,5035.809
Finland,2005,Total,5020.097
Finland,2006,Total,5122.043
Finland,2007,Total,5124.068
Finland,2008,Total,4991.511
Finland,2009,Total,5246.749
Finland,2010,Total,5811.348
Finland,2011,Total,5091.152
Finland,2012,Total,5455.635
Finland,2013,Total,5172.734
Finland,2014,Total,5126.2
Finland,2015,Total,4950.975
Finland,2016,Total,5342.235
Finland,2017,Total,5761.435
Finland,2018,Total,5691.11
Finland,2019,Total,5631.035
Finland,2020,Total,5284.813
Finland,2021,Total,5962.385
Finland,2022,Total,5594.322
Finland,2023,Total,5465.387
Finland,2024,Total,5362.842
France,1990,Total,38195.822
France,1991,Total,43010.343
France,1992,Total,42050.283
France,1993,Total,41644.949
France,1994,Total,38598.019
France,1995,Total,39005.727
France,1996,Total,42903.359
France,1997,Total,39832.782
France,1998,Total,42045.498
France,1999,Total,41923.766
France,2000,Total,40594.423
France,2001,Total,42483.029
France,2002,Total,40813.954
France,2003,Total,42331.548
France,2004,Total,44031.519
France,2005,Total,43009
France,2006,Total,42393.288
France,2007,Total,40421.133
France,2008,Total,44171.591
France,2009,Total,43976.87
France,2010,Total,45407.793
France,2011,Total,40281.831
France,2012,Total,44796.251
France,2013,Total,46934.921
France,2014,Total,38260.942
France,2015,Total,40692.404
France,2016,Total,43102.268
France,2017,Total,42420.967
France,2018,Total,41029.548
France,2019,Total,40771.075
France,2020,Total,39984.582
France,2021,Total,43310.438
France,2022,Total,37920.921
France,2023,Total,36640.154
France,2024,Total,36623.464
Georgia,2013,Total,1159.32
Georgia,2014,Total,1194.979
Georgia,2015,Total,1201.348
Georgia,2016,Total,1266.269
Georgia,2017,Total,1336.297
Georgia,2018,Total,1227.303
Georgia,2019,Total,1300.65
Georgia,2020,Total,1408.174
Georgia,2021,Total,1507.717
Georgia,2022,Total,1575.63
Georgia,2023,Total,1586.086
Georgia,2024,Total,1740.68
Croatia,1990,Total,1971.244
Croatia,1991,Total,2272.567
Croatia,1992,Total,1974.941
Croatia,1993,Total,2058.863
Croatia,1994,Total,1978.224
Croatia,1995,Total,2166.831
Croatia,1996,Total,2426.658
Croatia,1997,Total,2363.492
Croatia,1998,Total,2368.9
Croatia,1999,Total,2484.067
Croatia,2000,Total,2294.89
Croatia,2001,Total,2469.763
Croatia,2002,Total,2483.313
Croatia,2003,Total,2706.366
Croatia,2004,Total,2701.991
Croatia,2005,Total,2826.121
Croatia,2006,Total,2658.936
Croatia,2007,Total,2530.131
Croatia,2008,Total,2589.92
Croatia,2009,Total,2645.608
Croatia,2010,Total,2770.882
Croatia,2011,Total,2643.5
Croatia,2012,Total,2561.304
Croatia,2013,Total,2493.453
Croatia,2014,Total,2228.532
Croatia,2015,Total,2429.916
Croatia,2016,Total,2409.158
Croatia,2017,Total,2392.72
Croatia,2018,Total,2298.895
Croatia,2019,Total,2238.586
Croatia,2020,Total,2277.143
Croatia,2021,Total,2441.87
Croatia,2022,Total,2286.359
Croatia,2023,Total,2224.526
Croatia,2024,Total,2213.975
Hungary,1990,Total,6720.543
Hungary,1991,Total,6968.345
Hungary,1992,Total,6366.602
Hungary,1993,Total,6323.553
Hungary,1994,Total,6202.577
Hungary,1995,Total,6200.435
Hungary,1996,Total,6235.352
Hungary,1997,Total,5833.068
Hungary,1998,Total,5634.655
Hungary,1999,Total,5779.695
Hungary,2000,Total,5601.853
Hungary,2001,Total,6009.595
Hungary,2002,Total,6016.637
Hungary,2003,Total,6603.918
Hungary,2004,Total,6091.489
Hungary,2005,Total,6969.275
Hungary,2006,Total,6713.445
Hungary,2007,Total,6117.605
Hungary,2008,Total,6017.799
Hungary,2009,Total,6311.473
Hungary,2010,Total,6648.743
Hungary,2011,Total,6569.577
Hungary,2012,Total,6375.847
Hungary,2013,Total,6209.747
Hungary,2014,Total,5487.452
Hungary,2015,Total,5969.813
Hungary,2016,Total,6156.505
Hungary,2017,Total,6294.138
Hungary,2018,Total,5818.115
Hungary,2019,Total,5676.869
Hungary,2020,Total,5980.487
Hungary,2021,Total,6374.4
Hungary,2022,Total,5821.192
Hungary,2023,Total,5367.117
Hungary,2024,Total,5327.465
Ireland,1990,Total,2332.399
Ireland,1991,Total,2318.697
Ireland,1992,Total,2166.834
Ireland,1993,Total,2199.713
Ireland,1994,Total,2250.996
Ireland,1995,Total,2257.317
Ireland,1996,Total,2404.681
Ireland,1997,Total,2376.018
Ireland,1998,Total,2574.291
Ireland,1999,Total,2648.199
Ireland,2000,Total,2713.224
Ireland,2001,Total,2887.85
Ireland,2002,Total,2880.413
Ireland,2003,Total,3031.057
Ireland,2004,Total,3141.282
Ireland,2005,Total,3301.403
Ireland,2006,Total,3319.511
Ireland,2007,Total,3274.797
Ireland,2008,Total,3579.199
Ireland,2009,Total,3478.347
Ireland,2010,Total,3596.268
Ireland,2011,Total,3159.709
Ireland,2012,Total,3005.499
Ireland,2013,Total,2920.575
Ireland,2014,Total,2671.878
Ireland,2015,Total,2829.165
Ireland,2016,Total,2918.087
Ireland,2017,Total,2768.312
Ireland,2018,Total,2950.805
Ireland,2019,Total,2868.37
Ireland,2020,Total,3132.847
Ireland,2021,Total,2983.656
Ireland,2022,Total,2615.339
Ireland,2023,Total,2497.658
Ireland,2024,Total,2627.755
Iceland,1990,Total,282.065
Iceland,1991,Total,273.089
Iceland,1992,Total,285.533
Iceland,1993,Total,286.016
Iceland,1994,Total,288.051
Iceland,1995,Total,293.444
Iceland,1996,Total,284.965
Iceland,1997,Total,288.449
Iceland,1998,Total,289.524
Iceland,1999,Total,299.988
Iceland,2000,Total,310.784
Iceland,2001,Total,313.273
Iceland,2002,Total,321.499
Iceland,2003,Total,319.038
Iceland,2004,Total,328.353
Iceland,2005,Total,335.036
Iceland,2006,Total,343.926
Iceland,2007,Total,359.953
Iceland,2008,Total,374.955
Iceland,2009,Total,375.096
Iceland,2010,Total,377.577
Iceland,2011,Total,370.818
Iceland,2012,Total,400.502
Iceland,2013,Total,399.164
Iceland,2014,Total,384.692
Iceland,2015,Total,392.234
Iceland,2016,Total,423.296
Iceland,2017,Total,422.526
Iceland,2018,Total,505.489
Iceland,2019,Total,454.055
Iceland,2020,Total,482.238
Iceland,2021,Total,500.795
Iceland,2022,Total,443.212
Iceland,2023,Total,453.257
Iceland,2024,Total,494.519
Italy,1990,Total,26061.205
Italy,1991,Total,28245.244
Italy,1992,Total,26944.544
Italy,1993,Total,26801.449
Italy,1994,Total,24261.338
Italy,1995,Total,26323.974
Italy,1996,Total,26913.124
Italy,1997,Total,26187.613
Italy,1998,Total,27513.968
Italy,1999,Total,28622.413
Italy,2000,Total,27591.928
Italy,2001,Total,28907.182
Italy,2002,Total,28741.609
Italy,2003,Total,31590.238
Italy,2004,Total,31425.185
Italy,2005,Total,33921.569
Italy,2006,Total,32423.683
Italy,2007,Total,32339.575
Italy,2008,Total,33611.748
Italy,2009,Total,34040.636
Italy,2010,Total,35392.911
Italy,2011,Total,32378.063
Italy,2012,Total,34348.336
Italy,2013,Total,34230.62
Italy,2014,Total,29545.98
Italy,2015,Total,32494.483
Italy,2016,Total,32185.101
Italy,2017,Total,32898.639
Italy,2018,Total,31905.559
Italy,2019,Total,31138.335
Italy,2020,Total,30655.992
Italy,2021,Total,33244.961
Italy,2022,Total,29426.979
Italy,2023,Total,26546.617
Italy,2024,Total,26782.433
Lithuania,1990,Total,1842.68
Lithuania,1991,Total,2007.139
Lithuania,1992,Total,1628.92
Lithuania,1993,Total,1713.853
Lithuania,1994,Total,1748.729
Lithuania,1995,Total,1640.071
Lithuania,1996,Total,1549.527
Lithuania,1997,Total,1497.468
Lithuania,1998,Total,1450.236
Lithuania,1999,Total,1401.67
Lithuania,2000,Total,1366.002
Lithuania,2001,Total,1417.803
Lithuania,2002,Total,1440.644
Lithuania,2003,Total,1465.121
Lithuania,2004,Total,1478.962
Lithuania,2005,Total,1506.591
Lithuania,2006,Total,1568.999
Lithuania,2007,Total,1503.571
Lithuania,2008,Total,1551.803
Lithuania,2009,Total,1568.648
Lithuania,2010,Total,1593.216
Lithuania,2011,Total,1532.207
Lithuania,2012,Total,1534.798
Lithuania,2013,Total,1467.198
Lithuania,2014,Total,1400.9
Lithuania,2015,Total,1359.131
Lithuania,2016,Total,1433.211
Lithuania,2017,Total,1455.374
Lithuania,2018,Total,1511.606
Lithuania,2019,Total,1447.177
Lithuania,2020,Total,1433.361
Lithuania,2021,Total,1629.694
Lithuania,2022,Total,1558.114
Lithuania,2023,Total,1530.945
Lithuania,2024,Total,1616.951
Luxembourg,1990,Total,498.828
Luxembourg,1991,Total,590.894
Luxembourg,1992,Total,568.884
Luxembourg,1993,Total,566.949
Luxembourg,1994,Total,549.807
Luxembourg,1995,Total,557.095
Luxembourg,1996,Total,618
Luxembourg,1997,Total,598.828
Luxembourg,1998,Total,625.986
Luxembourg,1999,Total,571.243
Luxembourg,2000,Total,467.871
Luxembourg,2001,Total,503.996
Luxembourg,2002,Total,483.444
Luxembourg,2003,Total,501.304
Luxembourg,2004,Total,533.414
Luxembourg,2005,Total,525.415
Luxembourg,2006,Total,516.305
Luxembourg,2007,Total,502.124
Luxembourg,2008,Total,511.807
Luxembourg,2009,Total,517.987
Luxembourg,2010,Total,512.414
Luxembourg,2011,Total,477.528
Luxembourg,2012,Total,490.129
Luxembourg,2013,Total,498.056
Luxembourg,2014,Total,468.025
Luxembourg,2015,Total,508.946
Luxembourg,2016,Total,525.178
Luxembourg,2017,Total,535.579
Luxembourg,2018,Total,500.518
Luxembourg,2019,Total,463.194
Luxembourg,2020,Total,497.737
Luxembourg,2021,Total,479.175
Luxembourg,2022,Total,454.444
Luxembourg,2023,Total,438.685
Luxembourg,2024,Total,443.037
Latvia,1990,Total,1582.861
Latvia,1991,Total,1762.827
Latvia,1992,Total,1686.439
Latvia,1993,Total,1738.233
Latvia,1994,Total,1667.221
Latvia,1995,Total,1600.616
Latvia,1996,Total,1691.821
Latvia,1997,Total,1540.61
Latvia,1998,Total,1499.284
Latvia,1999,Total,1410.043
Latvia,2000,Total,1326.642
Latvia,2001,Total,1442.273
Latvia,2002,Total,1431.035
Latvia,2003,Total,1498.75
Latvia,2004,Total,1472.758
Latvia,2005,Total,1503.944
Latvia,2006,Total,1480.648
Latvia,2007,Total,1457.706
Latvia,2008,Total,1451.54
Latvia,2009,Total,1534.586
Latvia,2010,Total,1388.905
Latvia,2011,Total,1327.389
Latvia,2012,Total,1376.24
Latvia,2013,Total,1267.242
Latvia,2014,Total,1238.471
Latvia,2015,Total,1105.582
Latvia,2016,Total,1143.483
Latvia,2017,Total,1195.604
Latvia,2018,Total,1231.009
Latvia,2019,Total,1187.967
Latvia,2020,Total,1115.366
Latvia,2021,Total,1202.993
Latvia,2022,Total,1115.069
Latvia,2023,Total,1079.133
Latvia,2024,Total,1099.341
Moldova,2010,Total,1112.668
Moldova,2011,Total,1137.092
Moldova,2012,Total,1155.36
Moldova,2013,Total,1147.203
Moldova,2014,Total,1169.757
Moldova,2015,Total,1179.946
Moldova,2016,Total,1233.669
Moldova,2017,Total,1316.751
Moldova,2018,Total,1338.83
Moldova,2019,Total,1236.74
Moldova,2020,Total,1203.437
Moldova,2021,Total,1316.674
Moldova,2022,Total,1072.23
Moldova,2023,Total,1009.203
Moldova,2024,Total,1028.916
Montenegro,2005,Total,243.565
Montenegro,2006,Total,247.109
Montenegro,2007,Total,245.365
Montenegro,2008,Total,251.124
Montenegro,2009,Total,266.275
Montenegro,2010,Total,274.679
Montenegro,2011,Total,268.887
Montenegro,2012,Total,281.347
Montenegro,2013,Total,269.251
Montenegro,2014,Total,256.273
Montenegro,2015,Total,265.421
Montenegro,2016,Total,264.617
Montenegro,2017,Total,263.151
Montenegro,2018,Total,248.017
Montenegro,2019,Total,243.959
Montenegro,2020,Total,243.169
Montenegro,2021,Total,257.803
Montenegro,2022,Total,248.872
Montenegro,2023,Total,256.235
Montenegro,2024,Total,294.534
North Macedonia,1990,Total,301.039
North Macedonia,1991,Total,309.19
North Macedonia,1992,Total,505.225
North Macedonia,1993,Total,419.917
North Macedonia,1994,Total,484.026
North Macedonia,1995,Total,444.293
North Macedonia,1996,Total,472.699
North Macedonia,1997,Total,464.863
North Macedonia,1998,Total,428.598
North Macedonia,1999,Total,452.484
North Macedonia,2000,Total,480.522
North Macedonia,2001,Total,440.98
North Macedonia,2002,Total,449.537
North Macedonia,2003,Total,493.592
North Macedonia,2004,Total,490.532
North Macedonia,2005,Total,539.911
North Macedonia,2006,Total,545.781
North Macedonia,2007,Total,533.907
North Macedonia,2008,Total,530.939
North Macedonia,2009,Total,549.169
North Macedonia,2010,Total,538.208
North Macedonia,2011,Total,567.027
North Macedonia,2012,Total,559.01
North Macedonia,2013,Total,519.019
North Macedonia,2014,Total,523.579
North Macedonia,2015,Total,531.06
North Macedonia,2016,Total,491.613
North Macedonia,2017,Total,529.132
North Macedonia,2018,Total,483.576
North Macedonia,2019,Total,492.266
North Macedonia,2020,Total,508.56
North Macedonia,2021,Total,527.087
North Macedonia,2022,Total,492.381
North Macedonia,2023,Total,474.773
North Macedonia,2024,Total,476.652
Malta,1990,Total,56.212
Malta,1991,Total,58.03
Malta,1992,Total,61.149
Malta,1993,Total,61.407
Malta,1994,Total,69.92
Malta,1995,Total,73.56
Malta,1996,Total,76.314
Malta,1997,Total,74.539
Malta,1998,Total,66.382
Malta,1999,Total,75.139
Malta,2000,Total,76.603
Malta,2001,Total,74.969
Malta,2002,Total,80.771
Malta,2003,Total,88.982
Malta,2004,Total,88.824
Malta,2005,Total,72.088
Malta,2006,Total,73.039
Malta,2007,Total,70.808
Malta,2008,Total,70.789
Malta,2009,Total,64.393
Malta,2010,Total,69.245
Malta,2011,Total,68.76
Malta,2012,Total,72.178
Malta,2013,Total,73.999
Malta,2014,Total,73.904
Malta,2015,Total,79.865
Malta,2016,Total,77.575
Malta,2017,Total,91.096
Malta,2018,Total,93.033
Malta,2019,Total,101.528
Malta,2020,Total,105.933
Malta,2021,Total,110.244
Malta,2022,Total,117.719
Malta,2023,Total,116.023
Malta,2024,Total,121.621
Netherlands,1990,Total,10395.016
Netherlands,1991,Total,11741.451
Netherlands,1992,Total,11003.077
Netherlands,1993,Total,11522.604
Netherlands,1994,Total,10955.96
Netherlands,1995,Total,11780.033
Netherlands,1996,Total,13483.907
Netherlands,1997,Total,11654.651
Netherlands,1998,Total,11219.918
Netherlands,1999,Total,10797.65
Netherlands,2000,Total,10823.18
Netherlands,2001,Total,11402.096
Netherlands,2002,Total,11130.709
Netherlands,2003,Total,11403.216
Netherlands,2004,Total,11035.364
Netherlands,2005,Total,10737.765
Netherlands,2006,Total,10844.837
Netherlands,2007,Total,9972.12
Netherlands,2008,Total,11019.502
Netherlands,2009,Total,11027.901
Netherlands,2010,Total,12480.144
Netherlands,2011,Total,10280.98
Netherlands,2012,Total,10866.787
Netherlands,2013,Total,11412.549
Netherlands,2014,Total,9116.954
Netherlands,2015,Total,9534.29
Netherlands,2016,Total,9812.913
Netherlands,2017,Total,9584.967
Netherlands,2018,Total,9551.684
Netherlands,2019,Total,9330.173
Netherlands,2020,Total,9110.154
Netherlands,2021,Total,10087.558
Netherlands,2022,Total,8201.73
Netherlands,2023,Total,7673.371
Netherlands,2024,Total,7689.932
Norway,1990,Total,3606.532
Norway,1991,Total,3668.635
Norway,1992,Total,3618.78
Norway,1993,Total,3674.295
Norway,1994,Total,3825.139
Norway,1995,Total,3865.549
Norway,1996,Total,3965.107
Norway,1997,Total,3835.588
Norway,1998,Total,3956.353
Norway,1999,Total,3934.516
Norway,2000,Total,3825.853
Norway,2001,Total,3985.602
Norway,2002,Total,3979.689
Norway,2003,Total,3813.922
Norway,2004,Total,3807.715
Norway,2005,Total,3958.436
Norway,2006,Total,3935.101
Norway,2007,Total,3993.462
Norway,2008,Total,4030.316
Norway,2009,Total,4227.72
Norway,2010,Total,4679.717
Norway,2011,Total,4230.383
Norway,2012,Total,4479.023
Norway,2013,Total,4451.032
Norway,2014,Total,4188.006
Norway,2015,Total,4352.562
Norway,2016,Total,4485.674
Norway,2017,Total,4549.023
Norway,2018,Total,4573.027
Norway,2019,Total,4499.666
Norway,2020,Total,4527.554
Norway,2021,Total,4774.72
Norway,2022,Total,4390.55
Norway,2023,Total,4635.938
Norway,2024,Total,4664.267
Poland,1990,Total,17829.287
Poland,1991,Total,20471.602
Poland,1992,Total,20843.784
Poland,1993,Total,24414.075
Poland,1994,Total,23091.131
Poland,1995,Total,22656.785
Poland,1996,Total,23023
Poland,1997,Total,21706.328
Poland,1998,Total,19533.173
Poland,1999,Total,19438.526
Poland,2000,Total,17207.79
Poland,2001,Total,18812.527
Poland,2002,Total,18694.218
Poland,2003,Total,18795.905
Poland,2004,Total,18831.675
Poland,2005,Total,19469.163
Poland,2006,Total,20469.408
Poland,2007,Total,19366.034
Poland,2008,Total,19668.123
Poland,2009,Total,19991.704
Poland,2010,Total,22003.32
Poland,2011,Total,20130.182
Poland,2012,Total,20812.928
Poland,2013,Total,20492.305
Poland,2014,Total,19034.846
Poland,2015,Total,19032.461
Poland,2016,Total,19886.302
Poland,2017,Total,20063.177
Poland,2018,Total,22557.493
Poland,2019,Total,20993.899
Poland,2020,Total,21101.347
Poland,2021,Total,22130.789
Poland,2022,Total,20492.124
Poland,2023,Total,19916.392
Poland,2024,Total,19636.596
Portugal,1990,Total,2301.618
Portugal,1991,Total,2375.064
Portugal,1992,Total,2439.288
Portugal,1993,Total,2506.58
Portugal,1994,Total,2556.751
Portugal,1995,Total,2583.388
Portugal,1996,Total,2685.421
Portugal,1997,Total,2684.243
Portugal,1998,Total,2680.978
Portugal,1999,Total,2798.03
Portugal,2000,Total,2820.899
Portugal,2001,Total,2873.966
Portugal,2002,Total,3000.227
Portugal,2003,Total,3130.847
Portugal,2004,Total,3209.759
Portugal,2005,Total,3218.989
Portugal,2006,Total,3213.935
Portugal,2007,Total,3220.727
Portugal,2008,Total,3117.719
Portugal,2009,Total,3197.832
Portugal,2010,Total,2970.645
Portugal,2011,Total,2777.129
Portugal,2012,Total,2694.958
Portugal,2013,Total,2634.808
Portugal,2014,Total,2776.692
Portugal,2015,Total,2751.749
Portugal,2016,Total,2819.484
Portugal,2017,Total,2801.785
Portugal,2018,Total,2877.758
Portugal,2019,Total,2891.348
Portugal,2020,Total,3014.19
Portugal,2021,Total,3022.524
Portugal,2022,Total,2965.934
Portugal,2023,Total,3019.665
Portugal,2024,Total,2939.639
Romania,1990,Total,10478.499
Romania,1991,Total,7194.435
Romania,1992,Total,6259.509
Romania,1993,Total,6606.767
Romania,1994,Total,6398.178
Romania,1995,Total,6335.814
Romania,1996,Total,8110.644
Romania,1997,Total,9656.902
Romania,1998,Total,9506.591
Romania,1999,Total,8749.417
Romania,2000,Total,8417.586
Romania,2001,Total,7286.854
Romania,2002,Total,7226.183
Romania,2003,Total,7829.947
Romania,2004,Total,7972.437
Romania,2005,Total,7991.34
Romania,2006,Total,7854.717
Romania,2007,Total,7519.256
Romania,2008,Total,8070.214
Romania,2009,Total,8015.179
Romania,2010,Total,8102.009
Romania,2011,Total,7859.678
Romania,2012,Total,8060.582
Romania,2013,Total,7721.97
Romania,2014,Total,7409.681
Romania,2015,Total,7375.183
Romania,2016,Total,7414.92
Romania,2017,Total,7732.038
Romania,2018,Total,7775.08
Romania,2019,Total,7753.283
Romania,2020,Total,8007.426
Romania,2021,Total,8764.871
Romania,2022,Total,7894.699
Romania,2023,Total,7552.174
Romania,2024,Total,7434.117
Serbia,1990,Total,2933.884
Serbia,1991,Total,2674.311
Serbia,1992,Total,2568.419
Serbia,1993,Total,2836.289
Serbia,1994,Total,2777.618
