model,bin_id,delta_sv,n_years,hos_year,component,dln,branch
EC-Earth3,-8.5,-8.7355,1,85,precip_mj2,0.0179166135168273,crop
EC-Earth3,-8.5,-8.4153,1,86,precip_mj2,0.00518419123003173,crop
EC-Earth3,-8.5,-8.2917,1,87,precip_mj2,-0.00179823762233178,crop
EC-Earth3,-7.5,-7.7779,1,88,precip_mj2,-0.0249818277509206,crop
EC-Earth3,-6.5,-6.3297,1,89,precip_mj2,0.0413751444495166,crop
EC-Earth3,-6.5,-6.6027,1,90,precip_mj2,0.0229589197566179,crop
EC-Earth3,-6.5,-6.8486,1,91,precip_mj2,0.0666738913642717,crop
EC-Earth3,-8.5,-8.4349,1,92,precip_mj2,0.0477047195472239,crop
EC-Earth3,-8.5,-8.8942,1,93,precip_mj2,-0.0197698143335025,crop
EC-Earth3,-7.5,-7.973,1,94,precip_mj2,0.0161735656430383,crop
EC-Earth3,-9.5,-9.4034,1,95,precip_mj2,0.00762492350290246,crop
EC-Earth3,-8.5,-8.7768,1,96,precip_mj2,0.000411087022505554,crop
EC-Earth3,-8.5,-8.4777,1,97,precip_mj2,0.0481025148432221,crop
EC-Earth3,-8.5,-8.3893,1,98,precip_mj2,0.0141870518212133,crop
EC-Earth3,-7.5,-7.4134,1,99,precip_mj2,0.0249724886658825,crop
EC-Earth3,-8.5,-8.0258,1,100,precip_mj2,0.048255684843675,crop
